,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,7,Mississippi (20),SEC,0-0,425.0,DNP,PreseasonAug[2],1964
1,2,<,10,Oklahoma (15),Big 8,0-0,400.0,DNP,PreseasonAug[2],1964
2,3,<,3,Illinois (10),Big Ten,0-0,368.0,DNP,PreseasonAug[2],1964
3,4,<,1,Texas,Southwest,0-0,242.0,DNP,PreseasonAug[2],1964
4,5,<,NR,Ohio State,Big Ten,0-0,205.0,DNP,PreseasonAug[2],1964
5,6,<,8,Alabama (1),SEC,0-0,196.0,DNP,PreseasonAug[2],1964
6,7,<,NR,Washington (1),AAWU,0-0,161.0,DNP,PreseasonAug[2],1964
7,8,<,5,Auburn (1),SEC,0-0,144.0,DNP,PreseasonAug[2],1964
8,9,<,NR,Syracuse,Ind,0-0,143.0,DNP,PreseasonAug[2],1964
9,10,<,2,Navy,Ind,0-0,101.0,DNP,PreseasonAug[2],1964
10,NR,<,4,Pittsburgh,Ind,0-0,0.0,DNP,PreseasonAug[2],1964
11,NR,<,6,Nebraska,Big 8,0-0,0.0,DNP,PreseasonAug[2],1964
12,NR,<,9,Michigan State,Big Ten,0-0,0.0,DNP,PreseasonAug[2],1964
13,1,<,4,Texas (14),Southwest,2-0,395.0,W 23-0 A Texas Tech,Week 1Sep 28[3],1964
14,2,<,NR,USC (17),AAWU,2-0,357.0,,Week 1Sep 28[3],1964
15,3,<,3,Illinois (7),Big Ten,1-0,347.0,,Week 1Sep 28[3],1964
16,4,<,6,Alabama (4),SEC,2-0,316.0,,Week 1Sep 28[3],1964
17,5,<,5,Ohio State (2),Big Ten,1-0,285.0,,Week 1Sep 28[3],1964
18,6,<,10,Navy (1),Ind,2-0,210.0,,Week 1Sep 28[3],1964
19,7,<,8,Auburn (2),SEC,2-0,186.0,,Week 1Sep 28[3],1964
20,8,<,NR,Michigan,Big Ten,1-0,106.0,,Week 1Sep 28[3],1964
21,9,<,NR,Notre Dame,Ind,1-0,103.0,,Week 1Sep 28[3],1964
22,10,<,7,Washington (1),AAWU,1-1,73.0,,Week 1Sep 28[3],1964
23,NR,<,1,Mississippi,SEC,1-1,0.0,L 27-21 N Kentucky,Week 1Sep 28[3],1964
24,NR,<,2,Oklahoma,Big 8,1-1,0.0,L 40-14 H USC,Week 1Sep 28[3],1964
25,NR,<,9,Syracuse,Ind,,0.0,,Week 1Sep 28[3],1964
26,1,<,1,Texas (32),Southwest,3-0,430.0,W 17-6 H Army,Week 2Oct 5[4],1964
27,2,<,3,Illinois (6),Big Ten,2-0,390.0,,Week 2Oct 5[4],1964
28,3,<,4,Alabama (3),SEC,3-0,366.0,,Week 2Oct 5[4],1964
29,4,<,5,Ohio State,Big Ten,2-0,263.0,,Week 2Oct 5[4],1964
30,5,<,NR,Kentucky (5),SEC,3-0,255.0,,Week 2Oct 5[4],1964
31,6,<,9,Notre Dame,Ind,2-0,244.0,,Week 2Oct 5[4],1964
32,7,<,8,Michigan (1),Big Ten,2-0,243.0,,Week 2Oct 5[4],1964
33,8,<,NR,Nebraska,Big 8,3-0,68.0,,Week 2Oct 5[4],1964
34,9,<,NR,Arkansas,Southwest,3-0,36.0,,Week 2Oct 5[4],1964
35,9,<,NR,Michigan State,Big Ten,1-1,36.0,,Week 2Oct 5[4],1964
36,RV,<,2,USC,AAWU,,0.0,,Week 2Oct 5[4],1964
37,RV,<,7,Auburn,SEC,,0.0,,Week 2Oct 5[4],1964
38,RV,<,10,Washington,AAWU,,0.0,,Week 2Oct 5[4],1964
39,RV,<,NR,Arizona,WAC,,0.0,,Week 2Oct 5[4],1964
40,RV,<,NR,Army,Ind,,0.0,,Week 2Oct 5[4],1964
41,RV,<,NR,Florida,SEC,,0.0,,Week 2Oct 5[4],1964
42,RV,<,NR,Florida State,Ind,,0.0,,Week 2Oct 5[4],1964
43,RV,<,NR,Georgia Tech,Ind,,0.0,,Week 2Oct 5[4],1964
44,RV,<,NR,Iowa,Big Ten,,0.0,,Week 2Oct 5[4],1964
45,RV,<,NR,LSU,SEC,,0.0,,Week 2Oct 5[4],1964
46,RV,<,NR,Mississippi,SEC,,0.0,,Week 2Oct 5[4],1964
47,RV,<,NR,NC State,ACC,,0.0,,Week 2Oct 5[4],1964
48,RV,<,NR,North Carolina,ACC,,0.0,,Week 2Oct 5[4],1964
49,RV,<,NR,Oregon,AAWU,,0.0,,Week 2Oct 5[4],1964
50,RV,<,NR,Rice,Southwest,,0.0,,Week 2Oct 5[4],1964
