,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
40,12,<,11,Auburn,SEC,0-0,904.0,DNP,Week 1Aug 31[2],1994
41,13,<,13,Tennessee,SEC,0-0,812.0,DNP,Week 1Aug 31[2],1994
42,14,<,14,UCLA,Pac-10,0-0,667.0,DNP,Week 1Aug 31[2],1994
43,15,<,15,Texas A&M,Southwest,0-0,577.0,DNP,Week 1Aug 31[2],1994
44,16,<,16,Oklahoma,Big 8,0-0,553.0,DNP,Week 1Aug 31[2],1994
45,17,<,17,USC,Pac-10,0-0,545.0,DNP,Week 1Aug 31[2],1994
46,18,<,19,North Carolina,ACC,0-0,523.0,DNP,Week 1Aug 31[2],1994
47,19,<,18,Texas,Southwest,0-0,503.0,DNP,Week 1Aug 31[2],1994
48,20,<,20,Ohio State,Big Ten,1-0,457.0,,Week 1Aug 31[2],1994
49,21,<,22,Virginia Tech,Big East,0-0,258.0,DNP,Week 1Aug 31[2],1994
50,22,<,21,Illinois,Big Ten,0-0,249.0,DNP,Week 1Aug 31[2],1994
51,23,<,23,Washington,Pac-10,0-0,186.0,DNP,Week 1Aug 31[2],1994
52,24,<,25,Clemson,ACC,0-0,114.0,DNP,Week 1Aug 31[2],1994
53,25,<,NR,Stanford,Pac-10,0-0,95.0,DNP,Week 1Aug 31[2],1994
54,NR,<,24,West Virginia,Big East,,0.0,,Week 1Aug 31[2],1994
55,1,<,2,Nebraska (23),Big 8,1-0,1465.0,DNP,Week 2Sep 6[3],1994
56,2,<,1,Florida (15),SEC,1-0,1438.0,W 70-21 H New Mexico State,Week 2Sep 6[3],1994
57,3,<,3,Notre Dame (10),Ind,1-0,1413.0,,Week 2Sep 6[3],1994
58,4,<,4,Florida State (8),ACC,1-0,1412.0,,Week 2Sep 6[3],1994
59,5,<,6,Miami (FL) (1),Big East,1-0,1229.0,,Week 2Sep 6[3],1994
60,6,<,5,Michigan (1),Big Ten,1-0,1205.0,,Week 2Sep 6[3],1994
61,7,<,8,Colorado,Big 8,1-0,1140.0,,Week 2Sep 6[3],1994
62,8,<,9,Penn State (1),Big Ten,1-0,1112.0,,Week 2Sep 6[3],1994
63,9,<,7,Arizona (2),Pac-10,1-0,1053.0,W 19-14 A Georgia Tech,Week 2Sep 6[3],1994
64,10,<,10,Wisconsin,Big Ten,0-0,968.0,DNP,Week 2Sep 6[3],1994
65,11,<,11,Alabama (1),SEC,1-0,962.0,,Week 2Sep 6[3],1994
66,12,<,12,Auburn,SEC,1-0,878.0,,Week 2Sep 6[3],1994
67,13,<,14,UCLA,Pac-10,1-0,846.0,,Week 2Sep 6[3],1994
68,14,<,17,USC,Pac-10,1-0,702.0,,Week 2Sep 6[3],1994
69,15,<,16,Oklahoma,Big 8,1-0,594.0,W 30-29 A Syracuse,Week 2Sep 6[3],1994
70,16,<,15,Texas A&M,Southwest,1-0,593.0,,Week 2Sep 6[3],1994
71,17,<,18,North Carolina,ACC,1-0,512.0,,Week 2Sep 6[3],1994
72,18,<,20,Ohio State,Big Ten,1-0,497.0,,Week 2Sep 6[3],1994
73,19,<,13,Tennessee,SEC,0-1,482.0,,Week 2Sep 6[3],1994
74,20,<,19,Texas,Southwest,1-0,426.0,,Week 2Sep 6[3],1994
75,21,<,21,Virginia Tech,Big East,1-0,352.0,,Week 2Sep 6[3],1994
76,22,<,24,Clemson,ACC,1-0,183.0,,Week 2Sep 6[3],1994
77,23,<,NR,Georgia,SEC,1-0,115.0,,Week 2Sep 6[3],1994
78,24,<,25,Stanford,Pac-10,0-0,111.0,DNP,Week 2Sep 6[3],1994
79,25,<,23,Washington,Pac-10,0-1,92.0,,Week 2Sep 6[3],1994
80,NR,<,22,Illinois,Big Ten,,0.0,,Week 2Sep 6[3],1994
81,1,<,2,Florida (27),SEC,2-0,1492.0,W 73-7 H Kentucky,Week 3Sep 13[4],1994
82,2,<,1,Nebraska (22),Big 8,2-0,1483.0,W 42-16 A Texas Tech,Week 3Sep 13[4],1994
83,3,<,4,Florida State (5),ACC,2-0,1384.0,,Week 3Sep 13[4],1994
84,4,<,6,Michigan (2),Big Ten,2-0,1370.0,,Week 3Sep 13[4],1994
85,5,<,5,Miami (FL) (1),Big East,2-0,1283.0,,Week 3Sep 13[4],1994
86,6,<,8,Penn State (2),Big Ten,2-0,1239.0,,Week 3Sep 13[4],1994
87,7,<,7,Colorado,Big 8,1-0,1116.0,,Week 3Sep 13[4],1994
88,8,<,3,Notre Dame,Ind,1-1,1095.0,,Week 3Sep 13[4],1994
89,9,<,9,Arizona (2),Pac-10,2-0,1091.0,W 44-0 N New Mexico State,Week 3Sep 13[4],1994
90,10,<,10,Wisconsin,Big Ten,1-0,1006.0,,Week 3Sep 13[4],1994
91,11,<,12,Auburn,SEC,2-0,918.0,,Week 3Sep 13[4],1994
92,12,<,11,Alabama (1),SEC,2-0,877.0,,Week 3Sep 13[4],1994
93,13,<,13,UCLA,Pac-10,2-0,792.0,,Week 3Sep 13[4],1994
94,14,<,16,Texas A&M,Southwest,2-0,785.0,,Week 3Sep 13[4],1994
95,15,<,19,Tennessee,SEC,1-1,649.0,,Week 3Sep 13[4],1994
96,16,<,17,North Carolina,ACC,1-0,582.0,,Week 3Sep 13[4],1994
97,17,<,20,Texas,Southwest,2-0,575.0,,Week 3Sep 13[4],1994
98,18,<,21,Virginia Tech,Big East,2-0,473.0,,Week 3Sep 13[4],1994
99,19,<,25,Washington,Pac-10,1-1,346.0,,Week 3Sep 13[4],1994
100,20,<,14,USC,Pac-10,1-1,335.0,,Week 3Sep 13[4],1994
101,21,<,15,Oklahoma,Big 8,1-1,233.0,L 36-14 A #16 Texas A&M,Week 3Sep 13[4],1994
102,22,<,NR,BYU,WAC,2-0,197.0,,Week 3Sep 13[4],1994
103,23,<,18,Ohio State,Big Ten,1-1,150.0,,Week 3Sep 13[4],1994
104,24,<,NR,Washington State,Pac-10,2-0,130.0,W 24-3 H Fresno State,Week 3Sep 13[4],1994
105,25,<,NR,NC State,ACC,2-0,128.0,,Week 3Sep 13[4],1994
106,NR,<,22,Clemson,ACC,,0.0,,Week 3Sep 13[4],1994
107,NR,<,23,Georgia,SEC,,0.0,,Week 3Sep 13[4],1994
108,NR,<,24,Stanford,Pac-10,,0.0,,Week 3Sep 13[4],1994
109,1,<,1,Florida (33),SEC,3-0,1507.0,W 31-0 A #15 Tennessee,Week 4Sep 20[5],1994
110,2,<,2,Nebraska (20),Big 8,3-0,1490.0,,Week 4Sep 20[5],1994
111,3,<,3,Florida State (3),ACC,3-0,1376.0,,Week 4Sep 20[5],1994
112,4,<,4,Michigan (1),Big Ten,2-0,1336.0,,Week 4Sep 20[5],1994
113,5,<,6,Penn State (3),Big Ten,3-0,1317.0,,Week 4Sep 20[5],1994
114,6,<,5,Miami (FL) (1),Big East,2-0,1262.0,,Week 4Sep 20[5],1994
115,7,<,7,Colorado,Big 8,2-0,1200.0,,Week 4Sep 20[5],1994
116,8,<,9,Arizona (1),Pac-10,2-0,1115.0,DNP,Week 4Sep 20[5],1994
117,9,<,8,Notre Dame,Ind,2-1,1054.0,,Week 4Sep 20[5],1994
118,10,<,11,Auburn,SEC,3-0,947.0,,Week 4Sep 20[5],1994
119,11,<,12,Alabama,SEC,3-0,927.0,,Week 4Sep 20[5],1994
120,12,<,14,Texas A&M,Southwest,2-0,886.0,,Week 4Sep 20[5],1994
121,13,<,16,North Carolina,ACC,2-0,781.0,,Week 4Sep 20[5],1994
122,14,<,18,Virginia Tech,Big East,3-0,661.0,,Week 4Sep 20[5],1994
123,15,<,17,Texas,Southwest,2-0,615.0,,Week 4Sep 20[5],1994
124,16,<,10,Wisconsin,Big Ten,1-1,555.0,,Week 4Sep 20[5],1994
125,17,<,19,Washington,Pac-10,1-1,484.0,,Week 4Sep 20[5],1994
126,18,<,13,UCLA,Pac-10,2-1,444.0,,Week 4Sep 20[5],1994
127,19,<,20,USC,Pac-10,1-1,396.0,,Week 4Sep 20[5],1994
128,20,<,23,Ohio State,Big Ten,2-1,340.0,,Week 4Sep 20[5],1994
129,21,<,21,Oklahoma,Big 8,2-1,338.0,W 17-11 H Texas Tech,Week 4Sep 20[5],1994
130,22,<,24,Washington State,Pac-10,2-0,261.0,DNP,Week 4Sep 20[5],1994
131,23,<,15,Tennessee,SEC,1-2,221.0,,Week 4Sep 20[5],1994
132,24,<,25,NC State,ACC,2-0,187.0,,Week 4Sep 20[5],1994
133,25,<,NR,Indiana,Big Ten,3-0,107.0,W 59-29 A Kentucky,Week 4Sep 20[5],1994
134,NR,<,22,BYU,WAC,,0.0,,Week 4Sep 20[5],1994
135,1,<,1,Florida (31),SEC,3-0,1509.0,DNP,Week 5Sep 27[6],1994
136,2,<,2,Nebraska (22),Big 8,4-0,1493.0,,Week 5Sep 27[6],1994
137,3,<,3,Florida State (4),ACC,4-0,1396.0,,Week 5Sep 27[6],1994
138,4,<,5,Penn State (3),Big Ten,4-0,1369.0,,Week 5Sep 27[6],1994
139,5,<,7,Colorado (1),Big 8,3-0,1334.0,,Week 5Sep 27[6],1994
140,6,<,8,Arizona (1),Pac-10,3-0,1199.0,W 34-10 A Stanford,Week 5Sep 27[6],1994
141,7,<,4,Michigan,Big Ten,2-1,1145.0,,Week 5Sep 27[6],1994
142,8,<,9,Notre Dame,Ind,3-1,1083.0,,Week 5Sep 27[6],1994
143,9,<,10,Auburn,SEC,4-0,1008.0,,Week 5Sep 27[6],1994
144,10,<,12,Texas A&M,Southwest,3-0,935.0,,Week 5Sep 27[6],1994
145,11,<,11,Alabama,SEC,4-0,906.0,,Week 5Sep 27[6],1994
146,12,<,17,Washington,Pac-10,2-1,863.0,,Week 5Sep 27[6],1994
147,13,<,6,Miami (FL),Big East,2-1,791.0,,Week 5Sep 27[6],1994
148,14,<,14,Virginia Tech,Big East,4-0,735.0,,Week 5Sep 27[6],1994
149,15,<,16,Wisconsin,Big Ten,2-1,674.0,,Week 5Sep 27[6],1994
150,16,<,15,Texas,Southwest,3-0,666.0,,Week 5Sep 27[6],1994
151,17,<,22,Washington State,Pac-10,3-0,515.0,W 21-0 A UCLA,Week 5Sep 27[6],1994
152,18,<,13,North Carolina,ACC,2-1,491.0,,Week 5Sep 27[6],1994
153,19,<,19,USC,Pac-10,2-1,462.0,,Week 5Sep 27[6],1994
154,20,<,20,Ohio State,Big Ten,3-1,430.0,,Week 5Sep 27[6],1994
155,21,<,21,Oklahoma,Big 8,2-1,341.0,DNP,Week 5Sep 27[6],1994
156,22,<,24,NC State,ACC,3-0,266.0,,Week 5Sep 27[6],1994
157,23,<,NR,Kansas State,Big 8,3-0,175.0,,Week 5Sep 27[6],1994
158,24,<,NR,Colorado State,WAC,4-0,71.0,W 19-17 H San Diego State,Week 5Sep 27[6],1994
159,25,<,NR,Illinois,Big Ten,2-1,64.0,,Week 5Sep 27[6],1994
160,NR,<,18,UCLA,Pac-10,,0.0,,Week 5Sep 27[6],1994
161,NR,<,23,Tennessee,SEC,,0.0,,Week 5Sep 27[6],1994
162,NR,<,25,Indiana,Big Ten,,0.0,,Week 5Sep 27[6],1994
163,1,<,1,Florida (39),SEC,4-0,1521.0,W 38-14 A Mississippi,Week 6Oct 4[7],1994
164,2,<,2,Nebraska (13),Big 8,5-0,1449.0,,Week 6Oct 4[7],1994
165,3,<,3,Florida State (4),ACC,4-0,1401.0,,Week 6Oct 4[7],1994
166,4,<,4,Penn State (2),Big Ten,5-0,1380.0,,Week 6Oct 4[7],1994
167,5,<,5,Colorado (3),Big 8,4-0,1355.0,,Week 6Oct 4[7],1994
168,6,<,6,Arizona (1),Pac-10,4-0,1202.0,W 30-10 H Oregon State,Week 6Oct 4[7],1994
169,7,<,7,Michigan,Big Ten,3-1,1160.0,,Week 6Oct 4[7],1994
170,8,<,8,Notre Dame,Ind,4-1,1085.0,,Week 6Oct 4[7],1994
171,9,<,9,Auburn,SEC,5-0,1042.0,,Week 6Oct 4[7],1994
172,10,<,10,Texas A&M,Southwest,4-0,957.0,,Week 6Oct 4[7],1994
173,11,<,11,Alabama,SEC,5-0,944.0,,Week 6Oct 4[7],1994
174,12,<,12,Washington,Pac-10,3-1,932.0,,Week 6Oct 4[7],1994
175,13,<,13,Miami (FL),Big East,3-1,852.0,,Week 6Oct 4[7],1994
176,14,<,18,North Carolina,ACC,3-1,640.0,,Week 6Oct 4[7],1994
177,15,<,16,Texas,Southwest,3-1,614.0,,Week 6Oct 4[7],1994
178,16,<,21,Oklahoma,Big 8,3-1,564.0,W 34-6 H Iowa State,Week 6Oct 4[7],1994
179,17,<,20,Ohio State,Big Ten,4-1,553.0,,Week 6Oct 4[7],1994
180,18,<,22,NC State,ACC,4-0,509.0,,Week 6Oct 4[7],1994
181,19,<,23,Kansas State,Big 8,3-0,334.0,,Week 6Oct 4[7],1994
182,20,<,14,Virginia Tech,Big East,4-1,315.0,,Week 6Oct 4[7],1994
183,21,<,NR,Syracuse,Big East,4-1,262.0,,Week 6Oct 4[7],1994
184,22,<,17,Washington State,Pac-10,3-1,261.0,L 10-9 A Tennessee,Week 6Oct 4[7],1994
185,23,<,24,Colorado State,WAC,5-0,247.0,W 38-31 A New Mexico,Week 6Oct 4[7],1994
186,24,<,15,Wisconsin,Big Ten,2-2,135.0,,Week 6Oct 4[7],1994
187,25,<,NR,Utah,WAC,4-0,82.0,DNP,Week 6Oct 4[7],1994
188,NR,<,19,USC,Pac-10,,0.0,,Week 6Oct 4[7],1994
189,NR,<,25,Illinois,Big Ten,,0.0,,Week 6Oct 4[7],1994
190,1,<,1,Florida (44),SEC,5-0,1527.0,W 42-18 H LSU,Week 7Oct 11[8],1994
191,2,<,2,Nebraska (12),Big 8,6-0,1461.0,,Week 7Oct 11[8],1994
192,3,<,4,Penn State (2),Big Ten,5-0,1427.0,,Week 7Oct 11[8],1994
193,4,<,5,Colorado (4),Big 8,5-0,1410.0,,Week 7Oct 11[8],1994
194,5,<,7,Michigan,Big Ten,4-1,1251.0,,Week 7Oct 11[8],1994
195,6,<,9,Auburn,SEC,6-0,1193.0,,Week 7Oct 11[8],1994
196,7,<,10,Texas A&M,Southwest,5-0,1106.0,,Week 7Oct 11[8],1994
197,8,<,13,Miami (FL),Big East,4-1,1104.0,,Week 7Oct 11[8],1994
198,9,<,12,Washington,Pac-10,4-1,1072.0,,Week 7Oct 11[8],1994
199,10,<,11,Alabama,SEC,6-0,1022.0,,Week 7Oct 11[8],1994
200,11,<,3,Florida State,ACC,4-1,1009.0,,Week 7Oct 11[8],1994
201,12,<,15,Texas,Southwest,4-1,785.0,,Week 7Oct 11[8],1994
202,13,<,23,Colorado State,WAC,6-0,747.0,W 21-16 A Arizona,Week 7Oct 11[8],1994
203,14,<,6,Arizona,Pac-10,4-1,709.0,L 21-16 H Colorado State,Week 7Oct 11[8],1994
204,15,<,14,North Carolina,ACC,4-1,696.0,,Week 7Oct 11[8],1994
205,16,<,19,Kansas State,Big 8,4-0,555.0,,Week 7Oct 11[8],1994
206,17,<,8,Notre Dame,Ind,4-2,540.0,,Week 7Oct 11[8],1994
207,18,<,21,Syracuse,Big East,5-1,461.0,,Week 7Oct 11[8],1994
208,19,<,20,Virginia Tech,Big East,5-1,449.0,,Week 7Oct 11[8],1994
209,20,<,22,Washington State,Pac-10,4-1,407.0,W 21-7 H Oregon,Week 7Oct 11[8],1994
210,21,<,25,Utah,WAC,5-0,214.0,W 38-22 A San Diego State,Week 7Oct 11[8],1994
211,22,<,16,Oklahoma,Big 8,3-2,202.0,L 17-10 N #15 Texas,Week 7Oct 11[8],1994
212,23,<,24,Wisconsin,Big Ten,3-2,183.0,,Week 7Oct 11[8],1994
213,24,<,NR,Boston College,Big East,2-2,113.0,,Week 7Oct 11[8],1994
214,25,<,NR,Duke,ACC,5-0,110.0,,Week 7Oct 11[8],1994
215,NR,<,17,Ohio State,Big Ten,,0.0,,Week 7Oct 11[8],1994
216,NR,<,18,NC State,ACC,,0.0,,Week 7Oct 11[8],1994
217,1,<,3,Penn State (19),Big Ten,6-0,1487.0,W 31-24 A #5 Michigan,Week 8Oct 18[9],1994
218,2,<,4,Colorado (15),Big 8,6-0,1474.0,,Week 8Oct 18[9],1994
219,3,<,2,Nebraska (25),Big 8,7-0,1463.0,,Week 8Oct 18[9],1994
220,4,<,6,Auburn (3),SEC,7-0,1402.0,,Week 8Oct 18[9],1994
221,5,<,1,Florida,SEC,5-1,1196.0,L 36-33 H #6 Auburn,Week 8Oct 18[9],1994
222,6,<,7,Texas A&M,Southwest,6-0,1188.0,,Week 8Oct 18[9],1994
223,7,<,8,Miami (FL),Big East,4-1,1131.0,,Week 8Oct 18[9],1994
224,8,<,10,Alabama,SEC,7-0,1130.0,,Week 8Oct 18[9],1994
225,9,<,9,Washington,Pac-10,5-1,1128.0,,Week 8Oct 18[9],1994
226,10,<,11,Florida State,ACC,4-1,1021.0,,Week 8Oct 18[9],1994
227,11,<,5,Michigan,Big Ten,4-2,937.0,,Week 8Oct 18[9],1994
228,12,<,13,Colorado State,WAC,7-0,826.0,W 47-9 H UTEP,Week 8Oct 18[9],1994
229,13,<,12,Texas,Southwest,4-1,817.0,,Week 8Oct 18[9],1994
230,14,<,14,Arizona,Pac-10,5-1,764.0,W 10-7 A Washington State,Week 8Oct 18[9],1994
231,15,<,15,North Carolina,ACC,5-1,717.0,,Week 8Oct 18[9],1994
232,16,<,18,Syracuse,Big East,5-1,561.0,,Week 8Oct 18[9],1994
233,17,<,19,Virginia Tech,Big East,6-1,535.0,,Week 8Oct 18[9],1994
234,18,<,21,Utah,WAC,6-0,414.0,W 14-3 H Hawaii,Week 8Oct 18[9],1994
235,19,<,16,Kansas State,Big 8,4-1,391.0,,Week 8Oct 18[9],1994
236,20,<,25,Duke,ACC,6-0,316.0,,Week 8Oct 18[9],1994
237,21,<,NR,BYU,WAC,6-1,258.0,,Week 8Oct 18[9],1994
238,22,<,24,Boston College,Big East,3-2,227.0,,Week 8Oct 18[9],1994
239,23,<,20,Washington State,Pac-10,4-2,209.0,L 10-7 H Arizona,Week 8Oct 18[9],1994
240,24,<,NR,Ohio State,Big Ten,5-2,102.0,,Week 8Oct 18[9],1994
241,25,<,NR,Virginia,ACC,5-1,95.0,,Week 8Oct 18[9],1994
242,NR,<,17,Notre Dame,Ind,,0.0,,Week 8Oct 18[9],1994
243,NR,<,22,Oklahoma,Big 8,3-3,0.0,L 45-7 A #4 Colorado,Week 8Oct 18[9],1994
244,NR,<,23,Wisconsin,Big Ten,,0.0,,Week 8Oct 18[9],1994
245,1,<,1,Penn State (19),Big Ten,6-0,1486.0,DNP,Week 9Oct 25[10],1994
246,2,<,2,Colorado (16),Big 8,7-0,1482.0,,Week 9Oct 25[10],1994
247,3,<,3,Nebraska (24),Big 8,8-0,1461.0,,Week 9Oct 25[10],1994
248,4,<,4,Auburn (3),SEC,7-0,1397.0,,Week 9Oct 25[10],1994
249,5,<,5,Florida,SEC,5-1,1246.0,,Week 9Oct 25[10],1994
250,6,<,7,Miami (FL),Big East,5-1,1187.0,,Week 9Oct 25[10],1994
251,7,<,6,Texas A&M,Southwest,7-0,1171.0,,Week 9Oct 25[10],1994
252,8,<,8,Alabama,SEC,8-0,1165.0,,Week 9Oct 25[10],1994
253,9,<,10,Florida State,ACC,5-1,1076.0,,Week 9Oct 25[10],1994
254,10,<,11,Michigan,Big Ten,5-2,998.0,,Week 9Oct 25[10],1994
255,11,<,14,Arizona,Pac-10,6-1,890.0,W 34-24 H UCLA,Week 9Oct 25[10],1994
256,12,<,18,Utah,WAC,7-0,831.0,W 45-31 A Colorado State,Week 9Oct 25[10],1994
257,13,<,17,Virginia Tech,Big East,7-1,709.0,,Week 9Oct 25[10],1994
258,14,<,16,Syracuse,Big East,6-1,703.0,,Week 9Oct 25[10],1994
259,15,<,9,Washington,Pac-10,5-2,591.0,,Week 9Oct 25[10],1994
260,16,<,20,Duke,ACC,7-0,564.0,,Week 9Oct 25[10],1994
261,17,<,12,Colorado State,WAC,7-1,543.0,L 45-31 H Utah,Week 9Oct 25[10],1994
262,18,<,25,Virginia,ACC,6-1,484.0,,Week 9Oct 25[10],1994
263,19,<,13,Texas,Southwest,5-2,409.0,,Week 9Oct 25[10],1994
264,20,<,21,BYU,WAC,7-1,363.0,,Week 9Oct 25[10],1994
265,21,<,24,Ohio State,Big Ten,6-2,330.0,,Week 9Oct 25[10],1994
266,22,<,23,Washington State,Pac-10,5-2,306.0,W 28-21 A Arizona State,Week 9Oct 25[10],1994
267,23,<,19,Kansas State,Big 8,4-2,269.0,,Week 9Oct 25[10],1994
268,24,<,15,North Carolina,ACC,5-2,204.0,,Week 9Oct 25[10],1994
269,25,<,NR,USC,Pac-10,5-2,91.0,,Week 9Oct 25[10],1994
270,NR,<,22,Boston College,Big East,,0.0,,Week 9Oct 25[10],1994
271,1,<,3,Nebraska (33),Big 8,9-0,1520.0,W 24-7 H #2 Colorado,Week 10Nov 1[11],1994
272,2,<,1,Penn State (28),Big Ten,7-0,1514.0,W 63-14 H #21 Ohio State,Week 10Nov 1[11],1994
273,3,<,4,Auburn (1),SEC,8-0,1427.0,,Week 10Nov 1[11],1994
274,4,<,5,Florida,SEC,6-1,1322.0,,Week 10Nov 1[11],1994
275,5,<,6,Miami (FL),Big East,6-1,1267.0,,Week 10Nov 1[11],1994
276,6,<,8,Alabama,SEC,8-0,1221.0,,Week 10Nov 1[11],1994
277,7,<,2,Colorado,Big 8,7-1,1214.0,,Week 10Nov 1[11],1994
278,8,<,9,Florida State,ACC,6-1,1167.0,,Week 10Nov 1[11],1994
279,9,<,12,Utah,WAC,8-0,1033.0,W 52-7 H UTEP,Week 10Nov 1[11],1994
280,10,<,14,Syracuse,Big East,6-1,892.0,,Week 10Nov 1[11],1994
281,11,<,7,Texas A&M,Southwest,7-0-1,861.0,,Week 10Nov 1[11],1994
282,12,<,15,Washington,Pac-10,6-2,806.0,,Week 10Nov 1[11],1994
283,13,<,18,Virginia,ACC,6-1,749.0,,Week 10Nov 1[11],1994
284,14,<,17,Colorado State,WAC,7-1,723.0,DNP,Week 10Nov 1[11],1994
285,15,<,23,Kansas State,Big 8,5-2,600.0,,Week 10Nov 1[11],1994
286,16,<,22,Washington State,Pac-10,6-2,567.0,W 26-23 A California,Week 10Nov 1[11],1994
287,17,<,13,Virginia Tech,Big East,7-2,512.0,,Week 10Nov 1[11],1994
288,18,<,11,Arizona,Pac-10,6-2,504.0,L 10-9 A Oregon,Week 10Nov 1[11],1994
289,19,<,24,North Carolina,ACC,6-2,473.0,,Week 10Nov 1[11],1994
290,20,<,10,Michigan,Big Ten,5-3,435.0,,Week 10Nov 1[11],1994
291,21,<,NR,Oregon,Pac-10,6-3,373.0,,Week 10Nov 1[11],1994
292,22,<,25,USC,Pac-10,5-2,278.0,,Week 10Nov 1[11],1994
293,23,<,16,Duke,ACC,7-1,270.0,,Week 10Nov 1[11],1994
294,24,<,NR,Mississippi State,SEC,6-2,119.0,,Week 10Nov 1[11],1994
295,25,<,20,BYU,WAC,7-2,64.0,,Week 10Nov 1[11],1994
296,NR,<,19,Texas,Southwest,,0.0,,Week 10Nov 1[11],1994
297,NR,<,21,Ohio State,Big Ten,,0.0,,Week 10Nov 1[11],1994
298,1,<,1,Nebraska (39),Big 8,10-0,1525.0,W 45-17 H Kansas,Week 11Nov 8[12],1994
299,2,<,2,Penn State (22),Big Ten,8-0,1507.0,,Week 11Nov 8[12],1994
300,3,<,3,Auburn (1),SEC,9-0,1430.0,,Week 11Nov 8[12],1994
301,4,<,4,Florida,SEC,7-1,1321.0,,Week 11Nov 8[12],1994
302,5,<,5,Miami (FL),Big East,7-1,1283.0,,Week 11Nov 8[12],1994
303,6,<,6,Alabama,SEC,9-0,1239.0,,Week 11Nov 8[12],1994
304,7,<,7,Colorado,Big 8,8-1,1194.0,,Week 11Nov 8[12],1994
305,8,<,8,Florida State,ACC,7-1,1163.0,,Week 11Nov 8[12],1994
