,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
41,5,<,5,Georgia (1),SEC,2-0,293,,Week 3Oct 2[5],1967
42,6,<,1,Notre Dame,Ind,1-1,165,L 28-21 A #10 Purdue,Week 3Oct 2[5],1967
43,7,<,7,Nebraska,Big 8,2-0,141,,Week 3Oct 2[5],1967
44,8,<,6,Colorado,Big 8,2-0,114,,Week 3Oct 2[5],1967
45,9,<,9,Alabama,SEC,1-0-1,73,,Week 3Oct 2[5],1967
46,10,<,NR,Texas Tech,Southwest,2-0,47,,Week 3Oct 2[5],1967
47,NR,<,8,Texas,Southwest,,0,,Week 3Oct 2[5],1967
48,1,<,1,USC (36),AAWU,4-0,462,W 30-0 H Stanford,Week 4Oct 9[6],1967
49,2,<,4,Purdue (10),Big Ten,3-0,385,,Week 4Oct 9[6],1967
50,3,<,5,Georgia,SEC,3-0,354,,Week 4Oct 9[6],1967
51,4,<,3,UCLA,AAWU,4-0,338,,Week 4Oct 9[6],1967
52,5,<,6,Notre Dame,Ind,2-1,256,,Week 4Oct 9[6],1967
53,6,<,8,Colorado,Big 8,3-0,179,,Week 4Oct 9[6],1967
54,7,<,9,Alabama,SEC,2-0-1,150,,Week 4Oct 9[6],1967
55,8,<,7,Nebraska,Big 8,3-0,120,,Week 4Oct 9[6],1967
56,9,<,NR,NC State (4),ACC,4-0,114,,Week 4Oct 9[6],1967
57,10,<,2,Houston,Ind,3-1,69,,Week 4Oct 9[6],1967
58,NR,<,10,Texas Tech,Southwest,,0,,Week 4Oct 9[6],1967
59,1,<,1,USC (36),AAWU,5-0,432,W 24-7 A Notre Dame,Week 5Oct 16[7],1967
60,2,<,2,Purdue (7),Big Ten,4-0,389,,Week 5Oct 16[7],1967
61,3,<,4,UCLA,AAWU,5-0,325,,Week 5Oct 16[7],1967
62,4,<,6,Colorado,Big 8,4-0,280,,Week 5Oct 16[7],1967
63,5,<,9,NC State (1),ACC,5-0,227,,Week 5Oct 16[7],1967
64,6,<,7,Alabama,SEC,3-0-1,222,,Week 5Oct 16[7],1967
65,7,<,NR,Tennessee,SEC,2-1,109,,Week 5Oct 16[7],1967
66,8,<,3,Georgia,SEC,3-1,88,,Week 5Oct 16[7],1967
67,9,<,10,Houston,Ind,3-1,87,,Week 5Oct 16[7],1967
68,10,<,NR,Wyoming,WAC,5-0,79,W 28-0 A Utah,Week 5Oct 16[7],1967
69,NR,<,5,Notre Dame,Ind,,0,,Week 5Oct 16[7],1967
70,NR,<,8,Nebraska,Big 8,,0,,Week 5Oct 16[7],1967
71,1,<,1,USC (37),AAWU,6-0,370,W 23-6 A Washington,Week 6Oct 23[8],1967
72,2,<,3,UCLA,AAWU,6-0,303,,Week 6Oct 23[8],1967
73,3,<,4,Colorado,Big 8,5-0,283,,Week 6Oct 23[8],1967
74,4,<,7,Tennessee,SEC,3-1,228,,Week 6Oct 23[8],1967
75,5,<,5,NC State,ACC,6-0,222,,Week 6Oct 23[8],1967
76,6,<,8,Georgia,SEC,4-1,143,,Week 6Oct 23[8],1967
77,7,<,2,Purdue,Big Ten,4-1,110,,Week 6Oct 23[8],1967
78,8,<,10,Wyoming,WAC,6-0,91,W 30-7 H Wichita State,Week 6Oct 23[8],1967
79,9,<,9,Houston,Ind,4-1,84,,Week 6Oct 23[8],1967
80,10,<,NR,Indiana,Big Ten,5-0,48,W 27-20 A Michigan,Week 6Oct 23[8],1967
81,NR,<,6,Alabama,SEC,,0,,Week 6Oct 23[8],1967
82,1,<,1,USC (43),AAWU,7-0,430,W 28-6 H Oregon,Week 7Oct 30[9],1967
83,2,<,2,UCLA,AAWU,6-0,367,,Week 7Oct 30[9],1967
84,3,<,4,Tennessee,SEC,4-1,305,,Week 7Oct 30[9],1967
85,4,<,5,NC State,ACC,7-0,288,,Week 7Oct 30[9],1967
86,5,<,6,Georgia,SEC,5-1,217,,Week 7Oct 30[9],1967
87,6,<,7,Purdue,Big Ten,5-1,206,,Week 7Oct 30[9],1967
88,7,<,10,Indiana,Big Ten,6-0,172,W 42-7 A Arizona,Week 7Oct 30[9],1967
89,8,<,8,Wyoming,WAC,7-0,112,W 15-13 A Arizona State,Week 7Oct 30[9],1967
90,9,<,3,Colorado,Big 8,5-1,86,,Week 7Oct 30[9],1967
91,10,<,NR,Notre Dame,Ind,4-2,35,,Week 7Oct 30[9],1967
92,NR,<,9,Houston,Ind,,0,,Week 7Oct 30[9],1967
93,1,<,1,USC (39),AAWU,8-0,399,W 31-12 A California,Week 8Nov 6[10],1967
94,2,<,3,Tennessee,SEC,5-1,308,,Week 8Nov 6[10],1967
95,3,<,4,NC State,ACC,8-0,283,,Week 8Nov 6[10],1967
96,4,<,2,UCLA,AAWU,6-0-1,274,,Week 8Nov 6[10],1967
97,5,<,6,Purdue (1),Big Ten,6-1,248,,Week 8Nov 6[10],1967
98,6,<,7,Indiana,Big Ten,7-0,160,W 14-9 H Wisconsin,Week 8Nov 6[10],1967
99,7,<,8,Wyoming,WAC,8-0,130,W 28-7 A San Jose State,Week 8Nov 6[10],1967
100,8,<,NR,Oklahoma,Big 8,5-1,101,W 23-0 H #9 Colorado,Week 8Nov 6[10],1967
101,9,<,10,Notre Dame,Ind,5-2,96,,Week 8Nov 6[10],1967
102,10,<,NR,Houston,Ind,5-2,37,,Week 8Nov 6[10],1967
103,NR,<,5,Georgia,SEC,,0,,Week 8Nov 6[10],1967
104,NR,<,9,Colorado,Big 8,,0,,Week 8Nov 6[10],1967
105,1,<,4,UCLA (19),AAWU,7-0-1,419,W 48-0 H Washington,Week 9Nov 13[11],1967
106,2,<,2,Tennessee (13),SEC,6-1,390,,Week 9Nov 13[11],1967
107,3,<,5,Purdue (8),Big Ten,7-1,343,,Week 9Nov 13[11],1967
108,4,<,1,USC (5),AAWU,8-1,330,L 3-0 A Oregon State,Week 9Nov 13[11],1967
109,5,<,6,Indiana (1),Big Ten,8-0,265,W 14-13 A Michigan State,Week 9Nov 13[11],1967
110,6,<,7,Wyoming,WAC,9-0,189,W 42-6 A New Mexico,Week 9Nov 13[11],1967
111,7,<,8,Oklahoma,Big 8,6-1,154,W 52-14 A Iowa State,Week 9Nov 13[11],1967
112,8,<,NR,Oregon State (1),AAWU,6-2-1,145,W 3-0 H #1 USC,Week 9Nov 13[11],1967
113,9,<,9,Notre Dame,Ind,6-2,131,,Week 9Nov 13[11],1967
114,10,<,3,NC State,ACC,8-1,84,,Week 9Nov 13[11],1967
115,NR,<,10,Houston,Ind,,0,,Week 9Nov 13[11],1967
116,1,<,4,USC (21),AAWU,9-1,432,W 21-20 N #1 UCLA,Week 10Nov 20[12],1967
117,2,<,2,Tennessee (15),SEC,7-1,410,,Week 10Nov 20[12],1967
118,3,<,3,Purdue (9),Big Ten,8-1,380,,Week 10Nov 20[12],1967
119,4,<,1,UCLA,AAWU,7-1-1,329,L 21-20 N #4 USC,Week 10Nov 20[12],1967
120,5,<,7,Oklahoma (1),Big 8,7-1,218,W 14-10 H Kansas,Week 10Nov 20[12],1967
121,6,<,9,Notre Dame,Ind,7-2,181,,Week 10Nov 20[12],1967
122,7,<,6,Wyoming (1),WAC,10-0,179,W 21-19 A UTEP,Week 10Nov 20[12],1967
123,8,<,8,Oregon State,AAWU,7-2-1,141,,Week 10Nov 20[12],1967
124,9,<,NR,Alabama,SEC,7-1-1,85,,Week 10Nov 20[12],1967
125,10,<,NR,Houston,Ind,7-2,46,,Week 10Nov 20[12],1967
126,NR,<,5,Indiana,Big Ten,,0,,Week 10Nov 20[12],1967
127,NR,<,10,NC State,ACC,,0,,Week 10Nov 20[12],1967
128,1,<,1,USC (36),AAWU,9-1,474,DNP,Week 11 (Final)Nov 27[13],1967
129,2,<,2,Tennessee (11),SEC,8-1,436,,Week 11 (Final)Nov 27[13],1967
130,3,<,5,Oklahoma,Big 8,8-1,311,W 21-14 A Nebraska,Week 11 (Final)Nov 27[13],1967
131,4,<,NR,Indiana,Big Ten,9-1,245,W 19-14 H Purdue,Week 11 (Final)Nov 27[13],1967
132,5,<,6,Notre Dame (1),Ind,8-2,243,,Week 11 (Final)Nov 27[13],1967
133,6,<,7,Wyoming (1),WAC,10-0,222,DNP,Week 11 (Final)Nov 27[13],1967
134,7,<,8,Oregon State,AAWU,7-2-1,154,,Week 11 (Final)Nov 27[13],1967
135,8,<,9,Alabama,SEC,7-1-1,152,,Week 11 (Final)Nov 27[13],1967
136,9,<,3,Purdue,Big Ten,8-2,150,,Week 11 (Final)Nov 27[13],1967
137,10,<,NR,Penn State,Ind,8-2,98,,Week 11 (Final)Nov 27[13],1967
138,NR,<,4,UCLA,AAWU,,0,,Week 11 (Final)Nov 27[13],1967
139,NR,<,10,Houston,Ind,,0,,Week 11 (Final)Nov 27[13],1967
