,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
36,11,<,11,Penn State,Ind,0-0,570.0,DNP,Week 1Sep 4[2],1984
37,12,<,13,Arizona State,Pac-10,0-0,541.0,DNP,Week 1Sep 4[2],1984
38,13,<,NR,BYU,WAC,1-0,438.0,,Week 1Sep 4[2],1984
39,14,<,14,Michigan (1),Big Ten,0-0,400.0,DNP,Week 1Sep 4[2],1984
40,15,<,15,SMU,Southwest,0-0,309.0,DNP,Week 1Sep 4[2],1984
41,16,<,16,Oklahoma,Big 8,0-0,302.0,DNP,Week 1Sep 4[2],1984
42,17,<,3,Pittsburgh,Ind,0-1,273.0,L 20-14 H BYU,Week 1Sep 4[2],1984
43,18,<,19,Boston College,Ind,1-0,257.0,,Week 1Sep 4[2],1984
44,19,<,18,Washington,Pac-10,0-0,213.0,DNP,Week 1Sep 4[2],1984
45,20,<,20,Florida State,Ind,1-0,202.0,,Week 1Sep 4[2],1984
46,NR,<,17,Florida,SEC,,0.0,,Week 1Sep 4[2],1984
47,1,<,2,Nebraska (35),Big 8,1-0,1150.0,W 42-7 H Wyoming,Week 2Sep 11[2],1984
48,2,<,3,Clemson (15),ACC,2-0,1100.0,,Week 2Sep 11[2],1984
49,3,<,14,Michigan (3),Big Ten,1-0,948.0,,Week 2Sep 11[2],1984
50,4,<,5,Texas (1),Southwest,0-0,922.0,DNP,Week 2Sep 11[2],1984
51,5,<,1,Miami (FL) (1),Ind,2-1,824.0,L 22-14 A #14 Michigan,Week 2Sep 11[2],1984
52,5,<,10,Iowa (2),Big Ten,1-0,824.0,,Week 2Sep 11[2],1984
53,7,<,4,UCLA (2),Pac-10,1-0,800.0,,Week 2Sep 11[2],1984
54,8,<,13,BYU (1),WAC,2-0,749.0,,Week 2Sep 11[2],1984
55,9,<,6,Ohio State,Big Ten,1-0,693.0,,Week 2Sep 11[2],1984
56,10,<,18,Boston College,Ind,2-0,668.0,,Week 2Sep 11[2],1984
57,11,<,8,Auburn,SEC,0-1,664.0,,Week 2Sep 11[2],1984
58,12,<,11,Penn State,Ind,1-0,489.0,,Week 2Sep 11[2],1984
59,13,<,NR,Oklahoma State,Big 8,1-0,456.0,W 45-3 A Arizona State,Week 2Sep 11[2],1984
60,14,<,15,SMU,Southwest,0-0,443.0,DNP,Week 2Sep 11[2],1984
61,15,<,16,Oklahoma,Big 8,1-0,409.0,W 19-7 H Stanford,Week 2Sep 11[2],1984
62,16,<,19,Washington,Pac-10,1-0,352.0,,Week 2Sep 11[2],1984
63,17,<,17,Pittsburgh,Ind,0-1,219.0,,Week 2Sep 11[2],1984
64,18,<,20,Florida State,Ind,1-0,196.0,,Week 2Sep 11[2],1984
65,19,<,9,Alabama,SEC,0-1,192.0,,Week 2Sep 11[2],1984
66,20,<,NR,USC,Pac-10,1-0,97.0,,Week 2Sep 11[2],1984
67,NR,<,7,Notre Dame,Ind,,0.0,L 23-21 N Purdue,Week 2Sep 11[2],1984
68,NR,<,12,Arizona State,Pac-10,,0.0,,Week 2Sep 11[2],1984
69,1,<,1,Nebraska (37),Big 8,2-0,1151.0,W 38-7 H Minnesota,Week 3Sep 18[2],1984
70,2,<,2,Clemson (15),ACC,2-0,1083.0,,Week 3Sep 18[2],1984
71,3,<,4,Texas (4),Southwest,1-0,1046.0,,Week 3Sep 18[2],1984
72,4,<,5,Miami (FL) (1),Ind,3-1,897.0,,Week 3Sep 18[2],1984
73,5,<,9,Ohio State,Big Ten,2-0,860.0,,Week 3Sep 18[2],1984
74,6,<,8,BYU,WAC,3-0,817.0,,Week 3Sep 18[2],1984
75,7,<,12,Penn State,Ind,2-0,745.0,,Week 3Sep 18[2],1984
76,8,<,7,UCLA (2),Pac-10,2-0,726.0,,Week 3Sep 18[2],1984
77,9,<,16,Washington,Pac-10,2-0,718.0,,Week 3Sep 18[2],1984
78,10,<,10,Boston College,Ind,2-0,698.0,,Week 3Sep 18[2],1984
79,11,<,15,Oklahoma,Big 8,2-0,663.0,W 42-10 A #17 Pittsburgh,Week 3Sep 18[2],1984
80,12,<,13,Oklahoma State,Big 8,2-0,585.0,W 31-14 H Bowling Green,Week 3Sep 18[2],1984
81,13,<,14,SMU,Southwest,1-0,522.0,,Week 3Sep 18[2],1984
82,14,<,5,Iowa,Big Ten,1-1,398.0,,Week 3Sep 18[2],1984
83,15,<,18,Florida State,Ind,2-0,360.0,,Week 3Sep 18[2],1984
84,16,<,3,Michigan,Big Ten,1-1,352.0,L 20-11 H #16 Washington,Week 3Sep 18[2],1984
85,17,<,20,USC,Pac-10,1-0,173.0,,Week 3Sep 18[2],1984
86,18,<,NR,West Virginia,Ind,3-0,100.0,,Week 3Sep 18[2],1984
87,19,<,11,Auburn,SEC,0-2,94.0,,Week 3Sep 18[2],1984
88,20,<,NR,Georgia,SEC,1-0,57.0,,Week 3Sep 18[2],1984
89,NR,<,17,Pittsburgh,Ind,,0.0,,Week 3Sep 18[2],1984
90,NR,<,19,Alabama,SEC,,0.0,,Week 3Sep 18[2],1984
91,1,<,1,Nebraska (52),Big 8,3-0,1116.0,W 42-3 A #8 UCLA,Week 4Sep 25[2],1984
92,2,<,3,Texas (2),Southwest,1-0,1027.0,,Week 4Sep 25[2],1984
93,3,<,5,Ohio State (2),Big Ten,3-0,995.0,,Week 4Sep 25[2],1984
94,4,<,7,Penn State,Ind,3-0,834.0,,Week 4Sep 25[2],1984
95,5,<,10,Boston College,Ind,3-0,831.0,,Week 4Sep 25[2],1984
96,6,<,9,Washington,Pac-10,3-0,830.0,,Week 4Sep 25[2],1984
97,7,<,11,Oklahoma,Big 8,3-0,797.0,W 34-15 H Baylor,Week 4Sep 25[2],1984
98,8,<,6,BYU,WAC,4-0,781.0,,Week 4Sep 25[2],1984
99,9,<,15,Florida State,Ind,3-0,665.0,W 38-3 A #4 Miami (FL),Week 4Sep 25[2],1984
100,10,<,12,Oklahoma State,Big 8,3-0,597.0,W 19-16 H San Diego State,Week 4Sep 25[2],1984
101,11,<,13,SMU,Southwest,2-0,560.0,,Week 4Sep 25[2],1984
102,12,<,20,Georgia,SEC,2-0,557.0,,Week 4Sep 25[2],1984
103,13,<,2,Clemson,ACC,2-1,473.0,,Week 4Sep 25[2],1984
104,14,<,16,Michigan,Big Ten,2-1,366.0,,Week 4Sep 25[2],1984
105,15,<,17,USC,Pac-10,2-0,341.0,,Week 4Sep 25[2],1984
106,16,<,4,Miami (FL),Ind,3-2,200.0,L 38-3 H #15 Florida State,Week 4Sep 25[2],1984
107,17,<,8,UCLA,Pac-10,2-1,153.0,,Week 4Sep 25[2],1984
108,18,<,NR,Georgia Tech,ACC,2-0,100.0,,Week 4Sep 25[2],1984
109,19,<,NR,Notre Dame,Ind,2-1,96.0,,Week 4Sep 25[2],1984
110,20,<,19,Auburn,SEC,1-2,94.0,,Week 4Sep 25[2],1984
111,NR,<,14,Iowa,Big Ten,,0.0,,Week 4Sep 25[2],1984
112,NR,<,18,West Virginia,Ind,,0.0,,Week 4Sep 25[2],1984
113,1,<,2,Texas (51),Southwest,2-0,1183.0,W 28-3 N #4 Penn State,Week 5Oct 2[2],1984
114,2,<,3,Ohio State (5),Big Ten,4-0,1113.0,,Week 5Oct 2[2],1984
115,3,<,6,Washington (1),Pac-10,4-0,1008.0,,Week 5Oct 2[2],1984
116,4,<,5,Boston College (2),Ind,3-0,1005.0,,Week 5Oct 2[2],1984
117,5,<,7,Oklahoma (1),Big 8,4-0,959.0,W 24-6 H Kansas State,Week 5Oct 2[2],1984
118,6,<,9,Florida State,Ind,4-0,846.0,,Week 5Oct 2[2],1984
119,7,<,8,BYU,WAC,4-0,836.0,,Week 5Oct 2[2],1984
120,8,<,1,Nebraska,Big 8,3-1,794.0,L 17-9 A Syracuse,Week 5Oct 2[2],1984
121,9,<,10,Oklahoma State,Big 8,4-0,751.0,W 31-7 A Tulsa,Week 5Oct 2[2],1984
122,10,<,11,SMU,Southwest,3-0,691.0,,Week 5Oct 2[2],1984
123,11,<,4,Penn State,Ind,3-1,502.0,,Week 5Oct 2[2],1984
124,12,<,18,Georgia Tech,ACC,3-0,474.0,,Week 5Oct 2[2],1984
125,13,<,14,Michigan,Big Ten,3-1,462.0,,Week 5Oct 2[2],1984
126,14,<,16,Miami (FL),Ind,4-2,382.0,,Week 5Oct 2[2],1984
127,15,<,NR,LSU,SEC,3-0-1,319.0,,Week 5Oct 2[2],1984
128,16,<,19,Notre Dame,Ind,3-1,206.0,,Week 5Oct 2[2],1984
129,17,<,17,UCLA,Pac-10,3-1,198.0,,Week 5Oct 2[2],1984
130,18,<,20,Auburn,SEC,2-2,179.0,,Week 5Oct 2[2],1984
131,19,<,NR,Vanderbilt,SEC,4-0,134.0,W 30-21 A Alabama,Week 5Oct 2[2],1984
132,20,<,12,Georgia,SEC,2-1,97.0,,Week 5Oct 2[2],1984
133,NR,<,13,Clemson,ACC,,0.0,,Week 5Oct 2[2],1984
134,NR,<,15,USC,Pac-10,,0.0,,Week 5Oct 2[2],1984
135,1,<,1,Texas (55),Southwest,3-0,1170.0,W 38-13 A Rice,Week 6Oct 9[2],1984
136,2,<,3,Washington (1),Pac-10,5-0,1049.0,,Week 6Oct 9[2],1984
137,3,<,5,Oklahoma (1),Big 8,4-0,1038.0,DNP,Week 6Oct 9[2],1984
138,4,<,4,Boston College (2),Ind,3-0,1026.0,,Week 6Oct 9[2],1984
139,5,<,7,BYU,WAC,5-0,932.0,,Week 6Oct 9[2],1984
140,6,<,8,Nebraska,Big 8,4-1,869.0,,Week 6Oct 9[2],1984
141,7,<,10,SMU,Southwest,3-0,807.0,,Week 6Oct 9[2],1984
142,8,<,2,Ohio State,Big Ten,4-1,690.0,,Week 6Oct 9[2],1984
143,9,<,6,Florida State,Ind,4-0-1,646.0,,Week 6Oct 9[2],1984
144,10,<,14,Miami (FL),Ind,5-2,605.0,,Week 6Oct 9[2],1984
145,11,<,11,Penn State,Ind,4-1,566.0,,Week 6Oct 9[2],1984
146,12,<,15,LSU,SEC,3-0-1,557.0,,Week 6Oct 9[2],1984
147,13,<,9,Oklahoma State,Big 8,4-1,469.0,L 17-3 A Nebraska,Week 6Oct 9[2],1984
148,14,<,NR,Purdue,Big Ten,4-1,360.0,,Week 6Oct 9[2],1984
149,15,<,20,Georgia,SEC,3-1,317.0,,Week 6Oct 9[2],1984
150,16,<,18,Auburn,SEC,3-2,278.0,,Week 6Oct 9[2],1984
151,17,<,NR,South Carolina,Ind,4-0,264.0,W 49-17 H Kansas State,Week 6Oct 9[2],1984
152,18,<,NR,Florida,SEC,3-1-1,167.0,,Week 6Oct 9[2],1984
153,19,<,NR,Kentucky,SEC,4-0,156.0,,Week 6Oct 9[2],1984
154,20,<,12,Georgia Tech,ACC,3-1,101.0,,Week 6Oct 9[2],1984
155,NR,<,13,Michigan,Big Ten,,0.0,,Week 6Oct 9[2],1984
156,NR,<,16,Notre Dame,Ind,,0.0,,Week 6Oct 9[2],1984
157,NR,<,17,UCLA,Pac-10,,0.0,,Week 6Oct 9[2],1984
158,NR,<,19,Vanderbilt,SEC,,0.0,,Week 6Oct 9[2],1984
159,1,<,2,Washington (37),Pac-10,6-0,1135.0,W 37-15 A Stanford,Week 7Oct 16[2],1984
160,2,<,3,Oklahoma (10.5),Big 8,4-0-1,1072.0,T 15-15 N #1 Texas,Week 7Oct 16[2],1984
161,3,<,1,Texas (4.5),Southwest,3-0-1,1057.0,T 15-15 N #3 Oklahoma,Week 7Oct 16[2],1984
162,4,<,4,Boston College (6),Ind,4-0,1032.0,,Week 7Oct 16[2],1984
163,5,<,6,Nebraska,Big 8,5-1,884.0,,Week 7Oct 16[2],1984
164,6,<,7,SMU (1),Southwest,4-0,862.0,,Week 7Oct 16[2],1984
165,7,<,5,BYU,WAC,6-0,843.0,,Week 7Oct 16[2],1984
166,8,<,8,Ohio State,Big Ten,5-1,744.0,,Week 7Oct 16[2],1984
167,9,<,10,Miami (FL),Ind,6-2,668.0,,Week 7Oct 16[2],1984
168,10,<,12,LSU,SEC,4-0-1,652.0,,Week 7Oct 16[2],1984
169,11,<,17,South Carolina,Ind,5-0,494.0,W 45-21 H Pittsburgh,Week 7Oct 16[2],1984
170,12,<,13,Oklahoma State,Big 8,4-1,489.0,DNP,Week 7Oct 16[2],1984
171,13,<,16,Auburn,SEC,4-2,459.5,,Week 7Oct 16[2],1984
172,14,<,15,Georgia,SEC,4-1,403.0,,Week 7Oct 16[2],1984
173,15,<,9,Florida State,Ind,4-1-1,333.5,,Week 7Oct 16[2],1984
174,16,<,19,Kentucky,SEC,5-0,288.0,,Week 7Oct 16[2],1984
175,17,<,18,Florida,SEC,4-1-1,284.0,,Week 7Oct 16[2],1984
176,18,<,NR,Iowa,Big Ten,4-2,157.0,,Week 7Oct 16[2],1984
177,19,<,11,Penn State,Ind,4-2,93.0,,Week 7Oct 16[2],1984
178,20,<,NR,West Virginia,Ind,5-1,67.0,,Week 7Oct 16[2],1984
179,NR,<,14,Purdue,Big Ten,,0.0,,Week 7Oct 16[2],1984
180,NR,<,20,Georgia Tech,ACC,,0.0,,Week 7Oct 16[2],1984
181,1,<,1,Washington (45),Pac-10,7-0,1161.0,W 17-10 H Oregon,Week 8Oct 23[2],1984
182,2,<,2,Oklahoma (7.5),Big 8,5-0-1,1121.5,W 12-10 A Iowa State,Week 8Oct 23[2],1984
183,3,<,3,Texas (3.5),Southwest,4-0-1,1096.5,,Week 8Oct 23[2],1984
184,4,<,5,Nebraska,Big 8,6-1,980.0,,Week 8Oct 23[2],1984
185,5,<,7,BYU (3),WAC,7-0,926.0,,Week 8Oct 23[2],1984
186,6,<,8,Ohio State,Big Ten,6-1,842.0,,Week 8Oct 23[2],1984
187,7,<,10,LSU (1),SEC,5-0-1,829.0,,Week 8Oct 23[2],1984
188,8,<,9,Miami (FL),Ind,7-2,752.0,,Week 8Oct 23[2],1984
189,9,<,11,South Carolina,Ind,6-0,719.0,W 36-32 A Notre Dame,Week 8Oct 23[2],1984
190,10,<,12,Oklahoma State,Big 8,5-1,613.0,W 47-10 H Kansas,Week 8Oct 23[2],1984
191,11,<,4,Boston College,Ind,4-1,512.0,,Week 8Oct 23[2],1984
192,12,<,13,Auburn,SEC,5-2,500.0,,Week 8Oct 23[2],1984
193,13,<,14,Georgia,SEC,5-1,486.0,,Week 8Oct 23[2],1984
194,14,<,6,SMU,Southwest,4-1,370.0,,Week 8Oct 23[2],1984
195,15,<,15,Florida State,Ind,5-1-1,342.0,,Week 8Oct 23[2],1984
196,16,<,17,Florida,SEC,5-1-1,328.0,,Week 8Oct 23[2],1984
197,17,<,18,Iowa,Big Ten,5-2,319.0,,Week 8Oct 23[2],1984
198,18,<,20,West Virginia,Ind,6-1,308.0,,Week 8Oct 23[2],1984
199,19,<,19,Penn State,Ind,5-2,122.0,,Week 8Oct 23[2],1984
200,20,<,NR,USC,Pac-10,5-1,60.0,,Week 8Oct 23[2],1984
201,NR,<,16,Kentucky,SEC,,0.0,,Week 8Oct 23[2],1984
202,1,<,1,Washington (50),Pac-10,8-0,1184.0,W 28-12 H Arizona,Week 9Oct 30[2],1984
203,2,<,3,Texas (3),Southwest,5-0-1,1121.0,,Week 9Oct 30[2],1984
204,3,<,4,Nebraska (3),Big 8,7-1,1076.0,,Week 9Oct 30[2],1984
205,4,<,5,BYU (4),WAC,8-0,970.0,,Week 9Oct 30[2],1984
206,5,<,9,South Carolina,Ind,7-0,919.0,W 42-20 H East Carolina,Week 9Oct 30[2],1984
207,6,<,8,Miami (FL),Ind,7-2,872.0,,Week 9Oct 30[2],1984
208,7,<,10,Oklahoma State,Big 8,6-1,741.0,W 20-14 H Colorado,Week 9Oct 30[2],1984
209,8,<,13,Georgia,SEC,6-1,714.0,,Week 9Oct 30[2],1984
210,9,<,11,Boston College,Ind,5-1,703.0,,Week 9Oct 30[2],1984
211,10,<,2,Oklahoma,Big 8,5-1-1,586.0,L 28-11 A Kansas,Week 9Oct 30[2],1984
212,11,<,12,Auburn,SEC,6-2,558.0,,Week 9Oct 30[2],1984
213,12,<,18,West Virginia,Ind,7-1,540.0,,Week 9Oct 30[2],1984
214,13,<,16,Florida,SEC,5-1-1,425.0,,Week 9Oct 30[2],1984
215,14,<,15,Florida State,Ind,5-1-1,406.0,,Week 9Oct 30[2],1984
216,15,<,7,LSU,SEC,5-1-1,357.0,,Week 9Oct 30[2],1984
217,16,<,6,Ohio State,Big Ten,6-2,341.0,,Week 9Oct 30[2],1984
218,17,<,17,Iowa,Big Ten,6-2,272.0,,Week 9Oct 30[2],1984
219,18,<,20,USC,Pac-10,6-1,233.0,,Week 9Oct 30[2],1984
220,19,<,14,SMU,Southwest,4-2,166.0,,Week 9Oct 30[2],1984
221,20,<,NR,TCU,Southwest,6-1,113.0,W 38-28 H Baylor,Week 9Oct 30[2],1984
222,NR,<,19,Penn State,Ind,,0.0,,Week 9Oct 30[2],1984
223,1,<,1,Washington (50),Pac-10,9-0,1147.0,W 44-14 H California,Week 10Nov 6[2],1984
224,2,<,3,Nebraska (4),Big 8,8-1,1062.0,,Week 10Nov 6[2],1984
225,3,<,2,Texas (1),Southwest,6-0-1,1032.0,,Week 10Nov 6[2],1984
226,4,<,4,BYU (3),WAC,9-0,1008.0,,Week 10Nov 6[2],1984
227,5,<,5,South Carolina,Ind,8-0,921.0,W 35-28 A NC State,Week 10Nov 6[2],1984
228,6,<,6,Miami (FL),Ind,8-2,832.0,,Week 10Nov 6[2],1984
229,7,<,7,Oklahoma State,Big 8,7-1,781.0,W 34-6 A Kansas State,Week 10Nov 6[2],1984
230,8,<,8,Georgia,SEC,7-1,719.0,,Week 10Nov 6[2],1984
231,9,<,10,Oklahoma,Big 8,6-1-1,686.0,W 49-7 H Missouri,Week 10Nov 6[2],1984
232,10,<,13,Florida,SEC,6-1-1,665.0,,Week 10Nov 6[2],1984
233,11,<,14,Florida State,Ind,6-1-1,509.0,,Week 10Nov 6[2],1984
234,12,<,15,LSU,SEC,6-1-1,481.0,,Week 10Nov 6[2],1984
235,13,<,16,Ohio State,Big Ten,7-2,467.0,,Week 10Nov 6[2],1984
236,14,<,18,USC,Pac-10,7-1,403.0,,Week 10Nov 6[2],1984
237,15,<,20,TCU,Southwest,7-1,310.0,W 21-14 A Houston,Week 10Nov 6[2],1984
238,16,<,9,Boston College,Ind,5-2,258.0,,Week 10Nov 6[2],1984
239,17,<,19,SMU,Southwest,5-2,164.0,,Week 10Nov 6[2],1984
240,18,<,17,Iowa,Big Ten,6-2-1,159.0,,Week 10Nov 6[2],1984
241,19,<,12,West Virginia,Ind,7-2,102.0,,Week 10Nov 6[2],1984
242,20,<,11,Auburn,SEC,6-3,92.0,,Week 10Nov 6[2],1984
243,1,<,2,Nebraska (37),Big 8,9-1,1148.0,W 41-7 A Kansas,Week 11Nov 13[2],1984
244,2,<,5,South Carolina (11),Ind,9-0,1104.0,W 38-26 H Florida State,Week 11Nov 13[2],1984
245,3,<,4,BYU (11),WAC,10-0,1096.0,,Week 11Nov 13[2],1984
246,4,<,7,Oklahoma State,Big 8,8-1,949.0,W 31-13 H Missouri,Week 11Nov 13[2],1984
247,5,<,10,Florida,SEC,7-1-1,892.0,,Week 11Nov 13[2],1984
248,6,<,9,Oklahoma,Big 8,7-1-1,870.0,W 42-17 A Colorado,Week 11Nov 13[2],1984
249,7,<,14,USC,Pac-10,8-1,805.0,,Week 11Nov 13[2],1984
250,8,<,1,Washington,Pac-10,9-1,754.0,L 16-7 A #14 USC,Week 11Nov 13[2],1984
251,9,<,12,LSU,SEC,7-1-1,693.0,,Week 11Nov 13[2],1984
252,10,<,3,Texas,Southwest,6-1-1,643.0,,Week 11Nov 13[2],1984
253,11,<,13,Ohio State,Big Ten,8-2,636.0,,Week 11Nov 13[2],1984
254,12,<,15,TCU,Southwest,8-1,567.0,W 27-16 H Texas Tech,Week 11Nov 13[2],1984
255,13,<,16,Boston College,Ind,6-2,412.0,,Week 11Nov 13[2],1984
256,14,<,6,Miami (FL),Ind,8-3,347.0,,Week 11Nov 13[2],1984
257,15,<,8,Georgia,SEC,7-2,321.0,,Week 11Nov 13[2],1984
258,16,<,17,SMU,Southwest,6-2,311.0,,Week 11Nov 13[2],1984
259,17,<,11,Florida State,Ind,6-2-1,219.0,,Week 11Nov 13[2],1984
260,18,<,20,Auburn,SEC,7-3,203.0,,Week 11Nov 13[2],1984
261,19,<,NR,Virginia,ACC,7-1-1,167.0,,Week 11Nov 13[2],1984
262,20,<,NR,Clemson,ACC,7-2,102.0,,Week 11Nov 13[2],1984
263,NR,<,18,Iowa,Big Ten,,0.0,,Week 11Nov 13[2],1984
264,NR,<,19,West Virginia,Ind,,0.0,,Week 11Nov 13[2],1984
265,1,<,3,BYU (40),WAC,11-0,1124.0,W 24-14 A Utah,Week 12Nov 20[2],1984
266,2,<,6,Oklahoma (7),Big 8,8-1-1,1053.0,W 17-7 A #1 Nebraska,Week 12Nov 20[2],1984
267,3,<,4,Oklahoma State (3),Big 8,9-1,1042.0,W 16-10 H Iowa State,Week 12Nov 20[2],1984
268,4,<,5,Florida (7),SEC,8-1-1,1015.0,,Week 12Nov 20[2],1984
269,5,<,8,Washington (1),Pac-10,10-1,874.0,,Week 12Nov 20[2],1984
270,6,<,10,Texas,Southwest,7-1-1,830.0,,Week 12Nov 20[2],1984
271,7,<,1,Nebraska,Big 8,9-2,826.0,L 17-7 H #6 Oklahoma,Week 12Nov 20[2],1984
272,8,<,11,Ohio State,Big Ten,9-2,768.0,,Week 12Nov 20[2],1984
273,9,<,2,South Carolina,Ind,9-1,706.0,L 38-21 A Navy,Week 12Nov 20[2],1984
274,10,<,13,Boston College,Ind,7-2,611.0,,Week 12Nov 20[2],1984
275,11,<,16,SMU,Southwest,7-2,470.0,,Week 12Nov 20[2],1984
276,12,<,14,Miami (FL),Ind,8-3,466.0,,Week 12Nov 20[2],1984
277,13,<,18,Auburn,SEC,8-3,460.0,,Week 12Nov 20[2],1984
278,14,<,7,USC,Pac-10,8-2,381.0,,Week 12Nov 20[2],1984
279,15,<,17,Florida State,Ind,7-2-1,350.0,,Week 12Nov 20[2],1984
280,16,<,9,LSU,SEC,7-2-1,309.0,,Week 12Nov 20[2],1984
281,17,<,12,TCU,Southwest,8-2,277.0,L 44-23 H Texas,Week 12Nov 20[2],1984
282,18,<,NR,Maryland,ACC,7-3,176.0,,Week 12Nov 20[2],1984
283,19,<,NR,UCLA,Pac-10,8-3,97.0,,Week 12Nov 20[2],1984
284,20,<,15,Georgia,SEC,7-3,76.0,,Week 12Nov 20[2],1984
285,NR,<,19,Virginia,ACC,,0.0,,Week 12Nov 20[2],1984
286,NR,<,20,Clemson,ACC,,0.0,,Week 12Nov 20[2],1984
287,1,<,1,BYU (34.5),WAC,12-0,1133.5,W 38-13 H Utah State,Week 13Nov 27[2],1984
288,2,<,2,Oklahoma (18.5),Big 8,9-1-1,1128.5,W 24-14 H #3 Oklahoma State,Week 13Nov 27[2],1984
289,3,<,4,Florida (5),SEC,8-1-1,1048.0,,Week 13Nov 27[2],1984
290,4,<,5,Washington (1),Pac-10,10-1,991.0,,Week 13Nov 27[2],1984
291,5,<,7,Nebraska,Big 8,9-2,939.0,,Week 13Nov 27[2],1984
292,6,<,8,Ohio State,Big Ten,9-2,837.0,,Week 13Nov 27[2],1984
293,7,<,9,South Carolina,Ind,10-1,830.0,W 22-21 A Clemson,Week 13Nov 27[2],1984
294,8,<,10,Boston College,Ind,8-2,764.0,,Week 13Nov 27[2],1984
295,9,<,3,Oklahoma State,Big 8,9-2,762.0,L 24-14 A Oklahoma,Week 13Nov 27[2],1984
296,10,<,11,SMU,Southwest,8-2,612.0,,Week 13Nov 27[2],1984
297,11,<,13,Auburn,SEC,8-3,539.0,,Week 13Nov 27[2],1984
298,12,<,15,Florida State,Ind,7-2-1,454.0,,Week 13Nov 27[2],1984
299,13,<,6,Texas,Southwest,7-2-1,430.0,,Week 13Nov 27[2],1984
300,14,<,16,LSU,SEC,8-2-1,427.0,,Week 13Nov 27[2],1984
301,15,<,18,Maryland,ACC,8-3,391.0,,Week 13Nov 27[2],1984
302,16,<,12,Miami (FL),Ind,8-4,325.0,,Week 13Nov 27[2],1984
303,17,<,19,UCLA,Pac-10,8-3,222.0,,Week 13Nov 27[2],1984
304,18,<,20,Georgia,SEC,7-3,163.0,,Week 13Nov 27[2],1984
