,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,,Notre Dame (52),Ind,1-0,933,W 40-6 A Pittsburgh,Week 1Oct 6[2],1947
1,2,<,,Michigan (29),Big Ten,2-0,857,,Week 1Oct 6[2],1947
2,3,<,,Texas (15),Southwest,3-0,790,,Week 1Oct 6[2],1947
3,4,<,,Georgia Tech (3),SEC,2-0,542,,Week 1Oct 6[2],1947
4,5,<,,Army (1),Ind,2-0,533,,Week 1Oct 6[2],1947
5,6,<,,Illinois,Big Ten,2-0,454,,Week 1Oct 6[2],1947
6,7,<,,Penn,Ind,1-0,295,,Week 1Oct 6[2],1947
7,8,<,,California (1),PCC,3-0,282,,Week 1Oct 6[2],1947
8,9,<,,Georgia,SEC,2-1,178,,Week 1Oct 6[2],1947
9,10,<,,Vanderbilt,SEC,2-0,152,W 14-7 H Alabama,Week 1Oct 6[2],1947
10,11,<,,Columbia,Ind,2-0,103,W 13-6 A Navy,Week 1Oct 6[2],1947
11,12,<,,Penn State (1),Ind,2-0,102,,Week 1Oct 6[2],1947
12,13,<,,Duke,Southern,2-0,89,,Week 1Oct 6[2],1947
13,14,<,,Yale,Ind,2-0,86,W 14-0 H Cornell,Week 1Oct 6[2],1947
14,15,<,,Oklahoma,Big 6,2-0,77,W 26-14 H Texas A&M,Week 1Oct 6[2],1947
15,16,<,,Rice,Southwest,1-1-1,52,,Week 1Oct 6[2],1947
16,17,<,,Minnesota (1),Big Ten,2-0,41,,Week 1Oct 6[2],1947
17,18,<,,Mississippi,SEC,3-0,36,,Week 1Oct 6[2],1947
18,19,<,,North Carolina,Southern,1-1,35,,Week 1Oct 6[2],1947
19,20,<,,USC,PCC,1-0-1,26,,Week 1Oct 6[2],1947
20,1,<,2,Michigan (93),Big Ten,3-0,1258,W 69-0 H Pittsburgh,Week 2Oct 13[3],1947
21,2,<,1,Notre Dame (23),Ind,2-0,1103,W 22-7 A Purdue,Week 2Oct 13[3],1947
22,3,<,3,Texas (10),Southwest,4-0,996,,Week 2Oct 13[3],1947
23,4,<,8,California,PCC,4-0,674,,Week 2Oct 13[3],1947
24,5,<,4,Georgia Tech (1),SEC,3-0,623,,Week 2Oct 13[3],1947
25,6,<,6,Illinois (1),Big Ten,2-0-1,529,,Week 2Oct 13[3],1947
26,7,<,5,Army,Ind,2-0-1,476,,Week 2Oct 13[3],1947
27,8,<,7,Penn,Ind,2-0,395,,Week 2Oct 13[3],1947
28,9,<,12,Penn State,Ind,3-0,226,,Week 2Oct 13[3],1947
29,10,<,10,Vanderbilt,SEC,3-0,218,W 10-6 H Mississippi,Week 2Oct 13[3],1947
30,11,<,20,USC,PCC,2-0-1,107,,Week 2Oct 13[3],1947
31,12,<,14,Yale,Ind,3-0,104,W 17-7 A Columbia,Week 2Oct 13[3],1947
32,13,<,17,Minnesota (1),Big Ten,3-0,98,,Week 2Oct 13[3],1947
33,14,<,NR,Wake Forest (2),Southern,3-0,69,W 19-7 A North Carolina,Week 2Oct 13[3],1947
34,15,<,16,Rice,Southwest,1-1-1,66,,Week 2Oct 13[3],1947
35,16,<,NR,Virginia,Ind,3-0,57,,Week 2Oct 13[3],1947
36,17,<,13,Duke,Southern,2-0-1,42,,Week 2Oct 13[3],1947
37,18,<,NR,NC State,Southern,2-1,27,,Week 2Oct 13[3],1947
38,19,<,NR,UCLA,PCC,2-1,22,,Week 2Oct 13[3],1947
39,20,<,NR,Kentucky,SEC,3-1,19,,Week 2Oct 13[3],1947
40,NR,<,9,Georgia,SEC,,0,,Week 2Oct 13[3],1947
41,NR,<,11,Columbia,Ind,,0,,Week 2Oct 13[3],1947
42,NR,<,15,Oklahoma,Big 6,2-1,0,L 34-14 N #3 Texas,Week 2Oct 13[3],1947
43,NR,<,18,Mississippi,SEC,,0,,Week 2Oct 13[3],1947
44,NR,<,19,North Carolina,Southern,,0,,Week 2Oct 13[3],1947
45,1,<,1,Michigan (147),Big Ten,4-0,1790,W 49-21 A Northwestern,Week 3Oct 20[4],1947
46,2,<,2,Notre Dame (21),Ind,3-0,1553,W 31-0 H Nebraska,Week 3Oct 20[4],1947
47,3,<,3,Texas (10),Southwest,5-0,1351,,Week 3Oct 20[4],1947
48,4,<,4,California (1),PCC,5-0,969,,Week 3Oct 20[4],1947
49,5,<,6,Illinois,Big Ten,3-0-1,932,,Week 3Oct 20[4],1947
50,6,<,7,Army (2),Ind,3-0-1,806,,Week 3Oct 20[4],1947
51,7,<,5,Georgia Tech (2),SEC,4-0,801,,Week 3Oct 20[4],1947
52,8,<,8,Penn,Ind,3-0,707,,Week 3Oct 20[4],1947
53,9,<,9,Penn State (1),Ind,4-0,324,,Week 3Oct 20[4],1947
54,10,<,11,USC,PCC,3-0-1,311,,Week 3Oct 20[4],1947
55,11,<,14,Wake Forest,Southern,4-0,155,W 39-7 A George Washington,Week 3Oct 20[4],1947
56,12,<,NR,SMU,Southwest,4-0,114,,Week 3Oct 20[4],1947
57,13,<,16,Virginia,Ind,4-0,91,,Week 3Oct 20[4],1947
58,14,<,20,Kentucky,SEC,4-1,82,,Week 3Oct 20[4],1947
59,15,<,17,Duke,Southern,3-0-1,71,,Week 3Oct 20[4],1947
60,16,<,19,UCLA,PCC,3-1,58,,Week 3Oct 20[4],1947
61,17,<,NR,Baylor,Southwest,4-0,19,,Week 3Oct 20[4],1947
62,18,<,NR,LSU,SEC,3-1,18,,Week 3Oct 20[4],1947
63,19,<,10,Vanderbilt,SEC,3-1,14,L 14-0 H Kentucky,Week 3Oct 20[4],1947
64,20,<,NR,San Francisco,Ind,4-1,13,,Week 3Oct 20[4],1947
65,NR,<,12,Yale,Ind,,0,,Week 3Oct 20[4],1947
66,NR,<,13,Minnesota,Big Ten,,0,,Week 3Oct 20[4],1947
67,NR,<,15,Rice,Southwest,,0,,Week 3Oct 20[4],1947
68,NR,<,18,NC State,Southern,,0,,Week 3Oct 20[4],1947
69,1,<,2,Notre Dame (78),Ind,4-0,1734,W 21-0 H Iowa,Week 4Oct 27[5],1947
70,2,<,1,Michigan (69),Big Ten,5-0,1689,W 13-6 H Minnesota,Week 4Oct 27[5],1947
71,3,<,3,Texas (25),Southwest,6-0,1516,,Week 4Oct 27[5],1947
72,4,<,8,Penn (11),Ind,4-0,1165,,Week 4Oct 27[5],1947
73,5,<,10,USC (6),PCC,4-0-1,1133,,Week 4Oct 27[5],1947
74,6,<,7,Georgia Tech (2),SEC,5-0,957,,Week 4Oct 27[5],1947
75,7,<,9,Penn State (2),Ind,5-0,632,,Week 4Oct 27[5],1947
76,8,<,12,SMU,Southwest,5-0,558,,Week 4Oct 27[5],1947
77,9,<,15,Duke (2),Southern,4-0-1,252,,Week 4Oct 27[5],1947
