,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,BCS
549,NR,<,NR,Troy,Sun Belt,8-3,0,RV,W 47-21 H Florida Atlantic,Week 12Nov 22,2009,NR
550,1,<,1,Florida (46),SEC,12-0,1483,*1,W 37-10 H Florida State,Week 13Nov 29,2009,1
551,2,<,2,Alabama (7),SEC,12-0,1416,*3,W 26-21 A Auburn,Week 13Nov 29,2009,2
552,3,<,3,Texas (7),Big 12,12-0,1414,*2,W 49-39 A Texas A&M,Week 13Nov 29,2009,3
553,4,<,4,TCU,MWC,12-0,1316,4,W 51-10 H New Mexico,Week 13Nov 29,2009,4
554,5,<,5,Cincinnati,Big East,11-0,1249,5,W 49-36 H Illinois,Week 13Nov 29,2009,5
555,6,<,6,Boise State,WAC,12-0,1216,6,W 44-33 H Nevada,Week 13Nov 29,2009,6
556,7,<,10,Oregon,Pac-10,9-2,1104,8,DNP,Week 13Nov 29,2009,7
557,8,<,9,Ohio State,Big Ten,10-2,1103,7,DNP,Week 13Nov 29,2009,8
558,9,<,13,Iowa,Big Ten,10-2,920,10,DNP,Week 13Nov 29,2009,9
559,10,<,12,Penn State,Big Ten,10-2,897,9,DNP,Week 13Nov 29,2009,11
560,11,<,14,Virginia Tech,ACC,9-3,860,11,W 42-13 A Virginia,Week 13Nov 29,2009,12
561,12,<,7,Georgia Tech,ACC,10-2,820,12,L 30-24 H Georgia,Week 13Nov 29,2009,10
562,13,<,16,Oregon State,Pac-10,8-3,719,16,DNP,Week 13Nov 29,2009,16
563,14,<,8,Pittsburgh,Big East,9-2,642,15,L 19-16 A West Virginia,Week 13Nov 29,2009,15
564,15,<,17,LSU,SEC,9-3,614,14,W 33-30 (1OT) H Arkansas,Week 13Nov 29,2009,13
565,16,<,18,BYU,MWC,10-2,610,13,W 26-23 (1OT) H #22 Utah,Week 13Nov 29,2009,14
566,17,<,19,Miami (FL),ACC,9-3,572,17,W 31-10 A South Florida,Week 13Nov 29,2009,17
567,18,<,25,Houston,CUSA,10-2,400,18,W 73-14 H Rice,Week 13Nov 29,2009,21
568,19,<,21,California,Pac-10,8-3,398,22,DNP,Week 13Nov 29,2009,19
569,20,<,24,USC,Pac-10,8-3,365,19,W 28-7 H UCLA,Week 13Nov 29,2009,18
570,21,<,NR,Nebraska,Big 12,9-3,289,20,W 28-20 A Colorado,Week 13Nov 29,2009,22
571,22,<,11,Oklahoma State,Big 12,9-3,269,21,L 27-0 A Oklahoma,Week 13Nov 29,2009,20
572,23,<,NR,Stanford,Pac-10,8-4,266,24,W 45-38 H Notre Dame,Week 13Nov 29,2009,24
573,24,<,NR,West Virginia,Big East,8-3,225,23,W 19-16 H #8 Pittsburgh,Week 13Nov 29,2009,23
574,25,<,15,Clemson,ACC,8-4,87,RV,L 34-17 A South Carolina,Week 13Nov 29,2009,NR
575,RV,<,22,Utah,MWC,9-3,84,25,L 26-23 (1OT) A #18 BYU,Week 13Nov 29,2009,25
576,RV,<,NR,Wisconsin,Big Ten,8-3,41,RV,DNP,Week 13Nov 29,2009,NR
577,RV,<,NR,Texas Tech,Big 12,8-4,21,RV,W 20-13 N Baylor,Week 13Nov 29,2009,NR
578,RV,<,20,Mississippi,SEC,8-4,20,RV,L 41-27 A Mississippi State,Week 13Nov 29,2009,NR
579,RV,<,NR,Arizona,Pac-10,7-4,20,RV,W 20-17 A Arizona State,Week 13Nov 29,2009,NR
580,RV,<,NR,Northwestern,Big Ten,8-4,18,RV,DNP,Week 13Nov 29,2009,NR
581,RV,<,NR,Central Michigan,MAC,10-2,14,RV,W 45-31 H Northern Illinois,Week 13Nov 29,2009,NR
582,RV,<,23,North Carolina,ACC,8-4,8,RV,L 28-27 A NC State,Week 13Nov 29,2009,NR
583,RV,<,NR,Tennessee,SEC,7-5,6,NR,W 30-24 (1OT) A Kentucky,Week 13Nov 29,2009,NR
584,RV,<,NR,Oklahoma,Big 12,7-5,5,RV,W 27-0 H #11 Oklahoma State,Week 13Nov 29,2009,NR
585,RV,<,NR,Rutgers,Big East,8-3,4,RV,W 34-14 A Louisville,Week 13Nov 29,2009,NR
586,RV,<,NR,East Carolina,CUSA,8-4,3,NR,W 25-20 H Southern Miss,Week 13Nov 29,2009,NR
587,RV,<,NR,Missouri,Big 12,8-4,2,RV,W 41-39 N Kansas,Week 13Nov 29,2009,NR
588,NR,<,NR,Arkansas,SEC,7-5,0,RV,L 33-30 (1OT) A #17 LSU,Week 13Nov 29,2009,NR
589,NR,<,NR,Georgia,SEC,7-5,0,RV,W 30-24 A #7 Georgia Tech,Week 13Nov 29,2009,NR
590,NR,<,NR,Middle Tennessee,Sun Belt,9-3,0,RV,W 38-19 A Louisiana-Monroe,Week 13Nov 29,2009,NR
591,NR,<,NR,Mississippi State,SEC,5-7,0,NR,W 41-27 H #20 Mississippi,Week 13Nov 29,2009,NR
592,NR,<,NR,Navy,Ind,8-4,0,RV,L 24-17 A Hawaii,Week 13Nov 29,2009,NR
593,NR,<,NR,Ohio,MAC,9-3,0,NR,W 35-17 H Temple,Week 13Nov 29,2009,NR
594,NR,<,NR,South Carolina,SEC,7-5,0,RV,W 34-17 H #15 Clemson,Week 13Nov 29,2009,NR
595,NR,<,NR,Temple,MAC,9-3,0,NR,L 35-17 A Ohio,Week 13Nov 29,2009,NR
596,NR,<,NR,Troy,Sun Belt,9-3,0,RV,W 48-31 A Louisiana-Lafayette,Week 13Nov 29,2009,NR
597,1,<,2,Alabama (58),SEC,13-0,1498,*1,W 32-13 N #1 Florida (SEC CG),Week 14Dec 6,2009,1
598,2,<,3,Texas (2),Big 12,13-0,1425,*2,W 13-12 N #21 Nebraska (Big 12 CG),Week 14Dec 6,2009,2
599,3,<,4,TCU,MWC,12-0,1376,3,DNP,Week 14Dec 6,2009,4
600,4,<,5,Cincinnati,Big East,12-0,1302,*4,W 45-44 A #14 Pittsburgh,Week 14Dec 6,2009,3
601,5,<,1,Florida,SEC,12-1,1253,5,L 32-13 N #2 Alabama (SEC CG),Week 14Dec 6,2009,5
602,6,<,6,Boise State,WAC,13-0,1237,6,W 42-7 H New Mexico State,Week 14Dec 6,2009,6
603,7,<,7,Oregon,Pac-10,10-2,1128,7,W 37-33 H #13 Oregon State,Week 14Dec 6,2009,7
604,8,<,8,Ohio State,Big Ten,10-2,1080,8,DNP,Week 14Dec 6,2009,8
605,9,<,12,Georgia Tech,ACC,11-2,952,10,W 39-34 N #25 Clemson (ACC CG),Week 14Dec 6,2009,9
606,10,<,9,Iowa,Big Ten,10-2,925,11,DNP,Week 14Dec 6,2009,10
607,11,<,10,Penn State,Big Ten,10-2,883,9,DNP,Week 14Dec 6,2009,13
608,12,<,11,Virginia Tech,ACC,9-3,866,12,DNP,Week 14Dec 6,2009,11
609,13,<,15,LSU,SEC,9-3,686,13,DNP,Week 14Dec 6,2009,12
610,14,<,17,Miami (FL),ACC,9-3,660,15,DNP,Week 14Dec 6,2009,15
611,15,<,16,BYU,MWC,10-2,658,14,DNP,Week 14Dec 6,2009,14
612,16,<,13,Oregon State,Pac-10,8-4,524,20,DNP,Week 14Dec 6,2009,18
613,17,<,14,Pittsburgh,Big East,9-3,514,16,L 45-44 H #5 Cincinnati,Week 14Dec 6,2009,17
614,18,<,24,West Virginia,Big East,9-3,447,17,W 24-21 A Rutgers,Week 14Dec 6,2009,16
615,19,<,23,Stanford,Pac-10,8-4,390,21,DNP,Week 14Dec 6,2009,21
616,20,<,21,Nebraska,Big 12,9-4,371,19,L 13-12 N #3 Texas (Big 12 CG),Week 14Dec 6,2009,22
617,21,<,22,Oklahoma State,Big 12,9-3,349,18,DNP,Week 14Dec 6,2009,19
618,22,<,NR,Arizona,Pac-10,8-4,323,23,W 21-17 A #20 USC,Week 14Dec 6,2009,20
619,23,<,NR,Utah,MWC,9-3,151,24,DNP,Week 14Dec 6,2009,23
620,24,<,NR,Wisconsin,Big Ten,9-3,133,22,W 51-10 A Hawaii,Week 14Dec 6,2009,25
621,25,<,NR,Central Michigan,MAC,11-2,64,RV,W 20-10 N Ohio (MAC),Week 14Dec 6,2009,NR
622,RV,<,NR,East Carolina,CUSA,9-4,53,RV,W 38-32 H #18 Houston (C-USA),Week 14Dec 6,2009,NR
623,RV,<,18,Houston,CUSA,10-3,50,25,L 38-32 A East Carolina (C-USA CG),Week 14Dec 6,2009,NR
624,RV,<,NR,Texas Tech,Big 12,8-4,44,RV,DNP,Week 14Dec 6,2009,NR
625,RV,<,20,USC,Pac-10,8-4,38,RV,L 21-17 H Arizona,Week 14Dec 6,2009,24
626,RV,<,NR,Northwestern,Big Ten,8-4,35,RV,DNP,Week 14Dec 6,2009,NR
627,RV,<,25,Clemson,ACC,8-5,31,RV,L 39-34 N #12 Georgia Tech (ACC CG),Week 14Dec 6,2009,NR
628,RV,<,19,California,Pac-10,8-4,14,RV,L 42-10 A Washington,Week 14Dec 6,2009,NR
629,RV,<,NR,Mississippi,SEC,8-4,14,RV,DNP,Week 14Dec 6,2009,NR
630,RV,<,NR,North Carolina,ACC,8-4,7,RV,DNP,Week 14Dec 6,2009,NR
631,RV,<,NR,Oklahoma,Big 12,7-5,7,RV,DNP,Week 14Dec 6,2009,NR
632,RV,<,NR,Tennessee,SEC,7-5,6,NR,DNP,Week 14Dec 6,2009,NR
633,RV,<,NR,Missouri,Big 12,8-4,4,RV,DNP,Week 14Dec 6,2009,NR
634,RV,<,NR,Georgia,SEC,7-5,1,RV,DNP,Week 14Dec 6,2009,NR
635,RV,<,NR,Montana,Other,13-0,1,NR,W 51-0 H Stephen F. Austin,Week 14Dec 6,2009,NR
636,NR,<,NR,Connecticut,Big East,7-5,0,NR,W 29-27 H South Florida,Week 14Dec 6,2009,NR
637,NR,<,NR,Middle Tennessee,Sun Belt,9-3,0,RV,DNP,Week 14Dec 6,2009,NR
638,NR,<,NR,Navy,Ind,8-4,0,RV,DNP,Week 14Dec 6,2009,NR
639,NR,<,NR,Nevada,WAC,8-4,0,RV,DNP,Week 14Dec 6,2009,NR
640,NR,<,NR,South Carolina,SEC,7-5,0,RV,DNP,Week 14Dec 6,2009,NR
641,NR,<,NR,Temple,MAC,9-3,0,NR,DNP,Week 14Dec 6,2009,NR
642,NR,<,NR,Troy,Sun Belt,9-3,0,RV,DNP,Week 14Dec 6,2009,NR
643,1,<,1,Alabama (60),SEC,14-0,1500,*1,W 37-21 N #2 Texas (BCS NC),Week 15 (Final)Jan 7,2009,
644,2,<,2,Texas,Big 12,13-1,1399,2,L 37-21 N #1 Alabama (BCS NC),Week 15 (Final)Jan 7,2009,
645,3,<,5,Florida,SEC,13-1,1370,3,W 51-24 N #4 Cincinnati (Sugar),Week 15 (Final)Jan 7,2009,
646,4,<,6,Boise State,WAC,14-0,1366,4,W 17-10 N #3 TCU (Fiesta),Week 15 (Final)Jan 7,2009,
647,5,<,8,Ohio State,Big Ten,11-2,1224,5,W 26-17 N #7 Oregon (Rose),Week 15 (Final)Jan 7,2009,
648,6,<,3,TCU,MWC,12-1,1163,6,L 17-10 N #6 Boise State (Fiesta),Week 15 (Final)Jan 7,2009,
649,7,<,10,Iowa,Big Ten,11-2,1126,7,W 24-14 N #9 Georgia Tech (Orange),Week 15 (Final)Jan 7,2009,
650,8,<,4,Cincinnati,Big East,12-1,1060,9,L 51-24 N #5 Florida (Sugar),Week 15 (Final)Jan 7,2009,
651,9,<,11,Penn State,Big Ten,11-2,1016,8,W 19-17 N #13 LSU (Capital One),Week 15 (Final)Jan 7,2009,
652,10,<,12,Virginia Tech,ACC,10-3,953,10,W 37-14 N Tennessee (Chick-fil-A),Week 15 (Final)Jan 7,2009,
653,11,<,7,Oregon,Pac-10,10-3,886,11,L 26-17 N #8 Ohio State (Rose),Week 15 (Final)Jan 7,2009,
654,12,<,15,BYU,MWC,11-2,806,12,W 44-20 N #16 Oregon State (Las Vegas),Week 15 (Final)Jan 7,2009,
655,13,<,9,Georgia Tech,ACC,11-3,768,13,L 24-14 N #10 Iowa (Orange),Week 15 (Final)Jan 7,2009,
656,14,<,20,Nebraska,Big 12,10-4,724,14,W 33-0 N #22 Arizona (Holiday),Week 15 (Final)Jan 7,2009,
657,15,<,17,Pittsburgh,Big East,10-3,697,15,W 19-17 N North Carolina (Meineke Car Care),Week 15 (Final)Jan 7,2009,
658,16,<,24,Wisconsin,Big Ten,10-3,571,16,W 20-14 N #14 Miami (FL) (Champs Sports),Week 15 (Final)Jan 7,2009,
659,17,<,13,LSU,SEC,9-4,501,17,L 19-17 N #11 Penn State (Capital One),Week 15 (Final)Jan 7,2009,
660,18,<,23,Utah,MWC,10-3,491,18,W 37-27 N California (Poinsettia),Week 15 (Final)Jan 7,2009,
661,19,<,14,Miami (FL),ACC,9-4,310,19,L 20-14 N #24 Wisconsin (Champs Sports),Week 15 (Final)Jan 7,2009,
662,20,<,NR,Mississippi,SEC,9-4,296,21,W 21-7 N #21 Oklahoma State (Cotton),Week 15 (Final)Jan 7,2009,
663,21,<,NR,Texas Tech,Big 12,9-4,224,23,W 41-31 N Michigan State (Alamo),Week 15 (Final)Jan 7,2009,
664,22,<,NR,USC,Pac-10,9-4,216,20,W 24-13 N Boston College (Emerald),Week 15 (Final)Jan 7,2009,
665,23,<,25,Central Michigan,MAC,12-2,166,24,W 44-41 (2OT) N Troy (GMAC),Week 15 (Final)Jan 7,2009,
666,24,<,NR,Clemson,ACC,9-5,125,RV,W 21-13 N Kentucky (Music City),Week 15 (Final)Jan 7,2009,
667,25,<,18,West Virginia,Big East,9-4,91,22,L 33-21 N Florida State (Gator),Week 15 (Final)Jan 7,2009,
668,RV,<,NR,Oklahoma,Big 12,8-5,90,RV,W 31-27 N #19 Stanford (Sun),Week 15 (Final)Jan 7,2009,
669,RV,<,16,Oregon State,Pac-10,8-5,89,RV,L 44-20 N #15 BYU (Las Vegas),Week 15 (Final)Jan 7,2009,
670,RV,<,NR,Navy,Ind,10-4,85,RV,W 35-13 N Missouri (Texas),Week 15 (Final)Jan 7,2009,
671,RV,<,19,Stanford,Pac-10,8-5,67,RV,L 31-27 N Oklahoma (Sun),Week 15 (Final)Jan 7,2009,
672,RV,<,21,Oklahoma State,Big 12,9-4,40,25,L 21-7 N Mississippi (Cotton),Week 15 (Final)Jan 7,2009,
673,RV,<,NR,Rutgers,Big East,9-4,37,RV,W 45-24 N UCF,Week 15 (Final)Jan 7,2009,
674,RV,<,NR,Auburn,SEC,8-5,8,RV,W 38-35 (1OT) N Northwestern (Outback),Week 15 (Final)Jan 7,2009,
675,RV,<,NR,Georgia,SEC,8-5,7,RV,W 44-20 N Texas A&M (Independence),Week 15 (Final)Jan 7,2009,
676,RV,<,NR,Florida State,ACC,7-6,6,RV,W 33-21 N #18 West Virginia (Gator),Week 15 (Final)Jan 7,2009,
677,RV,<,22,Arizona,Pac-10,8-5,5,RV,L 33-0 N #20 Nebraska (Holiday),Week 15 (Final)Jan 7,2009,
678,RV,<,NR,Connecticut,Big East,8-5,5,RV,W 20-7 N South Carolina (PapaJohns.com),Week 15 (Final)Jan 7,2009,
679,RV,<,NR,Middle Tennessee,Sun Belt,10-3,4,RV,W 42-32 N Southern Miss (New Orleans),Week 15 (Final)Jan 7,2009,
680,RV,<,NR,Air Force,MWC,8-5,3,RV,W 47-20 N Houston (Armed Forces),Week 15 (Final)Jan 7,2009,
681,RV,<,NR,Arkansas,SEC,8-5,3,RV,W 20-17 (1OT) N East Carolina (Liberty),Week 15 (Final)Jan 7,2009,
682,RV,<,NR,Villanova,Other,14-1,2,NR,W 23-21 N Montana (FCS NC),Week 15 (Final)Jan 7,2009,
683,NR,<,NR,East Carolina,CUSA,9-5,0,RV,L 20-17 (1OT) N Arkansas (Liberty),Week 15 (Final)Jan 7,2009,
684,NR,<,NR,Houston,CUSA,10-4,0,RV,L 47-20 N Air Force (Armed Forces),Week 15 (Final)Jan 7,2009,
685,NR,<,NR,Northwestern,Big Ten,8-5,0,RV,L 38-35 (1OT) N Auburn (Outback),Week 15 (Final)Jan 7,2009,
686,NR,<,NR,SMU,CUSA,8-5,0,RV,W 45-10 N Nevada (Hawaii),Week 15 (Final)Jan 7,2009,
