,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,4,Florida State (49),Ind,0-0,1483.0,DNP,PreseasonAug 25[1][2],1991
1,2,<,7,Michigan (5),Big Ten,0-0,1384.0,DNP,PreseasonAug 25[1][2],1991
2,3,<,3,Miami (FL) (2),Big East,0-0,1276.0,DNP,PreseasonAug 25[1][2],1991
3,4,<,5,Washington (1),Pac-10,0-0,1252.0,DNP,PreseasonAug 25[1][2],1991
4,5,<,13,Florida (1),SEC,0-0,1150.0,DNP,PreseasonAug 25[1][2],1991
5,6,<,6,Notre Dame,Ind,0-0,1148.0,DNP,PreseasonAug 25[1][2],1991
6,7,<,11,Penn State,Ind,0-0,1064.0,DNP,PreseasonAug 25[1][2],1991
7,8,<,2,Georgia Tech,ACC,0-0,1054.0,DNP,PreseasonAug 25[1][2],1991
8,9,<,9,Clemson (1),ACC,0-0,1043.0,DNP,PreseasonAug 25[1][2],1991
9,10,<,17,Oklahoma,Big 8,0-0,921.0,DNP,PreseasonAug 25[1][2],1991
10,11,<,8,Tennessee,SEC,0-0,846.0,DNP,PreseasonAug 25[1][2],1991
11,12,<,10,Houston (1),Southwest,0-0,810.0,DNP,PreseasonAug 25[1][2],1991
12,13,<,1,Colorado,Big 8,0-0,788.0,DNP,PreseasonAug 25[1][2],1991
13,14,<,12,Texas,Southwest,0-0,769.0,DNP,PreseasonAug 25[1][2],1991
14,15,<,24,Nebraska,Big 8,0-0,599.0,DNP,PreseasonAug 25[1][2],1991
15,16,<,20,USC,Pac-10,0-0,503.0,DNP,PreseasonAug 25[1][2],1991
16,17,<,19,Auburn,SEC,0-0,500.0,DNP,PreseasonAug 25[1][2],1991
17,18,<,18,Iowa,Big Ten,0-0,475.0,DNP,PreseasonAug 25[1][2],1991
18,19,<,22,BYU,WAC,0-0,363.0,DNP,PreseasonAug 25[1][2],1991
19,20,<,16,Michigan State,Big Ten,0-0,351.0,DNP,PreseasonAug 25[1][2],1991
20,21,<,15,Texas A&M,Southwest,0-0,321.0,DNP,PreseasonAug 25[1][2],1991
21,22,<,NR,Alabama,SEC,0-0,298.0,DNP,PreseasonAug 25[1][2],1991
22,23,<,NR,Ohio State,Big Ten,0-0,277.0,DNP,PreseasonAug 25[1][2],1991
23,24,<,NR,UCLA,Pac-10,0-0,168.0,DNP,PreseasonAug 25[1][2],1991
24,25,<,NR,Syracuse,Big East,0-0,121.0,DNP,PreseasonAug 25[1][2],1991
25,RV,<,14,Louisville,Ind,0-0,120.0,DNP,PreseasonAug 25[1][2],1991
26,RV,<,NR,Baylor,Southwest,0-0,115.0,DNP,PreseasonAug 25[1][2],1991
27,RV,<,NR,North Carolina,ACC,0-0,83.0,DNP,PreseasonAug 25[1][2],1991
28,RV,<,NR,Oregon,Pac-10,0-0,28.0,DNP,PreseasonAug 25[1][2],1991
29,RV,<,NR,Virginia Tech,Big East,0-0,27.0,DNP,PreseasonAug 25[1][2],1991
30,RV,<,NR,NC State,ACC,0-0,24.0,DNP,PreseasonAug 25[1][2],1991
31,RV,<,NR,California,Pac-10,0-0,23.0,DNP,PreseasonAug 25[1][2],1991
32,RV,<,25,Illinois,Big Ten,0-0,22.0,DNP,PreseasonAug 25[1][2],1991
33,RV,<,23,Virginia,ACC,0-0,16.0,DNP,PreseasonAug 25[1][2],1991
34,RV,<,NR,LSU,SEC,0-0,15.0,DNP,PreseasonAug 25[1][2],1991
35,RV,<,NR,Pittsburgh,Big East,0-0,12.0,DNP,PreseasonAug 25[1][2],1991
36,RV,<,NR,Air Force,WAC,0-0,10.0,DNP,PreseasonAug 25[1][2],1991
37,RV,<,NR,Georgia,SEC,0-0,9.0,DNP,PreseasonAug 25[1][2],1991
38,RV,<,21,Mississippi,SEC,0-0,8.0,DNP,PreseasonAug 25[1][2],1991
39,RV,<,NR,Stanford,Pac-10,0-0,5.0,DNP,PreseasonAug 25[1][2],1991
40,RV,<,NR,Arizona,Pac-10,0-0,4.0,DNP,PreseasonAug 25[1][2],1991
41,RV,<,NR,West Virginia,Big East,0-0,4.0,DNP,PreseasonAug 25[1][2],1991
