,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
136,1,<,1,Michigan (47),Big Ten,6-0,1100,W 56-0 H #14 Wisconsin,Week 6Oct 17[1],1977
137,2,<,2,Texas (8),Southwest,5-0,1014,,Week 6Oct 17[1],1977
138,3,<,4,Alabama,SEC,5-1,811,W 24-10 H Tennessee,Week 6Oct 17[1],1977
139,4,<,5,Ohio State,Big Ten,5-1,700,,Week 6Oct 17[1],1977
140,5,<,6,USC,Pac-8,5-1,689,,Week 6Oct 17[1],1977
141,6,<,7,Oklahoma,Big 8,5-1,638,W 21-17 A Missouri,Week 6Oct 17[1],1977
142,7,<,3,Colorado,Big 8,5-0-1,431,,Week 6Oct 17[1],1977
143,8,<,12,Kentucky (1),SEC,5-1,369,,Week 6Oct 17[1],1977
144,9,<,8,Arkansas,Southwest,4-1,340,,Week 6Oct 17[1],1977
145,10,<,10,Penn State,Ind,5-1,328,,Week 6Oct 17[1],1977
146,11,<,11,Notre Dame,Ind,4-1,296,,Week 6Oct 17[1],1977
147,12,<,13,Texas A&M,Southwest,4-1,220,,Week 6Oct 17[1],1977
148,13,<,15,Texas Tech,Southwest,5-1,151,,Week 6Oct 17[1],1977
149,14,<,17,Pittsburgh,Ind,4-1-1,143,,Week 6Oct 17[1],1977
150,15,<,20,California,Pac-8,5-1,111,,Week 6Oct 17[1],1977
151,16,<,NR,Iowa State,Big 8,5-1,44,W 24-21 A Nebraska,Week 6Oct 17[1],1977
152,17,<,NR,BYU,WAC,4-1,40,,Week 6Oct 17[1],1977
153,18,<,9,Nebraska,Big 8,4-2,38,,Week 6Oct 17[1],1977
154,19,<,18,Florida,SEC,2-1-1,33,,Week 6Oct 17[1],1977
155,20,<,NR,Clemson,ACC,5-1,31,,Week 6Oct 17[1],1977
156,NR,<,14,Wisconsin,Big Ten,,0,,Week 6Oct 17[1],1977
157,NR,<,16,LSU,SEC,,0,,Week 6Oct 17[1],1977
158,NR,<,19,Houston,Southwest,,0,,Week 6Oct 17[1],1977
159,1,<,2,Texas (65),Southwest,6-0,1336,W 30-14 A SMU,Week 7Oct 24[1],1977
160,2,<,3,Alabama,SEC,6-1,1077,W 55-6 H Louisville,Week 7Oct 24[1],1977
161,3,<,4,Ohio State (1),Big Ten,6-1,963,,Week 7Oct 24[1],1977
162,4,<,6,Oklahoma,Big 8,6-1,952,W 35-16 H #16 Iowa State,Week 7Oct 24[1],1977
163,5,<,11,Notre Dame,Ind,5-1,740,,Week 7Oct 24[1],1977
164,6,<,1,Michigan,Big Ten,6-1,719,L 16-0 A Minnesota,Week 7Oct 24[1],1977
165,7,<,8,Kentucky (1),SEC,6-1,610,,Week 7Oct 24[1],1977
166,8,<,9,Arkansas,Southwest,5-1,505,,Week 7Oct 24[1],1977
167,9,<,10,Penn State,Ind,6-1,484,,Week 7Oct 24[1],1977
168,10,<,5,USC,Pac-8,5-2,315,,Week 7Oct 24[1],1977
169,11,<,12,Texas A&M,Southwest,5-1,285,,Week 7Oct 24[1],1977
170,12,<,18,Nebraska,Big 8,5-2,260,,Week 7Oct 24[1],1977
171,13,<,14,Pittsburgh,Ind,5-1-1,194,,Week 7Oct 24[1],1977
172,14,<,13,Texas Tech,Southwest,5-1,177,,Week 7Oct 24[1],1977
173,15,<,7,Colorado,Big 8,5-1-1,132,,Week 7Oct 24[1],1977
174,16,<,20,Clemson,ACC,6-1,94,,Week 7Oct 24[1],1977
175,17,<,17,BYU,WAC,5-1,60,,Week 7Oct 24[1],1977
176,18,<,19,Florida,SEC,3-1-1,24,,Week 7Oct 24[1],1977
177,19,<,NR,Minnesota,Big Ten,5-2,22,W 16-0 H #1 Michigan,Week 7Oct 24[1],1977
178,20,<,NR,Florida State,Ind,5-1,14,,Week 7Oct 24[1],1977
179,NR,<,15,California,Pac-8,,0,,Week 7Oct 24[1],1977
180,NR,<,16,Iowa State,Big 8,,0,,Week 7Oct 24[1],1977
181,1,<,1,Texas (57),Southwest,7-0,1176,W 26-0 H #14 Texas Tech,Week 8Oct 31[1],1977
182,2,<,2,Alabama (1),SEC,7-1,953,W 37-7 A Mississippi State,Week 8Oct 31[1],1977
183,3,<,4,Oklahoma,Big 8,7-1,882,W 42-7 A Kansas State,Week 8Oct 31[1],1977
184,4,<,3,Ohio State,Big Ten,7-1,868,,Week 8Oct 31[1],1977
185,5,<,5,Notre Dame,Ind,6-1,652,,Week 8Oct 31[1],1977
186,6,<,6,Michigan,Big Ten,7-1,592,,Week 8Oct 31[1],1977
187,7,<,7,Kentucky (1),SEC,7-1,569,,Week 8Oct 31[1],1977
188,8,<,8,Arkansas,Southwest,6-1,465,,Week 8Oct 31[1],1977
189,9,<,9,Penn State,Ind,7-1,448,,Week 8Oct 31[1],1977
190,10,<,11,Texas A&M,Southwest,6-1,309,,Week 8Oct 31[1],1977
191,11,<,12,Nebraska,Big 8,6-2,255,,Week 8Oct 31[1],1977
192,12,<,13,Pittsburgh,Ind,6-1-1,253,,Week 8Oct 31[1],1977
193,13,<,16,Clemson,ACC,7-1,160,,Week 8Oct 31[1],1977
194,14,<,17,BYU,WAC,6-1,127,,Week 8Oct 31[1],1977
195,15,<,20,Florida State,Ind,6-1,76,,Week 8Oct 31[1],1977
196,16,<,10,USC,Pac-8,5-3,36,,Week 8Oct 31[1],1977
197,17,<,NR,California,Pac-8,6-2,32,,Week 8Oct 31[1],1977
198,18,<,NR,LSU,SEC,5-2,24,,Week 8Oct 31[1],1977
199,19,<,NR,Arizona State,WAC,6-1,18,,Week 8Oct 31[1],1977
200,19,<,NR,Iowa State,Big 8,6-2,18,W 41-3 H Kansas,Week 8Oct 31[1],1977
201,NR,<,14,Texas Tech,Southwest,,0,,Week 8Oct 31[1],1977
202,NR,<,15,Colorado,Big 8,,0,,Week 8Oct 31[1],1977
203,NR,<,18,Florida,SEC,,0,,Week 8Oct 31[1],1977
204,NR,<,19,Minnesota,Big Ten,,0,,Week 8Oct 31[1],1977
205,1,<,1,Texas (61),Southwest,8-0,1307,W 35-21 A Houston,Week 9Nov 7[1],1977
206,2,<,2,Alabama (2),SEC,8-1,1072,W 24-3 A #18 LSU,Week 9Nov 7[1],1977
207,3,<,3,Oklahoma,Big 8,8-1,1020,W 61-28 A Oklahoma State,Week 9Nov 7[1],1977
208,4,<,4,Ohio State,Big Ten,8-1,908,,Week 9Nov 7[1],1977
209,5,<,5,Notre Dame (2),Ind,7-1,798,,Week 9Nov 7[1],1977
210,6,<,6,Michigan,Big Ten,8-1,688,,Week 9Nov 7[1],1977
211,7,<,7,Kentucky (1),SEC,8-1,568,,Week 9Nov 7[1],1977
212,8,<,8,Arkansas,Southwest,7-1,536,,Week 9Nov 7[1],1977
213,9,<,9,Penn State,Ind,8-1,464,,Week 9Nov 7[1],1977
214,10,<,12,Pittsburgh,Ind,7-1-1,339,,Week 9Nov 7[1],1977
215,11,<,10,Texas A&M,Southwest,6-1,331,,Week 9Nov 7[1],1977
216,12,<,11,Nebraska,Big 8,7-2,324,,Week 9Nov 7[1],1977
217,13,<,14,BYU,WAC,7-1,163,,Week 9Nov 7[1],1977
218,14,<,16,USC,Pac-8,6-3,94,,Week 9Nov 7[1],1977
219,15,<,13,Clemson,ACC,7-1-1,87,,Week 9Nov 7[1],1977
220,16,<,15,Florida State,Ind,7-1,80,,Week 9Nov 7[1],1977
221,17,<,19,Arizona State,WAC,7-1,54,,Week 9Nov 7[1],1977
222,18,<,NR,Texas Tech,Southwest,6-2,24,,Week 9Nov 7[1],1977
223,19,<,NR,North Carolina,ACC,6-2-1,16,,Week 9Nov 7[1],1977
224,20,<,NR,Colgate,Ind,9-0,8,W 49-17 H Bucknell,Week 9Nov 7[1],1977
225,NR,<,17,California,Pac-8,,0,,Week 9Nov 7[1],1977
226,NR,<,18,LSU,SEC,,0,,Week 9Nov 7[1],1977
227,NR,<,19,Iowa State,Big 8,,0,,Week 9Nov 7[1],1977
228,1,<,1,Texas (58),Southwest,9-0,1214,W 44-14 H TCU,Week 10Nov 14[1],1977
229,2,<,2,Alabama (1),SEC,9-1,983,W 36-0 H Miami (FL),Week 10Nov 14[1],1977
230,3,<,3,Oklahoma (1),Big 8,9-1,962,W 52-14 H Colorado,Week 10Nov 14[1],1977
231,4,<,4,Ohio State,Big Ten,9-1,819,,Week 10Nov 14[1],1977
232,5,<,6,Michigan,Big Ten,9-1,655,,Week 10Nov 14[1],1977
233,6,<,5,Notre Dame,Ind,8-1,639,,Week 10Nov 14[1],1977
234,7,<,7,Kentucky (1),SEC,9-1,548,,Week 10Nov 14[1],1977
235,8,<,8,Arkansas,Southwest,8-1,529,,Week 10Nov 14[1],1977
236,9,<,9,Penn State,Ind,9-1,458,,Week 10Nov 14[1],1977
237,10,<,10,Pittsburgh,Ind,8-1-1,377,,Week 10Nov 14[1],1977
238,11,<,12,Nebraska,Big 8,8-2,306,,Week 10Nov 14[1],1977
239,12,<,17,Arizona State,WAC,8-1,165,,Week 10Nov 14[1],1977
240,13,<,16,Florida State,Ind,8-1,162,,Week 10Nov 14[1],1977
241,14,<,11,Texas A&M,Southwest,6-2,111,,Week 10Nov 14[1],1977
242,15,<,15,Clemson,ACC,7-2-1,86,,Week 10Nov 14[1],1977
243,16,<,18,Texas Tech,Southwest,7-2,59,,Week 10Nov 14[1],1977
244,17,<,13,BYU,WAC,7-2,31,,Week 10Nov 14[1],1977
245,18,<,19,North Carolina,ACC,7-2-1,28,,Week 10Nov 14[1],1977
246,19,<,NR,Washington,Pac-8,6-4,24,,Week 10Nov 14[1],1977
247,20,<,NR,UCLA,Pac-8,7-3,21,,Week 10Nov 14[1],1977
248,NR,<,14,USC,Pac-8,,0,,Week 10Nov 14[1],1977
249,NR,<,20,Colgate,Ind,,0,,Week 10Nov 14[1],1977
250,1,<,1,Texas (60),Southwest,10-0,1272,W 29-7 H Baylor,Week 11Nov 21[1],1977
251,2,<,2,Alabama,SEC,9-1,1044,DNP,Week 11Nov 21[1],1977
252,3,<,3,Oklahoma (1),Big 8,9-1,998,DNP,Week 11Nov 21[1],1977
253,4,<,5,Michigan,Big Ten,10-1,912,,Week 11Nov 21[1],1977
254,5,<,6,Notre Dame (1),Ind,9-1,732,,Week 11Nov 21[1],1977
255,6,<,8,Arkansas,Southwest,9-1,606,,Week 11Nov 21[1],1977
256,7,<,7,Kentucky (1),SEC,10-1,600,,Week 11Nov 21[1],1977
257,8,<,4,Ohio State,Big Ten,9-2,486,,Week 11Nov 21[1],1977
258,9,<,9,Penn State,Ind,9-1,483,,Week 11Nov 21[1],1977
259,10,<,10,Pittsburgh,Ind,8-1-1,398,,Week 11Nov 21[1],1977
260,11,<,11,Nebraska,Big 8,8-2,324,,Week 11Nov 21[1],1977
261,12,<,14,Texas A&M,Southwest,7-2,238,,Week 11Nov 21[1],1977
262,13,<,15,Clemson,ACC,8-2-1,164,,Week 11Nov 21[1],1977
263,14,<,19,Washington,Pac-8,7-4,80,,Week 11Nov 21[1],1977
264,15,<,18,North Carolina,ACC,8-2-1,76,,Week 11Nov 21[1],1977
265,16,<,NR,San Diego State,Ind,9-1,49,W 41-16 H Florida State,Week 11Nov 21[1],1977
266,17,<,20,UCLA,Pac-8,7-3,45,,Week 11Nov 21[1],1977
267,18,<,17,BYU,WAC,8-2,29,,Week 11Nov 21[1],1977
268,19,<,12,Arizona State,WAC,8-2,19,,Week 11Nov 21[1],1977
269,20,<,13,Florida State,Ind,8-2,18,,Week 11Nov 21[1],1977
270,NR,<,16,Texas Tech,Southwest,,0,,Week 11Nov 21[1],1977
271,1,<,1,Texas (49),Southwest,11-0,1124,W 57-28 A #12 Texas A&M,Week 12Nov 28[1],1977
272,2,<,3,Oklahoma (5),Big 8,10-1,940,W 38-7 H #11 Nebraska,Week 12Nov 28[1],1977
273,3,<,2,Alabama (1),SEC,10-1,895,W 48-21 N Auburn,Week 12Nov 28[1],1977
274,4,<,4,Michigan,Big Ten,10-1,771,,Week 12Nov 28[1],1977
275,5,<,5,Notre Dame (1),Ind,9-1,666,,Week 12Nov 28[1],1977
276,6,<,6,Arkansas,Southwest,10-1,568,,Week 12Nov 28[1],1977
277,7,<,7,Kentucky (1),SEC,10-1,527,,Week 12Nov 28[1],1977
278,8,<,9,Penn State,Ind,10-1,467,,Week 12Nov 28[1],1977
279,9,<,8,Ohio State,Big Ten,9-2,437,,Week 12Nov 28[1],1977
280,10,<,10,Pittsburgh,Ind,8-2-1,299,,Week 12Nov 28[1],1977
281,11,<,13,Clemson,ACC,8-2-1,198,,Week 12Nov 28[1],1977
282,12,<,11,Nebraska,Big 8,8-3,128,,Week 12Nov 28[1],1977
283,13,<,14,Washington,Pac-8,7-4,124,,Week 12Nov 28[1],1977
284,14,<,15,North Carolina,ACC,8-2-1,118,,Week 12Nov 28[1],1977
285,15,<,19,Arizona State,WAC,9-2,109,,Week 12Nov 28[1],1977
286,16,<,16,San Diego State,Ind,10-1,78,DNP,Week 12Nov 28[1],1977
287,17,<,12,Texas A&M,Southwest,7-3,48,,Week 12Nov 28[1],1977
288,17,<,18,BYU,WAC,9-2,48,,Week 12Nov 28[1],1977
289,19,<,20,Florida State,Ind,8-2,35,,Week 12Nov 28[1],1977
290,20,<,NR,USC,Pac-8,7-4,31,,Week 12Nov 28[1],1977
291,NR,<,17,UCLA,Pac-8,,0,,Week 12Nov 28[1],1977
292,1,<,5,Notre Dame (37.33),Ind,11-1,1180,W 38-10 N #1 Texas (Cotton),Week 13 (Final)Final[1][3],1977
293,2,<,3,Alabama (19.33),SEC,11-1,1132,W 35-6 N #9 Ohio State (Sugar),Week 13 (Final)Final[1][3],1977
294,3,<,6,Arkansas (5.33),Southwest,11-1,1011,,Week 13 (Final)Final[1][3],1977
295,4,<,1,Texas (2),Southwest,11-1,797,L 38-10 N #5 Notre Dame (Cotton),Week 13 (Final)Final[1][3],1977
296,5,<,8,Penn State,Ind,11-1,768,,Week 13 (Final)Final[1][3],1977
297,6,<,7,Kentucky,SEC,10-1,605,,Week 13 (Final)Final[1][3],1977
298,7,<,2,Oklahoma,Big 8,10-2,592,L 31-6 N #6 Arkansas (Orange),Week 13 (Final)Final[1][3],1977
299,8,<,10,Pittsburgh,Ind,9-2-1,508,,Week 13 (Final)Final[1][3],1977
300,9,<,4,Michigan,Big Ten,10-2,443,,Week 13 (Final)Final[1][3],1977
301,10,<,13,Washington,Pac-8,8-4,437,,Week 13 (Final)Final[1][3],1977
302,11,<,9,Ohio State,Big Ten,9-3,242,,Week 13 (Final)Final[1][3],1977
303,12,<,12,Nebraska,Big 8,9-3,240,,Week 13 (Final)Final[1][3],1977
304,13,<,20,USC,Pac-8,8-4,140,,Week 13 (Final)Final[1][3],1977
305,14,<,19,Florida State,Ind,10-2,138,,Week 13 (Final)Final[1][3],1977
306,15,<,NR,Stanford,Pac-8,9-3,68,,Week 13 (Final)Final[1][3],1977
307,16,<,16,San Diego State,Ind,10-1,62,DNP,Week 13 (Final)Final[1][3],1977
308,17,<,14,North Carolina,ACC,8-3-1,53,,Week 13 (Final)Final[1][3],1977
309,18,<,15,Arizona State,WAC,9-3,39,,Week 13 (Final)Final[1][3],1977
310,19,<,11,Clemson,ACC,8-3-1,37,,Week 13 (Final)Final[1][3],1977
311,20,<,17,BYU,WAC,9-2,23,,Week 13 (Final)Final[1][3],1977
312,NR,<,17,Texas A&M,Southwest,,0,,Week 13 (Final)Final[1][3],1977
