,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
92,2,<,3,Tennessee (26),SEC,3-0,977,,Week 5Oct 15,1951
93,3,<,1,Michigan State (16),Ind,4-0,935,W 20-14 H Marquette,Week 5Oct 15,1951
94,4,<,6,Texas (6),Southwest,4-0,719,,Week 5Oct 15,1951
95,5,<,8,Georgia Tech (12),SEC,4-0,689,,Week 5Oct 15,1951
96,6,<,4,Texas A&M (8),Southwest,3-0,652,,Week 5Oct 15,1951
97,7,<,10,Maryland (14),Southern,3-0,634,,Week 5Oct 15,1951
98,8,<,7,Illinois (3),Big Ten,3-0,584,,Week 5Oct 15,1951
99,9,<,13,Princeton (1),Ind,3-0,221,W 13-7 A Penn,Week 5Oct 15,1951
100,10,<,12,Baylor,Southwest,3-0,148,,Week 5Oct 15,1951
101,11,<,14,USC,PCC,4-0,125,,Week 5Oct 15,1951
102,12,<,NR,Villanova,Ind,3-0,98,W 41-18 A Alabama,Week 5Oct 15,1951
103,13,<,19,Stanford,PCC,4-0,97,,Week 5Oct 15,1951
104,14,<,17,Cornell,Ind,3-0,76,W 42-6 H Harvard,Week 5Oct 15,1951
105,15,<,NR,SMU,Southwest,3-1,67,,Week 5Oct 15,1951
106,16,<,20,Pacific (1),Ind,4-0,65,W 21-7 H Clemson,Week 5Oct 15,1951
107,17,<,9,Ohio State,Big Ten,1-1-1,55,,Week 5Oct 15,1951
108,18,<,NR,Northwestern,Big Ten,3-0,28,,Week 5Oct 15,1951
109,19,<,11,Oklahoma,Big 7,1-2,26,L 9-7 N #6 Texas,Week 5Oct 15,1951
110,20,<,NR,Washington,PCC,3-1,25,,Week 5Oct 15,1951
111,NR,<,5,Notre Dame,Ind,,0,,Week 5Oct 15,1951
112,NR,<,15,Holy Cross,Ind,,0,,Week 5Oct 15,1951
113,NR,<,16,Clemson,Southern,,0,,Week 5Oct 15,1951
114,NR,<,18,Oregon State,PCC,,0,,Week 5Oct 15,1951
115,1,<,2,Tennessee (70),SEC,4-0,1354,W 27-13 A Alabama,Week 6Oct 22,1951
116,2,<,3,Michigan State (28),Ind,5-0,1204,,Week 6Oct 22,1951
117,3,<,5,Georgia Tech (16),SEC,5-0,1022,,Week 6Oct 22,1951
118,4,<,8,Illinois (12),Big Ten,4-0,878,,Week 6Oct 22,1951
119,5,<,7,Maryland (13),Southern,4-0,841,,Week 6Oct 22,1951
120,6,<,11,USC (13),PCC,5-0,711,,Week 6Oct 22,1951
121,7,<,10,Baylor (2),Southwest,4-0,621,,Week 6Oct 22,1951
122,8,<,9,Princeton (2),Ind,4-0,528,W 60-7 H Lafayette,Week 6Oct 22,1951
123,9,<,1,California (1),PCC,4-1,435,L 21-14 H #11 USC,Week 6Oct 22,1951
124,10,<,4,Texas,Southwest,4-1,182,,Week 6Oct 22,1951
125,11,<,13,Stanford (1),PCC,5-0,164,,Week 6Oct 22,1951
126,12,<,14,Cornell (1),Ind,4-0,131,W 27-0 A Yale,Week 6Oct 22,1951
127,13,<,18,Northwestern,Big Ten,4-0,122,,Week 6Oct 22,1951
128,14,<,NR,Wisconsin,Big Ten,2-1-1,98,,Week 6Oct 22,1951
129,15,<,NR,Notre Dame,Ind,3-1,97,,Week 6Oct 22,1951
130,16,<,6,Texas A&M (1),Southwest,3-1,91,,Week 6Oct 22,1951
131,17,<,NR,Kentucky (1),SEC,3-3,47,,Week 6Oct 22,1951
132,18,<,NR,Washington State,PCC,3-2,38,W 26-13 A Oregon State,Week 6Oct 22,1951
133,19,<,NR,Arkansas,Southwest,3-2,26,,Week 6Oct 22,1951
134,20,<,NR,San Francisco,Ind,5-0,18,,Week 6Oct 22,1951
135,NR,<,12,Villanova,Ind,,0,,Week 6Oct 22,1951
136,NR,<,15,SMU,Southwest,,0,,Week 6Oct 22,1951
137,NR,<,16,Pacific,Ind,,0,,Week 6Oct 22,1951
138,NR,<,17,Ohio State,Big Ten,,0,,Week 6Oct 22,1951
139,NR,<,19,Oklahoma,Big 7,2-2,0,W 33-21 H Kansas,Week 6Oct 22,1951
140,NR,<,20,Washington,PCC,,0,,Week 6Oct 22,1951
141,1,<,1,Tennessee (59),SEC,5-0,1213,W 68-0 H Tennessee Tech,Week 7Oct 29,1951
142,2,<,2,Michigan State (25),Ind,6-0,1131,,Week 7Oct 29,1951
143,3,<,4,Illinois (15),Big Ten,5-0,1022,,Week 7Oct 29,1951
144,4,<,5,Maryland (22),Southern,5-0,905,,Week 7Oct 29,1951
145,5,<,3,Georgia Tech (9),SEC,6-0,904,,Week 7Oct 29,1951
146,6,<,8,Princeton (14),Ind,5-0,891,W 53-15 H Cornell,Week 7Oct 29,1951
147,7,<,6,USC (7),PCC,6-0,664,,Week 7Oct 29,1951
148,8,<,7,Baylor,Southwest,4-0-1,345,,Week 7Oct 29,1951
149,9,<,9,California,PCC,5-1,319,,Week 7Oct 29,1951
150,10,<,14,Wisconsin (2),Big Ten,3-1-1,287,,Week 7Oct 29,1951
151,11,<,11,Stanford,PCC,6-0,208,,Week 7Oct 29,1951
152,12,<,10,Texas,Southwest,5-1,205,,Week 7Oct 29,1951
153,13,<,15,Notre Dame,Ind,4-1,95,,Week 7Oct 29,1951
154,14,<,17,Kentucky (1),SEC,4-3,60,,Week 7Oct 29,1951
155,15,<,NR,Michigan,Big Ten,3-2,52,,Week 7Oct 29,1951
156,16,<,18,Washington State,PCC,4-2,50,W 41-6 H Oregon,Week 7Oct 29,1951
157,17,<,NR,Oklahoma (1),Big 7,3-2,38,W 55-14 H Colorado,Week 7Oct 29,1951
158,18,<,16,Texas A&M,Southwest,3-1-1,36,,Week 7Oct 29,1951
159,19,<,NR,Miami (FL),Ind,4-1,29,,Week 7Oct 29,1951
160,20,<,20,San Francisco,Ind,6-0,26,,Week 7Oct 29,1951
161,NR,<,12,Cornell,Ind,,0,,Week 7Oct 29,1951
162,NR,<,13,Northwestern,Big Ten,,0,,Week 7Oct 29,1951
163,NR,<,19,Arkansas,Southwest,,0,,Week 7Oct 29,1951
164,1,<,1,Tennessee (60),SEC,6-0,1230,W 27-0 A North Carolina,Week 8Nov 5,1951
165,2,<,3,Illinois (29),Big Ten,6-0,1150,,Week 8Nov 5,1951
166,3,<,4,Maryland (21),Southern,6-0,1026,,Week 8Nov 5,1951
167,4,<,6,Princeton (6),Ind,6-0,997,W 12-0 H Brown,Week 8Nov 5,1951
168,5,<,2,Michigan State (12),Ind,6-0,991,,Week 8Nov 5,1951
169,6,<,7,USC (6),PCC,7-0,640,,Week 8Nov 5,1951
170,7,<,11,Stanford (8),PCC,7-0,474,,Week 8Nov 5,1951
171,8,<,5,Georgia Tech (1),SEC,6-0-1,383,,Week 8Nov 5,1951
172,9,<,10,Wisconsin (3),Big Ten,4-1-1,344,,Week 8Nov 5,1951
173,10,<,12,Texas,Southwest,6-1,287,,Week 8Nov 5,1951
174,11,<,13,Notre Dame (1),Ind,5-1,187,,Week 8Nov 5,1951
175,12,<,14,Kentucky (3),SEC,5-3,171,,Week 8Nov 5,1951
176,13,<,NR,TCU,Southwest,5-2,99,W 20-7 A Baylor,Week 8Nov 5,1951
177,14,<,17,Oklahoma (1),Big 7,4-2,82,W 33-0 A Kansas State,Week 8Nov 5,1951
178,15,<,20,San Francisco,Ind,7-0,67,,Week 8Nov 5,1951
179,16,<,8,Baylor,Southwest,4-1-1,37,,Week 8Nov 5,1951
180,17,<,9,California,PCC,5-2,35,,Week 8Nov 5,1951
181,17,<,16,Washington State,PCC,5-2,35,L 21-13 A Stanford,Week 8Nov 5,1951
182,19,<,NR,Pacific (1),Ind,6-1,32,W 39-27 A Marquette,Week 8Nov 5,1951
183,20,<,NR,Arkansas,Southwest,4-3,16,,Week 8Nov 5,1951
184,20,<,NR,Ohio State,Big Ten,3-2-1,16,,Week 8Nov 5,1951
185,NR,<,15,Michigan,Big Ten,,0,,Week 8Nov 5,1951
186,NR,<,18,Texas A&M,Southwest,,0,,Week 8Nov 5,1951
187,NR,<,19,Miami (FL),Ind,,0,,Week 8Nov 5,1951
188,1,<,5,Michigan State (55),Ind,7-0,1316,W 35-0 H #11 Notre Dame,Week 9Nov 12,1951
189,2,<,1,Tennessee (42),SEC,7-0,1155,W 60-14 H Washington & Lee,Week 9Nov 12,1951
190,3,<,2,Illinois (20),Big Ten,7-0,1145,,Week 9Nov 12,1951
191,4,<,7,Stanford (12),PCC,8-0,951,,Week 9Nov 12,1951
192,5,<,3,Maryland (16),Southern,7-0,927,,Week 9Nov 12,1951
193,6,<,4,Princeton (6),Ind,7-0,793,W 54-13 A Harvard,Week 9Nov 12,1951
194,7,<,8,Georgia Tech,SEC,7-0-1,519,,Week 9Nov 12,1951
195,8,<,9,Wisconsin (2),Big Ten,5-1-1,400,,Week 9Nov 12,1951
196,9,<,12,Kentucky (4),SEC,6-3,249,,Week 9Nov 12,1951
197,10,<,16,Baylor,Southwest,5-1-1,238,,Week 9Nov 12,1951
198,11,<,6,USC,PCC,7-1,191,,Week 9Nov 12,1951
199,12,<,14,Oklahoma (1),Big 7,5-2,75,W 34-20 A Missouri,Week 9Nov 12,1951
200,13,<,13,TCU,Southwest,5-2,68,DNP,Week 9Nov 12,1951
201,14,<,15,San Francisco,Ind,7-0,53,,Week 9Nov 12,1951
202,15,<,10,Texas,Southwest,6-2,36,,Week 9Nov 12,1951
203,16,<,17,California,PCC,5-3,27,,Week 9Nov 12,1951
204,17,<,17,Washington State,PCC,5-3,25,W 9-6 A Idaho,Week 9Nov 12,1951
205,18,<,NR,UCLA,PCC,4-3,23,,Week 9Nov 12,1951
206,19,<,NR,Rice,Southwest,4-3,22,,Week 9Nov 12,1951
207,20,<,NR,Cincinnati,MAC,8-0,18,W 40-0 A Ohio,Week 9Nov 12,1951
208,NR,<,11,Notre Dame,Ind,,0,,Week 9Nov 12,1951
209,NR,<,19,Pacific,Ind,,0,,Week 9Nov 12,1951
210,NR,<,20,Arkansas,Southwest,,0,,Week 9Nov 12,1951
211,NR,<,20,Ohio State,Big Ten,,0,,Week 9Nov 12,1951
212,1,<,2,Tennessee (60),SEC,8-0,1348,W 46-21 A Mississippi,Week 10Nov 19,1951
213,2,<,1,Michigan State (38),Ind,8-0,1290,W 30-26 A Indiana,Week 10Nov 19,1951
214,3,<,4,Stanford (18),PCC,9-0,1193,,Week 10Nov 19,1951
215,4,<,5,Maryland (26),Southern,8-0,1167,,Week 10Nov 19,1951
216,5,<,6,Princeton (8),Ind,8-0,814,W 27-0 H Yale,Week 10Nov 19,1951
217,6,<,3,Illinois (2),Big Ten,7-0-1,802,,Week 10Nov 19,1951
218,7,<,7,Georgia Tech (2),SEC,8-0-1,673,,Week 10Nov 19,1951
219,8,<,8,Wisconsin (3),Big Ten,6-1-1,442,,Week 10Nov 19,1951
220,9,<,9,Kentucky (4),SEC,7-3,339,,Week 10Nov 19,1951
221,10,<,10,Baylor,Southwest,6-1-1,333,,Week 10Nov 19,1951
222,11,<,11,USC,PCC,7-2,147,,Week 10Nov 19,1951
223,12,<,12,Oklahoma,Big 7,6-2,115,W 35-6 H Iowa State,Week 10Nov 19,1951
224,13,<,14,San Francisco,Ind,8-0,107,,Week 10Nov 19,1951
225,14,<,15,Texas,Southwest,7-2,85,,Week 10Nov 19,1951
226,15,<,NR,Virginia (1),Ind,7-1,39,,Week 10Nov 19,1951
227,16,<,NR,Holy Cross (1),Ind,7-1,33,W 39-14 H Quantico Marines,Week 10Nov 19,1951
228,17,<,17,Washington State,PCC,6-3,27,W 47-10 H Montana,Week 10Nov 19,1951
229,18,<,19,Rice,Southwest,5-3,22,,Week 10Nov 19,1951
230,19,<,16,California,PCC,7-2,21,,Week 10Nov 19,1951
231,20,<,NR,Bucknell,Ind,9-0,18,W 33-6 H Delaware,Week 10Nov 19,1951
232,NR,<,13,TCU,Southwest,,0,,Week 10Nov 19,1951
233,NR,<,18,UCLA,PCC,,0,,Week 10Nov 19,1951
234,NR,<,20,Cincinnati,MAC,,0,,Week 10Nov 19,1951
235,1,<,1,Tennessee (92),SEC,9-0,1508,W 28-0 A #9 Kentucky,Week 11Nov 26,1951
236,2,<,2,Michigan State (34),Ind,9-0,1379,,Week 11Nov 26,1951
237,3,<,4,Maryland (18),Southern,9-0,1257,,Week 11Nov 26,1951
238,4,<,6,Illinois (4),Big Ten,8-0-1,1030,,Week 11Nov 26,1951
239,5,<,5,Princeton (4),Ind,9-0,876,W 13-0 H Dartmouth,Week 11Nov 26,1951
240,6,<,7,Georgia Tech (1),SEC,9-0-1,727,,Week 11Nov 26,1951
241,7,<,8,Wisconsin (5),Big Ten,7-1-1,529,,Week 11Nov 26,1951
242,8,<,3,Stanford (1),PCC,9-1,463,,Week 11Nov 26,1951
243,9,<,10,Baylor,Southwest,7-1-1,406,,Week 11Nov 26,1951
244,10,<,12,Oklahoma (2),Big 7,7-2,206,W 27-0 A Nebraska,Week 11Nov 26,1951
245,11,<,NR,TCU,Southwest,5-4,144,W 22-6 H Rice,Week 11Nov 26,1951
246,12,<,19,California (3),PCC,8-2,142,,Week 11Nov 26,1951
247,13,<,15,Virginia (1),Ind,8-1,96,,Week 11Nov 26,1951
248,14,<,13,San Francisco,Ind,9-0,89,,Week 11Nov 26,1951
249,15,<,NR,UCLA,PCC,5-3-1,87,,Week 11Nov 26,1951
250,16,<,14,Texas,Southwest,7-2,75,,Week 11Nov 26,1951
251,17,<,9,Kentucky,SEC,7-4,73,,Week 11Nov 26,1951
252,18,<,17,Washington State,PCC,7-3,47,W 27-25 A Washington,Week 11Nov 26,1951
253,19,<,16,Holy Cross,Ind,8-1,32,W 41-7 H Temple,Week 11Nov 26,1951
254,20,<,11,USC,PCC,7-3,30,,Week 11Nov 26,1951
255,NR,<,18,Rice,Southwest,,0,,Week 11Nov 26,1951
256,NR,<,20,Bucknell,Ind,,0,,Week 11Nov 26,1951
257,1,<,1,Tennessee (139),SEC,10-0,2706,W 35-27 H Vanderbilt,Week 12 (Final)Dec 3,1951
258,2,<,2,Michigan State (104),Ind,9-0,2609,,Week 12 (Final)Dec 3,1951
259,3,<,3,Maryland (18),Southern,9-0,2299,,Week 12 (Final)Dec 3,1951
260,4,<,4,Illinois (10),Big Ten,8-0-1,1913,,Week 12 (Final)Dec 3,1951
261,5,<,6,Georgia Tech (8),SEC,10-0-1,1555,,Week 12 (Final)Dec 3,1951
262,6,<,5,Princeton (3),Ind,9-0,1428,DNP,Week 12 (Final)Dec 3,1951
263,7,<,8,Stanford (1),PCC,9-1,1006,,Week 12 (Final)Dec 3,1951
264,8,<,7,Wisconsin (10),Big Ten,7-1-1,968,,Week 12 (Final)Dec 3,1951
265,9,<,9,Baylor,Southwest,8-1-1,637,,Week 12 (Final)Dec 3,1951
266,10,<,10,Oklahoma (4),Big 7,8-2,441,W 41-6 H Oklahoma State,Week 12 (Final)Dec 3,1951
267,11,<,11,TCU,Southwest,6-4,415,W 13-2 H SMU,Week 12 (Final)Dec 3,1951
268,12,<,12,California (2),PCC,8-2,151,,Week 12 (Final)Dec 3,1951
269,13,<,13,Virginia (5),Ind,8-1,112,,Week 12 (Final)Dec 3,1951
270,14,<,14,San Francisco (2),Ind,9-0,90,,Week 12 (Final)Dec 3,1951
271,15,<,17,Kentucky,SEC,7-4,87,,Week 12 (Final)Dec 3,1951
272,16,<,NR,Boston (2),Ind,6-4,30,DNP,Week 12 (Final)Dec 3,1951
273,17,<,15,UCLA,PCC,5-3-1,26,,Week 12 (Final)Dec 3,1951
274,18,<,18,Washington State,PCC,7-3,20,DNP,Week 12 (Final)Dec 3,1951
275,19,<,19,Holy Cross (1),Ind,8-2,17,L 19-14 A Boston College,Week 12 (Final)Dec 3,1951
276,19,<,NR,Clemson,Southern,7-2,17,,Week 12 (Final)Dec 3,1951
277,NR,<,16,Texas,Southwest,,0,,Week 12 (Final)Dec 3,1951
278,NR,<,20,USC,PCC,,0,,Week 12 (Final)Dec 3,1951
