,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,BCS
544,RV,<,NR,Nebraska,Big 12,,3,,,Week 12Nov 16[14],2008,NR
545,RV,<,NR,California,Pac-10,,2,,,Week 12Nov 16[14],2008,NR
546,RV,<,NR,Connecticut,Big East,,2,,,Week 12Nov 16[14],2008,NR
547,RV,<,NR,Virginia Tech,ACC,,1,,,Week 12Nov 16[14],2008,NR
548,RV,<,25,Tulsa,CUSA,8-2,0,,L 70-30 A Houston,Week 12Nov 16[14],2008,NR
549,1,<,1,Alabama (63),SEC,11-0,1622,1,DNP,Week 13Nov 23[15],2008,1
550,2,<,3,Florida (2),SEC,10-1,1512,3,W 70-19 H Citadel,Week 13Nov 23[15],2008,4
551,3,<,5,Oklahoma,Big 12,10-1,1486,2,W 65-21 H #2 Texas Tech,Week 13Nov 23[15],2008,3
552,4,<,4,Texas,Big 12,10-1,1482,4,DNP,Week 13Nov 23[15],2008,2
553,5,<,6,USC,Pac-10,9-1,1352,5,DNP,Week 13Nov 23[15],2008,5
554,6,<,7,Penn State,Big Ten,11-1,1238,6,W 49-18 H #17 Michigan State,Week 13Nov 23[15],2008,8
555,7,<,2,Texas Tech,Big 12,10-1,1212,8,L 65-21 A #5 Oklahoma,Week 13Nov 23[15],2008,7
556,8,<,8,Utah,MWC,12-0,1206,7,W 48-24 H #16 BYU,Week 13Nov 23[15],2008,6
557,9,<,9,Boise State,WAC,11-0,1064,9,W 41-34 A Nevada,Week 13Nov 23[15],2008,9
558,10,<,10,Ohio State,Big Ten,10-2,1043,10,W 42-7 H Michigan,Week 13Nov 23[15],2008,10
559,11,<,11,Oklahoma State,Big 12,9-2,997,12,DNP,Week 13Nov 23[15],2008,12
560,12,<,12,Missouri,Big 12,9-2,917,11,DNP,Week 13Nov 23[15],2008,13
561,13,<,13,Georgia,SEC,9-2,874,13,DNP,Week 13Nov 23[15],2008,11
562,14,<,15,TCU,MWC,10-2,750,14,W 44-10 H Air Force,Week 13Nov 23[15],2008,14
563,15,<,14,Ball State,MAC,11-0,731,15,W 31-24 A Central Michigan,Week 13Nov 23[15],2008,15
564,16,<,19,Cincinnati,Big East,9-2,640,16,W 28-21 H #20 Pittsburgh,Week 13Nov 23[15],2008,16
565,17,<,21,Oregon State,Pac-10,8-3,604,17,W 19-17 A Arizona,Week 13Nov 23[15],2008,17
566,18,<,NR,Georgia Tech,ACC,8-3,339,23,W 41-23 H #23 Miami (FL),Week 13Nov 23[15],2008,22
567,19,<,24,Oregon,Pac-10,8-3,320,18,DNP,Week 13Nov 23[15],2008,23
568,20,<,16,BYU,MWC,10-2,309,19,L 48-24 A #8 Utah,Week 13Nov 23[15],2008,18
569,20,<,NR,Boston College,ACC,8-3,309,22,W 24-21 A Wake Forest,Week 13Nov 23[15],2008,21
570,22,<,17,Michigan State,Big Ten,9-3,274,21,L 49-18 A #7 Penn State,Week 13Nov 23[15],2008,19
571,23,<,NR,Florida State,ACC,8-3,214,24,W 37-3 A #22 Maryland,Week 13Nov 23[15],2008,20
572,24,<,NR,Northwestern,Big Ten,9-3,145,20,W 27-10 H Illinois,Week 13Nov 23[15],2008,24
573,25,<,NR,Mississippi,SEC,7-4,127,NR,W 31-13 A #18 LSU,Week 13Nov 23[15],2008,NR
574,RV,<,NR,West Virginia,Big East,,120,,,Week 13Nov 23[15],2008,NR
575,RV,<,20,Pittsburgh,Big East,7-3,108,,L 28-21 A #19 Cincinnati,Week 13Nov 23[15],2008,25
576,RV,<,NR,Iowa,Big Ten,,54,,,Week 13Nov 23[15],2008,NR
577,RV,<,18,LSU,SEC,7-4,35,,L 31-13 H Mississippi,Week 13Nov 23[15],2008,NR
578,RV,<,NR,California,Pac-10,,11,,,Week 13Nov 23[15],2008,NR
579,RV,<,NR,Tulsa,CUSA,,8,,,Week 13Nov 23[15],2008,NR
580,RV,<,NR,Western Michigan,MAC,,8,,,Week 13Nov 23[15],2008,NR
581,RV,<,NR,Central Michigan,MAC,,5,,,Week 13Nov 23[15],2008,NR
582,RV,<,NR,South Carolina,SEC,,5,,,Week 13Nov 23[15],2008,NR
583,RV,<,NR,Connecticut,Big East,,2,,,Week 13Nov 23[15],2008,NR
584,RV,<,NR,Nebraska,Big 12,,1,,,Week 13Nov 23[15],2008,NR
585,RV,<,NR,Rice,CUSA,,1,,,Week 13Nov 23[15],2008,NR
586,RV,<,22,Maryland,ACC,7-4,0,,L 37-3 H Florida State,Week 13Nov 23[15],2008,NR
587,RV,<,23,Miami (FL),ACC,7-4,0,,L 41-23 A Georgia Tech,Week 13Nov 23[15],2008,NR
588,RV,<,25,North Carolina,ACC,7-4,0,,L 41-10 H NC State,Week 13Nov 23[15],2008,NR
589,1,<,1,Alabama (62),SEC,12-0,1620,1.0,W 36-0 H Auburn,Week 14Nov 30[16],2008,1
590,2,<,2,Florida (3),SEC,11-1,1516,4.0,W 45-15 A #23 Florida State,Week 14Nov 30[16],2008,4
591,3,<,4,Texas,Big 12,11-1,1488,3.0,W 49-9 H Texas A&M,Week 14Nov 30[16],2008,3
592,4,<,3,Oklahoma,Big 12,11-1,1480,2.0,W 61-41 A #11 Oklahoma State,Week 14Nov 30[16],2008,2
593,5,<,5,USC,Pac-10,10-1,1355,5.0,W 38-3 H Notre Dame,Week 14Nov 30[16],2008,5
594,6,<,6,Penn State,Big Ten,11-1,1257,6.0,DNP,Week 14Nov 30[16],2008,8
595,7,<,8,Utah,MWC,12-0,1216,7.0,DNP,Week 14Nov 30[16],2008,6
596,8,<,7,Texas Tech,Big 12,11-1,1197,8.0,W 35-28 H Baylor,Week 14Nov 30[16],2008,7
597,9,<,9,Boise State,WAC,12-0,1103,9.0,W 61-10 H Fresno State,Week 14Nov 30[16],2008,9
598,10,<,10,Ohio State,Big Ten,10-2,1069,10.0,DNP,Week 14Nov 30[16],2008,10
599,11,<,14,TCU,MWC,10-2,885,11.0,DNP,Week 14Nov 30[16],2008,11
600,12,<,15,Ball State,MAC,12-0,834,13.0,W 45-22 H Western Michigan,Week 14Nov 30[16],2008,12
601,13,<,16,Cincinnati,Big East,10-2,824,12.0,W 30-10 H Syracuse,Week 14Nov 30[16],2008,13
602,14,<,11,Oklahoma State,Big 12,9-3,798,15.0,L 61-41 H #3 Oklahoma,Week 14Nov 30[16],2008,14
603,15,<,18,Georgia Tech,ACC,9-3,708,16.0,W 45-42 A #13 Georgia,Week 14Nov 30[16],2008,15
604,16,<,19,Oregon,Pac-10,9-3,630,14.0,W 65-38 A #17 Oregon State,Week 14Nov 30[16],2008,19
605,17,<,13,Georgia,SEC,9-3,495,19.0,L 45-42 H #18 Georgia Tech,Week 14Nov 30[16],2008,16
606,18,<,20,Boston College,ACC,9-3,482,20.0,W 28-21 H Maryland,Week 14Nov 30[16],2008,17
607,19,<,12,Missouri,Big 12,9-3,479,17.0,L 40-37 N Kansas,Week 14Nov 30[16],2008,20
608,20,<,20,BYU,MWC,10-2,385,18.0,DNP,Week 14Nov 30[16],2008,18
609,21,<,22,Michigan State,Big Ten,9-3,312,21.0,DNP,Week 14Nov 30[16],2008,21
610,22,<,25,Mississippi,SEC,8-4,280,25.0,W 45-0 H Mississippi State,Week 14Nov 30[16],2008,NR
611,23,<,NR,Pittsburgh,Big East,8-3,241,23.0,W 19-15 H West Virginia,Week 14Nov 30[16],2008,23
612,24,<,24,Northwestern,Big Ten,9-3,190,22.0,DNP,Week 14Nov 30[16],2008,22
613,25,<,17,Oregon State,Pac-10,8-4,122,24.0,L 65-38 H #19 Oregon,Week 14Nov 30[16],2008,NR
614,RV,<,NR,Iowa,Big Ten,,66,,,Week 14Nov 30[16],2008,NR
615,RV,<,NR,Virginia Tech,ACC,,47,,W 17-14 H Virginia,Week 14Nov 30[16],2008,25
616,RV,<,NR,Tulsa,CUSA,,13,,,Week 14Nov 30[16],2008,NR
617,RV,<,23,Florida State,ACC,8-4,12,,L 45-15 H #2 Florida,Week 14Nov 30[16],2008,24
618,RV,<,NR,California,Pac-10,,7,,,Week 14Nov 30[16],2008,NR
619,RV,<,NR,West Virginia,Big East,,4,,,Week 14Nov 30[16],2008,NR
620,RV,<,NR,Connecticut,Big East,,3,,,Week 14Nov 30[16],2008,NR
621,RV,<,NR,Nebraska,Big 12,,3,,,Week 14Nov 30[16],2008,NR
622,RV,<,NR,Rice,CUSA,,3,,,Week 14Nov 30[16],2008,NR
623,RV,<,NR,North Carolina,ACC,,1,,,Week 14Nov 30[16],2008,NR
624,1,<,2,Florida (50),SEC,12-1,1602,2.0,W 31-20 N #1 Alabama (SEC CG),Week 15Dec 7[17],2008,2
625,2,<,4,Oklahoma (9),Big 12,12-1,1540,1.0,W 62-21 N #19 Missouri (Big 12 CG),Week 15Dec 7[17],2008,1
626,3,<,3,Texas (6),Big 12,11-1,1530,3.0,DNP,Week 15Dec 7[17],2008,3
627,4,<,1,Alabama,SEC,12-1,1410,4.0,L 31-20 N #2 Florida (SEC CG),Week 15Dec 7[17],2008,4
628,5,<,5,USC,Pac-10,11-1,1372,4.0,W 28-7 A UCLA,Week 15Dec 7[17],2008,5
629,6,<,6,Penn State,Big Ten,11-1,1259,6.0,DNP,Week 15Dec 7[17],2008,8
630,7,<,7,Utah,MWC,12-0,1225,7.0,DNP,Week 15Dec 7[17],2008,6
631,8,<,8,Texas Tech,Big 12,11-1,1193,8.0,DNP,Week 15Dec 7[17],2008,7
632,9,<,9,Boise State,WAC,12-0,1101,9.0,DNP,Week 15Dec 7[17],2008,9
633,10,<,10,Ohio State,Big Ten,10-2,1069,10.0,DNP,Week 15Dec 7[17],2008,10
634,11,<,11,TCU,MWC,10-2,921,11.0,DNP,Week 15Dec 7[17],2008,11
635,12,<,13,Cincinnati,Big East,11-2,863,12.0,W 29-24 A Hawaii,Week 15Dec 7[17],2008,12
636,13,<,14,Oklahoma State,Big 12,9-3,853,14.0,DNP,Week 15Dec 7[17],2008,13
637,14,<,15,Georgia Tech,ACC,9-3,761,15.0,DNP,Week 15Dec 7[17],2008,14
638,15,<,16,Oregon,Pac-10,9-3,710,13.0,DNP,Week 15Dec 7[17],2008,17
639,16,<,17,Georgia,SEC,9-3,599,17.0,DNP,Week 15Dec 7[17],2008,15
640,17,<,20,BYU,MWC,10-2,477,16.0,DNP,Week 15Dec 7[17],2008,16
641,18,<,23,Pittsburgh,Big East,9-3,428,21.0,W 34-10 A Connecticut,Week 15Dec 7[17],2008,20
642,19,<,21,Michigan State,Big Ten,9-3,423,18.0,DNP,Week 15Dec 7[17],2008,18
643,20,<,22,Mississippi,SEC,8-4,389,24.0,DNP,Week 15Dec 7[17],2008,25
644,21,<,NR,Virginia Tech,ACC,9-4,318,19.0,W 30-12 N #18 Boston College (ACC CG),Week 15Dec 7[17],2008,19
645,22,<,24,Northwestern,Big Ten,9-3,262,20.0,DNP,Week 15Dec 7[17],2008,23
646,23,<,12,Ball State,MAC,12-1,249,22.0,L 42-24 N Buffalo (MAC CG),Week 15Dec 7[17],2008,22
647,24,<,25,Oregon State,Pac-10,8-4,163,25.0,DNP,Week 15Dec 7[17],2008,NR
648,25,<,19,Missouri,Big 12,9-4,150,23.0,L 62-21 N #4 Oklahoma (Big 12 CG),Week 15Dec 7[17],2008,21
649,RV,<,NR,Iowa,Big Ten,,104,,,Week 15Dec 7[17],2008,NR
650,RV,<,18,Boston College,ACC,9-4,95,,L 30-12 N Virginia Tech,Week 15Dec 7[17],2008,24
651,RV,<,NR,Florida State,ACC,,13,,,Week 15Dec 7[17],2008,NR
652,RV,<,NR,East Carolina,CUSA,,12,,,Week 15Dec 7[17],2008,NR
653,RV,<,NR,West Virginia,Big East,,12,,,Week 15Dec 7[17],2008,NR
654,RV,<,NR,California,Pac-10,,8,,,Week 15Dec 7[17],2008,NR
655,RV,<,NR,Rice,CUSA,,6,,,Week 15Dec 7[17],2008,NR
656,RV,<,NR,Nebraska,Big 12,,5,,,Week 15Dec 7[17],2008,NR
657,RV,<,NR,Tulsa,CUSA,,2,,,Week 15Dec 7[17],2008,NR
658,RV,<,NR,Rutgers,Big East,,1,,,Week 15Dec 7[17],2008,NR
659,1,<,1,Florida (48),SEC,13-1,1606,1,W 24-14 N #2 Oklahoma (BCS NC),Week 16 (Final)Jan 9,2008,
660,2,<,7,Utah (16),MWC,13-0,1519,4,W 31-17 N #4 Alabama (Sugar),Week 16 (Final)Jan 9,2008,
661,3,<,5,USC (1),Pac-10,12-1,1481,2,W 38-24 N #6 Penn State (Rose),Week 16 (Final)Jan 9,2008,
662,4,<,3,Texas,Big 12,12-1,1478,3,W 24-21 N #10 Ohio State (Fiesta),Week 16 (Final)Jan 9,2008,
663,5,<,2,Oklahoma,Big 12,12-2,1391,5,L 24-14 N #1 Florida (BCS NC),Week 16 (Final)Jan 9,2008,
664,6,<,4,Alabama,SEC,12-2,1264,6,L 31-17 N #7 Utah (Sugar),Week 16 (Final)Jan 9,2008,
665,7,<,11,TCU,MWC,11-2,1193,7,W 17-16 N #9 Boise State (Poinsettia),Week 16 (Final)Jan 9,2008,
666,8,<,6,Penn State,Big Ten,11-2,1153,8,L 38-24 N #5 USC (Rose),Week 16 (Final)Jan 9,2008,
667,9,<,10,Ohio State,Big Ten,10-3,1013,11,L 24-21 N #3 Texas (Fiesta),Week 16 (Final)Jan 9,2008,
668,10,<,15,Oregon,Pac-10,10-3,997,9,W 42-31 N #13 Oklahoma State (Holiday),Week 16 (Final)Jan 9,2008,
669,11,<,9,Boise State,WAC,12-1,938,13,L 17-16 N #11 TCU (Poinsettia),Week 16 (Final)Jan 9,2008,
670,12,<,8,Texas Tech,Big 12,11-2,916,12,L 47-34 N #20 Mississippi (Cotton),Week 16 (Final)Jan 9,2008,
671,13,<,16,Georgia,SEC,10-3,903,10,W 24-12 N #19 Michigan State (Capital One),Week 16 (Final)Jan 9,2008,
672,14,<,20,Mississippi,SEC,9-4,857,15,W 47-34 N #8 Texas Tech (Cotton),Week 16 (Final)Jan 9,2008,
673,15,<,21,Virginia Tech,ACC,10-4,713,14,W 20-7 N #12 Cincinnati (Orange),Week 16 (Final)Jan 9,2008,
674,16,<,13,Oklahoma State,Big 12,9-4,534,18,L 42-31 N #15 Oregon (Holiday),Week 16 (Final)Jan 9,2008,
675,17,<,12,Cincinnati,Big East,11-3,506,17,L 20-7 N #21 Virginia Tech (Orange),Week 16 (Final)Jan 9,2008,
676,18,<,24,Oregon State,Pac-10,9-4,467,19,W 3-0 N #18 Pittsburgh (Sun),Week 16 (Final)Jan 9,2008,
677,19,<,25,Missouri,Big 12,10-4,435,16,W 30-23 (1OT) N #22 Northwestern (Alamo),Week 16 (Final)Jan 9,2008,
678,20,<,NR,Iowa,Big Ten,9-4,317,20,W 31-10 N South Carolina (Outback),Week 16 (Final)Jan 9,2008,
679,21,<,NR,Florida State,ACC,9-4,246,23,W 42-13 N Wisconsin (Champs Sports),Week 16 (Final)Jan 9,2008,
680,22,<,14,Georgia Tech,ACC,9-4,223,22,L 38-3 N LSU (Peach),Week 16 (Final)Jan 9,2008,
681,23,<,NR,West Virginia,Big East,9-4,144,NR,W 31-30 N North Carolina (Meineke Car Care),Week 16 (Final)Jan 9,2008,
682,24,<,19,Michigan State,Big Ten,9-4,138,24,L 24-12 N #16 Georgia (Capital One),Week 16 (Final)Jan 9,2008,
683,25,<,17,BYU,MWC,10-3,137,21,L 31-21 N Arizona (Las Vegas),Week 16 (Final)Jan 9,2008,
684,RV,<,NR,California,Pac-10,,128,,,Week 16 (Final)Jan 9,2008,
685,RV,<,NR,LSU,SEC,,95,,,Week 16 (Final)Jan 9,2008,
686,RV,<,NR,Nebraska,Big 12,,64,,,Week 16 (Final)Jan 9,2008,
687,RV,<,NR,Tulsa,CUSA,,61,,,Week 16 (Final)Jan 9,2008,
688,RV,<,22,Northwestern,Big Ten,9-4,53,,L 30-23 (1OT) N #25 Missouri (Alamo),Week 16 (Final)Jan 9,2008,
689,RV,<,NR,Boston College,ACC,,11,,,Week 16 (Final)Jan 9,2008,
690,RV,<,NR,Rutgers,Big East,,11,,,Week 16 (Final)Jan 9,2008,
691,RV,<,NR,Rice,CUSA,,8,,,Week 16 (Final)Jan 9,2008,
692,RV,<,NR,Arizona,Pac-10,,4,,,Week 16 (Final)Jan 9,2008,
693,RV,<,NR,Kansas,Big 12,,2,,,Week 16 (Final)Jan 9,2008,
694,NR,<,18,Pittsburgh,Big East,9-4,106,,L 3-0 N #24 Oregon State (Sun),Week 16 (Final)Jan 9,2008,
695,NR,<,23,Ball State,MAC,12-2,13,,L 45-13 N Tulsa (GMAC),Week 16 (Final)Jan 9,2008,
