,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,4,Michigan (23),Big Ten,0-0,1439.0,DNP,PreseasonAug 28[1],1989
1,2,<,1,Notre Dame (20),Ind,0-0,1378.0,DNP,PreseasonAug 28[1],1989
2,3,<,10,Nebraska (10),Big 8,0-0,1333.0,DNP,PreseasonAug 28[1],1989
3,4,<,2,Miami (FL) (4),Ind,0-0,1322.0,DNP,PreseasonAug 28[1],1989
4,5,<,7,USC (1),Pac-10,0-0,1288.0,DNP,PreseasonAug 28[1],1989
5,6,<,3,Florida State (2),Ind,0-0,1202.0,DNP,PreseasonAug 28[1],1989
6,7,<,19,LSU,SEC,0-0,1059.0,DNP,PreseasonAug 28[1],1989
7,8,<,8,Auburn,SEC,0-0,1007.0,DNP,PreseasonAug 28[1],1989
8,9,<,6,UCLA,Pac-10,0-0,996.0,DNP,PreseasonAug 28[1],1989
9,10,<,12,Arkansas,Southwest,0-0,884.0,DNP,PreseasonAug 28[1],1989
10,11,<,NR,Penn State,Ind,0-0,746.0,DNP,PreseasonAug 28[1],1989
11,12,<,9,Clemson,ACC,0-0,695.0,DNP,PreseasonAug 28[1],1989
12,13,<,13,Syracuse,Ind,0-0,644.0,DNP,PreseasonAug 28[1],1989
13,14,<,NR,Colorado,Big 8,0-0,630.0,DNP,PreseasonAug 28[1],1989
14,15,<,14,Oklahoma,Big 8,0-0,620.0,DNP,PreseasonAug 28[1],1989
15,16,<,17,Alabama,SEC,0-0,479.0,DNP,PreseasonAug 28[1],1989
16,17,<,5,West Virginia,Ind,0-0,457.0,DNP,PreseasonAug 28[1],1989
17,18,<,NR,Arizona,Pac-10,0-0,319.0,DNP,PreseasonAug 28[1],1989
18,19,<,NR,BYU,WAC,0-0,306.0,DNP,PreseasonAug 28[1],1989
19,20,<,NR,Pittsburgh,Ind,0-0,282.0,DNP,PreseasonAug 28[1],1989
20,21,<,18,Houston,Southwest,0-0,281.0,DNP,PreseasonAug 28[1],1989
21,22,<,NR,Illinois,Big Ten,0-0,277.0,DNP,PreseasonAug 28[1],1989
22,23,<,NR,Iowa,Big Ten,0-0,250.0,DNP,PreseasonAug 28[1],1989
23,24,<,NR,NC State,ACC,0-0,238.0,DNP,PreseasonAug 28[1],1989
24,25,<,NR,Ohio State,Big Ten,0-0,200.5,DNP,PreseasonAug 28[1],1989
25,NR,<,11,Oklahoma State,Big 8,0-0,0.0,DNP,PreseasonAug 28[1],1989
26,NR,<,15,Georgia,SEC,0-0,0.0,DNP,PreseasonAug 28[1],1989
27,NR,<,16,Washington State,Pac-10,0-0,0.0,DNP,PreseasonAug 28[1],1989
28,NR,<,20,Indiana,Big Ten,0-0,0.0,DNP,PreseasonAug 28[1],1989
29,1,<,2,Notre Dame (31),Ind,1-0,1430.0,W 36-13 N Virginia (Kickoff Classic),Week 1Sep 5[2],1989
30,2,<,1,Michigan (18),Big Ten,0-0,1419.0,DNP,Week 1Sep 5[2],1989
31,3,<,4,Miami (FL) (4),Ind,0-0,1342.0,DNP,Week 1Sep 5[2],1989
32,4,<,3,Nebraska (6),Big 8,0-0,1335.0,DNP,Week 1Sep 5[2],1989
33,5,<,8,Auburn,SEC,0-0,1149.0,DNP,Week 1Sep 5[2],1989
34,6,<,9,UCLA,Pac-10,0-0,1110.0,DNP,Week 1Sep 5[2],1989
35,7,<,10,Arkansas,Southwest,0-0,968.0,DNP,Week 1Sep 5[2],1989
36,8,<,15,Oklahoma,Big 8,1-0,886.0,W 73-3 H New Mexico State,Week 1Sep 5[2],1989
37,9,<,14,Colorado,Big 8,1-0,860.0,,Week 1Sep 5[2],1989
38,10,<,12,Clemson,ACC,1-0,812.0,,Week 1Sep 5[2],1989
39,11,<,22,Illinois,Big Ten,1-0,811.0,,Week 1Sep 5[2],1989
40,12,<,11,Penn State,Ind,0-0,774.0,DNP,Week 1Sep 5[2],1989
41,13,<,5,USC,Pac-10,0-1,650.0,,Week 1Sep 5[2],1989
42,14,<,13,Syracuse,Ind,0-0,606.0,DNP,Week 1Sep 5[2],1989
43,15,<,NR,Texas A&M,Southwest,1-0,569.0,,Week 1Sep 5[2],1989
44,16,<,6,Florida State,Ind,0-1,548.0,,Week 1Sep 5[2],1989
45,17,<,17,West Virginia,Ind,1-0,515.0,,Week 1Sep 5[2],1989
46,18,<,NR,Southern Miss,Ind,1-0,486.0,W 30-26 N #6 Florida State,Week 1Sep 5[2],1989
47,19,<,16,Alabama,SEC,0-0,434.0,DNP,Week 1Sep 5[2],1989
48,20,<,18,Arizona,Pac-10,1-0,396.0,W 19-3 H Stanford,Week 1Sep 5[2],1989
49,21,<,7,LSU,SEC,0-1,369.0,L 28-16 A Texas A&M,Week 1Sep 5[2],1989
50,22,<,21,Houston,Southwest,1-0,326.0,,Week 1Sep 5[2],1989
51,23,<,20,Pittsburgh,Ind,1-0,319.0,,Week 1Sep 5[2],1989
52,24,<,19,BYU,WAC,1-0,272.0,,Week 1Sep 5[2],1989
53,25,<,24,NC State,ACC,1-0,157.0,,Week 1Sep 5[2],1989
54,NR,<,23,Iowa,Big Ten,,0.0,,Week 1Sep 5[2],1989
55,NR,<,25,Ohio State,Big Ten,,0.0,,Week 1Sep 5[2],1989
56,1,<,1,Notre Dame (37),Ind,1-0,1463.0,DNP,Week 2Sep 12[3],1989
57,2,<,2,Michigan (15),Big Ten,0-0,1440.0,DNP,Week 2Sep 12[3],1989
58,3,<,3,Miami (FL) (5),Ind,1-0,1360.0,,Week 2Sep 12[3],1989
59,4,<,4,Nebraska (3),Big 8,1-0,1303.0,,Week 2Sep 12[3],1989
60,5,<,5,Auburn,SEC,1-0,1249.0,,Week 2Sep 12[3],1989
61,6,<,8,Oklahoma,Big 8,2-0,1121.0,W 33-7 H Baylor,Week 2Sep 12[3],1989
62,7,<,10,Clemson,ACC,2-0,1073.0,,Week 2Sep 12[3],1989
63,8,<,9,Colorado,Big 8,2-0,1065.0,,Week 2Sep 12[3],1989
64,9,<,7,Arkansas,Southwest,0-0,1035.0,DNP,Week 2Sep 12[3],1989
65,10,<,11,Illinois,Big Ten,1-0,953.0,,Week 2Sep 12[3],1989
66,11,<,14,Syracuse,Ind,1-0,900.0,,Week 2Sep 12[3],1989
67,12,<,17,West Virginia,Ind,2-0,713.0,,Week 2Sep 12[3],1989
68,13,<,13,USC,Pac-10,0-1,647.0,,Week 2Sep 12[3],1989
69,14,<,23,Pittsburgh,Ind,2-0,598.0,,Week 2Sep 12[3],1989
70,15,<,NR,Washington,Pac-10,1-0,514.0,,Week 2Sep 12[3],1989
71,16,<,19,Alabama,SEC,0-0,508.0,DNP,Week 2Sep 12[3],1989
72,17,<,NR,Tennessee,SEC,2-0,492.0,W 24-6 A #6 UCLA,Week 2Sep 12[3],1989
73,18,<,22,Houston,Southwest,1-0,470.0,,Week 2Sep 12[3],1989
74,19,<,25,NC State,ACC,2-0,394.0,,Week 2Sep 12[3],1989
75,20,<,6,UCLA,Pac-10,0-1,365.0,L 24-6 H Tennessee,Week 2Sep 12[3],1989
76,21,<,21,LSU,SEC,0-1,310.0,,Week 2Sep 12[3],1989
77,22,<,15,Texas A&M,Southwest,1-1,168.0,,Week 2Sep 12[3],1989
78,23,<,NR,Washington State,Pac-10,2-0,157.0,W 46-41 A #24 BYU,Week 2Sep 12[3],1989
79,24,<,NR,Iowa,Big Ten,0-0,135.0,DNP,Week 2Sep 12[3],1989
80,25,<,NR,Mississippi State,SEC,2-0,120.0,,Week 2Sep 12[3],1989
81,NR,<,12,Penn State,Ind,,0.0,,Week 2Sep 12[3],1989
82,NR,<,16,Florida State,Ind,,0.0,,Week 2Sep 12[3],1989
83,NR,<,18,Southern Miss,Ind,,0.0,,Week 2Sep 12[3],1989
84,NR,<,20,Arizona,Pac-10,1-1,0.0,L 24-14 A Texas Tech,Week 2Sep 12[3],1989
85,NR,<,24,BYU,WAC,,0.0,,Week 2Sep 12[3],1989
86,1,<,1,Notre Dame (57),Ind,2-0,1497.0,W 24-19 A #2 Michigan,Week 3Sep 19[4],1989
87,2,<,3,Miami (FL) (3),Ind,2-0,1424.0,,Week 3Sep 19[4],1989
88,3,<,4,Nebraska,Big 8,2-0,1308.0,,Week 3Sep 19[4],1989
89,4,<,5,Auburn,SEC,2-0,1290.0,,Week 3Sep 19[4],1989
90,5,<,2,Michigan,Big Ten,0-1,1224.0,L 24-19 H #1 Notre Dame,Week 3Sep 19[4],1989
91,6,<,8,Colorado,Big 8,3-0,1218.0,,Week 3Sep 19[4],1989
92,7,<,7,Clemson,ACC,3-0,1166.0,,Week 3Sep 19[4],1989
93,8,<,9,Arkansas,Southwest,1-0,1059.0,,Week 3Sep 19[4],1989
94,9,<,12,West Virginia,Ind,3-0,926.0,,Week 3Sep 19[4],1989
95,10,<,11,Syracuse,Ind,2-0,848.0,,Week 3Sep 19[4],1989
96,11,<,15,Washington,Pac-10,2-0,790.0,,Week 3Sep 19[4],1989
97,12,<,13,USC,Pac-10,1-1,746.0,,Week 3Sep 19[4],1989
98,13,<,14,Pittsburgh,Ind,2-0,704.0,,Week 3Sep 19[4],1989
99,14,<,17,Tennessee,SEC,3-0,695.0,,Week 3Sep 19[4],1989
100,15,<,16,Alabama,SEC,1-0,640.0,,Week 3Sep 19[4],1989
101,16,<,6,Oklahoma,Big 8,2-1,531.0,L 6-3 A Arizona,Week 3Sep 19[4],1989
102,17,<,18,Houston,Southwest,1-0,471.0,,Week 3Sep 19[4],1989
103,18,<,19,NC State,ACC,3-0,449.0,,Week 3Sep 19[4],1989
104,19,<,23,Washington State,Pac-10,3-0,339.0,W 41-3 H Oregon State,Week 3Sep 19[4],1989
105,20,<,10,Illinois,Big Ten,1-1,314.0,,Week 3Sep 19[4],1989
106,21,<,22,Texas A&M,Southwest,2-1,259.0,,Week 3Sep 19[4],1989
107,22,<,NR,Oregon,Pac-10,2-0,245.0,,Week 3Sep 19[4],1989
108,23,<,NR,Arizona,Pac-10,2-1,236.0,W 6-3 H Oklahoma,Week 3Sep 19[4],1989
109,24,<,20,UCLA,Pac-10,1-1,188.0,,Week 3Sep 19[4],1989
110,25,<,NR,Ohio State,Big Ten,1-0,182.0,,Week 3Sep 19[4],1989
111,NR,<,21,LSU,SEC,,0.0,,Week 3Sep 19[4],1989
112,NR,<,24,Iowa,Big Ten,,0.0,,Week 3Sep 19[4],1989
