,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
79,12,<,15,Tulsa,MVC,6-0,60.31,W 40-0 A Drake,Week 4Nov 2[4],1942
80,13,<,20,Tennessee,SEC,4-1-1,47.31,,Week 4Nov 2[4],1942
81,14,<,17,Texas,Southwest,6-1,37.31,,Week 4Nov 2[4],1942
82,15,<,NR,Santa Clara,Ind,5-1,33.31,,Week 4Nov 2[4],1942
83,16,<,NR,Baylor,Southwest,6-1,30.31,,Week 4Nov 2[4],1942
84,17,<,18,William & Mary,Southern,5-0-1,25.0,W 35-14 A Dartmouth,Week 4Nov 2[4],1942
85,18,<,NR,Fresno State (1),CCAA,7-0,17.0,W 13-0 A Pacific,Week 4Nov 2[4],1942
86,19,<,8,Army,Ind,4-1,12.31,,Week 4Nov 2[4],1942
87,20,<,12,Illinois,Big Ten,4-2,10.0,,Week 4Nov 2[4],1942
88,NR,<,9,TCU,Southwest,,0.0,,Week 4Nov 2[4],1942
89,NR,<,15,Syracuse,Ind,,0.0,,Week 4Nov 2[4],1942
90,NR,<,19,LSU,SEC,,0.0,,Week 4Nov 2[4],1942
91,1,<,1,Georgia (85),SEC,8-0,1088.0,W 75-0 N Florida,Week 5Nov 9[5],1942
92,2,<,3,Georgia Tech (14),SEC,7-0,988.0,,Week 5Nov 9[5],1942
93,3,<,5,Boston College (10),Ind,6-0,819.5,,Week 5Nov 9[5],1942
94,4,<,4,Notre Dame (1),Ind,5-1-1,772.6,,Week 5Nov 9[5],1942
95,5,<,8,Alabama,SEC,6-1,418.6,,Week 5Nov 9[5],1942
96,6,<,11,Michigan,Big Ten,5-2,349.0,,Week 5Nov 9[5],1942
97,7,<,2,Wisconsin,Big Ten,6-1-1,208.6,,Week 5Nov 9[5],1942
98,8,<,14,Texas,Southwest,7-1,207.6,,Week 5Nov 9[5],1942
99,9,<,12,Tulsa (1),MVC,7-0,205.5,W 34-6 H Oklahoma State,Week 5Nov 9[5],1942
100,10,<,6,Ohio State (1),Big Ten,6-1,204.6,,Week 5Nov 9[5],1942
101,11,<,13,Tennessee,SEC,5-1-1,84.6,,Week 5Nov 9[5],1942
102,12,<,NR,Iowa,Big Ten,6-2,68.1,,Week 5Nov 9[5],1942
103,13,<,20,Illinois,Big Ten,5-2,50.0,,Week 5Nov 9[5],1942
104,14,<,NR,Washington State,PCC,5-1,43.1,W 25-13 H Michigan State,Week 5Nov 9[5],1942
105,15,<,17,William & Mary,Southern,6-0-1,34.0,W 40-0 H Randolph-Macon,Week 5Nov 9[5],1942
106,16,<,7,Minnesota,Big Ten,4-3,21.0,L 7-0 H Indiana,Week 5Nov 9[5],1942
107,17,<,9,Penn,Ind,4-2-1,18.1,,Week 5Nov 9[5],1942
108,18,<,10,UCLA,PCC,4-3,17.0,,Week 5Nov 9[5],1942
109,19,<,NR,Hardin-Simmons,BIAA,6-0,12.0,DNP,Week 5Nov 9[5],1942
110,20,<,NR,Williams,Ind,7-0,11.0,,Week 5Nov 9[5],1942
111,NR,<,15,Santa Clara,Ind,,0.0,,Week 5Nov 9[5],1942
112,NR,<,16,Baylor,Southwest,,0.0,,Week 5Nov 9[5],1942
113,NR,<,18,Fresno State,CCAA,,0.0,,Week 5Nov 9[5],1942
114,NR,<,19,Army,Ind,,0.0,,Week 5Nov 9[5],1942
115,1,<,1,Georgia (69),SEC,9-0,1171.0,W 40-0 A Chattanooga,Week 6Nov 16[6],1942
116,2,<,2,Georgia Tech (13),SEC,8-0,1095.0,,Week 6Nov 16[6],1942
117,3,<,3,Boston College (37),Ind,7-0,1025.0,,Week 6Nov 16[6],1942
118,4,<,6,Michigan (3),Big Ten,6-2,827.0,,Week 6Nov 16[6],1942
119,5,<,10,Ohio State (1),Big Ten,7-1,609.0,,Week 6Nov 16[6],1942
120,6,<,9,Tulsa (2),MVC,8-0,532.0,W 24-0 H Baylor,Week 6Nov 16[6],1942
121,7,<,7,Wisconsin,Big Ten,7-1-1,408.0,,Week 6Nov 16[6],1942
122,8,<,4,Notre Dame,Ind,5-2-1,279.0,,Week 6Nov 16[6],1942
123,9,<,5,Alabama,SEC,6-2,266.0,,Week 6Nov 16[6],1942
124,10,<,16,Minnesota,Big Ten,5-3,150.0,W 27-7 H #12 Iowa,Week 6Nov 16[6],1942
125,11,<,11,Tennessee,SEC,6-1-1,105.0,,Week 6Nov 16[6],1942
126,12,<,14,Washington State (1),PCC,6-1,74.0,W 7-0 A Idaho,Week 6Nov 16[6],1942
127,13,<,15,William & Mary,Southern,7-0-1,60.0,W 27-6 A VMI,Week 6Nov 16[6],1942
128,14,<,8,Texas,Southwest,7-2,54.0,,Week 6Nov 16[6],1942
129,14,<,NR,Santa Clara,Ind,7-1,54.0,,Week 6Nov 16[6],1942
130,16,<,NR,USC,PCC,3-3-1,19.0,,Week 6Nov 16[6],1942
131,17,<,19,Hardin-Simmons,BIAA,7-0,18.0,W 13-0 A Louisiana Tech,Week 6Nov 16[6],1942
132,18,<,18,UCLA,PCC,4-3,16.0,,Week 6Nov 16[6],1942
133,18,<,NR,Indiana,Big Ten,5-3,16.0,W 54-0 H Kansas State,Week 6Nov 16[6],1942
134,18,<,NR,TCU,Southwest,6-2,16.0,W 13-7 H Texas,Week 6Nov 16[6],1942
135,NR,<,12,Iowa,Big Ten,,0.0,,Week 6Nov 16[6],1942
136,NR,<,13,Illinois,Big Ten,,0.0,,Week 6Nov 16[6],1942
137,NR,<,17,Penn,Ind,,0.0,,Week 6Nov 16[6],1942
138,NR,<,20,Williams,Ind,,0.0,,Week 6Nov 16[6],1942
139,1,<,3,Boston College (47),Ind,8-0,1078.0,W 37-0 N Boston,Week 7Nov 23[7],1942
140,2,<,2,Georgia Tech (50),SEC,9-0,1044.0,,Week 7Nov 23[7],1942
141,3,<,5,Ohio State (16),Big Ten,8-1,904.0,,Week 7Nov 23[7],1942
142,4,<,7,Wisconsin (2),Big Ten,8-1-1,694.0,,Week 7Nov 23[7],1942
143,5,<,1,Georgia (1),SEC,9-1,616.0,L 27-13 H Auburn,Week 7Nov 23[7],1942
144,6,<,6,Tulsa (1),MVC,9-0,577.0,W 33-19 A Creighton,Week 7Nov 23[7],1942
145,7,<,9,Alabama,SEC,7-2,288.0,,Week 7Nov 23[7],1942
146,8,<,8,Notre Dame,Ind,6-2-1,281.0,,Week 7Nov 23[7],1942
147,9,<,4,Michigan,Big Ten,6-3,279.0,,Week 7Nov 23[7],1942
148,10,<,11,Tennessee,SEC,7-1-1,197.0,,Week 7Nov 23[7],1942
149,11,<,18,UCLA,PCC,5-3,88.0,,Week 7Nov 23[7],1942
150,12,<,14,Santa Clara,Ind,7-2,72.0,,Week 7Nov 23[7],1942
151,12,<,NR,Stanford,PCC,5-4,72.0,,Week 7Nov 23[7],1942
152,14,<,16,USC,PCC,3-3-1,34.0,,Week 7Nov 23[7],1942
153,15,<,12,Washington State (1),PCC,6-1-1,29.0,T 6-6 H 2nd Air Force,Week 7Nov 23[7],1942
154,16,<,NR,Auburn,SEC,5-4-1,20.0,,Week 7Nov 23[7],1942
155,16,<,NR,Mississippi State,SEC,7-2,20.0,,Week 7Nov 23[7],1942
156,18,<,14,Texas,Southwest,7-2,19.0,,Week 7Nov 23[7],1942
157,19,<,13,William & Mary,Southern,7-1-1,17.0,L 14-0 H North Carolina Pre-Flight,Week 7Nov 23[7],1942
158,20,<,10,Minnesota,Big Ten,5-4,16.0,L 20-6 A #7 Wisconsin,Week 7Nov 23[7],1942
159,NR,<,17,Hardin-Simmons,BIAA,,0.0,,Week 7Nov 23[7],1942
160,NR,<,18,Indiana,Big Ten,,0.0,,Week 7Nov 23[7],1942
161,NR,<,18,TCU,Southwest,,0.0,,Week 7Nov 23[7],1942
162,1,<,3,Ohio State (84),Big Ten,9-1,1432.0,W 41-12 H Iowa Pre-Flight,Week 8 (Final)Nov 30[8],1942
163,2,<,5,Georgia (62),SEC,10-1,1339.0,,Week 8 (Final)Nov 30[8],1942
164,3,<,4,Wisconsin (4),Big Ten,8-1-1,983.0,,Week 8 (Final)Nov 30[8],1942
165,4,<,6,Tulsa (4),MVC,10-0,936.0,W 40-7 H Arkansas,Week 8 (Final)Nov 30[8],1942
166,5,<,2,Georgia Tech,SEC,9-1,705.0,,Week 8 (Final)Nov 30[8],1942
167,6,<,8,Notre Dame,Ind,7-2-1,590.0,,Week 8 (Final)Nov 30[8],1942
168,7,<,10,Tennessee,SEC,8-1-1,533.0,,Week 8 (Final)Nov 30[8],1942
169,8,<,1,Boston College,Ind,8-1,485.0,L 55-12 H Holy Cross (MA),Week 8 (Final)Nov 30[8],1942
170,9,<,9,Michigan,Big Ten,7-3,467.0,,Week 8 (Final)Nov 30[8],1942
171,10,<,7,Alabama,SEC,7-3,234.0,,Week 8 (Final)Nov 30[8],1942
172,11,<,18,Texas,Southwest,8-2,137.0,,Week 8 (Final)Nov 30[8],1942
173,12,<,12,Stanford,PCC,6-4,72.0,,Week 8 (Final)Nov 30[8],1942
174,13,<,11,UCLA,PCC,5-3,54.0,,Week 8 (Final)Nov 30[8],1942
175,14,<,19,William & Mary (1),Southern,8-1-1,39.0,W 10-0 A Richmond,Week 8 (Final)Nov 30[8],1942
176,15,<,12,Santa Clara,Ind,7-2,32.0,,Week 8 (Final)Nov 30[8],1942
177,16,<,16,Auburn,SEC,6-4-1,25.0,,Week 8 (Final)Nov 30[8],1942
178,17,<,15,Washington State,PCC,6-1-2,24.0,T 0-0 A Washington,Week 8 (Final)Nov 30[8],1942
179,18,<,16,Mississippi State,SEC,7-2,22.0,,Week 8 (Final)Nov 30[8],1942
180,19,<,20,Minnesota,Big Ten,5-4,19.0,DNP,Week 8 (Final)Nov 30[8],1942
181,19,<,NR,Holy Cross (1),Ind,5-4-1,19.0,W 55-12 A #1 Boston College,Week 8 (Final)Nov 30[8],1942
182,19,<,NR,Penn State,Ind,6-1-1,19.0,,Week 8 (Final)Nov 30[8],1942
183,NR,<,14,USC,PCC,,0.0,,Week 8 (Final)Nov 30[8],1942
