,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,,Notre Dame (53),Ind,2-0,977.0,W 55-13 H Georgia Tech,Week 1Oct 4[1],1943
1,2,<,,Michigan (36),Big Ten,3-0,880.0,,Week 1Oct 4[1],1943
2,3,<,,Army (4),Ind,2-0,631.0,W 42-0 H Colgate,Week 1Oct 4[1],1943
3,4,<,,Navy (3),Ind,2-0,616.0,,Week 1Oct 4[1],1943
4,5,<,,Duke (4),Southern,3-0,575.0,,Week 1Oct 4[1],1943
5,6,<,,Penn (1),Ind,2-0,434.0,,Week 1Oct 4[1],1943
6,7,<,,Purdue (2),Big Ten,3-0,392.0,,Week 1Oct 4[1],1943
7,8,<,,Iowa Pre-Flight (2),Ind,3-0,251.0,,Week 1Oct 4[1],1943
8,9,<,,Minnesota (1),Big Ten,2-0,237.0,,Week 1Oct 4[1],1943
9,10,<,,USC,PCC,2-0,179.0,,Week 1Oct 4[1],1943
10,11,<,,Southwestern,Other,3-0,123.0,,Week 1Oct 4[1],1943
11,12,<,,Great Lakes Naval,Ind,2-1,112.0,,Week 1Oct 4[1],1943
12,13,<,,Memphis Naval,Ind,3-0,95.0,,Week 1Oct 4[1],1943
13,14,<,,Dartmouth,Ind,2-0,59.0,W 47-0 H Coast Guard (NH),Week 1Oct 4[1],1943
14,15,<,,Del Monte Pre-Flight,Ind,2-0,57.0,,Week 1Oct 4[1],1943
15,16,<,,March Field/4th AF,Ind,2-0,25.0,W 40-0 H Redlands,Week 1Oct 4[1],1943
16,17,<,,LSU,SEC,2-0,24.0,,Week 1Oct 4[1],1943
17,18,<,,Ohio State,Big Ten,2-0,23.0,,Week 1Oct 4[1],1943
18,19,<,,Northwestern,Big Ten,1-1,18.0,,Week 1Oct 4[1],1943
19,20,<,,Pacific,Ind,3-0,17.0,W 19-7 A UCLA,Week 1Oct 4[1],1943
20,1,<,1,Notre Dame (86),Ind,3-0,941.0,W 35-12 A #2 Michigan,Week 2Oct 11[2],1943
