,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
41,NR,<,17,Texas A&M,Southwest,,0,,Week 2Oct 14[2],1945
42,NR,<,18,Tennessee,SEC,,0,,Week 2Oct 14[2],1945
43,NR,<,20,Virginia,Ind,,0,,Week 2Oct 14[2],1945
44,1,<,1,Army (101),Ind,4-0,1108,W 55-13 H Melville PT Boats (RI),Week 3Oct 21[3],1945
45,2,<,3,Notre Dame (4),Ind,4-0,860,W 39-9 A Pittsburgh,Week 3Oct 21[3],1945
46,3,<,2,Navy (5),Ind,4-0,803,,Week 3Oct 21[3],1945
47,4,<,9,Purdue,Big Ten,5-0,702,,Week 3Oct 21[3],1945
48,5,<,5,Minnesota (1),Big Ten,4-0,696,,Week 3Oct 21[3],1945
49,6,<,6,Alabama,SEC,4-0,668,,Week 3Oct 21[3],1945
50,7,<,7,Penn,Ind,3-0,339,,Week 3Oct 21[3],1945
51,8,<,8,Indiana,Big Ten,4-0-1,280,W 52-20 A Iowa,Week 3Oct 21[3],1945
52,9,<,10,Texas,Southwest,5-0,199,,Week 3Oct 21[3],1945
53,10,<,11,St. Mary's (1),Ind,5-0,119,,Week 3Oct 21[3],1945
54,11,<,17,Columbia,Ind,4-0,94,W 31-7 H Colgate,Week 3Oct 21[3],1945
55,12,<,4,Ohio State,Big Ten,3-1,59,,Week 3Oct 21[3],1945
56,13,<,NR,LSU,SEC,3-1,55,,Week 3Oct 21[3],1945
57,14,<,18,Tulsa,MVC,4-0,41,W 40-0 H Nevada,Week 3Oct 21[3],1945
58,15,<,19,Holy Cross,Ind,4-0,35,W 25-0 A Brown,Week 3Oct 21[3],1945
59,16,<,13,Michigan,Big Ten,3-2,33,,Week 3Oct 21[3],1945
60,17,<,15,Oklahoma State,MVC,4-0,31,W 46-6 A Utah,Week 3Oct 21[3],1945
61,18,<,20,Mississippi State,SEC,4-0,27,,Week 3Oct 21[3],1945
62,19,<,16,Duke,Southern,3-1,19,,Week 3Oct 21[3],1945
63,20,<,14,USC,PCC,4-1,18,,Week 3Oct 21[3],1945
64,NR,<,12,Georgia,SEC,,0,,Week 3Oct 21[3],1945
65,1,<,1,Army (91),Ind,5-0,1040,W 48-13 N #19 Duke,Week 4Oct 28[4],1945
66,2,<,2,Notre Dame (6),Ind,5-0,899,W 56-0 H Iowa,Week 4Oct 28[4],1945
67,3,<,3,Navy (3),Ind,5-0,796,,Week 4Oct 28[4],1945
68,4,<,6,Alabama (4),SEC,5-0,706,,Week 4Oct 28[4],1945
69,5,<,8,Indiana,Big Ten,5-0-1,457,W 7-2 H Tulsa,Week 4Oct 28[4],1945
70,6,<,12,Ohio State,Big Ten,4-1,317,,Week 4Oct 28[4],1945
71,7,<,7,Penn,Ind,3-1,254,,Week 4Oct 28[4],1945
72,8,<,10,St. Mary's (2),Ind,5-0,233,,Week 4Oct 28[4],1945
73,9,<,17,Oklahoma State,MVC,5-0,189,W 25-12 A TCU,Week 4Oct 28[4],1945
74,10,<,16,Michigan,Big Ten,4-2,154,,Week 4Oct 28[4],1945
75,11,<,15,Holy Cross,Ind,5-0,130,W 21-0 H Colgate,Week 4Oct 28[4],1945
76,12,<,11,Columbia,Ind,5-0,118,W 27-6 H Brown,Week 4Oct 28[4],1945
77,13,<,4,Purdue,Big Ten,5-1,85,,Week 4Oct 28[4],1945
78,14,<,NR,Oklahoma,Big 6,4-2,75,W 41-13 A Kansas State,Week 4Oct 28[4],1945
79,15,<,18,Mississippi State,SEC,4-0,60,,Week 4Oct 28[4],1945
80,16,<,5,Minnesota,Big Ten,4-1,53,,Week 4Oct 28[4],1945
81,17,<,13,LSU,SEC,4-1,39,,Week 4Oct 28[4],1945
82,18,<,19,Duke,Southern,3-2,28,,Week 4Oct 28[4],1945
83,18,<,NR,Washington,PCC,4-1,28,,Week 4Oct 28[4],1945
84,20,<,NR,Northwestern,Big Ten,2-2-1,24,,Week 4Oct 28[4],1945
85,NR,<,9,Texas,Southwest,,0,,Week 4Oct 28[4],1945
86,NR,<,14,Tulsa,MVC,,0,,Week 4Oct 28[4],1945
87,NR,<,20,USC,PCC,,0,,Week 4Oct 28[4],1945
88,1,<,1,Army (86),Ind,6-0,982,W 54-0 H Villanova,Week 5Nov 4[5],1945
89,2,<,2,Notre Dame (3),Ind,5-0-1,804,T 6-6 A #3 Navy,Week 5Nov 4[5],1945
90,3,<,4,Alabama (4),SEC,6-0,799,,Week 5Nov 4[5],1945
91,4,<,3,Navy (3),Ind,5-0-1,702,,Week 5Nov 4[5],1945
92,5,<,8,St. Mary's (2),Ind,6-0,486,,Week 5Nov 4[5],1945
93,6,<,5,Indiana (3),Big Ten,6-0-1,445,W 46-6 H Cornell College,Week 5Nov 4[5],1945
94,7,<,10,Michigan,Big Ten,5-2,346,,Week 5Nov 4[5],1945
95,8,<,6,Ohio State,Big Ten,5-1,280,,Week 5Nov 4[5],1945
96,9,<,7,Penn,Ind,4-1,218,,Week 5Nov 4[5],1945
97,10,<,12,Columbia,Ind,6-0,167,W 34-26 H Cornell,Week 5Nov 4[5],1945
98,11,<,9,Oklahoma State,MVC,5-0,109,DNP,Week 5Nov 4[5],1945
99,12,<,13,Purdue,Big Ten,6-1,99,,Week 5Nov 4[5],1945
100,13,<,11,Holy Cross,Ind,6-0,62,W 20-6 H New London Submarine Base,Week 5Nov 4[5],1945
101,14,<,17,LSU,SEC,5-1,42,,Week 5Nov 4[5],1945
102,15,<,NR,Virginia,Ind,5-0,24,,Week 5Nov 4[5],1945
103,16,<,18,Duke,Southern,4-2,18,,Week 5Nov 4[5],1945
104,17,<,NR,Texas,Southwest,6-1,15,,Week 5Nov 4[5],1945
105,18,<,18,Washington,PCC,5-1,7,,Week 5Nov 4[5],1945
106,19,<,NR,Tulsa,MVC,4-1,6,L 7-2 A Indiana,Week 5Nov 4[5],1945
107,20,<,16,Minnesota,Big Ten,4-2,5,,Week 5Nov 4[5],1945
108,NR,<,14,Oklahoma,Big 6,4-3,0,L 13-7 H TCU,Week 5Nov 4[5],1945
109,NR,<,15,Mississippi State,SEC,,0,,Week 5Nov 4[5],1945
110,NR,<,20,Northwestern,Big Ten,,0,,Week 5Nov 4[5],1945
111,1,<,1,Army (91),Ind,7-0,1036,W 48-0 N #2 Notre Dame,Week 6Nov 11[6],1945
112,2,<,4,Navy (5),Ind,6-0-1,879,,Week 6Nov 11[6],1945
113,3,<,3,Alabama (5),SEC,6-0,744,,Week 6Nov 11[6],1945
114,4,<,6,Indiana,Big Ten,7-0-1,661,W 49-0 A Minnesota,Week 6Nov 11[6],1945
115,5,<,5,St. Mary's (4),Ind,6-0,624,,Week 6Nov 11[6],1945
116,6,<,9,Penn,Ind,5-1,450,,Week 6Nov 11[6],1945
117,7,<,2,Notre Dame,Ind,5-1-1,418,L 48-0 N #1 Army,Week 6Nov 11[6],1945
118,8,<,11,Oklahoma State,MVC,6-0,320,W 12-6 H #19 Tulsa,Week 6Nov 11[6],1945
119,9,<,8,Ohio State,Big Ten,6-1,157,,Week 6Nov 11[6],1945
120,10,<,13,Holy Cross,Ind,7-0,118,W 39-6 H Coast Guard (CT),Week 6Nov 11[6],1945
121,11,<,12,Purdue,Big Ten,7-1,81,,Week 6Nov 11[6],1945
122,12,<,NR,Penn State,Ind,5-1,55,,Week 6Nov 11[6],1945
123,13,<,15,Virginia,Ind,6-0,47,,Week 6Nov 11[6],1945
124,14,<,7,Michigan,Big Ten,5-3,30,,Week 6Nov 11[6],1945
125,14,<,NR,Oklahoma,Big 6,5-3,30,W 14-7 H Iowa State,Week 6Nov 11[6],1945
126,16,<,NR,Mississippi State,SEC,5-1,27,,Week 6Nov 11[6],1945
127,17,<,17,Texas,Southwest,7-1,26,,Week 6Nov 11[6],1945
128,18,<,NR,Tennessee,SEC,6-1,21,,Week 6Nov 11[6],1945
129,19,<,19,Tulsa,MVC,4-2,13,L 12-6 A Oklahoma State,Week 6Nov 11[6],1945
130,20,<,16,Duke,Southern,5-2,10,,Week 6Nov 11[6],1945
131,NR,<,10,Columbia,Ind,,0,,Week 6Nov 11[6],1945
132,NR,<,14,LSU,SEC,,0,,Week 6Nov 11[6],1945
133,NR,<,18,Washington,PCC,,0,,Week 6Nov 11[6],1945
134,NR,<,20,Minnesota,Big Ten,,0,,Week 6Nov 11[6],1945
135,1,<,1,Army (81),Ind,8-0,828,W 61-0 A #6 Penn,Week 7Nov 18[7],1945
136,2,<,2,Navy,Ind,7-0-1,700,,Week 7Nov 18[7],1945
137,3,<,3,Alabama (1),SEC,7-0,611,,Week 7Nov 18[7],1945
138,4,<,4,Indiana,Big Ten,8-0-1,539,W 19-0 A Pittsburgh,Week 7Nov 18[7],1945
139,5,<,7,Notre Dame,Ind,6-1-1,496,W 34-7 A Northwestern,Week 7Nov 18[7],1945
140,6,<,8,Oklahoma State,MVC,7-0,336,W 46-6 H Texas Tech,Week 7Nov 18[7],1945
141,7,<,9,Ohio State,Big Ten,7-1,239,,Week 7Nov 18[7],1945
142,8,<,14,Michigan,Big Ten,6-3,204,,Week 7Nov 18[7],1945
143,9,<,5,St. Mary's,Ind,6-1,133,,Week 7Nov 18[7],1945
144,10,<,17,Texas,Southwest,8-1,101,,Week 7Nov 18[7],1945
145,11,<,6,Penn,Ind,5-2,84,,Week 7Nov 18[7],1945
146,12,<,NR,UCLA (1),PCC,5-2,74,,Week 7Nov 18[7],1945
147,13,<,13,Virginia,Ind,7-0,60,,Week 7Nov 18[7],1945
148,14,<,18,Tennessee,SEC,6-1,36,,Week 7Nov 18[7],1945
149,15,<,20,Duke,Southern,5-2,35,,Week 7Nov 18[7],1945
150,16,<,NR,Missouri,Big 6,5-3,32,,Week 7Nov 18[7],1945
151,17,<,19,Tulsa,MVC,5-2,21,W 26-7 A Baylor,Week 7Nov 18[7],1945
152,18,<,11,Purdue,Big Ten,7-2,20,,Week 7Nov 18[7],1945
153,19,<,NR,LSU,SEC,6-2,16,,Week 7Nov 18[7],1945
154,20,<,16,Mississippi State,SEC,6-1,12,,Week 7Nov 18[7],1945
155,NR,<,10,Holy Cross,Ind,,0,,Week 7Nov 18[7],1945
156,NR,<,12,Penn State,Ind,,0,,Week 7Nov 18[7],1945
157,NR,<,14,Oklahoma,Big 6,5-4,0,L 14-6 A Missouri,Week 7Nov 18[7],1945
158,1,<,1,Army (80),Ind,8-0,809,DNP,Week 8Nov 25[8],1945
159,2,<,2,Navy,Ind,7-0-1,664,,Week 8Nov 25[8],1945
160,3,<,3,Alabama (1),SEC,8-0,629,,Week 8Nov 25[8],1945
161,4,<,4,Indiana (1),Big Ten,9-0-1,584,W 26-0 H Purdue,Week 8Nov 25[8],1945
162,5,<,5,Notre Dame,Ind,7-1-1,443,W 32-6 A Tulane,Week 8Nov 25[8],1945
163,6,<,6,Oklahoma State,MVC,8-0,358,W 47-0 A Oklahoma,Week 8Nov 25[8],1945
164,7,<,8,Michigan,Big Ten,7-3,280,,Week 8Nov 25[8],1945
165,8,<,11,Penn,Ind,6-2,231,,Week 8Nov 25[8],1945
166,9,<,9,St. Mary's,Ind,7-1,221,,Week 8Nov 25[8],1945
167,10,<,10,Texas,Southwest,8-1,96,,Week 8Nov 25[8],1945
168,11,<,15,Duke,Southern,6-2,65,,Week 8Nov 25[8],1945
169,12,<,7,Ohio State,Big Ten,7-2,33,,Week 8Nov 25[8],1945
170,13,<,NR,Holy Cross,Ind,8-1,29,W 46-0 A Boston College,Week 8Nov 25[8],1945
171,14,<,16,Missouri,Big 6,6-3,25,,Week 8Nov 25[8],1945
172,14,<,17,Tulsa,MVC,6-2,25,W 45-13 H Arkansas,Week 8Nov 25[8],1945
173,16,<,NR,USC,PCC,6-3,22,,Week 8Nov 25[8],1945
174,17,<,14,Tennessee,SEC,7-1,21,,Week 8Nov 25[8],1945
175,18,<,NR,Clemson,Southern,6-2-1,16,,Week 8Nov 25[8],1945
176,19,<,NR,Columbia,Ind,8-1,12,W 21-0 H Dartmouth,Week 8Nov 25[8],1945
177,20,<,13,Virginia,Ind,7-1,8,,Week 8Nov 25[8],1945
178,NR,<,12,UCLA,PCC,,0,,Week 8Nov 25[8],1945
179,NR,<,18,Purdue,Big Ten,,0,,Week 8Nov 25[8],1945
180,NR,<,19,LSU,SEC,,0,,Week 8Nov 25[8],1945
181,NR,<,20,Mississippi State,SEC,,0,,Week 8Nov 25[8],1945
182,1,<,1,Army (116),Ind,9-0,1159,W 32-13 N #2 Navy,Week 9 (Final)Dec 2[9],1945
183,2,<,2,Navy,Ind,7-1-1,942,L 32-13 N #1 Army,Week 9 (Final)Dec 2[9],1945
184,3,<,3,Alabama,SEC,9-0,932,,Week 9 (Final)Dec 2[9],1945
185,4,<,4,Indiana,Big Ten,9-0-1,720,DNP,Week 9 (Final)Dec 2[9],1945
186,5,<,6,Oklahoma State,MVC,8-0,651,DNP,Week 9 (Final)Dec 2[9],1945
187,6,<,7,Michigan,Big Ten,7-3,378,,Week 9 (Final)Dec 2[9],1945
188,7,<,9,St. Mary's,Ind,7-1,320,,Week 9 (Final)Dec 2[9],1945
189,8,<,8,Penn,Ind,6-2,218,,Week 9 (Final)Dec 2[9],1945
190,9,<,5,Notre Dame,Ind,7-2-1,217,L 39-7 A Great Lakes Naval (IL),Week 9 (Final)Dec 2[9],1945
191,10,<,10,Texas,Southwest,9-1,163,,Week 9 (Final)Dec 2[9],1945
192,11,<,16,USC,PCC,7-3,121,,Week 9 (Final)Dec 2[9],1945
193,12,<,12,Ohio State,Big Ten,7-2,82,,Week 9 (Final)Dec 2[9],1945
194,13,<,11,Duke,Southern,6-2,74,,Week 9 (Final)Dec 2[9],1945
195,14,<,17,Tennessee,SEC,8-1,73,,Week 9 (Final)Dec 2[9],1945
196,15,<,NR,LSU,SEC,7-2,62,,Week 9 (Final)Dec 2[9],1945
197,16,<,13,Holy Cross,Ind,8-1,56,DNP,Week 9 (Final)Dec 2[9],1945
198,17,<,14,Tulsa,MVC,7-2,35,W 20-18 H Hondo AAF,Week 9 (Final)Dec 2[9],1945
199,18,<,NR,Georgia,SEC,8-2,29,,Week 9 (Final)Dec 2[9],1945
200,19,<,NR,Wake Forest,Southern,4-3-1,11,W 13-6 A Clemson,Week 9 (Final)Dec 2[9],1945
201,20,<,19,Columbia,Ind,8-1,10,DNP,Week 9 (Final)Dec 2[9],1945
202,NR,<,14,Missouri,Big 6,,0,,Week 9 (Final)Dec 2[9],1945
203,NR,<,18,Clemson,Southern,,0,,Week 9 (Final)Dec 2[9],1945
204,NR,<,20,Virginia,Ind,,0,,Week 9 (Final)Dec 2[9],1945
