,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,4,Ohio State (36),Big Ten,0-0,1253.0,DNP,PreseasonAug 29[1],1980
1,2,<,1,Alabama (24),SEC,0-0,1217.0,DNP,PreseasonAug 29[1],1980
2,3,<,7,Pittsburgh (3),Ind,0-0,1102.0,DNP,PreseasonAug 29[1],1980
3,4,<,2,USC (1),Pac-10,0-0,1030.0,DNP,PreseasonAug 29[1],1980
4,5,<,3,Oklahoma (1),Big 8,0-0,1009.0,DNP,PreseasonAug 29[1],1980
5,6,<,8,Arkansas,Southwest,0-0,850.0,DNP,PreseasonAug 29[1],1980
6,7,<,9,Nebraska,Big 8,0-0,812.0,DNP,PreseasonAug 29[1],1980
7,8,<,5,Houston,Southwest,0-0,774.0,DNP,PreseasonAug 29[1],1980
8,9,<,10,Purdue,Big Ten,0-0,654.0,DNP,PreseasonAug 29[1],1980
9,10,<,12,Texas,Southwest,0-0,580.0,DNP,PreseasonAug 29[1],1980
10,11,<,NR,Notre Dame,Ind,0-0,556.0,DNP,PreseasonAug 29[1],1980
11,12,<,18,Michigan,Big Ten,0-0,441.0,DNP,PreseasonAug 29[1],1980
12,13,<,6,Florida State,Ind,0-0,439.0,DNP,PreseasonAug 29[1],1980
13,14,<,15,North Carolina,ACC,0-0,393.0,DNP,PreseasonAug 29[1],1980
14,15,<,NR,Stanford,Pac-10,0-0,337.0,DNP,PreseasonAug 29[1],1980
15,16,<,NR,Georgia,SEC,0-0,333.0,DNP,PreseasonAug 29[1],1980
16,17,<,NR,Missouri,Big 8,0-0,308.0,DNP,PreseasonAug 29[1],1980
17,18,<,20,Penn State,Ind,0-0,280.0,DNP,PreseasonAug 29[1],1980
18,19,<,16,Auburn,SEC,0-0,261.0,DNP,PreseasonAug 29[1],1980
19,20,<,11,Washington,Pac-10,0-0,200.0,DNP,PreseasonAug 29[1],1980
20,NR,<,13,BYU,WAC,0-0,0.0,DNP,PreseasonAug 29[1],1980
21,NR,<,14,Baylor,Southwest,0-0,0.0,DNP,PreseasonAug 29[1],1980
22,NR,<,17,Temple,Ind,0-0,0.0,DNP,PreseasonAug 29[1],1980
23,NR,<,19,Indiana,Big Ten,0-0,0.0,DNP,PreseasonAug 29[1],1980
24,1,<,1,Ohio State (33),Big Ten,0-0,1140.0,DNP,Week 1Sep 6[2],1980
25,2,<,2,Alabama (22),SEC,1-0,1121.0,W 26-3 H Georgia Tech,Week 1Sep 6[2],1980
26,3,<,3,Pittsburgh (3),Ind,0-0,1009.0,DNP,Week 1Sep 6[2],1980
27,4,<,5,Oklahoma (1),Big 8,0-0,928.0,DNP,Week 1Sep 6[2],1980
28,5,<,4,USC,Pac-10,0-0,920.0,DNP,Week 1Sep 6[2],1980
29,6,<,10,Texas,Southwest,1-0,864.0,,Week 1Sep 6[2],1980
30,7,<,11,Notre Dame,Ind,1-0,733.0,,Week 1Sep 6[2],1980
31,8,<,7,Nebraska,Big 8,1-0,726.0,,Week 1Sep 6[2],1980
32,9,<,8,Houston,Southwest,0-0,723.0,DNP,Week 1Sep 6[2],1980
33,10,<,13,Florida State,Ind,1-0,577.0,,Week 1Sep 6[2],1980
34,11,<,12,Michigan,Big Ten,0-0,465.0,DNP,Week 1Sep 6[2],1980
35,12,<,16,Georgia,SEC,1-0,452.0,,Week 1Sep 6[2],1980
36,13,<,15,Stanford,Pac-10,1-0,428.0,,Week 1Sep 6[2],1980
37,14,<,18,Penn State,Ind,1-0,414.0,,Week 1Sep 6[2],1980
38,15,<,14,North Carolina,ACC,1-0,395.0,,Week 1Sep 6[2],1980
39,16,<,6,Arkansas,Southwest,0-1,356.0,,Week 1Sep 6[2],1980
40,17,<,17,Missouri,Big 8,0-0,238.0,DNP,Week 1Sep 6[2],1980
41,18,<,19,Auburn,SEC,0-0,203.0,DNP,Week 1Sep 6[2],1980
42,19,<,20,Washington,Pac-10,0-0,182.0,DNP,Week 1Sep 6[2],1980
