,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,2,Ohio State (46),Big Ten,0-0,859,DNP,PreseasonAug[1],1958
1,2,<,4,Oklahoma (23),Big 8,0-0,788,DNP,PreseasonAug[1],1958
2,3,<,10,Notre Dame (11),Ind,0-0,702,DNP,PreseasonAug[1],1958
3,4,<,3,Michigan State (4),Big Ten,0-0,605,DNP,PreseasonAug[1],1958
4,5,<,1,Auburn (9),SEC,0-0,567,DNP,PreseasonAug[1],1958
5,6,<,7,Mississippi,SEC,0-0,283,DNP,PreseasonAug[1],1958
6,7,<,5,Navy,Ind,0-0,195,DNP,PreseasonAug[1],1958
7,8,<,NR,TCU,Southwest,0-0,185,DNP,PreseasonAug[1],1958
8,9,<,18,Army (1),Ind,0-0,141,DNP,PreseasonAug[1],1958
9,10,<,NR,North Carolina (1),ACC,0-0,140,DNP,PreseasonAug[1],1958
10,11,<,11,Texas,Southwest,0-0,121,DNP,PreseasonAug[1],1958
11,12,<,NR,Oregon State (2),PCC,0-0,116,DNP,PreseasonAug[1],1958
12,13,<,6,Iowa,Big Ten,0-0,104,DNP,PreseasonAug[1],1958
13,14,<,19,Wisconsin,Big Ten,0-0,100,DNP,PreseasonAug[1],1958
14,15,<,14,Mississippi State (1),SEC,0-0,94,DNP,PreseasonAug[1],1958
15,16,<,NR,Miami (FL),Ind,0-0,77,DNP,PreseasonAug[1],1958
16,17,<,NR,SMU (1),Southwest,0-0,70,DNP,PreseasonAug[1],1958
17,18,<,NR,Clemson,ACC,0-0,54,DNP,PreseasonAug[1],1958
18,19,<,NR,Pittsburgh,Ind,0-0,41,DNP,PreseasonAug[1],1958
19,20,<,9,Texas A&M,Southwest,0-0,39,DNP,PreseasonAug[1],1958
20,NR,<,8,Rice,Southwest,0-0,0,DNP,PreseasonAug[1],1958
21,NR,<,12,Arizona State,BIAA,0-0,0,DNP,PreseasonAug[1],1958
22,NR,<,13,Tennessee,SEC,0-0,0,DNP,PreseasonAug[1],1958
23,NR,<,15,NC State,ACC,0-0,0,DNP,PreseasonAug[1],1958
24,NR,<,16,Duke,ACC,0-0,0,DNP,PreseasonAug[1],1958
25,NR,<,17,Florida,SEC,0-0,0,DNP,PreseasonAug[1],1958
26,NR,<,20,VMI,Southern,0-0,0,DNP,PreseasonAug[1],1958
27,1,<,1,Ohio State (45),Big Ten,0-0,903,DNP,Week 1Sep 22[2],1958
28,2,<,2,Oklahoma (12),Big 8,0-0,828,DNP,Week 1Sep 22[2],1958
29,3,<,5,Auburn (18),SEC,0-0,561,DNP,Week 1Sep 22[2],1958
30,4,<,4,Michigan State,Big Ten,0-0,507,DNP,Week 1Sep 22[2],1958
31,5,<,3,Notre Dame (6),Ind,0-0,504,DNP,Week 1Sep 22[2],1958
32,6,<,8,TCU (12),Southwest,1-0,474,W 42-0 A Kansas,Week 1Sep 22[2],1958
33,7,<,19,Pittsburgh,Ind,1-0,198,,Week 1Sep 22[2],1958
34,8,<,9,Army,Ind,0-0,186,DNP,Week 1Sep 22[2],1958
35,9,<,6,Mississippi,SEC,1-0,171,,Week 1Sep 22[2],1958
36,10,<,NR,Washington State,PCC,1-0,153,W 40-6 H Stanford,Week 1Sep 22[2],1958
37,11,<,15,Mississippi State,SEC,0-0,144,DNP,Week 1Sep 22[2],1958
38,12,<,7,Navy,Ind,0-0,117,DNP,Week 1Sep 22[2],1958
39,13,<,NR,West Virginia (2),Southern,1-0,108,,Week 1Sep 22[2],1958
40,14,<,14,Wisconsin (2),Big Ten,0-0,81,DNP,Week 1Sep 22[2],1958
41,15,<,16,Miami (FL),Ind,0-0,78,DNP,Week 1Sep 22[2],1958
42,15,<,NR,LSU,SEC,1-0,78,,Week 1Sep 22[2],1958
43,17,<,NR,Kentucky (2),SEC,1-0,75,,Week 1Sep 22[2],1958
44,18,<,NR,Florida,SEC,1-0,72,,Week 1Sep 22[2],1958
45,18,<,NR,South Carolina,ACC,1-0,72,W 8-0 H Duke,Week 1Sep 22[2],1958
46,20,<,17,SMU (3),Southwest,0-0,69,DNP,Week 1Sep 22[2],1958
47,NR,<,10,North Carolina,ACC,,0,,Week 1Sep 22[2],1958
48,NR,<,11,Texas,Southwest,,0,,Week 1Sep 22[2],1958
49,NR,<,12,Oregon State,PCC,,0,,Week 1Sep 22[2],1958
50,NR,<,13,Iowa,Big Ten,,0,,Week 1Sep 22[2],1958
51,NR,<,18,Clemson,ACC,,0,,Week 1Sep 22[2],1958
52,NR,<,20,Texas A&M,Southwest,,0,,Week 1Sep 22[2],1958
53,1,<,2,Oklahoma (66),Big 8,1-0,1387,W 47-14 H #13 West Virginia,Week 2Sep 29[3],1958
54,2,<,3,Auburn (58),SEC,1-0,1206,,Week 2Sep 29[3],1958
55,3,<,1,Ohio State (23),Big Ten,1-0,1117,W 23-20 H #20 SMU,Week 2Sep 29[3],1958
56,4,<,4,Michigan State (3),Big Ten,1-0,1003,,Week 2Sep 29[3],1958
57,5,<,8,Army (5),Ind,1-0,848,,Week 2Sep 29[3],1958
58,6,<,9,Mississippi (2),SEC,2-0,727,,Week 2Sep 29[3],1958
59,7,<,5,Notre Dame (2),Ind,1-0,673,,Week 2Sep 29[3],1958
60,8,<,NR,Iowa (15),Big Ten,1-0,626,,Week 2Sep 29[3],1958
61,9,<,14,Wisconsin (2),Big Ten,1-0,338,,Week 2Sep 29[3],1958
62,10,<,NR,Clemson (2),ACC,2-0,333,,Week 2Sep 29[3],1958
63,11,<,11,Mississippi State,SEC,1-0,324,,Week 2Sep 29[3],1958
64,12,<,7,Pittsburgh,Ind,2-0,305,,Week 2Sep 29[3],1958
65,13,<,15,LSU,SEC,2-0,167,,Week 2Sep 29[3],1958
66,14,<,NR,Purdue,Big Ten,1-0,101,,Week 2Sep 29[3],1958
67,15,<,12,Navy,Ind,1-0,88,,Week 2Sep 29[3],1958
68,16,<,NR,Michigan,Big Ten,1-0,84,,Week 2Sep 29[3],1958
69,17,<,20,SMU (1),Southwest,0-1,61,,Week 2Sep 29[3],1958
70,17,<,NR,Texas,Southwest,2-0,61,,Week 2Sep 29[3],1958
71,19,<,NR,Houston,MVC,1-0,48,,Week 2Sep 29[3],1958
72,20,<,NR,Vanderbilt,SEC,2-0,42,W 21-14 H Georgia,Week 2Sep 29[3],1958
73,NR,<,6,TCU,Southwest,,0,,Week 2Sep 29[3],1958
74,NR,<,10,Washington State,PCC,,0,,Week 2Sep 29[3],1958
75,NR,<,13,West Virginia,Southern,,0,,Week 2Sep 29[3],1958
