,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,1,Oklahoma (54),Big 8,0-0,1184,DNP,PreseasonAug[1],1975
1,2,<,5,Alabama (1),SEC,0-0,914,DNP,PreseasonAug[1],1975
2,3,<,3,Michigan (1),Big Ten,0-0,842,DNP,PreseasonAug[1],1975
3,4,<,4,Ohio State (3),Big Ten,0-0,814,DNP,PreseasonAug[1],1975
4,5,<,2,USC,Pac-8,0-0,734,DNP,PreseasonAug[1],1975
5,6,<,7,Penn State (1),Ind,0-0,469,DNP,PreseasonAug[1],1975
6,7,<,9,Nebraska,Big 8,0-0,457,DNP,PreseasonAug[1],1975
7,8,<,8,Auburn,SEC,0-0,422,DNP,PreseasonAug[1],1975
8,9,<,16,Texas A&M,Southwest,0-0,378,DNP,PreseasonAug[1],1975
9,10,<,6,Notre Dame,Ind,0-0,339,DNP,PreseasonAug[1],1975
10,11,<,17,Texas,Southwest,0-0,308,DNP,PreseasonAug[1],1975
11,12,<,12,Michigan State,Big Ten,0-0,304,DNP,PreseasonAug[1],1975
12,13,<,11,NC State,ACC,0-0,135,DNP,PreseasonAug[1],1975
13,14,<,NR,UCLA,Pac-8,0-0,113,DNP,PreseasonAug[1],1975
14,15,<,15,Florida,SEC,0-0,92,DNP,PreseasonAug[1],1975
15,16,<,NR,Arizona,WAC,0-0,63,DNP,PreseasonAug[1],1975
16,17,<,13,Maryland,ACC,0-0,52,DNP,PreseasonAug[1],1975
17,18,<,20,Tennessee,SEC,0-0,51,DNP,PreseasonAug[1],1975
18,19,<,NR,Arkansas,Southwest,0-0,48,DNP,PreseasonAug[1],1975
19,20,<,NR,Stanford,Pac-8,0-0,42,DNP,PreseasonAug[1],1975
20,NR,<,10,Miami (OH),MAC,0-0,0,DNP,PreseasonAug[1],1975
21,NR,<,14,Baylor,Southwest,0-0,0,DNP,PreseasonAug[1],1975
22,NR,<,17,Mississippi State,SEC,0-0,0,DNP,PreseasonAug[1],1975
23,NR,<,19,Houston,Ind,0-0,0,DNP,PreseasonAug[1],1975
24,1,<,1,Oklahoma (51),Big 8,0-0,1108,DNP,Week 1Sep 8[2],1975
25,2,<,3,Michigan (1),Big Ten,0-0,918,DNP,Week 1Sep 8[2],1975
26,3,<,4,Ohio State (3),Big Ten,0-0,787,DNP,Week 1Sep 8[2],1975
27,4,<,5,USC,Pac-8,0-0,746,DNP,Week 1Sep 8[2],1975
28,5,<,NR,Missouri (1),Big 8,1-0,579,,Week 1Sep 8[2],1975
29,6,<,7,Nebraska,Big 8,0-0,528,DNP,Week 1Sep 8[2],1975
30,7,<,8,Auburn,SEC,0-0,397,DNP,Week 1Sep 8[2],1975
31,8,<,9,Texas A&M,Southwest,0-0,382,DNP,Week 1Sep 8[2],1975
32,9,<,10,Notre Dame,Ind,0-0,300,DNP,Week 1Sep 8[2],1975
33,10,<,6,Penn State,Ind,1-0,282,,Week 1Sep 8[2],1975
