,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
83,11,<,6,Nebraska,Big 6,4-0-2,55,,Week 4Nov 8[4],1937
84,12,<,18,LSU,SEC,6-1,52,,Week 4Nov 8[4],1937
85,13,<,4,Baylor,Southwest,6-1,43,,Week 4Nov 8[4],1937
86,14,<,NR,Auburn,SEC,4-1-2,30,,Week 4Nov 8[4],1937
87,15,<,NR,Rice,Southwest,3-2-1,29,,Week 4Nov 8[4],1937
88,16,<,NR,Colorado,RMAC,6-0,23,,Week 4Nov 8[4],1937
89,17,<,NR,Indiana,Big Ten,4-2,13,W 10-0 A Ohio State,Week 4Nov 8[4],1937
90,18,<,12,Notre Dame,Ind,3-2-1,12,,Week 4Nov 8[4],1937
91,19,<,NR,Holy Cross,Ind,6-0-1,7,W 12-7 H Colgate,Week 4Nov 8[4],1937
92,20,<,16,Arkansas,Southwest,4-2-1,6,,Week 4Nov 8[4],1937
93,NR,<,8,Ohio State,Big Ten,,0,,Week 4Nov 8[4],1937
94,NR,<,15,Tennessee,SEC,,0,,Week 4Nov 8[4],1937
95,NR,<,16,Duquesne,Ind,,0,,Week 4Nov 8[4],1937
96,NR,<,19,Northwestern,Big Ten,,0,,Week 4Nov 8[4],1937
97,NR,<,19,Tulane,SEC,,0,,Week 4Nov 8[4],1937
98,1,<,1,Pittsburgh (49),Ind,7-0-1,517,W 13-7 H #11 Nebraska,Week 5Nov 15[5],1937
99,2,<,2,California (6),PCC,8-0-1,434,,Week 5Nov 15[5],1937
100,3,<,3,Alabama (2),SEC,8-0,393,,Week 5Nov 15[5],1937
101,4,<,4,Fordham (2),Ind,5-0-1,378,,Week 5Nov 15[5],1937
102,5,<,6,Yale,Ind,6-0-1,260,W 26-0 H Princeton,Week 5Nov 15[5],1937
103,6,<,7,Santa Clara,Ind,7-0,172,,Week 5Nov 15[5],1937
104,7,<,10,Minnesota,Big Ten,5-2,143,,Week 5Nov 15[5],1937
105,8,<,12,LSU,SEC,7-1,121,,Week 5Nov 15[5],1937
106,9,<,5,Dartmouth,Ind,6-0-2,104,T 6-6 H Cornell,Week 5Nov 15[5],1937
107,10,<,9,Villanova,Ind,6-0-1,78,W 12-0 A Boston,Week 5Nov 15[5],1937
108,11,<,11,Nebraska,Big 6,4-1-2,55,,Week 5Nov 15[5],1937
109,12,<,18,Notre Dame,Ind,4-2-1,35,,Week 5Nov 15[5],1937
110,13,<,NR,Stanford,PCC,4-2-1,32,,Week 5Nov 15[5],1937
111,14,<,19,Holy Cross,Ind,7-0-1,26,W 7-0 A Brown,Week 5Nov 15[5],1937
112,15,<,15,Rice,Southwest,3-2-2,24,,Week 5Nov 15[5],1937
113,16,<,16,Colorado,RMAC,7-0,21,,Week 5Nov 15[5],1937
114,17,<,NR,North Carolina,Southern,6-1-1,19,,Week 5Nov 15[5],1937
115,18,<,NR,Vanderbilt,SEC,7-1,18,W 13-7 A Tennessee,Week 5Nov 15[5],1937
116,19,<,NR,Ohio State,Big Ten,5-2,16,,Week 5Nov 15[5],1937
117,20,<,17,Indiana,Big Ten,5-2,15,W 3-0 A Iowa,Week 5Nov 15[5],1937
118,NR,<,8,Duke,Southern,,0,,Week 5Nov 15[5],1937
119,NR,<,13,Baylor,Southwest,,0,,Week 5Nov 15[5],1937
120,NR,<,14,Auburn,SEC,,0,,Week 5Nov 15[5],1937
121,NR,<,20,Arkansas,Southwest,,0,,Week 5Nov 15[5],1937
122,1,<,1,Pittsburgh (38),Ind,8-0-1,468,W 28-7 H Penn State,Week 6Nov 22[6],1937
123,2,<,2,California (10),PCC,9-0-1,425,,Week 6Nov 22[6],1937
124,3,<,4,Fordham,Ind,6-0-1,336,,Week 6Nov 22[6],1937
125,4,<,3,Alabama,SEC,8-0,320,,Week 6Nov 22[6],1937
126,5,<,7,Minnesota,Big Ten,6-2,202,,Week 6Nov 22[6],1937
127,6,<,9,Dartmouth,Ind,7-0-2,186,W 27-0 A Columbia,Week 6Nov 22[6],1937
128,7,<,10,Villanova,Ind,7-0-1,141,W 33-0 N Temple,Week 6Nov 22[6],1937
129,8,<,6,Santa Clara,Ind,7-0,126,,Week 6Nov 22[6],1937
130,9,<,12,Notre Dame,Ind,5-2-1,101,,Week 6Nov 22[6],1937
131,10,<,8,LSU,SEC,8-1,100,,Week 6Nov 22[6],1937
132,11,<,11,Nebraska,Big 6,5-1-2,70,,Week 6Nov 22[6],1937
133,12,<,18,Vanderbilt,SEC,7-1,27,DNP,Week 6Nov 22[6],1937
134,13,<,NR,Washington,PCC,5-2-2,20,,Week 6Nov 22[6],1937
135,14,<,5,Yale,Ind,6-1-1,16,L 13-6 A Harvard,Week 6Nov 22[6],1937
136,14,<,NR,TCU,Southwest,3-4-2,16,W 7-2 H Rice,Week 6Nov 22[6],1937
137,16,<,16,Colorado,RMAC,8-0,14,,Week 6Nov 22[6],1937
138,17,<,14,Holy Cross,Ind,7-0-2,12,T 0-0 H Carnegie Mellon,Week 6Nov 22[6],1937
139,18,<,17,North Carolina,Southern,6-1-1,11,,Week 6Nov 22[6],1937
140,18,<,NR,Duke,Southern,7-1-1,11,,Week 6Nov 22[6],1937
141,20,<,NR,Tulsa,MVC,6-1-1,8,DNP,Week 6Nov 22[6],1937
142,NR,<,13,Stanford,PCC,,0,,Week 6Nov 22[6],1937
143,NR,<,15,Rice,Southwest,,0,,Week 6Nov 22[6],1937
144,NR,<,19,Ohio State,Big Ten,,0,,Week 6Nov 22[6],1937
145,NR,<,20,Indiana,Big Ten,,0,,Week 6Nov 22[6],1937
146,1,<,1,Pittsburgh (30),Ind,9-0-1,327,W 10-0 A #18 Duke,Week 7 (Final)Nov 29[7],1937
147,2,<,2,California,PCC,9-0-1,277,,Week 7 (Final)Nov 29[7],1937
148,3,<,3,Fordham (2),Ind,7-0-1,253,,Week 7 (Final)Nov 29[7],1937
149,4,<,4,Alabama (1),SEC,9-0,246,,Week 7 (Final)Nov 29[7],1937
150,5,<,5,Minnesota,Big Ten,6-2,104,,Week 7 (Final)Nov 29[7],1937
151,6,<,7,Villanova,Ind,8-0-1,103,W 25-0 A Loyola Marymount,Week 7 (Final)Nov 29[7],1937
152,7,<,6,Dartmouth,Ind,7-0-2,102,DNP,Week 7 (Final)Nov 29[7],1937
153,8,<,10,LSU,SEC,9-1,97,,Week 7 (Final)Nov 29[7],1937
154,9,<,8,Santa Clara,Ind,8-0,90,,Week 7 (Final)Nov 29[7],1937
155,9,<,9,Notre Dame,Ind,6-2-1,90,,Week 7 (Final)Nov 29[7],1937
156,11,<,11,Nebraska,Big 6,6-1-2,35,,Week 7 (Final)Nov 29[7],1937
157,12,<,14,Yale,Ind,6-1-1,18,DNP,Week 7 (Final)Nov 29[7],1937
158,13,<,NR,Ohio State,Big Ten,6-2,14,,Week 7 (Final)Nov 29[7],1937
159,14,<,17,Holy Cross,Ind,8-0-2,9,W 20-0 A Boston College,Week 7 (Final)Nov 29[7],1937
160,14,<,NR,Arkansas,Southwest,6-2-2,9,,Week 7 (Final)Nov 29[7],1937
161,16,<,14,TCU,Southwest,4-4-2,8,W 3-0 H SMU,Week 7 (Final)Nov 29[7],1937
162,17,<,16,Colorado,RMAC,8-0,7,,Week 7 (Final)Nov 29[7],1937
163,18,<,NR,Rice,Southwest,4-3-2,6,,Week 7 (Final)Nov 29[7],1937
164,19,<,18,North Carolina,Southern,7-1-1,5,,Week 7 (Final)Nov 29[7],1937
165,20,<,18,Duke,Southern,7-2-1,4,,Week 7 (Final)Nov 29[7],1937
166,NR,<,12,Vanderbilt,SEC,,0,,Week 7 (Final)Nov 29[7],1937
167,NR,<,13,Washington,PCC,,0,,Week 7 (Final)Nov 29[7],1937
168,NR,<,20,Tulsa,MVC,,0,,Week 7 (Final)Nov 29[7],1937
