,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
110,5,<,5,Alabama,SEC,7-1-1,268,,Week 9Nov 15[13],1965
111,6,<,6,USC,AAWU,6-1-1,226,,Week 9Nov 15[13],1965
112,7,<,7,UCLA,AAWU,6-1-1,180,,Week 9Nov 15[13],1965
113,8,<,9,Missouri,Big 8,6-2-1,115,,Week 9Nov 15[13],1965
114,9,<,NR,Texas Tech,Southwest,8-1,86,,Week 9Nov 15[13],1965
115,10,<,NR,Florida,SEC,6-2,42,,Week 9Nov 15[13],1965
116,NR,<,8,Tennessee,SEC,,0,,Week 9Nov 15[13],1965
117,NR,<,10,Kentucky,SEC,,0,,Week 9Nov 15[13],1965
118,1,<,1,Michigan State (34),Big Ten,10-0,420,W 12-3 A #4 Notre Dame,Week 10Nov 22[14],1965
119,2,<,2,Arkansas (9),Southwest,10-0,391,,Week 10Nov 22[14],1965
120,3,<,3,Nebraska,Big 8,9-0,338,,Week 10Nov 22[14],1965
121,4,<,7,UCLA,AAWU,7-1-1,262,,Week 10Nov 22[14],1965
122,5,<,5,Alabama,SEC,7-1-1,260,,Week 10Nov 22[14],1965
123,6,<,4,Notre Dame,Ind,7-2,202,,Week 10Nov 22[14],1965
124,7,<,8,Missouri,Big 8,7-2-1,157,,Week 10Nov 22[14],1965
125,8,<,6,USC,AAWU,6-2-1,81,,Week 10Nov 22[14],1965
126,9,<,NR,Tennessee,SEC,5-1-2,53,,Week 10Nov 22[14],1965
127,10,<,9,Texas Tech,Southwest,8-2,51,,Week 10Nov 22[14],1965
128,NR,<,10,Florida,SEC,,0,,Week 10Nov 22[14],1965
129,1,<,1,Michigan State (35),Big Ten,10-0,446,DNP,Week 11Nov 29[15],1965
130,2,<,2,Arkansas (10),Southwest,10-0,389,,Week 11Nov 29[15],1965
131,3,<,3,Nebraska,Big 8,10-0,348,,Week 11Nov 29[15],1965
132,4,<,5,Alabama (1),SEC,8-1-1,286,,Week 11Nov 29[15],1965
133,5,<,4,UCLA,AAWU,7-1-1,255,,Week 11Nov 29[15],1965
134,6,<,7,Missouri,Big 8,7-2-1,186,,Week 11Nov 29[15],1965
135,7,<,9,Tennessee,SEC,6-1-2,109,,Week 11Nov 29[15],1965
136,8,<,8,USC,AAWU,7-2-1,91,,Week 11Nov 29[15],1965
137,9,<,6,Notre Dame,Ind,7-2-1,78,,Week 11Nov 29[15],1965
138,10,<,10,Texas Tech,Southwest,8-2,56,,Week 11Nov 29[15],1965
139,1,<,4,Alabama (37),SEC,9-1-1,537,W 39-28 N #3 Nebraska (Orange),Week 12 (Final)Jan 4[16],1965
140,2,<,1,Michigan State (18),Big Ten,10-1,479,L 14-12 N #5 UCLA (Rose),Week 12 (Final)Jan 4[16],1965
141,3,<,2,Arkansas (1),Southwest,10-1,413,,Week 12 (Final)Jan 4[16],1965
142,4,<,5,UCLA (1),AAWU,8-2-1,391,,Week 12 (Final)Jan 4[16],1965
143,5,<,3,Nebraska,Big 8,10-1,358,L 39-28 N #4 Alabama (Orange),Week 12 (Final)Jan 4[16],1965
144,6,<,6,Missouri,Big 8,8-2-1,260,,Week 12 (Final)Jan 4[16],1965
145,7,<,7,Tennessee,SEC,8-1-2,214,,Week 12 (Final)Jan 4[16],1965
146,8,<,NR,LSU,SEC,8-3,149,,Week 12 (Final)Jan 4[16],1965
147,9,<,9,Notre Dame,Ind,7-2-1,123,,Week 12 (Final)Jan 4[16],1965
148,10,<,8,USC,AAWU,7-2-1,80,,Week 12 (Final)Jan 4[16],1965
149,NR,<,10,Texas Tech,Southwest,,0,,Week 12 (Final)Jan 4[16],1965
