,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,1,USC (34),AAWU,0-0,484,DNP,PreseasonAug[2],1963
1,2,<,3,Mississippi (9),SEC,0-0,389,DNP,PreseasonAug[2],1963
2,3,<,5,Alabama (5),SEC,0-0,337,DNP,PreseasonAug[2],1963
3,4,<,8,Oklahoma,Big 8,0-0,331,DNP,PreseasonAug[2],1963
4,5,<,4,Texas,Southwest,0-0,305,DNP,PreseasonAug[2],1963
5,6,<,NR,Northwestern,Big Ten,0-0,297,DNP,PreseasonAug[2],1963
6,7,<,2,Wisconsin,Big Ten,0-0,234,DNP,PreseasonAug[2],1963
7,8,<,6,Arkansas,Southwest,0-0,148,DNP,PreseasonAug[2],1963
8,9,<,NR,Navy,Ind,0-0,78,DNP,PreseasonAug[2],1963
9,10,<,NR,Ohio State,Big Ten,0-0,53,DNP,PreseasonAug[2],1963
10,10,<,NR,Washington,AAWU,0-0,53,DNP,PreseasonAug[2],1963
11,NR,<,7,LSU,SEC,0-0,0,DNP,PreseasonAug[2],1963
12,NR,<,9,Penn State,Ind,0-0,0,DNP,PreseasonAug[2],1963
13,1,<,1,USC (23),AAWU,1-0,361,W 14-0 A Colorado,Week 1Sep 23[3],1963
14,2,<,3,Alabama (16),SEC,1-0,355,W 32-7 A Georgia,Week 1Sep 23[3],1963
15,3,<,4,Oklahoma (2),Big 8,1-0,298,W 31-14 H Clemson,Week 1Sep 23[3],1963
16,4,<,5,Texas,Southwest,1-0,237,,Week 1Sep 23[3],1963
17,5,<,9,Navy (3),Ind,1-0,228,,Week 1Sep 23[3],1963
18,6,<,7,Wisconsin,Big Ten,1-0,208,,Week 1Sep 23[3],1963
19,7,<,6,Northwestern (5),Big Ten,1-0,197,,Week 1Sep 23[3],1963
20,8,<,8,Arkansas,Southwest,1-0,152,,Week 1Sep 23[3],1963
21,9,<,NR,Georgia Tech,SEC,1-0,84,,Week 1Sep 23[3],1963
22,10,<,NR,Pittsburgh (2),Ind,1-0,67,,Week 1Sep 23[3],1963
23,NR,<,2,Mississippi,SEC,,0,,Week 1Sep 23[3],1963
24,NR,<,10,Ohio State,Big Ten,,0,,Week 1Sep 23[3],1963
25,NR,<,10,Washington,AAWU,,0,,Week 1Sep 23[3],1963
26,1,<,3,Oklahoma (36),Big 8,2-0,495,W 17-12 A #1 USC,Week 2Sep 30[4],1963
27,2,<,2,Alabama (9),SEC,2-0,402,W 28-0 N Tulane,Week 2Sep 30[4],1963
28,3,<,4,Texas (2),Southwest,2-0,365,,Week 2Sep 30[4],1963
29,4,<,6,Wisconsin (1),Big Ten,2-0,264,,Week 2Sep 30[4],1963
30,4,<,7,Northwestern (1),Big Ten,2-0,264,,Week 2Sep 30[4],1963
31,6,<,5,Navy (2),Ind,2-0,248,,Week 2Sep 30[4],1963
32,7,<,9,Georgia Tech (2),SEC,2-0,220,,Week 2Sep 30[4],1963
33,8,<,1,USC,AAWU,1-1,163,L 17-12 H #3 Oklahoma,Week 2Sep 30[4],1963
34,9,<,10,Pittsburgh,Ind,2-0,114,,Week 2Sep 30[4],1963
