,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
29,2,<,2,Tennessee (8),SEC,0-0,1555.0,DNP,Week 1Aug 26 [2],1996
30,3,<,3,Florida State (5),ACC,0-0,1530.0,DNP,Week 1Aug 26 [2],1996
31,4,<,4,Florida,SEC,0-0,1485.0,DNP,Week 1Aug 26 [2],1996
32,5,<,5,Colorado (3),Big 12,0-0,1402.0,DNP,Week 1Aug 26 [2],1996
33,6,<,6,Notre Dame (1),Ind,0-0,1302.0,DNP,Week 1Aug 26 [2],1996
34,7,<,11,Penn State,Big Ten,1-0,1247.0,,Week 1Aug 26 [2],1996
35,8,<,8,Texas,Big 12,0-0,1099.0,DNP,Week 1Aug 26 [2],1996
36,9,<,9,Ohio State,Big Ten,0-0,1059.0,DNP,Week 1Aug 26 [2],1996
37,10,<,10,Syracuse,Big East,0-0,1050.0,DNP,Week 1Aug 26 [2],1996
38,11,<,12,Miami (FL),Big East,0-0,881.0,DNP,Week 1Aug 26 [2],1996
39,12,<,14,Michigan,Big Ten,0-0,805.0,DNP,Week 1Aug 26 [2],1996
40,13,<,15,Alabama,SEC,0-0,669.0,DNP,Week 1Aug 26 [2],1996
41,14,<,16,Virginia Tech,Big East,0-0,610.0,DNP,Week 1Aug 26 [2],1996
42,15,<,18,Northwestern,Big Ten,0-0,583.0,DNP,Week 1Aug 26 [2],1996
43,16,<,17,Auburn,SEC,0-0,552.0,DNP,Week 1Aug 26 [2],1996
44,17,<,7,USC,Pac-10,0-1,549.0,,Week 1Aug 26 [2],1996
45,18,<,19,LSU,SEC,0-0,519.0,DNP,Week 1Aug 26 [2],1996
46,19,<,NR,BYU,WAC,1-0,497.0,,Week 1Aug 26 [2],1996
47,20,<,20,Arizona State,Pac-10,0-0,432.0,DNP,Week 1Aug 26 [2],1996
48,21,<,21,Kansas State,Big 12,0-0,389.0,DNP,Week 1Aug 26 [2],1996
49,22,<,22,Iowa,Big Ten,0-0,388.0,DNP,Week 1Aug 26 [2],1996
50,23,<,13,Texas A&M,Big 12,0-1,296.0,,Week 1Aug 26 [2],1996
51,24,<,23,Virginia,ACC,0-0,257.0,DNP,Week 1Aug 26 [2],1996
52,25,<,24,Kansas,Big 12,0-0,207.0,DNP,Week 1Aug 26 [2],1996
53,NR,<,25,Clemson,ACC,,0.0,,Week 1Aug 26 [2],1996
54,1,<,1,Nebraska (49),Big 12,0-0,1642.0,DNP,Week 2Sep 2 [3],1996
55,2,<,2,Tennessee (8),SEC,1-0,1566.0,,Week 2Sep 2 [3],1996
56,3,<,3,Florida State (5),ACC,0-0,1516.0,DNP,Week 2Sep 2 [3],1996
57,4,<,4,Florida (1),SEC,1-0,1484.0,,Week 2Sep 2 [3],1996
58,5,<,5,Colorado (3),Big 12,1-0,1405.0,,Week 2Sep 2 [3],1996
59,6,<,6,Notre Dame (1),Ind,0-0,1311.0,DNP,Week 2Sep 2 [3],1996
60,7,<,7,Penn State,Big Ten,1-0,1266.0,,Week 2Sep 2 [3],1996
61,8,<,8,Texas,Big 12,1-0,1128.0,,Week 2Sep 2 [3],1996
62,9,<,10,Syracuse,Big East,0-0,1062.0,DNP,Week 2Sep 2 [3],1996
63,10,<,9,Ohio State,Big Ten,0-0,1036.0,DNP,Week 2Sep 2 [3],1996
64,11,<,11,Miami (FL),Big East,1-0,923.0,,Week 2Sep 2 [3],1996
65,12,<,12,Michigan,Big Ten,1-0,845.0,,Week 2Sep 2 [3],1996
66,13,<,15,Northwestern,Big Ten,0-0,663.0,DNP,Week 2Sep 2 [3],1996
67,14,<,13,Alabama,SEC,1-0,660.0,,Week 2Sep 2 [3],1996
68,15,<,14,Virginia Tech,Big East,0-0,625.0,DNP,Week 2Sep 2 [3],1996
69,16,<,19,BYU,WAC,2-0,589.0,,Week 2Sep 2 [3],1996
70,17,<,18,LSU,SEC,0-0,538.0,DNP,Week 2Sep 2 [3],1996
71,18,<,16,Auburn,SEC,1-0,511.0,,Week 2Sep 2 [3],1996
72,19,<,17,USC,Pac-10,0-1,456.0,,Week 2Sep 2 [3],1996
73,20,<,20,Arizona State,Pac-10,0-0,447.0,DNP,Week 2Sep 2 [3],1996
74,21,<,21,Kansas State,Big 12,1-0,438.0,,Week 2Sep 2 [3],1996
75,22,<,22,Iowa,Big Ten,0-0,354.0,DNP,Week 2Sep 2 [3],1996
76,23,<,24,Virginia,ACC,0-0,242.0,DNP,Week 2Sep 2 [3],1996
77,24,<,NR,North Carolina,ACC,1-0,237.0,,Week 2Sep 2 [3],1996
78,25,<,23,Texas A&M,Big 12,0-1,227.0,,Week 2Sep 2 [3],1996
79,NR,<,25,Kansas,Big 12,,0.0,,Week 2Sep 2 [3],1996
80,1,<,1,Nebraska (57),Big 12,1-0,1659.0,W 55-14 H Michigan State,Week 3Sep 9 [4],1996
81,2,<,2,Tennessee (4),SEC,2-0,1557.0,,Week 3Sep 9 [4],1996
82,3,<,3,Florida State (3),ACC,1-0,1528.0,,Week 3Sep 9 [4],1996
83,4,<,4,Florida,SEC,2-0,1509.0,,Week 3Sep 9 [4],1996
84,5,<,5,Colorado (3),Big 12,2-0,1402.0,,Week 3Sep 9 [4],1996
85,6,<,7,Penn State,Big Ten,2-0,1315.0,,Week 3Sep 9 [4],1996
86,7,<,8,Texas,Big 12,2-0,1191.0,,Week 3Sep 9 [4],1996
87,8,<,10,Ohio State,Big Ten,1-0,1182.0,,Week 3Sep 9 [4],1996
88,9,<,6,Notre Dame (1),Ind,1-0,1061.0,,Week 3Sep 9 [4],1996
89,10,<,11,Miami (FL),Big East,2-0,1038.0,,Week 3Sep 9 [4],1996
90,11,<,12,Michigan,Big Ten,1-0,885.0,,Week 3Sep 9 [4],1996
91,12,<,24,North Carolina,ACC,2-0,856.0,,Week 3Sep 9 [4],1996
92,13,<,14,Alabama,SEC,2-0,775.0,,Week 3Sep 9 [4],1996
93,14,<,16,BYU,WAC,2-0,708.0,,Week 3Sep 9 [4],1996
94,15,<,18,Auburn,SEC,2-0,695.0,,Week 3Sep 9 [4],1996
95,16,<,19,USC,Pac-10,1-1,646.0,,Week 3Sep 9 [4],1996
96,17,<,21,Kansas State,Big 12,2-0,605.0,,Week 3Sep 9 [4],1996
97,18,<,20,Arizona State,Pac-10,1-0,526.0,,Week 3Sep 9 [4],1996
98,19,<,15,Virginia Tech,Big East,1-0,425.0,,Week 3Sep 9 [4],1996
99,20,<,17,LSU,SEC,1-0,412.0,,Week 3Sep 9 [4],1996
100,21,<,22,Iowa,Big Ten,1-0,377.0,,Week 3Sep 9 [4],1996
101,22,<,23,Virginia,ACC,1-0,352.0,,Week 3Sep 9 [4],1996
102,23,<,9,Syracuse,Big East,0-1,331.0,L 27-10 H #24 North Carolina,Week 3Sep 9 [4],1996
103,24,<,NR,Kansas,Big 12,1-0,207.0,DNP,Week 3Sep 9 [4],1996
104,25,<,25,Texas A&M,Big 12,0-1,180.0,,Week 3Sep 9 [4],1996
105,NR,<,13,Northwestern,Big Ten,,0.0,,Week 3Sep 9 [4],1996
106,1,<,1,Nebraska (58),Big 12,1-0,1662.0,DNP,Week 4Sep 16 [5],1996
107,2,<,2,Tennessee (5),SEC,2-0,1561.0,,Week 4Sep 16 [5],1996
108,3,<,3,Florida State (4),ACC,1-0,1536.0,,Week 4Sep 16 [5],1996
109,4,<,4,Florida,SEC,2-0,1519.0,,Week 4Sep 16 [5],1996
110,5,<,6,Penn State,Big Ten,3-0,1369.0,,Week 4Sep 16 [5],1996
111,6,<,7,Texas,Big 12,2-0,1232.0,,Week 4Sep 16 [5],1996
112,7,<,8,Ohio State,Big Ten,1-0,1225.0,,Week 4Sep 16 [5],1996
113,8,<,11,Michigan,Big Ten,2-0,1211.0,,Week 4Sep 16 [5],1996
114,9,<,9,Notre Dame,Ind,2-0,1099.0,,Week 4Sep 16 [5],1996
115,10,<,10,Miami (FL),Big East,3-0,1071.0,,Week 4Sep 16 [5],1996
116,11,<,12,North Carolina,ACC,2-0,926.0,,Week 4Sep 16 [5],1996
117,12,<,5,Colorado,Big 12,2-1,911.0,,Week 4Sep 16 [5],1996
118,13,<,13,Alabama,SEC,3-0,764.0,,Week 4Sep 16 [5],1996
119,13,<,15,Auburn,SEC,3-0,764.0,,Week 4Sep 16 [5],1996
120,15,<,16,USC,Pac-10,2-1,702.0,,Week 4Sep 16 [5],1996
121,16,<,17,Kansas State,Big 12,3-0,684.0,,Week 4Sep 16 [5],1996
122,17,<,18,Arizona State,Pac-10,2-0,587.0,,Week 4Sep 16 [5],1996
123,18,<,19,Virginia Tech,Big East,2-0,528.0,,Week 4Sep 16 [5],1996
124,19,<,21,Iowa,Big Ten,2-0,454.0,,Week 4Sep 16 [5],1996
125,20,<,22,Virginia,ACC,2-0,441.0,,Week 4Sep 16 [5],1996
126,21,<,20,LSU,SEC,1-0,381.0,,Week 4Sep 16 [5],1996
127,22,<,24,Kansas,Big 12,2-0,360.0,W 52-17 A TCU,Week 4Sep 16 [5],1996
128,23,<,23,Syracuse,Big East,0-1,214.0,,Week 4Sep 16 [5],1996
129,24,<,NR,Washington,Pac-10,1-1,174.0,,Week 4Sep 16 [5],1996
130,25,<,NR,Oregon,Pac-10,3-0,103.0,,Week 4Sep 16 [5],1996
131,NR,<,14,BYU,WAC,,0.0,,Week 4Sep 16 [5],1996
132,NR,<,25,Texas A&M,Big 12,,0.0,,Week 4Sep 16 [5],1996
133,1,<,4,Florida (52),SEC,3-0,1659.0,W 35-29 A #2 Tennessee,Week 5Sep 23 [6],1996
134,2,<,3,Florida State (13),ACC,2-0,1612.0,,Week 5Sep 23 [6],1996
135,3,<,5,Penn State (1),Big Ten,4-0,1505.0,,Week 5Sep 23 [6],1996
136,4,<,7,Ohio State,Big Ten,2-0,1411.0,,Week 5Sep 23 [6],1996
137,5,<,9,Notre Dame,Ind,3-0,1373.0,,Week 5Sep 23 [6],1996
138,6,<,17,Arizona State (1),Pac-10,3-0,1229.0,W 19-0 H #1 Nebraska,Week 5Sep 23 [6],1996
139,7,<,8,Michigan,Big Ten,3-0,1207.0,,Week 5Sep 23 [6],1996
140,8,<,1,Nebraska,Big 12,1-1,1198.0,L 19-0 A #17 Arizona State,Week 5Sep 23 [6],1996
141,9,<,2,Tennessee,SEC,2-1,1125.0,,Week 5Sep 23 [6],1996
142,10,<,10,Miami (FL),Big East,3-0,1100.0,,Week 5Sep 23 [6],1996
143,11,<,11,North Carolina,ACC,3-0,991.0,,Week 5Sep 23 [6],1996
144,12,<,12,Colorado,Big 12,2-1,891.0,,Week 5Sep 23 [6],1996
145,13,<,6,Texas,Big 12,2-1,855.0,,Week 5Sep 23 [6],1996
146,14,<,13,Alabama,SEC,4-0,764.0,,Week 5Sep 23 [6],1996
147,15,<,15,USC,Pac-10,3-1,711.0,,Week 5Sep 23 [6],1996
148,16,<,16,Kansas State,Big 12,4-0,677.0,,Week 5Sep 23 [6],1996
149,17,<,21,LSU,SEC,2-0,662.0,,Week 5Sep 23 [6],1996
150,18,<,18,Virginia Tech,Big East,3-0,577.0,,Week 5Sep 23 [6],1996
151,19,<,20,Virginia,ACC,3-0,543.0,,Week 5Sep 23 [6],1996
152,20,<,22,Kansas,Big 12,2-0,440.0,DNP,Week 5Sep 23 [6],1996
153,21,<,24,Washington,Pac-10,2-1,376.0,,Week 5Sep 23 [6],1996
154,22,<,13,Auburn,SEC,3-1,299.0,,Week 5Sep 23 [6],1996
155,23,<,NR,West Virginia,Big East,4-0,155.0,,Week 5Sep 23 [6],1996
156,24,<,NR,BYU,WAC,3-1,100.0,,Week 5Sep 23 [6],1996
157,25,<,NR,Northwestern,Big Ten,2-1,79.0,,Week 5Sep 23 [6],1996
158,NR,<,19,Iowa,Big Ten,,0.0,,Week 5Sep 23 [6],1996
159,NR,<,23,Syracuse,Big East,,0.0,,Week 5Sep 23 [6],1996
160,NR,<,25,Oregon,Pac-10,,0.0,,Week 5Sep 23 [6],1996
161,1,<,1,Florida (57),SEC,4-0,1664.0,W 65-0 H Kentucky,Week 6Sep 30 [7],1996
162,2,<,2,Florida State (8),ACC,3-0,1586.0,,Week 6Sep 30 [7],1996
163,3,<,4,Ohio State (1),Big Ten,3-0,1533.0,,Week 6Sep 30 [7],1996
164,4,<,3,Penn State,Big Ten,5-0,1459.0,,Week 6Sep 30 [7],1996
165,5,<,6,Arizona State (1),Pac-10,4-0,1389.0,,Week 6Sep 30 [7],1996
166,6,<,7,Michigan,Big Ten,4-0,1330.0,,Week 6Sep 30 [7],1996
167,7,<,8,Nebraska,Big 12,2-1,1242.0,W 65-9 H Colorado State,Week 6Sep 30 [7],1996
168,8,<,10,Miami (FL),Big East,4-0,1198.0,,Week 6Sep 30 [7],1996
169,9,<,9,Tennessee,SEC,2-1,1132.0,,Week 6Sep 30 [7],1996
170,10,<,12,Colorado,Big 12,3-1,981.0,,Week 6Sep 30 [7],1996
171,11,<,5,Notre Dame,Ind,3-1,900.0,,Week 6Sep 30 [7],1996
172,12,<,19,Virginia,ACC,4-0,874.0,,Week 6Sep 30 [7],1996
173,13,<,14,Alabama,SEC,4-0,836.0,,Week 6Sep 30 [7],1996
174,14,<,17,LSU,SEC,3-0,770.0,,Week 6Sep 30 [7],1996
175,15,<,11,North Carolina,ACC,3-1,767.0,,Week 6Sep 30 [7],1996
176,16,<,16,Kansas State,Big 12,4-0,754.0,,Week 6Sep 30 [7],1996
177,17,<,15,USC,Pac-10,3-1,753.0,,Week 6Sep 30 [7],1996
178,18,<,21,Washington,Pac-10,2-1,515.0,,Week 6Sep 30 [7],1996
179,19,<,23,West Virginia,Big East,5-0,418.0,,Week 6Sep 30 [7],1996
180,20,<,22,Auburn,SEC,3-1,410.0,,Week 6Sep 30 [7],1996
181,21,<,24,BYU,WAC,4-1,268.0,,Week 6Sep 30 [7],1996
182,22,<,25,Northwestern,Big Ten,3-1,201.0,,Week 6Sep 30 [7],1996
183,23,<,13,Texas,Big 12,2-2,146.0,,Week 6Sep 30 [7],1996
184,24,<,NR,Utah,WAC,4-1,101.0,W 45-42 H Kansas,Week 6Sep 30 [7],1996
185,25,<,NR,Wyoming,WAC,5-0,99.0,W 33-21 A UNLV,Week 6Sep 30 [7],1996
186,NR,<,18,Virginia Tech,Big East,,0.0,,Week 6Sep 30 [7],1996
187,NR,<,20,Kansas,Big 12,,0.0,,Week 6Sep 30 [7],1996
188,1,<,1,Florida (38),SEC,5-0,1643.0,W 42-7 A Arkansas,Week 7Oct 7 [8],1996
189,2,<,3,Ohio State (24),Big Ten,4-0,1609.0,,Week 7Oct 7 [8],1996
190,3,<,2,Florida State (4),ACC,4-0,1557.0,,Week 7Oct 7 [8],1996
191,4,<,5,Arizona State (1),Pac-10,5-0,1471.0,,Week 7Oct 7 [8],1996
192,5,<,7,Nebraska,Big 12,3-1,1374.0,W 39-3 A #16 Kansas State,Week 7Oct 7 [8],1996
193,6,<,8,Miami (FL),Big East,4-0,1312.0,,Week 7Oct 7 [8],1996
194,7,<,9,Tennessee,SEC,3-1,1243.0,,Week 7Oct 7 [8],1996
195,8,<,13,Alabama,SEC,5-0,1052.0,,Week 7Oct 7 [8],1996
196,9,<,10,Colorado,Big 12,3-1,1019.0,,Week 7Oct 7 [8],1996
197,10,<,4,Penn State,Big Ten,5-1,995.0,,Week 7Oct 7 [8],1996
198,11,<,11,Notre Dame,Ind,3-1,988.0,,Week 7Oct 7 [8],1996
199,12,<,14,LSU,SEC,4-0,977.0,,Week 7Oct 7 [8],1996
200,13,<,15,North Carolina,ACC,4-1,910.0,,Week 7Oct 7 [8],1996
201,14,<,6,Michigan,Big Ten,4-1,863.0,,Week 7Oct 7 [8],1996
202,15,<,22,Northwestern,Big Ten,4-1,743.0,,Week 7Oct 7 [8],1996
203,16,<,18,Washington,Pac-10,3-1,680.0,,Week 7Oct 7 [8],1996
204,17,<,19,West Virginia,Big East,6-0,618.0,,Week 7Oct 7 [8],1996
205,18,<,20,Auburn,SEC,4-1,483.0,,Week 7Oct 7 [8],1996
206,19,<,21,BYU,WAC,5-1,348.0,,Week 7Oct 7 [8],1996
207,20,<,12,Virginia,ACC,4-1,339.0,,Week 7Oct 7 [8],1996
208,21,<,NR,California,Pac-10,5-0,322.0,,Week 7Oct 7 [8],1996
209,22,<,16,Kansas State,Big 12,4-1,281.0,,Week 7Oct 7 [8],1996
210,23,<,NR,Georgia Tech,ACC,4-1,206.0,,Week 7Oct 7 [8],1996
211,24,<,25,Wyoming,WAC,6-0,185.0,W 45-22 A San Jose State,Week 7Oct 7 [8],1996
212,25,<,23,Texas,Big 12,3-2,162.0,,Week 7Oct 7 [8],1996
213,NR,<,17,USC,Pac-10,,0.0,,Week 7Oct 7 [8],1996
214,NR,<,24,Utah,WAC,,0.0,,Week 7Oct 7 [8],1996
215,1,<,1,Florida (54),SEC,6-0,1659.0,W 56-13 H #12 LSU,Week 8Oct 14 [9],1996
216,2,<,2,Ohio State (7),Big Ten,5-0,1578.0,,Week 8Oct 14 [9],1996
217,3,<,3,Florida State (5),ACC,5-0,1575.0,,Week 8Oct 14 [9],1996
218,4,<,4,Arizona State (1),Pac-10,6-0,1472.0,,Week 8Oct 14 [9],1996
219,5,<,5,Nebraska,Big 12,4-1,1406.0,W 49-0 H Baylor,Week 8Oct 14 [9],1996
220,6,<,7,Tennessee,SEC,4-1,1319.0,,Week 8Oct 14 [9],1996
221,7,<,8,Alabama,SEC,6-0,1146.0,,Week 8Oct 14 [9],1996
222,8,<,11,Notre Dame,Ind,4-1,1126.0,,Week 8Oct 14 [9],1996
223,9,<,9,Colorado,Big 12,4-1,1118.0,,Week 8Oct 14 [9],1996
224,10,<,10,Penn State,Big Ten,6-1,1093.0,,Week 8Oct 14 [9],1996
225,11,<,13,North Carolina,ACC,5-1,1018.0,,Week 8Oct 14 [9],1996
226,12,<,6,Miami (FL),Big East,4-1,927.0,,Week 8Oct 14 [9],1996
227,13,<,14,Michigan,Big Ten,4-1,899.0,,Week 8Oct 14 [9],1996
228,14,<,15,Northwestern,Big Ten,5-1,798.0,,Week 8Oct 14 [9],1996
229,15,<,17,West Virginia,Big East,6-0,731.0,,Week 8Oct 14 [9],1996
230,16,<,18,Auburn,SEC,5-1,590.0,,Week 8Oct 14 [9],1996
231,17,<,12,LSU,SEC,4-1,514.0,,Week 8Oct 14 [9],1996
232,18,<,19,BYU,WAC,6-1,487.0,,Week 8Oct 14 [9],1996
233,19,<,21,California,Pac-10,5-0,451.0,,Week 8Oct 14 [9],1996
234,20,<,20,Virginia,ACC,4-1,409.0,,Week 8Oct 14 [9],1996
235,21,<,22,Kansas State,Big 12,5-1,379.0,,Week 8Oct 14 [9],1996
236,22,<,23,Georgia Tech,ACC,4-1,317.0,,Week 8Oct 14 [9],1996
237,23,<,24,Wyoming,WAC,7-0,264.0,W 42-28 H Western Michigan,Week 8Oct 14 [9],1996
238,24,<,NR,Utah,WAC,5-1,111.0,DNP,Week 8Oct 14 [9],1996
239,25,<,16,Washington,Pac-10,3-2,104.0,,Week 8Oct 14 [9],1996
240,NR,<,25,Texas,Big 12,,0.0,,Week 8Oct 14 [9],1996
241,1,<,1,Florida (57),SEC,7-0,1664.0,W 51-10 H #16 Auburn,Week 9Oct 21 [10],1996
242,2,<,2,Ohio State (4),Big Ten,6-0,1574.0,,Week 9Oct 21 [10],1996
243,3,<,3,Florida State (5),ACC,5-0,1572.0,,Week 9Oct 21 [10],1996
244,4,<,4,Arizona State (1),Pac-10,7-0,1476.0,,Week 9Oct 21 [10],1996
245,5,<,5,Nebraska,Big 12,5-1,1397.0,W 24-10 A Texas Tech,Week 9Oct 21 [10],1996
246,6,<,6,Tennessee,SEC,4-1,1333.0,,Week 9Oct 21 [10],1996
247,7,<,7,Alabama,SEC,7-0,1252.0,,Week 9Oct 21 [10],1996
248,8,<,9,Colorado,Big 12,5-1,1181.0,,Week 9Oct 21 [10],1996
249,9,<,11,North Carolina,ACC,5-1,1140.0,,Week 9Oct 21 [10],1996
250,10,<,13,Michigan,Big Ten,5-1,998.0,,Week 9Oct 21 [10],1996
251,11,<,14,Northwestern,Big Ten,6-1,977.0,,Week 9Oct 21 [10],1996
252,12,<,15,West Virginia,Big East,7-0,941.0,,Week 9Oct 21 [10],1996
253,13,<,17,LSU,SEC,5-1,759.0,,Week 9Oct 21 [10],1996
254,14,<,20,Virginia,ACC,5-1,711.0,,Week 9Oct 21 [10],1996
255,15,<,18,BYU,WAC,7-1,673.0,,Week 9Oct 21 [10],1996
256,16,<,21,Kansas State,Big 12,6-1,643.0,,Week 9Oct 21 [10],1996
257,17,<,10,Penn State,Big Ten,6-2,570.0,,Week 9Oct 21 [10],1996
258,18,<,23,Wyoming,WAC,8-0,482.0,W 42-21 H Fresno State,Week 9Oct 21 [10],1996
259,19,<,8,Notre Dame,Ind,4-2,444.0,,Week 9Oct 21 [10],1996
260,20,<,NR,Iowa,Big Ten,5-1,408.0,,Week 9Oct 21 [10],1996
261,21,<,24,Utah,WAC,6-1,300.0,W 21-7 H TCU,Week 9Oct 21 [10],1996
262,22,<,16,Auburn,SEC,5-2,234.0,,Week 9Oct 21 [10],1996
263,23,<,25,Washington,Pac-10,4-2,224.0,,Week 9Oct 21 [10],1996
264,24,<,NR,Southern Miss,CUSA,6-1,212.0,W 16-0 H Memphis,Week 9Oct 21 [10],1996
265,25,<,12,Miami (FL),Big East,4-2,119.0,L 31-6 H East Carolina,Week 9Oct 21 [10],1996
266,NR,<,19,California,Pac-10,,0.0,,Week 9Oct 21 [10],1996
267,NR,<,22,Georgia Tech,ACC,,0.0,,Week 9Oct 21 [10],1996
268,1,<,1,Florida (59),SEC,7-0,1666.0,DNP,Week 10Oct 28 [11],1996
269,2,<,2,Ohio State (4),Big Ten,7-0,1579.0,,Week 10Oct 28 [11],1996
270,3,<,3,Florida State (3),ACC,6-0,1563.0,,Week 10Oct 28 [11],1996
271,4,<,4,Arizona State (1),Pac-10,8-0,1481.0,,Week 10Oct 28 [11],1996
272,5,<,5,Nebraska,Big 12,6-1,1404.0,W 63-7 H Kansas,Week 10Oct 28 [11],1996
273,6,<,6,Tennessee,SEC,5-1,1347.0,,Week 10Oct 28 [11],1996
274,7,<,8,Colorado,Big 12,6-1,1210.0,,Week 10Oct 28 [11],1996
275,8,<,9,North Carolina,ACC,6-1,1195.0,,Week 10Oct 28 [11],1996
276,9,<,10,Michigan,Big Ten,6-1,1080.0,,Week 10Oct 28 [11],1996
277,10,<,7,Alabama,SEC,7-1,1065.0,,Week 10Oct 28 [11],1996
278,11,<,11,Northwestern,Big Ten,7-1,1037.0,,Week 10Oct 28 [11],1996
279,12,<,13,LSU,SEC,6-1,868.0,,Week 10Oct 28 [11],1996
280,13,<,15,BYU,WAC,8-1,790.0,,Week 10Oct 28 [11],1996
281,14,<,16,Kansas State,Big 12,7-1,759.0,,Week 10Oct 28 [11],1996
282,15,<,17,Penn State,Big Ten,7-2,644.0,,Week 10Oct 28 [11],1996
283,16,<,14,Virginia,ACC,5-2,580.0,,Week 10Oct 28 [11],1996
284,17,<,18,Wyoming,WAC,8-0,576.0,DNP,Week 10Oct 28 [11],1996
285,18,<,12,West Virginia,Big East,7-1,459.0,,Week 10Oct 28 [11],1996
286,19,<,19,Notre Dame,Ind,4-2,439.0,,Week 10Oct 28 [11],1996
287,20,<,21,Utah,WAC,7-1,412.0,W 45-19 H Tulsa,Week 10Oct 28 [11],1996
288,21,<,23,Washington,Pac-10,5-2,271.0,,Week 10Oct 28 [11],1996
289,22,<,25,Miami (FL),Big East,5-2,265.0,,Week 10Oct 28 [11],1996
290,23,<,24,Southern Miss,CUSA,7-1,257.0,W 31-28 A Tulane,Week 10Oct 28 [11],1996
291,24,<,22,Auburn,SEC,5-2,231.0,,Week 10Oct 28 [11],1996
292,25,<,20,Iowa,Big Ten,5-2,190.0,,Week 10Oct 28 [11],1996
293,1,<,1,Florida (59),SEC,7-0,1667.0,W 47-7 N Georgia,Week 11Nov 4 [12],1996
294,2,<,2,Ohio State (5),Big Ten,8-0,1582.0,,Week 11Nov 4 [12],1996
295,3,<,3,Florida State (2),ACC,7-0,1564.0,,Week 11Nov 4 [12],1996
296,4,<,4,Arizona State (1),Pac-10,9-0,1477.0,,Week 11Nov 4 [12],1996
297,5,<,5,Nebraska,Big 12,7-1,1406.0,W 73-21 A Oklahoma,Week 11Nov 4 [12],1996
298,6,<,6,Tennessee,SEC,6-1,1344.0,,Week 11Nov 4 [12],1996
299,7,<,7,Colorado,Big 12,7-1,1218.0,,Week 11Nov 4 [12],1996
300,8,<,8,North Carolina,ACC,7-1,1204.0,,Week 11Nov 4 [12],1996
301,9,<,9,Michigan,Big Ten,7-1,1133.0,,Week 11Nov 4 [12],1996
302,10,<,10,Alabama,SEC,7-1,1086.0,,Week 11Nov 4 [12],1996
303,11,<,12,LSU,SEC,7-1,902.0,,Week 11Nov 4 [12],1996
304,12,<,13,BYU,WAC,9-1,858.0,,Week 11Nov 4 [12],1996
