,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
142,2,<,2,Texas (2),Southwest,5-0,692,,Week 6Oct 27[7],1969
143,3,<,3,Tennessee (1),SEC,5-0,570,,Week 6Oct 27[7],1969
144,4,<,4,Arkansas,Southwest,5-0,547,,Week 6Oct 27[7],1969
145,5,<,8,Penn State (1),Ind,6-0,453,,Week 6Oct 27[7],1969
146,6,<,7,USC,Pac-8,5-0-1,396,,Week 6Oct 27[7],1969
147,7,<,10,Florida,SEC,6-0,353,,Week 6Oct 27[7],1969
148,8,<,9,LSU,SEC,6-0,344,,Week 6Oct 27[7],1969
149,9,<,6,UCLA,Pac-8,6-0-1,292,,Week 6Oct 27[7],1969
150,10,<,12,Notre Dame,Ind,4-1-1,174,,Week 6Oct 27[7],1969
151,11,<,13,Georgia,SEC,5-1,164,,Week 6Oct 27[7],1969
152,12,<,18,Kansas State,Big 8,5-1,146,,Week 6Oct 27[7],1969
153,13,<,15,Purdue,Big Ten,5-1,104,,Week 6Oct 27[7],1969
154,14,<,5,Missouri,Big 8,5-1,91,,Week 6Oct 27[7],1969
155,15,<,16,Wyoming,WAC,6-0,67,W 16-7 H San Jose State,Week 6Oct 27[7],1969
156,16,<,19,Stanford,Pac-8,3-2-1,60,,Week 6Oct 27[7],1969
157,17,<,14,Auburn,SEC,4-2,37,,Week 6Oct 27[7],1969
158,18,<,NR,Colorado,Big 8,4-2,17,,Week 6Oct 27[7],1969
159,19,<,20,Air Force,Ind,4-2,14,,Week 6Oct 27[7],1969
160,20,<,NR,Michigan,Big Ten,4-2,13,,Week 6Oct 27[7],1969
161,NR,<,11,Oklahoma,Big 8,3-2,0,L 59-21 A #18 Kansas State,Week 6Oct 27[7],1969
162,NR,<,17,Mississippi,SEC,,0,,Week 6Oct 27[7],1969
163,1,<,1,Ohio State (30),Big Ten,6-0,742,W 35-6 A Northwestern,Week 7Nov 3[8],1969
164,2,<,2,Texas (5),Southwest,6-0,682,,Week 7Nov 3[8],1969
165,3,<,3,Tennessee (2),SEC,6-0,590,,Week 7Nov 3[8],1969
166,4,<,4,Arkansas,Southwest,6-0,515,,Week 7Nov 3[8],1969
167,5,<,5,Penn State (1),Ind,7-0,466,,Week 7Nov 3[8],1969
168,6,<,6,USC,Pac-8,6-0-1,372,,Week 7Nov 3[8],1969
169,7,<,9,UCLA,Pac-8,7-0-1,357,,Week 7Nov 3[8],1969
170,8,<,10,Notre Dame,Ind,5-1-1,275,,Week 7Nov 3[8],1969
171,9,<,14,Missouri,Big 8,6-1,232,,Week 7Nov 3[8],1969
172,10,<,13,Purdue,Big Ten,6-1,194,,Week 7Nov 3[8],1969
173,11,<,17,Auburn,SEC,5-2,148,,Week 7Nov 3[8],1969
174,12,<,8,LSU,SEC,6-1,140,,Week 7Nov 3[8],1969
175,13,<,7,Florida,SEC,6-1,86,,Week 7Nov 3[8],1969
176,14,<,16,Stanford,Pac-8,4-2-1,69,,Week 7Nov 3[8],1969
177,15,<,12,Kansas State,Big 8,5-2,64,,Week 7Nov 3[8],1969
178,16,<,11,Georgia,SEC,5-2,56,,Week 7Nov 3[8],1969
179,17,<,NR,Mississippi,SEC,4-3,39,,Week 7Nov 3[8],1969
180,18,<,20,Michigan,Big Ten,5-2,28,,Week 7Nov 3[8],1969
181,19,<,19,Air Force,Ind,5-2,22,,Week 7Nov 3[8],1969
182,20,<,NR,Nebraska,Big 8,5-2,13,W 20-7 H #18 Colorado,Week 7Nov 3[8],1969
183,20,<,NR,Oklahoma,Big 8,4-2,13,W 37-14 H Iowa State,Week 7Nov 3[8],1969
184,NR,<,15,Wyoming,WAC,,0,,Week 7Nov 3[8],1969
185,NR,<,18,Colorado,Big 8,,0,,Week 7Nov 3[8],1969
186,1,<,1,Ohio State (25),Big Ten,7-0,618,W 62-7 H Wisconsin,Week 8Nov 10[9],1969
187,2,<,2,Texas (4),Southwest,7-0,570,,Week 8Nov 10[9],1969
188,3,<,3,Tennessee (2),SEC,7-0,509,,Week 8Nov 10[9],1969
189,4,<,4,Arkansas,Southwest,7-0,403,,Week 8Nov 10[9],1969
190,5,<,5,Penn State (1),Ind,7-0,361,,Week 8Nov 10[9],1969
191,6,<,6,USC,Pac-8,7-0-1,294,,Week 8Nov 10[9],1969
192,7,<,7,UCLA,Pac-8,7-0-1,275,,Week 8Nov 10[9],1969
193,8,<,9,Missouri,Big 8,7-1,225,,Week 8Nov 10[9],1969
194,9,<,8,Notre Dame,Ind,6-1-1,216,,Week 8Nov 10[9],1969
195,10,<,10,Purdue,Big Ten,7-1,206,,Week 8Nov 10[9],1969
196,11,<,11,Auburn,SEC,6-2,148,,Week 8Nov 10[9],1969
197,12,<,12,LSU,SEC,7-1,144,,Week 8Nov 10[9],1969
198,13,<,14,Stanford,Pac-8,5-2-1,76,,Week 8Nov 10[9],1969
199,14,<,18,Michigan,Big Ten,6-2,61,,Week 8Nov 10[9],1969
200,15,<,13,Florida,SEC,6-1-1,50,,Week 8Nov 10[9],1969
201,16,<,16,Georgia,SEC,5-2-1,28,,Week 8Nov 10[9],1969
202,17,<,20,Nebraska,Big 8,6-2,26,W 17-3 H Iowa State,Week 8Nov 10[9],1969
203,18,<,17,Mississippi,SEC,5-3,16,,Week 8Nov 10[9],1969
204,18,<,NR,Houston,Ind,6-2,16,,Week 8Nov 10[9],1969
205,20,<,19,Air Force,Ind,6-2,15,,Week 8Nov 10[9],1969
206,NR,<,15,Kansas State,Big 8,,0,,Week 8Nov 10[9],1969
207,NR,<,20,Oklahoma,Big 8,4-3,0,L 44-10 A #9 Missouri,Week 8Nov 10[9],1969
208,1,<,1,Ohio State (31),Big Ten,8-0,736,W 42-14 H #10 Purdue,Week 9Nov 17[10],1969
209,2,<,2,Texas (7),Southwest,8-0,688,,Week 9Nov 17[10],1969
210,3,<,4,Arkansas,Southwest,8-0,556,,Week 9Nov 17[10],1969
211,4,<,5,Penn State (1),Ind,8-0,554,,Week 9Nov 17[10],1969
212,5,<,6,USC,Pac-8,8-0-1,416,,Week 9Nov 17[10],1969
213,6,<,7,UCLA,Pac-8,8-0-1,360,,Week 9Nov 17[10],1969
214,7,<,8,Missouri,Big 8,8-1,352,,Week 9Nov 17[10],1969
215,8,<,9,Notre Dame,Ind,7-1-1,294,,Week 9Nov 17[10],1969
216,9,<,3,Tennessee,SEC,7-1,249,,Week 9Nov 17[10],1969
217,10,<,12,LSU,SEC,8-1,240,,Week 9Nov 17[10],1969
218,11,<,11,Auburn,SEC,7-2,214,,Week 9Nov 17[10],1969
219,12,<,14,Michigan,Big Ten,7-2,119,,Week 9Nov 17[10],1969
220,13,<,18,Mississippi,SEC,6-3,110,,Week 9Nov 17[10],1969
221,14,<,13,Stanford,Pac-8,6-2-1,88,,Week 9Nov 17[10],1969
222,15,<,15,Florida,SEC,7-1-1,67,,Week 9Nov 17[10],1969
223,16,<,17,Nebraska,Big 8,7-2,43,W 10-7 A Kansas State,Week 9Nov 17[10],1969
224,17,<,10,Purdue,Big Ten,7-2,37,,Week 9Nov 17[10],1969
225,18,<,NR,West Virginia,Ind,8-1,29,,Week 9Nov 17[10],1969
226,19,<,18,Houston,Ind,6-2,20,,Week 9Nov 17[10],1969
227,20,<,NR,Toledo,MAC,9-0,6,W 20-0 H Dayton,Week 9Nov 17[10],1969
228,NR,<,16,Georgia,SEC,,0,,Week 9Nov 17[10],1969
229,NR,<,20,Air Force,Ind,,0,,Week 9Nov 17[10],1969
230,1,<,2,Texas (33),Southwest,8-0,748,DNP,Week 10Nov 24[11],1969
231,2,<,3,Arkansas,Southwest,8-0,603,,Week 10Nov 24[11],1969
232,3,<,4,Penn State (3),Ind,9-0,573,,Week 10Nov 24[11],1969
233,4,<,1,Ohio State,Big Ten,8-1,509,L 24-12 A #12 Michigan,Week 10Nov 24[11],1969
234,5,<,5,USC (1),Pac-8,9-0-1,453,,Week 10Nov 24[11],1969
235,6,<,7,Missouri,Big 8,9-1,428,,Week 10Nov 24[11],1969
236,7,<,12,Michigan (1),Big Ten,8-2,337,,Week 10Nov 24[11],1969
237,8,<,8,Notre Dame,Ind,8-1-1,284,,Week 10Nov 24[11],1969
238,9,<,10,LSU,SEC,9-1,260,,Week 10Nov 24[11],1969
239,10,<,9,Tennessee,SEC,8-1,204,,Week 10Nov 24[11],1969
240,11,<,6,UCLA,Pac-8,8-1-1,191,,Week 10Nov 24[11],1969
241,12,<,11,Auburn,SEC,7-2,138,,Week 10Nov 24[11],1969
242,13,<,16,Nebraska,Big 8,8-2,92,W 44-14 A Oklahoma,Week 10Nov 24[11],1969
243,14,<,13,Mississippi,SEC,6-3,89,,Week 10Nov 24[11],1969
244,15,<,14,Stanford,Pac-8,7-2-1,58,,Week 10Nov 24[11],1969
245,16,<,17,Purdue,Big Ten,8-2,44,,Week 10Nov 24[11],1969
246,17,<,15,Florida,SEC,7-1-1,40,,Week 10Nov 24[11],1969
247,18,<,19,Houston,Ind,7-2,31,,Week 10Nov 24[11],1969
248,19,<,18,West Virginia,Ind,9-1,14,,Week 10Nov 24[11],1969
249,20,<,20,Toledo,MAC,10-0,7,W 35-0 A Xavier,Week 10Nov 24[11],1969
250,1,<,1,Texas (31),Southwest,9-0,708,W 49-12 A Texas A&M,Week 11Dec 1[12],1969
251,2,<,2,Arkansas,Southwest,9-0,612,,Week 11Dec 1[12],1969
252,3,<,3,Penn State (3),Ind,10-0,578,,Week 11Dec 1[12],1969
253,4,<,4,Ohio State,Big Ten,8-1,479,,Week 11Dec 1[12],1969
254,5,<,5,USC (1),Pac-8,9-0-1,426,,Week 11Dec 1[12],1969
255,6,<,6,Missouri,Big 8,9-1,356,,Week 11Dec 1[12],1969
256,7,<,7,Michigan (1),Big Ten,8-2,328,,Week 11Dec 1[12],1969
257,8,<,9,LSU,SEC,9-1,272,,Week 11Dec 1[12],1969
258,9,<,8,Notre Dame,Ind,8-1-1,241,,Week 11Dec 1[12],1969
259,10,<,11,UCLA,Pac-8,8-1-1,210,,Week 11Dec 1[12],1969
260,11,<,12,Auburn,SEC,8-2,177,,Week 11Dec 1[12],1969
261,12,<,10,Tennessee,SEC,9-1,154,,Week 11Dec 1[12],1969
262,13,<,13,Nebraska,Big 8,8-2,100,DNP,Week 11Dec 1[12],1969
263,14,<,14,Mississippi,SEC,7-3,90,,Week 11Dec 1[12],1969
264,15,<,16,Purdue,Big Ten,8-2,51,,Week 11Dec 1[12],1969
265,16,<,19,West Virginia,Ind,9-1,49,,Week 11Dec 1[12],1969
266,17,<,15,Stanford,Pac-8,7-2-1,36,,Week 11Dec 1[12],1969
267,18,<,17,Florida,SEC,8-1-1,34,,Week 11Dec 1[12],1969
268,19,<,18,Houston,Ind,8-2,27,,Week 11Dec 1[12],1969
269,20,<,20,Toledo,MAC,10-0,14,DNP,Week 11Dec 1[12],1969
270,1,<,1,Texas (22),Southwest,10-0,580,W 15-14 A #2 Arkansas,Week 12Dec 8[13],1969
271,2,<,3,Penn State (5),Ind,10-0,492,,Week 12Dec 8[13],1969
272,3,<,2,Arkansas,Southwest,9-1,426,L 15-14 H #1 Texas,Week 12Dec 8[13],1969
273,4,<,4,Ohio State (1),Big Ten,8-1,374,,Week 12Dec 8[13],1969
274,5,<,5,USC (1),Pac-8,9-0-1,340,,Week 12Dec 8[13],1969
275,6,<,6,Missouri,Big 8,9-1,338,,Week 12Dec 8[13],1969
276,7,<,7,Michigan (1),Big Ten,8-2,231,,Week 12Dec 8[13],1969
277,8,<,8,LSU,SEC,9-1,224,,Week 12Dec 8[13],1969
278,9,<,9,Notre Dame,Ind,8-1-1,217,,Week 12Dec 8[13],1969
279,10,<,10,UCLA,Pac-8,8-1-1,167,,Week 12Dec 8[13],1969
280,11,<,12,Tennessee,SEC,9-1,153,,Week 12Dec 8[13],1969
281,12,<,11,Auburn,SEC,8-2,137,,Week 12Dec 8[13],1969
282,13,<,14,Mississippi,SEC,7-3,66,,Week 12Dec 8[13],1969
283,14,<,13,Nebraska,Big 8,8-2,59,DNP,Week 12Dec 8[13],1969
284,15,<,18,Florida,SEC,8-1-1,36,,Week 12Dec 8[13],1969
285,16,<,17,Stanford,Pac-8,7-2-1,35,,Week 12Dec 8[13],1969
286,17,<,15,Purdue,Big Ten,8-2,26,,Week 12Dec 8[13],1969
287,17,<,19,Houston,Ind,8-2,26,,Week 12Dec 8[13],1969
288,19,<,16,West Virginia,Ind,9-1,18,,Week 12Dec 8[13],1969
289,20,<,20,Toledo,MAC,10-0,14,DNP,Week 12Dec 8[13],1969
290,1,<,1,Texas (36),Southwest,11-0,910,W 21-17 N #9 Notre Dame (Cotton),Week 13 (Final)Jan[14],1969
291,2,<,2,Penn State (7),Ind,11-0,822,,Week 13 (Final)Jan[14],1969
292,3,<,5,USC,Pac-8,10-0-1,695,,Week 13 (Final)Jan[14],1969
293,4,<,4,Ohio State (2),Big Ten,8-1,659,,Week 13 (Final)Jan[14],1969
294,5,<,9,Notre Dame,Ind,8-2-1,457,,Week 13 (Final)Jan[14],1969
295,6,<,6,Missouri,Big 8,9-2,336,,Week 13 (Final)Jan[14],1969
296,7,<,3,Arkansas,Southwest,9-2,335,,Week 13 (Final)Jan[14],1969
297,8,<,13,Mississippi,SEC,8-3,317,,Week 13 (Final)Jan[14],1969
298,9,<,7,Michigan,Big Ten,8-3,301,,Week 13 (Final)Jan[14],1969
299,10,<,8,LSU,SEC,9-1,285,,Week 13 (Final)Jan[14],1969
300,11,<,14,Nebraska,Big 8,9-2,207,W 45-6 N Georgia (Sun),Week 13 (Final)Jan[14],1969
301,12,<,17,Houston,Ind,9-2,204,,Week 13 (Final)Jan[14],1969
302,13,<,10,UCLA,Pac-8,8-1-1,203,,Week 13 (Final)Jan[14],1969
303,14,<,15,Florida,SEC,9-1-1,183,,Week 13 (Final)Jan[14],1969
304,15,<,11,Tennessee,SEC,9-2,88,,Week 13 (Final)Jan[14],1969
305,16,<,NR,Colorado,Big 8,8-3,70,,Week 13 (Final)Jan[14],1969
306,17,<,19,West Virginia,Ind,10-1,62,,Week 13 (Final)Jan[14],1969
307,18,<,17,Purdue,Big Ten,8-2,46,,Week 13 (Final)Jan[14],1969
308,19,<,16,Stanford,Pac-8,7-2-1,25,,Week 13 (Final)Jan[14],1969
309,20,<,12,Auburn,SEC,8-3,23,,Week 13 (Final)Jan[14],1969
310,NR,<,20,Toledo,MAC,,0,,Week 13 (Final)Jan[14],1969
