,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,2,Florida State (44),Ind,0-0,1161.0,DNP,PreseasonAug 21[1],1988
1,2,<,6,Nebraska (2),Big 8,0-0,952.0,DNP,PreseasonAug 21[1],1988
2,3,<,3,Oklahoma (2),Big 8,0-0,946.0,DNP,PreseasonAug 21[1],1988
3,4,<,12,Clemson (3),ACC,0-0,929.0,DNP,PreseasonAug 21[1],1988
4,5,<,9,UCLA (2),Pac-10,0-0,818.0,DNP,PreseasonAug 21[1],1988
5,6,<,18,USC (3),Pac-10,0-0,775.0,DNP,PreseasonAug 21[1],1988
6,7,<,7,Auburn,SEC,0-0,769.0,DNP,PreseasonAug 21[1],1988
7,8,<,1,Miami (FL) (1),Ind,0-0,747.0,DNP,PreseasonAug 21[1],1988
8,9,<,16,Iowa (1),Big Ten,0-0,736.0,DNP,PreseasonAug 21[1],1988
9,10,<,10,Texas A&M,Southwest,0-0,659.0,DNP,PreseasonAug 21[1],1988
10,11,<,19,Michigan (1),Big Ten,0-0,608.0,DNP,PreseasonAug 21[1],1988
11,12,<,13,Georgia,SEC,0-0,449.0,DNP,PreseasonAug 21[1],1988
12,13,<,17,Notre Dame (1),Ind,0-0,359.0,DNP,PreseasonAug 21[1],1988
13,14,<,NR,Alabama,SEC,0-0,342.0,DNP,PreseasonAug 21[1],1988
14,15,<,8,Michigan State,Big Ten,0-0,307.0,DNP,PreseasonAug 21[1],1988
15,16,<,NR,West Virginia,Ind,0-0,285.0,DNP,PreseasonAug 21[1],1988
16,17,<,14,Tennessee,SEC,0-0,250.0,DNP,PreseasonAug 21[1],1988
17,18,<,5,LSU,SEC,0-0,249.0,DNP,PreseasonAug 21[1],1988
18,19,<,15,South Carolina,Ind,0-0,216.0,DNP,PreseasonAug 21[1],1988
19,20,<,NR,Penn State,Ind,0-0,211.0,DNP,PreseasonAug 21[1],1988
20,NR,<,4,Syracuse,Ind,0-0,0.0,DNP,PreseasonAug 21[1],1988
21,NR,<,11,Oklahoma State,Big 8,0-0,0.0,DNP,PreseasonAug 21[1],1988
22,NR,<,20,Arizona State,Pac-10,0-0,0.0,DNP,PreseasonAug 21[1],1988
23,1,<,1,Florida State (41),Ind,0-0,1032.0,DNP,Week 1Aug 30[2][3],1988
24,2,<,2,Nebraska (4),Big 8,1-0,939.0,,Week 1Aug 30[2][3],1988
25,3,<,3,Oklahoma (1),Big 8,0-0,845.0,DNP,Week 1Aug 30[2][3],1988
26,4,<,4,Clemson (3),ACC,0-0,832.0,DNP,Week 1Aug 30[2][3],1988
27,5,<,5,UCLA (2),Pac-10,0-0,754.0,DNP,Week 1Aug 30[2][3],1988
28,6,<,8,Miami (FL) (1),Ind,0-0,714.0,DNP,Week 1Aug 30[2][3],1988
29,7,<,7,Auburn,SEC,0-0,707.0,DNP,Week 1Aug 30[2][3],1988
30,8,<,6,USC (1),Pac-10,0-0,687.0,DNP,Week 1Aug 30[2][3],1988
31,9,<,9,Iowa,Big Ten,0-0,619.0,DNP,Week 1Aug 30[2][3],1988
32,10,<,11,Michigan,Big Ten,0-0,562.0,DNP,Week 1Aug 30[2][3],1988
33,11,<,10,Texas A&M,Southwest,0-1,453.0,,Week 1Aug 30[2][3],1988
34,12,<,12,Georgia,SEC,0-0,378.0,DNP,Week 1Aug 30[2][3],1988
35,13,<,13,Notre Dame,Ind,0-0,351.0,DNP,Week 1Aug 30[2][3],1988
36,14,<,14,Alabama,SEC,0-0,343.0,DNP,Week 1Aug 30[2][3],1988
37,15,<,15,Michigan State,Big Ten,0-0,288.0,DNP,Week 1Aug 30[2][3],1988
