,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,3,Iowa (22),Big Ten,0-0,400.0,DNP,PreseasonAug[2],1961
1,2,<,8,Ohio State (15),Big Ten,0-0,360.0,DNP,PreseasonAug[2],1961
2,3,<,9,Alabama (3),SEC,0-0,198.0,DNP,PreseasonAug[2],1961
3,4,<,NR,Texas (1),Southwest,0-0,196.0,DNP,PreseasonAug[2],1961
4,5,<,NR,LSU,SEC,0-0,195.0,DNP,PreseasonAug[2],1961
5,6,<,15,Michigan State,Big Ten,0-0,168.0,DNP,PreseasonAug[2],1961
6,7,<,16,Penn State (1),Ind,0-0,164.0,DNP,PreseasonAug[2],1961
7,8,<,11,Kansas (1),Big 8,0-0,163.0,DNP,PreseasonAug[2],1961
8,9,<,2,Mississippi (2),SEC,0-0,135.0,DNP,PreseasonAug[2],1961
9,10,<,19,Syracuse,Ind,0-0,118.0,DNP,PreseasonAug[2],1961
10,NR,<,1,Minnesota,Big Ten,0-0,0.0,DNP,PreseasonAug[2],1961
11,NR,<,4,Navy,Ind,0-0,0.0,DNP,PreseasonAug[2],1961
12,NR,<,5,Missouri,Big 8,0-0,0.0,DNP,PreseasonAug[2],1961
13,NR,<,6,Washington,AAWU,0-0,0.0,DNP,PreseasonAug[2],1961
14,NR,<,7,Arkansas,Southwest,0-0,0.0,DNP,PreseasonAug[2],1961
15,NR,<,10,Duke,ACC,0-0,0.0,DNP,PreseasonAug[2],1961
16,NR,<,12,Baylor,Southwest,0-0,0.0,DNP,PreseasonAug[2],1961
17,NR,<,13,Auburn,SEC,0-0,0.0,DNP,PreseasonAug[2],1961
18,NR,<,14,Yale,Ivy,0-0,0.0,DNP,PreseasonAug[2],1961
19,NR,<,17,New Mexico State,BIAA,0-0,0.0,DNP,PreseasonAug[2],1961
20,NR,<,18,Florida,SEC,0-0,0.0,DNP,PreseasonAug[2],1961
21,NR,<,19,Purdue,Big Ten,0-0,0.0,DNP,PreseasonAug[2],1961
22,NR,<,NR,Army,Ind,0-0,0.0,DNP,PreseasonAug[2],1961
23,NR,<,NR,Clemson,ACC,0-0,0.0,DNP,PreseasonAug[2],1961
24,NR,<,NR,Colorado,Big 8,0-0,0.0,DNP,PreseasonAug[2],1961
25,NR,<,NR,Maryland,ACC,0-0,0.0,DNP,PreseasonAug[2],1961
26,NR,<,NR,NC State,ACC,0-0,0.0,DNP,PreseasonAug[2],1961
27,NR,<,NR,Notre Dame,Ind,0-0,0.0,DNP,PreseasonAug[2],1961
28,NR,<,NR,Oregon,Ind,0-0,0.0,DNP,PreseasonAug[2],1961
29,NR,<,NR,Oregon State,Ind,0-0,0.0,DNP,PreseasonAug[2],1961
30,NR,<,NR,Rice,Southwest,0-0,0.0,DNP,PreseasonAug[2],1961
31,NR,<,NR,Tennessee,SEC,0-0,0.0,DNP,PreseasonAug[2],1961
32,NR,<,NR,UCLA,AAWU,0-0,0.0,DNP,PreseasonAug[2],1961
33,NR,<,NR,USC,AAWU,0-0,0.0,DNP,PreseasonAug[2],1961
34,NR,<,NR,Wisconsin,Big Ten,0-0,0.0,DNP,PreseasonAug[2],1961
35,1,<,1,Iowa (19),Big Ten,0-0,343.0,DNP,Week 1Sep 25[3],1961
36,2,<,9,Mississippi (12),SEC,1-0,332.0,,Week 1Sep 25[3],1961
37,3,<,2,Ohio State (7),Big Ten,0-0,309.0,DNP,Week 1Sep 25[3],1961
38,4,<,3,Alabama (6),SEC,1-0,307.0,,Week 1Sep 25[3],1961
39,5,<,10,Syracuse,Ind,1-0,233.0,,Week 1Sep 25[3],1961
40,6,<,4,Texas (1),Southwest,1-0,227.0,,Week 1Sep 25[3],1961
41,7,<,NR,Rice (2),Southwest,0-0,220.0,DNP,Week 1Sep 25[3],1961
42,8,<,7,Penn State (2),Ind,1-0,192.0,,Week 1Sep 25[3],1961
43,9,<,NR,UCLA,AAWU,1-0,98.0,,Week 1Sep 25[3],1961
44,10,<,6,Michigan State,Big Ten,0-0,80.0,DNP,Week 1Sep 25[3],1961
45,RV,<,5,LSU,SEC,,,,Week 1Sep 25[3],1961
46,RV,<,8,Kansas,Big 8,,,,Week 1Sep 25[3],1961
47,RV,<,NR,Army,Ind,,,,Week 1Sep 25[3],1961
48,RV,<,NR,Auburn,SEC,,,,Week 1Sep 25[3],1961
49,RV,<,NR,Baylor,Southwest,,,,Week 1Sep 25[3],1961
50,RV,<,NR,California,AAWU,,,,Week 1Sep 25[3],1961
51,RV,<,NR,Colorado,Big 8,,,,Week 1Sep 25[3],1961
52,RV,<,NR,Duke,ACC,,,,Week 1Sep 25[3],1961
53,RV,<,NR,Florida,SEC,,,,Week 1Sep 25[3],1961
54,RV,<,NR,Furman,Southern,,,,Week 1Sep 25[3],1961
55,RV,<,NR,Georgia Tech,SEC,,,,Week 1Sep 25[3],1961
56,RV,<,NR,Kansas State,Big 8,,,,Week 1Sep 25[3],1961
57,RV,<,NR,Maryland,ACC,,,,Week 1Sep 25[3],1961
58,RV,<,NR,Minnesota,Big Ten,,,,Week 1Sep 25[3],1961
59,RV,<,NR,Mississippi State,SEC,,,,Week 1Sep 25[3],1961
60,RV,<,NR,Missouri,Big 8,,,,Week 1Sep 25[3],1961
61,RV,<,NR,NC State,ACC,,,,Week 1Sep 25[3],1961
62,RV,<,NR,Notre Dame,Ind,,,,Week 1Sep 25[3],1961
63,RV,<,NR,Oregon,Ind,,,,Week 1Sep 25[3],1961
64,RV,<,NR,Pittsburgh,Ind,,,,Week 1Sep 25[3],1961
65,RV,<,NR,Purdue,Big Ten,,,,Week 1Sep 25[3],1961
66,RV,<,NR,TCU,Southwest,,,,Week 1Sep 25[3],1961
67,RV,<,NR,Tennessee,SEC,,,,Week 1Sep 25[3],1961
