,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,BCS
260,16,<,22,West Virginia,Big East,4-1,544,19,W 55-10 H Bowling Green,Week 5Oct 2,2011,
261,17,<,12,Florida,SEC,4-1,498,18,L 38-10 H #3 Alabama,Week 5Oct 2,2011,
262,18,<,10,South Carolina,SEC,4-1,487,14,L 16-13 H Auburn,Week 5Oct 2,2011,
263,19,<,24,Illinois,Big Ten,5-0,428,16,W 38-35 H Northwestern,Week 5Oct 2,2011,
264,20,<,NR,Kansas State,Big 12,4-0,349,21,W 36-35 H #15 Baylor,Week 5Oct 2,2011,
265,21,<,11,Virginia Tech,ACC,4-1,341,17,L 23-3 H #13 Clemson,Week 5Oct 2,2011,
266,22,<,25,Arizona State,Pac-12,4-1,256,24,W 35-20 H Oregon State,Week 5Oct 2,2011,
267,23,<,23,Florida State,ACC,2-2,237,22,DNP,Week 5Oct 2,2011,
268,24,<,14,Texas A&M,Big 12,2-2,216,25,L 42-38 N #18 Arkansas (Southwest Classic),Week 5Oct 2,2011,
269,25,<,15,Baylor,Big 12,3-1,186,RV,L 36-35 A Kansas State,Week 5Oct 2,2011,
270,RV,<,NR,Michigan State,Big Ten,4-1,154,20,W 10-7 A Ohio State,Week 5Oct 2,2011,
271,RV,<,NR,Houston,CUSA,5-0,68,RV,W 49-42 A UTEP,Week 5Oct 2,2011,
272,RV,<,NR,Washington,Pac-12,4-1,37,RV,W 31-14 A Utah,Week 5Oct 2,2011,
273,RV,<,NR,Texas Tech,Big 12,4-0,25,RV,W 45-34 A Kansas,Week 5Oct 2,2011,
274,RV,<,NR,Notre Dame,Ind,3-2,24,RV,W 38-10 A Purdue,Week 5Oct 2,2011,
275,RV,<,16,South Florida,Big East,4-1,22,RV,L 44-17 A Pittsburgh,Week 5Oct 2,2011,
276,RV,<,NR,Georgia,SEC,3-2,11,NR,W 24-10 H Mississippi State,Week 5Oct 2,2011,
277,RV,<,NR,Penn State,Big Ten,4-1,9,RV,W 16-10 A Indiana,Week 5Oct 2,2011,
278,RV,<,NR,USC,Pac-12,4-1,7,NR,W 48-41 H Arizona,Week 5Oct 2,2011,
279,RV,<,NR,SMU,CUSA,4-1,5,RV,W 40-33 (1OT) A #20 TCU,Week 5Oct 2,2011,
280,RV,<,NR,Cincinnati,Big East,4-1,1,RV,W 27-0 A Miami (OH),Week 5Oct 2,2011,
281,RV,<,NR,Pittsburgh,Big East,3-2,1,RV,W 44-17 H #16 South Florida,Week 5Oct 2,2011,
282,RV,<,NR,Tennessee,SEC,3-1,1,RV,W 41-10 H Buffalo,Week 5Oct 2,2011,
283,RV,<,20,TCU,MWC,3-2,0,NR,L 40-33 (1OT) H SMU,Week 5Oct 2,2011,
284,NR,<,NR,Air Force,MWC,3-1,0,RV,W 35-34 (1OT) A Navy,Week 5Oct 2,2011,
285,NR,<,NR,Duke,ACC,3-2,0,RV,W 31-27 A FIU,Week 5Oct 2,2011,
286,NR,<,NR,Iowa,Big Ten,3-1,0,RV,DNP,Week 5Oct 2,2011,
287,NR,<,NR,North Carolina,ACC,4-1,0,RV,W 35-20 A East Carolina,Week 5Oct 2,2011,
288,NR,<,NR,Ohio State,Big Ten,3-2,0,RV,L 10-7 H Michigan State,Week 5Oct 2,2011,
289,NR,<,NR,Southern Miss,CUSA,4-1,0,RV,W 48-24 H Rice,Week 5Oct 2,2011,
290,1,<,1,LSU (40),SEC,6-0,1450,*2,W 41-11 H #17 Florida,Week 6Oct 9,2011,
291,2,<,2,Alabama (10),SEC,6-0,1405,*3,W 34-0 H Vanderbilt,Week 6Oct 9,2011,
292,3,<,3,Oklahoma (8),Big 12,5-0,1382,*1,W 55-17 N #11 Texas,Week 6Oct 9,2011,
293,4,<,4,Wisconsin,Big Ten,5-0,1243,*4,DNP,Week 6Oct 9,2011,
294,5,<,5,Boise State (1),MWC,5-0,1222,6,W 57-7 A Fresno State,Week 6Oct 9,2011,
295,6,<,6,Oklahoma State,Big 12,5-0,1176,7,W 70-28 H Kansas,Week 6Oct 9,2011,
296,7,<,7,Stanford,Pac-12,5-0,1164,5,W 48-7 H Colorado,Week 6Oct 9,2011,
297,8,<,8,Clemson,ACC,6-0,1080,8,W 36-14 H Boston College,Week 6Oct 9,2011,
298,9,<,9,Oregon,Pac-12,4-1,1000,9,W 43-15 H California,Week 6Oct 9,2011,
299,10,<,10,Arkansas,SEC,5-1,921,11,W 38-14 H #15 Auburn,Week 6Oct 9,2011,
300,11,<,12,Michigan,Big Ten,6-0,868,10,W 42-24 A Northwestern,Week 6Oct 9,2011,
301,12,<,13,Georgia Tech,ACC,6-0,741,12,W 21-16 H Maryland,Week 6Oct 9,2011,
302,13,<,16,West Virginia,Big East,5-1,659,16,W 43-16 H Connecticut,Week 6Oct 9,2011,
303,14,<,14,Nebraska,Big Ten,5-1,642,14,W 34-27 H Ohio State,Week 6Oct 9,2011,
304,15,<,18,South Carolina,SEC,5-1,608,13,W 54-3 H Kentucky,Week 6Oct 9,2011,
305,16,<,19,Illinois,Big Ten,6-0,594,15,W 41-20 A Indiana,Week 6Oct 9,2011,
306,17,<,20,Kansas State,Big 12,5-0,580,18,W 24-17 H Missouri,Week 6Oct 9,2011,
307,18,<,22,Arizona State,Pac-12,5-1,414,20,W 35-14 A Utah,Week 6Oct 9,2011,
308,19,<,21,Virginia Tech,ACC,5-1,410,17,W 38-35 H Miami (FL),Week 6Oct 9,2011,
309,20,<,25,Baylor,Big 12,4-1,308,24,W 49-26 H Iowa State,Week 6Oct 9,2011,
310,21,<,24,Texas A&M,Big 12,3-2,251,23,W 45-40 A Texas Tech,Week 6Oct 9,2011,
311,22,<,11,Texas,Big 12,4-1,216,21,L 55-17 N #3 Oklahoma,Week 6Oct 9,2011,
312,23,<,NR,Michigan State,Big Ten,4-1,181,19,DNP,Week 6Oct 9,2011,
313,24,<,15,Auburn,SEC,4-2,156,RV,L 38-14 A #10 Arkansas,Week 6Oct 9,2011,
314,25,<,NR,Houston,CUSA,6-0,142,22,W 56-3 H East Carolina,Week 6Oct 9,2011,
315,RV,<,17,Florida,SEC,4-2,86,RV,L 41-11 A #1 LSU,Week 6Oct 9,2011,
316,RV,<,NR,Washington,Pac-12,4-1,71,RV,DNP,Week 6Oct 9,2011,
317,RV,<,NR,Notre Dame,Ind,4-2,64,RV,W 59-33 H Air Force,Week 6Oct 9,2011,
318,RV,<,NR,Georgia,SEC,4-2,61,RV,W 20-12 A Tennessee,Week 6Oct 9,2011,
319,RV,<,NR,Penn State,Big Ten,5-1,22,25,W 13-3 H Iowa,Week 6Oct 9,2011,
320,RV,<,NR,USC,Pac-12,4-1,17,NR,DNP,Week 6Oct 9,2011,
321,RV,<,NR,North Carolina,ACC,5-1,13,RV,W 14-7 H Louisville,Week 6Oct 9,2011,
322,RV,<,NR,South Florida,Big East,4-1,11,RV,DNP,Week 6Oct 9,2011,
323,RV,<,NR,Wake Forest,ACC,4-1,7,RV,W 35-30 H #23 Florida State,Week 6Oct 9,2011,
324,RV,<,NR,Southern Miss,CUSA,5-1,4,RV,W 63-35 A Navy,Week 6Oct 9,2011,
325,RV,<,NR,SMU,CUSA,4-1,3,RV,DNP,Week 6Oct 9,2011,
326,RV,<,NR,Texas Tech,Big 12,4-1,2,RV,L 45-40 H #24 Texas A&M,Week 6Oct 9,2011,
327,RV,<,NR,Cincinnati,Big East,4-1,1,NR,DNP,Week 6Oct 9,2011,
328,NR,<,23,Florida State,ACC,2-3,0,NR,L 35-30 A Wake Forest,Week 6Oct 9,2011,
329,NR,<,NR,Hawaii,WAC,3-2,0,RV,DNP,Week 6Oct 9,2011,
330,NR,<,NR,Louisiana,Sun Belt,5-1,0,NR,W 31-17 H Troy,Week 6Oct 9,2011,
331,NR,<,NR,Rutgers,Big East,4-1,0,RV,W 34-10 H Pittsburgh,Week 6Oct 9,2011,
332,NR,<,NR,TCU,MWC,4-2,0,RV,W 27-14 A San Diego State,Week 6Oct 9,2011,
333,1,<,1,LSU (41),SEC,7-0,1452,*2,W 38-7 A Tennessee,Week 7Oct 16,2011,1
334,2,<,2,Alabama (11),SEC,7-0,1411,*3,W 52-7 A Mississippi,Week 7Oct 16,2011,2
335,3,<,3,Oklahoma (6),Big 12,6-0,1372,*1,W 47-17 A Kansas,Week 7Oct 16,2011,3
336,4,<,4,Wisconsin,Big Ten,6-0,1252,*4,W 59-7 H Indiana,Week 7Oct 16,2011,6
337,5,<,5,Boise State (1),MWC,6-0,1218,7,W 63-13 A Colorado State,Week 7Oct 16,2011,5
338,6,<,6,Oklahoma State,Big 12,6-0,1186,6,W 38-26 A #22 Texas,Week 7Oct 16,2011,4
339,7,<,7,Stanford,Pac-12,6-0,1164,5,W 44-14 A Washington State,Week 7Oct 16,2011,8
340,8,<,8,Clemson,ACC,7-0,1064,8,W 56-45 A Maryland,Week 7Oct 16,2011,7
341,9,<,9,Oregon,Pac-12,5-1,1020,8,W 41-27 H #18 Arizona State,Week 7Oct 16,2011,10
342,10,<,10,Arkansas,SEC,5-1,946,10,DNP,Week 7Oct 16,2011,9
343,11,<,13,West Virginia,Big East,5-1,778,14,DNP,Week 7Oct 16,2011,15
344,12,<,17,Kansas State,Big 12,6-0,762,16,W 41-34 A Texas Tech,Week 7Oct 16,2011,11
345,13,<,14,Nebraska,Big Ten,5-1,748,11,DNP,Week 7Oct 16,2011,13
346,14,<,15,South Carolina,SEC,6-1,690,12,W 14-12 A Mississippi State,Week 7Oct 16,2011,14
347,15,<,23,Michigan State,Big Ten,5-1,610,13,W 28-14 H #11 Michigan,Week 7Oct 16,2011,16
348,16,<,19,Virginia Tech,ACC,6-1,597,14,W 38-17 A Wake Forest,Week 7Oct 16,2011,12
349,17,<,21,Texas A&M,Big 12,4-2,467,18,W 55-28 H #20 Baylor,Week 7Oct 16,2011,17
350,18,<,11,Michigan,Big Ten,6-1,442,17,L 28-14 A #23 Michigan State,Week 7Oct 16,2011,18
351,19,<,24,Auburn,SEC,5-2,374,23,W 17-6 H Florida,Week 7Oct 16,2011,20
352,20,<,12,Georgia Tech,ACC,6-1,281,19,L 24-21 A Virginia,Week 7Oct 16,2011,22
353,21,<,25,Houston,CUSA,6-0,238,20,DNP,Week 7Oct 16,2011,19
354,22,<,NR,Washington,Pac-12,5-1,221,24,W 52-24 H Colorado,Week 7Oct 16,2011,25
355,23,<,16,Illinois,Big Ten,6-1,207,21,L 17-7 H Ohio State,Week 7Oct 16,2011,23
356,24,<,18,Arizona State,Pac-12,5-2,144,25,L 41-27 A #9 Oregon,Week 7Oct 16,2011,NR
357,24,<,NR,Georgia,SEC,5-2,144,RV,W 33-28 A Vanderbilt,Week 7Oct 16,2011,NR
358,RV,<,NR,Penn State,Big Ten,6-1,130,22,W 23-18 H Purdue,Week 7Oct 16,2011,21
359,RV,<,NR,Notre Dame,Ind,4-2,107,RV,DNP,Week 7Oct 16,2011,NR
360,RV,<,NR,USC,Pac-12,5-1,87,NR,W 30-9 A California,Week 7Oct 16,2011,NR
361,RV,<,20,Baylor,Big 12,4-2,19,RV,L 55-28 A #21 Texas A&M,Week 7Oct 16,2011,NR
362,RV,<,NR,SMU,CUSA,5-1,19,RV,W 38-17 H UCF,Week 7Oct 16,2011,NR
363,RV,<,22,Texas,Big 12,4-2,12,RV,L 38-26 H #6 Oklahoma State,Week 7Oct 16,2011,24
364,RV,<,NR,Cincinnati,Big East,5-1,4,RV,W 25-16 H Louisville,Week 7Oct 16,2011,NR
365,RV,<,NR,Southern Miss,CUSA,5-1,4,RV,DNP,Week 7Oct 16,2011,NR
366,RV,<,NR,Wake Forest,ACC,4-2,3,NR,L 38-17 H #19 Virginia Tech,Week 7Oct 16,2011,NR
367,RV,<,NR,Rutgers,Big East,5-1,2,RV,W 21-20 H Navy,Week 7Oct 16,2011,NR
368,NR,<,NR,Florida,SEC,4-3,0,NR,L 17-6 A #24 Auburn,Week 7Oct 16,2011,NR
369,NR,<,NR,Florida State,ACC,3-3,0,NR,W 41-16 A Duke,Week 7Oct 16,2011,NR
370,NR,<,NR,Louisiana,Sun Belt,6-1,0,NR,W 30-10 H North Texas,Week 7Oct 16,2011,NR
371,NR,<,NR,Missouri,Big 12,3-3,0,NR,W 52-17 H Iowa State,Week 7Oct 16,2011,NR
372,NR,<,NR,North Carolina,ACC,5-2,0,RV,L 30-24 H Miami (FL),Week 7Oct 16,2011,NR
373,NR,<,NR,Ohio State,Big Ten,4-3,0,NR,W 17-7 A #16 Illinois,Week 7Oct 16,2011,NR
374,NR,<,NR,South Florida,Big East,4-2,0,NR,L 16-10 A Connecticut,Week 7Oct 16,2011,NR
375,NR,<,NR,TCU,MWC,4-2,0,RV,DNP,Week 7Oct 16,2011,NR
376,NR,<,NR,Temple,MAC,5-2,0,RV,W 34-0 H Buffalo,Week 7Oct 16,2011,NR
377,NR,<,NR,Texas Tech,Big 12,4-2,0,NR,L 41-34 H #17 Kansas State,Week 7Oct 16,2011,NR
378,NR,<,NR,Virginia,ACC,4-2,0,RV,W 24-21 H #12 Georgia Tech,Week 7Oct 16,2011,NR
379,1,<,1,LSU (49),SEC,8-0,1489,*1,W 45-10 H #19 Auburn,Week 8Oct 23,2011,1
380,2,<,2,Alabama (10),SEC,8-0,1448,*2,W 37-6 H Tennessee,Week 8Oct 23,2011,2
381,3,<,6,Oklahoma State,Big 12,7-0,1326,4,W 45-24 A Missouri,Week 8Oct 23,2011,3
382,4,<,7,Stanford,Pac-12,7-0,1318,3,W 65-21 H #22 Washington,Week 8Oct 23,2011,6
383,5,<,5,Boise State (1),MWC,7-0,1269,5,W 37-26 H Air Force,Week 8Oct 23,2011,4
384,6,<,8,Clemson,ACC,8-0,1225,6,W 59-38 H North Carolina,Week 8Oct 23,2011,5
385,7,<,9,Oregon,Pac-12,6-1,1136,7,W 45-2 A Colorado,Week 8Oct 23,2011,7
386,8,<,10,Arkansas,SEC,6-1,1003,8,W 29-24 A Mississippi,Week 8Oct 23,2011,10
387,9,<,15,Michigan State,Big Ten,6-1,964,10,W 37-31 H #4 Wisconsin,Week 8Oct 23,2011,11
388,10,<,12,Kansas State,Big 12,7-0,945,12,W 59-21 A Kansas,Week 8Oct 23,2011,8
389,11,<,3,Oklahoma,Big 12,6-1,912,9,L 41-38 H Texas Tech,Week 8Oct 23,2011,9
390,12,<,4,Wisconsin,Big Ten,6-1,887,11,L 37-31 A #15 Michigan State,Week 8Oct 23,2011,15
391,13,<,13,Nebraska,Big Ten,6-1,756,13,W 41-14 A Minnesota,Week 8Oct 23,2011,14
392,14,<,14,South Carolina,SEC,6-1,675,14,DNP,Week 8Oct 23,2011,13
393,15,<,16,Virginia Tech,ACC,7-1,673,15,W 30-14 H Boston College,Week 8Oct 23,2011,12
394,16,<,17,Texas A&M,Big 12,5-2,614,16,W 33-17 A Iowa State,Week 8Oct 23,2011,16
395,17,<,18,Michigan,Big Ten,6-1,508,17,DNP,Week 8Oct 23,2011,18
396,18,<,21,Houston,CUSA,7-0,400,18,W 63-28 H Marshall,Week 8Oct 23,2011,17
397,19,<,NR,Texas Tech,Big 12,5-2,350,22,W 41-38 A #3 Oklahoma,Week 8Oct 23,2011,20
398,20,<,NR,USC,Pac-12,6-1,340,NR,W 31-17 A Notre Dame,Week 8Oct 23,2011,NR
399,21,<,NR,Penn State,Big Ten,7-1,312,19,W 34-24 A Northwestern,Week 8Oct 23,2011,19
400,22,<,24,Georgia,SEC,5-2,290,21,DNP,Week 8Oct 23,2011,22
401,23,<,24,Arizona State,Pac-12,5-2,239,20,DNP,Week 8Oct 23,2011,21
402,24,<,NR,Cincinnati,Big East,6-1,71,23,W 37-34 A South Florida,Week 8Oct 23,2011,NR
403,25,<,11,West Virginia,Big East,5-2,64,24,L 49-23 A Syracuse,Week 8Oct 23,2011,25
404,RV,<,19,Auburn,SEC,5-3,62,RV,L 45-10 A #1 LSU,Week 8Oct 23,2011,23
405,RV,<,NR,Southern Miss,CUSA,6-1,48,25,W 27-3 H SMU,Week 8Oct 23,2011,NR
406,RV,<,NR,Baylor,Big 12,4-2,47,RV,DNP,Week 8Oct 23,2011,NR
407,RV,<,22,Washington,Pac-12,5-2,32,RV,L 65-21 A #7 Stanford,Week 8Oct 23,2011,NR
408,RV,<,20,Georgia Tech,ACC,6-2,30,RV,L 24-7 A Miami (FL),Week 8Oct 23,2011,NR
409,RV,<,NR,Texas,Big 12,4-2,26,RV,DNP,Week 8Oct 23,2011,24
410,RV,<,NR,Syracuse,Big East,5-2,24,RV,W 49-23 H #11 West Virginia,Week 8Oct 23,2011,NR
411,RV,<,NR,Miami (FL),ACC,4-3,6,RV,W 24-7 H #20 Georgia Tech,Week 8Oct 23,2011,NR
412,RV,<,NR,TCU,MWC,5-2,4,RV,W 69-0 H New Mexico,Week 8Oct 23,2011,NR
413,RV,<,NR,Rutgers,Big East,5-2,3,RV,L 16-14 A Louisville,Week 8Oct 23,2011,NR
414,RV,<,23,Illinois,Big Ten,6-2,2,RV,L 21-14 A Purdue,Week 8Oct 23,2011,NR
415,RV,<,NR,BYU,Ind,6-2,2,RV,W 56-3 H Idaho State,Week 8Oct 23,2011,NR
416,NR,<,NR,Florida,SEC,4-3,0,RV,DNP,Week 8Oct 23,2011,NR
417,NR,<,NR,Iowa,Big Ten,5-2,0,RV,W 45-24 H Indiana,Week 8Oct 23,2011,NR
418,NR,<,NR,Notre Dame,Ind,4-3,0,RV,L 31-17 H USC,Week 8Oct 23,2011,NR
419,NR,<,NR,Ohio State,Big Ten,4-3,0,NR,DNP,Week 8Oct 23,2011,NR
420,NR,<,NR,SMU,CUSA,5-2,0,RV,L 27-3 A Southern Miss,Week 8Oct 23,2011,NR
421,NR,<,NR,Wake Forest,ACC,5-2,0,RV,W 24-23 A Duke,Week 8Oct 23,2011,NR
422,1,<,1,LSU (47),SEC,8-0,1439,*1,DNP,Week 9Oct 30,2011,1
423,2,<,2,Alabama (10),SEC,8-0,1401,*2,DNP,Week 9Oct 30,2011,2
424,3,<,3,Oklahoma State,Big 12,8-0,1305,4,W 59-24 H Baylor,Week 9Oct 30,2011,3
425,4,<,4,Stanford,Pac-12,8-0,1278,3,W 56-48 (3OT) A #20 USC,Week 9Oct 30,2011,4
426,5,<,5,Boise State (1),MWC,7-0,1241,5,DNP,Week 9Oct 30,2011,5
427,6,<,7,Oregon,Pac-12,7-1,1148,6,W 43-28 H Washington State,Week 9Oct 30,2011,8
428,7,<,11,Oklahoma,Big 12,7-1,1096,7,W 58-17 A #10 Kansas State,Week 9Oct 30,2011,6
429,8,<,8,Arkansas,SEC,7-1,1035,8,W 31-28 A Vanderbilt,Week 9Oct 30,2011,7
430,9,<,13,Nebraska,Big Ten,7-1,976,9,W 24-3 H #9 Michigan State,Week 9Oct 30,2011,10
431,10,<,14,South Carolina,SEC,7-1,861,10,W 14-3 A Tennessee,Week 9Oct 30,2011,9
432,11,<,6,Clemson,ACC,8-1,851,12,L 31-17 A Georgia Tech,Week 9Oct 30,2011,11
433,12,<,15,Virginia Tech,ACC,8-1,755,11,W 14-10 A Duke,Week 9Oct 30,2011,12
434,13,<,17,Michigan,Big Ten,7-1,718,13,W 36-14 H Purdue,Week 9Oct 30,2011,15
435,14,<,18,Houston,CUSA,8-0,611,14,W 73-34 H Rice,Week 9Oct 30,2011,13
436,15,<,9,Michigan State,Big Ten,6-2,586,16,L 24-3 A #13 Nebraska,Week 9Oct 30,2011,17
437,16,<,21,Penn State,Big Ten,8-1,553,15,W 10-7 H Illinois,Week 9Oct 30,2011,16
438,17,<,10,Kansas State,Big 12,7-1,536,19,L 58-17 H #11 Oklahoma,Week 9Oct 30,2011,14
439,18,<,22,Georgia,SEC,6-2,446,20,W 24-20 N Florida,Week 9Oct 30,2011,18
440,19,<,12,Wisconsin,Big Ten,6-2,420,17,L 33-29 A Ohio State,Week 9Oct 30,2011,20
441,20,<,23,Arizona State,Pac-12,6-2,384,18,W 48-14 H Colorado,Week 9Oct 30,2011,19
442,21,<,20,USC,Pac-12,6-2,323,NR,L 56-48 (3OT) H #4 Stanford,Week 9Oct 30,2011,NR
443,22,<,NR,Georgia Tech,ACC,7-2,230,23,W 31-17 H #6 Clemson,Week 9Oct 30,2011,23
444,23,<,24,Cincinnati,Big East,6-1,128,22,DNP,Week 9Oct 30,2011,NR
445,24,<,25,West Virginia,Big East,6-2,111,21,W 41-31 A Rutgers,Week 9Oct 30,2011,24
446,25,<,NR,Auburn,SEC,6-3,107,RV,W 41-23 H Mississippi,Week 9Oct 30,2011,22
447,RV,<,NR,Texas,Big 12,5-2,99,25,W 43-0 H Kansas,Week 9Oct 30,2011,21
448,RV,<,NR,Southern Miss,CUSA,7-1,67,24,W 31-13 A UTEP,Week 9Oct 30,2011,25
449,RV,<,NR,Washington,Pac-12,6-2,52,RV,W 42-31 H Arizona,Week 9Oct 30,2011,NR
450,RV,<,NR,Ohio State,Big Ten,5-3,37,RV,W 33-29 H #12 Wisconsin,Week 9Oct 30,2011,NR
451,RV,<,NR,TCU,MWC,6-2,26,RV,W 38-28 H BYU,Week 9Oct 30,2011,NR
452,RV,<,16,Texas A&M,Big 12,5-3,25,RV,L 38-31 (1OT) H Missouri,Week 9Oct 30,2011,NR
453,RV,<,NR,Florida State,ACC,5-3,4,RV,W 34-0 H NC State,Week 9Oct 30,2011,NR
454,RV,<,NR,Notre Dame,Ind,5-3,1,RV,W 56-14 H Navy,Week 9Oct 30,2011,NR
455,NR,<,19,Texas Tech,Big 12,5-3,0,NR,L 41-7 H Iowa State,Week 9Oct 30,2011,NR
456,NR,<,NR,BYU,Ind,6-3,0,NR,L 38-28 A TCU,Week 9Oct 30,2011,NR
457,NR,<,NR,Illinois,Big Ten,6-3,0,NR,L 10-7 A #21 Penn State,Week 9Oct 30,2011,NR
458,NR,<,NR,Missouri,Big 12,4-4,0,RV,W 38-31 (1OT) A #16 Texas A&M,Week 9Oct 30,2011,NR
459,NR,<,NR,North Carolina,ACC,6-3,0,RV,W 49-24 H Wake Forest,Week 9Oct 30,2011,NR
460,NR,<,NR,Syracuse,Big East,5-3,0,NR,L 27-10 A Louisville,Week 9Oct 30,2011,NR
461,NR,<,NR,Virginia,ACC,5-3,0,NR,W 28-21 A Miami (FL),Week 9Oct 30,2011,NR
462,1,<,1,LSU (59),SEC,9-0,1499,*1,W 9-6 (1OT) A #2 Alabama,Week 10Nov 6,2011,1
463,2,<,3,Oklahoma State,Big 12,9-0,1398,3,W 52-45 H #17 Kansas State,Week 10Nov 6,2011,2
464,3,<,4,Stanford,Pac-12,9-0,1369,2,W 38-13 A Oregon State,Week 10Nov 6,2011,4
465,4,<,2,Alabama,SEC,8-1,1334,4,L 9-6 (1OT) H #1 LSU,Week 10Nov 6,2011,3
466,5,<,5,Boise State (1),MWC,8-0,1288,5,W 48-21 A UNLV,Week 10Nov 6,2011,5
467,6,<,6,Oregon,Pac-12,8-1,1184,6,W 34-17 A Washington,Week 10Nov 6,2011,7
468,7,<,7,Oklahoma,Big 12,8-1,1138,7,W 41-25 H Texas A&M,Week 10Nov 6,2011,6
469,8,<,8,Arkansas,SEC,8-1,1107,8,W 44-28 H #10 South Carolina,Week 10Nov 6,2011,8
470,9,<,11,Clemson,ACC,8-1,979,10,DNP,Week 10Nov 6,2011,9
471,10,<,12,Virginia Tech,ACC,8-1,885,9,DNP,Week 10Nov 6,2011,10
472,11,<,14,Houston,CUSA,9-0,804,11,W 56-13 A UAB,Week 10Nov 6,2011,11
473,12,<,16,Penn State,Big Ten,8-1,725,12,DNP,Week 10Nov 6,2011,12
474,13,<,15,Michigan State,Big Ten,7-2,718,13,W 31-24 H Minnesota,Week 10Nov 6,2011,17
475,14,<,18,Georgia,SEC,7-2,657,16,W 63-16 H New Mexico State,Week 10Nov 6,2011,15
476,15,<,10,South Carolina,SEC,7-2,654,15,L 44-28 A #8 Arkansas,Week 10Nov 6,2011,13
477,16,<,19,Wisconsin,Big Ten,7-2,602,14,W 62-17 H Purdue,Week 10Nov 6,2011,18
478,17,<,17,Kansas State,Big 12,7-2,546,22,L 52-45 A #3 Oklahoma State,Week 10Nov 6,2011,14
479,18,<,21,USC,Pac-12,7-2,502,NR,W 42-17 A Colorado,Week 10Nov 6,2011,NR
480,19,<,9,Nebraska,Big Ten,7-2,491,17,L 28-25 H Northwestern,Week 10Nov 6,2011,19
481,20,<,22,Georgia Tech,ACC,7-2,340,19,DNP,Week 10Nov 6,2011,21
482,21,<,NR,Texas,Big 12,6-2,313,20,W 52-20 H Texas Tech,Week 10Nov 6,2011,16
483,22,<,13,Michigan,Big Ten,7-2,264,21,L 24-16 A Iowa,Week 10Nov 6,2011,24
484,23,<,23,Cincinnati,Big East,7-1,206,18,W 26-23 A Pittsburgh,Week 10Nov 6,2011,23
485,24,<,25,Auburn,SEC,6-3,181,25,DNP,Week 10Nov 6,2011,20
486,25,<,NR,Southern Miss,CUSA,8-1,161,23,W 48-28 A East Carolina,Week 10Nov 6,2011,22
487,RV,<,NR,TCU,MWC,7-2,56,24,W 31-20 A Wyoming,Week 10Nov 6,2011,NR
488,RV,<,NR,Ohio State,Big Ten,6-3,50,RV,W 34-20 H Indiana,Week 10Nov 6,2011,NR
489,RV,<,20,Arizona State,Pac-12,6-3,15,RV,L 29-28 A UCLA,Week 10Nov 6,2011,NR
490,RV,<,NR,Florida State,ACC,6-3,12,RV,W 38-7 A Boston College,Week 10Nov 6,2011,NR
491,RV,<,NR,Washington,Pac-12,6-3,8,RV,L 34-17 H #6 Oregon,Week 10Nov 6,2011,NR
492,RV,<,NR,Iowa,Big Ten,6-3,4,RV,W 24-16 H #13 Michigan,Week 10Nov 6,2011,NR
493,RV,<,NR,Notre Dame,Ind,6-3,4,RV,W 24-17 A Wake Forest,Week 10Nov 6,2011,NR
494,RV,<,NR,Baylor,Big 12,5-3,3,RV,W 42-39 H Missouri,Week 10Nov 6,2011,25
495,RV,<,24,West Virginia,Big East,6-3,1,RV,L 38-35 H Louisville,Week 10Nov 6,2011,NR
496,RV,<,NR,Tulsa,CUSA,6-3,1,NR,W 24-17 A UCF,Week 10Nov 6,2011,NR
497,RV,<,NR,Virginia,ACC,6-3,1,RV,W 31-13 A Maryland,Week 10Nov 6,2011,NR
498,NR,<,NR,Arkansas State,Sun Belt,7-2,0,RV,W 39-21 A Florida Atlantic,Week 10Nov 6,2011,NR
499,NR,<,NR,Louisville,Big East,5-4,0,NR,W 38-35 A #24 West Virginia,Week 10Nov 6,2011,NR
500,NR,<,NR,Miami (FL),ACC,5-4,0,RV,W 49-14 H Duke,Week 10Nov 6,2011,NR
501,NR,<,NR,Rutgers,Big East,6-3,0,RV,W 20-17 (1OT) H South Florida,Week 10Nov 6,2011,NR
502,NR,<,NR,Texas A&M,Big 12,5-4,0,RV,L 41-25 A #7 Oklahoma,Week 10Nov 6,2011,NR
503,1,<,1,LSU (60),SEC,10-0,1500,*1,W 42-9 H Western Kentucky,Week 11Nov 13,2011,1
504,2,<,2,Oklahoma State,Big 12,10-0,1432,2,W 66-6 A Texas Tech,Week 11Nov 13,2011,2
505,3,<,4,Alabama,SEC,9-1,1380,3,W 24-7 A Mississippi State,Week 11Nov 13,2011,3
506,4,<,6,Oregon,Pac-12,9-1,1326,4,W 53-30 A #3 Stanford,Week 11Nov 13,2011,4
507,5,<,7,Oklahoma,Big 12,8-1,1230,5,DNP,Week 11Nov 13,2011,5
508,6,<,8,Arkansas,SEC,9-1,1217,6,W 49-7 H Tennessee,Week 11Nov 13,2011,6
509,7,<,9,Clemson,ACC,9-1,1075,8,W 31-28 H Wake Forest,Week 11Nov 13,2011,7
510,8,<,3,Stanford,Pac-12,9-1,1071,9,L 53-30 H #6 Oregon,Week 11Nov 13,2011,9
