,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,BCS
100,13,<,15,Oregon,Pac-10,1-0,941,,,Week 2Sep 2[3],2002,
101,14,<,11,Washington,Pac-10,0-1,829,,,Week 2Sep 2[3],2002,
102,15,<,18,Michigan State,Big Ten,1-0,663,,,Week 2Sep 2[3],2002,
103,16,<,19,Marshall,MAC,1-0,614,,W 50-17 H Appalachian State,Week 2Sep 2[3],2002,
104,17,<,7,Colorado,Big 12,0-1,456,,,Week 2Sep 2[3],2002,
105,18,<,20,USC,Pac-10,0-0,455,,DNP,Week 2Sep 2[3],2002,
106,19,<,NR,Colorado State,MWC,2-0,437,,W 19-14 N Colorado,Week 2Sep 2[3],2002,
107,20,<,23,Texas A&M,Big 12,1-0,356,,,Week 2Sep 2[3],2002,
108,21,<,25,NC State,ACC,2-0,298,,,Week 2Sep 2[3],2002,
109,22,<,22,South Carolina,SEC,1-0,291,,W 34-24 H New Mexico State,Week 2Sep 2[3],2002,
110,23,<,NR,Notre Dame,Ind,1-0,264,,,Week 2Sep 2[3],2002,
111,24,<,14,LSU,SEC,0-1,237,,,Week 2Sep 2[3],2002,
112,25,<,NR,Wisconsin,Big Ten,2-0,191,,,Week 2Sep 2[3],2002,
113,NR,<,17,Louisville,CUSA,,0,,,Week 2Sep 2[3],2002,
114,NR,<,21,Maryland,ACC,,0,,,Week 2Sep 2[3],2002,
115,NR,<,24,Penn State,Big Ten,,0,,,Week 2Sep 2[3],2002,
116,1,<,1,Miami (FL) (68),Big East,2-0,1844,,W 41-16 A #6 Florida,Week 3Sep 8[4],2002,
117,2,<,2,Oklahoma (3),Big 12,2-0,1700,,W 37-27 H Alabama,Week 3Sep 8[4],2002,
118,3,<,3,Texas (3),Big 12,1-0,1667,,,Week 3Sep 8[4],2002,
119,4,<,4,Tennessee,SEC,2-0,1642,,,Week 3Sep 8[4],2002,
120,5,<,5,Florida State,ACC,2-0,1606,,,Week 3Sep 8[4],2002,
121,6,<,8,Ohio State,Big Ten,2-0,1341,,,Week 3Sep 8[4],2002,
122,7,<,7,Michigan,Big Ten,2-0,1333,,,Week 3Sep 8[4],2002,
123,8,<,9,Nebraska,Big 12,3-0,1241,,,Week 3Sep 8[4],2002,
124,9,<,10,Georgia,SEC,1-0,1211,,,Week 3Sep 8[4],2002,
125,10,<,11,Washington State,Pac-10,2-0,1164,,W 49-14 H Idaho,Week 3Sep 8[4],2002,
126,11,<,12,Virginia Tech,Big East,2-0,1135,,,Week 3Sep 8[4],2002,
127,12,<,6,Florida,SEC,1-1,1027,,,Week 3Sep 8[4],2002,
128,13,<,13,Oregon,Pac-10,2-0,948,,,Week 3Sep 8[4],2002,
129,14,<,14,Washington,Pac-10,1-1,855,,,Week 3Sep 8[4],2002,
130,15,<,15,Michigan State,Big Ten,2-0,700,,,Week 3Sep 8[4],2002,
131,16,<,16,Marshall,MAC,1-0,649,,DNP,Week 3Sep 8[4],2002,
132,17,<,18,USC,Pac-10,1-0,538,,W 24-17 H Auburn,Week 3Sep 8[4],2002,
133,18,<,17,Colorado,Big 12,1-1,415,,,Week 3Sep 8[4],2002,
134,19,<,21,NC State,ACC,3-0,402,,,Week 3Sep 8[4],2002,
135,20,<,23,Notre Dame,Ind,2-0,374,,,Week 3Sep 8[4],2002,
136,21,<,20,Texas A&M,Big 12,2-0,368,,,Week 3Sep 8[4],2002,
137,22,<,25,Wisconsin,Big Ten,3-0,294,,,Week 3Sep 8[4],2002,
138,23,<,NR,UCLA,Pac-10,1-0,213,,,Week 3Sep 8[4],2002,
139,24,<,19,Colorado State,MWC,2-1,173,,L 30-19 A UCLA,Week 3Sep 8[4],2002,
140,25,<,24,LSU,SEC,1-1,171,,,Week 3Sep 8[4],2002,
141,NR,<,22,South Carolina,SEC,,0,,,Week 3Sep 8[4],2002,
142,1,<,1,Miami (FL) (68),Big East,3-0,1844,,W 44-21 A Temple,Week 4Sep 15[5],2002,
143,2,<,2,Oklahoma (3),Big 12,3-0,1697,,W 68-0 H UTEP,Week 4Sep 15[5],2002,
144,3,<,3,Texas (3),Big 12,2-0,1668,,,Week 4Sep 15[5],2002,
145,4,<,4,Tennessee,SEC,2-0,1631,,,Week 4Sep 15[5],2002,
146,5,<,5,Florida State,ACC,3-0,1612,,,Week 4Sep 15[5],2002,
147,6,<,6,Ohio State,Big Ten,3-0,1489,,,Week 4Sep 15[5],2002,
148,7,<,11,Virginia Tech,Big East,3-0,1358,,,Week 4Sep 15[5],2002,
149,8,<,9,Georgia,SEC,2-0,1264,,,Week 4Sep 15[5],2002,
150,9,<,13,Oregon,Pac-10,3-0,1167,,,Week 4Sep 15[5],2002,
151,10,<,12,Florida,SEC,2-1,1094,,,Week 4Sep 15[5],2002,
152,11,<,17,USC,Pac-10,2-0,1051,,W 40-3 A #18 Colorado,Week 4Sep 15[5],2002,
153,12,<,20,Notre Dame,Ind,3-0,984,,,Week 4Sep 15[5],2002,
154,13,<,14,Washington,Pac-10,1-1,884,,,Week 4Sep 15[5],2002,
155,14,<,7,Michigan,Big Ten,2-1,839,,,Week 4Sep 15[5],2002,
156,15,<,NR,Penn State,Big Ten,2-0,829,,,Week 4Sep 15[5],2002,
157,16,<,10,Washington State,Pac-10,2-1,621,,L 25-7 A #6 Ohio State,Week 4Sep 15[5],2002,
158,17,<,19,NC State,ACC,4-0,583,,,Week 4Sep 15[5],2002,
159,18,<,8,Nebraska,Big 12,3-1,476,,,Week 4Sep 15[5],2002,
160,19,<,21,Texas A&M,Big 12,2-0,434,,,Week 4Sep 15[5],2002,
161,20,<,23,UCLA,Pac-10,2-0,407,,,Week 4Sep 15[5],2002,
162,21,<,NR,Iowa State,Big 12,3-1,301,,W 36-31 A Iowa,Week 4Sep 15[5],2002,
163,22,<,22,Wisconsin,Big Ten,4-0,276,,,Week 4Sep 15[5],2002,
164,23,<,NR,California,Pac-10,3-0,260,,,Week 4Sep 15[5],2002,
165,24,<,25,LSU,SEC,2-1,247,,,Week 4Sep 15[5],2002,
166,25,<,NR,Kansas State,Big 12,3-0,224,,,Week 4Sep 15[5],2002,
167,NR,<,15,Michigan State,Big Ten,,0,,,Week 4Sep 15[5],2002,
168,NR,<,16,Marshall,MAC,,0,,,Week 4Sep 15[5],2002,
169,NR,<,18,Colorado,Big 12,,0,,,Week 4Sep 15[5],2002,
170,NR,<,24,Colorado State,MWC,,0,,,Week 4Sep 15[5],2002,
171,1,<,1,Miami (FL) (69),Big East,4-0,1845,,W 38-6 H Boston College,Week 5Sep 22[6],2002,
172,2,<,2,Oklahoma (3),Big 12,3-0,1717,,DNP,Week 5Sep 22[6],2002,
173,3,<,3,Texas (2),Big 12,3-0,1699,,,Week 5Sep 22[6],2002,
174,4,<,5,Florida State,ACC,4-0,1661,,,Week 5Sep 22[6],2002,
175,5,<,7,Virginia Tech,Big East,4-0,1501,,,Week 5Sep 22[6],2002,
176,6,<,6,Ohio State,Big Ten,4-0,1436,,,Week 5Sep 22[6],2002,
177,7,<,10,Florida,SEC,3-1,1369,,,Week 5Sep 22[6],2002,
178,8,<,8,Georgia,SEC,3-0,1312,,,Week 5Sep 22[6],2002,
179,9,<,9,Oregon,Pac-10,4-0,1213,,,Week 5Sep 22[6],2002,
180,10,<,12,Notre Dame,Ind,4-0,1170,,,Week 5Sep 22[6],2002,
181,11,<,4,Tennessee,SEC,2-1,1070,,,Week 5Sep 22[6],2002,
182,12,<,15,Penn State,Big Ten,3-0,998,,,Week 5Sep 22[6],2002,
183,13,<,13,Washington,Pac-10,2-1,887,,,Week 5Sep 22[6],2002,
184,14,<,14,Michigan,Big Ten,3-1,805,,,Week 5Sep 22[6],2002,
185,15,<,25,Kansas State,Big 12,4-0,732,,,Week 5Sep 22[6],2002,
186,16,<,16,Washington State,Pac-10,3-1,668,,W 45-28 H Montana State,Week 5Sep 22[6],2002,
187,17,<,17,NC State,ACC,5-0,657,,,Week 5Sep 22[6],2002,
188,18,<,11,USC,Pac-10,2-1,528,,L 27-20 A #25 Kansas State,Week 5Sep 22[6],2002,
189,19,<,21,Iowa State,Big 12,4-1,485,,W 42-12 H Troy,Week 5Sep 22[6],2002,
190,20,<,18,Nebraska,Big 12,3-1,477,,,Week 5Sep 22[6],2002,
191,21,<,22,Wisconsin,Big Ten,5-0,470,,,Week 5Sep 22[6],2002,
192,22,<,24,LSU,SEC,2-1,255,,,Week 5Sep 22[6],2002,
193,23,<,NR,Oregon State,Pac-10,4-0,228,,,Week 5Sep 22[6],2002,
194,24,<,19,Texas A&M,Big 12,2-1,207,,,Week 5Sep 22[6],2002,
195,25,<,NR,Colorado State,MWC,3-1,189,,W 36-33 H Louisville,Week 5Sep 22[6],2002,
196,NR,<,20,UCLA,Pac-10,,0,,,Week 5Sep 22[6],2002,
197,NR,<,23,California,Pac-10,,0,,,Week 5Sep 22[6],2002,
198,1,<,1,Miami (FL) (71),Big East,4-0,1847,,DNP,Week 6Sep 29[7],2002,
199,2,<,3,Texas (2),Big 12,4-0,1729,,,Week 6Sep 29[7],2002,
200,3,<,2,Oklahoma (1),Big 12,4-0,1724,,W 31-14 H South Florida,Week 6Sep 29[7],2002,
201,4,<,5,Virginia Tech,Big East,5-0,1605,,,Week 6Sep 29[7],2002,
202,5,<,6,Ohio State,Big Ten,5-0,1537,,,Week 6Sep 29[7],2002,
203,6,<,7,Florida,SEC,4-1,1411,,,Week 6Sep 29[7],2002,
204,7,<,8,Georgia,SEC,4-0,1393,,,Week 6Sep 29[7],2002,
205,8,<,9,Oregon,Pac-10,4-0,1299,,,Week 6Sep 29[7],2002,
206,9,<,10,Notre Dame,Ind,4-0,1245,,,Week 6Sep 29[7],2002,
207,10,<,11,Tennessee,SEC,3-1,1087,,,Week 6Sep 29[7],2002,
208,11,<,4,Florida State,ACC,4-1,1039,,,Week 6Sep 29[7],2002,
209,12,<,13,Washington,Pac-10,3-1,912,,,Week 6Sep 29[7],2002,
210,13,<,15,Kansas State,Big 12,4-0,858,,,Week 6Sep 29[7],2002,
211,14,<,14,Michigan,Big Ten,4-1,851,,,Week 6Sep 29[7],2002,
212,15,<,19,Iowa State,Big 12,5-1,817,,W 36-14 H Nebraska,Week 6Sep 29[7],2002,
213,16,<,17,NC State,ACC,6-0,724,,,Week 6Sep 29[7],2002,
214,17,<,16,Washington State,Pac-10,4-1,701,,W 48-38 A California,Week 6Sep 29[7],2002,
215,18,<,18,USC,Pac-10,3-1,700,,W 22-0 H #23 Oregon State,Week 6Sep 29[7],2002,
216,19,<,21,Wisconsin,Big Ten,5-0,541,,,Week 6Sep 29[7],2002,
217,20,<,12,Penn State,Big Ten,3-1,337,,,Week 6Sep 29[7],2002,
218,21,<,22,LSU,SEC,3-1,327,,,Week 6Sep 29[7],2002,
219,22,<,NR,Alabama,SEC,4-1,246,,,Week 6Sep 29[7],2002,
220,23,<,24,Texas A&M,Big 12,3-1,230,,,Week 6Sep 29[7],2002,
221,24,<,NR,Iowa,Big Ten,4-1,228,,,Week 6Sep 29[7],2002,
222,25,<,25,Colorado State,MWC,4-1,206,,W 32-28 A Nevada,Week 6Sep 29[7],2002,
223,NR,<,20,Nebraska,Big 12,,0,,,Week 6Sep 29[7],2002,
224,NR,<,23,Oregon State,Pac-10,,0,,,Week 6Sep 29[7],2002,
225,1,<,1,Miami (FL) (73),Big East,5-0,1849,,W 48-14 H Connecticut,Week 7Oct 6[8],2002,
226,2,<,3,Oklahoma,Big 12,5-0,1707,,W 31-24 A Missouri,Week 7Oct 6[8],2002,
227,3,<,2,Texas (1),Big 12,5-0,1698,,,Week 7Oct 6[8],2002,
228,4,<,4,Virginia Tech,Big East,5-0,1632,,,Week 7Oct 6[8],2002,
229,5,<,5,Ohio State,Big Ten,6-0,1552,,,Week 7Oct 6[8],2002,
230,6,<,7,Georgia,SEC,5-0,1485,,,Week 7Oct 6[8],2002,
231,7,<,8,Oregon,Pac-10,5-0,1390,,,Week 7Oct 6[8],2002,
232,8,<,9,Notre Dame,Ind,5-0,1349,,,Week 7Oct 6[8],2002,
233,9,<,11,Florida State,ACC,5-1,1182,,,Week 7Oct 6[8],2002,
234,10,<,10,Tennessee,SEC,4-1,1132,,,Week 7Oct 6[8],2002,
235,11,<,15,Iowa State,Big 12,5-1,1000,,DNP,Week 7Oct 6[8],2002,
236,12,<,17,Washington State,Pac-10,5-1,998,,W 30-27 H USC,Week 7Oct 6[8],2002,
237,13,<,14,Michigan,Big Ten,4-1,986,,,Week 7Oct 6[8],2002,
238,14,<,16,NC State,ACC,6-0,877,,,Week 7Oct 6[8],2002,
239,15,<,20,Penn State,Big Ten,4-1,710,,,Week 7Oct 6[8],2002,
240,16,<,6,Florida,SEC,4-2,687,,,Week 7Oct 6[8],2002,
241,17,<,24,Iowa,Big Ten,5-1,582,,,Week 7Oct 6[8],2002,
242,18,<,21,LSU,SEC,4-1,569,,,Week 7Oct 6[8],2002,
243,19,<,13,Kansas State,Big 12,4-1,435,,,Week 7Oct 6[8],2002,
244,20,<,18,USC,Pac-10,3-2,301,,L 30-27 (1OT) A #17 Washington State,Week 7Oct 6[8],2002,
245,21,<,NR,Air Force,MWC,5-0,298,,,Week 7Oct 6[8],2002,
246,22,<,12,Washington,Pac-10,3-2,293,,,Week 7Oct 6[8],2002,
247,23,<,19,Wisconsin,Big Ten,5-1,223,,,Week 7Oct 6[8],2002,
248,24,<,NR,Auburn,SEC,4-1,222,,,Week 7Oct 6[8],2002,
249,25,<,NR,Mississippi,SEC,4-1,173,,,Week 7Oct 6[8],2002,
250,NR,<,22,Alabama,SEC,,0,,,Week 7Oct 6[8],2002,
251,NR,<,23,Texas A&M,Big 12,,0,,,Week 7Oct 6[8],2002,
252,NR,<,25,Colorado State,MWC,,0,,,Week 7Oct 6[8],2002,
253,1,<,1,Miami (FL) (65),Big East,6-0,1841,,W 28-27 H #9 Florida State,Week 8Oct 13[9],2002,
254,2,<,2,Oklahoma (9),Big 12,6-0,1776,,W 35-24 N #3 Texas,Week 8Oct 13[9],2002,
255,3,<,4,Virginia Tech,Big East,6-0,1675,,,Week 8Oct 13[9],2002,
256,4,<,5,Ohio State,Big Ten,7-0,1608,,,Week 8Oct 13[9],2002,
257,5,<,6,Georgia,SEC,6-0,1555,,,Week 8Oct 13[9],2002,
258,6,<,7,Oregon,Pac-10,6-0,1463,,,Week 8Oct 13[9],2002,
259,7,<,8,Notre Dame,Ind,6-0,1403,,,Week 8Oct 13[9],2002,
260,8,<,3,Texas,Big 12,5-1,1235,,,Week 8Oct 13[9],2002,
261,9,<,11,Iowa State,Big 12,6-1,1146,,W 31-17 H Texas Tech,Week 8Oct 13[9],2002,
262,10,<,12,Washington State,Pac-10,6-1,1116,,W 36-11 A Stanford,Week 8Oct 13[9],2002,
263,11,<,13,Michigan,Big Ten,5-1,1114,,,Week 8Oct 13[9],2002,
264,12,<,9,Florida State,ACC,5-2,1032,,,Week 8Oct 13[9],2002,
265,13,<,14,NC State,ACC,7-0,980,,,Week 8Oct 13[9],2002,
266,14,<,18,LSU,SEC,5-1,914,,,Week 8Oct 13[9],2002,
267,15,<,17,Iowa,Big Ten,6-1,830,,,Week 8Oct 13[9],2002,
268,16,<,10,Tennessee,SEC,4-2,639,,,Week 8Oct 13[9],2002,
269,17,<,19,Kansas State,Big 12,5-1,619,,,Week 8Oct 13[9],2002,
270,18,<,21,Air Force,MWC,6-0,583,,,Week 8Oct 13[9],2002,
271,19,<,20,USC,Pac-10,4-2,506,,W 30-28 H California,Week 8Oct 13[9],2002,
272,20,<,15,Penn State,Big Ten,4-2,435,,,Week 8Oct 13[9],2002,
273,21,<,25,Mississippi,SEC,5-1,358,,,Week 8Oct 13[9],2002,
274,22,<,22,Washington,Pac-10,4-2,354,,,Week 8Oct 13[9],2002,
275,23,<,NR,Colorado,Big 12,4-2,213,,,Week 8Oct 13[9],2002,
276,24,<,NR,Alabama,SEC,4-2,165,,,Week 8Oct 13[9],2002,
277,25,<,NR,Bowling Green,MAC,5-0,83,,W 45-35 A Central Michigan,Week 8Oct 13[9],2002,
278,NR,<,16,Florida,SEC,,0,,,Week 8Oct 13[9],2002,
279,NR,<,23,Wisconsin,Big Ten,,0,,,Week 8Oct 13[9],2002,
280,NR,<,24,Auburn,SEC,,0,,,Week 8Oct 13[9],2002,
281,1,<,1,Miami (FL) (61),Big East,6-0,1837,,DNP,Week 9Oct 20[10],2002,2
282,2,<,2,Oklahoma (13),Big 12,7-0,1787,,W 49-3 H #9 Iowa State,Week 9Oct 20[10],2002,1
283,3,<,3,Virginia Tech,Big East,7-0,1675,,,Week 9Oct 20[10],2002,4
284,4,<,4,Ohio State,Big Ten,8-0,1604,,,Week 9Oct 20[10],2002,6
285,5,<,5,Georgia,SEC,7-0,1584,,,Week 9Oct 20[10],2002,5
286,6,<,7,Notre Dame,Ind,7-0,1479,,,Week 9Oct 20[10],2002,3
287,7,<,8,Texas,Big 12,6-1,1325,,,Week 9Oct 20[10],2002,10
288,8,<,11,Michigan,Big Ten,6-1,1217,,,Week 9Oct 20[10],2002,8
289,9,<,10,Washington State,Pac-10,6-1,1211,,DNP,Week 9Oct 20[10],2002,7
290,10,<,14,LSU,SEC,6-1,1110,,,Week 9Oct 20[10],2002,9
291,11,<,12,Florida State,ACC,5-2,1105,,,Week 9Oct 20[10],2002,12
292,12,<,13,NC State,ACC,8-0,1028,,,Week 9Oct 20[10],2002,11
293,13,<,15,Iowa,Big Ten,7-1,977,,,Week 9Oct 20[10],2002,13
294,14,<,6,Oregon,Pac-10,6-1,966,,,Week 9Oct 20[10],2002,15
295,15,<,19,USC,Pac-10,5-2,751,,W 41-21 H #22 Washington,Week 9Oct 20[10],2002,14
296,16,<,16,Tennessee,SEC,4-2,681,,,Week 9Oct 20[10],2002,NR
297,17,<,9,Iowa State,Big 12,6-2,626,,L 49-3 A Oklahoma,Week 9Oct 20[10],2002,NR
298,18,<,20,Penn State,Big Ten,5-2,614,,,Week 9Oct 20[10],2002,NR
299,19,<,24,Alabama,SEC,5-2,459,,,Week 9Oct 20[10],2002,NR
300,20,<,17,Kansas State,Big 12,5-2,426,,,Week 9Oct 20[10],2002,NR
