,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,,Texas (69.33),Southwest,3-0,999.33,W 54-6 H Oklahoma State,Week 1Oct 7[1],1946
1,2,<,,Army (21.33),Ind,3-0,928.33,W 46-21 H Cornell,Week 1Oct 7[1],1946
2,3,<,,Notre Dame (15.33),Ind,1-0,913.33,,Week 1Oct 7[1],1946
3,4,<,,Michigan,Big Ten,2-0,632.0,,Week 1Oct 7[1],1946
4,5,<,,UCLA (1),PCC,2-0,401.0,,Week 1Oct 7[1],1946
5,6,<,,Alabama,SEC,3-0,352.0,,Week 1Oct 7[1],1946
6,7,<,,Penn (1),Ind,1-0,254.33,,Week 1Oct 7[1],1946
7,8,<,,Georgia,SEC,2-0,247.0,,Week 1Oct 7[1],1946
8,8,<,,Tennessee,SEC,2-0,247.0,,Week 1Oct 7[1],1946
9,10,<,,Northwestern,Big Ten,2-0,177.0,,Week 1Oct 7[1],1946
10,11,<,,Columbia,Ind,2-0,146.0,W 23-14 H Navy,Week 1Oct 7[1],1946
11,12,<,,Illinois,Big Ten,2-1,119.0,,Week 1Oct 7[1],1946
12,13,<,,LSU,SEC,2-0,94.0,,Week 1Oct 7[1],1946
13,14,<,,Ohio State,Big Ten,1-0,77.33,,Week 1Oct 7[1],1946
14,15,<,,Yale,Ind,2-0,47.0,W 27-6 H Colgate,Week 1Oct 7[1],1946
15,16,<,,St. Mary's,Ind,2-0,45.0,,Week 1Oct 7[1],1946
16,17,<,,Stanford,PCC,2-0,38.0,,Week 1Oct 7[1],1946
17,18,<,,Arkansas,Southwest,2-0-1,23.0,,Week 1Oct 7[1],1946
18,19,<,,Kentucky,SEC,3-0,17.0,,Week 1Oct 7[1],1946
19,19,<,,NC State,Southern,2-0,17.0,,Week 1Oct 7[1],1946
20,1,<,2,Army (63),Ind,4-0,1267.5,W 20-13 A #4 Michigan,Week 2Oct 14[2],1946
21,2,<,3,Notre Dame (31),Ind,2-0,1193.5,,Week 2Oct 14[2],1946
22,3,<,1,Texas (38),Southwest,4-0,1170.0,W 20-13 N Oklahoma,Week 2Oct 14[2],1946
23,4,<,5,UCLA (5),PCC,3-0,763.0,,Week 2Oct 14[2],1946
24,5,<,4,Michigan,Big Ten,2-1,542.0,,Week 2Oct 14[2],1946
25,6,<,7,Penn (2),Ind,2-0,502.0,,Week 2Oct 14[2],1946
26,7,<,6,Alabama,SEC,4-0,470.0,,Week 2Oct 14[2],1946
27,8,<,8,Georgia,SEC,3-0,356.0,,Week 2Oct 14[2],1946
28,9,<,8,Tennessee,SEC,3-0,336.0,,Week 2Oct 14[2],1946
29,10,<,10,Northwestern,Big Ten,3-0,203.5,,Week 2Oct 14[2],1946
30,11,<,11,Columbia,Ind,3-0,189.5,W 28-20 A Yale,Week 2Oct 14[2],1946
31,12,<,13,LSU,SEC,3-0,125.0,,Week 2Oct 14[2],1946
32,13,<,NR,Oklahoma,Big 6,1-2,109.0,L 20-13 N #1 Texas,Week 2Oct 14[2],1946
33,14,<,18,Arkansas,Southwest,3-0-1,25.0,,Week 2Oct 14[2],1946
34,15,<,NR,North Carolina,Southern,2-0-1,23.0,,Week 2Oct 14[2],1946
35,16,<,NR,Rice,Southwest,2-1,19.0,,Week 2Oct 14[2],1946
36,17,<,NR,Duke,Southern,1-2,15.0,,Week 2Oct 14[2],1946
37,18,<,NR,Indiana,Big Ten,2-2,12.0,W 14-7 H Illinois,Week 2Oct 14[2],1946
38,19,<,NR,William & Mary,Southern,3-1,11.0,W 49-0 H Virginia Tech,Week 2Oct 14[2],1946
39,20,<,NR,Tulsa,MVC,4-0,10.0,W 21-6 H Texas Tech,Week 2Oct 14[2],1946
40,20,<,NR,Wisconsin,Big Ten,3-1,10.0,,Week 2Oct 14[2],1946
41,NR,<,12,Illinois,Big Ten,,0.0,,Week 2Oct 14[2],1946
42,NR,<,14,Ohio State,Big Ten,,0.0,,Week 2Oct 14[2],1946
43,NR,<,15,Yale,Ind,,0.0,,Week 2Oct 14[2],1946
44,NR,<,16,St. Mary's,Ind,,0.0,,Week 2Oct 14[2],1946
45,NR,<,17,Stanford,PCC,,0.0,,Week 2Oct 14[2],1946
46,NR,<,19,Kentucky,SEC,,0.0,,Week 2Oct 14[2],1946
47,NR,<,19,NC State,Southern,,0.0,,Week 2Oct 14[2],1946
48,1,<,1,Army (112.25),Ind,5-0,1499.5,W 48-14 H #11 Columbia,Week 3Oct 21[3],1946
49,2,<,2,Notre Dame (21.25),Ind,3-0,1331.5,,Week 3Oct 21[3],1946
50,3,<,3,Texas (13.25),Southwest,5-0,1262.5,,Week 3Oct 21[3],1946
51,4,<,9,Tennessee (6),SEC,4-0,898.0,,Week 3Oct 21[3],1946
52,5,<,4,UCLA (2),PCC,4-0,800.0,,Week 3Oct 21[3],1946
53,6,<,6,Penn (0.25),Ind,3-0,699.5,,Week 3Oct 21[3],1946
54,7,<,8,Georgia,SEC,4-0,548.0,,Week 3Oct 21[3],1946
55,8,<,5,Michigan,Big Ten,2-1-1,418.0,,Week 3Oct 21[3],1946
56,8,<,10,Northwestern,Big Ten,3-0-1,418.0,,Week 3Oct 21[3],1946
57,10,<,15,North Carolina,Southern,3-0-1,110.0,,Week 3Oct 21[3],1946
58,11,<,7,Alabama,SEC,4-1,76.0,,Week 3Oct 21[3],1946
59,12,<,NR,NC State,Southern,4-0,62.0,,Week 3Oct 21[3],1946
60,13,<,17,Duke,Southern,2-2,59.0,,Week 3Oct 21[3],1946
61,14,<,13,Oklahoma,Big 6,2-2,55.0,W 28-7 H Kansas State,Week 3Oct 21[3],1946
62,15,<,NR,Georgia Tech,SEC,3-1,53.0,,Week 3Oct 21[3],1946
63,16,<,16,Rice,Southwest,3-1,43.0,,Week 3Oct 21[3],1946
64,17,<,NR,Iowa,Big Ten,4-1,42.0,,Week 3Oct 21[3],1946
65,18,<,19,William & Mary,Southern,4-1,14.0,W 34-18 A Washington & Lee,Week 3Oct 21[3],1946
66,19,<,NR,Oregon,PCC,3-0-1,12.0,,Week 3Oct 21[3],1946
67,20,<,NR,Harvard,Ind,4-0,11.0,W 69-0 H Coast Guard (CT),Week 3Oct 21[3],1946
68,NR,<,11,Columbia,Ind,,0.0,,Week 3Oct 21[3],1946
69,NR,<,12,LSU,SEC,,0.0,,Week 3Oct 21[3],1946
70,NR,<,14,Arkansas,Southwest,,0.0,,Week 3Oct 21[3],1946
71,NR,<,18,Indiana,Big Ten,,0.0,,Week 3Oct 21[3],1946
72,NR,<,20,Tulsa,MVC,,0.0,,Week 3Oct 21[3],1946
73,NR,<,20,Wisconsin,Big Ten,,0.0,,Week 3Oct 21[3],1946
74,1,<,1,Army (104),Ind,6-0,1647.0,W 19-0 N #13 Duke,Week 4Oct 28[4],1946
75,2,<,2,Notre Dame (61),Ind,4-0,1578.0,,Week 4Oct 28[4],1946
76,3,<,6,Penn (4),Ind,4-0,1100.0,,Week 4Oct 28[4],1946
77,4,<,5,UCLA (1),PCC,5-0,1018.0,,Week 4Oct 28[4],1946
78,5,<,7,Georgia (1),SEC,5-0,935.0,,Week 4Oct 28[4],1946
79,6,<,8,Northwestern,Big Ten,4-0-1,659.0,,Week 4Oct 28[4],1946
80,7,<,3,Texas,Southwest,5-1,500.8,,Week 4Oct 28[4],1946
81,8,<,16,Rice,Southwest,4-1,465.8,,Week 4Oct 28[4],1946
82,9,<,10,North Carolina,Southern,4-0-1,281.0,,Week 4Oct 28[4],1946
83,10,<,4,Tennessee,SEC,4-1,191.0,,Week 4Oct 28[4],1946
84,11,<,NR,Illinois,Big Ten,4-2,126.0,,Week 4Oct 28[4],1946
85,12,<,NR,Wake Forest,Southern,4-1,101.8,W 19-6 A Tennessee,Week 4Oct 28[4],1946
86,13,<,8,Michigan,Big Ten,2-2-1,90.8,,Week 4Oct 28[4],1946
87,14,<,14,Oklahoma,Big 6,3-2,85.8,W 63-0 A Iowa State,Week 4Oct 28[4],1946
88,15,<,11,Alabama,SEC,5-1,83.8,,Week 4Oct 28[4],1946
89,16,<,15,Georgia Tech,SEC,4-1,79.8,,Week 4Oct 28[4],1946
90,17,<,20,Harvard (1),Ind,5-0,66.0,W 13-6 H Holy Cross (MA),Week 4Oct 28[4],1946
91,18,<,NR,Wisconsin,Big Ten,3-2,60.0,,Week 4Oct 28[4],1946
92,19,<,13,Duke,Southern,2-3,40.0,,Week 4Oct 28[4],1946
93,20,<,NR,Indiana,Big Ten,3-3,34.0,W 27-7 A Nebraska,Week 4Oct 28[4],1946
94,NR,<,12,NC State,Southern,,0.0,,Week 4Oct 28[4],1946
95,NR,<,17,Iowa,Big Ten,,0.0,,Week 4Oct 28[4],1946
96,NR,<,18,William & Mary,Southern,,0.0,,Week 4Oct 28[4],1946
97,NR,<,19,Oregon,PCC,,0.0,,Week 4Oct 28[4],1946
98,1,<,1,Army (64),Ind,7-0,1176.0,W 19-0 H West Virginia,Week 5Nov 4[5],1946
99,2,<,2,Notre Dame (51),Ind,5-0,1140.0,,Week 5Nov 4[5],1946
100,3,<,5,Georgia (6),SEC,6-0,920.0,,Week 5Nov 4[5],1946
101,4,<,4,UCLA (3),PCC,6-0,827.0,,Week 5Nov 4[5],1946
102,5,<,8,Rice,Southwest,5-1,489.0,,Week 5Nov 4[5],1946
103,6,<,7,Texas,Southwest,6-1,471.0,,Week 5Nov 4[5],1946
104,7,<,10,Tennessee,SEC,5-1,411.0,,Week 5Nov 4[5],1946
105,8,<,16,Georgia Tech,SEC,5-1,237.0,,Week 5Nov 4[5],1946
106,9,<,3,Penn,Ind,4-1,199.0,,Week 5Nov 4[5],1946
107,10,<,11,Illinois,Big Ten,5-2,159.0,,Week 5Nov 4[5],1946
108,11,<,13,Michigan,Big Ten,3-2-1,149.0,,Week 5Nov 4[5],1946
109,12,<,NR,Ohio State,Big Ten,3-1-2,85.0,,Week 5Nov 4[5],1946
110,13,<,12,Wake Forest,Southern,5-1,71.0,W 32-14 A Chattanooga,Week 5Nov 4[5],1946
111,14,<,NR,USC,PCC,4-2,68.0,,Week 5Nov 4[5],1946
112,15,<,18,Wisconsin,Big Ten,4-2,67.0,,Week 5Nov 4[5],1946
113,16,<,14,Oklahoma,Big 6,4-2,65.0,W 14-12 A TCU,Week 5Nov 4[5],1946
114,17,<,6,Northwestern,Big Ten,4-1-1,50.0,,Week 5Nov 4[5],1946
115,17,<,9,North Carolina,Southern,4-1-1,50.0,,Week 5Nov 4[5],1946
116,19,<,NR,LSU,SEC,5-1,39.0,,Week 5Nov 4[5],1946
117,20,<,NR,NC State,Southern,5-1,31.0,,Week 5Nov 4[5],1946
118,NR,<,15,Alabama,SEC,,0.0,,Week 5Nov 4[5],1946
119,NR,<,17,Harvard,Ind,,0.0,,Week 5Nov 4[5],1946
120,NR,<,19,Duke,Southern,,0.0,,Week 5Nov 4[5],1946
121,NR,<,20,Indiana,Big Ten,,0.0,,Week 5Nov 4[5],1946
122,1,<,1,Army (75),Ind,7-0-1,1300.5,T 0-0 N #2 Notre Dame,Week 6Nov 11[6],1946
123,2,<,2,Notre Dame (49),Ind,5-0-1,1266.5,T 0-0 N #1 Army,Week 6Nov 11[6],1946
124,3,<,3,Georgia (12),SEC,7-0,1061.5,,Week 6Nov 11[6],1946
125,4,<,4,UCLA (7),PCC,7-0,961.5,,Week 6Nov 11[6],1946
126,5,<,9,Penn,Ind,5-1,646.0,,Week 6Nov 11[6],1946
127,6,<,6,Texas,Southwest,7-1,531.0,,Week 6Nov 11[6],1946
128,7,<,8,Georgia Tech,SEC,6-1,350.0,,Week 6Nov 11[6],1946
129,8,<,7,Tennessee,SEC,6-1,315.0,,Week 6Nov 11[6],1946
130,9,<,10,Illinois,Big Ten,5-2,224.0,,Week 6Nov 11[6],1946
131,10,<,11,Michigan,Big Ten,4-2-1,212.5,,Week 6Nov 11[6],1946
132,11,<,19,LSU,SEC,6-1,149.5,,Week 6Nov 11[6],1946
133,12,<,14,USC,PCC,5-2,96.0,,Week 6Nov 11[6],1946
134,13,<,12,Ohio State,Big Ten,4-1-2,93.0,,Week 6Nov 11[6],1946
135,14,<,5,Rice,Southwest,5-2,86.5,,Week 6Nov 11[6],1946
136,15,<,17,North Carolina,Southern,5-1-1,75.0,,Week 6Nov 11[6],1946
137,16,<,NR,Iowa,Big Ten,5-3,60.0,,Week 6Nov 11[6],1946
138,17,<,NR,Arkansas,Southwest,5-2-1,48.0,,Week 6Nov 11[6],1946
139,18,<,NR,Yale,Ind,5-1-1,42.0,W 49-0 H Brown,Week 6Nov 11[6],1946
140,19,<,NR,Holy Cross,Ind,3-4,36.0,W 21-6 H Colgate,Week 6Nov 11[6],1946
141,20,<,NR,Duke,Southern,3-4,27.0,,Week 6Nov 11[6],1946
142,NR,<,13,Wake Forest,Southern,,0.0,,Week 6Nov 11[6],1946
143,NR,<,15,Wisconsin,Big Ten,,0.0,,Week 6Nov 11[6],1946
144,NR,<,16,Oklahoma,Big 6,4-3,0.0,L 16-13 A Kansas,Week 6Nov 11[6],1946
145,NR,<,17,Northwestern,Big Ten,,0.0,,Week 6Nov 11[6],1946
