,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
94,18,<,NR,North Carolina,ACC,2-1,28,,Week 3Oct 7[4],1957
95,19,<,NR,Tennessee,SEC,1-1,22,,Week 3Oct 7[4],1957
96,20,<,NR,Pittsburgh,Ind,2-1,20,,Week 3Oct 7[4],1957
97,NR,<,6,Navy,Ind,,0,,Week 3Oct 7[4],1957
98,NR,<,11,Baylor,Southwest,,0,,Week 3Oct 7[4],1957
99,NR,<,17,Stanford,PCC,,0,,Week 3Oct 7[4],1957
100,NR,<,18,TCU,Southwest,,0,,Week 3Oct 7[4],1957
101,NR,<,19,UCLA,PCC,,0,,Week 3Oct 7[4],1957
102,NR,<,20,Texas,Southwest,,0,,Week 3Oct 7[4],1957
103,1,<,2,Michigan State (92),Big Ten,3-0,1797,W 35-6 A #6 Michigan,Week 4Oct 14[5],1957
104,2,<,1,Oklahoma (64),Big 7,3-0,1704,W 21-7 N Texas,Week 4Oct 14[5],1957
105,3,<,3,Texas A&M (5),Southwest,4-0,1215,,Week 4Oct 14[5],1957
106,4,<,4,Minnesota (6),Big Ten,3-0,1184,,Week 4Oct 14[5],1957
107,5,<,5,Duke (5),ACC,4-0,893,,Week 4Oct 14[5],1957
108,6,<,8,Iowa (10),Big Ten,3-0,867,,Week 4Oct 14[5],1957
109,7,<,7,Oregon State (1),PCC,4-0,691,,Week 4Oct 14[5],1957
110,8,<,12,Notre Dame (3),Ind,3-0,585,,Week 4Oct 14[5],1957
111,9,<,9,Auburn (6),SEC,3-0,548,,Week 4Oct 14[5],1957
112,10,<,11,Arkansas (5),Southwest,4-0,373,,Week 4Oct 14[5],1957
113,11,<,14,Mississippi (1),SEC,4-0,225,,Week 4Oct 14[5],1957
114,12,<,13,NC State,ACC,4-0,148,,Week 4Oct 14[5],1957
115,13,<,16,Wisconsin,Big Ten,3-0,123,,Week 4Oct 14[5],1957
116,14,<,18,North Carolina,ACC,3-1,100,,Week 4Oct 14[5],1957
117,15,<,NR,Navy,Ind,3-1,53,,Week 4Oct 14[5],1957
118,16,<,20,Pittsburgh,Ind,3-1,39,,Week 4Oct 14[5],1957
119,17,<,NR,LSU,SEC,3-1,36,,Week 4Oct 14[5],1957
120,18,<,6,Michigan,Big Ten,2-1,30,,Week 4Oct 14[5],1957
121,19,<,10,Army,Ind,2-1,29,,Week 4Oct 14[5],1957
122,19,<,15,Rice,Southwest,2-1,29,,Week 4Oct 14[5],1957
123,19,<,NR,Washington State,PCC,3-1,29,W 21-18 A Stanford,Week 4Oct 14[5],1957
124,NR,<,17,Georgia Tech,SEC,,0,,Week 4Oct 14[5],1957
125,NR,<,19,Tennessee,SEC,,0,,Week 4Oct 14[5],1957
126,1,<,2,Oklahoma (89),Big 7,4-0,1365,W 47-0 H Kansas,Week 5Oct 21[6],1957
127,2,<,3,Texas A&M (5),Southwest,5-0,1108,,Week 5Oct 21[6],1957
128,3,<,6,Iowa (16),Big Ten,4-0,998,,Week 5Oct 21[6],1957
129,4,<,5,Duke (10),ACC,5-0,982,,Week 5Oct 21[6],1957
130,5,<,9,Auburn (11),SEC,4-0,798,,Week 5Oct 21[6],1957
131,6,<,11,Mississippi (10),SEC,5-0,601,,Week 5Oct 21[6],1957
132,7,<,8,Notre Dame (4),Ind,3-0,588,,Week 5Oct 21[6],1957
133,8,<,1,Michigan State (1),Big Ten,3-1,547,L 20-13 H Purdue,Week 5Oct 21[6],1957
134,9,<,19,Army,Ind,3-1,196,,Week 5Oct 21[6],1957
135,10,<,17,LSU,SEC,4-1,133,,Week 5Oct 21[6],1957
136,11,<,12,NC State,ACC,4-0-1,115,,Week 5Oct 21[6],1957
137,12,<,NR,Ohio State (1),Big Ten,3-1,112,,Week 5Oct 21[6],1957
138,13,<,19,Rice,Southwest,3-1,103,,Week 5Oct 21[6],1957
139,14,<,4,Minnesota,Big Ten,3-1,80,,Week 5Oct 21[6],1957
140,15,<,NR,UCLA,PCC,4-1,58,,Week 5Oct 21[6],1957
141,16,<,15,Navy,Ind,4-1,53,,Week 5Oct 21[6],1957
142,16,<,NR,Illinois (1),Big Ten,2-2,53,,Week 5Oct 21[6],1957
143,18,<,NR,Oregon,PCC,4-1,35,,Week 5Oct 21[6],1957
144,19,<,NR,Texas,Southwest,3-2,34,,Week 5Oct 21[6],1957
145,20,<,18,Michigan,Big Ten,3-1,33,,Week 5Oct 21[6],1957
146,NR,<,7,Oregon State,PCC,,0,,Week 5Oct 21[6],1957
147,NR,<,10,Arkansas,Southwest,,0,,Week 5Oct 21[6],1957
148,NR,<,13,Wisconsin,Big Ten,,0,,Week 5Oct 21[6],1957
149,NR,<,14,North Carolina,ACC,,0,,Week 5Oct 21[6],1957
150,NR,<,16,Pittsburgh,Ind,,0,,Week 5Oct 21[6],1957
151,NR,<,19,Washington State,PCC,,0,,Week 5Oct 21[6],1957
152,1,<,2,Texas A&M (59),Southwest,6-0,1457,W 14-0 H Baylor,Week 6Oct 28[7],1957
153,2,<,1,Oklahoma (51),Big 7,5-0,1418,W 14-13 H Colorado,Week 6Oct 28[7],1957
154,3,<,3,Iowa (20),Big Ten,5-0,1138,,Week 6Oct 28[7],1957
155,4,<,5,Auburn (19),SEC,5-0,1001,,Week 6Oct 28[7],1957
156,5,<,7,Notre Dame (4),Ind,4-0,891,,Week 6Oct 28[7],1957
157,6,<,8,Michigan State (3),Big Ten,4-1,770,,Week 6Oct 28[7],1957
158,7,<,4,Duke (3),ACC,5-0-1,656,,Week 6Oct 28[7],1957
159,8,<,12,Ohio State (1),Big Ten,4-1,324,,Week 6Oct 28[7],1957
160,9,<,9,Army,Ind,4-1,243,,Week 6Oct 28[7],1957
161,10,<,11,NC State,ACC,4-0-2,200,,Week 6Oct 28[7],1957
162,11,<,NR,Arkansas (5),Southwest,5-1,173,,Week 6Oct 28[7],1957
163,12,<,20,Michigan,Big Ten,4-1,145,,Week 6Oct 28[7],1957
164,13,<,19,Texas,Southwest,4-2,108,,Week 6Oct 28[7],1957
165,14,<,6,Mississippi,SEC,5-1,99,,Week 6Oct 28[7],1957
166,15,<,18,Oregon,PCC,5-1,77,,Week 6Oct 28[7],1957
167,16,<,16,Navy (1),Ind,5-1,72,,Week 6Oct 28[7],1957
168,17,<,NR,Tennessee,SEC,4-1,63,,Week 6Oct 28[7],1957
169,18,<,NR,Colorado,Big 7,3-2-1,32,,Week 6Oct 28[7],1957
170,19,<,NR,Florida,SEC,3-1,30,,Week 6Oct 28[7],1957
171,20,<,NR,Dartmouth,Ivy,5-0,18,W 26-0 A Harvard,Week 6Oct 28[7],1957
172,NR,<,10,LSU,SEC,,0,,Week 6Oct 28[7],1957
173,NR,<,13,Rice,Southwest,,0,,Week 6Oct 28[7],1957
174,NR,<,14,Minnesota,Big Ten,,0,,Week 6Oct 28[7],1957
175,NR,<,15,UCLA,PCC,,0,,Week 6Oct 28[7],1957
176,NR,<,16,Illinois,Big Ten,,0,,Week 6Oct 28[7],1957
177,1,<,1,Texas A&M (65),Southwest,7-0,1777,W 7-6 A #11 Arkansas,Week 7Nov 4[8],1957
178,2,<,2,Oklahoma (48),Big 7,6-0,1562,W 13-0 A Kansas State,Week 7Nov 4[8],1957
179,3,<,4,Auburn (50),SEC,6-0,1536,,Week 7Nov 4[8],1957
180,4,<,6,Michigan State (6),Big Ten,5-1,1141,,Week 7Nov 4[8],1957
181,5,<,3,Iowa (12),Big Ten,5-0-1,1110,,Week 7Nov 4[8],1957
182,6,<,8,Ohio State (10),Big Ten,5-1,869,,Week 7Nov 4[8],1957
183,7,<,16,Navy,Ind,6-1,612,,Week 7Nov 4[8],1957
184,8,<,9,Army,Ind,5-1,424,,Week 7Nov 4[8],1957
185,9,<,17,Tennessee,SEC,5-1,417,,Week 7Nov 4[8],1957
186,10,<,10,NC State (3),ACC,5-0-2,373,,Week 7Nov 4[8],1957
187,11,<,12,Michigan,Big Ten,4-1-1,244,,Week 7Nov 4[8],1957
188,12,<,11,Arkansas (1),Southwest,5-2,205,,Week 7Nov 4[8],1957
189,13,<,15,Oregon,PCC,6-1,188,,Week 7Nov 4[8],1957
190,14,<,14,Mississippi (1),SEC,6-1,166,,Week 7Nov 4[8],1957
191,15,<,5,Notre Dame,Ind,4-1,101,,Week 7Nov 4[8],1957
192,16,<,7,Duke,ACC,5-1-1,75,,Week 7Nov 4[8],1957
193,17,<,NR,Mississippi State,SEC,5-1,69,,Week 7Nov 4[8],1957
194,18,<,NR,Georgia Tech,SEC,3-2-1,61,,Week 7Nov 4[8],1957
195,19,<,NR,Missouri (1),Big 7,5-1-1,46,,Week 7Nov 4[8],1957
196,20,<,NR,VMI,Southern,6-0-1,18,W 20-7 A Virginia,Week 7Nov 4[8],1957
197,NR,<,13,Texas,Southwest,,0,,Week 7Nov 4[8],1957
198,NR,<,18,Colorado,Big 7,,0,,Week 7Nov 4[8],1957
199,NR,<,19,Florida,SEC,,0,,Week 7Nov 4[8],1957
200,NR,<,20,Dartmouth,Ivy,,0,,Week 7Nov 4[8],1957
201,1,<,1,Texas A&M (60),Southwest,8-0,1577,W 19-6 H SMU,Week 8Nov 11[9],1957
202,2,<,2,Oklahoma (46),Big 7,7-0,1411,W 39-14 A #19 Missouri,Week 8Nov 11[9],1957
203,3,<,3,Auburn (42),SEC,7-0,1403,,Week 8Nov 11[9],1957
204,4,<,4,Michigan State (9),Big Ten,6-1,1224,,Week 8Nov 11[9],1957
205,5,<,5,Iowa (19),Big Ten,6-0-1,1112,,Week 8Nov 11[9],1957
206,6,<,6,Ohio State (6),Big Ten,6-1,893,,Week 8Nov 11[9],1957
207,7,<,9,Tennessee (1),SEC,6-1,859,,Week 8Nov 11[9],1957
208,8,<,14,Mississippi (1),SEC,7-1,347,,Week 8Nov 11[9],1957
209,9,<,7,Navy,Ind,6-1-1,340,,Week 8Nov 11[9],1957
210,10,<,8,Army,Ind,6-1,321,,Week 8Nov 11[9],1957
211,11,<,16,Duke,ACC,5-1-2,153,,Week 8Nov 11[9],1957
212,12,<,17,Mississippi State,SEC,5-2,88,,Week 8Nov 11[9],1957
213,13,<,20,VMI,Southern,7-0-1,76,W 12-7 A Lehigh,Week 8Nov 11[9],1957
214,14,<,NR,Clemson,ACC,5-2,70,,Week 8Nov 11[9],1957
215,15,<,NR,Illinois,Big Ten,3-4,51,,Week 8Nov 11[9],1957
216,16,<,13,Oregon,PCC,6-2,48,,Week 8Nov 11[9],1957
217,17,<,NR,TCU,Southwest,4-2-1,46,DNP,Week 8Nov 11[9],1957
218,18,<,11,Michigan,Big Ten,4-2-1,44,,Week 8Nov 11[9],1957
219,19,<,10,NC State,ACC,5-1-2,35,,Week 8Nov 11[9],1957
220,20,<,NR,Rice,Southwest,4-3,26,,Week 8Nov 11[9],1957
221,NR,<,12,Arkansas,Southwest,,0,,Week 8Nov 11[9],1957
222,NR,<,15,Notre Dame,Ind,,0,,Week 8Nov 11[9],1957
223,NR,<,18,Georgia Tech,SEC,,0,,Week 8Nov 11[9],1957
224,NR,<,19,Missouri,Big 7,,0,,Week 8Nov 11[9],1957
225,1,<,4,Michigan State (87),Big Ten,7-1,1851,W 42-13 H Minnesota,Week 9Nov 18[10],1957
226,2,<,3,Auburn (88),SEC,8-0,1842,,Week 9Nov 18[10],1957
227,3,<,6,Ohio State (23),Big Ten,7-1,1573,,Week 9Nov 18[10],1957
228,4,<,1,Texas A&M (2),Southwest,8-1,1357,L 7-6 A #20 Rice,Week 9Nov 18[10],1957
229,5,<,8,Mississippi (5),SEC,8-1,1074,,Week 9Nov 18[10],1957
230,6,<,2,Oklahoma (4),Big 7,7-1,1062,L 7-0 H Notre Dame,Week 9Nov 18[10],1957
231,7,<,9,Navy (1),Ind,7-1-1,749,,Week 9Nov 18[10],1957
232,8,<,5,Iowa (2),Big Ten,6-1-1,659,,Week 9Nov 18[10],1957
233,9,<,NR,Notre Dame (2),Ind,5-2,512,,Week 9Nov 18[10],1957
234,10,<,10,Army,Ind,7-1,312,,Week 9Nov 18[10],1957
235,11,<,11,Duke (1),ACC,6-1-2,200,,Week 9Nov 18[10],1957
236,12,<,7,Tennessee,SEC,6-2,175,,Week 9Nov 18[10],1957
237,13,<,20,Rice,Southwest,5-3,146,,Week 9Nov 18[10],1957
238,14,<,12,Mississippi State,SEC,6-2,129,,Week 9Nov 18[10],1957
239,15,<,16,Oregon,PCC,7-2,91,,Week 9Nov 18[10],1957
240,16,<,13,VMI (1),Southern,8-0-1,64,W 33-7 H Citadel,Week 9Nov 18[10],1957
241,17,<,NR,Arizona State (3),BIAA,8-0,53,,Week 9Nov 18[10],1957
242,18,<,NR,Wisconsin,Big Ten,5-3,35,,Week 9Nov 18[10],1957
243,19,<,18,Michigan,Big Ten,5-2-1,29,,Week 9Nov 18[10],1957
244,20,<,19,NC State,ACC,6-1-2,27,,Week 9Nov 18[10],1957
245,NR,<,14,Clemson,ACC,,0,,Week 9Nov 18[10],1957
246,NR,<,15,Illinois,Big Ten,,0,,Week 9Nov 18[10],1957
247,NR,<,17,TCU,Southwest,,0,,Week 9Nov 18[10],1957
248,1,<,2,Auburn (85),SEC,9-0,1850,W 29-7 A Florida State,Week 10Nov 25[11],1957
249,2,<,3,Ohio State (65),Big Ten,8-1,1769,,Week 10Nov 25[11],1957
250,3,<,1,Michigan State (41),Big Ten,8-1,1713,W 27-9 H Kansas State,Week 10Nov 25[11],1957
251,4,<,4,Texas A&M (2),Southwest,8-1,1370,,Week 10Nov 25[11],1957
252,5,<,6,Oklahoma (8),Big 7,8-1,1212,W 32-7 A Nebraska,Week 10Nov 25[11],1957
253,6,<,8,Iowa (7),Big Ten,7-1-1,1130,,Week 10Nov 25[11],1957
254,7,<,5,Mississippi (6),SEC,8-1,967,,Week 10Nov 25[11],1957
255,8,<,7,Navy,Ind,7-1-1,709,,Week 10Nov 25[11],1957
256,9,<,13,Rice,Southwest,6-3,384,,Week 10Nov 25[11],1957
257,10,<,10,Army,Ind,7-1,349,,Week 10Nov 25[11],1957
258,11,<,17,Arizona State (11),BIAA,9-0,193,,Week 10Nov 25[11],1957
259,12,<,9,Notre Dame,Ind,5-3,141,,Week 10Nov 25[11],1957
260,13,<,14,Mississippi State,SEC,6-2,138,,Week 10Nov 25[11],1957
261,14,<,18,Wisconsin,Big Ten,6-3,94,,Week 10Nov 25[11],1957
262,15,<,20,NC State,ACC,7-1-2,85,,Week 10Nov 25[11],1957
263,16,<,11,Duke,ACC,6-2-2,60,,Week 10Nov 25[11],1957
264,17,<,16,VMI,Southern,8-0-1,45,DNP,Week 10Nov 25[11],1957
265,18,<,12,Tennessee,SEC,6-3,38,,Week 10Nov 25[11],1957
266,19,<,NR,Oregon State,PCC,8-2,37,,Week 10Nov 25[11],1957
267,20,<,NR,Florida,SEC,5-2-1,27,,Week 10Nov 25[11],1957
268,NR,<,15,Oregon,PCC,,0,,Week 10Nov 25[11],1957
269,NR,<,19,Michigan,Big Ten,,0,,Week 10Nov 25[11],1957
270,1,<,1,Auburn (210),SEC,10-0,3123,W 40-0 N Alabama,Week 11 (Final)Dec 2[12],1957
271,2,<,2,Ohio State (71),Big Ten,8-1,2646,,Week 11 (Final)Dec 2[12],1957
272,3,<,3,Michigan State (30),Big Ten,8-1,2550,,Week 11 (Final)Dec 2[12],1957
273,4,<,5,Oklahoma (22),Big 7,9-1,2182,W 53-6 H Oklahoma State,Week 11 (Final)Dec 2[12],1957
274,5,<,8,Navy (6),Ind,8-1-1,1915,,Week 11 (Final)Dec 2[12],1957
275,6,<,6,Iowa (7),Big Ten,7-1-1,1569,,Week 11 (Final)Dec 2[12],1957
276,7,<,7,Mississippi (3),SEC,8-1-1,1316,,Week 11 (Final)Dec 2[12],1957
277,8,<,9,Rice,Southwest,7-3,1186,,Week 11 (Final)Dec 2[12],1957
278,9,<,4,Texas A&M,Southwest,8-2,776,,Week 11 (Final)Dec 2[12],1957
279,10,<,12,Notre Dame,Ind,6-3,608,,Week 11 (Final)Dec 2[12],1957
280,11,<,NR,Texas,Southwest,6-3-1,409,,Week 11 (Final)Dec 2[12],1957
281,12,<,11,Arizona State (10),BIAA,10-0,324,,Week 11 (Final)Dec 2[12],1957
282,13,<,18,Tennessee,SEC,7-3,232,,Week 11 (Final)Dec 2[12],1957
283,14,<,13,Mississippi State,SEC,6-2-1,217,,Week 11 (Final)Dec 2[12],1957
284,15,<,15,NC State,ACC,7-1-2,145,,Week 11 (Final)Dec 2[12],1957
285,16,<,16,Duke,ACC,6-2-2,101,,Week 11 (Final)Dec 2[12],1957
286,17,<,20,Florida,SEC,6-2-1,94,,Week 11 (Final)Dec 2[12],1957
287,18,<,10,Army,Ind,7-2,89,,Week 11 (Final)Dec 2[12],1957
288,19,<,14,Wisconsin,Big Ten,6-3,87,,Week 11 (Final)Dec 2[12],1957
289,20,<,17,VMI (1),Southern,9-0-1,86,W 14-6 N Virginia Tech,Week 11 (Final)Dec 2[12],1957
290,NR,<,19,Oregon State,PCC,,0,,Week 11 (Final)Dec 2[12],1957
