,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,4,Florida State (31),ACC,0-0,1498.0,DNP,PreseasonAug 22[1][2],1995
1,2,<,1,Nebraska (15),Big 8,0-0,1439.0,DNP,PreseasonAug 22[1][2],1995
2,3,<,8,Texas A&M (6),Southwest,0-0,1366.0,DNP,PreseasonAug 22[1][2],1995
3,4,<,2,Penn State (1),Big Ten,0-0,1308.0,DNP,PreseasonAug 22[1][2],1995
4,5,<,7,Florida (6),SEC,0-0,1299.0,DNP,PreseasonAug 22[1][2],1995
5,6,<,9,Auburn (2),SEC,0-0,1238.0,DNP,PreseasonAug 22[1][2],1995
6,7,<,13,USC,Pac-10,0-0,1151.0,DNP,PreseasonAug 22[1][2],1995
7,8,<,22,Tennessee (1),SEC,0-0,1024.0,DNP,PreseasonAug 22[1][2],1995
8,9,<,NR,Notre Dame,Ind,0-0,1011.0,DNP,PreseasonAug 22[1][2],1995
9,10,<,5,Alabama,SEC,0-0,974.0,DNP,PreseasonAug 22[1][2],1995
10,11,<,6,Miami (FL),Big East,0-0,893.0,DNP,PreseasonAug 22[1][2],1995
11,12,<,14,Ohio State,Big Ten,0-0,863.0,DNP,PreseasonAug 22[1][2],1995
12,13,<,3,Colorado,Big 8,0-0,689.0,DNP,PreseasonAug 22[1][2],1995
13,14,<,12,Michigan,Big Ten,0-0,642.0,DNP,PreseasonAug 22[1][2],1995
14,15,<,NR,Oklahoma,Big 8,0-0,527.0,DNP,PreseasonAug 22[1][2],1995
15,16,<,NR,UCLA,Pac-10,0-0,517.0,DNP,PreseasonAug 22[1][2],1995
16,17,<,15,Virginia,ACC,0-0,516.0,DNP,PreseasonAug 22[1][2],1995
17,18,<,25,Texas,Southwest,0-0,368.0,DNP,PreseasonAug 22[1][2],1995
18,19,<,20,Arizona,Pac-10,0-0,337.0,DNP,PreseasonAug 22[1][2],1995
19,20,<,NR,North Carolina,ACC,0-0,290.0,DNP,PreseasonAug 22[1][2],1995
20,21,<,NR,Wisconsin,Big Ten,0-0,270.0,DNP,PreseasonAug 22[1][2],1995
