,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
45,NR,<,14,Wisconsin,Big Ten,,0,,Week 1Sep 19[2],1955
46,NR,<,16,SMU,Southwest,,0,,Week 1Sep 19[2],1955
47,NR,<,17,Auburn,SEC,,0,,Week 1Sep 19[2],1955
48,NR,<,18,Duke,ACC,,0,,Week 1Sep 19[2],1955
49,NR,<,19,West Virginia,Southern,,0,,Week 1Sep 19[2],1955
50,1,<,5,Maryland (45),ACC,2-0,1113,W 7-0 H #1 UCLA,Week 2Sep 26[3],1955
51,2,<,4,Michigan (48),Big Ten,1-0,1032,,Week 2Sep 26[3],1955
52,3,<,2,Georgia Tech (11),SEC,2-0,701,,Week 2Sep 26[3],1955
53,4,<,11,Notre Dame (3),Ind,1-0,671,,Week 2Sep 26[3],1955
54,5,<,3,Oklahoma (12),Big 7,1-0,622,W 13-6 A North Carolina,Week 2Sep 26[3],1955
55,6,<,14,Army (1),Ind,1-0,437,,Week 2Sep 26[3],1955
56,7,<,1,UCLA,PCC,1-1,358,L 7-0 A #5 Maryland,Week 2Sep 26[3],1955
57,8,<,6,Ohio State (1),Big Ten,1-0,299,,Week 2Sep 26[3],1955
58,9,<,9,USC (3),PCC,2-0,269,,Week 2Sep 26[3],1955
59,10,<,NR,TCU (3),Southwest,2-0,229,W 32-0 A Texas Tech,Week 2Sep 26[3],1955
60,11,<,13,Rice,Southwest,1-0,208,,Week 2Sep 26[3],1955
61,12,<,7,Pittsburgh (1),Ind,2-0,200,,Week 2Sep 26[3],1955
62,13,<,NR,West Virginia (3),Southern,1-0,153,,Week 2Sep 26[3],1955
63,14,<,NR,Iowa (1),Big Ten,1-0,141,,Week 2Sep 26[3],1955
64,15,<,9,Navy (1),Ind,1-0,125,,Week 2Sep 26[3],1955
65,16,<,NR,Duke,ACC,1-0,82,,Week 2Sep 26[3],1955
66,17,<,NR,Wisconsin,Big Ten,1-0,59,,Week 2Sep 26[3],1955
67,18,<,NR,Penn State (1),Ind,1-0,53,,Week 2Sep 26[3],1955
68,19,<,NR,Washington (1),PCC,2-0,50,,Week 2Sep 26[3],1955
69,20,<,18,Baylor,Southwest,2-0,49,,Week 2Sep 26[3],1955
70,NR,<,8,Mississippi,SEC,,0,,Week 2Sep 26[3],1955
71,NR,<,12,Texas Tech,BIAA,,0,,Week 2Sep 26[3],1955
72,NR,<,15,Miami (FL),Ind,,0,,Week 2Sep 26[3],1955
73,NR,<,16,LSU,SEC,,0,,Week 2Sep 26[3],1955
74,NR,<,17,Arkansas,Southwest,,0,,Week 2Sep 26[3],1955
75,NR,<,19,Florida,SEC,,0,,Week 2Sep 26[3],1955
76,NR,<,19,Purdue,Big Ten,,0,,Week 2Sep 26[3],1955
77,1,<,1,Maryland (88),ACC,3-0,1568,W 20-6 A #20 Baylor,Week 3Oct 3[4],1955
78,2,<,2,Michigan (27),Big Ten,2-0,1223,,Week 3Oct 3[4],1955
79,3,<,5,Oklahoma (13),Big 7,2-0,1146,W 26-14 H #12 Pittsburgh,Week 3Oct 3[4],1955
80,4,<,3,Georgia Tech (9),SEC,3-0,1108,,Week 3Oct 3[4],1955
81,5,<,4,Notre Dame (4),Ind,2-0,1048,,Week 3Oct 3[4],1955
82,6,<,6,Army (8),Ind,2-0,898,,Week 3Oct 3[4],1955
83,7,<,7,UCLA,PCC,2-1,516,,Week 3Oct 3[4],1955
84,8,<,10,TCU (5),Southwest,3-0,514,W 26-0 A Arkansas,Week 3Oct 3[4],1955
85,9,<,17,Wisconsin (11),Big Ten,2-0,479,,Week 3Oct 3[4],1955
86,10,<,9,USC (3),PCC,3-0,412,,Week 3Oct 3[4],1955
87,11,<,13,West Virginia (13),Southern,2-0,380,,Week 3Oct 3[4],1955
88,12,<,15,Navy,Ind,2-0,289,,Week 3Oct 3[4],1955
89,13,<,16,Duke (3),ACC,2-0,176,,Week 3Oct 3[4],1955
90,14,<,NR,Auburn,SEC,2-0,66,,Week 3Oct 3[4],1955
91,15,<,NR,Miami (FL),Ind,1-1,61,,Week 3Oct 3[4],1955
92,16,<,NR,Clemson,ACC,3-0,55,,Week 3Oct 3[4],1955
93,17,<,NR,Purdue,Big Ten,2-0,26,,Week 3Oct 3[4],1955
94,18,<,19,Washington (1),PCC,3-0,24,,Week 3Oct 3[4],1955
95,19,<,NR,Kentucky,SEC,2-1,22,,Week 3Oct 3[4],1955
96,20,<,NR,Stanford,PCC,2-1,16,,Week 3Oct 3[4],1955
97,NR,<,8,Ohio State,Big Ten,,0,,Week 3Oct 3[4],1955
98,NR,<,11,Rice,Southwest,,0,,Week 3Oct 3[4],1955
99,NR,<,12,Pittsburgh,Ind,,0,,Week 3Oct 3[4],1955
100,NR,<,14,Iowa,Big Ten,,0,,Week 3Oct 3[4],1955
101,NR,<,18,Penn State,Ind,,0,,Week 3Oct 3[4],1955
102,NR,<,20,Baylor,Southwest,,0,,Week 3Oct 3[4],1955
103,1,<,2,Michigan (80),Big Ten,3-0,1662,W 26-2 H #6 Army,Week 4Oct 10[5],1955
104,2,<,1,Maryland (45),ACC,4-0,1457,W 28-7 H Wake Forest,Week 4Oct 10[5],1955
105,3,<,3,Oklahoma (21),Big 7,3-0,1350,W 20-0 N Texas,Week 4Oct 10[5],1955
106,4,<,5,Notre Dame (7),Ind,3-0,1286,,Week 4Oct 10[5],1955
107,5,<,4,Georgia Tech (3),SEC,4-0,881,,Week 4Oct 10[5],1955
108,6,<,9,Wisconsin (11),Big Ten,3-0,707,,Week 4Oct 10[5],1955
109,7,<,8,TCU (4),Southwest,4-0,645,W 21-0 A Alabama,Week 4Oct 10[5],1955
110,8,<,12,Navy,Ind,3-0,641,,Week 4Oct 10[5],1955
111,9,<,7,UCLA (1),PCC,3-1,556,,Week 4Oct 10[5],1955
112,10,<,11,West Virginia (11),Southern,3-0,331,,Week 4Oct 10[5],1955
113,11,<,13,Duke (4),ACC,3-0,316,,Week 4Oct 10[5],1955
114,12,<,18,Washington (4),PCC,4-0,307,,Week 4Oct 10[5],1955
115,13,<,NR,Michigan State,Big Ten,2-1,92,,Week 4Oct 10[5],1955
116,14,<,NR,Ohio State,Big Ten,2-1,41,,Week 4Oct 10[5],1955
117,15,<,NR,Rice,Southwest,2-0-1,38,,Week 4Oct 10[5],1955
118,16,<,10,USC,PCC,3-1,29,,Week 4Oct 10[5],1955
119,17,<,14,Auburn,SEC,2-0-1,24,,Week 4Oct 10[5],1955
120,18,<,6,Army,Ind,2-1,21,,Week 4Oct 10[5],1955
121,19,<,NR,Texas A&M,Southwest,3-1,14,,Week 4Oct 10[5],1955
122,20,<,19,Kentucky,SEC,2-1-1,12,,Week 4Oct 10[5],1955
123,20,<,NR,Colorado,Big 7,3-0,12,,Week 4Oct 10[5],1955
124,NR,<,15,Miami (FL),Ind,,0,,Week 4Oct 10[5],1955
125,NR,<,16,Clemson,ACC,,0,,Week 4Oct 10[5],1955
126,NR,<,17,Purdue,Big Ten,,0,,Week 4Oct 10[5],1955
127,NR,<,20,Stanford,PCC,,0,,Week 4Oct 10[5],1955
128,1,<,1,Michigan (76),Big Ten,4-0,1603,W 14-2 H Northwestern,Week 5Oct 17[6],1955
129,2,<,2,Maryland (33),ACC,5-0,1487,,Week 5Oct 17[6],1955
130,3,<,3,Oklahoma (29),Big 7,4-0,1434,W 44-6 H Kansas,Week 5Oct 17[6],1955
131,4,<,8,Navy (7),Ind,4-0,997,,Week 5Oct 17[6],1955
132,5,<,11,Duke (15),ACC,4-0,907,,Week 5Oct 17[6],1955
133,6,<,13,Michigan State (4),Big Ten,3-1,801,,Week 5Oct 17[6],1955
134,7,<,9,UCLA (3),PCC,4-1,715,,Week 5Oct 17[6],1955
135,8,<,10,West Virginia (9),Southern,4-0,583,,Week 5Oct 17[6],1955
136,9,<,17,Auburn (5),SEC,3-0-1,426,,Week 5Oct 17[6],1955
137,10,<,16,USC (1),PCC,4-1,253,,Week 5Oct 17[6],1955
138,11,<,4,Notre Dame,Ind,3-1,242,,Week 5Oct 17[6],1955
139,12,<,19,Texas A&M,Southwest,4-1,137,,Week 5Oct 17[6],1955
140,13,<,5,Georgia Tech,SEC,4-1,83,,Week 5Oct 17[6],1955
141,14,<,20,Colorado,Big 7,4-0,74,,Week 5Oct 17[6],1955
142,15,<,6,Wisconsin,Big Ten,3-1,72,,Week 5Oct 17[6],1955
143,16,<,NR,Baylor,Southwest,4-1,53,,Week 5Oct 17[6],1955
144,17,<,NR,Boston College (1),Ind,3-0,39,,Week 5Oct 17[6],1955
145,18,<,7,TCU,Southwest,4-1,30,L 19-16 H Texas A&M,Week 5Oct 17[6],1955
146,19,<,NR,Yale,Ind,4-0,25,W 34-6 H Cornell,Week 5Oct 17[6],1955
147,20,<,NR,Holy Cross,Ind,4-0,19,W 7-0 H Quantico Marines,Week 5Oct 17[6],1955
148,NR,<,12,Washington,PCC,,0,,Week 5Oct 17[6],1955
149,NR,<,14,Ohio State,Big Ten,,0,,Week 5Oct 17[6],1955
150,NR,<,15,Rice,Southwest,,0,,Week 5Oct 17[6],1955
151,NR,<,18,Army,Ind,,0,,Week 5Oct 17[6],1955
152,NR,<,20,Kentucky,SEC,,0,,Week 5Oct 17[6],1955
153,1,<,2,Maryland (62),ACC,6-0,1599,W 34-13 A Syracuse,Week 6Oct 24[7],1955
154,2,<,3,Oklahoma (53),Big 7,5-0,1569,W 56-21 H #14 Colorado,Week 6Oct 24[7],1955
155,3,<,1,Michigan (39),Big Ten,5-0,1433,W 14-13 A Minnesota,Week 6Oct 24[7],1955
156,4,<,4,Navy (4),Ind,5-0,1177,,Week 6Oct 24[7],1955
157,5,<,6,Michigan State (4),Big Ten,4-1,937,,Week 6Oct 24[7],1955
158,6,<,7,UCLA (2),PCC,5-1,909,,Week 6Oct 24[7],1955
159,7,<,8,West Virginia (13),Southern,6-0,557,,Week 6Oct 24[7],1955
160,8,<,9,Auburn (8),SEC,4-0-1,516,,Week 6Oct 24[7],1955
161,9,<,11,Notre Dame,Ind,4-1,462,,Week 6Oct 24[7],1955
162,10,<,10,USC,PCC,5-1,335,,Week 6Oct 24[7],1955
163,11,<,12,Texas A&M,Southwest,5-1,313,,Week 6Oct 24[7],1955
164,12,<,13,Georgia Tech,SEC,5-1,111,,Week 6Oct 24[7],1955
165,13,<,20,Holy Cross (1),Ind,4-1,50,W 20-12 H Boston,Week 6Oct 24[7],1955
166,14,<,18,TCU,Southwest,5-1,49,W 21-19 A Miami (FL),Week 6Oct 24[7],1955
167,15,<,NR,Ohio State,Big Ten,3-2,41,,Week 6Oct 24[7],1955
168,16,<,NR,Pittsburgh,Ind,4-2,38,,Week 6Oct 24[7],1955
169,17,<,5,Duke,ACC,4-1,35,,Week 6Oct 24[7],1955
170,18,<,NR,Miami (OH),MAC,5-0,20,,Week 6Oct 24[7],1955
171,19,<,NR,Washington,PCC,4-1-1,14,,Week 6Oct 24[7],1955
172,20,<,NR,Mississippi,SEC,5-1,11,,Week 6Oct 24[7],1955
173,NR,<,14,Colorado,Big 7,,0,,Week 6Oct 24[7],1955
174,NR,<,15,Wisconsin,Big Ten,,0,,Week 6Oct 24[7],1955
175,NR,<,16,Baylor,Southwest,,0,,Week 6Oct 24[7],1955
176,NR,<,17,Boston College,Ind,3-0-1,0,,Week 6Oct 24[7],1955
177,NR,<,19,Yale,Ind,,0,,Week 6Oct 24[7],1955
178,1,<,1,Maryland (74),ACC,7-0,1884,W 27-0 H South Carolina,Week 7Oct 31[8],1955
179,2,<,2,Oklahoma (54),Big 7,6-0,1852,W 40-7 A Kansas State,Week 7Oct 31[8],1955
180,3,<,3,Michigan (63),Big Ten,6-0,1774,,Week 7Oct 31[8],1955
181,4,<,5,Michigan State (7),Big Ten,5-1,1312,,Week 7Oct 31[8],1955
182,5,<,6,UCLA (3),PCC,6-1,1213,,Week 7Oct 31[8],1955
183,6,<,9,Notre Dame (1),Ind,5-1,1207,,Week 7Oct 31[8],1955
184,7,<,7,West Virginia (16),Southern,6-0,869,,Week 7Oct 31[8],1955
185,8,<,12,Georgia Tech,SEC,6-1,597,,Week 7Oct 31[8],1955
186,9,<,4,Navy,Ind,5-1,305,,Week 7Oct 31[8],1955
187,10,<,14,TCU (2),Southwest,6-1,282,W 28-6 A Baylor,Week 7Oct 31[8],1955
188,11,<,15,Ohio State,Big Ten,4-2,161,,Week 7Oct 31[8],1955
189,12,<,11,Texas A&M,Southwest,5-1-1,155,,Week 7Oct 31[8],1955
190,13,<,18,Miami (OH),MAC,6-0,91,,Week 7Oct 31[8],1955
191,14,<,8,Auburn,SEC,4-1-1,79,,Week 7Oct 31[8],1955
192,15,<,20,Mississippi,SEC,6-1,70,,Week 7Oct 31[8],1955
193,16,<,10,USC,PCC,5-2,35,,Week 7Oct 31[8],1955
194,17,<,NR,Kentucky,SEC,4-2-1,29,,Week 7Oct 31[8],1955
195,18,<,NR,Syracuse,Ind,3-2,27,,Week 7Oct 31[8],1955
196,19,<,NR,Army,Ind,4-2,23,,Week 7Oct 31[8],1955
197,20,<,NR,Mississippi State,SEC,6-1,20,,Week 7Oct 31[8],1955
198,NR,<,13,Holy Cross,Ind,,0,,Week 7Oct 31[8],1955
199,NR,<,16,Pittsburgh,Ind,,0,,Week 7Oct 31[8],1955
200,NR,<,17,Duke,ACC,,0,,Week 7Oct 31[8],1955
201,NR,<,19,Washington,PCC,,0,,Week 7Oct 31[8],1955
202,1,<,2,Oklahoma (115),Big 7,7-0,2466,W 20-0 A Missouri,Week 8Nov 7[9],1955
203,2,<,1,Maryland (89),ACC,8-0,2415,W 13-0 H LSU,Week 8Nov 7[9],1955
204,3,<,4,Michigan State (44),Big Ten,6-1,2051,,Week 8Nov 7[9],1955
205,4,<,5,UCLA (9),PCC,7-1,1762,,Week 8Nov 7[9],1955
206,5,<,6,Notre Dame (2),Ind,6-1,1726,,Week 8Nov 7[9],1955
207,6,<,7,West Virginia (18),Southern,7-0,1069,,Week 8Nov 7[9],1955
208,7,<,3,Michigan,Big Ten,6-1,970,,Week 8Nov 7[9],1955
209,8,<,10,TCU (3),Southwest,6-1,551,DNP,Week 8Nov 7[9],1955
210,9,<,12,Texas A&M,Southwest,6-1-1,448,,Week 8Nov 7[9],1955
211,10,<,11,Ohio State (1),Big Ten,5-2,430,,Week 8Nov 7[9],1955
212,11,<,8,Georgia Tech,SEC,6-1-1,292,,Week 8Nov 7[9],1955
213,12,<,14,Auburn (2),SEC,5-1-1,263,,Week 8Nov 7[9],1955
214,13,<,9,Navy,Ind,5-1-1,207,,Week 8Nov 7[9],1955
215,14,<,15,Mississippi,SEC,7-1,180,,Week 8Nov 7[9],1955
216,15,<,13,Miami (OH),MAC,7-0,121,,Week 8Nov 7[9],1955
217,16,<,NR,Illinois,Big Ten,4-3,35,,Week 8Nov 7[9],1955
218,17,<,NR,Pittsburgh,Ind,5-3,31,,Week 8Nov 7[9],1955
219,18,<,20,Mississippi State,SEC,6-2,28,,Week 8Nov 7[9],1955
220,18,<,NR,Duke,ACC,4-2-1,28,,Week 8Nov 7[9],1955
221,20,<,NR,Iowa,Big Ten,3-3-1,25,,Week 8Nov 7[9],1955
222,20,<,NR,Miami (FL),Ind,3-3,25,,Week 8Nov 7[9],1955
223,NR,<,16,USC,PCC,,0,,Week 8Nov 7[9],1955
224,NR,<,17,Kentucky,SEC,,0,,Week 8Nov 7[9],1955
225,NR,<,18,Syracuse,Ind,,0,,Week 8Nov 7[9],1955
226,NR,<,19,Army,Ind,,0,,Week 8Nov 7[9],1955
227,1,<,1,Oklahoma (103),Big 7,8-0,1844,W 52-0 H Iowa State,Week 9Nov 14[10],1955
228,2,<,2,Maryland (46),ACC,9-0,1677,,Week 9Nov 14[10],1955
229,3,<,3,Michigan State (37),Big Ten,7-1,1669,,Week 9Nov 14[10],1955
230,4,<,5,Notre Dame (2),Ind,7-1,1193,,Week 9Nov 14[10],1955
231,5,<,4,UCLA (6),PCC,8-1,1164,,Week 9Nov 14[10],1955
232,6,<,7,Michigan (1),Big Ten,7-1,867,,Week 9Nov 14[10],1955
233,7,<,8,TCU (2),Southwest,7-1,705,W 47-20 A Texas,Week 9Nov 14[10],1955
234,8,<,9,Texas A&M,Southwest,7-1-1,557,,Week 9Nov 14[10],1955
235,9,<,10,Ohio State (1),Big Ten,6-2,484,,Week 9Nov 14[10],1955
236,10,<,11,Georgia Tech,SEC,7-1-1,272,,Week 9Nov 14[10],1955
237,11,<,13,Navy,Ind,6-1-1,208,,Week 9Nov 14[10],1955
238,12,<,12,Auburn (4),SEC,6-1-1,152,,Week 9Nov 14[10],1955
239,13,<,6,West Virginia (1),Southern,7-1,109,,Week 9Nov 14[10],1955
240,14,<,14,Mississippi,SEC,8-1,90,,Week 9Nov 14[10],1955
241,15,<,17,Pittsburgh (1),Ind,6-3,80,,Week 9Nov 14[10],1955
242,16,<,15,Miami (OH),MAC,8-0,56,,Week 9Nov 14[10],1955
243,17,<,NR,Tennessee,SEC,5-2-1,49,,Week 9Nov 14[10],1955
244,18,<,NR,Stanford,PCC,5-3-1,38,,Week 9Nov 14[10],1955
245,19,<,NR,Oregon State,PCC,6-2,27,,Week 9Nov 14[10],1955
246,20,<,18,Duke,ACC,5-2-1,16,,Week 9Nov 14[10],1955
247,NR,<,16,Illinois,Big Ten,,0,,Week 9Nov 14[10],1955
248,NR,<,18,Mississippi State,SEC,,0,,Week 9Nov 14[10],1955
249,NR,<,20,Iowa,Big Ten,,0,,Week 9Nov 14[10],1955
250,NR,<,20,Miami (FL),Ind,,0,,Week 9Nov 14[10],1955
251,1,<,1,Oklahoma (114),Big 7,9-0,1889,W 41-0 A Nebraska,Week 10Nov 21[11],1955
252,2,<,3,Michigan State (39),Big Ten,8-1,1689,,Week 10Nov 21[11],1955
253,3,<,2,Maryland (35),ACC,10-0,1683,,Week 10Nov 21[11],1955
254,4,<,5,UCLA (6),PCC,9-1,1374,,Week 10Nov 21[11],1955
255,5,<,4,Notre Dame (3),Ind,8-1,1255,,Week 10Nov 21[11],1955
256,6,<,9,Ohio State (5),Big Ten,7-2,1025,,Week 10Nov 21[11],1955
257,7,<,7,TCU (3),Southwest,8-1,994,W 35-0 H Rice,Week 10Nov 21[11],1955
258,8,<,8,Texas A&M,Southwest,7-1-1,531,,Week 10Nov 21[11],1955
259,9,<,10,Georgia Tech,SEC,7-1-1,369,,Week 10Nov 21[11],1955
260,10,<,12,Auburn,SEC,7-1-1,245,,Week 10Nov 21[11],1955
261,11,<,11,Navy,Ind,6-1-1,219,,Week 10Nov 21[11],1955
262,12,<,6,Michigan,Big Ten,7-2,192,,Week 10Nov 21[11],1955
263,13,<,15,Pittsburgh (1),Ind,7-3,90,,Week 10Nov 21[11],1955
264,14,<,NR,Miami (FL) (2),Ind,5-3,79,,Week 10Nov 21[11],1955
265,15,<,14,Mississippi,SEC,8-1,73,,Week 10Nov 21[11],1955
266,16,<,16,Miami (OH),MAC,8-0,46,,Week 10Nov 21[11],1955
267,17,<,18,Stanford,PCC,6-3-1,29,,Week 10Nov 21[11],1955
268,18,<,20,Duke,ACC,6-2-1,23,,Week 10Nov 21[11],1955
269,19,<,NR,Vanderbilt,SEC,7-2,20,W 21-6 H Florida,Week 10Nov 21[11],1955
270,20,<,NR,Syracuse,Ind,5-3,16,,Week 10Nov 21[11],1955
271,NR,<,13,West Virginia,Southern,,0,,Week 10Nov 21[11],1955
272,NR,<,17,Tennessee,SEC,,0,,Week 10Nov 21[11],1955
273,NR,<,19,Oregon State,PCC,,0,,Week 10Nov 21[11],1955
274,1,<,1,Oklahoma (218),Big 7,10-0,3581,W 53-0 H Oklahoma State,Week 11 (Final)Nov 28[12],1955
275,2,<,2,Michigan State (88),Big Ten,8-1,3204,,Week 11 (Final)Nov 28[12],1955
276,3,<,3,Maryland (55),ACC,10-0,3024,,Week 11 (Final)Nov 28[12],1955
277,4,<,4,UCLA (9),PCC,9-1,2637,,Week 11 (Final)Nov 28[12],1955
278,5,<,6,Ohio State (4),Big Ten,7-2,1980,,Week 11 (Final)Nov 28[12],1955
279,6,<,7,TCU (9),Southwest,9-1,1941,W 20-13 H SMU,Week 11 (Final)Nov 28[12],1955
280,7,<,9,Georgia Tech,SEC,8-1-1,1301,,Week 11 (Final)Nov 28[12],1955
281,8,<,10,Auburn (6),SEC,8-1-1,854,,Week 11 (Final)Nov 28[12],1955
282,9,<,5,Notre Dame,Ind,8-2,796,,Week 11 (Final)Nov 28[12],1955
283,10,<,15,Mississippi (1),SEC,9-1,708,,Week 11 (Final)Nov 28[12],1955
284,11,<,13,Pittsburgh (1),Ind,7-3,282,,Week 11 (Final)Nov 28[12],1955
285,12,<,12,Michigan,Big Ten,7-2,217,,Week 11 (Final)Nov 28[12],1955
286,13,<,NR,USC,PCC,6-4,149,,Week 11 (Final)Nov 28[12],1955
287,14,<,14,Miami (FL),Ind,6-3,136,,Week 11 (Final)Nov 28[12],1955
288,15,<,16,Miami (OH),MAC,9-0,113,,Week 11 (Final)Nov 28[12],1955
289,16,<,17,Stanford,PCC,6-3-1,94,,Week 11 (Final)Nov 28[12],1955
290,17,<,8,Texas A&M,Southwest,7-2-1,90,,Week 11 (Final)Nov 28[12],1955
291,18,<,11,Navy,Ind,6-2-1,89,,Week 11 (Final)Nov 28[12],1955
292,19,<,NR,West Virginia,Southern,8-2,88,,Week 11 (Final)Nov 28[12],1955
293,20,<,NR,Army,Ind,6-3,66,,Week 11 (Final)Nov 28[12],1955
294,NR,<,18,Duke,ACC,,0,,Week 11 (Final)Nov 28[12],1955
295,NR,<,19,Vanderbilt,SEC,,0,,Week 11 (Final)Nov 28[12],1955
296,NR,<,20,Syracuse,Ind,,0,,Week 11 (Final)Nov 28[12],1955
