,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
168,5,<,6,Maryland,ACC,7-0,705.0,,Week 7Oct 26[8],1976
169,6,<,8,Texas Tech (1),Southwest,5-0,618.0,,Week 7Oct 26[8],1976
170,7,<,10,Georgia,SEC,6-1,483.0,,Week 7Oct 26[8],1976
171,8,<,9,Ohio State,Big Ten,5-1-1,475.0,,Week 7Oct 26[8],1976
172,9,<,3,Nebraska,Big 8,5-1-1,368.0,,Week 7Oct 26[8],1976
173,10,<,17,Missouri,Big 8,5-2,293.0,,Week 7Oct 26[8],1976
174,11,<,12,Notre Dame,Ind,5-1,292.0,,Week 7Oct 26[8],1976
175,12,<,11,Florida,SEC,5-1,287.0,,Week 7Oct 26[8],1976
176,13,<,5,Oklahoma,Big 8,5-1-1,268.0,L 31-24 H Oklahoma State,Week 7Oct 26[8],1976
177,14,<,15,Arkansas,Southwest,4-1,159.0,,Week 7Oct 26[8],1976
178,15,<,13,Texas,Southwest,3-1-1,81.0,,Week 7Oct 26[8],1976
179,16,<,NR,Oklahoma State,Big 8,4-2,33.0,W 31-24 A Oklahoma,Week 7Oct 26[8],1976
180,17,<,18,Alabama,SEC,5-2,29.0,,Week 7Oct 26[8],1976
181,18,<,20,Mississippi State,SEC,6-1,25.0,,Week 7Oct 26[8],1976
182,19,<,NR,Colorado,Big 8,5-2,12.0,,Week 7Oct 26[8],1976
183,20,<,NR,Cincinnati,Ind,5-1,10.0,DNP,Week 7Oct 26[8],1976
184,NR,<,14,Houston,Southwest,,0.0,,Week 7Oct 26[8],1976
185,NR,<,16,Iowa State,Big 8,,0.0,,Week 7Oct 26[8],1976
186,NR,<,19,South Carolina,Ind,,0.0,,Week 7Oct 26[8],1976
187,NR,<,20,East Carolina,Southern,,0.0,,Week 7Oct 26[8],1976
188,1,<,1,Michigan (57),Big Ten,8-0,1228.0,W 45-0 H Minnesota,Week 8Nov 2[9],1976
189,2,<,2,Pittsburgh (5),Ind,8-0,1076.0,,Week 8Nov 2[9],1976
190,3,<,3,UCLA,Pac-8,7-0-1,976.0,,Week 8Nov 2[9],1976
191,4,<,4,USC,Pac-8,6-1,758.0,,Week 8Nov 2[9],1976
192,5,<,6,Texas Tech,Southwest,6-0,703.0,,Week 8Nov 2[9],1976
193,6,<,5,Maryland,ACC,8-0,668.0,,Week 8Nov 2[9],1976
194,7,<,7,Georgia,SEC,7-1,547.0,,Week 8Nov 2[9],1976
195,8,<,8,Ohio State,Big Ten,6-1-1,497.0,,Week 8Nov 2[9],1976
196,9,<,9,Nebraska,Big 8,6-1-1,451.0,,Week 8Nov 2[9],1976
197,10,<,12,Florida,SEC,6-1,342.0,,Week 8Nov 2[9],1976
198,11,<,11,Notre Dame,Ind,6-1,290.0,,Week 8Nov 2[9],1976
199,12,<,14,Arkansas,Southwest,5-1,267.0,,Week 8Nov 2[9],1976
200,13,<,16,Oklahoma State,Big 8,5-2,180.0,W 20-19 H Missouri,Week 8Nov 2[9],1976
201,14,<,19,Colorado,Big 8,6-2,146.0,,Week 8Nov 2[9],1976
202,15,<,17,Alabama,SEC,6-2,83.0,,Week 8Nov 2[9],1976
203,16,<,10,Missouri,Big 8,5-3,31.0,,Week 8Nov 2[9],1976
204,17,<,13,Oklahoma,Big 8,5-2-1,26.0,L 42-31 A #19 Colorado,Week 8Nov 2[9],1976
205,18,<,NR,Texas A&M,Southwest,6-2,19.0,,Week 8Nov 2[9],1976
206,19,<,NR,Houston,Southwest,5-2,18.0,,Week 8Nov 2[9],1976
207,20,<,15,Texas,Southwest,3-2-1,10.0,,Week 8Nov 2[9],1976
208,NR,<,18,Mississippi State,SEC,,0.0,,Week 8Nov 2[9],1976
209,NR,<,20,Cincinnati,Ind,,0.0,,Week 8Nov 2[9],1976
210,1,<,2,Pittsburgh (49),Ind,9-0,1226.0,W 37-7 H Army,Week 9Nov 9[10],1976
211,2,<,3,UCLA (7),Pac-8,8-0-1,1093.0,,Week 9Nov 9[10],1976
212,3,<,4,USC (2),Pac-8,7-1,860.0,,Week 9Nov 9[10],1976
213,4,<,1,Michigan (2),Big Ten,8-1,816.0,L 16-14 A Purdue,Week 9Nov 9[10],1976
214,5,<,5,Texas Tech (1),Southwest,7-0,772.0,,Week 9Nov 9[10],1976
215,6,<,6,Maryland (2),ACC,9-0,666.0,,Week 9Nov 9[10],1976
216,7,<,7,Georgia,SEC,8-1,620.0,,Week 9Nov 9[10],1976
217,8,<,8,Ohio State,Big Ten,7-1-1,541.0,,Week 9Nov 9[10],1976
218,9,<,9,Nebraska,Big 8,7-1-1,503.0,,Week 9Nov 9[10],1976
219,10,<,15,Alabama,SEC,7-2,270.0,,Week 9Nov 9[10],1976
220,11,<,16,Missouri,Big 8,6-3,218.0,,Week 9Nov 9[10],1976
221,12,<,19,Houston,Southwest,6-2,209.0,,Week 9Nov 9[10],1976
222,13,<,12,Arkansas,Southwest,5-1-1,174.0,,Week 9Nov 9[10],1976
223,14,<,17,Oklahoma,Big 8,6-2-1,137.0,W 49-20 H Kansas State,Week 9Nov 9[10],1976
224,15,<,10,Florida,SEC,6-2,114.0,,Week 9Nov 9[10],1976
225,16,<,18,Texas A&M,Southwest,6-2,75.0,,Week 9Nov 9[10],1976
226,17,<,13,Oklahoma State,Big 8,5-3,67.0,L 14-10 A Nebraska,Week 9Nov 9[10],1976
227,18,<,11,Notre Dame,Ind,6-2,31.0,,Week 9Nov 9[10],1976
228,19,<,14,Colorado,Big 8,6-3,22.0,,Week 9Nov 9[10],1976
229,20,<,NR,South Carolina,Ind,6-3,17.0,DNP,Week 9Nov 9[10],1976
230,NR,<,20,Texas,Southwest,,0.0,,Week 9Nov 9[10],1976
231,1,<,1,Pittsburgh (44),Ind,10-0,1206.0,W 24-16 H West Virginia,Week 10Nov 16[11],1976
232,2,<,2,UCLA (13),Pac-8,9-0-1,1093.0,,Week 10Nov 16[11],1976
233,3,<,3,USC (1),Pac-8,8-1,866.0,,Week 10Nov 16[11],1976
234,4,<,4,Michigan (2),Big Ten,9-1,834.0,,Week 10Nov 16[11],1976
235,5,<,5,Texas Tech (1),Southwest,8-0,786.0,,Week 10Nov 16[11],1976
236,6,<,6,Maryland,ACC,10-0,663.0,,Week 10Nov 16[11],1976
237,6,<,7,Georgia,SEC,9-1,663.0,,Week 10Nov 16[11],1976
238,8,<,8,Ohio State,Big Ten,8-1-1,555.0,,Week 10Nov 16[11],1976
239,9,<,12,Houston,Southwest,6-2,315.0,,Week 10Nov 16[11],1976
240,10,<,14,Oklahoma,Big 8,7-2-1,285.0,W 27-20 H #11 Missouri,Week 10Nov 16[11],1976
241,11,<,16,Texas A&M (1),Southwest,7-2,271.0,,Week 10Nov 16[11],1976
242,12,<,9,Nebraska,Big 8,7-2-1,203.0,,Week 10Nov 16[11],1976
243,13,<,18,Notre Dame,Ind,7-2,189.0,,Week 10Nov 16[11],1976
244,14,<,NR,Iowa State,Big 8,8-2,188.0,W 37-28 H Nebraska,Week 10Nov 16[11],1976
245,15,<,19,Colorado,Big 8,7-3,100.0,,Week 10Nov 16[11],1976
246,16,<,17,Oklahoma State,Big 8,6-3,99.0,W 45-21 A Kansas State,Week 10Nov 16[11],1976
247,17,<,NR,Penn State,Ind,7-3,31.0,,Week 10Nov 16[11],1976
248,18,<,10,Alabama,SEC,7-3,28.0,,Week 10Nov 16[11],1976
249,19,<,11,Missouri,Big 8,6-4,26.0,,Week 10Nov 16[11],1976
250,19,<,NR,Rutgers,Ind,10-0,26.0,,Week 10Nov 16[11],1976
251,NR,<,13,Arkansas,Southwest,,0.0,,Week 10Nov 16[11],1976
252,NR,<,15,Florida,SEC,,0.0,,Week 10Nov 16[11],1976
253,NR,<,20,South Carolina,Ind,,0.0,,Week 10Nov 16[11],1976
254,1,<,1,Pittsburgh (39),Ind,10-0,1172.0,DNP,Week 11Nov 23[12],1976
255,2,<,4,Michigan (13),Big Ten,10-1,1050.0,,Week 11Nov 23[12],1976
256,3,<,3,USC (7),Pac-8,9-1,1046.0,,Week 11Nov 23[12],1976
257,4,<,6,Georgia (1),SEC,9-1,807.0,,Week 11Nov 23[12],1976
258,5,<,6,Maryland (2),ACC,11-0,790.0,,Week 11Nov 23[12],1976
259,6,<,2,UCLA,Pac-8,9-1-1,576.0,,Week 11Nov 23[12],1976
260,7,<,9,Houston,Southwest,7-2,550.0,,Week 11Nov 23[12],1976
261,8,<,10,Oklahoma,Big 8,7-2-1,346.0,DNP,Week 11Nov 23[12],1976
262,9,<,5,Texas Tech,Southwest,8-1,333.0,,Week 11Nov 23[12],1976
263,10,<,12,Nebraska,Big 8,7-2-1,323.0,,Week 11Nov 23[12],1976
264,11,<,11,Texas A&M,Southwest,8-2,319.0,,Week 11Nov 23[12],1976
265,12,<,8,Ohio State,Big Ten,8-2-1,281.0,,Week 11Nov 23[12],1976
266,13,<,13,Notre Dame,Ind,8-2,246.0,,Week 11Nov 23[12],1976
267,14,<,15,Colorado,Big 8,8-3,153.0,,Week 11Nov 23[12],1976
268,14,<,16,Oklahoma State,Big 8,7-3,153.0,W 42-21 H Iowa State,Week 11Nov 23[12],1976
269,16,<,17,Penn State,Ind,7-3,74.0,,Week 11Nov 23[12],1976
270,17,<,19,Rutgers,Ind,10-0,40.0,,Week 11Nov 23[12],1976
271,18,<,18,Alabama,SEC,7-3,29.0,,Week 11Nov 23[12],1976
272,19,<,NR,Mississippi State,SEC,9-2,15.0,,Week 11Nov 23[12],1976
273,19,<,NR,North Carolina,ACC,9-2,15.0,,Week 11Nov 23[12],1976
274,NR,<,14,Iowa State,Big 8,,0.0,,Week 11Nov 23[12],1976
275,NR,<,19,Missouri,Big 8,,0.0,,Week 11Nov 23[12],1976
276,1,<,1,Pittsburgh (45),Ind,11-0,1128.0,W 24-7 H #16 Penn State,Week 12Nov 30[13],1976
277,2,<,2,Michigan (8),Big Ten,10-1,988.0,,Week 12Nov 30[13],1976
278,3,<,3,USC (3),Pac-8,10-1,931.0,,Week 12Nov 30[13],1976
279,4,<,5,Maryland (2),ACC,11-0,749.0,,Week 12Nov 30[13],1976
280,5,<,4,Georgia,SEC,10-1,747.0,,Week 12Nov 30[13],1976
281,6,<,7,Houston,Southwest,8-2,526.0,,Week 12Nov 30[13],1976
282,7,<,6,UCLA,Pac-8,9-1-1,510.0,,Week 12Nov 30[13],1976
283,8,<,8,Oklahoma,Big 8,8-2-1,428.0,W 20-17 A #10 Nebraska,Week 12Nov 30[13],1976
284,9,<,9,Texas Tech,Southwest,9-1,421.0,,Week 12Nov 30[13],1976
285,10,<,11,Texas A&M,Southwest,9-2,316.0,,Week 12Nov 30[13],1976
286,11,<,12,Ohio State,Big Ten,8-2-1,296.0,,Week 12Nov 30[13],1976
287,12,<,14,Colorado,Big 8,8-3,194.0,,Week 12Nov 30[13],1976
288,13,<,10,Nebraska,Big 8,7-3-1,138.0,,Week 12Nov 30[13],1976
289,14,<,14,Oklahoma State,Big 8,8-3,114.0,W 42-13 A UTEP,Week 12Nov 30[13],1976
290,15,<,13,Notre Dame,Ind,8-3,112.0,,Week 12Nov 30[13],1976
291,16,<,18,Alabama,SEC,8-3,72.0,,Week 12Nov 30[13],1976
292,17,<,17,Rutgers,Ind,11-0,64.0,,Week 12Nov 30[13],1976
293,18,<,NR,Baylor,Southwest,7-2-1,20.0,,Week 12Nov 30[13],1976
294,19,<,19,North Carolina,ACC,9-2,17.0,,Week 12Nov 30[13],1976
295,20,<,16,Penn State,Ind,7-4,12.0,,Week 12Nov 30[13],1976
296,20,<,19,Mississippi State,SEC,9-2,12.0,,Week 12Nov 30[13],1976
297,1,<,1,Pittsburgh (59),Ind,12-0,1234.0,W 27-3 N #5 Georgia,Week 13 (Final)Jan[14],1976
298,2,<,3,USC (3),Pac-8,11-1,1118.0,,Week 13 (Final)Jan[14],1976
299,3,<,2,Michigan,Big Ten,10-2,847.0,,Week 13 (Final)Jan[14],1976
300,4,<,6,Houston,Southwest,10-2,804.0,,Week 13 (Final)Jan[14],1976
301,5,<,8,Oklahoma,Big 8,9-2-1,638.0,W 41-7 N Wyoming (Fiesta),Week 13 (Final)Jan[14],1976
302,6,<,11,Ohio State,Big Ten,9-2-1,510.0,,Week 13 (Final)Jan[14],1976
303,7,<,10,Texas A&M,Southwest,10-2,487.0,,Week 13 (Final)Jan[14],1976
304,8,<,4,Maryland,ACC,11-1,445.0,,Week 13 (Final)Jan[14],1976
305,9,<,13,Nebraska,Big 8,9-3-1,422.0,,Week 13 (Final)Jan[14],1976
