,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,,Pittsburgh (25),Ind,3-0,793.0,W 14-13 H Duke,Week 1Oct 16[1],1939
1,2,<,,Notre Dame (16),Ind,3-0,694.0,,Week 1Oct 16[1],1939
2,3,<,,Oklahoma (10),Big 6,2-0-1,607.0,W 24-12 N Texas,Week 1Oct 16[1],1939
3,4,<,,Tulane (14),SEC,3-0,560.0,W 7-0 H Fordham,Week 1Oct 16[1],1939
4,5,<,,Tennessee (26.5),SEC,3-0,556.0,,Week 1Oct 16[1],1939
5,6,<,,Michigan (10),Big Ten,2-0,512.0,,Week 1Oct 16[1],1939
6,7,<,,USC,PCC,2-0-1,442.14,,Week 1Oct 16[1],1939
7,8,<,,Alabama (2.5),SEC,3-0,402.64,,Week 1Oct 16[1],1939
8,9,<,,Texas A&M (5),Southwest,4-0,383.14,W 33-7 N Villanova,Week 1Oct 16[1],1939
9,10,<,,Ohio State (11),Big Ten,2-0,352.0,,Week 1Oct 16[1],1939
10,11,<,,Oregon (2),PCC,2-0-1,209.14,,Week 1Oct 16[1],1939
11,12,<,,Cornell (1),Ind,2-0,186.0,W 20-7 A Princeton,Week 1Oct 16[1],1939
12,13,<,,Duke,Southern,2-1,131.14,,Week 1Oct 16[1],1939
13,14,<,,North Carolina,Southern,4-0,92.0,,Week 1Oct 16[1],1939
14,15,<,,Carnegie Mellon,Ind,3-0,79.0,,Week 1Oct 16[1],1939
15,16,<,,Nebraska,Big 6,2-0-1,65.0,,Week 1Oct 16[1],1939
16,17,<,,Mississippi,SEC,3-0,36.0,,Week 1Oct 16[1],1939
17,18,<,,SMU,Southwest,1-1-1,33.0,,Week 1Oct 16[1],1939
18,19,<,,Baylor,Southwest,3-0,30.0,,Week 1Oct 16[1],1939
19,20,<,,St. Mary's,Ind,2-0,29.0,,Week 1Oct 16[1],1939
20,1,<,5,Tennessee (83),SEC,4-0,1077.0,W 21-0 H #8 Alabama,Week 2Oct 23[2],1939
21,2,<,2,Notre Dame (12),Ind,4-0,841.0,,Week 2Oct 23[2],1939
22,3,<,6,Michigan (8),Big Ten,3-0,721.0,,Week 2Oct 23[2],1939
23,4,<,10,Ohio State (5),Big Ten,3-0,712.0,,Week 2Oct 23[2],1939
24,5,<,9,Texas A&M (6),Southwest,5-0,658.0,W 20-6 A TCU,Week 2Oct 23[2],1939
