,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
325,5,<,2,Alabama,SEC,11-1,761,,Week 14 (Final)Jan[15],1974
326,6,<,9,Notre Dame,Ind,10-2,675,,Week 14 (Final)Jan[15],1974
327,7,<,7,Penn State,Ind,10-2,567,,Week 14 (Final)Jan[15],1974
328,8,<,6,Auburn (1),SEC,10-2,555,,Week 14 (Final)Jan[15],1974
329,9,<,8,Nebraska,Big 8,9-3,440,,Week 14 (Final)Jan[15],1974
330,10,<,15,Miami (OH),MAC,10-0-1,231,,Week 14 (Final)Jan[15],1974
331,11,<,13,NC State,ACC,9-2-1,223,,Week 14 (Final)Jan[15],1974
332,12,<,14,Michigan State,Big Ten,7-3-1,198,,Week 14 (Final)Jan[15],1974
333,13,<,10,Maryland,ACC,8-4,105,,Week 14 (Final)Jan[15],1974
334,14,<,12,Baylor,Southwest,8-4,102,,Week 14 (Final)Jan[15],1974
335,15,<,18,Florida,SEC,8-4,91,,Week 14 (Final)Jan[15],1974
336,16,<,16,Texas A&M,Southwest,8-3,58,,Week 14 (Final)Jan[15],1974
337,17,<,11,Texas,Southwest,8-4,57,,Week 14 (Final)Jan[15],1974
338,17,<,NR,Mississippi State,SEC,9-3,57,,Week 14 (Final)Jan[15],1974
339,19,<,NR,Houston,Ind,8-3-1,51,,Week 14 (Final)Jan[15],1974
340,20,<,NR,Tennessee,SEC,7-3-2,46,,Week 14 (Final)Jan[15],1974
341,NR,<,17,BYU,WAC,,0,,Week 14 (Final)Jan[15],1974
342,NR,<,19,Arizona,WAC,9-2,0,DNP,Week 14 (Final)Jan[15],1974
343,NR,<,20,Pittsburgh,Ind,,0,,Week 14 (Final)Jan[15],1974
344,NR,<,20,Wisconsin,Big Ten,,0,,Week 14 (Final)Jan[15],1974
