,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,BCS
500,21,<,23,Arizona State,Pac-12,7-2,362,22,W 20-19 A Utah,Week 11Nov 10[13],2013,19
501,22,<,12,Oklahoma,Big 12,7-2,285,17,L 41-12 A #5 Baylor,Week 11Nov 10[13],2013,18
502,23,<,NR,Texas,Big 12,7-2,185,24,W 47-40 (1OT) A West Virginia,Week 11Nov 10[13],2013,24
503,24,<,14,Miami (FL),ACC,7-2,121,23,L 42-24 H Virginia Tech,Week 11Nov 10[13],2013,23
504,25,<,NR,Georgia,SEC,6-3,78,RV,W 45-6 H Appalachian State,Week 11Nov 10[13],2013,25
505,RV,<,NR,Mississippi,SEC,6-3,68,RV,W 34-24 H Arkansas,Week 11Nov 10[13],2013,NR
506,RV,<,NR,Minnesota,Big Ten,8-2,60,25,W 24-10 H Penn State,Week 11Nov 10[13],2013,NR
507,RV,<,NR,Nebraska,Big Ten,7-2,16,RV,W 17-13 A Michigan,Week 11Nov 10[13],2013,NR
508,RV,<,NR,Duke,ACC,7-2,11,NR,W 38-20 H NC State,Week 11Nov 10[13],2013,NR
509,RV,<,NR,USC,Pac-12,7-3,10,RV,W 62-28 A California,Week 11Nov 10[13],2013,NR
510,RV,<,NR,Washington,Pac-12,6-3,9,RV,W 59-7 H Colorado,Week 11Nov 10[13],2013,NR
511,RV,<,NR,Ball State,MAC,9-1,7,RV,W 44-24 H Central Michigan,Week 11Nov 10[13],2013,NR
512,RV,<,NR,Virginia Tech,ACC,7-3,5,RV,W 42-24 A #14 Miami (FL),Week 11Nov 10[13],2013,NR
513,RV,<,NR,BYU,Ind,6-3,3,NR,L 27-17 A #21 Wisconsin,Week 11Nov 10[13],2013,NR
514,RV,<,24,Notre Dame,Ind,7-3,2,RV,L 28-21 A Pittsburgh,Week 11Nov 10[13],2013,NR
515,RV,<,NR,Houston,AAC,7-2,1,NR,L 19-14 A #19 UCF,Week 11Nov 10[13],2013,NR
516,NR,<,25,Texas Tech,Big 12,7-3,0,RV,L 49-26 H Kansas State,Week 11Nov 10[13],2013,NR
517,NR,<,NR,Arizona,Pac-12,6-3,0,RV,L 31-26 H #16 UCLA,Week 11Nov 10[13],2013,NR
518,NR,<,NR,Buffalo,MAC,7-2,0,RV,W 30-3 H Ohio,Week 11Nov 10[13],2013,NR
519,NR,<,NR,Cincinnati,AAC,7-2,0,RV,W 28-25 H SMU,Week 11Nov 10[13],2013,NR
520,NR,<,NR,Kansas State,Big 12,5-4,0,NR,W 49-26 A #25 Texas Tech,Week 11Nov 10[13],2013,NR
521,NR,<,NR,Louisiana,Sun Belt,7-2,0,RV,W 41-36 H Troy,Week 11Nov 10[13],2013,NR
522,NR,<,NR,Oregon State,Pac-12,6-3,0,NR,DNP,Week 11Nov 10[13],2013,NR
523,1,<,1,Alabama (55),SEC,10-0,1495,*1,W 20-7 A Mississippi State,Week 12Nov 17[14],2013,1
524,2,<,2,Florida State (5),ACC,10-0,1445,*2,W 59-3 H Syracuse,Week 12Nov 17[14],2013,2
525,3,<,4,Baylor,Big 12,9-0,1351,4,W 63-34 N Texas Tech,Week 12Nov 17[14],2013,4
526,4,<,3,Ohio State,Big Ten,10-0,1343,3,W 60-35 A Illinois,Week 12Nov 17[14],2013,3
527,5,<,6,Oregon,Pac-12,9-1,1210,5,W 44-21 H Utah,Week 12Nov 17[14],2013,5
528,6,<,7,Auburn,SEC,10-1,1205,7,W 43-38 H #25 Georgia,Week 12Nov 17[14],2013,6
529,7,<,8,Clemson,ACC,9-1,1115,6,W 55-31 H Georgia Tech,Week 12Nov 17[14],2013,7
530,8,<,9,Missouri,SEC,9-1,1067,8,DNP,Week 12Nov 17[14],2013,8
531,9,<,10,Texas A&M,SEC,8-2,956,10,DNP,Week 12Nov 17[14],2013,12
532,10,<,5,Stanford,Pac-12,8-2,899,12,L 20-17 A USC,Week 12Nov 17[14],2013,9
533,11,<,12,Oklahoma State,Big 12,9-1,889,9,W 38-13 A #23 Texas,Week 12Nov 17[14],2013,10
534,12,<,11,South Carolina,SEC,8-2,870,11,W 19-14 H Florida,Week 12Nov 17[14],2013,11
535,13,<,14,Michigan State,Big Ten,9-1,749,13,W 41-28 A Nebraska,Week 12Nov 17[14],2013,13
536,14,<,13,UCLA,Pac-12,8-2,710,14,W 41-31 H Washington,Week 12Nov 17[14],2013,14
537,15,<,16,Fresno State,MWC,9-0,572,16,DNP,Week 12Nov 17[14],2013,15
538,16,<,17,Wisconsin,Big Ten,8-2,559,17,W 51-3 H Indiana,Week 12Nov 17[14],2013,19
539,17,<,15,UCF,AAC,8-1,535,20,W 39-36 A Temple,Week 12Nov 17[14],2013,18
540,18,<,18,LSU,SEC,7-3,439,19,DNP,Week 12Nov 17[14],2013,22
541,19,<,21,Arizona State,Pac-12,8-2,430,22,W 30-17 H Oregon State,Week 12Nov 17[14],2013,17
542,20,<,20,Northern Illinois,MAC,10-0,426,21,W 48-27 H Ball State,Week 12Nov 17[14],2013,16
543,21,<,19,Louisville,AAC,9-1,412,15,W 20-13 H Houston,Week 12Nov 17[14],2013,21
544,22,<,22,Oklahoma,Big 12,8-2,318,18,W 48-10 H Iowa State,Week 12Nov 17[14],2013,20
545,23,<,NR,USC,Pac-12,8-3,187,25,W 20-17 H #5 Stanford,Week 12Nov 17[14],2013,23
546,24,<,NR,Mississippi,SEC,7-3,119,RV,W 51-21 H Troy,Week 12Nov 17[14],2013,24
547,25,<,NR,Duke,ACC,8-2,94,24,W 48-30 H #24 Miami (FL),Week 12Nov 17[14],2013,NR
548,RV,<,NR,Minnesota,Big Ten,8-2,77,23,DNP,Week 12Nov 17[14],2013,25
549,RV,<,NR,Notre Dame,Ind,7-3,11,NR,DNP,Week 12Nov 17[14],2013,NR
550,RV,<,23,Texas,Big 12,7-3,10,RV,L 38-13 H #12 Oklahoma State,Week 12Nov 17[14],2013,NR
551,RV,<,25,Georgia,SEC,6-4,5,RV,L 43-38 A #7 Auburn,Week 12Nov 17[14],2013,NR
552,RV,<,NR,Cincinnati,AAC,8-2,1,RV,W 52-17 A Rutgers,Week 12Nov 17[14],2013,NR
553,RV,<,NR,Nebraska,Big Ten,7-3,1,RV,L 41-28 H #14 Michigan State,Week 12Nov 17[14],2013,NR
554,NR,<,24,Miami (FL),ACC,7-3,0,RV,L 48-30 A Duke,Week 12Nov 17[14],2013,NR
555,NR,<,NR,Ball State,MAC,9-2,0,RV,L 48-27 A #20 Northern Illinois,Week 12Nov 17[14],2013,NR
556,NR,<,NR,East Carolina,CUSA,8-2,0,RV,W 63-14 H UAB,Week 12Nov 17[14],2013,NR
557,NR,<,NR,Louisiana,Sun Belt,8-2,0,RV,W 35-21 A Georgia State,Week 12Nov 17[14],2013,NR
558,NR,<,NR,Michigan,Big Ten,7-3,0,NR,W 27-19 (3OT) A Northwestern,Week 12Nov 17[14],2013,NR
559,NR,<,NR,Texas Tech,Big 12,7-4,0,NR,L 63-34 N #4 Baylor,Week 12Nov 17[14],2013,NR
560,NR,<,NR,Toledo,MAC,7-3,0,RV,W 51-41 H Buffalo,Week 12Nov 17[14],2013,NR
561,1,<,1,Alabama (56),SEC,11-0,1496,*1,W 49-0 H Chattanooga,Week 13Nov 24[15],2013,1
562,2,<,2,Florida State (4),ACC,11-0,1444,*2,W 80-14 H Idaho,Week 13Nov 24[15],2013,2
563,3,<,4,Ohio State,Big Ten,11-0,1375,3,W 42-14 H Indiana,Week 13Nov 24[15],2013,3
564,4,<,6,Auburn,SEC,10-1,1294,5,DNP,Week 13Nov 24[15],2013,4
565,5,<,8,Missouri,SEC,10-1,1202,6,W 24-10 A #24 Mississippi,Week 13Nov 24[15],2013,5
566,6,<,7,Clemson,ACC,10-1,1196,4,W 52-6 H Citadel,Week 13Nov 24[15],2013,6
567,7,<,11,Oklahoma State,Big 12,10-1,1177,7,W 49-17 H #3 Baylor,Week 13Nov 24[15],2013,7
568,8,<,10,Stanford,Pac-12,9-2,1002,10,W 63-13 H California,Week 13Nov 24[15],2013,8
569,9,<,3,Baylor,Big 12,9-1,976,8,L 49-17 A #11 Oklahoma State,Week 13Nov 24[15],2013,9
570,10,<,12,South Carolina,SEC,9-2,960,9,W 70-10 H Coastal Carolina,Week 13Nov 24[15],2013,10
571,11,<,13,Michigan State,Big Ten,10-1,929,11,W 30-6 A Northwestern,Week 13Nov 24[15],2013,11
572,12,<,5,Oregon,Pac-12,9-2,731,12,L 42-16 A Arizona,Week 13Nov 24[15],2013,13
573,13,<,19,Arizona State,Pac-12,9-2,690,18,W 38-33 A #14 UCLA,Week 13Nov 24[15],2013,12
574,14,<,16,Wisconsin,Big Ten,9-2,684,14,W 20-7 A Minnesota,Week 13Nov 24[15],2013,15
575,15,<,18,LSU,SEC,8-3,642,15,W 34-10 H #9 Texas A&M,Week 13Nov 24[15],2013,17
576,16,<,15,Fresno State,MWC,10-0,619,13,W 69-28 H New Mexico,Week 13Nov 24[15],2013,16
577,17,<,17,UCF,AAC,9-1,588,19,W 41-17 H Rutgers,Week 13Nov 24[15],2013,19
578,18,<,20,Northern Illinois,MAC,11-0,470,20,W 35-17 A Toledo,Week 13Nov 24[15],2013,14
579,19,<,9,Texas A&M,SEC,8-3,429,21,L 34-10 A #18 LSU,Week 13Nov 24[15],2013,21
580,20,<,22,Oklahoma,Big 12,9-2,386,17,W 41-31 A Kansas State,Week 13Nov 24[15],2013,18
581,21,<,21,Louisville,AAC,10-1,383,16,W 24-17 H Memphis,Week 13Nov 24[15],2013,20
582,22,<,14,UCLA,Pac-12,8-3,300,22,L 38-33 H #19 Arizona State,Week 13Nov 24[15],2013,22
583,23,<,23,USC,Pac-12,9-3,262,23,W 47-29 A Colorado,Week 13Nov 24[15],2013,23
584,24,<,25,Duke,ACC,9-2,135,24,W 28-21 A Wake Forest,Week 13Nov 24[15],2013,24
585,25,<,NR,Notre Dame,Ind,8-3,68,RV,W 23-13 H BYU,Week 13Nov 24[15],2013,25
586,RV,<,NR,Georgia,SEC,7-4,15,RV,W 59-17 H Kentucky,Week 13Nov 24[15],2013,NR
587,RV,<,NR,Cincinnati,AAC,9-2,10,25,W 24-17 A Houston,Week 13Nov 24[15],2013,NR
588,RV,<,NR,Texas,Big 12,7-3,10,RV,DNP,Week 13Nov 24[15],2013,NR
589,RV,<,24,Mississippi,SEC,7-4,7,NR,L 24-10 H #8 Missouri,Week 13Nov 24[15],2013,NR
590,RV,<,NR,Arizona,Pac-12,7-4,6,RV,W 42-16 H #5 Oregon,Week 13Nov 24[15],2013,NR
591,RV,<,NR,Nebraska,Big Ten,8-3,6,RV,W 23-20 (1OT) A Penn State,Week 13Nov 24[15],2013,NR
592,RV,<,NR,Minnesota,Big Ten,8-3,5,RV,L 20-7 H #16 Wisconsin,Week 13Nov 24[15],2013,NR
593,RV,<,NR,East Carolina,CUSA,9-2,1,RV,W 42-28 A NC State,Week 13Nov 24[15],2013,NR
594,RV,<,NR,North Dakota State,Other,11-0,1,NR,W 42-0 H South Dakota,Week 13Nov 24[15],2013,NR
595,RV,<,NR,Vanderbilt,SEC,7-4,1,RV,W 14-10 A Tennessee,Week 13Nov 24[15],2013,NR
596,NR,<,NR,Louisiana,Sun Belt,8-2,0,RV,DNP,Week 13Nov 24[15],2013,NR
597,NR,<,NR,Miami (FL),ACC,8-3,0,RV,W 45-26 H Virginia,Week 13Nov 24[15],2013,NR
598,NR,<,NR,Michigan,Big Ten,7-4,0,NR,L 24-21 A Iowa,Week 13Nov 24[15],2013,NR
599,NR,<,NR,Washington,Pac-12,7-4,0,NR,W 69-27 A Oregon State,Week 13Nov 24[15],2013,NR
600,1,<,2,Florida State (58),ACC,12-0,1498,*1,W 37-7 A Florida,Week 14Dec 1[16],2013,1
601,2,<,3,Ohio State,Big Ten,12-0,1418,*2,W 42-41 A Michigan,Week 14Dec 1[16],2013,2
602,3,<,4,Auburn (2),SEC,11-1,1387,3,W 34-28 H #1 Alabama,Week 14Dec 1[16],2013,3
603,4,<,1,Alabama,SEC,11-1,1294,4,L 34-28 A #4 Auburn,Week 14Dec 1[16],2013,4
604,5,<,5,Missouri,SEC,11-1,1281,5,W 28-21 H #19 Texas A&M,Week 14Dec 1[16],2013,5
605,6,<,7,Oklahoma State,Big 12,10-1,1197,6,DNP,Week 14Dec 1[16],2013,6
606,7,<,8,Stanford,Pac-12,10-2,1067,10,W 27-20 H #25 Notre Dame,Week 14Dec 1[16],2013,7
607,8,<,10,South Carolina,SEC,10-2,1066,7,W 31-17 H #6 Clemson,Week 14Dec 1[16],2013,8
608,9,<,9,Baylor,Big 12,10-1,1020,7,W 41-38 A TCU,Week 14Dec 1[16],2013,9
609,10,<,11,Michigan State,Big Ten,11-1,1002,9,W 14-3 H Minnesota,Week 14Dec 1[16],2013,10
610,11,<,13,Arizona State,Pac-12,10-2,843,13,W 58-21 H Arizona,Week 14Dec 1[16],2013,11
611,12,<,12,Oregon,Pac-12,10-2,815,12,W 36-35 H Oregon State,Week 14Dec 1[16],2013,12
612,13,<,6,Clemson,ACC,10-2,813,11,L 31-17 A #10 South Carolina,Week 14Dec 1[16],2013,13
613,14,<,15,LSU,SEC,9-3,690,14,W 31-27 H Arkansas,Week 14Dec 1[16],2013,15
614,15,<,17,UCF,AAC,10-1,621,17,W 23-20 H South Florida,Week 14Dec 1[16],2013,16
615,16,<,18,Northern Illinois,MAC,12-0,596,18,W 33-14 H Western Michigan,Week 14Dec 1[16],2013,14
616,17,<,22,UCLA,Pac-12,9-3,510,19,W 35-14 A #23 USC,Week 14Dec 1[16],2013,18
617,18,<,20,Oklahoma,Big 12,9-2,503,15,DNP,Week 14Dec 1[16],2013,17
618,19,<,21,Louisville,AAC,10-1,482,16,DNP,Week 14Dec 1[16],2013,19
619,20,<,24,Duke,ACC,10-2,348,20,W 27-25 A North Carolina,Week 14Dec 1[16],2013,20
620,21,<,14,Wisconsin,Big Ten,9-3,299,21,L 31-24 H Penn State,Week 14Dec 1[16],2013,21
621,22,<,19,Texas A&M,SEC,8-4,186,25,L 28-21 A #5 Missouri,Week 14Dec 1[16],2013,24
622,23,<,NR,Texas,Big 12,8-3,156,24,W 41-16 H Texas Tech,Week 14Dec 1[16],2013,25
623,24,<,16,Fresno State,MWC,10-1,124,22,L 62-52 A San Jose State,Week 14Dec 1[16],2013,23
624,25,<,NR,Georgia,SEC,8-4,111,RV,W 41-34 (2OT) A Georgia Tech,Week 14Dec 1[16],2013,22
625,RV,<,NR,Cincinnati,AAC,9-2,45,23,DNP,Week 14Dec 1[16],2013,NR
626,RV,<,23,USC,Pac-12,9-4,28,RV,L 35-14 H #22 UCLA,Week 14Dec 1[16],2013,NR
627,RV,<,25,Notre Dame,Ind,8-4,26,RV,L 27-20 A #8 Stanford,Week 14Dec 1[16],2013,NR
628,RV,<,NR,Miami (FL),ACC,9-3,26,RV,W 41-31 A Pittsburgh,Week 14Dec 1[16],2013,NR
629,RV,<,NR,Iowa,Big Ten,8-4,23,RV,W 38-17 A Nebraska,Week 14Dec 1[16],2013,NR
630,RV,<,NR,Vanderbilt,SEC,8-4,16,RV,W 23-21 H Wake Forest,Week 14Dec 1[16],2013,NR
631,RV,<,NR,Washington,Pac-12,8-4,6,RV,W 27-17 H Washington State,Week 14Dec 1[16],2013,NR
632,RV,<,NR,Minnesota,Big Ten,8-4,2,RV,L 14-3 A #11 Michigan State,Week 14Dec 1[16],2013,NR
633,RV,<,NR,North Dakota State,Other,11-0,1,NR,DNP,Week 14Dec 1[16],2013,NR
634,NR,<,NR,Ball State,MAC,10-2,0,RV,W 55-14 H Miami (OH),Week 14Dec 1[16],2013,NR
635,NR,<,NR,Bowling Green,MAC,,0,NR,W 24-7 A Buffalo,Week 14Dec 1[16],2013,NR
636,NR,<,NR,Marshall,CUSA,9-3,0,RV,W 59-28 H East Carolina,Week 14Dec 1[16],2013,NR
637,NR,<,NR,Virginia Tech,ACC,8-4,0,RV,W 16-6 A Virginia,Week 14Dec 1[16],2013,NR
638,1,<,1,Florida State (56),ACC,13-0,1496,*1,W 45-7 N #20 Duke (ACC CG),Week 15Dec 8[17],2013,1
639,2,<,3,Auburn (4),SEC,12-1,1444,2,W 59-42 N #5 Missouri (SEC CG),Week 15Dec 8[17],2013,2
640,3,<,4,Alabama,SEC,11-1,1376,3,DNP,Week 15Dec 8[17],2013,3
641,4,<,10,Michigan State,Big Ten,12-1,1278,4,W 34-24 N #2 Ohio State (Big Ten CG),Week 15Dec 8[17],2013,4
642,5,<,7,Stanford,Pac-12,11-2,1217,7,W 38-14 A #11 Arizona State (Pac-12 CG),Week 15Dec 8[17],2013,5
643,6,<,9,Baylor,Big 12,11-1,1185,5,W 30-10 H #23 Texas,Week 15Dec 8[17],2013,6
644,7,<,2,Ohio State,Big Ten,12-1,1130,6,L 34-24 N #10 Michigan State (Big Ten CG),Week 15Dec 8[17],2013,7
645,8,<,8,South Carolina,SEC,10-2,1099,8,DNP,Week 15Dec 8[17],2013,9
646,9,<,5,Missouri,SEC,11-2,1066,9,L 59-42 N #3 Auburn (SEC CG),Week 15Dec 8[17],2013,8
647,10,<,12,Oregon,Pac-12,10-2,880,12,DNP,Week 15Dec 8[17],2013,10
648,11,<,18,Oklahoma,Big 12,10-2,878,10,W 33-24 A #6 Oklahoma State,Week 15Dec 8[17],2013,11
649,12,<,13,Clemson,ACC,10-2,848,11,DNP,Week 15Dec 8[17],2013,12
650,13,<,6,Oklahoma State,Big 12,10-2,797,13,L 33-24 H #18 Oklahoma,Week 15Dec 8[17],2013,13
651,14,<,14,LSU,SEC,9-3,726,14,DNP,Week 15Dec 8[17],2013,16
652,15,<,15,UCF,AAC,11-1,629,15,W 17-13 A SMU,Week 15Dec 8[17],2013,15
653,16,<,11,Arizona State,Pac-12,10-3,614,17,L 38-14 H #7 Stanford (Pac-12 CG),Week 15Dec 8[17],2013,14
654,17,<,17,UCLA,Pac-12,9-3,544,18,DNP,Week 15Dec 8[17],2013,17
655,18,<,19,Louisville,AAC,11-1,525,16,W 31-24 (1OT) A Cincinnati,Week 15Dec 8[17],2013,18
656,19,<,21,Wisconsin,Big Ten,9-3,383,19,DNP,Week 15Dec 8[17],2013,19
657,20,<,22,Texas A&M,SEC,8-4,282,21,DNP,Week 15Dec 8[17],2013,21
658,21,<,24,Fresno State,MWC,11-1,227,20,W 24-17 H Utah State (MWC CG),Week 15Dec 8[17],2013,20
659,22,<,20,Duke,ACC,10-3,201,21,L 45-7 N #1 Florida State (ACC CG),Week 15Dec 8[17],2013,24
660,23,<,25,Georgia,SEC,8-4,196,24,DNP,Week 15Dec 8[17],2013,22
661,24,<,16,Northern Illinois,MAC,12-1,144,23,L 47-27 N Bowling Green (MAC CG),Week 15Dec 8[17],2013,23
662,25,<,NR,Notre Dame,Ind,8-4,76,RV,DNP,Week 15Dec 8[17],2013,NR
663,RV,<,NR,USC,Pac-12,9-4,74,RV,DNP,Week 15Dec 8[17],2013,25
664,RV,<,NR,Iowa,Big Ten,8-4,48,RV,DNP,Week 15Dec 8[17],2013,NR
665,RV,<,NR,Miami (FL),ACC,9-3,47,25,DNP,Week 15Dec 8[17],2013,NR
666,RV,<,NR,Vanderbilt,SEC,8-4,25,RV,DNP,Week 15Dec 8[17],2013,NR
667,RV,<,23,Texas,Big 12,8-4,22,RV,L 30-10 A #9 Baylor,Week 15Dec 8[17],2013,NR
668,RV,<,NR,Cincinnati,AAC,9-3,11,RV,L 31-24 (1OT) H #19 Louisville,Week 15Dec 8[17],2013,NR
669,RV,<,NR,Bowling Green,MAC,10-3,10,RV,W 47-27 N #16 Northern Illinois (MAC),Week 15Dec 8[17],2013,NR
670,RV,<,NR,Washington,Pac-12,8-4,9,RV,DNP,Week 15Dec 8[17],2013,NR
671,RV,<,NR,Rice,CUSA,10-3,7,RV,W 41-24 H Marshall (C-USA),Week 15Dec 8[17],2013,NR
672,RV,<,NR,North Dakota State,Other,12-0,4,NR,W 38-7 H Furman (FCS 2nd Round),Week 15Dec 8[17],2013,NR
673,RV,<,NR,Minnesota,Big Ten,8-4,2,RV,DNP,Week 15Dec 8[17],2013,NR
674,NR,<,NR,Ball State,MAC,10-2,0,RV,DNP,Week 15Dec 8[17],2013,NR
675,NR,<,NR,Nebraska,Big Ten,8-4,0,RV,DNP,Week 15Dec 8[17],2013,NR
676,NR,<,NR,Virginia Tech,ACC,8-4,0,RV,DNP,Week 15Dec 8[17],2013,NR
677,1,<,1,Florida State (60),ACC,14-0,1500,*1,W 34-31 N #2 Auburn (BCS NC),Week 16 (Final)Jan 7[18],2013,
678,2,<,2,Auburn,SEC,12-2,1428,2,L 34-31 N #1 Florida State (BCS NC),Week 16 (Final)Jan 7[18],2013,
679,3,<,4,Michigan State,Big Ten,13-1,1385,3,W 24-20 N #5 Stanford (Rose),Week 16 (Final)Jan 7[18],2013,
680,4,<,8,South Carolina,SEC,11-2,1247,4,W 34-24 N #19 Wisconsin (Capital One),Week 16 (Final)Jan 7[18],2013,
681,5,<,9,Missouri,SEC,12-2,1236,5,W 41-31 N #13 Oklahoma State (Cotton),Week 16 (Final)Jan 7[18],2013,
682,6,<,11,Oklahoma,Big 12,11-2,1205,6,W 45-31 N #3 Alabama (Sugar),Week 16 (Final)Jan 7[18],2013,
683,7,<,3,Alabama,SEC,11-2,1114,8,L 45-31 N #11 Oklahoma (Sugar),Week 16 (Final)Jan 7[18],2013,
684,8,<,12,Clemson,ACC,11-2,1078,7,W 40-35 N #7 Ohio State (Orange),Week 16 (Final)Jan 7[18],2013,
685,9,<,10,Oregon,Pac-12,11-2,974,9,W 30-7 N Texas (Alamo),Week 16 (Final)Jan 7[18],2013,
686,10,<,15,UCF,AAC,12-1,959,12,W 52-42 N #6 Baylor (Fiesta),Week 16 (Final)Jan 7[18],2013,
687,11,<,5,Stanford,Pac-12,11-3,936,10,L 24-20 N #4 Michigan State (Rose),Week 16 (Final)Jan 7[18],2013,
688,12,<,7,Ohio State,Big Ten,12-2,816,10,L 40-35 N #12 Clemson (Orange),Week 16 (Final)Jan 7[18],2013,
689,13,<,6,Baylor,Big 12,11-2,778,13,L 52-42 N #15 UCF (Fiesta),Week 16 (Final)Jan 7[18],2013,
690,14,<,14,LSU,SEC,10-3,717,14,W 21-14 N Iowa (Outback),Week 16 (Final)Jan 7[18],2013,
691,15,<,18,Louisville,AAC,12-1,693,15,W 36-9 N Miami (FL) (Russell Athletic),Week 16 (Final)Jan 7[18],2013,
692,16,<,17,UCLA,Pac-12,10-3,632,16,W 42-12 N Virginia Tech (Sun),Week 16 (Final)Jan 7[18],2013,
693,17,<,13,Oklahoma State,Big 12,10-3,598,17,L 41-31 N #9 Missouri (Cotton),Week 16 (Final)Jan 7[18],2013,
694,18,<,20,Texas A&M,SEC,9-4,459,18,W 52-48 N #22 Duke (Chick-fil-A),Week 16 (Final)Jan 7[18],2013,
695,19,<,NR,USC,Pac-12,10-4,299,19,W 45-20 N #21 Fresno State (Las Vegas),Week 16 (Final)Jan 7[18],2013,
696,20,<,25,Notre Dame,Ind,9-4,256,24,W 29-16 N Rutgers (Pinstripe),Week 16 (Final)Jan 7[18],2013,
697,21,<,16,Arizona State,Pac-12,10-4,255,20,L 37-23 N Texas Tech (Holiday),Week 16 (Final)Jan 7[18],2013,
698,22,<,19,Wisconsin,Big Ten,9-4,245,21,L 34-24 N #8 South Carolina (Capital One),Week 16 (Final)Jan 7[18],2013,
699,23,<,22,Duke,ACC,10-4,190,22,L 52-48 N #20 Texas A&M (Chick-fil-A),Week 16 (Final)Jan 7[18],2013,
700,24,<,NR,Vanderbilt,SEC,9-4,117,23,W 41-24 N Houston (Compass),Week 16 (Final)Jan 7[18],2013,
701,25,<,NR,Washington,Pac-12,9-4,109,RV,W 31-16 N BYU (Fight Hunger),Week 16 (Final)Jan 7[18],2013,
702,RV,<,NR,Nebraska,Big Ten,9-4,107,25,W 24-19 N #23 Georgia (Gator),Week 16 (Final)Jan 7[18],2013,
703,RV,<,21,Fresno State,MWC,11-2,57,RV,L 45-20 N USC (Las Vegas),Week 16 (Final)Jan 7[18],2013,
704,RV,<,24,Northern Illinois,MAC,12-2,22,RV,L 21-14 N Utah State (Poinsettia),Week 16 (Final)Jan 7[18],2013,
705,RV,<,NR,North Dakota State,Other,15-0,17,NR,W 35-7 N Towson (FCS),Week 16 (Final)Jan 7[18],2013,
706,RV,<,NR,Texas Tech,Big 12,8-5,14,RV,W 37-23 N #16 Arizona State (Holiday),Week 16 (Final)Jan 7[18],2013,
707,RV,<,23,Georgia,SEC,8-5,13,NR,L 24-19 N Nebraska (Gator),Week 16 (Final)Jan 7[18],2013,
708,RV,<,NR,Iowa,Big Ten,8-5,13,NR,L 21-14 N #14 LSU (Outback),Week 16 (Final)Jan 7[18],2013,
709,RV,<,NR,Mississippi,SEC,8-5,10,RV,W 25-17 N Georgia Tech (Music City),Week 16 (Final)Jan 7[18],2013,
710,RV,<,NR,Kansas State,Big 12,8-5,8,RV,W 31-14 N Michigan (Buffalo Wild Wings),Week 16 (Final)Jan 7[18],2013,
711,RV,<,NR,Arizona,Pac-12,8-5,5,RV,W 42-19 N Boston College (AdvoCare V100),Week 16 (Final)Jan 7[18],2013,
712,RV,<,NR,Navy,Ind,9-4,3,RV,W 24-6 N Middle Tennessee (Armed Forces),Week 16 (Final)Jan 7[18],2013,
713,RV,<,NR,East Carolina,CUSA,10-3,2,RV,W 37-20 N Ohio (Beef 'O' Brady's),Week 16 (Final)Jan 7[18],2013,
714,RV,<,NR,Utah State,MWC,9-5,2,RV,W 21-14 N #24 Northern Illinois (Poinsettia),Week 16 (Final)Jan 7[18],2013,
715,RV,<,NR,Mississippi State,SEC,7-6,1,NR,W 44-7 N Rice (Liberty),Week 16 (Final)Jan 7[18],2013,
716,NR,<,NR,Cincinnati,AAC,9-4,0,RV,L 39-17 N North Carolina (Belk),Week 16 (Final)Jan 7[18],2013,
717,NR,<,NR,Louisiana,Sun Belt,9-4,0,RV,W 24-21 A Tulane (New Orleans),Week 16 (Final)Jan 7[18],2013,
718,NR,<,NR,Marshall,CUSA,10-4,0,RV,W 31-20 N Maryland (Military),Week 16 (Final)Jan 7[18],2013,
719,NR,<,NR,Miami (FL),ACC,9-4,0,RV,L 36-9 N #18 Louisville (Russell Athletic),Week 16 (Final)Jan 7[18],2013,
720,NR,<,NR,North Texas,CUSA,9-4,0,RV,W 36-14 N UNLV (Heart of Dallas),Week 16 (Final)Jan 7[18],2013,
721,NR,<,NR,Texas,Big 12,8-5,0,RV,L 30-7 N #10 Oregon (Alamo),Week 16 (Final)Jan 7[18],2013,
