,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
50,3,<,4,Stanford (1),Pac-8,2-0,472.0,,Week 2Sep 21[3],1970
51,4,<,7,Penn State (2),Ind,1-0,453.0,,Week 2Sep 21[3],1970
52,5,<,5,Mississippi (1),SEC,1-0,420.0,,Week 2Sep 21[3],1970
53,6,<,6,Notre Dame,Ind,1-0,369.0,,Week 2Sep 21[3],1970
54,7,<,3,USC (2),Pac-8,1-0-1,368.0,,Week 2Sep 21[3],1970
55,8,<,9,Nebraska,Big 8,1-0-1,304.0,,Week 2Sep 21[3],1970
56,9,<,10,Missouri,Big 8,2-0,274.0,,Week 2Sep 21[3],1970
57,10,<,8,Michigan (1),Big Ten,1-0,256.0,,Week 2Sep 21[3],1970
58,11,<,15,Houston,Ind,1-0,168.0,,Week 2Sep 21[3],1970
59,12,<,11,Arkansas,Southwest,1-1,113.0,,Week 2Sep 21[3],1970
60,13,<,14,Florida,SEC,2-0,79.0,,Week 2Sep 21[3],1970
61,14,<,18,Oklahoma,Big 8,2-0,56.0,W 21-7 H Wisconsin,Week 2Sep 21[3],1970
62,15,<,16,UCLA,Pac-8,2-0,54.0,,Week 2Sep 21[3],1970
63,16,<,17,West Virginia,Ind,2-0,50.0,,Week 2Sep 21[3],1970
64,17,<,NR,Tennessee,SEC,1-0,33.0,,Week 2Sep 21[3],1970
65,18,<,NR,Colorado,Big 8,1-0,27.0,,Week 2Sep 21[3],1970
66,19,<,NR,Georgia Tech,Ind,2-0,23.0,,Week 2Sep 21[3],1970
67,20,<,NR,Air Force,Ind,2-0,21.0,,Week 2Sep 21[3],1970
68,NR,<,12,LSU,SEC,,0.0,,Week 2Sep 21[3],1970
69,NR,<,13,Kansas State,Big 8,,0.0,,Week 2Sep 21[3],1970
70,NR,<,19,Georgia,SEC,,0.0,,Week 2Sep 21[3],1970
71,NR,<,20,Arizona State,WAC,,0.0,,Week 2Sep 21[3],1970
72,1,<,1,Ohio State (25),Big Ten,1-0,782.0,W 56-13 H Texas A&M,Week 3Sep 28[4],1970
73,2,<,2,Texas (14),Southwest,2-0,758.0,,Week 3Sep 28[4],1970
74,3,<,3,Stanford (1),Pac-8,3-0,568.0,,Week 3Sep 28[4],1970
75,4,<,6,Notre Dame,Ind,2-0,528.0,,Week 3Sep 28[4],1970
76,5,<,7,USC (1),Pac-8,2-0-1,422.0,,Week 3Sep 28[4],1970
77,6,<,8,Nebraska,Big 8,2-0-1,392.0,,Week 3Sep 28[4],1970
78,7,<,5,Mississippi,SEC,2-0,368.0,,Week 3Sep 28[4],1970
79,8,<,18,Colorado,Big 8,2-0,346.0,W 41-13 H #4 Penn State,Week 3Sep 28[4],1970
80,9,<,10,Michigan (1),Big Ten,2-0,260.0,,Week 3Sep 28[4],1970
81,10,<,20,Air Force,Ind,3-0,209.0,,Week 3Sep 28[4],1970
82,11,<,12,Arkansas,Southwest,2-1,172.0,,Week 3Sep 28[4],1970
83,12,<,NR,Auburn,SEC,2-0,141.0,,Week 3Sep 28[4],1970
84,13,<,15,UCLA,Pac-8,3-0,99.0,,Week 3Sep 28[4],1970
85,14,<,16,West Virginia,Ind,3-0,98.0,,Week 3Sep 28[4],1970
86,15,<,19,Georgia Tech,Ind,3-0,94.0,,Week 3Sep 28[4],1970
87,16,<,4,Penn State,Ind,1-1,60.0,L 41-13 A #18 Colorado,Week 3Sep 28[4],1970
88,17,<,NR,Alabama,SEC,2-1,41.0,,Week 3Sep 28[4],1970
89,18,<,NR,Arizona State,WAC,2-0,37.0,,Week 3Sep 28[4],1970
90,19,<,NR,North Carolina,ACC,3-0,36.0,,Week 3Sep 28[4],1970
91,20,<,9,Missouri,Big 8,2-1,32.0,,Week 3Sep 28[4],1970
92,NR,<,11,Houston,Ind,,0.0,,Week 3Sep 28[4],1970
93,NR,<,13,Florida,SEC,,0.0,,Week 3Sep 28[4],1970
94,NR,<,14,Oklahoma,Big 8,2-1,0.0,L 23-14 H Oregon State,Week 3Sep 28[4],1970
95,NR,<,17,Tennessee,SEC,,0.0,,Week 3Sep 28[4],1970
96,1,<,1,Ohio State (27),Big Ten,2-0,713.0,W 34-10 H Duke,Week 4Oct 5[5],1970
97,2,<,2,Texas (6),Southwest,3-0,610.0,,Week 4Oct 5[5],1970
98,3,<,4,Notre Dame,Ind,3-0,576.0,,Week 4Oct 5[5],1970
99,4,<,5,USC (3),Pac-8,3-0-1,531.0,,Week 4Oct 5[5],1970
100,5,<,7,Mississippi (1),SEC,3-0,459.0,,Week 4Oct 5[5],1970
101,6,<,6,Nebraska,Big 8,3-0-1,402.0,,Week 4Oct 5[5],1970
102,7,<,9,Michigan (1),Big Ten,3-0,278.0,,Week 4Oct 5[5],1970
103,8,<,10,Air Force,Ind,4-0,265.0,,Week 4Oct 5[5],1970
104,9,<,12,Auburn,SEC,3-0,218.0,,Week 4Oct 5[5],1970
105,10,<,11,Arkansas,Southwest,3-1,199.0,,Week 4Oct 5[5],1970
106,11,<,14,West Virginia,Ind,4-0,147.0,,Week 4Oct 5[5],1970
107,12,<,3,Stanford,Pac-8,3-1,134.0,,Week 4Oct 5[5],1970
108,13,<,15,Georgia Tech,Ind,4-0,131.0,,Week 4Oct 5[5],1970
109,14,<,18,Arizona State,WAC,3-0,106.0,,Week 4Oct 5[5],1970
110,15,<,13,UCLA,Pac-8,3-1,80.0,,Week 4Oct 5[5],1970
111,16,<,20,Missouri,Big 8,3-1,61.0,,Week 4Oct 5[5],1970
112,17,<,8,Colorado,Big 8,2-1,46.0,,Week 4Oct 5[5],1970
113,18,<,19,North Carolina,ACC,4-0,36.0,,Week 4Oct 5[5],1970
114,19,<,NR,LSU,SEC,2-1,24.0,,Week 4Oct 5[5],1970
115,20,<,NR,Tennessee,SEC,2-1,19.0,,Week 4Oct 5[5],1970
116,NR,<,16,Penn State,Ind,,0.0,,Week 4Oct 5[5],1970
117,NR,<,17,Alabama,SEC,,0.0,,Week 4Oct 5[5],1970
118,1,<,1,Ohio State (20),Big Ten,3-0,731.0,W 29-0 A Michigan State,Week 5Oct 12[6],1970
119,2,<,2,Texas (13),Southwest,4-0,712.0,,Week 5Oct 12[6],1970
120,3,<,3,Notre Dame (4),Ind,4-0,666.0,,Week 5Oct 12[6],1970
121,4,<,5,Mississippi (1),SEC,4-0,492.0,,Week 5Oct 12[6],1970
122,5,<,6,Nebraska (1),Big 8,4-0-1,473.0,,Week 5Oct 12[6],1970
123,6,<,7,Michigan (1),Big Ten,4-0,383.0,,Week 5Oct 12[6],1970
124,7,<,8,Air Force,Ind,5-0,334.0,,Week 5Oct 12[6],1970
125,8,<,9,Auburn,SEC,4-0,329.0,,Week 5Oct 12[6],1970
126,9,<,12,Stanford,Pac-8,4-1,328.0,,Week 5Oct 12[6],1970
127,10,<,10,Arkansas,Southwest,4-1,218.0,,Week 5Oct 12[6],1970
128,11,<,4,USC,Pac-8,3-1-1,194.0,,Week 5Oct 12[6],1970
129,12,<,14,Arizona State,WAC,4-0,122.0,,Week 5Oct 12[6],1970
130,13,<,17,Colorado,Big 8,3-1,112.0,,Week 5Oct 12[6],1970
131,14,<,20,Tennessee,SEC,3-1,90.0,,Week 5Oct 12[6],1970
132,15,<,19,LSU,SEC,3-1,53.0,,Week 5Oct 12[6],1970
133,16,<,13,Georgia Tech,Ind,4-1,19.0,,Week 5Oct 12[6],1970
134,17,<,NR,Texas Tech,Southwest,4-1,17.0,,Week 5Oct 12[6],1970
135,18,<,16,Missouri,Big 8,3-2,15.0,,Week 5Oct 12[6],1970
136,19,<,15,UCLA,Pac-8,3-2,14.0,,Week 5Oct 12[6],1970
137,19,<,NR,Houston,Ind,2-1,14.0,,Week 5Oct 12[6],1970
138,NR,<,11,West Virginia,Ind,,0.0,,Week 5Oct 12[6],1970
139,NR,<,18,North Carolina,ACC,,0.0,,Week 5Oct 12[6],1970
140,1,<,1,Ohio State (19),Big Ten,4-0,668.0,W 28-8 H Minnesota,Week 6Oct 19[7],1970
141,2,<,2,Texas (9),Southwest,4-0,630.0,,Week 6Oct 19[7],1970
142,3,<,3,Notre Dame (4),Ind,5-0,585.0,,Week 6Oct 19[7],1970
143,4,<,5,Nebraska (1),Big 8,5-0-1,477.0,,Week 6Oct 19[7],1970
144,5,<,6,Michigan (1),Big Ten,5-0,387.0,,Week 6Oct 19[7],1970
145,6,<,8,Auburn (1),SEC,5-0,355.0,,Week 6Oct 19[7],1970
146,7,<,7,Air Force (1),Ind,6-0,354.0,,Week 6Oct 19[7],1970
147,8,<,9,Stanford,Pac-8,5-1,316.0,,Week 6Oct 19[7],1970
148,9,<,10,Arkansas,Southwest,4-1,224.0,,Week 6Oct 19[7],1970
149,10,<,11,USC,Pac-8,4-1-1,184.0,,Week 6Oct 19[7],1970
150,11,<,14,Tennessee,SEC,4-1,153.0,,Week 6Oct 19[7],1970
151,12,<,12,Arizona State,WAC,5-0,147.0,,Week 6Oct 19[7],1970
152,13,<,4,Mississippi,SEC,4-1,140.0,,Week 6Oct 19[7],1970
153,14,<,15,LSU,SEC,4-1,73.0,,Week 6Oct 19[7],1970
154,15,<,19,Houston,Ind,3-1,48.0,,Week 6Oct 19[7],1970
155,16,<,19,UCLA,Pac-8,4-2,26.0,,Week 6Oct 19[7],1970
156,17,<,NR,San Diego State,Big West,6-0,16.0,W 32-6 H San Jose State,Week 6Oct 19[7],1970
157,18,<,NR,Pittsburgh,Ind,4-1,10.0,,Week 6Oct 19[7],1970
158,19,<,13,Colorado,Big 8,3-2,8.0,,Week 6Oct 19[7],1970
159,19,<,NR,Toledo,MAC,6-0,8.0,W 20-0 A Western Michigan,Week 6Oct 19[7],1970
160,NR,<,16,Georgia Tech,Ind,,0.0,,Week 6Oct 19[7],1970
161,NR,<,17,Texas Tech,Southwest,,0.0,,Week 6Oct 19[7],1970
162,NR,<,18,Missouri,Big 8,,0.0,,Week 6Oct 19[7],1970
163,1,<,2,Texas (15),Southwest,5-0,670.0,W 45-21 A Rice,Week 7Oct 26[8],1970
164,2,<,1,Ohio State (16),Big Ten,5-0,664.0,W 48-29 A Illinois,Week 7Oct 26[8],1970
165,3,<,3,Notre Dame (4),Ind,5-0,619.0,,Week 7Oct 26[8],1970
166,4,<,4,Nebraska (1),Big 8,6-0-1,514.0,,Week 7Oct 26[8],1970
167,5,<,5,Michigan (1),Big Ten,6-0,434.0,,Week 7Oct 26[8],1970
168,6,<,8,Stanford,Pac-8,6-1,380.0,,Week 7Oct 26[8],1970
169,7,<,7,Air Force (1),Ind,7-0,359.0,,Week 7Oct 26[8],1970
170,8,<,9,Arkansas,Southwest,5-1,285.0,,Week 7Oct 26[8],1970
171,9,<,11,Tennessee,SEC,5-1,238.0,,Week 7Oct 26[8],1970
172,10,<,14,LSU,SEC,5-1,207.0,,Week 7Oct 26[8],1970
173,11,<,12,Arizona State,WAC,6-0,190.0,,Week 7Oct 26[8],1970
174,12,<,6,Auburn,SEC,5-1,167.0,,Week 7Oct 26[8],1970
175,13,<,13,Mississippi,SEC,5-1,145.0,,Week 7Oct 26[8],1970
176,14,<,17,San Diego State,Big West,6-0,43.0,DNP,Week 7Oct 26[8],1970
177,15,<,18,Pittsburgh,Ind,5-1,42.0,,Week 7Oct 26[8],1970
178,16,<,NR,Oregon,Pac-8,5-2,29.0,,Week 7Oct 26[8],1970
179,17,<,NR,Missouri,Big 8,4-3,26.0,,Week 7Oct 26[8],1970
180,18,<,10,USC,Pac-8,4-2-1,22.0,,Week 7Oct 26[8],1970
181,19,<,16,UCLA,Pac-8,4-3,20.0,,Week 7Oct 26[8],1970
182,20,<,NR,Northwestern,Big Ten,3-3,18.0,,Week 7Oct 26[8],1970
183,NR,<,15,Houston,Ind,,0.0,,Week 7Oct 26[8],1970
184,NR,<,19,Colorado,Big 8,,0.0,,Week 7Oct 26[8],1970
185,NR,<,19,Toledo,MAC,,0.0,,Week 7Oct 26[8],1970
186,1,<,1,Texas (20),Southwest,6-0,701.0,W 42-15 H SMU,Week 8Nov 2[9],1970
187,2,<,3,Notre Dame (12),Ind,6-0,684.0,,Week 8Nov 2[9],1970
188,3,<,2,Ohio State (5),Big Ten,6-0,617.0,,Week 8Nov 2[9],1970
189,4,<,4,Nebraska,Big 8,7-0-1,506.0,,Week 8Nov 2[9],1970
190,5,<,5,Michigan (2),Big Ten,7-0,476.0,,Week 8Nov 2[9],1970
191,6,<,6,Stanford (1),Pac-8,7-1,418.0,,Week 8Nov 2[9],1970
192,7,<,8,Arkansas,Southwest,6-1,315.0,,Week 8Nov 2[9],1970
193,8,<,9,Tennessee,SEC,6-1,282.0,,Week 8Nov 2[9],1970
194,9,<,7,Air Force,Ind,8-0,279.0,,Week 8Nov 2[9],1970
195,10,<,12,Auburn,SEC,6-1,241.0,,Week 8Nov 2[9],1970
196,11,<,10,LSU,SEC,5-1,232.0,,Week 8Nov 2[9],1970
197,12,<,11,Arizona State,WAC,6-0,160.0,,Week 8Nov 2[9],1970
198,13,<,13,Mississippi,SEC,5-1,120.0,,Week 8Nov 2[9],1970
199,14,<,14,San Diego State,Big West,7-0,67.0,W 56-14 H Fresno State,Week 8Nov 2[9],1970
200,15,<,NR,Toledo,MAC,8-0,26.0,W 14-13 H Miami (OH),Week 8Nov 2[9],1970
201,16,<,19,UCLA,Pac-8,5-3,21.0,,Week 8Nov 2[9],1970
202,17,<,NR,Dartmouth,Ivy,6-0,13.0,W 10-0 A Yale,Week 8Nov 2[9],1970
203,18,<,NR,Houston,Ind,3-2,11.0,,Week 8Nov 2[9],1970
204,19,<,NR,Alabama,SEC,5-3,10.0,,Week 8Nov 2[9],1970
205,20,<,NR,Syracuse,Ind,4-3,9.0,,Week 8Nov 2[9],1970
206,NR,<,15,Pittsburgh,Ind,,0.0,,Week 8Nov 2[9],1970
207,NR,<,16,Oregon,Pac-8,,0.0,,Week 8Nov 2[9],1970
208,NR,<,17,Missouri,Big 8,,0.0,,Week 8Nov 2[9],1970
209,NR,<,18,USC,Pac-8,,0.0,,Week 8Nov 2[9],1970
210,NR,<,20,Northwestern,Big Ten,,0.0,,Week 8Nov 2[9],1970
211,1,<,2,Notre Dame (23),Ind,7-0,822.0,W 46-14 H Pittsburgh,Week 9Nov 9[10],1970
212,2,<,1,Texas (13),Southwest,7-0,783.0,W 21-14 A Baylor,Week 9Nov 9[10],1970
213,3,<,3,Ohio State (3),Big Ten,7-0,728.0,,Week 9Nov 9[10],1970
214,4,<,4,Nebraska (3),Big 8,8-0-1,638.0,,Week 9Nov 9[10],1970
215,5,<,5,Michigan (3),Big Ten,8-0,607.0,,Week 9Nov 9[10],1970
216,6,<,6,Stanford,Pac-8,8-1,482.0,,Week 9Nov 9[10],1970
217,7,<,7,Arkansas,Southwest,7-1,375.0,,Week 9Nov 9[10],1970
218,8,<,10,Auburn,SEC,7-1,350.0,,Week 9Nov 9[10],1970
219,9,<,11,LSU,SEC,6-1,306.0,,Week 9Nov 9[10],1970
220,10,<,8,Tennessee,SEC,7-1,280.0,,Week 9Nov 9[10],1970
221,11,<,12,Arizona State (1),WAC,7-0,204.0,,Week 9Nov 9[10],1970
222,12,<,13,Mississippi,SEC,6-1,197.0,,Week 9Nov 9[10],1970
223,13,<,9,Air Force,Ind,8-1,140.0,,Week 9Nov 9[10],1970
224,14,<,14,San Diego State,Big West,8-0,76.0,W 14-13 A Pacific,Week 9Nov 9[10],1970
225,15,<,17,Dartmouth,Ivy,7-0,45.0,W 55-0 H Columbia,Week 9Nov 9[10],1970
226,16,<,15,Toledo,MAC,9-0,38.0,W 45-7 H Northern Illinois,Week 9Nov 9[10],1970
227,17,<,16,UCLA,Pac-8,5-3,26.0,,Week 9Nov 9[10],1970
228,18,<,NR,USC,Pac-8,5-3-1,20.0,,Week 9Nov 9[10],1970
229,19,<,NR,Oregon,Pac-8,6-3,19.0,,Week 9Nov 9[10],1970
230,20,<,NR,Kansas State,Big 8,6-3,17.0,,Week 9Nov 9[10],1970
231,NR,<,18,Houston,Ind,,0.0,,Week 9Nov 9[10],1970
232,NR,<,19,Alabama,SEC,,0.0,,Week 9Nov 9[10],1970
233,NR,<,20,Syracuse,Ind,,0.0,,Week 9Nov 9[10],1970
234,1,<,2,Texas (26),Southwest,8-0,816.0,W 58-0 A TCU,Week 10Nov 16[11],1970
235,2,<,1,Notre Dame (7),Ind,8-0,705.0,W 10-7 H Georgia Tech,Week 10Nov 16[11],1970
236,3,<,4,Nebraska (5),Big 8,9-0-1,694.0,,Week 10Nov 16[11],1970
237,4,<,5,Michigan (6),Big Ten,9-0,682.0,,Week 10Nov 16[11],1970
238,5,<,3,Ohio State (1),Big Ten,8-0,643.0,,Week 10Nov 16[11],1970
239,6,<,7,Arkansas,Southwest,8-1,413.0,,Week 10Nov 16[11],1970
240,7,<,9,LSU,SEC,7-1,399.0,,Week 10Nov 16[11],1970
241,8,<,10,Tennessee,SEC,7-1,324.0,,Week 10Nov 16[11],1970
242,9,<,11,Arizona State (1),WAC,8-0,231.0,,Week 10Nov 16[11],1970
243,10,<,13,Air Force,Ind,9-1,209.0,,Week 10Nov 16[11],1970
244,11,<,6,Stanford,Pac-8,8-2,206.0,,Week 10Nov 16[11],1970
245,12,<,12,Mississippi,SEC,7-1,186.0,,Week 10Nov 16[11],1970
246,13,<,8,Auburn,SEC,7-2,119.0,,Week 10Nov 16[11],1970
247,14,<,14,San Diego State,Big West,9-0,73.0,W 64-7 H Cal Santa Barbara,Week 10Nov 16[11],1970
248,15,<,16,Toledo,MAC,10-0,71.0,W 31-7 A Dayton,Week 10Nov 16[11],1970
249,16,<,15,Dartmouth,Ivy,8-0,68.0,W 24-0 A Cornell,Week 10Nov 16[11],1970
250,17,<,NR,Georgia Tech,Ind,7-3,39.0,,Week 10Nov 16[11],1970
251,18,<,NR,Northwestern,Big Ten,5-4,20.0,,Week 10Nov 16[11],1970
252,19,<,NR,Texas Tech,Southwest,8-2,19.0,,Week 10Nov 16[11],1970
253,20,<,NR,Penn State,Ind,6-3,16.0,,Week 10Nov 16[11],1970
254,NR,<,17,UCLA,Pac-8,,0.0,,Week 10Nov 16[11],1970
255,NR,<,18,USC,Pac-8,,0.0,,Week 10Nov 16[11],1970
256,NR,<,19,Oregon,Pac-8,,0.0,,Week 10Nov 16[11],1970
257,NR,<,20,Kansas State,Big 8,,0.0,,Week 10Nov 16[11],1970
258,1,<,1,Texas (20),Southwest,8-0,812.0,DNP,Week 11Nov 23[12],1970
259,2,<,5,Ohio State (14),Big Ten,9-0,760.0,,Week 11Nov 23[12],1970
260,3,<,3,Nebraska (6),Big 8,10-0-1,718.0,,Week 11Nov 23[12],1970
261,4,<,2,Notre Dame (3),Ind,9-0,676.0,,Week 11Nov 23[12],1970
262,5,<,6,Arkansas,Southwest,9-1,482.0,,Week 11Nov 23[12],1970
263,6,<,7,LSU,SEC,7-2,414.0,,Week 11Nov 23[12],1970
264,7,<,8,Tennessee,SEC,8-1,413.0,,Week 11Nov 23[12],1970
265,8,<,4,Michigan,Big Ten,9-1,385.0,,Week 11Nov 23[12],1970
266,9,<,9,Arizona State (2),WAC,9-0,311.0,,Week 11Nov 23[12],1970
267,10,<,12,Mississippi,SEC,7-1,246.0,,Week 11Nov 23[12],1970
268,11,<,13,Auburn,SEC,7-2,202.0,,Week 11Nov 23[12],1970
269,12,<,10,Air Force,Ind,9-2,124.0,,Week 11Nov 23[12],1970
270,13,<,11,Stanford,Pac-8,8-3,90.0,,Week 11Nov 23[12],1970
271,14,<,16,Dartmouth,Ivy,9-0,86.0,W 28-0 A Penn,Week 11Nov 23[12],1970
272,15,<,15,Toledo,MAC,11-0,68.0,W 24-14 H Colorado State,Week 11Nov 23[12],1970
273,16,<,17,Georgia Tech,Ind,7-3,49.0,,Week 11Nov 23[12],1970
274,17,<,20,Penn State,Ind,7-3,40.0,,Week 11Nov 23[12],1970
275,18,<,18,Northwestern,Big Ten,6-4,33.0,,Week 11Nov 23[12],1970
276,19,<,NR,Colorado,Big 8,6-4,24.0,,Week 11Nov 23[12],1970
277,20,<,NR,Washington,Pac-8,6-4,19.0,,Week 11Nov 23[12],1970
278,NR,<,14,San Diego State,Big West,,0.0,,Week 11Nov 23[12],1970
279,NR,<,19,Texas Tech,Southwest,,0.0,,Week 11Nov 23[12],1970
280,1,<,1,Texas (23),Southwest,9-0,788.0,W 52-14 H Texas A&M,Week 12Nov 30[13],1970
281,2,<,2,Ohio State (12),Big Ten,9-0,752.0,,Week 12Nov 30[13],1970
282,3,<,3,Nebraska (5),Big 8,10-0-1,702.0,,Week 12Nov 30[13],1970
283,4,<,5,Arkansas,Southwest,9-1,495.0,,Week 12Nov 30[13],1970
284,5,<,7,Tennessee,SEC,9-1,438.0,,Week 12Nov 30[13],1970
285,6,<,4,Notre Dame,Ind,9-1,415.0,,Week 12Nov 30[13],1970
286,7,<,8,Michigan,Big Ten,9-1,372.0,,Week 12Nov 30[13],1970
287,8,<,6,LSU,SEC,8-2,367.0,,Week 12Nov 30[13],1970
288,9,<,9,Arizona State (2),WAC,9-0,287.0,,Week 12Nov 30[13],1970
289,10,<,11,Auburn,SEC,8-2,237.0,,Week 12Nov 30[13],1970
290,11,<,12,Air Force,Ind,9-2,155.0,,Week 12Nov 30[13],1970
291,12,<,13,Stanford,Pac-8,8-3,95.0,,Week 12Nov 30[13],1970
292,13,<,16,Georgia Tech,Ind,8-3,95.0,,Week 12Nov 30[13],1970
293,14,<,15,Toledo,MAC,11-0,67.0,DNP,Week 12Nov 30[13],1970
294,15,<,14,Dartmouth,Ivy,9-0,62.0,DNP,Week 12Nov 30[13],1970
295,16,<,10,Mississippi,SEC,7-2,49.0,,Week 12Nov 30[13],1970
296,17,<,NR,USC,Pac-8,6-4-1,38.5,,Week 12Nov 30[13],1970
297,18,<,17,Penn State,Ind,7-3,32.0,,Week 12Nov 30[13],1970
298,19,<,18,Northwestern,Big Ten,6-4,24.0,,Week 12Nov 30[13],1970
299,20,<,NR,Oklahoma,Big 8,7-4,23.0,W 66-6 H Oklahoma State,Week 12Nov 30[13],1970
300,NR,<,19,Colorado,Big 8,,0.0,,Week 12Nov 30[13],1970
301,NR,<,20,Washington,Pac-8,,0.0,,Week 12Nov 30[13],1970
302,1,<,1,Texas (30),Southwest,10-0,850.0,W 42-7 H #4 Arkansas,Week 13Dec 7[14],1970
303,2,<,2,Ohio State (10),Big Ten,9-0,772.0,,Week 13Dec 7[14],1970
304,3,<,3,Nebraska (2),Big 8,10-0-1,724.0,,Week 13Dec 7[14],1970
305,4,<,5,Tennessee,SEC,10-1,514.0,,Week 13Dec 7[14],1970
306,5,<,8,LSU,SEC,9-2,494.0,,Week 13Dec 7[14],1970
307,6,<,6,Notre Dame,Ind,9-1,471.0,,Week 13Dec 7[14],1970
308,7,<,7,Michigan,Big Ten,9-1,403.0,,Week 13Dec 7[14],1970
309,8,<,9,Arizona State (2),WAC,10-0,330.0,,Week 13Dec 7[14],1970
310,9,<,4,Arkansas,Southwest,9-2,241.0,,Week 13Dec 7[14],1970
311,10,<,10,Auburn,SEC,8-2,235.0,,Week 13Dec 7[14],1970
312,11,<,11,Air Force,Ind,9-2,218.0,,Week 13Dec 7[14],1970
313,12,<,12,Stanford,Pac-8,8-3,173.0,,Week 13Dec 7[14],1970
