,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,1,Oklahoma (111),Big 7,0-0,1427,DNP,PreseasonAug[1],1956
1,2,<,2,Michigan State (20),Big Ten,0-0,1000,DNP,PreseasonAug[1],1956
2,3,<,9,Notre Dame (5),Ind,0-0,882,DNP,PreseasonAug[1],1956
3,4,<,7,Georgia Tech (3),SEC,0-0,793,DNP,PreseasonAug[1],1956
4,5,<,5,Ohio State,Big Ten,0-0,703,DNP,PreseasonAug[1],1956
5,6,<,3,Maryland,ACC,0-0,664,DNP,PreseasonAug[1],1956
6,7,<,6,TCU (2),Southwest,0-0,649,DNP,PreseasonAug[1],1956
7,8,<,12,Michigan (2),Big Ten,0-0,477,DNP,PreseasonAug[1],1956
8,9,<,17,Texas A&M,Southwest,0-0,276,DNP,PreseasonAug[1],1956
9,10,<,11,Pittsburgh (2),Ind,0-0,217,DNP,PreseasonAug[1],1956
10,11,<,20,Army,Ind,0-0,143,DNP,PreseasonAug[1],1956
11,12,<,NR,Tennessee (2),SEC,0-0,122,DNP,PreseasonAug[1],1956
12,13,<,10,Mississippi,SEC,0-0,101,DNP,PreseasonAug[1],1956
13,14,<,16,Stanford,PCC,0-0,92,DNP,PreseasonAug[1],1956
14,15,<,13,USC (2),PCC,0-0,78,DNP,PreseasonAug[1],1956
15,16,<,NR,Duke,ACC,0-0,77,DNP,PreseasonAug[1],1956
16,17,<,4,UCLA,PCC,0-0,53,DNP,PreseasonAug[1],1956
17,18,<,14,Miami (FL),Ind,0-0,46,DNP,PreseasonAug[1],1956
18,19,<,NR,Yale,Ivy,0-0,43,DNP,PreseasonAug[1],1956
19,20,<,NR,Illinois,Big Ten,0-0,31,DNP,PreseasonAug[1],1956
20,NR,<,8,Auburn,SEC,0-0,0,DNP,PreseasonAug[1],1956
21,NR,<,15,Miami (OH),MAC,0-0,0,DNP,PreseasonAug[1],1956
22,NR,<,18,Navy,Ind,0-0,0,DNP,PreseasonAug[1],1956
23,NR,<,19,West Virginia,Southern,0-0,0,DNP,PreseasonAug[1],1956
24,1,<,1,Oklahoma (91),Big 7,0-0,1150,DNP,Week 1Sep 24[2],1956
25,2,<,4,Georgia Tech (12),SEC,1-0,946,,Week 1Sep 24[2],1956
26,3,<,2,Michigan State (9),Big Ten,0-0,914,DNP,Week 1Sep 24[2],1956
27,4,<,7,TCU (4),Southwest,1-0,792,W 32-0 A Kansas,Week 1Sep 24[2],1956
28,5,<,NR,SMU (10),Southwest,1-0,627,,Week 1Sep 24[2],1956
29,6,<,15,USC (12),PCC,1-0,591,,Week 1Sep 24[2],1956
30,7,<,NR,Syracuse (4),Ind,1-0,469,,Week 1Sep 24[2],1956
