,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
53,7,<,8,Penn,Ind,3-0,423,,Week 3Oct 18[3],1948
54,8,<,9,Penn State (1),Ind,3-0,411,,Week 3Oct 18[3],1948
55,9,<,12,Missouri (2),Big 7,3-1,193,,Week 3Oct 18[3],1948
56,10,<,3,Northwestern,Big Ten,3-1,182,,Week 3Oct 18[3],1948
57,11,<,14,SMU,Southwest,3-1,175,,Week 3Oct 18[3],1948
58,12,<,13,Cornell,Ind,4-0,117,W 34-7 A Syracuse,Week 3Oct 18[3],1948
59,13,<,11,Minnesota,Big Ten,3-1,112,,Week 3Oct 18[3],1948
60,14,<,15,Clemson,Southern,3-0,74,,Week 3Oct 18[3],1948
61,15,<,17,Nevada (1),Ind,4-0,60,W 48-20 N St. Mary's,Week 3Oct 18[3],1948
62,15,<,18,Duke,Southern,2-0-2,60,,Week 3Oct 18[3],1948
63,17,<,NR,Tulane,SEC,3-1,54,W 20-7 H Mississippi,Week 3Oct 18[3],1948
64,18,<,20,Oklahoma,Big 7,3-1,53,W 42-0 H Kansas State,Week 3Oct 18[3],1948
65,19,<,NR,Michigan State,Ind,2-2,33,,Week 3Oct 18[3],1948
66,20,<,10,Mississippi,SEC,3-1,26,,Week 3Oct 18[3],1948
67,NR,<,16,Georgia,SEC,,0,,Week 3Oct 18[3],1948
68,NR,<,19,Baylor,Southwest,,0,,Week 3Oct 18[3],1948
69,1,<,1,Michigan (117),Big Ten,5-0,1885,W 27-14 A #13 Minnesota,Week 4Oct 25[4],1948
70,2,<,2,Notre Dame (19),Ind,5-0,1615,W 27-12 A Iowa,Week 4Oct 25[4],1948
71,3,<,3,North Carolina (46),Southern,5-0,1568,,Week 4Oct 25[4],1948
72,4,<,4,California (13),PCC,6-0,1239,,Week 4Oct 25[4],1948
73,5,<,5,Army (4),Ind,5-0,1214,,Week 4Oct 25[4],1948
74,6,<,6,Georgia Tech (1),SEC,5-0,929,,Week 4Oct 25[4],1948
75,7,<,7,Penn,Ind,4-0,505,,Week 4Oct 25[4],1948
76,8,<,9,Missouri (1),Big 7,4-1,386,,Week 4Oct 25[4],1948
77,9,<,10,Northwestern,Big Ten,4-1,325,,Week 4Oct 25[4],1948
78,10,<,15,Nevada (3),Ind,5-0,297,W 65-14 A Tulsa,Week 4Oct 25[4],1948
79,11,<,11,SMU,Southwest,4-1,257,,Week 4Oct 25[4],1948
80,12,<,8,Penn State (1),Ind,3-0-1,176,,Week 4Oct 25[4],1948
81,13,<,14,Clemson,Southern,4-0,125,,Week 4Oct 25[4],1948
82,14,<,NR,Oregon,PCC,5-1,82,,Week 4Oct 25[4],1948
83,15,<,13,Minnesota,Big Ten,3-2,78,,Week 4Oct 25[4],1948
84,16,<,18,Oklahoma (1),Big 7,4-1,64,W 21-18 A TCU,Week 4Oct 25[4],1948
85,17,<,19,Michigan State,Ind,2-2-1,61,,Week 4Oct 25[4],1948
86,18,<,NR,Georgia,SEC,4-1,53,,Week 4Oct 25[4],1948
87,19,<,17,Tulane,SEC,4-1,51,W 21-6 H Auburn,Week 4Oct 25[4],1948
88,20,<,NR,Baylor,Southwest,4-0-1,45,,Week 4Oct 25[4],1948
89,20,<,NR,Texas,Southwest,,45,,Week 4Oct 25[4],1948
90,RV,<,15,Duke,Southern,,36,,Week 4Oct 25[4],1948
91,RV,<,NR,Ohio State,Big Ten,,29,,Week 4Oct 25[4],1948
92,RV,<,20,Mississippi,SEC,,19,,Week 4Oct 25[4],1948
93,RV,<,NR,Wake Forest,Southern,,12,,Week 4Oct 25[4],1948
94,RV,<,12,Cornell,Ind,,8,,Week 4Oct 25[4],1948
95,RV,<,NR,Kansas,Big 7,,7,,Week 4Oct 25[4],1948
96,RV,<,NR,Vanderbilt,SEC,,5,,Week 4Oct 25[4],1948
97,RV,<,NR,Virginia,Ind,,5,,Week 4Oct 25[4],1948
98,RV,<,NR,Appalachian State,Other,,4,,Week 4Oct 25[4],1948
99,RV,<,NR,St. Bonaventure,WNYLT,,3,,Week 4Oct 25[4],1948
100,RV,<,NR,William & Mary,Southern,,3,,Week 4Oct 25[4],1948
101,RV,<,NR,Illinois,Big Ten,,1,,Week 4Oct 25[4],1948
102,RV,<,NR,Iowa,Big Ten,,1,,Week 4Oct 25[4],1948
103,RV,<,NR,Princeton,Ind,,1,,Week 4Oct 25[4],1948
104,RV,<,NR,Rutgers,MID3,,1,,Week 4Oct 25[4],1948
105,RV,<,NR,Tennessee,SEC,,1,,Week 4Oct 25[4],1948
106,1,<,2,Notre Dame (56),Ind,6-0,1762,W 41-7 A Navy,Week 5Nov 1[5],1948
107,2,<,1,Michigan (68),Big Ten,6-0,1759,W 28-20 H Illinois,Week 5Nov 1[5],1948
108,3,<,3,North Carolina (36),Southern,6-0,1458,,Week 5Nov 1[5],1948
109,4,<,5,Army (5),Ind,6-0,1249,,Week 5Nov 1[5],1948
110,5,<,4,California (16),PCC,7-0,1132,,Week 5Nov 1[5],1948
111,6,<,6,Georgia Tech (7),SEC,6-0,1109,,Week 5Nov 1[5],1948
112,7,<,7,Penn,Ind,5-0,575,,Week 5Nov 1[5],1948
113,8,<,11,SMU (1),Southwest,5-1,432,,Week 5Nov 1[5],1948
114,9,<,8,Missouri (4),Big 7,5-1,382,,Week 5Nov 1[5],1948
115,10,<,9,Northwestern,Big Ten,5-1,371,,Week 5Nov 1[5],1948
116,11,<,10,Nevada (5),Ind,6-0,300,W 79-13 H Oklahoma City,Week 5Nov 1[5],1948
117,12,<,13,Clemson (6),Southern,5-0,189,,Week 5Nov 1[5],1948
118,13,<,18,Georgia,SEC,5-1,153,,Week 5Nov 1[5],1948
119,14,<,12,Penn State (1),Ind,4-0-1,136,,Week 5Nov 1[5],1948
120,15,<,16,Oklahoma (2),Big 7,5-1,81,W 33-6 A Iowa State,Week 5Nov 1[5],1948
121,16,<,14,Oregon,PCC,6-1,59,,Week 5Nov 1[5],1948
122,17,<,17,Michigan State,Ind,3-2-1,53,,Week 5Nov 1[5],1948
123,18,<,NR,Wake Forest,Southern,4-2,47,W 34-13 H NC State,Week 5Nov 1[5],1948
124,19,<,15,Minnesota,Big Ten,4-2,46,,Week 5Nov 1[5],1948
125,20,<,19,Tulane,SEC,5-1,34,W 9-0 H Mississippi State,Week 5Nov 1[5],1948
126,RV,<,20,Baylor,Southwest,,24,,Week 5Nov 1[5],1948
127,RV,<,NR,Mississippi,SEC,,16,,Week 5Nov 1[5],1948
128,RV,<,NR,Vanderbilt (1),SEC,,12,,Week 5Nov 1[5],1948
129,RV,<,NR,Cornell,Ind,,9,,Week 5Nov 1[5],1948
130,RV,<,NR,Dartmouth,Ind,,8,,Week 5Nov 1[5],1948
131,RV,<,NR,Duke,Southern,,7,,Week 5Nov 1[5],1948
132,RV,<,NR,Kansas,Big 7,,7,,Week 5Nov 1[5],1948
133,RV,<,NR,Appalachian State,Other,,6,,Week 5Nov 1[5],1948
134,RV,<,NR,Illinois,Big Ten,,5,,Week 5Nov 1[5],1948
135,RV,<,NR,Tennessee,SEC,,5,,Week 5Nov 1[5],1948
136,RV,<,NR,Iowa,Big Ten,,4,,Week 5Nov 1[5],1948
137,RV,<,NR,Princeton,Ind,,3,,Week 5Nov 1[5],1948
138,RV,<,NR,Maryland,Southern,,2,,Week 5Nov 1[5],1948
139,RV,<,NR,William & Mary,Southern,,2,,Week 5Nov 1[5],1948
140,RV,<,NR,NC State,Southern,,1,,Week 5Nov 1[5],1948
141,1,<,2,Michigan (77),Big Ten,7-0,1836,W 35-0 H Navy,Week 6Nov 8[6],1948
142,2,<,1,Notre Dame (80),Ind,7-0,1775,W 42-6 A Indiana,Week 6Nov 8[6],1948
143,3,<,4,Army (14),Ind,7-0,1553,,Week 6Nov 8[6],1948
144,4,<,5,California (11),PCC,8-0,1244,,Week 6Nov 8[6],1948
145,5,<,14,Penn State (1),Ind,5-0-1,840,,Week 6Nov 8[6],1948
146,6,<,3,North Carolina (7),Southern,6-0-1,757,,Week 6Nov 8[6],1948
147,7,<,8,SMU,Southwest,6-1,625,,Week 6Nov 8[6],1948
148,8,<,10,Northwestern,Big Ten,6-1,575,,Week 6Nov 8[6],1948
149,9,<,15,Oklahoma (5),Big 7,6-1,466,W 41-7 H #9 Missouri,Week 6Nov 8[6],1948
150,10,<,12,Clemson (8),Southern,6-0,284,,Week 6Nov 8[6],1948
151,11,<,6,Georgia Tech,SEC,6-1,205,,Week 6Nov 8[6],1948
152,12,<,17,Michigan State (1),Ind,4-2-1,158,,Week 6Nov 8[6],1948
153,13,<,13,Georgia (1),SEC,6-1,152,,Week 6Nov 8[6],1948
154,14,<,19,Minnesota,Big Ten,5-2,135,,Week 6Nov 8[6],1948
155,15,<,16,Oregon,PCC,7-1,126,,Week 6Nov 8[6],1948
156,16,<,11,Nevada,Ind,6-1,95,L 14-0 N Santa Clara,Week 6Nov 8[6],1948
157,17,<,7,Penn,Ind,5-1,82,,Week 6Nov 8[6],1948
158,18,<,NR,Tennessee,SEC,4-2-1,56,,Week 6Nov 8[6],1948
159,19,<,18,Wake Forest,Southern,5-2,39,W 27-20 A Duke,Week 6Nov 8[6],1948
160,20,<,9,Missouri,Big 7,5-2,31,,Week 6Nov 8[6],1948
161,NR,<,20,Tulane,SEC,,0,,Week 6Nov 8[6],1948
162,1,<,1,Michigan (130),Big Ten,8-0,1952,W 54-0 H Indiana,Week 7Nov 15[7],1948
163,2,<,2,Notre Dame (27),Ind,8-0,1721,W 12-7 H #8 Northwestern,Week 7Nov 15[7],1948
164,3,<,3,Army (3),Ind,8-0,1426,,Week 7Nov 15[7],1948
165,4,<,4,California (16),PCC,9-0,1288,,Week 7Nov 15[7],1948
166,5,<,6,North Carolina (11),Southern,7-0-1,1034,,Week 7Nov 15[7],1948
167,6,<,5,Penn State (3),Ind,6-0-1,883,,Week 7Nov 15[7],1948
168,7,<,8,Northwestern,Big Ten,6-2,652,,Week 7Nov 15[7],1948
169,8,<,9,Oklahoma (5),Big 7,7-1,471,W 41-14 H Nebraska,Week 7Nov 15[7],1948
170,9,<,10,Clemson (9),Southern,7-0,466,,Week 7Nov 15[7],1948
171,10,<,7,SMU,Southwest,7-1,440,,Week 7Nov 15[7],1948
172,11,<,13,Georgia (2),SEC,7-1,292,,Week 7Nov 15[7],1948
173,12,<,12,Michigan State (2),Ind,5-2-1,189,,Week 7Nov 15[7],1948
174,13,<,15,Oregon,PCC,8-1,187,,Week 7Nov 15[7],1948
175,14,<,NR,Tulane,SEC,7-1,172,W 35-13 H Baylor,Week 7Nov 15[7],1948
176,15,<,14,Minnesota,Big Ten,6-2,69,,Week 7Nov 15[7],1948
177,16,<,17,Penn,Ind,5-2,60,,Week 7Nov 15[7],1948
178,17,<,NR,Mississippi,SEC,7-1,50,,Week 7Nov 15[7],1948
179,18,<,NR,Ohio State,Big Ten,6-2,25,,Week 7Nov 15[7],1948
180,19,<,NR,Cornell,Ind,7-1,20,W 27-26 H Dartmouth,Week 7Nov 15[7],1948
181,20,<,11,Georgia Tech,SEC,6-2,16,,Week 7Nov 15[7],1948
182,NR,<,16,Nevada,Ind,,0,,Week 7Nov 15[7],1948
183,NR,<,18,Tennessee,SEC,,0,,Week 7Nov 15[7],1948
184,NR,<,19,Wake Forest,Southern,,0,,Week 7Nov 15[7],1948
185,NR,<,20,Missouri,Big 7,,0,,Week 7Nov 15[7],1948
186,1,<,1,Michigan (105),Big Ten,9-0,1726,W 13-3 A #18 Ohio State,Week 8Nov 22[8],1948
187,2,<,2,Notre Dame (38),Ind,8-0,1623,DNP,Week 8Nov 22[8],1948
188,3,<,3,Army (5),Ind,8-0,1293,,Week 8Nov 22[8],1948
189,4,<,5,North Carolina (14),Southern,8-0-1,1071,,Week 8Nov 22[8],1948
190,5,<,4,California (3),PCC,10-0,907,,Week 8Nov 22[8],1948
191,6,<,8,Oklahoma (13),Big 7,8-1,839,W 60-7 A Kansas,Week 8Nov 22[8],1948
192,7,<,7,Northwestern,Big Ten,7-2,730,,Week 8Nov 22[8],1948
193,8,<,10,SMU,Southwest,8-1,540,,Week 8Nov 22[8],1948
194,9,<,9,Clemson (8),Southern,8-0,428,,Week 8Nov 22[8],1948
195,10,<,13,Oregon,PCC,9-1,316,,Week 8Nov 22[8],1948
196,11,<,12,Michigan State (3),Ind,6-2-1,258,,Week 8Nov 22[8],1948
197,12,<,11,Georgia (1),SEC,8-1,250,,Week 8Nov 22[8],1948
198,13,<,15,Minnesota,Big Ten,7-2,96,,Week 8Nov 22[8],1948
199,14,<,14,Tulane,SEC,8-1,85,W 6-0 A Cincinnati,Week 8Nov 22[8],1948
200,15,<,NR,Vanderbilt,SEC,6-2-1,52,W 34-0 A Maryland,Week 8Nov 22[8],1948
201,16,<,17,Mississippi,SEC,7-1,39,,Week 8Nov 22[8],1948
202,17,<,18,Ohio State,Big Ten,6-3,38,,Week 8Nov 22[8],1948
203,18,<,6,Penn State,Ind,6-1-1,36,,Week 8Nov 22[8],1948
204,19,<,16,Penn,Ind,5-2,32,,Week 8Nov 22[8],1948
205,20,<,NR,William & Mary,Southern,5-2-2,24,W 26-6 H NC State,Week 8Nov 22[8],1948
206,NR,<,19,Cornell,Ind,,0,,Week 8Nov 22[8],1948
207,NR,<,20,Georgia Tech,SEC,,0,,Week 8Nov 22[8],1948
208,1,<,1,Michigan (192),Big Ten,9-0,3448,DNP,Week 9 (Final)Nov 29[9],1948
209,2,<,2,Notre Dame (97),Ind,9-0,3325,W 46-0 H Washington,Week 9 (Final)Nov 29[9],1948
210,3,<,4,North Carolina (31),Southern,9-0-1,2281,,Week 9 (Final)Nov 29[9],1948
211,4,<,5,California (5),PCC,10-0,2000,,Week 9 (Final)Nov 29[9],1948
212,5,<,6,Oklahoma (30),Big 7,9-1,1906,W 19-15 A Oklahoma State,Week 9 (Final)Nov 29[9],1948
213,6,<,3,Army,Ind,8-0-1,1799,,Week 9 (Final)Nov 29[9],1948
214,7,<,7,Northwestern,Big Ten,7-2,1421,,Week 9 (Final)Nov 29[9],1948
215,8,<,12,Georgia (5),SEC,9-1,879,,Week 9 (Final)Nov 29[9],1948
216,9,<,10,Oregon,PCC,9-1,769,,Week 9 (Final)Nov 29[9],1948
217,10,<,8,SMU,Southwest,8-1-1,683,,Week 9 (Final)Nov 29[9],1948
218,11,<,9,Clemson (6),Southern,9-0,629,,Week 9 (Final)Nov 29[9],1948
219,12,<,15,Vanderbilt (2),SEC,7-2-1,249,W 28-6 H Tennessee,Week 9 (Final)Nov 29[9],1948
220,13,<,14,Tulane,SEC,9-1,216,W 46-0 A LSU,Week 9 (Final)Nov 29[9],1948
221,14,<,11,Michigan State (2),Ind,6-2-2,206,,Week 9 (Final)Nov 29[9],1948
222,15,<,16,Mississippi (13),SEC,8-1,185,,Week 9 (Final)Nov 29[9],1948
223,16,<,13,Minnesota,Big Ten,7-2,120,,Week 9 (Final)Nov 29[9],1948
224,17,<,20,William & Mary,Southern,6-2-2,107,W 9-0 A Arkansas,Week 9 (Final)Nov 29[9],1948
225,18,<,18,Penn State,Ind,7-1-1,87,,Week 9 (Final)Nov 29[9],1948
226,19,<,NR,Cornell,Ind,8-1,76,W 23-14 A Penn,Week 9 (Final)Nov 29[9],1948
227,20,<,NR,Wake Forest,Southern,6-3,68,W 38-0 A South Carolina,Week 9 (Final)Nov 29[9],1948
228,NR,<,17,Ohio State,Big Ten,,0,,Week 9 (Final)Nov 29[9],1948
229,NR,<,19,Penn,Ind,,0,,Week 9 (Final)Nov 29[9],1948
