,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,3,Nebraska (30),Big 8,0-0,976.0,DNP,PreseasonAug 28[1][2],1983
1,2,<,16,Oklahoma (11),Big 8,0-0,860.0,DNP,PreseasonAug 28[1][2],1983
2,3,<,17,Texas (3),Southwest,0-0,857.0,DNP,PreseasonAug 28[1][2],1983
3,4,<,1,Penn State (2),Ind,0-0,756.0,DNP,PreseasonAug 28[1][2],1983
4,5,<,14,Auburn (2),SEC,0-0,749.0,DNP,PreseasonAug 28[1][2],1983
5,6,<,NR,Notre Dame,Ind,0-0,617.0,DNP,PreseasonAug 28[1][2],1983
6,7,<,13,Florida State (1),Ind,0-0,575.0,DNP,PreseasonAug 28[1][2],1983
7,8,<,15,USC,Pac-10,0-0,553.0,DNP,PreseasonAug 28[1][2],1983
8,9,<,12,Ohio State,Big Ten,0-0,518.0,DNP,PreseasonAug 28[1][2],1983
9,10,<,NR,Michigan (1),Big Ten,0-0,515.0,DNP,PreseasonAug 28[1][2],1983
10,11,<,18,North Carolina,ACC,0-0,497.0,DNP,PreseasonAug 28[1][2],1983
11,12,<,11,LSU,SEC,0-0,394.0,DNP,PreseasonAug 28[1][2],1983
12,13,<,NR,Alabama,SEC,0-0,376.0,DNP,PreseasonAug 28[1][2],1983
13,14,<,NR,Arizona,Pac-10,0-0,279.0,DNP,PreseasonAug 28[1][2],1983
14,15,<,4,Georgia,SEC,0-0,246.0,DNP,PreseasonAug 28[1][2],1983
15,16,<,NR,Iowa,Big Ten,0-0,218.0,DNP,PreseasonAug 28[1][2],1983
16,17,<,20,Maryland,ACC,0-0,210.0,DNP,PreseasonAug 28[1][2],1983
17,18,<,7,Washington,Pac-10,0-0,199.0,DNP,PreseasonAug 28[1][2],1983
18,19,<,2,SMU,Southwest,0-0,191.0,DNP,PreseasonAug 28[1][2],1983
19,20,<,5,UCLA,Pac-10,0-0,189.0,DNP,PreseasonAug 28[1][2],1983
20,NR,<,6,Arizona State,Pac-10,0-0,0.0,DNP,PreseasonAug 28[1][2],1983
21,NR,<,8,Clemson (1),ACC,0-0,0.0,DNP,PreseasonAug 28[1][2],1983
22,NR,<,9,Arkansas,Southwest,0-0,0.0,DNP,PreseasonAug 28[1][2],1983
23,NR,<,10,Pittsburgh,Ind,0-0,0.0,DNP,PreseasonAug 28[1][2],1983
24,NR,<,19,West Virginia,Ind,0-0,0.0,DNP,PreseasonAug 28[1][2],1983
25,1,<,1,Nebraska (44),Big 8,1-0,993.0,W 44-6 N #4 Penn State (Kickoff Classic),Week 1Sep 5[3],1983
26,2,<,2,Oklahoma (3),Big 8,0-0,868.0,DNP,Week 1Sep 5[3],1983
27,3,<,3,Texas (2),Southwest,0-0,865.0,DNP,Week 1Sep 5[3],1983
28,4,<,5,Auburn (1),SEC,0-0,757.0,DNP,Week 1Sep 5[3],1983
29,5,<,6,Notre Dame,Ind,0-0,659.0,DNP,Week 1Sep 5[3],1983
