,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
149,17,<,NR,Navy,Ind,5-0,216,,Week 6Oct 16[1],1978
150,18,<,NR,Georgia,SEC,4-1,198,,Week 6Oct 16[1],1978
151,19,<,NR,Purdue,Big Ten,4-1,189,,Week 6Oct 16[1],1978
152,20,<,NR,Notre Dame,Ind,3-2,181,,Week 6Oct 16[1],1978
153,NR,<,13,Colorado,Big 8,,0,,Week 6Oct 16[1],1978
154,NR,<,15,Florida State,Ind,,0,,Week 6Oct 16[1],1978
155,NR,<,16,Ohio State,Big Ten,,0,,Week 6Oct 16[1],1978
156,NR,<,18,Stanford,Pac-10,,0,,Week 6Oct 16[1],1978
157,NR,<,20,Iowa State,Big 8,,0,,Week 6Oct 16[1],1978
158,1,<,1,Oklahoma (54),Big 8,7-0,1270,W 34-6 A Iowa State,Week 7Oct 23[1],1978
159,2,<,2,Penn State (10),Ind,7-0,1203,,Week 7Oct 23[1],1978
160,3,<,4,Alabama,SEC,6-1,1073,,Week 7Oct 23[1],1978
161,4,<,5,Nebraska,Big 8,6-1,1065,,Week 7Oct 23[1],1978
162,5,<,6,Maryland,ACC,7-0,938,,Week 7Oct 23[1],1978
163,6,<,7,USC,Pac-10,5-1,926,,Week 7Oct 23[1],1978
164,7,<,8,Texas,Southwest,5-1,893,,Week 7Oct 23[1],1978
165,8,<,9,Michigan,Big Ten,5-1,767,,Week 7Oct 23[1],1978
166,9,<,3,Arkansas,Southwest,4-1,760,,Week 7Oct 23[1],1978
167,10,<,10,UCLA,Pac-10,6-1,757,,Week 7Oct 23[1],1978
168,11,<,11,Houston,Southwest,5-1,617,,Week 7Oct 23[1],1978
169,12,<,14,Arizona State,Pac-10,5-1,460,,Week 7Oct 23[1],1978
170,13,<,13,Missouri,Big 8,5-2,456,,Week 7Oct 23[1],1978
171,14,<,16,LSU,SEC,5-1,405,,Week 7Oct 23[1],1978
172,15,<,15,Pittsburgh,Ind,5-1,372,,Week 7Oct 23[1],1978
173,16,<,18,Georgia,SEC,5-1,334,,Week 7Oct 23[1],1978
174,17,<,19,Purdue,Big Ten,5-1,266,,Week 7Oct 23[1],1978
175,18,<,17,Navy,Ind,6-0,237,,Week 7Oct 23[1],1978
176,19,<,20,Notre Dame,Ind,4-2,204,,Week 7Oct 23[1],1978
177,20,<,NR,Clemson,ACC,5-1,77,,Week 7Oct 23[1],1978
178,NR,<,12,Texas A&M,Southwest,,0,,Week 7Oct 23[1],1978
179,1,<,1,Oklahoma (52),Big 8,8-0,1228,W 56-19 H Kansas State,Week 8Oct 30[1],1978
180,2,<,2,Penn State (10),Ind,8-0,1168,,Week 8Oct 30[1],1978
181,3,<,3,Alabama,SEC,7-1,1074,,Week 8Oct 30[1],1978
182,4,<,4,Nebraska,Big 8,7-1,995,,Week 8Oct 30[1],1978
183,5,<,5,Maryland,ACC,8-0,966,,Week 8Oct 30[1],1978
184,6,<,6,USC,Pac-10,6-1,948,,Week 8Oct 30[1],1978
185,7,<,7,Texas,Southwest,6-1,835,,Week 8Oct 30[1],1978
186,8,<,8,Michigan,Big Ten,6-1,783,,Week 8Oct 30[1],1978
187,9,<,10,UCLA,Pac-10,7-1,761,,Week 8Oct 30[1],1978
188,10,<,11,Houston,Southwest,6-1,759,,Week 8Oct 30[1],1978
189,11,<,18,Navy,Ind,7-0,549,,Week 8Oct 30[1],1978
190,12,<,14,LSU,SEC,5-1,477,,Week 8Oct 30[1],1978
191,13,<,16,Georgia,SEC,6-1,475,,Week 8Oct 30[1],1978
192,14,<,17,Purdue,Big Ten,6-1,452,,Week 8Oct 30[1],1978
193,15,<,19,Notre Dame,Ind,5-2,339,,Week 8Oct 30[1],1978
194,16,<,20,Clemson,ACC,6-1,311,,Week 8Oct 30[1],1978
195,17,<,9,Arkansas,Southwest,4-2,298,,Week 8Oct 30[1],1978
196,18,<,NR,Michigan State,Big Ten,4-3,101,,Week 8Oct 30[1],1978
197,19,<,15,Pittsburgh,Ind,5-2,80,,Week 8Oct 30[1],1978
198,20,<,NR,Washington,Pac-10,5-3,75,,Week 8Oct 30[1],1978
199,NR,<,12,Arizona State,Pac-10,,0,,Week 8Oct 30[1],1978
200,NR,<,13,Missouri,Big 8,,0,,Week 8Oct 30[1],1978
201,1,<,1,Oklahoma (50),Big 8,9-0,1247,W 28-7 A Colorado,Week 9Nov 6[1],1978
202,2,<,2,Penn State (13),Ind,9-0,1193,,Week 9Nov 6[1],1978
203,3,<,3,Alabama,SEC,8-1,1110,,Week 9Nov 6[1],1978
204,4,<,4,Nebraska,Big 8,8-1,1072,,Week 9Nov 6[1],1978
205,5,<,6,USC,Pac-10,7-1,993,,Week 9Nov 6[1],1978
206,6,<,7,Texas,Southwest,6-1,889,,Week 9Nov 6[1],1978
207,7,<,8,Michigan,Big Ten,7-1,855,,Week 9Nov 6[1],1978
208,8,<,10,Houston,Southwest,7-1,840,,Week 9Nov 6[1],1978
209,9,<,9,UCLA,Pac-10,8-1,745,,Week 9Nov 6[1],1978
210,10,<,12,LSU,SEC,6-1,618,,Week 9Nov 6[1],1978
211,11,<,13,Georgia,SEC,7-1,584,,Week 9Nov 6[1],1978
212,12,<,14,Purdue,Big Ten,7-1,538,,Week 9Nov 6[1],1978
213,13,<,5,Maryland,ACC,8-1,512,,Week 9Nov 6[1],1978
214,14,<,15,Notre Dame,Ind,6-2,484,,Week 9Nov 6[1],1978
215,15,<,16,Clemson,ACC,7-1,391,,Week 9Nov 6[1],1978
216,16,<,17,Arkansas,Southwest,5-2,319,,Week 9Nov 6[1],1978
217,17,<,18,Michigan State,Big Ten,5-3,186,,Week 9Nov 6[1],1978
218,18,<,11,Navy,Ind,7-1,183,,Week 9Nov 6[1],1978
219,19,<,20,Washington,Pac-10,6-3,123,,Week 9Nov 6[1],1978
220,20,<,19,Pittsburgh,Ind,6-2,96,,Week 9Nov 6[1],1978
221,1,<,2,Penn State (55),Ind,10-0,1296,W 19-10 H NC State,Week 10Nov 13[1],1978
222,2,<,4,Nebraska (6),Big 8,9-1,1209,W 17-14 H #1 Oklahoma,Week 10Nov 13[1],1978
223,3,<,3,Alabama (4),SEC,9-1,1203,,Week 10Nov 13[1],1978
224,4,<,1,Oklahoma,Big 8,9-1,1092,L 17-14 A #4 Nebraska,Week 10Nov 13[1],1978
225,5,<,5,USC (1),Pac-10,8-1,1071,,Week 10Nov 13[1],1978
226,6,<,8,Houston,Southwest,8-1,975,,Week 10Nov 13[1],1978
227,7,<,7,Michigan,Big Ten,8-1,965,,Week 10Nov 13[1],1978
228,8,<,11,Georgia,SEC,8-1,803,,Week 10Nov 13[1],1978
229,9,<,6,Texas,Southwest,6-2,733,,Week 10Nov 13[1],1978
230,10,<,14,Notre Dame,Ind,7-2,662,,Week 10Nov 13[1],1978
231,11,<,13,Maryland,ACC,9-1,640,,Week 10Nov 13[1],1978
232,12,<,15,Clemson,ACC,8-1,555,,Week 10Nov 13[1],1978
233,13,<,16,Arkansas,Southwest,6-2,461,,Week 10Nov 13[1],1978
234,14,<,9,UCLA,Pac-10,8-2,414,,Week 10Nov 13[1],1978
235,15,<,12,Purdue,Big Ten,7-1-1,406,,Week 10Nov 13[1],1978
236,16,<,17,Michigan State,Big Ten,6-3,337,,Week 10Nov 13[1],1978
237,17,<,10,LSU,SEC,6-2,295,,Week 10Nov 13[1],1978
238,18,<,20,Pittsburgh,Ind,7-2,251,,Week 10Nov 13[1],1978
239,19,<,NR,Ohio State,Big Ten,6-2-1,142,,Week 10Nov 13[1],1978
240,20,<,NR,Georgia Tech,Ind,7-2,141,,Week 10Nov 13[1],1978
241,NR,<,18,Navy,Ind,,0,,Week 10Nov 13[1],1978
242,NR,<,19,Washington,Pac-10,,0,,Week 10Nov 13[1],1978
243,1,<,1,Penn State (59),Ind,10-0,1306,DNP,Week 11Nov 20[1],1978
244,2,<,3,Alabama (3),SEC,9-1,1213,,Week 11Nov 20[1],1978
245,3,<,5,USC (2),Pac-10,9-1,1152,,Week 11Nov 20[1],1978
246,4,<,4,Oklahoma (2),Big 8,10-1,1150,W 62-7 H Oklahoma State,Week 11Nov 20[1],1978
247,5,<,6,Houston,Southwest,8-1,1025,,Week 11Nov 20[1],1978
248,6,<,7,Michigan,Big Ten,9-1,1015,,Week 11Nov 20[1],1978
249,7,<,2,Nebraska,Big 8,9-2,880,L 35-31 H Missouri,Week 11Nov 20[1],1978
250,8,<,10,Notre Dame,Ind,8-2,797,,Week 11Nov 20[1],1978
251,9,<,9,Texas,Southwest,7-2,794,,Week 11Nov 20[1],1978
252,10,<,12,Clemson,ACC,9-1,749,,Week 11Nov 20[1],1978
253,11,<,13,Arkansas,Southwest,7-2,619,,Week 11Nov 20[1],1978
254,12,<,8,Georgia,SEC,8-1-1,609,,Week 11Nov 20[1],1978
255,13,<,11,Maryland,ACC,9-2,411,,Week 11Nov 20[1],1978
256,14,<,16,Michigan State,Big Ten,7-3,403,,Week 11Nov 20[1],1978
257,15,<,18,Pittsburgh,Ind,8-2,377,,Week 11Nov 20[1],1978
258,16,<,19,Ohio State,Big Ten,7-2-1,344,,Week 11Nov 20[1],1978
259,17,<,14,UCLA,Pac-10,8-3,309,,Week 11Nov 20[1],1978
260,18,<,15,Purdue,Big Ten,7-2-1,179,,Week 11Nov 20[1],1978
261,19,<,NR,Missouri,Big 8,7-4,140,W 35-31 A #2 Nebraska,Week 11Nov 20[1],1978
262,20,<,NR,Iowa State,Big 8,8-3,82,W 20-16 A Colorado,Week 11Nov 20[1],1978
263,NR,<,17,LSU,SEC,,0,,Week 11Nov 20[1],1978
264,NR,<,20,Georgia Tech,Ind,,0,,Week 11Nov 20[1],1978
265,1,<,1,Penn State (52),Ind,11-0,1256,W 17-10 H #15 Pittsburgh,Week 12Nov 27[1],1978
266,2,<,2,Alabama (2),SEC,9-1,1173,,Week 12Nov 27[1],1978
267,3,<,3,USC (7),Pac-10,10-1,1145,,Week 12Nov 27[1],1978
268,4,<,4,Oklahoma (3),Big 8,10-1,1133,DNP,Week 12Nov 27[1],1978
269,5,<,6,Michigan,Big Ten,10-1,1028,,Week 12Nov 27[1],1978
270,6,<,7,Nebraska,Big 8,9-2,940,,Week 12Nov 27[1],1978
271,7,<,10,Clemson,ACC,10-1,864,,Week 12Nov 27[1],1978
272,8,<,11,Arkansas,Southwest,8-2,722,,Week 12Nov 27[1],1978
273,9,<,5,Houston,Southwest,8-2,698,,Week 12Nov 27[1],1978
274,10,<,8,Notre Dame,Ind,8-3,689,,Week 12Nov 27[1],1978
275,11,<,12,Georgia,SEC,8-1-1,658,,Week 12Nov 27[1],1978
276,12,<,14,Michigan State,Big Ten,8-3,548,,Week 12Nov 27[1],1978
277,13,<,13,Maryland,ACC,9-2,519,,Week 12Nov 27[1],1978
278,14,<,9,Texas,Southwest,7-3,396,,Week 12Nov 27[1],1978
279,15,<,17,UCLA,Pac-10,8-3,367,,Week 12Nov 27[1],1978
280,16,<,15,Pittsburgh,Ind,8-3,310,,Week 12Nov 27[1],1978
281,17,<,18,Purdue,Big Ten,8-2-1,297,,Week 12Nov 27[1],1978
282,18,<,19,Missouri,Big 8,7-4,200,,Week 12Nov 27[1],1978
283,19,<,20,Iowa State,Big 8,8-3,98,DNP,Week 12Nov 27[1],1978
284,20,<,16,Ohio State,Big Ten,7-3-1,96,,Week 12Nov 27[1],1978
285,1,<,1,Penn State (48),Ind,11-0,1159,DNP,Week 13Dec 4[1],1978
286,2,<,2,Alabama (5),SEC,10-1,1091,,Week 13Dec 4[1],1978
287,3,<,3,USC (3),Pac-10,11-1,1058,,Week 13Dec 4[1],1978
288,4,<,4,Oklahoma (3),Big 8,10-1,1027,DNP,Week 13Dec 4[1],1978
289,5,<,5,Michigan,Big Ten,10-1,950,,Week 13Dec 4[1],1978
290,6,<,6,Nebraska,Big 8,9-2,856,,Week 13Dec 4[1],1978
291,7,<,7,Clemson,ACC,10-1,775,,Week 13Dec 4[1],1978
292,8,<,8,Arkansas,Southwest,9-2,733,,Week 13Dec 4[1],1978
293,9,<,9,Houston,Southwest,9-2,682,,Week 13Dec 4[1],1978
294,10,<,10,Notre Dame,Ind,8-3,630,,Week 13Dec 4[1],1978
295,11,<,11,Georgia,SEC,9-1-1,615,,Week 13Dec 4[1],1978
296,12,<,12,Michigan State,Big Ten,8-3,516,,Week 13Dec 4[1],1978
297,13,<,13,Maryland,ACC,9-2,442,,Week 13Dec 4[1],1978
298,14,<,14,Texas,Southwest,8-3,401,,Week 13Dec 4[1],1978
299,15,<,15,UCLA,Pac-10,8-3,355,,Week 13Dec 4[1],1978
300,16,<,16,Pittsburgh,Ind,8-3,271,,Week 13Dec 4[1],1978
301,17,<,17,Purdue,Big Ten,8-2-1,256,,Week 13Dec 4[1],1978
302,18,<,18,Missouri,Big 8,7-4,173,,Week 13Dec 4[1],1978
303,19,<,19,Iowa State,Big 8,8-3,86,DNP,Week 13Dec 4[1],1978
304,20,<,20,Ohio State,Big Ten,7-3-1,60,,Week 13Dec 4[1],1978
305,1,<,2,Alabama (38),SEC,11-1,1317,W 14-7 N #1 Penn State (Sugar),Week 14 (Final)Final[1][3],1978
306,2,<,3,USC (19),Pac-10,12-1,1285,,Week 14 (Final)Final[1][3],1978
307,3,<,4,Oklahoma (1),Big 8,11-1,1251,W 31-24 N #6 Nebraska (Orange),Week 14 (Final)Final[1][3],1978
308,4,<,1,Penn State,Ind,11-1,1168,L 14-7 N #2 Alabama (Sugar),Week 14 (Final)Final[1][3],1978
309,5,<,5,Michigan,Big Ten,10-2,989,,Week 14 (Final)Final[1][3],1978
310,6,<,7,Clemson,ACC,11-1,950,,Week 14 (Final)Final[1][3],1978
311,7,<,10,Notre Dame,Ind,9-3,914,,Week 14 (Final)Final[1][3],1978
312,8,<,6,Nebraska,Big 8,9-3,865,,Week 14 (Final)Final[1][3],1978
313,9,<,14,Texas,Southwest,9-3,708,,Week 14 (Final)Final[1][3],1978
314,10,<,9,Houston,Southwest,9-3,698,,Week 14 (Final)Final[1][3],1978
315,11,<,8,Arkansas,Southwest,9-2-1,689,,Week 14 (Final)Final[1][3],1978
316,12,<,12,Michigan State,Big Ten,8-3,525,,Week 14 (Final)Final[1][3],1978
317,13,<,17,Purdue,Big Ten,9-2-1,493,,Week 14 (Final)Final[1][3],1978
318,14,<,15,UCLA,Pac-10,8-3-1,487,,Week 14 (Final)Final[1][3],1978
319,15,<,18,Missouri,Big 8,8-4,434,,Week 14 (Final)Final[1][3],1978
320,16,<,11,Georgia,SEC,9-2-1,312,,Week 14 (Final)Final[1][3],1978
321,17,<,NR,Stanford,Pac-10,8-4,306,,Week 14 (Final)Final[1][3],1978
322,18,<,NR,NC State,ACC,9-3,214,,Week 14 (Final)Final[1][3],1978
323,19,<,NR,Texas A&M,Southwest,8-4,128,,Week 14 (Final)Final[1][3],1978
324,20,<,13,Maryland,ACC,9-3,112,,Week 14 (Final)Final[1][3],1978
