,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
70,5,<,4,Ohio State (1),Big Ten,1-0,544,,Week 3Sep 25[4],1972
71,6,<,7,Alabama,SEC,2-0,468,,Week 3Sep 25[4],1972
72,7,<,9,Nebraska,Big 8,2-1,465,W 77-7 A Army,Week 3Sep 25[4],1972
73,8,<,12,Michigan (1),Big Ten,2-0,429,,Week 3Sep 25[4],1972
74,9,<,8,LSU,SEC,2-0,396,,Week 3Sep 25[4],1972
75,10,<,13,Notre Dame,Ind,1-0,319,,Week 3Sep 25[4],1972
76,11,<,10,Arizona State,WAC,3-0,242,,Week 3Sep 25[4],1972
77,12,<,14,Texas,Southwest,1-0,131,,Week 3Sep 25[4],1972
78,13,<,11,Penn State,Ind,1-1,130,,Week 3Sep 25[4],1972
79,14,<,15,Washington,Pac-8,3-0,103,,Week 3Sep 25[4],1972
80,15,<,6,UCLA,Pac-8,2-1,69,,Week 3Sep 25[4],1972
81,16,<,17,Florida State,Ind,3-0,64,,Week 3Sep 25[4],1972
82,17,<,20,Mississippi,SEC,2-0,50,,Week 3Sep 25[4],1972
83,18,<,NR,Tulane,Ind,2-0,34,W 24-13 H Georgia,Week 3Sep 25[4],1972
84,19,<,19,Stanford,Pac-8,2-0,29,,Week 3Sep 25[4],1972
85,20,<,NR,West Virginia,Ind,3-0,20,,Week 3Sep 25[4],1972
86,NR,<,16,Georgia,SEC,,0,,Week 3Sep 25[4],1972
87,NR,<,18,Michigan State,Big Ten,,0,,Week 3Sep 25[4],1972
88,1,<,1,USC (36),Pac-8,4-0,970,W 51-6 H Michigan State,Week 4Oct 2[5],1972
89,2,<,2,Oklahoma (13),Big 8,3-0,907,W 52-3 H Clemson,Week 4Oct 2[5],1972
90,3,<,5,Ohio State,Big Ten,2-0,626,,Week 4Oct 2[5],1972
91,4,<,6,Alabama,SEC,3-0,612,,Week 4Oct 2[5],1972
92,5,<,8,Michigan (1),Big Ten,3-0,565,,Week 4Oct 2[5],1972
93,6,<,7,Nebraska,Big 8,3-1,559,W 49-0 H Minnesota,Week 4Oct 2[5],1972
94,7,<,10,Notre Dame,Ind,2-0,490,,Week 4Oct 2[5],1972
95,8,<,9,LSU,SEC,3-0,467,,Week 4Oct 2[5],1972
96,9,<,12,Texas,Southwest,2-0,241,,Week 4Oct 2[5],1972
97,10,<,4,Tennessee,SEC,3-1,197,,Week 4Oct 2[5],1972
98,11,<,14,Washington,Pac-8,4-0,190,,Week 4Oct 2[5],1972
99,12,<,3,Colorado,Big 8,3-1,187,,Week 4Oct 2[5],1972
100,13,<,16,Florida State,Ind,4-0,162,,Week 4Oct 2[5],1972
101,14,<,15,UCLA,Pac-8,3-1,144,,Week 4Oct 2[5],1972
102,15,<,19,Stanford,Pac-8,3-0,100,,Week 4Oct 2[5],1972
103,16,<,13,Penn State,Ind,2-1,97,,Week 4Oct 2[5],1972
104,17,<,NR,Auburn,SEC,3-0,78,,Week 4Oct 2[5],1972
105,18,<,17,Mississippi,SEC,3-0,41,,Week 4Oct 2[5],1972
106,19,<,NR,Air Force,Ind,3-0,39,,Week 4Oct 2[5],1972
107,20,<,NR,Iowa State,Big 8,3-0,38,W 31-0 H New Mexico,Week 4Oct 2[5],1972
108,NR,<,11,Arizona State,WAC,,0,,Week 4Oct 2[5],1972
109,NR,<,18,Tulane,Ind,,0,,Week 4Oct 2[5],1972
110,NR,<,20,West Virginia,Ind,,0,,Week 4Oct 2[5],1972
111,1,<,1,USC (34),Pac-8,5-0,964,W 30-21 A #15 Stanford,Week 5Oct 9[6],1972
112,2,<,2,Oklahoma (15),Big 8,3-0,912,DNP,Week 5Oct 9[6],1972
113,3,<,4,Alabama,SEC,4-0,677,,Week 5Oct 9[6],1972
114,4,<,3,Ohio State (1),Big Ten,3-0,625,,Week 5Oct 9[6],1972
115,5,<,5,Michigan,Big Ten,4-0,596,,Week 5Oct 9[6],1972
116,6,<,6,Nebraska,Big 8,3-1,549,DNP,Week 5Oct 9[6],1972
117,7,<,7,Notre Dame,Ind,3-0,460,,Week 5Oct 9[6],1972
118,8,<,8,LSU,SEC,4-0,418,,Week 5Oct 9[6],1972
119,9,<,17,Auburn,SEC,4-0,241,,Week 5Oct 9[6],1972
120,10,<,9,Texas,Southwest,3-0,240,,Week 5Oct 9[6],1972
121,11,<,10,Tennessee,SEC,4-1,201,,Week 5Oct 9[6],1972
122,12,<,11,Washington,Pac-8,5-0,200,,Week 5Oct 9[6],1972
123,13,<,12,Colorado,Big 8,4-1,174,,Week 5Oct 9[6],1972
124,14,<,14,UCLA,Pac-8,4-1,137,,Week 5Oct 9[6],1972
125,15,<,16,Penn State,Ind,3-1,108,,Week 5Oct 9[6],1972
126,16,<,19,Air Force,Ind,4-0,97,,Week 5Oct 9[6],1972
127,17,<,15,Stanford,Pac-8,3-1,41,,Week 5Oct 9[6],1972
128,18,<,20,Iowa State,Big 8,3-0,33,DNP,Week 5Oct 9[6],1972
129,19,<,NR,Oklahoma State,Big 8,3-1,19,W 17-16 H Missouri,Week 5Oct 9[6],1972
130,20,<,NR,Arkansas,Southwest,3-1,15,,Week 5Oct 9[6],1972
131,NR,<,13,Florida State,Ind,,0,,Week 5Oct 9[6],1972
132,NR,<,18,Mississippi,SEC,,0,,Week 5Oct 9[6],1972
133,1,<,1,USC (28),Pac-8,6-0,948,W 42-14 H California,Week 6Oct 16[7],1972
134,2,<,2,Oklahoma (20),Big 8,4-0,930,W 27-0 N #10 Texas,Week 6Oct 16[7],1972
135,3,<,3,Alabama,SEC,5-0,689,,Week 6Oct 16[7],1972
136,4,<,4,Ohio State (1),Big Ten,4-0,607,,Week 6Oct 16[7],1972
137,5,<,6,Nebraska,Big 8,4-1,601,W 62-0 H Missouri,Week 6Oct 16[7],1972
138,6,<,5,Michigan (1),Big Ten,5-0,545,,Week 6Oct 16[7],1972
139,7,<,8,LSU,SEC,5-0,522,,Week 6Oct 16[7],1972
140,8,<,7,Notre Dame,Ind,4-0,473,,Week 6Oct 16[7],1972
141,9,<,13,Colorado,Big 8,5-1,268,,Week 6Oct 16[7],1972
142,10,<,11,Tennessee,SEC,4-1,258,,Week 6Oct 16[7],1972
143,11,<,14,UCLA,Pac-8,5-1,235,,Week 6Oct 16[7],1972
144,12,<,15,Penn State,Ind,4-1,183,,Week 6Oct 16[7],1972
145,13,<,17,Stanford,Pac-8,4-1,160,,Week 6Oct 16[7],1972
146,14,<,9,Auburn,SEC,4-1,87,,Week 6Oct 16[7],1972
147,14,<,10,Texas,Southwest,3-1,87,,Week 6Oct 16[7],1972
148,16,<,16,Air Force,Ind,5-0,73,,Week 6Oct 16[7],1972
149,17,<,20,Arkansas,Southwest,4-1,33,,Week 6Oct 16[7],1972
150,18,<,12,Washington,Pac-8,5-1,25,,Week 6Oct 16[7],1972
151,19,<,NR,Arizona State,WAC,4-1,21,,Week 6Oct 16[7],1972
152,20,<,18,Iowa State,Big 8,3-1,14,L 34-22 A Colorado,Week 6Oct 16[7],1972
153,NR,<,19,Oklahoma State,Big 8,3-2,0,L 34-32 A Virginia Tech,Week 6Oct 16[7],1972
154,1,<,1,USC (44),Pac-8,7-0,986,W 34-7 H #18 Washington,Week 7Oct 23[8],1972
155,2,<,3,Alabama (2),SEC,6-0,805,,Week 7Oct 23[8],1972
156,3,<,5,Nebraska (2),Big 8,5-1,718,W 56-0 A Kansas,Week 7Oct 23[8],1972
157,4,<,4,Ohio State (1),Big Ten,5-0,681,,Week 7Oct 23[8],1972
158,5,<,6,Michigan (1),Big Ten,6-0,629,,Week 7Oct 23[8],1972
159,6,<,7,LSU,SEC,6-0,518,,Week 7Oct 23[8],1972
160,7,<,9,Colorado,Big 8,6-1,506,,Week 7Oct 23[8],1972
161,8,<,2,Oklahoma,Big 8,4-1,457,L 20-14 A #9 Colorado,Week 7Oct 23[8],1972
162,9,<,11,UCLA,Pac-8,6-1,340,,Week 7Oct 23[8],1972
163,10,<,14,Texas,Southwest,4-1,288,,Week 7Oct 23[8],1972
164,11,<,12,Penn State,Ind,5-1,218,,Week 7Oct 23[8],1972
165,12,<,14,Auburn,SEC,5-1,175,,Week 7Oct 23[8],1972
166,13,<,8,Notre Dame,Ind,4-1,138,,Week 7Oct 23[8],1972
167,14,<,10,Tennessee,SEC,4-2,116,,Week 7Oct 23[8],1972
168,15,<,20,Iowa State,Big 8,4-1,86,W 55-22 H Kansas State,Week 7Oct 23[8],1972
169,16,<,19,Arizona State,WAC,5-1,66,,Week 7Oct 23[8],1972
170,17,<,NR,Florida State,Ind,6-1,24,,Week 7Oct 23[8],1972
171,18,<,17,Arkansas,Southwest,4-2,10,,Week 7Oct 23[8],1972
172,18,<,NR,SMU,Southwest,4-1,10,,Week 7Oct 23[8],1972
173,18,<,NR,West Virginia,Ind,5-2,10,,Week 7Oct 23[8],1972
174,NR,<,13,Stanford,Pac-8,,0,,Week 7Oct 23[8],1972
175,NR,<,16,Air Force,Ind,,0,,Week 7Oct 23[8],1972
176,NR,<,18,Washington,Pac-8,,0,,Week 7Oct 23[8],1972
177,1,<,1,USC (41),Pac-8,8-0,980,W 18-0 A Oregon,Week 8Oct 30[9],1972
178,2,<,2,Alabama (3),SEC,7-0,811,W 48-11 H Southern Miss,Week 8Oct 30[9],1972
179,3,<,3,Nebraska (4),Big 8,6-1,750,W 34-0 H Oklahoma State,Week 8Oct 30[9],1972
180,4,<,5,Michigan (1),Big Ten,7-0,694,W 42-0 H Minnesota,Week 8Oct 30[9],1972
181,5,<,4,Ohio State (1),Big Ten,6-0,629,W 28-20 A Wisconsin,Week 8Oct 30[9],1972
182,6,<,6,LSU,SEC,6-0,558,DNP,Week 8Oct 30[9],1972
183,7,<,8,Oklahoma,Big 8,5-1,471,W 52-0 H Kansas State,Week 8Oct 30[9],1972
184,8,<,9,UCLA,Pac-8,7-1,379,W 35-20 H Washington State,Week 8Oct 30[9],1972
185,9,<,10,Texas,Southwest,5-1,301,W 45-9 A Rice,Week 8Oct 30[9],1972
186,10,<,11,Penn State,Ind,6-1,290,W 28-19 A #18 West Virginia,Week 8Oct 30[9],1972
187,11,<,12,Auburn,SEC,6-1,238,W 27-14 H #17 Florida State,Week 8Oct 30[9],1972
188,12,<,13,Notre Dame,Ind,5-1,196,W 21-0 H TCU,Week 8Oct 30[9],1972
189,13,<,14,Tennessee,SEC,4-2,122,W 34-2 H Hawaii,Week 8Oct 30[9],1972
190,14,<,15,Iowa State,Big 8,5-1,112,W 34-8 A Kansas,Week 8Oct 30[9],1972
191,15,<,7,Colorado,Big 8,6-2,92,L 20-17 A Missouri,Week 8Oct 30[9],1972
192,16,<,NR,Missouri,Big 8,4-3,26,W 20-17 H #7 Colorado,Week 8Oct 30[9],1972
193,17,<,NR,Louisville,MVC,6-0,20,W 38-13 A Cincinnati,Week 8Oct 30[9],1972
194,18,<,NR,Texas Tech,Southwest,6-1,19,W 17-3 A #18 SMU,Week 8Oct 30[9],1972
195,19,<,NR,Air Force,Ind,6-1,17,W 39-31 A #16 Arizona State,Week 8Oct 30[9],1972
196,20,<,18,Arkansas,Southwest,5-2,10,W 42-16 H North Texas,Week 8Oct 30[9],1972
197,NR,<,16,Arizona State,WAC,5-2,0,L 39-31 H Air Force,Week 8Oct 30[9],1972
198,NR,<,17,Florida State,Ind,6-2,0,L 27-14 A #12 Auburn,Week 8Oct 30[9],1972
199,NR,<,18,SMU,Southwest,4-2,0,L 17-3 H Texas Tech,Week 8Oct 30[9],1972
200,NR,<,18,West Virginia,Ind,5-3,0,L 28-19 H #11 Penn State,Week 8Oct 30[9],1972
201,1,<,1,USC (40),Pac-8,9-0,978,W 44-3 A Washington State,Week 9Nov 6[10],1972
202,2,<,2,Alabama (3),SEC,8-0,821,,Week 9Nov 6[10],1972
203,3,<,3,Nebraska (5),Big 8,7-1,797,W 33-10 A #15 Colorado,Week 9Nov 6[10],1972
204,4,<,4,Michigan (1),Big Ten,8-0,708,,Week 9Nov 6[10],1972
205,5,<,5,Ohio State (1),Big Ten,7-0,600,,Week 9Nov 6[10],1972
206,6,<,6,LSU,SEC,7-0,524,,Week 9Nov 6[10],1972
207,7,<,7,Oklahoma,Big 8,6-1,485,W 20-6 A #14 Iowa State,Week 9Nov 6[10],1972
208,8,<,8,UCLA,Pac-8,8-1,381,,Week 9Nov 6[10],1972
209,9,<,9,Texas,Southwest,6-1,308,,Week 9Nov 6[10],1972
210,10,<,10,Penn State,Ind,7-1,304,,Week 9Nov 6[10],1972
211,11,<,11,Auburn,SEC,7-1,225,,Week 9Nov 6[10],1972
212,12,<,12,Notre Dame,Ind,6-1,221,,Week 9Nov 6[10],1972
213,13,<,13,Tennessee,SEC,5-2,165,,Week 9Nov 6[10],1972
214,14,<,16,Missouri,Big 8,5-3,65,,Week 9Nov 6[10],1972
215,15,<,18,Texas Tech,Southwest,7-1,50,,Week 9Nov 6[10],1972
216,16,<,15,Colorado,Big 8,6-3,48,,Week 9Nov 6[10],1972
217,17,<,14,Iowa State,Big 8,5-2,45,L 20-6 H Oklahoma,Week 9Nov 6[10],1972
218,18,<,NR,North Carolina,ACC,6-1,15,,Week 9Nov 6[10],1972
219,19,<,NR,Arizona State,WAC,6-2,5,,Week 9Nov 6[10],1972
220,20,<,NR,Stanford,Pac-8,5-3,3,,Week 9Nov 6[10],1972
221,20,<,NR,Yale,Ivy,5-1,3,W 45-14 H Dartmouth,Week 9Nov 6[10],1972
222,NR,<,17,Louisville,MVC,,0,,Week 9Nov 6[10],1972
223,NR,<,19,Air Force,Ind,,0,,Week 9Nov 6[10],1972
224,NR,<,20,Arkansas,Southwest,,0,,Week 9Nov 6[10],1972
225,1,<,1,USC (42),Pac-8,9-0,984,DNP,Week 10Nov 13[11],1972
226,2,<,2,Alabama (5),SEC,9-0,890,,Week 10Nov 13[11],1972
227,3,<,4,Michigan (3),Big Ten,9-0,812,,Week 10Nov 13[11],1972
228,4,<,7,Oklahoma,Big 8,7-1,654,W 17-6 H #14 Missouri,Week 10Nov 13[11],1972
229,5,<,3,Nebraska,Big 8,7-1-1,527,T 23-23 A #17 Iowa State,Week 10Nov 13[11],1972
230,6,<,10,Penn State,Ind,8-1,450,,Week 10Nov 13[11],1972
231,7,<,9,Texas,Southwest,7-1,437,,Week 10Nov 13[11],1972
232,8,<,6,LSU,SEC,7-1,397,,Week 10Nov 13[11],1972
233,9,<,5,Ohio State,Big Ten,7-1,365,,Week 10Nov 13[11],1972
234,10,<,12,Notre Dame,Ind,7-1,339,,Week 10Nov 13[11],1972
235,11,<,11,Auburn,SEC,7-1,273,,Week 10Nov 13[11],1972
236,12,<,17,Iowa State,Big 8,5-2-1,148,T 23-23 H Nebraska,Week 10Nov 13[11],1972
237,13,<,13,Tennessee,SEC,6-2,141,,Week 10Nov 13[11],1972
238,14,<,8,UCLA,Pac-8,8-2,129,,Week 10Nov 13[11],1972
239,15,<,16,Colorado,Big 8,7-3,88,,Week 10Nov 13[11],1972
240,16,<,18,North Carolina,ACC,7-1,47,,Week 10Nov 13[11],1972
241,17,<,NR,Washington,Pac-8,8-2,38,,Week 10Nov 13[11],1972
242,18,<,19,Arizona State,WAC,7-2,29,,Week 10Nov 13[11],1972
243,19,<,14,Missouri,Big 8,5-4,11,,Week 10Nov 13[11],1972
244,20,<,NR,Washington State,Pac-8,6-4,9,W 27-13 H Stanford,Week 10Nov 13[11],1972
245,NR,<,15,Texas Tech,Southwest,,0,,Week 10Nov 13[11],1972
246,NR,<,20,Stanford,Pac-8,,0,,Week 10Nov 13[11],1972
247,NR,<,20,Yale,Ivy,,0,,Week 10Nov 13[11],1972
248,1,<,1,USC (44),Pac-8,10-0,988,W 24-7 A #14 UCLA,Week 11Nov 20[12],1972
249,2,<,2,Alabama (5),SEC,10-0,874,,Week 11Nov 20[12],1972
250,3,<,3,Michigan (1),Big Ten,10-0,744,,Week 11Nov 20[12],1972
251,4,<,4,Oklahoma,Big 8,8-1,689,W 31-7 A Kansas,Week 11Nov 20[12],1972
252,5,<,5,Nebraska,Big 8,8-1-1,608,W 59-7 H Kansas State,Week 11Nov 20[12],1972
253,6,<,6,Penn State,Ind,9-1,454,,Week 11Nov 20[12],1972
254,7,<,7,Texas,Southwest,8-1,414,,Week 11Nov 20[12],1972
255,8,<,8,LSU,SEC,8-1,388,,Week 11Nov 20[12],1972
256,9,<,9,Ohio State,Big Ten,8-1,350,,Week 11Nov 20[12],1972
257,10,<,11,Auburn,SEC,8-1,307,,Week 11Nov 20[12],1972
258,11,<,10,Notre Dame,Ind,8-1,266,,Week 11Nov 20[12],1972
259,12,<,13,Tennessee,SEC,7-2,189,,Week 11Nov 20[12],1972
260,13,<,15,Colorado,Big 8,8-3,128,,Week 11Nov 20[12],1972
261,14,<,14,UCLA,Pac-8,8-3,73,,Week 11Nov 20[12],1972
262,15,<,16,North Carolina,ACC,8-1,72,,Week 11Nov 20[12],1972
263,16,<,19,Missouri,Big 8,6-4,62,,Week 11Nov 20[12],1972
264,17,<,12,Iowa State,Big 8,5-3-1,36,L 6-5 A Missouri,Week 11Nov 20[12],1972
265,18,<,18,Arizona State,WAC,8-2,30,,Week 11Nov 20[12],1972
266,19,<,20,Washington State,Pac-8,7-4,16,W 27-10 N Washington,Week 11Nov 20[12],1972
267,20,<,NR,Texas Tech,Southwest,8-2,15,,Week 11Nov 20[12],1972
268,NR,<,17,Washington,Pac-8,,0,,Week 11Nov 20[12],1972
269,1,<,1,USC (46),Pac-8,10-0,990,DNP,Week 12Nov 27[13],1972
270,2,<,2,Alabama (4),SEC,10-0,890,,Week 12Nov 27[13],1972
271,3,<,4,Oklahoma,Big 8,9-1,790,W 17-14 A #5 Nebraska,Week 12Nov 27[13],1972
272,4,<,9,Ohio State,Big Ten,9-1,597,,Week 12Nov 27[13],1972
273,5,<,6,Penn State,Ind,10-1,563,,Week 12Nov 27[13],1972
274,6,<,7,Texas,Southwest,9-1,494,,Week 12Nov 27[13],1972
275,7,<,3,Michigan,Big Ten,10-1,487,,Week 12Nov 27[13],1972
276,8,<,5,Nebraska,Big 8,8-2-1,419,L 17-14 H #4 Oklahoma,Week 12Nov 27[13],1972
277,9,<,10,Auburn,SEC,8-1,323,,Week 12Nov 27[13],1972
278,10,<,11,Notre Dame,Ind,8-1,306,,Week 12Nov 27[13],1972
279,11,<,8,LSU,SEC,8-1-1,249,,Week 12Nov 27[13],1972
280,12,<,12,Tennessee,SEC,8-2,215,,Week 12Nov 27[13],1972
281,13,<,13,Colorado,Big 8,8-3,151,,Week 12Nov 27[13],1972
282,14,<,15,North Carolina,ACC,9-1,81,,Week 12Nov 27[13],1972
283,15,<,14,UCLA,Pac-8,8-3,70,,Week 12Nov 27[13],1972
284,16,<,18,Arizona State,WAC,9-2,50,,Week 12Nov 27[13],1972
285,17,<,NR,Louisville,MVC,9-1,22,W 27-0 H Drake,Week 12Nov 27[13],1972
286,18,<,NR,West Virginia,Ind,8-3,13,,Week 12Nov 27[13],1972
287,19,<,19,Washington State,Pac-8,7-4,11,DNP,Week 12Nov 27[13],1972
288,20,<,NR,Oklahoma State,Big 8,6-4,10,W 45-14 H Iowa State,Week 12Nov 27[13],1972
289,NR,<,16,Missouri,Big 8,,0,,Week 12Nov 27[13],1972
290,NR,<,17,Iowa State,Big 8,,0,,Week 12Nov 27[13],1972
291,NR,<,20,Texas Tech,Southwest,,0,,Week 12Nov 27[13],1972
292,1,<,1,USC (50),Pac-8,11-0,1000,W 45-23 H #10 Notre Dame,Week 13Dec 4[14],1972
293,2,<,3,Oklahoma,Big 8,10-1,878,W 38-15 H #20 Oklahoma State,Week 13Dec 4[14],1972
294,3,<,4,Ohio State,Big Ten,9-1,666,,Week 13Dec 4[14],1972
295,4,<,2,Alabama,SEC,10-1,606,,Week 13Dec 4[14],1972
296,5,<,5,Penn State,Ind,10-1,554,,Week 13Dec 4[14],1972
297,6,<,9,Auburn,SEC,9-1,536,,Week 13Dec 4[14],1972
298,7,<,6,Texas,Southwest,9-1,484,,Week 13Dec 4[14],1972
299,8,<,7,Michigan,Big Ten,10-1,467,,Week 13Dec 4[14],1972
300,9,<,8,Nebraska,Big 8,8-2-1,385,DNP,Week 13Dec 4[14],1972
301,10,<,11,LSU,SEC,9-1-1,273,,Week 13Dec 4[14],1972
302,11,<,12,Tennessee,SEC,9-2,259,,Week 13Dec 4[14],1972
303,12,<,10,Notre Dame,Ind,8-2,227,,Week 13Dec 4[14],1972
304,13,<,13,Colorado,Big 8,8-3,174,,Week 13Dec 4[14],1972
305,14,<,15,UCLA,Pac-8,8-3,79,,Week 13Dec 4[14],1972
306,15,<,16,Arizona State,WAC,9-2,68,,Week 13Dec 4[14],1972
307,16,<,14,North Carolina,ACC,9-1,60,,Week 13Dec 4[14],1972
308,17,<,17,Louisville,MVC,9-1,22,DNP,Week 13Dec 4[14],1972
309,18,<,18,West Virginia,Ind,8-3,18,,Week 13Dec 4[14],1972
310,19,<,19,Washington State,Pac-8,7-4,10,DNP,Week 13Dec 4[14],1972
311,20,<,NR,Purdue,Big Ten,6-5,3,,Week 13Dec 4[14],1972
312,NR,<,20,Oklahoma State,Big 8,7-4,0,L 38-15 A Oklahoma,Week 13Dec 4[14],1972
313,1,<,1,USC (50),Pac-8,12-0,1000,W 42-17 N #3 Ohio State,Week 14 (Final)Jan[15],1972
314,2,<,2,Oklahoma,Big 8,11-1,872,W 14-0 N #5 Penn State (Sugar),Week 14 (Final)Jan[15],1972
315,3,<,7,Texas,Southwest,10-1,667,,Week 14 (Final)Jan[15],1972
316,4,<,9,Nebraska,Big 8,9-2-1,665,W 40-6 N #12 Notre Dame (Orange),Week 14 (Final)Jan[15],1972
