,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
36,RV,<,NR,Texas Tech,Southwest,0-0,0.0,DNP,PreseasonAug[2],1971
37,RV,<,NR,Wake Forest,ACC,0-0,0.0,DNP,PreseasonAug[2],1971
38,RV,<,NR,Washington,Pac-8,0-0,0.0,DNP,PreseasonAug[2],1971
39,NR,<,14,Dartmouth,Ivy,0-0,0.0,DNP,PreseasonAug[2],1971
40,NR,<,17,Tulane,Ind,0-0,0.0,DNP,PreseasonAug[2],1971
41,1,<,2,Nebraska (31),Big 8,1-0,931.0,W 34-7 H Oregon,Week 1Sep 13[3],1971
42,2,<,1,Notre Dame (10),Ind,0-0,829.0,DNP,Week 1Sep 13[3],1971
43,3,<,3,Texas (5),Southwest,0-0,672.0,DNP,Week 1Sep 13[3],1971
44,4,<,4,Michigan (2),Big Ten,1-0,630.0,,Week 1Sep 13[3],1971
45,5,<,11,Ohio State,Big Ten,1-0,546.0,,Week 1Sep 13[3],1971
46,6,<,7,Arkansas,Southwest,1-0,541.0,,Week 1Sep 13[3],1971
47,7,<,6,Auburn (2),SEC,0-0,437.0,DNP,Week 1Sep 13[3],1971
48,8,<,8,Tennessee,SEC,0-0,364.0,DNP,Week 1Sep 13[3],1971
49,9,<,16,Alabama,SEC,1-0,314.0,W 17-10 A #5 USC,Week 1Sep 13[3],1971
50,10,<,10,Oklahoma,Big 8,0-0,265.0,DNP,Week 1Sep 13[3],1971
51,11,<,18,Georgia,SEC,1-0,229.0,,Week 1Sep 13[3],1971
52,12,<,NR,Colorado,Big 8,1-0,194.0,W 31-21 A #9 LSU,Week 1Sep 13[3],1971
53,13,<,19,Stanford,Pac-8,1-0,167.0,,Week 1Sep 13[3],1971
54,14,<,12,Penn State,Ind,0-0,123.0,DNP,Week 1Sep 13[3],1971
55,15,<,13,Syracuse,Ind,0-0,99.0,DNP,Week 1Sep 13[3],1971
56,16,<,14,Arizona State,WAC,0-0,95.0,DNP,Week 1Sep 13[3],1971
57,17,<,5,USC,Pac-8,0-1,70.0,L 17-10 H #16 Alabama,Week 1Sep 13[3],1971
58,18,<,NR,Michigan State,Big Ten,1-0,60.0,,Week 1Sep 13[3],1971
59,19,<,NR,South Carolina,Ind,1-0,58.0,W 24-7 H Georgia Tech,Week 1Sep 13[3],1971
60,20,<,NR,Houston,Ind,1-0,46.0,,Week 1Sep 13[3],1971
61,NR,<,9,LSU,SEC,,0.0,L 31-21 H Colorado,Week 1Sep 13[3],1971
62,NR,<,15,UCLA,Pac-8,,0.0,,Week 1Sep 13[3],1971
63,NR,<,17,Georgia Tech,Ind,,0.0,,Week 1Sep 13[3],1971
64,NR,<,20,Northwestern,Big Ten,,0.0,,Week 1Sep 13[3],1971
65,1,<,1,Nebraska (32),Big 8,2-0,1044.0,W 35-7 H Minnesota,Week 2Sep 20[4],1971
66,2,<,2,Notre Dame (18),Ind,1-0,1002.0,,Week 2Sep 20[4],1971
67,3,<,3,Texas (3),Southwest,1-0,799.0,,Week 2Sep 20[4],1971
68,4,<,4,Michigan,Big Ten,2-0,750.0,,Week 2Sep 20[4],1971
69,5,<,7,Auburn (2),SEC,1-0,498.0,,Week 2Sep 20[4],1971
70,6,<,5,Ohio State,Big Ten,1-0,483.0,,Week 2Sep 20[4],1971
71,7,<,6,Arkansas,Southwest,2-0,480.0,,Week 2Sep 20[4],1971
72,8,<,9,Alabama,SEC,2-0,406.0,,Week 2Sep 20[4],1971
73,9,<,8,Tennessee,SEC,1-0,400.0,,Week 2Sep 20[4],1971
74,10,<,12,Colorado,Big 8,2-0,331.0,,Week 2Sep 20[4],1971
75,11,<,10,Oklahoma,Big 8,1-0,290.0,W 30-0 H SMU,Week 2Sep 20[4],1971
76,12,<,14,Penn State,Ind,1-0,230.0,,Week 2Sep 20[4],1971
77,13,<,13,Stanford,Pac-8,2-0,212.0,,Week 2Sep 20[4],1971
78,14,<,11,Georgia,SEC,2-0,199.0,,Week 2Sep 20[4],1971
79,15,<,16,Arizona State,WAC,1-0,116.0,,Week 2Sep 20[4],1971
80,16,<,17,USC,Pac-8,1-1,49.0,,Week 2Sep 20[4],1971
81,17,<,NR,Washington,Pac-8,2-0,48.0,,Week 2Sep 20[4],1971
82,18,<,NR,LSU,SEC,1-1,35.0,,Week 2Sep 20[4],1971
83,19,<,NR,Toledo,MAC,2-0,27.0,W 10-7 H Villanova,Week 2Sep 20[4],1971
84,20,<,NR,Duke,ACC,2-0,26.0,,Week 2Sep 20[4],1971
85,NR,<,15,Syracuse,Ind,,0.0,,Week 2Sep 20[4],1971
86,NR,<,18,Michigan State,Big Ten,,0.0,,Week 2Sep 20[4],1971
87,NR,<,19,South Carolina,Ind,,0.0,,Week 2Sep 20[4],1971
88,NR,<,20,Houston,Ind,,0.0,,Week 2Sep 20[4],1971
89,1,<,1,Nebraska (44),Big 8,3-0,1064.0,W 34-7 H Texas A&M,Week 3Sep 27[5],1971
90,2,<,4,Michigan (3),Big Ten,3-0,840.0,,Week 3Sep 27[5],1971
91,3,<,3,Texas (3),Southwest,2-0,835.0,,Week 3Sep 27[5],1971
92,4,<,2,Notre Dame (1),Ind,2-0,710.0,,Week 3Sep 27[5],1971
93,5,<,5,Auburn (2),SEC,2-0,649.0,,Week 3Sep 27[5],1971
94,6,<,10,Colorado (2),Big 8,3-0,638.0,,Week 3Sep 27[5],1971
95,7,<,8,Alabama,SEC,3-0,542.0,,Week 3Sep 27[5],1971
96,8,<,11,Oklahoma,Big 8,2-0,411.0,W 55-29 A Pittsburgh,Week 3Sep 27[5],1971
97,9,<,12,Penn State,Ind,2-0,316.0,,Week 3Sep 27[5],1971
98,10,<,13,Stanford,Pac-8,3-0,303.0,,Week 3Sep 27[5],1971
99,11,<,14,Georgia,SEC,3-0,249.0,,Week 3Sep 27[5],1971
100,12,<,9,Tennessee,SEC,1-1,193.0,,Week 3Sep 27[5],1971
101,13,<,15,Arizona State,WAC,2-0,155.0,,Week 3Sep 27[5],1971
102,14,<,6,Ohio State,Big Ten,1-1,120.0,,Week 3Sep 27[5],1971
103,15,<,17,Washington,Pac-8,3-0,98.0,,Week 3Sep 27[5],1971
104,16,<,18,LSU,SEC,2-1,70.0,,Week 3Sep 27[5],1971
105,17,<,16,USC,Pac-8,2-1,62.0,,Week 3Sep 27[5],1971
106,18,<,7,Arkansas,Southwest,2-1,52.0,,Week 3Sep 27[5],1971
107,19,<,20,Duke,ACC,3-0,31.0,,Week 3Sep 27[5],1971
108,20,<,NR,North Carolina,ACC,3-0,22.0,,Week 3Sep 27[5],1971
109,NR,<,19,Toledo,MAC,,0.0,,Week 3Sep 27[5],1971
110,1,<,1,Nebraska (43),Big 8,4-0,1058.0,W 42-6 H Utah State,Week 4Oct 4[6],1971
111,2,<,2,Michigan (5),Big Ten,4-0,886.0,,Week 4Oct 4[6],1971
112,3,<,3,Texas (3),Southwest,3-0,818.0,,Week 4Oct 4[6],1971
113,4,<,5,Auburn (2),SEC,3-0,654.0,,Week 4Oct 4[6],1971
114,5,<,6,Colorado (2),Big 8,4-0,616.0,,Week 4Oct 4[6],1971
115,6,<,7,Alabama,SEC,4-0,607.0,,Week 4Oct 4[6],1971
116,7,<,4,Notre Dame,Ind,3-0,606.0,,Week 4Oct 4[6],1971
117,8,<,8,Oklahoma,Big 8,3-0,592.0,W 33-20 H #17 USC,Week 4Oct 4[6],1971
118,9,<,9,Penn State,Ind,3-0,289.0,,Week 4Oct 4[6],1971
119,10,<,11,Georgia,SEC,4-0,280.0,,Week 4Oct 4[6],1971
120,11,<,15,Washington,Pac-8,4-0,241.0,,Week 4Oct 4[6],1971
121,12,<,13,Arizona State,WAC,3-0,148.0,,Week 4Oct 4[6],1971
122,13,<,12,Tennessee,SEC,2-1,140.0,,Week 4Oct 4[6],1971
123,14,<,19,Duke,ACC,4-0,139.0,,Week 4Oct 4[6],1971
124,15,<,14,Ohio State,Big Ten,2-1,125.0,,Week 4Oct 4[6],1971
125,16,<,16,LSU,SEC,3-1,92.0,,Week 4Oct 4[6],1971
126,17,<,18,Arkansas,Southwest,3-1,53.0,,Week 4Oct 4[6],1971
127,18,<,20,North Carolina,ACC,4-0,38.0,,Week 4Oct 4[6],1971
128,19,<,10,Stanford,Pac-8,3-1,30.0,,Week 4Oct 4[6],1971
129,20,<,NR,Toledo,MAC,4-0,25.0,W 31-28 H Ohio,Week 4Oct 4[6],1971
130,NR,<,17,USC,Pac-8,,0.0,,Week 4Oct 4[6],1971
131,1,<,1,Nebraska (40),Big 8,5-0,1056.0,W 36-0 A Missouri,Week 5Oct 11[7],1971
132,2,<,8,Oklahoma (8),Big 8,4-0,888.0,W 48-27 N #3 Texas,Week 5Oct 11[7],1971
133,3,<,2,Michigan (4),Big Ten,5-0,880.0,,Week 5Oct 11[7],1971
134,4,<,6,Alabama,SEC,5-0,668.0,,Week 5Oct 11[7],1971
135,5,<,4,Auburn (2),SEC,4-0,620.0,,Week 5Oct 11[7],1971
136,6,<,5,Colorado (1),Big 8,5-0,619.0,,Week 5Oct 11[7],1971
137,7,<,7,Notre Dame,Ind,4-0,575.0,,Week 5Oct 11[7],1971
138,8,<,10,Georgia,SEC,5-0,404.0,,Week 5Oct 11[7],1971
139,9,<,9,Penn State,Ind,4-0,387.0,,Week 5Oct 11[7],1971
140,10,<,3,Texas,Southwest,3-1,314.0,,Week 5Oct 11[7],1971
141,11,<,12,Arizona State,WAC,4-0,208.0,,Week 5Oct 11[7],1971
142,12,<,16,LSU,SEC,4-1,163.0,,Week 5Oct 11[7],1971
143,13,<,15,Ohio State,Big Ten,3-1,159.0,,Week 5Oct 11[7],1971
144,14,<,13,Tennessee,SEC,3-1,151.0,,Week 5Oct 11[7],1971
145,15,<,19,Stanford,Pac-8,4-1,141.0,,Week 5Oct 11[7],1971
146,16,<,17,Arkansas,Southwest,4-1,86.0,,Week 5Oct 11[7],1971
147,17,<,20,Toledo,MAC,5-0,29.0,W 24-7 A Bowling Green,Week 5Oct 11[7],1971
148,18,<,11,Washington,Pac-8,4-1,28.0,,Week 5Oct 11[7],1971
149,19,<,NR,Florida State,Ind,5-0,26.0,,Week 5Oct 11[7],1971
150,20,<,NR,Purdue,Big Ten,2-2,17.0,,Week 5Oct 11[7],1971
151,NR,<,14,Duke,ACC,,0.0,,Week 5Oct 11[7],1971
152,NR,<,18,North Carolina,ACC,,0.0,,Week 5Oct 11[7],1971
153,1,<,1,Nebraska (35),Big 8,6-0,1046.0,W 55-0 H Kansas,Week 6Oct 18[8],1971
154,2,<,2,Oklahoma (18),Big 8,5-0,1008.0,W 45-17 H #6 Colorado,Week 6Oct 18[8],1971
155,3,<,3,Michigan (1),Big Ten,6-0,837.0,,Week 6Oct 18[8],1971
156,4,<,4,Alabama,SEC,6-0,765.0,,Week 6Oct 18[8],1971
157,5,<,5,Auburn (1),SEC,5-0,585.0,,Week 6Oct 18[8],1971
158,6,<,7,Notre Dame,Ind,5-0,578.0,,Week 6Oct 18[8],1971
159,7,<,9,Penn State,Ind,5-0,479.0,,Week 6Oct 18[8],1971
160,8,<,8,Georgia,SEC,6-0,460.0,,Week 6Oct 18[8],1971
161,9,<,16,Arkansas,Southwest,5-1,331.0,,Week 6Oct 18[8],1971
162,10,<,15,Stanford,Pac-8,5-1,280.0,,Week 6Oct 18[8],1971
163,11,<,6,Colorado,Big 8,5-1,267.0,,Week 6Oct 18[8],1971
164,12,<,13,Ohio State,Big Ten,4-1,230.0,,Week 6Oct 18[8],1971
165,13,<,12,LSU,SEC,5-1,209.0,,Week 6Oct 18[8],1971
166,14,<,11,Arizona State,WAC,4-1,62.0,,Week 6Oct 18[8],1971
167,14,<,17,Toledo,MAC,6-0,62.0,W 35-24 H Western Michigan,Week 6Oct 18[8],1971
168,16,<,10,Texas,Southwest,3-2,60.0,,Week 6Oct 18[8],1971
169,17,<,20,Purdue,Big Ten,3-2,40.0,,Week 6Oct 18[8],1971
170,18,<,14,Tennessee,SEC,3-2,37.0,,Week 6Oct 18[8],1971
171,19,<,NR,Duke,ACC,5-1,34.0,,Week 6Oct 18[8],1971
172,20,<,NR,Air Force,Ind,4-1,23.0,,Week 6Oct 18[8],1971
173,NR,<,18,Washington,Pac-8,,0.0,,Week 6Oct 18[8],1971
174,NR,<,19,Florida State,Ind,,0.0,,Week 6Oct 18[8],1971
175,1,<,1,Nebraska (31),Big 8,7-0,1044.0,W 41-13 A Oklahoma State,Week 7Oct 25[9],1971
176,2,<,2,Oklahoma (21),Big 8,6-0,1020.0,W 75-28 A Kansas State,Week 7Oct 25[9],1971
177,3,<,3,Michigan (1),Big Ten,7-0,833.0,,Week 7Oct 25[9],1971
178,4,<,4,Alabama (1),SEC,7-0,788.0,,Week 7Oct 25[9],1971
179,5,<,5,Auburn (1),SEC,6-0,637.0,,Week 7Oct 25[9],1971
180,6,<,7,Penn State,Ind,6-0,557.0,,Week 7Oct 25[9],1971
181,7,<,8,Georgia,SEC,7-0,503.0,,Week 7Oct 25[9],1971
182,8,<,9,Arkansas,Southwest,6-1,403.0,,Week 7Oct 25[9],1971
183,9,<,11,Colorado,Big 8,6-1,331.0,,Week 7Oct 25[9],1971
184,10,<,12,Ohio State,Big Ten,5-1,305.0,,Week 7Oct 25[9],1971
185,11,<,13,LSU,SEC,5-1,273.0,,Week 7Oct 25[9],1971
186,12,<,6,Notre Dame,Ind,5-1,235.0,,Week 7Oct 25[9],1971
187,13,<,14,Arizona State,WAC,5-1,110.0,,Week 7Oct 25[9],1971
188,14,<,16,Texas,Southwest,4-2,94.0,,Week 7Oct 25[9],1971
189,15,<,14,Toledo,MAC,7-0,80.0,W 35-7 H Dayton,Week 7Oct 25[9],1971
190,16,<,18,Tennessee,SEC,4-2,67.0,,Week 7Oct 25[9],1971
191,17,<,10,Stanford,Pac-8,5-2,57.0,,Week 7Oct 25[9],1971
192,18,<,20,Air Force,Ind,5-1,44.0,,Week 7Oct 25[9],1971
193,19,<,NR,Florida State,Ind,6-1,16.0,,Week 7Oct 25[9],1971
194,20,<,NR,USC,Pac-8,3-4,13.0,,Week 7Oct 25[9],1971
195,NR,<,17,Purdue,Big Ten,,0.0,,Week 7Oct 25[9],1971
196,NR,<,19,Duke,ACC,,0.0,,Week 7Oct 25[9],1971
197,1,<,1,Nebraska (34),Big 8,8-0,1050.0,W 31-7 H #9 Colorado,Week 8Nov 1[10],1971
198,2,<,2,Oklahoma (17),Big 8,7-0,1010.0,W 43-12 H Iowa State,Week 8Nov 1[10],1971
199,3,<,3,Michigan (2),Big Ten,8-0,840.0,,Week 8Nov 1[10],1971
200,4,<,4,Alabama,SEC,8-0,782.0,,Week 8Nov 1[10],1971
201,5,<,5,Auburn (1),SEC,7-0,617.0,,Week 8Nov 1[10],1971
202,6,<,6,Penn State (1),Ind,7-0,595.0,,Week 8Nov 1[10],1971
203,7,<,7,Georgia,SEC,8-0,517.0,,Week 8Nov 1[10],1971
204,8,<,12,Notre Dame,Ind,6-1,374.0,,Week 8Nov 1[10],1971
205,9,<,10,Ohio State,Big Ten,6-1,354.0,,Week 8Nov 1[10],1971
206,10,<,13,Arizona State,WAC,6-1,251.0,,Week 8Nov 1[10],1971
207,11,<,16,Tennessee,SEC,5-2,164.0,,Week 8Nov 1[10],1971
208,12,<,17,Stanford,Pac-8,6-2,158.0,,Week 8Nov 1[10],1971
209,13,<,9,Colorado,Big 8,6-2,130.0,,Week 8Nov 1[10],1971
210,14,<,15,Toledo,MAC,8-0,129.0,W 45-6 A Miami (OH),Week 8Nov 1[10],1971
211,15,<,14,Texas,Southwest,5-2,126.0,,Week 8Nov 1[10],1971
212,16,<,8,Arkansas,Southwest,6-2,115.0,,Week 8Nov 1[10],1971
213,17,<,20,USC,Pac-8,4-4,54.0,,Week 8Nov 1[10],1971
214,18,<,11,LSU,SEC,5-2,49.0,,Week 8Nov 1[10],1971
215,19,<,NR,Houston,Ind,5-2,36.0,,Week 8Nov 1[10],1971
216,20,<,NR,Washington,Pac-8,6-2,17.0,,Week 8Nov 1[10],1971
217,NR,<,18,Air Force,Ind,,0.0,,Week 8Nov 1[10],1971
218,NR,<,19,Florida State,Ind,,0.0,,Week 8Nov 1[10],1971
219,1,<,1,Nebraska (41),Big 8,9-0,1060.0,W 37-0 H Iowa State,Week 9Nov 8[11],1971
220,2,<,2,Oklahoma (6),Big 8,8-0,968.0,W 20-3 A Missouri,Week 9Nov 8[11],1971
221,3,<,3,Michigan (6),Big Ten,9-0,876.0,,Week 9Nov 8[11],1971
222,4,<,4,Alabama,SEC,9-0,738.0,,Week 9Nov 8[11],1971
223,5,<,6,Penn State (1),Ind,8-0,618.0,,Week 9Nov 8[11],1971
224,6,<,5,Auburn (1),SEC,8-0,601.0,,Week 9Nov 8[11],1971
225,7,<,7,Georgia,SEC,9-0,551.0,,Week 9Nov 8[11],1971
226,8,<,8,Notre Dame,Ind,7-1,446.0,,Week 9Nov 8[11],1971
227,9,<,10,Arizona State,WAC,7-1,283.0,,Week 9Nov 8[11],1971
228,10,<,12,Stanford,Pac-8,7-2,255.0,,Week 9Nov 8[11],1971
229,11,<,11,Tennessee,SEC,6-2,226.0,,Week 9Nov 8[11],1971
230,12,<,13,Colorado,Big 8,7-2,215.0,,Week 9Nov 8[11],1971
231,13,<,15,Texas,Southwest,6-2,138.0,,Week 9Nov 8[11],1971
232,14,<,14,Toledo,MAC,9-0,121.0,W 23-8 A Northern Illinois,Week 9Nov 8[11],1971
233,15,<,17,USC,Pac-8,5-4,59.0,,Week 9Nov 8[11],1971
234,16,<,9,Ohio State,Big Ten,6-2,56.0,,Week 9Nov 8[11],1971
235,17,<,16,Arkansas,Southwest,6-2-1,50.0,,Week 9Nov 8[11],1971
236,18,<,19,Houston,Ind,6-2,47.0,,Week 9Nov 8[11],1971
237,19,<,20,Washington,Pac-8,7-2,36.0,,Week 9Nov 8[11],1971
238,20,<,18,LSU,SEC,5-3,29.0,,Week 9Nov 8[11],1971
239,1,<,1,Nebraska (40),Big 8,10-0,1066.0,W 44-17 A Kansas State,Week 10Nov 15[12],1971
240,2,<,2,Oklahoma (8),Big 8,9-0,986.0,W 56-10 H Kansas,Week 10Nov 15[12],1971
241,3,<,3,Michigan (4),Big Ten,10-0,788.0,,Week 10Nov 15[12],1971
242,4,<,4,Alabama (1),SEC,10-0,775.0,,Week 10Nov 15[12],1971
243,5,<,6,Auburn (1),SEC,9-0,686.0,,Week 10Nov 15[12],1971
244,6,<,5,Penn State (1),Ind,9-0,635.0,,Week 10Nov 15[12],1971
245,7,<,8,Notre Dame,Ind,8-1,446.0,,Week 10Nov 15[12],1971
246,8,<,7,Georgia,SEC,9-1,373.0,,Week 10Nov 15[12],1971
247,9,<,9,Arizona State,WAC,8-1,353.0,,Week 10Nov 15[12],1971
248,10,<,12,Colorado,Big 8,8-2,313.0,,Week 10Nov 15[12],1971
249,11,<,11,Tennessee,SEC,6-2,250.0,,Week 10Nov 15[12],1971
250,12,<,13,Texas,Southwest,7-2,234.5,,Week 10Nov 15[12],1971
251,13,<,14,Toledo,MAC,10-0,143.0,W 43-0 A Marshall,Week 10Nov 15[12],1971
252,14,<,20,LSU,SEC,6-3,95.5,,Week 10Nov 15[12],1971
253,15,<,15,USC,Pac-8,6-4,79.0,,Week 10Nov 15[12],1971
254,16,<,18,Houston,Ind,7-2,78.0,,Week 10Nov 15[12],1971
255,17,<,17,Arkansas,Southwest,7-2-1,51.0,,Week 10Nov 15[12],1971
256,18,<,10,Stanford,Pac-8,7-3,29.0,,Week 10Nov 15[12],1971
257,19,<,NR,Michigan State,Big Ten,6-4,22.0,,Week 10Nov 15[12],1971
258,20,<,NR,Mississippi,SEC,8-2,7.0,,Week 10Nov 15[12],1971
259,NR,<,16,Ohio State,Big Ten,,0.0,,Week 10Nov 15[12],1971
260,NR,<,19,Washington,Pac-8,,0.0,,Week 10Nov 15[12],1971
261,1,<,1,Nebraska (40),Big 8,10-0,1024.0,DNP,Week 11Nov 22[13],1971
262,2,<,2,Oklahoma (8),Big 8,9-0,976.0,DNP,Week 11Nov 22[13],1971
263,3,<,4,Alabama (1),SEC,10-0,740.0,,Week 11Nov 22[13],1971
264,4,<,3,Michigan (3),Big Ten,11-0,695.0,,Week 11Nov 22[13],1971
265,5,<,5,Auburn (1),SEC,9-0,653.0,,Week 11Nov 22[13],1971
266,6,<,6,Penn State (2),Ind,10-0,625.0,,Week 11Nov 22[13],1971
267,7,<,8,Georgia,SEC,9-1,445.0,,Week 11Nov 22[13],1971
268,8,<,10,Colorado,Big 8,9-2,356.0,,Week 11Nov 22[13],1971
269,9,<,9,Arizona State,WAC,9-1,338.0,,Week 11Nov 22[13],1971
270,10,<,14,LSU,SEC,7-3,273.0,,Week 11Nov 22[13],1971
271,11,<,11,Tennessee,SEC,7-2,236.0,,Week 11Nov 22[13],1971
272,12,<,12,Texas,Southwest,7-2,229.0,,Week 11Nov 22[13],1971
273,13,<,7,Notre Dame,Ind,8-2,116.0,,Week 11Nov 22[13],1971
274,14,<,13,Toledo,MAC,11-0,106.5,W 41-6 H Kent State,Week 11Nov 22[13],1971
275,15,<,16,Houston,Ind,8-2,82.0,,Week 11Nov 22[13],1971
276,16,<,18,Stanford,Pac-8,8-3,73.0,,Week 11Nov 22[13],1971
277,17,<,17,Arkansas,Southwest,8-2-1,71.0,,Week 11Nov 22[13],1971
278,18,<,20,Mississippi,SEC,8-2,56.0,,Week 11Nov 22[13],1971
279,19,<,NR,North Carolina,ACC,9-2,53.0,,Week 11Nov 22[13],1971
280,20,<,NR,Washington,Pac-8,8-3,50.0,,Week 11Nov 22[13],1971
281,NR,<,15,USC,Pac-8,,0.0,,Week 11Nov 22[13],1971
282,NR,<,19,Michigan State,Big Ten,,0.0,,Week 11Nov 22[13],1971
283,1,<,1,Nebraska (48),Big 8,11-0,1086.0,W 35-31 A #2 Oklahoma,Week 12Nov 29[14],1971
284,2,<,3,Alabama (4),SEC,11-0,938.0,,Week 12Nov 29[14],1971
285,3,<,2,Oklahoma,Big 8,9-1,851.0,L 35-31 H #1 Nebraska,Week 12Nov 29[14],1971
286,4,<,4,Michigan (2),Big Ten,11-0,764.0,,Week 12Nov 29[14],1971
287,5,<,6,Penn State (1),Ind,10-0,740.0,,Week 12Nov 29[14],1971
288,6,<,5,Auburn,SEC,9-1,478.0,,Week 12Nov 29[14],1971
289,7,<,7,Georgia,SEC,10-1,458.0,,Week 12Nov 29[14],1971
290,8,<,8,Colorado,Big 8,9-2,397.0,,Week 12Nov 29[14],1971
291,9,<,9,Arizona State,WAC,10-1,380.0,,Week 12Nov 29[14],1971
292,10,<,10,LSU,SEC,8-3,319.0,,Week 12Nov 29[14],1971
293,11,<,12,Texas,Southwest,8-2,245.0,,Week 12Nov 29[14],1971
294,12,<,11,Tennessee,SEC,8-2,220.0,,Week 12Nov 29[14],1971
295,13,<,14,Toledo,MAC,11-0,128.0,DNP,Week 12Nov 29[14],1971
296,14,<,13,Notre Dame,Ind,8-2,122.0,,Week 12Nov 29[14],1971
297,15,<,15,Houston,Ind,9-2,104.0,,Week 12Nov 29[14],1971
298,16,<,16,Stanford,Pac-8,8-3,46.0,,Week 12Nov 29[14],1971
299,16,<,17,Arkansas,Southwest,8-2-1,46.0,,Week 12Nov 29[14],1971
300,18,<,18,Mississippi,SEC,9-2,24.0,,Week 12Nov 29[14],1971
301,18,<,19,North Carolina,ACC,9-2,24.0,,Week 12Nov 29[14],1971
302,20,<,20,Washington,Pac-8,8-3,19.0,,Week 12Nov 29[14],1971
303,1,<,1,Nebraska (48),Big 8,12-0,1086.0,W 45-3 A Hawaii,Week 13Dec 6[15],1971
304,2,<,2,Alabama (4),SEC,11-0,954.0,,Week 13Dec 6[15],1971
305,3,<,3,Oklahoma,Big 8,10-1,880.0,W 58-14 A Oklahoma State,Week 13Dec 6[15],1971
306,4,<,4,Michigan (3),Big Ten,11-0,797.0,,Week 13Dec 6[15],1971
307,5,<,6,Auburn,SEC,9-1,581.0,,Week 13Dec 6[15],1971
308,6,<,7,Georgia,SEC,10-1,480.0,,Week 13Dec 6[15],1971
309,7,<,8,Colorado,Big 8,9-2,432.0,,Week 13Dec 6[15],1971
310,8,<,9,Arizona State,WAC,10-1,394.0,,Week 13Dec 6[15],1971
311,9,<,12,Tennessee,SEC,9-2,385.0,,Week 13Dec 6[15],1971
312,10,<,5,Penn State,Ind,10-1,334.0,,Week 13Dec 6[15],1971
313,11,<,10,LSU,SEC,8-3,307.0,,Week 13Dec 6[15],1971
