,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,2,Ohio State (41),Big Ten,0-0,558.0,DNP,PreseasonAug[2],1962
1,2,<,3,Texas (1),Southwest,0-0,372.0,DNP,PreseasonAug[2],1962
2,3,<,1,Alabama (3),SEC,0-0,325.0,DNP,PreseasonAug[2],1962
3,4,<,8,Michigan State (2),Big Ten,0-0,278.0,DNP,PreseasonAug[2],1962
4,5,<,4,LSU,SEC,0-0,227.0,DNP,PreseasonAug[2],1962
5,6,<,5,Mississippi (2),SEC,0-0,207.0,DNP,PreseasonAug[2],1962
6,7,<,NR,Purdue (1),Big Ten,0-0,173.0,DNP,PreseasonAug[2],1962
7,8,<,NR,Duke,ACC,0-0,123.0,DNP,PreseasonAug[2],1962
8,9,<,NR,Penn State,Ind,0-0,111.0,DNP,PreseasonAug[2],1962
9,10,<,NR,Washington,AAWU,0-0,86.0,DNP,PreseasonAug[2],1962
10,NR,<,6,Minnesota,Big Ten,0-0,0.0,DNP,PreseasonAug[2],1962
11,NR,<,9,Arkansas,Southwest,0-0,0.0,DNP,PreseasonAug[2],1962
12,NR,<,10,Utah State,Ind,0-0,0.0,DNP,PreseasonAug[2],1962
13,NR,<,NR,Arizona,WAC,0-0,0.0,DNP,PreseasonAug[2],1962
14,NR,<,NR,Georgia Tech,SEC,0-0,0.0,DNP,PreseasonAug[2],1962
15,NR,<,NR,Missouri,Big 8,0-0,0.0,DNP,PreseasonAug[2],1962
16,NR,<,NR,Rice,Southwest,0-0,0.0,DNP,PreseasonAug[2],1962
17,NR,<,NR,Rutgers,MID3,0-0,0.0,DNP,PreseasonAug[2],1962
18,NR,<,NR,UCLA,AAWU,0-0,0.0,DNP,PreseasonAug[2],1962
19,NR,<,7,Colorado,Big 8,,,,PreseasonAug[2],1962
20,1,<,3,Alabama (14),SEC,1-0,342.0,W 35-0 H Georgia,Week 1Sep 24[3],1962
21,2,<,1,Ohio State (19),Big Ten,0-0,298.0,DNP,Week 1Sep 24[3],1962
22,3,<,2,Texas (3),Southwest,1-0,261.0,,Week 1Sep 24[3],1962
23,4,<,9,Penn State (3),Ind,1-0,253.0,,Week 1Sep 24[3],1962
24,5,<,5,LSU,SEC,1-0,207.0,,Week 1Sep 24[3],1962
25,6,<,4,Michigan State,Big Ten,0-0,160.0,DNP,Week 1Sep 24[3],1962
26,7,<,6,Mississippi (1),SEC,1-0,123.0,,Week 1Sep 24[3],1962
27,8,<,NR,Georgia Tech,SEC,1-0,103.0,,Week 1Sep 24[3],1962
28,9,<,NR,USC,AAWU,1-0,102.0,,Week 1Sep 24[3],1962
29,10,<,NR,Missouri,Big 8,1-0,42.0,,Week 1Sep 24[3],1962
30,NR,<,7,Purdue,Big Ten,,0.0,,Week 1Sep 24[3],1962
31,NR,<,8,Duke,ACC,,0.0,,Week 1Sep 24[3],1962
32,NR,<,10,Washington,AAWU,,0.0,,Week 1Sep 24[3],1962
33,1,<,2,Ohio State (18),Big Ten,1-0,335.0,W 41-7 H North Carolina,Week 2Oct 1[4],1962
