,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,4,Pittsburgh (36),Ind,0-0,1092,DNP,PreseasonAug 29[1],1982
1,2,<,10,Washington (15),Pac-10,0-0,1064,DNP,PreseasonAug 29[1],1982
2,3,<,7,Alabama (3),SEC,0-0,966,DNP,PreseasonAug 29[1],1982
3,4,<,11,Nebraska (2),Big 8,0-0,949,DNP,PreseasonAug 29[1],1982
4,5,<,9,North Carolina (2),ACC,0-0,863,DNP,PreseasonAug 29[1],1982
5,6,<,5,SMU,Southwest,0-0,743,DNP,PreseasonAug 29[1],1982
6,7,<,6,Georgia,SEC,0-0,698,DNP,PreseasonAug 29[1],1982
7,8,<,3,Penn State,Ind,0-0,682,DNP,PreseasonAug 29[1],1982
8,9,<,20,Oklahoma,Big 8,0-0,638,DNP,PreseasonAug 29[1],1982
9,10,<,14,USC,Pac-10,0-0,624,DNP,PreseasonAug 29[1],1982
10,11,<,1,Clemson (1),ACC,0-0,561,DNP,PreseasonAug 29[1],1982
11,12,<,12,Michigan,Big Ten,0-0,552,DNP,PreseasonAug 29[1],1982
12,13,<,NR,Arkansas,Southwest,0-0,471,DNP,PreseasonAug 29[1],1982
13,14,<,15,Ohio State,Big Ten,0-0,423,DNP,PreseasonAug 29[1],1982
14,15,<,8,Miami (FL),Ind,0-0,396,DNP,PreseasonAug 29[1],1982
15,16,<,NR,Florida,SEC,0-0,357,DNP,PreseasonAug 29[1],1982
16,17,<,2,Texas,Southwest,0-0,236,DNP,PreseasonAug 29[1],1982
17,18,<,NR,Notre Dame,Ind,0-0,157,DNP,PreseasonAug 29[1],1982
18,19,<,16,Arizona State,Pac-10,0-0,155,DNP,PreseasonAug 29[1],1982
19,20,<,NR,UCLA,Pac-10,0-0,150,DNP,PreseasonAug 29[1],1982
20,NR,<,13,BYU,WAC,0-0,0,DNP,PreseasonAug 29[1],1982
21,NR,<,17,West Virginia,Ind,0-0,0,DNP,PreseasonAug 29[1],1982
22,NR,<,18,Iowa,Big Ten,0-0,0,DNP,PreseasonAug 29[1],1982
23,NR,<,19,Missouri,Big 8,0-0,0,DNP,PreseasonAug 29[1],1982
24,1,<,1,Pittsburgh (33),Ind,0-0,1082,DNP,Week 1Sep 6[2],1982
25,2,<,2,Washington (16),Pac-10,0-0,1007,DNP,Week 1Sep 6[2],1982
26,3,<,4,Nebraska (2),Big 8,0-0,918,DNP,Week 1Sep 6[2],1982
27,4,<,3,Alabama (2),SEC,0-0,916,DNP,Week 1Sep 6[2],1982
28,5,<,5,North Carolina (2),ACC,0-0,825,DNP,Week 1Sep 6[2],1982
29,6,<,7,Georgia (1),SEC,1-0,811,,Week 1Sep 6[2],1982
30,7,<,8,Penn State,Ind,1-0,731,,Week 1Sep 6[2],1982
31,8,<,6,SMU,Southwest,0-0,722,DNP,Week 1Sep 6[2],1982
32,9,<,9,Oklahoma,Big 8,0-0,593,DNP,Week 1Sep 6[2],1982
33,10,<,10,USC,Pac-10,0-0,573,DNP,Week 1Sep 6[2],1982
34,11,<,16,Florida,SEC,1-0,549,,Week 1Sep 6[2],1982
35,12,<,12,Michigan,Big Ten,0-0,538,DNP,Week 1Sep 6[2],1982
36,13,<,13,Arkansas,Southwest,0-0,492,DNP,Week 1Sep 6[2],1982
37,14,<,14,Ohio State,Big Ten,0-0,394,DNP,Week 1Sep 6[2],1982
38,15,<,19,Arizona State,Pac-10,1-0,306,,Week 1Sep 6[2],1982
39,16,<,11,Clemson,ACC,0-1,236,,Week 1Sep 6[2],1982
40,17,<,17,Texas,Southwest,0-0,181,DNP,Week 1Sep 6[2],1982
41,18,<,20,UCLA,Pac-10,0-0,173,DNP,Week 1Sep 6[2],1982
42,19,<,15,Miami (FL),Ind,0-1,162,,Week 1Sep 6[2],1982
43,20,<,18,Notre Dame,Ind,0-0,112,DNP,Week 1Sep 6[2],1982
44,1,<,2,Washington (28),Pac-10,1-0,1132,W 55-0 H UTEP,Week 2Sep 13[2],1982
45,2,<,1,Pittsburgh (16),Ind,1-0,1078,W 7-6 H #5 North Carolina,Week 2Sep 13[2],1982
46,3,<,3,Nebraska (10),Big 8,1-0,1073,,Week 2Sep 13[2],1982
47,4,<,4,Alabama (6),SEC,1-0,1021,,Week 2Sep 13[2],1982
48,5,<,11,Florida,SEC,2-0,886,,Week 2Sep 13[2],1982
49,6,<,8,SMU,Southwest,1-0,872,,Week 2Sep 13[2],1982
50,7,<,6,Georgia,SEC,2-0,846,,Week 2Sep 13[2],1982
51,8,<,7,Penn State,Ind,2-0,769,,Week 2Sep 13[2],1982
52,9,<,13,Arkansas,Southwest,1-0,693,,Week 2Sep 13[2],1982
53,10,<,12,Michigan,Big Ten,1-0,667,,Week 2Sep 13[2],1982
54,11,<,5,North Carolina,ACC,0-1,572,,Week 2Sep 13[2],1982
55,12,<,14,Ohio State,Big Ten,1-0,426,,Week 2Sep 13[2],1982
56,13,<,15,Arizona State,Pac-10,2-0,404,,Week 2Sep 13[2],1982
57,14,<,18,UCLA,Pac-10,1-0,358,,Week 2Sep 13[2],1982
58,15,<,19,Miami (FL),Ind,1-1,324,,Week 2Sep 13[2],1982
59,16,<,16,Clemson,ACC,0-1,291,,Week 2Sep 13[2],1982
60,17,<,NR,West Virginia,Ind,1-0,279,,Week 2Sep 13[2],1982
61,18,<,17,Texas,Southwest,0-0,243,DNP,Week 2Sep 13[2],1982
62,19,<,10,USC,Pac-10,0-1,185,,Week 2Sep 13[2],1982
63,20,<,20,Notre Dame,Ind,0-0,119,DNP,Week 2Sep 13[2],1982
64,NR,<,9,Oklahoma,Big 8,0-1,0,L 41-27 H West Virginia,Week 2Sep 13[2],1982
65,1,<,1,Washington (25),Pac-10,2-0,1045,W 23-13 A Arizona,Week 3Sep 20[2],1982
66,2,<,3,Nebraska (12),Big 8,2-0,1011,,Week 3Sep 20[2],1982
67,3,<,2,Pittsburgh (10),Ind,2-0,989,,Week 3Sep 20[2],1982
68,4,<,4,Alabama (8),SEC,2-0,945,,Week 3Sep 20[2],1982
69,5,<,5,Florida,SEC,2-0,832,,Week 3Sep 20[2],1982
70,6,<,6,SMU,Southwest,2-0,802,,Week 3Sep 20[2],1982
71,7,<,7,Georgia,SEC,2-0,783,,Week 3Sep 20[2],1982
72,8,<,8,Penn State,Ind,3-0,732,,Week 3Sep 20[2],1982
73,9,<,9,Arkansas,Southwest,2-0,595,,Week 3Sep 20[2],1982
74,10,<,20,Notre Dame,Ind,1-0,530,,Week 3Sep 20[2],1982
75,11,<,11,North Carolina,ACC,1-1,489,,Week 3Sep 20[2],1982
76,12,<,14,UCLA,Pac-10,2-0,474,,Week 3Sep 20[2],1982
77,13,<,12,Ohio State,Big Ten,2-0,457,,Week 3Sep 20[2],1982
78,14,<,13,Arizona State,Pac-10,3-0,437,,Week 3Sep 20[2],1982
79,15,<,17,West Virginia,Ind,2-0,268,,Week 3Sep 20[2],1982
80,16,<,15,Miami (FL),Ind,2-1,250,,Week 3Sep 20[2],1982
81,17,<,18,Texas,Southwest,1-0,195,,Week 3Sep 20[2],1982
82,18,<,19,USC,Pac-10,1-1,178,,Week 3Sep 20[2],1982
83,19,<,NR,Illinois,Big Ten,3-0,159,,Week 3Sep 20[2],1982
84,20,<,10,Michigan,Big Ten,1-1,146,,Week 3Sep 20[2],1982
85,NR,<,16,Clemson,ACC,,0,,Week 3Sep 20[2],1982
86,1,<,1,Washington (25),Pac-10,3-0,1114,W 37-21 H Oregon,Week 4Sep 27[2],1982
87,2,<,3,Pittsburgh (19),Ind,3-0,1107,,Week 4Sep 27[2],1982
88,3,<,8,Penn State (7),Ind,4-0,1032,,Week 4Sep 27[2],1982
