,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year,BCS
43,RV,<,NR,TCU,WAC,0-0,1,DNP,PreseasonAug 15[1],1999,
44,RV,<,NR,Texas Tech,Big 12,0-0,1,DNP,PreseasonAug 15[1],1999,
45,RV,<,NR,Utah,MWC,0-0,1,DNP,PreseasonAug 15[1],1999,
46,RV,<,NR,West Virginia,Big East,0-0,1,DNP,PreseasonAug 15[1],1999,
47,RV,<,NR,Western Michigan,MAC,0-0,1,DNP,PreseasonAug 15[1],1999,
48,NR,<,7,Tulane,CUSA,0-0,0,DNP,PreseasonAug 15[1],1999,
49,1,<,1,Florida State (28),ACC,1-0,1671,W 41-7 H Louisiana Tech,Week 1Aug 30[2],1999,
50,2,<,3,Penn State (26),Big Ten,1-0,1663,,Week 1Aug 30[2],1999,
51,3,<,2,Tennessee (13),SEC,0-0,1610,DNP,Week 1Aug 30[2],1999,
52,4,<,5,Florida (1),SEC,0-0,1429,DNP,Week 1Aug 30[2],1999,
53,5,<,6,Nebraska,Big 12,0-0,1376,DNP,Week 1Aug 30[2],1999,
54,6,<,7,Texas A&M,Big 12,0-0,1368,DNP,Week 1Aug 30[2],1999,
55,7,<,8,Michigan,Big Ten,0-0,1328,DNP,Week 1Aug 30[2],1999,
56,8,<,12,Miami (FL),Big East,1-0,1238,,Week 1Aug 30[2],1999,
57,9,<,10,Wisconsin,Big Ten,0-0,1146,DNP,Week 1Aug 30[2],1999,
58,10,<,11,Georgia Tech,ACC,0-0,1048,DNP,Week 1Aug 30[2],1999,
59,11,<,13,Virginia Tech (1),Big East,0-0,951,DNP,Week 1Aug 30[2],1999,
60,12,<,14,Georgia,SEC,0-0,900,DNP,Week 1Aug 30[2],1999,
61,13,<,9,Ohio State,Big Ten,0-1,766,,Week 1Aug 30[2],1999,
62,14,<,15,Colorado,Big 12,0-0,687,DNP,Week 1Aug 30[2],1999,
63,15,<,4,Arizona,Pac-10,0-1,656,L 41-7 A Penn State (Pigskin Classic),Week 1Aug 30[2],1999,
64,16,<,18,Notre Dame,Ind,1-0,655,,Week 1Aug 30[2],1999,
65,17,<,16,UCLA,Pac-10,0-0,606,DNP,Week 1Aug 30[2],1999,
66,18,<,22,Arkansas,SEC,0-0,489,DNP,Week 1Aug 30[2],1999,
67,19,<,20,Kansas State,Big 12,0-0,488,DNP,Week 1Aug 30[2],1999,
68,20,<,20,Alabama,SEC,0-0,463,DNP,Week 1Aug 30[2],1999,
69,21,<,19,USC,Pac-10,0-0,455,DNP,Week 1Aug 30[2],1999,
70,22,<,23,Purdue,Big Ten,0-0,385,DNP,Week 1Aug 30[2],1999,
71,23,<,24,Virginia,ACC,0-0,241,DNP,Week 1Aug 30[2],1999,
72,24,<,NR,NC State,ACC,1-0,174,,Week 1Aug 30[2],1999,
73,25,<,25,Arizona State,Pac-10,0-0,125,DNP,Week 1Aug 30[2],1999,
74,NR,<,17,Texas,Big 12,,0,,Week 1Aug 30[2],1999,
75,1,<,1,Florida State (31),ACC,1-0,1698,DNP,Week 2Sep 6[3],1999,
76,2,<,2,Penn State (26),Big Ten,2-0,1691,,Week 2Sep 6[3],1999,
77,3,<,3,Tennessee (11),SEC,1-0,1631,,Week 2Sep 6[3],1999,
78,4,<,4,Florida (1),SEC,1-0,1446,,Week 2Sep 6[3],1999,
79,5,<,5,Nebraska,Big 12,1-0,1402,,Week 2Sep 6[3],1999,
80,6,<,7,Michigan,Big Ten,1-0,1394,,Week 2Sep 6[3],1999,
81,7,<,6,Texas A&M,Big 12,1-0,1371,,Week 2Sep 6[3],1999,
82,8,<,8,Miami (FL),Big East,2-0,1258,,Week 2Sep 6[3],1999,
83,9,<,9,Wisconsin,Big Ten,1-0,1183,,Week 2Sep 6[3],1999,
84,10,<,10,Georgia Tech,ACC,1-0,1091,,Week 2Sep 6[3],1999,
85,11,<,11,Virginia Tech (1),Big East,1-0,1025,,Week 2Sep 6[3],1999,
86,12,<,12,Georgia,SEC,1-0,974,,Week 2Sep 6[3],1999,
87,13,<,13,Ohio State,Big Ten,0-1,786,,Week 2Sep 6[3],1999,
88,14,<,17,UCLA,Pac-10,1-0,719,,Week 2Sep 6[3],1999,
89,15,<,18,Arkansas,SEC,1-0,626,,Week 2Sep 6[3],1999,
90,16,<,16,Notre Dame,Ind,1-1,573,,Week 2Sep 6[3],1999,
91,17,<,19,Kansas State,Big 12,0-0,526,DNP,Week 2Sep 6[3],1999,
92,18,<,21,USC,Pac-10,1-0,524,,Week 2Sep 6[3],1999,
93,19,<,15,Arizona,Pac-10,1-1,517,W 35-31 A TCU,Week 2Sep 6[3],1999,
94,20,<,22,Purdue,Big Ten,1-0,510,,Week 2Sep 6[3],1999,
95,21,<,20,Alabama,SEC,1-0,434,,Week 2Sep 6[3],1999,
96,22,<,23,Virginia,ACC,1-0,314,,Week 2Sep 6[3],1999,
97,23,<,24,NC State,ACC,2-0,209,,Week 2Sep 6[3],1999,
98,24,<,NR,Colorado State,MWC,1-0,176,W 41-14 N Colorado,Week 2Sep 6[3],1999,
99,25,<,25,Arizona State,Pac-10,0-0,124,DNP,Week 2Sep 6[3],1999,
100,NR,<,14,Colorado,Big 12,,0,,Week 2Sep 6[3],1999,
101,1,<,1,Florida State (49),ACC,2-0,1725,W 41-35 H #10 Georgia Tech,Week 3Sep 12[4],1999,
102,2,<,3,Tennessee (13),SEC,1-0,1650,,Week 3Sep 12[4],1999,
103,3,<,2,Penn State (6),Big Ten,3-0,1619,,Week 3Sep 12[4],1999,
104,4,<,4,Florida (1),SEC,2-0,1446,,Week 3Sep 12[4],1999,
105,4,<,5,Nebraska,Big 12,2-0,1446,,Week 3Sep 12[4],1999,
106,6,<,6,Michigan,Big Ten,2-0,1403,,Week 3Sep 12[4],1999,
107,7,<,7,Texas A&M,Big 12,1-0,1342,,Week 3Sep 12[4],1999,
108,8,<,8,Miami (FL),Big East,2-0,1267,,Week 3Sep 12[4],1999,
109,9,<,9,Wisconsin,Big Ten,2-0,1184,,Week 3Sep 12[4],1999,
110,10,<,11,Virginia Tech (1),Big East,2-0,1046,,Week 3Sep 12[4],1999,
111,11,<,12,Georgia,SEC,2-0,996,,Week 3Sep 12[4],1999,
112,12,<,10,Georgia Tech,ACC,1-1,981,,Week 3Sep 12[4],1999,
113,13,<,13,Ohio State,Big Ten,1-1,901,,Week 3Sep 12[4],1999,
114,14,<,20,Purdue,Big Ten,2-0,764,,Week 3Sep 12[4],1999,
115,15,<,15,Arkansas,SEC,1-0,677,,Week 3Sep 12[4],1999,
116,16,<,17,Kansas State,Big 12,1-0,654,,Week 3Sep 12[4],1999,
117,17,<,18,USC,Pac-10,1-0,602,,Week 3Sep 12[4],1999,
118,18,<,21,Alabama,SEC,2-0,550,,Week 3Sep 12[4],1999,
119,19,<,19,Arizona,Pac-10,2-1,452,W 34-19 H Middle Tennessee,Week 3Sep 12[4],1999,
120,20,<,23,NC State,ACC,3-0,349,,Week 3Sep 12[4],1999,
121,21,<,14,UCLA,Pac-10,1-1,303,,Week 3Sep 12[4],1999,
122,22,<,25,Arizona State,Pac-10,1-0,234,,Week 3Sep 12[4],1999,
123,23,<,24,Colorado State,MWC,2-0,207,W 38-33 H Nevada,Week 3Sep 12[4],1999,
124,24,<,16,Notre Dame,Ind,1-2,171,,Week 3Sep 12[4],1999,
125,25,<,NR,BYU,MWC,1-0,156,,Week 3Sep 12[4],1999,
126,NR,<,22,Virginia,ACC,,0,,Week 3Sep 12[4],1999,
127,1,<,1,Florida State (59),ACC,3-0,1738,W 42-11 H #20 NC State,Week 4Sep 19[5],1999,
128,2,<,3,Penn State (7),Big Ten,4-0,1658,,Week 4Sep 19[5],1999,
129,3,<,4,Florida (3),SEC,3-0,1628,,Week 4Sep 19[5],1999,
130,4,<,6,Michigan,Big Ten,3-0,1447,,Week 4Sep 19[5],1999,
131,5,<,7,Texas A&M,Big 12,2-0,1426,,Week 4Sep 19[5],1999,
132,6,<,4,Nebraska,Big 12,3-0,1412,,Week 4Sep 19[5],1999,
133,7,<,2,Tennessee,SEC,1-1,1396,,Week 4Sep 19[5],1999,
134,8,<,10,Virginia Tech (1),Big East,2-0,1157,,Week 4Sep 19[5],1999,
135,9,<,8,Miami (FL),Big East,2-1,1130,,Week 4Sep 19[5],1999,
136,10,<,12,Georgia Tech,ACC,2-1,1101,,Week 4Sep 19[5],1999,
137,11,<,11,Georgia,SEC,2-0,1096,,Week 4Sep 19[5],1999,
138,12,<,13,Ohio State,Big Ten,2-1,960,,Week 4Sep 19[5],1999,
139,13,<,14,Purdue,Big Ten,3-0,927,,Week 4Sep 19[5],1999,
140,14,<,15,Arkansas,SEC,2-0,858,,Week 4Sep 19[5],1999,
141,15,<,16,Kansas State,Big 12,2-0,778,,Week 4Sep 19[5],1999,
142,16,<,17,USC,Pac-10,2-0,637,,Week 4Sep 19[5],1999,
143,17,<,25,BYU,MWC,2-0,526,,Week 4Sep 19[5],1999,
144,18,<,21,UCLA,Pac-10,2-1,452,,Week 4Sep 19[5],1999,
145,19,<,NR,Michigan State,Big Ten,3-0,435,,Week 4Sep 19[5],1999,
146,20,<,9,Wisconsin,Big Ten,2-1,390,,Week 4Sep 19[5],1999,
147,21,<,NR,Marshall,MAC,3-0,297,W 35-16 H Bowling Green,Week 4Sep 19[5],1999,
148,22,<,NR,Texas,Big 12,3-1,252,,Week 4Sep 19[5],1999,
149,23,<,NR,Mississippi State,SEC,3-0,211,,Week 4Sep 19[5],1999,
150,24,<,NR,Air Force,MWC,2-0,145,,Week 4Sep 19[5],1999,
151,25,<,20,NC State,ACC,3-1,142,,Week 4Sep 19[5],1999,
152,NR,<,18,Alabama,SEC,,0,,Week 4Sep 19[5],1999,
153,NR,<,19,Arizona,Pac-10,,0,L 50-22 H Stanford,Week 4Sep 19[5],1999,
154,NR,<,22,Arizona State,Pac-10,,0,,Week 4Sep 19[5],1999,
155,NR,<,23,Colorado State,MWC,,0,,Week 4Sep 19[5],1999,
156,NR,<,24,Notre Dame,Ind,,0,,Week 4Sep 19[5],1999,
157,1,<,1,Florida State (61),ACC,4-0,1740,W 42-10 A North Carolina,Week 5Sep 26[6],1999,
158,2,<,2,Penn State (5),Big Ten,5-0,1659,,Week 5Sep 26[6],1999,
159,3,<,3,Florida (3),SEC,4-0,1623,,Week 5Sep 26[6],1999,
160,4,<,4,Michigan,Big Ten,4-0,1500,,Week 5Sep 26[6],1999,
161,5,<,5,Texas A&M,Big 12,3-0,1447,,Week 5Sep 26[6],1999,
162,6,<,6,Nebraska,Big 12,4-0,1433,,Week 5Sep 26[6],1999,
163,7,<,7,Tennessee,SEC,2-1,1273,,Week 5Sep 26[6],1999,
164,8,<,8,Virginia Tech (1),Big East,3-0,1255,,Week 5Sep 26[6],1999,
165,9,<,10,Georgia Tech,ACC,2-1,1153,,Week 5Sep 26[6],1999,
166,10,<,11,Georgia,SEC,3-0,1052,,Week 5Sep 26[6],1999,
167,11,<,13,Purdue,Big Ten,4-0,1050,,Week 5Sep 26[6],1999,
168,12,<,12,Ohio State,Big Ten,3-1,1036,,Week 5Sep 26[6],1999,
169,13,<,15,Kansas State,Big 12,3-0,885,,Week 5Sep 26[6],1999,
170,14,<,19,Michigan State,Big Ten,4-0,853,,Week 5Sep 26[6],1999,
171,15,<,22,Texas,Big 12,4-1,676,,Week 5Sep 26[6],1999,
172,16,<,23,Mississippi State,SEC,4-0,568,,Week 5Sep 26[6],1999,
173,17,<,21,Marshall,MAC,4-0,513,W 34-0 H Temple,Week 5Sep 26[6],1999,
174,18,<,9,Miami (FL),Big East,2-2,451,,Week 5Sep 26[6],1999,
175,19,<,NR,East Carolina,CUSA,4-0,408,W 27-23 N Miami (FL),Week 5Sep 26[6],1999,
176,20,<,14,Arkansas,SEC,2-1,344,,Week 5Sep 26[6],1999,
177,21,<,NR,Alabama,SEC,3-1,318,,Week 5Sep 26[6],1999,
178,22,<,NR,Syracuse,Big East,3-1,288,,Week 5Sep 26[6],1999,
179,23,<,NR,Oklahoma,Big 12,3-0,204,W 42-21 H Louisville,Week 5Sep 26[6],1999,
180,24,<,NR,Virginia,ACC,3-1,175,,Week 5Sep 26[6],1999,
181,25,<,NR,Oregon,Pac-10,3-1,158,,Week 5Sep 26[6],1999,
182,RV,<,NR,Stanford,Pac-10,,142,,Week 5Sep 26[6],1999,
183,RV,<,16,USC,Pac-10,,140,,Week 5Sep 26[6],1999,
184,RV,<,20,Wisconsin,Big Ten,,138,,Week 5Sep 26[6],1999,
185,RV,<,17,BYU,MWC,,94,,Week 5Sep 26[6],1999,
186,RV,<,NR,Maryland,ACC,,27,,Week 5Sep 26[6],1999,
187,RV,<,NR,Mississippi,SEC,,27,,Week 5Sep 26[6],1999,
188,RV,<,18,UCLA,Pac-10,,25,,Week 5Sep 26[6],1999,
189,RV,<,NR,Wyoming,MWC,,21,,Week 5Sep 26[6],1999,
190,RV,<,NR,Southern Miss,CUSA,,14,,Week 5Sep 26[6],1999,
191,RV,<,NR,Utah,MWC,,14,,Week 5Sep 26[6],1999,
192,RV,<,NR,Minnesota,Big Ten,,12,,Week 5Sep 26[6],1999,
193,RV,<,24,Air Force,MWC,,9,,Week 5Sep 26[6],1999,
194,RV,<,NR,Arizona,Pac-10,,9,,Week 5Sep 26[6],1999,
195,RV,<,NR,Auburn,SEC,,5,,Week 5Sep 26[6],1999,
196,RV,<,NR,Vanderbilt,SEC,,5,,Week 5Sep 26[6],1999,
197,RV,<,NR,Wake Forest,ACC,,3,,Week 5Sep 26[6],1999,
198,RV,<,NR,Illinois,Big Ten,,2,,Week 5Sep 26[6],1999,
199,RV,<,NR,Oregon State,Pac-10,,1,,Week 5Sep 26[6],1999,
200,NR,<,25,NC State,ACC,,0,,Week 5Sep 26[6],1999,
201,1,<,1,Florida State (64),ACC,5-0,1744,W 51-23 N Duke,Week 6Oct 3[7],1999,
202,2,<,2,Penn State (5),Big Ten,5-0,1672,,Week 6Oct 3[7],1999,
203,3,<,4,Michigan,Big Ten,5-0,1606,,Week 6Oct 3[7],1999,
204,4,<,6,Nebraska,Big 12,5-0,1537,,Week 6Oct 3[7],1999,
205,5,<,8,Virginia Tech (1),Big East,4-0,1427,,Week 6Oct 3[7],1999,
206,6,<,7,Tennessee,SEC,3-1,1346,,Week 6Oct 3[7],1999,
207,7,<,9,Georgia Tech,ACC,3-1,1294,,Week 6Oct 3[7],1999,
208,8,<,3,Florida,SEC,4-1,1211,,Week 6Oct 3[7],1999,
209,9,<,13,Kansas State,Big 12,4-0,1151,,Week 6Oct 3[7],1999,
210,10,<,10,Georgia,SEC,4-0,1145,,Week 6Oct 3[7],1999,
211,11,<,14,Michigan State,Big Ten,5-0,1111,,Week 6Oct 3[7],1999,
212,12,<,21,Alabama,SEC,4-1,858,,Week 6Oct 3[7],1999,
213,13,<,5,Texas A&M,Big 12,3-1,855,,Week 6Oct 3[7],1999,
214,14,<,16,Mississippi State,SEC,5-0,851,,Week 6Oct 3[7],1999,
215,15,<,17,Marshall,MAC,5-0,692,W 32-14 A Miami (OH),Week 6Oct 3[7],1999,
216,16,<,19,East Carolina,CUSA,5-0,690,W 33-14 A Army,Week 6Oct 3[7],1999,
217,17,<,11,Purdue,Big Ten,4-1,649,,Week 6Oct 3[7],1999,
218,18,<,22,Syracuse,Big East,4-1,586,,Week 6Oct 3[7],1999,
219,19,<,18,Miami (FL),Big East,2-2,487,,Week 6Oct 3[7],1999,
220,20,<,NR,Wisconsin,Big Ten,3-2,425,,Week 6Oct 3[7],1999,
221,21,<,12,Ohio State,Big Ten,3-2,313,,Week 6Oct 3[7],1999,
222,22,<,NR,USC,Pac-10,3-1,281,,Week 6Oct 3[7],1999,
223,23,<,15,Texas,Big 12,4-2,218,,Week 6Oct 3[7],1999,
224,24,<,NR,BYU,MWC,3-1,121,,Week 6Oct 3[7],1999,
225,25,<,NR,Minnesota,Big Ten,4-0,102,,Week 6Oct 3[7],1999,
226,NR,<,20,Arkansas,SEC,,0,,Week 6Oct 3[7],1999,
227,NR,<,23,Oklahoma,Big 12,3-1,0,L 34-30 A Notre Dame,Week 6Oct 3[7],1999,
228,NR,<,24,Virginia,ACC,,0,,Week 6Oct 3[7],1999,
229,NR,<,25,Oregon,Pac-10,,0,,Week 6Oct 3[7],1999,
230,1,<,1,Florida State (63),ACC,6-0,1743,W 31-21 H #19 Miami (FL),Week 7Oct 10[8],1999,
231,2,<,2,Penn State (6),Big Ten,6-0,1678,,Week 7Oct 10[8],1999,
232,3,<,4,Nebraska,Big 12,6-0,1595,,Week 7Oct 10[8],1999,
233,4,<,5,Virginia Tech (1),Big East,5-0,1497,,Week 7Oct 10[8],1999,
234,5,<,11,Michigan State,Big Ten,6-0,1408,,Week 7Oct 10[8],1999,
235,6,<,6,Tennessee,SEC,4-1,1398,,Week 7Oct 10[8],1999,
236,7,<,8,Florida,SEC,5-1,1282,,Week 7Oct 10[8],1999,
237,8,<,7,Georgia Tech,ACC,4-1,1258,,Week 7Oct 10[8],1999,
238,9,<,9,Kansas State,Big 12,5-0,1212,,Week 7Oct 10[8],1999,
239,10,<,3,Michigan,Big Ten,5-1,1171,,Week 7Oct 10[8],1999,
240,11,<,12,Alabama,SEC,4-1,991,,Week 7Oct 10[8],1999,
241,12,<,14,Mississippi State,SEC,6-0,927,,Week 7Oct 10[8],1999,
242,13,<,13,Texas A&M,Big 12,4-1,926,,Week 7Oct 10[8],1999,
243,14,<,10,Georgia,SEC,4-1,778,,Week 7Oct 10[8],1999,
244,15,<,15,Marshall,MAC,5-0,760,DNP,Week 7Oct 10[8],1999,
245,16,<,18,Syracuse,Big East,5-1,715,,Week 7Oct 10[8],1999,
246,17,<,20,Wisconsin,Big Ten,4-2,606,,Week 7Oct 10[8],1999,
247,18,<,21,Ohio State,Big Ten,4-2,588,,Week 7Oct 10[8],1999,
248,19,<,23,Texas,Big 12,5-2,454,,Week 7Oct 10[8],1999,
249,20,<,17,Purdue,Big Ten,4-2,366,,Week 7Oct 10[8],1999,
250,21,<,24,BYU,MWC,4-1,341,,Week 7Oct 10[8],1999,
251,22,<,NR,Mississippi,SEC,5-1,218,,Week 7Oct 10[8],1999,
252,23,<,16,East Carolina,CUSA,5-1,205,L 39-22 H Southern Miss,Week 7Oct 10[8],1999,
253,24,<,19,Miami (FL),Big East,2-3,161,,Week 7Oct 10[8],1999,
254,25,<,NR,Southern Miss,CUSA,3-2,124,W 39-22 A East Carolina,Week 7Oct 10[8],1999,
255,NR,<,22,USC,Pac-10,,0,,Week 7Oct 10[8],1999,
256,NR,<,25,Minnesota,Big Ten,,0,,Week 7Oct 10[8],1999,
257,1,<,1,Florida State (62),ACC,7-0,1742,W 33-10 H Wake Forest,Week 8Oct 17[9],1999,
258,2,<,2,Penn State (6),Big Ten,7-0,1678,,Week 8Oct 17[9],1999,
259,3,<,3,Nebraska,Big 12,6-0,1580,,Week 8Oct 17[9],1999,
260,4,<,4,Virginia Tech (2),Big East,6-0,1561,,Week 8Oct 17[9],1999,
261,5,<,6,Tennessee,SEC,4-1,1419,,Week 8Oct 17[9],1999,
262,6,<,7,Florida,SEC,6-1,1368,,Week 8Oct 17[9],1999,
263,7,<,9,Kansas State,Big 12,6-0,1297,,Week 8Oct 17[9],1999,
264,8,<,8,Georgia Tech,ACC,5-1,1247,,Week 8Oct 17[9],1999,
265,9,<,10,Michigan,Big Ten,5-1,1157,,Week 8Oct 17[9],1999,
266,10,<,11,Alabama,SEC,5-1,1089,,Week 8Oct 17[9],1999,
267,11,<,5,Michigan State,Big Ten,6-1,987,,Week 8Oct 17[9],1999,
268,12,<,12,Mississippi State,SEC,6-0,976,,Week 8Oct 17[9],1999,
269,13,<,13,Texas A&M,Big 12,5-1,934,,Week 8Oct 17[9],1999,
270,14,<,14,Georgia,SEC,5-1,813,,Week 8Oct 17[9],1999,
271,15,<,15,Marshall,MAC,6-0,758,W 38-13 H Toledo,Week 8Oct 17[9],1999,
272,16,<,20,Purdue,Big Ten,5-2,754,,Week 8Oct 17[9],1999,
273,17,<,17,Wisconsin,Big Ten,5-2,717,,Week 8Oct 17[9],1999,
274,18,<,19,Texas,Big 12,5-2,532,,Week 8Oct 17[9],1999,
275,19,<,21,BYU,MWC,5-1,446,,Week 8Oct 17[9],1999,
276,20,<,23,East Carolina,CUSA,5-1,301,DNP,Week 8Oct 17[9],1999,
277,21,<,25,Southern Miss,CUSA,4-2,282,W 24-0 H Army,Week 8Oct 17[9],1999,
278,22,<,18,Ohio State,Big Ten,4-3,220,,Week 8Oct 17[9],1999,
279,23,<,24,Miami (FL),Big East,2-3,186,,Week 8Oct 17[9],1999,
280,24,<,NR,Minnesota,Big Ten,5-1,162,,Week 8Oct 17[9],1999,
281,25,<,22,Mississippi,SEC,5-2,126,,Week 8Oct 17[9],1999,
282,NR,<,16,Syracuse,Big East,,0,,Week 8Oct 17[9],1999,
283,1,<,1,Florida State (55),ACC,8-0,1733,W 17-14 A Clemson,Week 9Oct 24[10],1999,1
284,2,<,2,Penn State (10),Big Ten,8-0,1684,,Week 9Oct 24[10],1999,2
285,3,<,4,Virginia Tech (5),Big East,6-0,1603,,Week 9Oct 24[10],1999,3
286,4,<,5,Tennessee,SEC,5-1,1515,,Week 9Oct 24[10],1999,4
287,5,<,6,Florida,SEC,6-1,1456,,Week 9Oct 24[10],1999,6
288,6,<,7,Kansas State,Big 12,7-0,1412,,Week 9Oct 24[10],1999,5
289,7,<,8,Georgia Tech,ACC,5-1,1329,,Week 9Oct 24[10],1999,8
290,8,<,3,Nebraska,Big 12,6-1,1180,,Week 9Oct 24[10],1999,7
291,8,<,12,Mississippi State,SEC,7-0,1180,,Week 9Oct 24[10],1999,11
292,10,<,14,Georgia,SEC,6-1,1072,,Week 9Oct 24[10],1999,NR
293,11,<,17,Wisconsin,Big Ten,6-2,1010,,Week 9Oct 24[10],1999,9
294,12,<,18,Texas,Big 12,6-2,992,,Week 9Oct 24[10],1999,10
295,13,<,15,Marshall,MAC,7-0,921,W 59-3 A Buffalo,Week 9Oct 24[10],1999,14
296,14,<,10,Alabama,SEC,5-2,805,,Week 9Oct 24[10],1999,13
297,15,<,9,Michigan,Big Ten,5-2,649,,Week 9Oct 24[10],1999,12
298,16,<,19,BYU,MWC,6-1,634,,Week 9Oct 24[10],1999,NR
299,17,<,20,East Carolina,CUSA,6-1,545,W 52-7 H Tulane,Week 9Oct 24[10],1999,NR
300,18,<,16,Purdue,Big Ten,5-3,511,,Week 9Oct 24[10],1999,NR
301,19,<,11,Michigan State,Big Ten,6-2,446,,Week 9Oct 24[10],1999,15
302,20,<,21,Southern Miss,CUSA,5-2,434,W 28-20 H Cincinnati,Week 9Oct 24[10],1999,NR
303,21,<,22,Ohio State,Big Ten,5-3,388,,Week 9Oct 24[10],1999,NR
304,22,<,13,Texas A&M,Big 12,5-2,264,,Week 9Oct 24[10],1999,NR
305,23,<,23,Miami (FL),Big East,3-3,244,,Week 9Oct 24[10],1999,NR
306,24,<,NR,Oklahoma,Big 12,4-2,174,W 51-6 H #13 Texas A&M,Week 9Oct 24[10],1999,NR
307,25,<,25,Mississippi,SEC,5-2,171,,Week 9Oct 24[10],1999,NR
308,NR,<,24,Minnesota,Big Ten,,0,,Week 9Oct 24[10],1999,NR
309,1,<,1,Florida State (55),ACC,9-0,1732,W 35-10 A Virginia,Week 10Oct 31[11],1999,1
310,2,<,2,Penn State (9),Big Ten,9-0,1683,,Week 10Oct 31[11],1999,2
311,3,<,3,Virginia Tech (6),Big East,7-0,1607,,Week 10Oct 31[11],1999,3
312,4,<,4,Tennessee,SEC,6-1,1507,,Week 10Oct 31[11],1999,5
313,5,<,5,Florida,SEC,7-1,1470,,Week 10Oct 31[11],1999,4
