,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,9,Purdue (14),Big Ten,0-0,567.0,DNP,PreseasonAug[1],1968
1,2,<,1,USC (10),Pac-8,0-0,549.0,DNP,PreseasonAug[1],1968
2,3,<,5,Notre Dame (3),Ind,0-0,542.0,DNP,PreseasonAug[1],1968
3,4,<,3,Oklahoma,Big 8,0-0,331.0,DNP,PreseasonAug[1],1968
4,5,<,NR,Texas (3),Southwest,0-0,330.0,DNP,PreseasonAug[1],1968
5,6,<,7,Oregon State (2),Pac-8,0-0,271.0,DNP,PreseasonAug[1],1968
6,7,<,NR,Florida (1),SEC,0-0,269.0,DNP,PreseasonAug[1],1968
7,8,<,10,Penn State,Ind,0-0,198.0,DNP,PreseasonAug[1],1968
8,9,<,2,Tennessee,SEC,0-0,195.0,DNP,PreseasonAug[1],1968
9,10,<,8,Alabama,SEC,0-0,192.0,DNP,PreseasonAug[1],1968
10,11,<,NR,Ohio State,Big Ten,0-0,188.0,DNP,PreseasonAug[1],1968
11,12,<,NR,Texas A&M,Southwest,0-0,186.0,DNP,PreseasonAug[1],1968
12,13,<,4,Indiana,Big Ten,0-0,103.0,DNP,PreseasonAug[1],1968
13,14,<,NR,Nebraska,Big 8,0-0,88.0,DNP,PreseasonAug[1],1968
14,15,<,NR,Minnesota,Big Ten,0-0,72.0,DNP,PreseasonAug[1],1968
15,16,<,NR,UCLA,Pac-8,0-0,50.0,DNP,PreseasonAug[1],1968
16,17,<,NR,Arizona State,WAC,0-0,44.0,DNP,PreseasonAug[1],1968
17,18,<,NR,LSU,SEC,0-0,35.0,DNP,PreseasonAug[1],1968
18,19,<,NR,Syracuse,Ind,0-0,31.0,DNP,PreseasonAug[1],1968
19,20,<,NR,Miami (FL),Ind,0-0,29.0,DNP,PreseasonAug[1],1968
20,NR,<,6,Wyoming,WAC,0-0,0.0,DNP,PreseasonAug[1],1968
21,1,<,1,Purdue (14),Big Ten,0-0,584.0,DNP,Week 1Sep 16[2],1968
22,2,<,2,USC (8),Pac-8,0-0,536.0,DNP,Week 1Sep 16[2],1968
23,3,<,3,Notre Dame (2),Ind,0-0,488.0,DNP,Week 1Sep 16[2],1968
24,4,<,5,Texas (2),Southwest,0-0,388.0,DNP,Week 1Sep 16[2],1968
25,5,<,4,Oklahoma,Big 8,0-0,280.0,DNP,Week 1Sep 16[2],1968
26,6,<,7,Florida,SEC,0-0,266.0,DNP,Week 1Sep 16[2],1968
27,7,<,10,Alabama (2),SEC,0-0,244.0,DNP,Week 1Sep 16[2],1968
28,8,<,6,Oregon State,Pac-8,0-0,212.0,DNP,Week 1Sep 16[2],1968
29,9,<,11,Ohio State,Big Ten,0-0,162.0,DNP,Week 1Sep 16[2],1968
30,10,<,8,Penn State,Ind,0-0,148.0,DNP,Week 1Sep 16[2],1968
31,11,<,NR,Houston,Ind,1-0,136.0,,Week 1Sep 16[2],1968
32,12,<,9,Tennessee,SEC,0-0-1,118.0,,Week 1Sep 16[2],1968
