,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,CP,Last Week,Date,Year,BCS
103,5,<,5,Oklahoma,Big 12,2-0,1160,5,W 69-13 H Florida A&M,Week 2Sep 9[4],2012,
104,5,<,6,Florida State,ACC,2-0,1160,6,W 55-0 H Savannah State,Week 2Sep 9[4],2012,
105,7,<,7,Georgia,SEC,2-0,1155,7,W 41-20 A Missouri,Week 2Sep 9[4],2012,
106,8,<,9,South Carolina,SEC,2-0,1025,9,W 48-10 H East Carolina,Week 2Sep 9[4],2012,
107,9,<,9,West Virginia,Big 12,1-0,1017,8,DNP,Week 2Sep 9[4],2012,
108,10,<,11,Michigan State,Big Ten,2-0,995,10,W 41-7 A Central Michigan,Week 2Sep 9[4],2012,
109,11,<,12,Clemson,ACC,2-0,868,11,W 52-27 H Ball State,Week 2Sep 9[4],2012,
110,12,<,14,Ohio State,Big Ten,2-0,772,NR,W 31-16 H UCF,Week 2Sep 9[4],2012,
111,13,<,15,Virginia Tech,ACC,2-0,734,13,W 42-7 H Austin Peay,Week 2Sep 9[4],2012,
112,14,<,17,Texas,Big 12,2-0,716,12,W 45-0 H New Mexico,Week 2Sep 9[4],2012,
113,15,<,21,Kansas State,Big 12,2-0,714,14,W 52-13 H Miami (FL),Week 2Sep 9[4],2012,
114,16,<,20,TCU,Big 12,1-0,542,15,W 56-0 H Grambling State,Week 2Sep 9[4],2012,
115,17,<,19,Michigan,Big Ten,1-1,429,18,W 31-25 H Air Force,Week 2Sep 9[4],2012,
116,18,<,24,Florida,SEC,2-0,427,17,W 20-17 A Texas A&M,Week 2Sep 9[4],2012,
117,19,<,23,Louisville,Big East,2-0,316,20,W 35-7 H Missouri State,Week 2Sep 9[4],2012,
118,20,<,22,Notre Dame,Ind,2-0,310,19,W 20-17 H Purdue,Week 2Sep 9[4],2012,
119,21,<,25,Stanford,Pac-12,2-0,260,16,W 50-13 H Duke,Week 2Sep 9[4],2012,
120,22,<,NR,UCLA,Pac-12,2-0,250,23,W 36-30 H #16 Nebraska,Week 2Sep 9[4],2012,
121,23,<,NR,Tennessee,SEC,2-0,177,RV,W 51-13 H Georgia State,Week 2Sep 9[4],2012,
122,24,<,NR,Arizona,Pac-12,2-0,149,25,W 59-38 H #18 Oklahoma State,Week 2Sep 9[4],2012,
123,25,<,NR,BYU,Ind,2-0,110,RV,W 45-13 H Weber State,Week 2Sep 9[4],2012,
124,RV,<,NR,Boise State,MWC,0-1,106,RV,DNP,Week 2Sep 9[4],2012,
125,RV,<,8,Arkansas,SEC,1-1,79,21,L 34-31 (1OT) H Louisiana-Monroe,Week 2Sep 9[4],2012,
126,RV,<,16,Nebraska,Big Ten,1-1,79,24,L 36-30 A UCLA,Week 2Sep 9[4],2012,
127,RV,<,NR,Oregon State,Pac-12,1-0,77,RV,W 10-7 H #13 Wisconsin,Week 2Sep 9[4],2012,
128,RV,<,NR,Mississippi State,SEC,2-0,70,RV,W 28-10 H Auburn,Week 2Sep 9[4],2012,
129,RV,<,NR,Baylor,Big 12,1-0,54,RV,DNP,Week 2Sep 9[4],2012,
130,RV,<,13,Wisconsin,Big Ten,1-1,44,22,L 10-7 A Oregon State,Week 2Sep 9[4],2012,
131,RV,<,NR,Louisiana Monroe,Sun Belt,1-0,23,RV,W 34-31 (1OT) A #8 Arkansas,Week 2Sep 9[4],2012,
132,RV,<,NR,Ohio,MAC,2-0,17,RV,W 51-24 H New Mexico State,Week 2Sep 9[4],2012,
133,RV,<,NR,Georgia Tech,ACC,1-1,15,RV,W 59-3 H Presbyterian,Week 2Sep 9[4],2012,
134,RV,<,18,Oklahoma State,Big 12,1-1,13,RV,L 59-38 A Arizona State,Week 2Sep 9[4],2012,
135,RV,<,NR,South Florida,Big East,2-0,12,RV,W 32-31 A Nevada,Week 2Sep 9[4],2012,
136,RV,<,NR,Arizona State,Pac-12,2-0,10,RV,W 45-14 H Illinois,Week 2Sep 9[4],2012,
137,RV,<,NR,Iowa State,Big 12,2-0,5,RV,W 9-6 A Iowa,Week 2Sep 9[4],2012,
138,RV,<,NR,Northwestern,Big Ten,2-0,5,RV,W 23-13 H Vanderbilt,Week 2Sep 9[4],2012,
139,RV,<,NR,North Carolina,ACC,1-1,1,NR,L 28-27 A Wake Forest,Week 2Sep 9[4],2012,
140,RV,<,NR,Utah State,WAC,2-0,1,NR,W 27-20 (1OT) H Utah,Week 2Sep 9[4],2012,
141,NR,<,NR,Cincinnati,Big East,1-0,0,RV,W 34-10 H Pittsburgh,Week 2Sep 9[4],2012,
142,NR,<,NR,Louisiana Tech,WAC,1-0,0,RV,W 56-49 A Houston,Week 2Sep 9[4],2012,
143,NR,<,NR,Mississippi,SEC,2-0,0,RV,W 28-10 H UTEP,Week 2Sep 9[4],2012,
144,NR,<,NR,Nevada,MWC,1-1,0,RV,L 32-31 H South Florida,Week 2Sep 9[4],2012,
145,NR,<,NR,Rutgers,Big East,2-0,0,RV,W 26-0 H Howard,Week 2Sep 9[4],2012,
146,NR,<,NR,Texas A&M,SEC,0-1,0,RV,L 20-17 H #24 Florida,Week 2Sep 9[4],2012,
147,NR,<,NR,Texas Tech,Big 12,2-0,0,RV,W 58-10 A Texas State,Week 2Sep 9[4],2012,
148,NR,<,NR,Virginia,ACC,2-0,0,RV,W 17-16 H Penn State,Week 2Sep 9[4],2012,
149,NR,<,NR,Wake Forest,ACC,2-0,0,RV,W 28-27 H North Carolina,Week 2Sep 9[4],2012,
150,NR,<,NR,Washington,Pac-12,1-1,0,RV,L 41-3 A #3 LSU,Week 2Sep 9[4],2012,
151,1,<,1,Alabama (58),SEC,3-0,1498,*1,W 52-0 A Arkansas,Week 3Sep 16[5],2012,
152,2,<,3,LSU (2),SEC,3-0,1433,*2,W 63-14 H Idaho,Week 3Sep 16[5],2012,
153,3,<,4,Oregon,Pac-12,3-0,1356,3,W 63-14 H Tennessee Tech,Week 3Sep 16[5],2012,
154,4,<,5,Florida State,ACC,3-0,1275,4,W 52-0 H Wake Forest,Week 3Sep 16[5],2012,
155,5,<,7,Georgia,SEC,3-0,1203,6,W 56-20 H Florida Atlantic,Week 3Sep 16[5],2012,
156,6,<,5,Oklahoma,Big 12,2-0,1181,5,DNP,Week 3Sep 16[5],2012,
157,7,<,8,South Carolina,SEC,3-0,1081,8,W 49-6 H UAB,Week 3Sep 16[5],2012,
158,8,<,9,West Virginia,Big 12,2-0,1051,7,W 42-12 H James Madison,Week 3Sep 16[5],2012,
159,9,<,21,Stanford,Pac-12,3-0,1009,11,W 21-14 H #2 USC,Week 3Sep 16[5],2012,
160,10,<,11,Clemson,ACC,3-0,899,9,W 41-7 H Furman,Week 3Sep 16[5],2012,
161,11,<,20,Notre Dame,Ind,3-0,854,15,W 20-3 A #10 Michigan State,Week 3Sep 16[5],2012,
162,12,<,14,Texas,Big 12,3-0,816,10,W 66-31 A Mississippi,Week 3Sep 16[5],2012,
163,13,<,2,USC,Pac-12,2-1,776,12,L 21-14 A #21 Stanford,Week 3Sep 16[5],2012,
164,14,<,18,Florida,SEC,3-0,743,14,W 37-20 A #23 Tennessee,Week 3Sep 16[5],2012,
165,15,<,15,Kansas State,Big 12,3-0,683,13,W 35-21 H North Texas,Week 3Sep 16[5],2012,
166,16,<,12,Ohio State,Big Ten,3-0,680,NR,W 35-28 H California,Week 3Sep 16[5],2012,
167,17,<,16,TCU,Big 12,2-0,535,16,W 20-6 A Kansas,Week 3Sep 16[5],2012,
168,18,<,17,Michigan,Big Ten,2-1,448,17,W 63-13 H Massachusetts,Week 3Sep 16[5],2012,
169,19,<,22,UCLA,Pac-12,3-0,429,19,W 37-6 H Houston,Week 3Sep 16[5],2012,
170,20,<,19,Louisville,Big East,3-0,366,18,W 39-34 H North Carolina,Week 3Sep 16[5],2012,
171,21,<,10,Michigan State,Big Ten,2-1,318,20,L 20-3 H #20 Notre Dame,Week 3Sep 16[5],2012,
172,22,<,24,Arizona,Pac-12,3-0,296,21,W 56-0 H South Carolina State,Week 3Sep 16[5],2012,
173,23,<,NR,Mississippi State,SEC,3-0,106,23,W 30-24 A Troy,Week 3Sep 16[5],2012,
174,24,<,NR,Boise State,MWC,1-1,95,RV,W 39-12 H Miami (OH),Week 3Sep 16[5],2012,
175,25,<,NR,Nebraska,Big Ten,2-1,80,22,W 42-13 H Arkansas State,Week 3Sep 16[5],2012,
176,RV,<,NR,Oregon State,Pac-12,1-0,68,RV,DNP,Week 3Sep 16[5],2012,
177,RV,<,NR,Baylor,Big 12,2-0,55,RV,W 48-23 H Sam Houston State,Week 3Sep 16[5],2012,
178,RV,<,NR,Northwestern,Big Ten,3-0,41,RV,W 22-13 H Boston College,Week 3Sep 16[5],2012,
179,RV,<,NR,Ohio,MAC,3-0,20,RV,W 27-24 A Marshall,Week 3Sep 16[5],2012,
180,RV,<,NR,Oklahoma State,Big 12,2-1,19,25,W 65-24 H Louisiana-Lafayette,Week 3Sep 16[5],2012,
181,RV,<,NR,Rutgers,Big East,3-0,19,RV,W 23-13 A South Florida,Week 3Sep 16[5],2012,
182,RV,<,NR,Iowa State,Big 12,3-0,15,RV,W 37-3 H Western Illinois,Week 3Sep 16[5],2012,
183,RV,<,13,Virginia Tech,ACC,2-1,13,RV,L 35-17 A Pittsburgh,Week 3Sep 16[5],2012,
184,RV,<,NR,Cincinnati,Big East,2-0,9,RV,W 23-7 H Delaware State,Week 3Sep 16[5],2012,
185,RV,<,23,Tennessee,SEC,2-1,6,RV,L 37-20 H #18 Florida,Week 3Sep 16[5],2012,
186,RV,<,NR,Texas Tech,Big 12,3-0,5,RV,W 49-14 H New Mexico,Week 3Sep 16[5],2012,
187,RV,<,NR,Wisconsin,Big Ten,2-1,5,24,W 16-14 H Utah State,Week 3Sep 16[5],2012,
188,RV,<,NR,Missouri,SEC,2-1,4,RV,W 24-20 H Arizona State,Week 3Sep 16[5],2012,
189,RV,<,NR,Texas A&M,SEC,1-1,4,RV,W 48-3 A SMU,Week 3Sep 16[5],2012,
190,RV,<,NR,Georgia Tech,ACC,2-1,3,RV,W 56-20 H Virginia,Week 3Sep 16[5],2012,
191,RV,<,NR,Fresno State,MWC,2-1,2,NR,W 69-14 H Colorado,Week 3Sep 16[5],2012,
192,RV,<,NR,Utah,Pac-12,2-1,1,RV,W 24-21 H #25 BYU,Week 3Sep 16[5],2012,
193,NR,<,25,BYU,Ind,2-1,0,RV,L 24-21 A Utah,Week 3Sep 16[5],2012,
194,NR,<,NR,Arizona State,Pac-12,2-1,0,RV,L 24-20 A Missouri,Week 3Sep 16[5],2012,
195,NR,<,NR,Arkansas,SEC,1-2,0,NR,L 52-0 H #1 Alabama,Week 3Sep 16[5],2012,
196,NR,<,NR,Louisiana Monroe,Sun Belt,1-1,0,RV,L 31-28 (1OT) A Auburn,Week 3Sep 16[5],2012,
197,NR,<,NR,Louisiana Tech,WAC,2-0,0,RV,W 56-37 H Rice,Week 3Sep 16[5],2012,
198,NR,<,NR,San Jose State,WAC,2-1,0,RV,W 40-20 H Colorado State,Week 3Sep 16[5],2012,
199,NR,<,NR,Washington,Pac-12,2-1,0,RV,W 52-13 H Portland State,Week 3Sep 16[5],2012,
200,NR,<,NR,Western Kentucky,Sun Belt,2-1,0,NR,W 32-31 (1OT) A Kentucky,Week 3Sep 16[5],2012,
201,1,<,1,Alabama (59),SEC,4-0,1499,*1,W 40-7 H Florida Atlantic,Week 4Sep 23[6],2012,
202,2,<,3,Oregon,Pac-12,4-0,1414,2,W 49-0 H #22 Arizona,Week 4Sep 23[6],2012,
203,3,<,2,LSU (1),SEC,4-0,1346,*3,W 12-10 A Auburn,Week 4Sep 23[6],2012,
204,4,<,4,Florida State,ACC,4-0,1340,*4,W 49-37 H #10 Clemson,Week 4Sep 23[6],2012,
205,5,<,5,Georgia,SEC,4-0,1245,5,W 48-3 H Vanderbilt,Week 4Sep 23[6],2012,
206,6,<,7,South Carolina,SEC,4-0,1147,6,W 31-10 H Missouri,Week 4Sep 23[6],2012,
207,7,<,15,Kansas State,Big 12,4-0,1067,8,W 24-19 A #6 Oklahoma,Week 4Sep 23[6],2012,
208,8,<,9,Stanford,Pac-12,3-0,1055,9,DNP,Week 4Sep 23[6],2012,
209,9,<,8,West Virginia,Big 12,3-0,1045,7,W 31-21 H Maryland,Week 4Sep 23[6],2012,
210,10,<,11,Notre Dame,Ind,4-0,1003,11,W 13-6 H #18 Michigan,Week 4Sep 23[6],2012,
211,11,<,14,Florida,SEC,4-0,864,12,W 38-0 H Kentucky,Week 4Sep 23[6],2012,
212,12,<,12,Texas,Big 12,3-0,856,10,DNP,Week 4Sep 23[6],2012,
213,13,<,13,USC,Pac-12,3-1,801,13,W 27-9 H California,Week 4Sep 23[6],2012,
214,14,<,16,Ohio State,Big Ten,4-0,633,NR,W 29-15 H UAB,Week 4Sep 23[6],2012,
215,15,<,17,TCU,Big 12,3-0,616,14,W 27-7 H Virginia,Week 4Sep 23[6],2012,
216,16,<,6,Oklahoma,Big 12,2-1,611,15,L 24-19 H #15 Kansas State,Week 4Sep 23[6],2012,
217,17,<,10,Clemson,ACC,3-1,588,16,L 49-37 A #4 Florida State,Week 4Sep 23[6],2012,
218,18,<,NR,Oregon State,Pac-12,2-0,451,21,W 27-20 A #19 UCLA,Week 4Sep 23[6],2012,
219,19,<,20,Louisville,Big East,4-0,414,17,W 28-21 A FIU,Week 4Sep 23[6],2012,
220,20,<,21,Michigan State,Big Ten,3-1,348,18,W 23-7 H Eastern Michigan,Week 4Sep 23[6],2012,
221,21,<,23,Mississippi State,SEC,4-0,246,19,W 30-10 H South Alabama,Week 4Sep 23[6],2012,
222,22,<,25,Nebraska,Big Ten,3-1,179,20,W 73-7 H Idaho State,Week 4Sep 23[6],2012,
223,23,<,NR,Rutgers,Big East,4-0,128,25,W 35-26 A Arkansas,Week 4Sep 23[6],2012,
224,24,<,24,Boise State,MWC,2-1,114,RV,W 7-6 H BYU,Week 4Sep 23[6],2012,
225,25,<,NR,Baylor,Big 12,3-0,92,24,W 47-42 A Louisiana-Monroe,Week 4Sep 23[6],2012,
226,RV,<,NR,Northwestern,Big Ten,4-0,89,RV,W 38-7 H South Dakota,Week 4Sep 23[6],2012,
227,RV,<,19,UCLA,Pac-12,3-1,79,RV,L 27-20 H Oregon State,Week 4Sep 23[6],2012,
228,RV,<,18,Michigan,Big Ten,2-2,44,RV,L 13-6 A #11 Notre Dame,Week 4Sep 23[6],2012,
229,RV,<,NR,Ohio,MAC,4-0,40,RV,W 44-10 H Norfolk State,Week 4Sep 23[6],2012,
230,RV,<,NR,Virginia Tech,ACC,3-1,26,25,W 37-0 H Bowling Green,Week 4Sep 23[6],2012,
231,RV,<,22,Arizona,Pac-12,3-1,17,RV,L 49-0 A #3 Oregon,Week 4Sep 23[6],2012,
232,RV,<,NR,Iowa State,Big 12,3-0,16,RV,DNP,Week 4Sep 23[6],2012,
233,RV,<,NR,Wisconsin,Big Ten,3-1,13,23,W 37-26 H UTEP,Week 4Sep 23[6],2012,
234,RV,<,NR,Oklahoma State,Big 12,2-1,12,22,DNP,Week 4Sep 23[6],2012,
235,RV,<,NR,Texas A&M,SEC,2-1,11,RV,W 70-14 H South Carolina State,Week 4Sep 23[6],2012,
236,RV,<,NR,Cincinnati,Big East,2-0,10,RV,DNP,Week 4Sep 23[6],2012,
237,RV,<,NR,Tennessee,SEC,3-1,10,RV,W 47-26 H Akron,Week 4Sep 23[6],2012,
238,RV,<,NR,Texas Tech,Big 12,3-0,10,RV,DNP,Week 4Sep 23[6],2012,
239,RV,<,NR,Arizona State,Pac-12,3-1,8,RV,W 37-7 H Utah,Week 4Sep 23[6],2012,
240,RV,<,NR,Louisiana Tech,WAC,3-0,7,RV,W 52-24 A Illinois,Week 4Sep 23[6],2012,
241,RV,<,NR,Purdue,Big Ten,2-1,5,RV,DNP,Week 4Sep 23[6],2012,
242,RV,<,NR,Miami (FL),ACC,3-1,1,RV,W 42-36 (1OT) A Georgia Tech,Week 4Sep 23[6],2012,
243,NR,<,NR,Louisiana Monroe,Sun Belt,1-2,0,RV,L 47-42 H Baylor,Week 4Sep 23[6],2012,
244,NR,<,NR,Minnesota,Big Ten,4-0,0,RV,W 17-10 H Syracuse,Week 4Sep 23[6],2012,
245,NR,<,NR,San Jose State,WAC,3-1,0,RV,W 38-34 A San Diego State,Week 4Sep 23[6],2012,
246,NR,<,NR,Washington,Pac-12,2-1,0,RV,DNP,Week 4Sep 23[6],2012,
247,NR,<,NR,Western Kentucky,Sun Belt,3-1,0,RV,W 42-17 H Southern Miss,Week 4Sep 23[6],2012,
248,1,<,1,Alabama (60),SEC,5-0,1500,*1,W 33-14 H Mississippi,Week 5Sep 30[7],2012,
