,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
42,19,<,NR,Florida,SEC,1-0,54,,Week 1Sep 21[3],1959
43,20,<,14,South Carolina,ACC,1-0,44,W 12-7 H Duke,Week 1Sep 21[3],1959
44,NR,<,11,Purdue,Big Ten,,0,,Week 1Sep 21[3],1959
45,NR,<,12,North Carolina,ACC,,0,,Week 1Sep 21[3],1959
46,NR,<,15,Air Force,Ind,,0,,Week 1Sep 21[3],1959
47,NR,<,16,Notre Dame,Ind,,0,,Week 1Sep 21[3],1959
48,NR,<,19,Michigan State,Big Ten,,0,,Week 1Sep 21[3],1959
49,NR,<,20,Syracuse,Ind,,0,,Week 1Sep 21[3],1959
50,1,<,1,LSU (48),SEC,2-0,794,W 10-0 H #9 TCU,Week 2Sep 28[4],1959
51,2,<,10,Northwestern (20),Big Ten,1-0,647,,Week 2Sep 28[4],1959
52,3,<,4,Mississippi (4),SEC,2-0,443,,Week 2Sep 28[4],1959
53,4,<,7,Army,Ind,1-0,366,,Week 2Sep 28[4],1959
54,5,<,13,Iowa (4),Big Ten,1-0,359,,Week 2Sep 28[4],1959
55,6,<,5,Clemson (7),ACC,2-0,336,,Week 2Sep 28[4],1959
56,7,<,16,Georgia Tech,SEC,2-0,267,,Week 2Sep 28[4],1959
57,8,<,NR,Notre Dame (1),Ind,1-0,239,,Week 2Sep 28[4],1959
58,9,<,NR,Tennessee,SEC,1-0,229,,Week 2Sep 28[4],1959
59,10,<,15,Texas,Southwest,2-0,178,,Week 2Sep 28[4],1959
60,11,<,11,USC (1),AAWU,2-0,176,,Week 2Sep 28[4],1959
61,12,<,8,Wisconsin,Big Ten,1-0,134,,Week 2Sep 28[4],1959
62,13,<,17,Georgia,SEC,2-0,85,,Week 2Sep 28[4],1959
63,14,<,12,Ohio State,Big Ten,1-0,81,,Week 2Sep 28[4],1959
64,15,<,13,Navy,Ind,2-0,64,,Week 2Sep 28[4],1959
65,16,<,20,South Carolina,ACC,2-0,63,W 30-0 H Furman,Week 2Sep 28[4],1959
66,17,<,3,Auburn,SEC,0-1,49,,Week 2Sep 28[4],1959
67,18,<,NR,Air Force,Ind,1-0,39,,Week 2Sep 28[4],1959
68,19,<,19,Florida,SEC,2-0,36,,Week 2Sep 28[4],1959
69,20,<,NR,Syracuse,Ind,1-0,21,,Week 2Sep 28[4],1959
70,NR,<,2,Oklahoma,Big 8,0-1,0,L 45-13 A #10 Northwestern,Week 2Sep 28[4],1959
71,NR,<,6,SMU,Southwest,,0,,Week 2Sep 28[4],1959
72,NR,<,9,TCU,Southwest,,0,,Week 2Sep 28[4],1959
73,NR,<,18,Penn State,Ind,,0,,Week 2Sep 28[4],1959
74,1,<,1,LSU (69),SEC,3-0,1064,W 22-0 A Baylor,Week 3Oct 5[5],1959
75,2,<,2,Northwestern (30),Big Ten,2-0,1041,,Week 3Oct 5[5],1959
76,3,<,7,Georgia Tech,SEC,3-0,665,,Week 3Oct 5[5],1959
77,4,<,10,Texas,Southwest,3-0,656,,Week 3Oct 5[5],1959
78,5,<,3,Mississippi (2),SEC,3-0,601,,Week 3Oct 5[5],1959
79,6,<,11,USC (9),AAWU,3-0,575,,Week 3Oct 5[5],1959
80,7,<,NR,Purdue,Big Ten,1-0-1,446,,Week 3Oct 5[5],1959
81,8,<,9,Tennessee,SEC,2-0,429,,Week 3Oct 5[5],1959
82,9,<,12,Wisconsin,Big Ten,2-0,233,,Week 3Oct 5[5],1959
83,10,<,5,Iowa,Big Ten,1-1,182,,Week 3Oct 5[5],1959
84,11,<,16,South Carolina (3),ACC,3-0,155,W 30-14 H Georgia,Week 3Oct 5[5],1959
85,12,<,20,Syracuse (1),Ind,2-0,132,,Week 3Oct 5[5],1959
86,13,<,NR,Oklahoma (2),Big 8,1-1,110,W 42-12 H Colorado,Week 3Oct 5[5],1959
87,14,<,17,Auburn,SEC,1-1,88,,Week 3Oct 5[5],1959
88,15,<,NR,SMU,Southwest,1-1,63,,Week 3Oct 5[5],1959
89,16,<,NR,Penn State (2),Ind,3-0,60,,Week 3Oct 5[5],1959
90,17,<,19,Florida,SEC,3-0,56,,Week 3Oct 5[5],1959
91,18,<,18,Air Force,Ind,2-0,35,,Week 3Oct 5[5],1959
92,19,<,NR,Arkansas,Southwest,3-0,34,,Week 3Oct 5[5],1959
93,20,<,NR,Illinois,Big Ten,1-1,33,,Week 3Oct 5[5],1959
94,NR,<,4,Army,Ind,,0,,Week 3Oct 5[5],1959
95,NR,<,6,Clemson,ACC,,0,,Week 3Oct 5[5],1959
96,NR,<,8,Notre Dame,Ind,,0,,Week 3Oct 5[5],1959
97,NR,<,13,Georgia,SEC,,0,,Week 3Oct 5[5],1959
98,NR,<,14,Ohio State,Big Ten,,0,,Week 3Oct 5[5],1959
99,NR,<,15,Navy,Ind,,0,,Week 3Oct 5[5],1959
100,1,<,1,LSU (83),SEC,4-0,1223,W 27-3 H Miami (FL),Week 4Oct 12[6],1959
101,2,<,2,Northwestern (10),Big Ten,3-0,1006,,Week 4Oct 12[6],1959
102,3,<,4,Texas (10),Southwest,4-0,968,,Week 4Oct 12[6],1959
103,4,<,3,Georgia Tech (6),SEC,4-0,713,,Week 4Oct 12[6],1959
104,5,<,5,Mississippi (6),SEC,4-0,712,,Week 4Oct 12[6],1959
105,6,<,7,Purdue (5),Big Ten,2-0-1,575,,Week 4Oct 12[6],1959
106,7,<,6,USC (7),AAWU,3-0,559,,Week 4Oct 12[6],1959
107,8,<,12,Syracuse (2),Ind,3-0,386,,Week 4Oct 12[6],1959
108,9,<,10,Iowa (5),Big Ten,2-1,357,,Week 4Oct 12[6],1959
109,10,<,16,Penn State (4),Ind,4-0,207,,Week 4Oct 12[6],1959
110,11,<,14,Auburn (1),SEC,2-1,165,,Week 4Oct 12[6],1959
111,12,<,19,Arkansas,Southwest,4-0,142,,Week 4Oct 12[6],1959
112,13,<,20,Illinois,Big Ten,2-1,91,,Week 4Oct 12[6],1959
113,14,<,8,Tennessee,SEC,2-1,79,,Week 4Oct 12[6],1959
114,15,<,15,SMU,Southwest,2-1,64,,Week 4Oct 12[6],1959
115,15,<,NR,Clemson,ACC,3-1,64,,Week 4Oct 12[6],1959
116,17,<,18,Air Force,Ind,3-0,55,,Week 4Oct 12[6],1959
117,18,<,NR,Washington,AAWU,4-0,43,,Week 4Oct 12[6],1959
118,19,<,17,Florida,SEC,3-0-1,38,,Week 4Oct 12[6],1959
119,20,<,NR,Pittsburgh,Ind,3-1,36,,Week 4Oct 12[6],1959
120,NR,<,9,Wisconsin,Big Ten,,0,,Week 4Oct 12[6],1959
121,NR,<,11,South Carolina,ACC,,0,,Week 4Oct 12[6],1959
122,NR,<,13,Oklahoma,Big 8,1-2,0,L 19-12 N #4 Texas,Week 4Oct 12[6],1959
123,1,<,1,LSU (68),SEC,5-0,1238,W 9-0 A Kentucky,Week 5Oct 19[7],1959
124,2,<,2,Northwestern (23),Big Ten,4-0,1171,,Week 5Oct 19[7],1959
125,3,<,3,Texas (8),Southwest,5-0,1010,,Week 5Oct 19[7],1959
126,4,<,5,Mississippi (18),SEC,5-0,989,,Week 5Oct 19[7],1959
127,5,<,7,USC (12),AAWU,4-0,769,,Week 5Oct 19[7],1959
128,6,<,8,Syracuse (4),Ind,4-0,673,,Week 5Oct 19[7],1959
129,7,<,11,Auburn (5),SEC,3-1,462,,Week 5Oct 19[7],1959
130,8,<,10,Penn State (3),Ind,5-0,313,,Week 5Oct 19[7],1959
131,9,<,4,Georgia Tech,SEC,4-1,280,,Week 5Oct 19[7],1959
132,10,<,12,Arkansas (1),Southwest,4-1,213,,Week 5Oct 19[7],1959
133,11,<,NR,Oregon (1),Ind,5-0,192,,Week 5Oct 19[7],1959
134,12,<,NR,Wisconsin,Big Ten,3-1,170,,Week 5Oct 19[7],1959
135,13,<,13,Illinois,Big Ten,3-1,118,,Week 5Oct 19[7],1959
136,14,<,6,Purdue,Big Ten,2-1-1,87,,Week 5Oct 19[7],1959
137,15,<,9,Iowa,Big Ten,2-2,68,,Week 5Oct 19[7],1959
138,16,<,NR,TCU,Southwest,3-2,66,W 39-6 H Texas A&M,Week 5Oct 19[7],1959
139,17,<,15,Clemson,ACC,3-1,60,,Week 5Oct 19[7],1959
140,18,<,NR,Oklahoma,Big 8,3-2,56,W 23-0 A Missouri,Week 5Oct 19[7],1959
141,19,<,NR,Yale (1),Ivy,4-0,52,W 23-0 A Cornell,Week 5Oct 19[7],1959
142,20,<,NR,Ohio State,Big Ten,2-0,43,,Week 5Oct 19[7],1959
143,NR,<,14,Tennessee,SEC,,0,,Week 5Oct 19[7],1959
144,NR,<,15,SMU,Southwest,,0,,Week 5Oct 19[7],1959
145,NR,<,17,Air Force,Ind,,0,,Week 5Oct 19[7],1959
146,NR,<,18,Washington,AAWU,,0,,Week 5Oct 19[7],1959
147,NR,<,19,Florida,SEC,,0,,Week 5Oct 19[7],1959
148,NR,<,20,Pittsburgh,Ind,,0,,Week 5Oct 19[7],1959
149,1,<,1,LSU (71),SEC,6-0,1556,W 9-0 A Florida,Week 6Oct 26[8],1959
150,2,<,2,Northwestern (25),Big Ten,5-0,1474,,Week 6Oct 26[8],1959
151,3,<,4,Mississippi (46),SEC,6-0,1444,,Week 6Oct 26[8],1959
152,4,<,3,Texas (6),Southwest,6-0,1227,,Week 6Oct 26[8],1959
153,5,<,6,Syracuse (11),Ind,5-0,994,,Week 6Oct 26[8],1959
154,6,<,5,USC (6),AAWU,5-0,758,,Week 6Oct 26[8],1959
155,7,<,8,Penn State (6),Ind,6-0,715,,Week 6Oct 26[8],1959
156,8,<,7,Auburn (5),SEC,4-1,674,,Week 6Oct 26[8],1959
157,9,<,9,Georgia Tech (1),SEC,5-1,344,,Week 6Oct 26[8],1959
158,10,<,12,Wisconsin (2),Big Ten,4-1,276,,Week 6Oct 26[8],1959
159,11,<,14,Purdue,Big Ten,3-1-1,241,,Week 6Oct 26[8],1959
160,12,<,17,Clemson (2),ACC,4-1,98,,Week 6Oct 26[8],1959
161,13,<,19,Yale (1),Ivy,5-0,44,W 21-0 H Colgate,Week 6Oct 26[8],1959
162,14,<,NR,Georgia,SEC,5-1,31,,Week 6Oct 26[8],1959
163,15,<,16,TCU,Southwest,4-2,29,W 13-3 A Pittsburgh,Week 6Oct 26[8],1959
164,16,<,11,Oregon,Ind,5-1,25,,Week 6Oct 26[8],1959
165,17,<,10,Arkansas,Southwest,4-2,24,,Week 6Oct 26[8],1959
166,17,<,NR,Washington,AAWU,5-1,24,,Week 6Oct 26[8],1959
167,19,<,18,Oklahoma,Big 8,4-2,22,W 7-6 H Kansas,Week 6Oct 26[8],1959
168,20,<,NR,Tennessee,SEC,3-1-1,19,,Week 6Oct 26[8],1959
169,NR,<,13,Illinois,Big Ten,,0,,Week 6Oct 26[8],1959
170,NR,<,15,Iowa,Big Ten,,0,,Week 6Oct 26[8],1959
171,NR,<,20,Ohio State,Big Ten,,0,,Week 6Oct 26[8],1959
172,1,<,1,LSU (132),SEC,7-0,1859,W 7-3 H #3 Mississippi,Week 7Nov 2[9],1959
173,2,<,2,Northwestern (30),Big Ten,6-0,1596,,Week 7Nov 2[9],1959
174,3,<,4,Texas (6),Southwest,7-0,1442,,Week 7Nov 2[9],1959
175,4,<,5,Syracuse (14),Ind,6-0,1374,,Week 7Nov 2[9],1959
176,5,<,3,Mississippi (1),SEC,6-1,1123,L 7-3 A #1 LSU,Week 7Nov 2[9],1959
177,6,<,6,USC (4),AAWU,6-0,878,,Week 7Nov 2[9],1959
178,7,<,7,Penn State (8),Ind,7-0,810,,Week 7Nov 2[9],1959
179,8,<,8,Auburn (3),SEC,5-1,677,,Week 7Nov 2[9],1959
180,9,<,10,Wisconsin (2),Big Ten,5-1,446,,Week 7Nov 2[9],1959
181,10,<,12,Clemson (2),ACC,5-1,224,,Week 7Nov 2[9],1959
182,11,<,14,Georgia,SEC,6-1,142,,Week 7Nov 2[9],1959
183,12,<,17,Washington,AAWU,6-1,87,,Week 7Nov 2[9],1959
184,13,<,20,Tennessee,SEC,4-1-1,76,,Week 7Nov 2[9],1959
185,14,<,11,Purdue,Big Ten,3-1-2,58,,Week 7Nov 2[9],1959
186,15,<,16,Oregon,Ind,6-1,53,,Week 7Nov 2[9],1959
187,16,<,17,Arkansas,Southwest,5-2,37,,Week 7Nov 2[9],1959
188,17,<,15,TCU,Southwest,5-2,36,W 14-0 A Baylor,Week 7Nov 2[9],1959
189,18,<,NR,Air Force,Ind,4-1-1,27,,Week 7Nov 2[9],1959
190,19,<,9,Georgia Tech,SEC,5-2,25,,Week 7Nov 2[9],1959
191,20,<,NR,North Texas,MVC,7-0,20,W 12-0 H Wichita State,Week 7Nov 2[9],1959
192,NR,<,13,Yale,Ivy,,0,,Week 7Nov 2[9],1959
193,NR,<,19,Oklahoma,Big 8,3-3,0,L 25-21 A Nebraska,Week 7Nov 2[9],1959
194,1,<,4,Syracuse (111),Ind,7-0,2325,W 20-18 A #7 Penn State,Week 8Nov 9[10],1959
195,2,<,3,Texas (85),Southwest,8-0,2313,,Week 8Nov 9[10],1959
196,3,<,1,LSU (13),SEC,7-1,1848,L 14-13 A #13 Tennessee,Week 8Nov 9[10],1959
197,4,<,6,USC (14),AAWU,7-0,1576,,Week 8Nov 9[10],1959
198,5,<,5,Mississippi (14),SEC,7-1,1488,,Week 8Nov 9[10],1959
199,6,<,2,Northwestern (2),Big Ten,6-1,1311,,Week 8Nov 9[10],1959
200,7,<,9,Wisconsin (19),Big Ten,6-1,1243,,Week 8Nov 9[10],1959
201,8,<,8,Auburn (9),SEC,6-1,808,,Week 8Nov 9[10],1959
202,9,<,13,Tennessee (4),SEC,5-1-1,674,,Week 8Nov 9[10],1959
203,10,<,7,Penn State,Ind,7-1,608,,Week 8Nov 9[10],1959
204,11,<,10,Clemson (3),ACC,6-1,362,,Week 8Nov 9[10],1959
205,12,<,11,Georgia (2),SEC,7-1,263,,Week 8Nov 9[10],1959
206,13,<,12,Washington,AAWU,7-1,159,,Week 8Nov 9[10],1959
207,14,<,15,Oregon (2),Ind,7-1,101,,Week 8Nov 9[10],1959
208,15,<,19,Georgia Tech,SEC,6-2,92,,Week 8Nov 9[10],1959
209,16,<,20,North Texas,MVC,8-0,56,W 39-7 H Louisville,Week 8Nov 9[10],1959
210,16,<,NR,Iowa (1),Big Ten,4-3,56,,Week 8Nov 9[10],1959
211,18,<,17,TCU,Southwest,5-2,40,DNP,Week 8Nov 9[10],1959
212,19,<,NR,Michigan State,Big Ten,4-3,33,,Week 8Nov 9[10],1959
213,20,<,16,Arkansas,Southwest,6-2,28,,Week 8Nov 9[10],1959
214,NR,<,14,Purdue,Big Ten,,0,,Week 8Nov 9[10],1959
215,NR,<,18,Air Force,Ind,,0,,Week 8Nov 9[10],1959
216,1,<,1,Syracuse (126),Ind,8-0,2145,W 71-0 H Colgate,Week 9Nov 16[11],1959
217,2,<,5,Mississippi (68),SEC,8-1,1859,,Week 9Nov 16[11],1959
218,3,<,3,LSU (16),SEC,8-1,1721,,Week 9Nov 16[11],1959
219,4,<,4,USC (16),AAWU,8-0,1627,,Week 9Nov 16[11],1959
220,5,<,2,Texas (1),Southwest,8-1,1090,,Week 9Nov 16[11],1959
221,6,<,12,Georgia (6),SEC,8-1,1009,,Week 9Nov 16[11],1959
222,7,<,10,Penn State (6),Ind,8-1,869,,Week 9Nov 16[11],1959
223,8,<,6,Northwestern (1),Big Ten,6-2,411,,Week 9Nov 16[11],1959
224,9,<,7,Wisconsin,Big Ten,6-2,383,,Week 9Nov 16[11],1959
225,10,<,18,TCU,Southwest,6-2,314,W 14-9 A Texas,Week 9Nov 16[11],1959
226,11,<,19,Michigan State (1),Big Ten,5-3,293,,Week 9Nov 16[11],1959
227,12,<,8,Auburn,SEC,6-2,291,,Week 9Nov 16[11],1959
228,13,<,20,Arkansas,Southwest,7-2,271,,Week 9Nov 16[11],1959
229,14,<,13,Washington,AAWU,8-1,240,,Week 9Nov 16[11],1959
230,15,<,14,Oregon (1),Ind,8-1,119,,Week 9Nov 16[11],1959
231,16,<,16,Iowa (3),Big Ten,5-3,110,,Week 9Nov 16[11],1959
232,17,<,NR,Alabama (4),SEC,5-1-2,103,,Week 9Nov 16[11],1959
233,18,<,NR,Miami (FL),Ind,5-3,98,,Week 9Nov 16[11],1959
234,19,<,11,Clemson,ACC,6-2,55,,Week 9Nov 16[11],1959
235,20,<,9,Tennessee,SEC,5-2-1,54,,Week 9Nov 16[11],1959
236,NR,<,15,Georgia Tech,SEC,,0,,Week 9Nov 16[11],1959
237,NR,<,16,North Texas,MVC,8-1,0,L 17-6 A Tulsa,Week 9Nov 16[11],1959
238,1,<,1,Syracuse (121),Ind,9-0,1602,W 46-0 A Boston,Week 10Nov 23[12],1959
239,2,<,2,Mississippi (32),SEC,8-1,1377,,Week 10Nov 23[12],1959
240,3,<,3,LSU (1),SEC,9-1,1216,,Week 10Nov 23[12],1959
241,4,<,5,Texas (1),Southwest,8-1,978,,Week 10Nov 23[12],1959
242,5,<,9,Wisconsin (1),Big Ten,7-2,753,,Week 10Nov 23[12],1959
243,6,<,6,Georgia (2),SEC,8-1,750,,Week 10Nov 23[12],1959
244,7,<,4,USC,AAWU,8-1,586,,Week 10Nov 23[12],1959
245,8,<,10,TCU,Southwest,7-2,467,W 35-6 H Rice,Week 10Nov 23[12],1959
246,9,<,14,Washington (4),AAWU,9-1,437,,Week 10Nov 23[12],1959
247,10,<,13,Arkansas (1),Southwest,8-2,257,,Week 10Nov 23[12],1959
248,11,<,12,Auburn,SEC,7-2,202,,Week 10Nov 23[12],1959
249,12,<,18,Miami (FL) (5),Ind,6-3,187,,Week 10Nov 23[12],1959
250,13,<,NR,Illinois,Big Ten,5-3-1,109,,Week 10Nov 23[12],1959
251,14,<,19,Clemson,ACC,7-2,100,,Week 10Nov 23[12],1959
252,15,<,7,Penn State,Ind,8-2,97,,Week 10Nov 23[12],1959
253,16,<,NR,Pittsburgh,Ind,6-4,50,,Week 10Nov 23[12],1959
254,17,<,NR,Oklahoma,Big 8,6-3,43,W 35-12 H Iowa State,Week 10Nov 23[12],1959
255,18,<,NR,Missouri (2),Big 8,6-4,40,,Week 10Nov 23[12],1959
256,19,<,17,Alabama (1),SEC,6-1-2,38,,Week 10Nov 23[12],1959
257,20,<,NR,UCLA,AAWU,4-3-1,35,,Week 10Nov 23[12],1959
258,NR,<,8,Northwestern,Big Ten,,0,,Week 10Nov 23[12],1959
259,NR,<,11,Michigan State,Big Ten,,0,,Week 10Nov 23[12],1959
260,NR,<,15,Oregon,Ind,,0,,Week 10Nov 23[12],1959
261,NR,<,16,Iowa,Big Ten,,0,,Week 10Nov 23[12],1959
262,NR,<,20,Tennessee,SEC,,0,,Week 10Nov 23[12],1959
263,1,<,1,Syracuse (95),Ind,9-0,1492,DNP,Week 11Nov 30[13],1959
264,2,<,2,Mississippi (49),SEC,9-1,1350,,Week 11Nov 30[13],1959
265,3,<,3,LSU (6),SEC,9-1,1128,,Week 11Nov 30[13],1959
266,4,<,4,Texas,Southwest,9-1,892,,Week 11Nov 30[13],1959
267,5,<,6,Georgia (2),SEC,9-1,836,,Week 11Nov 30[13],1959
268,6,<,5,Wisconsin (15),Big Ten,7-2,749,,Week 11Nov 30[13],1959
269,7,<,8,TCU,Southwest,8-2,562,W 19-0 H SMU,Week 11Nov 30[13],1959
270,8,<,9,Washington (2),AAWU,9-1,428,,Week 11Nov 30[13],1959
271,9,<,10,Arkansas,Southwest,8-2,356,,Week 11Nov 30[13],1959
272,10,<,14,Clemson,ACC,8-2,190,,Week 11Nov 30[13],1959
273,11,<,19,Alabama (6),SEC,7-1-2,153,,Week 11Nov 30[13],1959
274,12,<,13,Illinois (1),Big Ten,5-3-1,106,,Week 11Nov 30[13],1959
275,13,<,7,USC,AAWU,8-2,98,,Week 11Nov 30[13],1959
276,14,<,15,Penn State,Ind,8-2,84,,Week 11Nov 30[13],1959
277,15,<,17,Oklahoma,Big 8,7-3,74,W 17-7 H Oklahoma State,Week 11Nov 30[13],1959
278,16,<,NR,Wyoming,MSAC,9-1,70,W 45-0 A Denver,Week 11Nov 30[13],1959
279,17,<,20,UCLA,AAWU,5-3-1,62,,Week 11Nov 30[13],1959
280,18,<,NR,Florida,SEC,5-4-1,40,,Week 11Nov 30[13],1959
281,19,<,NR,Notre Dame,Ind,5-5,36,,Week 11Nov 30[13],1959
282,20,<,18,Missouri,Big 8,6-4,30,,Week 11Nov 30[13],1959
283,NR,<,11,Auburn,SEC,,0,,Week 11Nov 30[13],1959
284,NR,<,12,Miami (FL),Ind,,0,,Week 11Nov 30[13],1959
285,NR,<,16,Pittsburgh,Ind,,0,,Week 11Nov 30[13],1959
286,1,<,1,Syracuse (134),Ind,10-0,1768,W 36-8 A #17 UCLA,Week 12 (Final)Dec 7[14],1959
287,2,<,2,Mississippi (47),SEC,9-1,1444,,Week 12 (Final)Dec 7[14],1959
288,3,<,3,LSU (6),SEC,9-1,1284,,Week 12 (Final)Dec 7[14],1959
289,4,<,4,Texas (1),Southwest,9-1,1028,,Week 12 (Final)Dec 7[14],1959
290,5,<,5,Georgia (3),SEC,9-1,876,,Week 12 (Final)Dec 7[14],1959
291,6,<,6,Wisconsin (5),Big Ten,7-2,724,,Week 12 (Final)Dec 7[14],1959
292,7,<,7,TCU,Southwest,8-2,580,DNP,Week 12 (Final)Dec 7[14],1959
293,8,<,8,Washington,AAWU,9-1,428,,Week 12 (Final)Dec 7[14],1959
294,9,<,9,Arkansas,Southwest,8-2,301,,Week 12 (Final)Dec 7[14],1959
295,10,<,11,Alabama (5),SEC,7-1-2,257,,Week 12 (Final)Dec 7[14],1959
296,11,<,10,Clemson,ACC,8-2,239,,Week 12 (Final)Dec 7[14],1959
297,12,<,14,Penn State,Ind,8-2,190,,Week 12 (Final)Dec 7[14],1959
298,13,<,12,Illinois,Big Ten,5-3-1,104,,Week 12 (Final)Dec 7[14],1959
299,14,<,13,USC,AAWU,8-2,94,,Week 12 (Final)Dec 7[14],1959
300,15,<,15,Oklahoma,Big 8,7-3,68,DNP,Week 12 (Final)Dec 7[14],1959
301,16,<,16,Wyoming,MSAC,9-1,60,DNP,Week 12 (Final)Dec 7[14],1959
302,17,<,19,Notre Dame,Ind,5-5,46,,Week 12 (Final)Dec 7[14],1959
303,18,<,20,Missouri,Big 8,6-4,40,,Week 12 (Final)Dec 7[14],1959
304,19,<,18,Florida,SEC,5-4-1,34,,Week 12 (Final)Dec 7[14],1959
305,20,<,NR,Pittsburgh,Ind,6-4,30,,Week 12 (Final)Dec 7[14],1959
306,NR,<,17,UCLA,AAWU,,0,,Week 12 (Final)Dec 7[14],1959
