,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
72,5,<,9,Missouri,Big 8,3-0,898.0,,Week 3Sep 24[1],1979
73,6,<,7,Nebraska,Big 8,2-0,862.0,,Week 3Sep 24[1],1979
74,7,<,8,Michigan State,Big Ten,3-0,816.0,,Week 3Sep 24[1],1979
75,8,<,10,Houston,Southwest,2-0,755.0,,Week 3Sep 24[1],1979
76,9,<,12,Washington,Pac-10,3-0,635.0,,Week 3Sep 24[1],1979
77,10,<,17,Purdue,Big Ten,2-1,599.0,,Week 3Sep 24[1],1979
78,11,<,11,Michigan,Big Ten,2-1,564.0,,Week 3Sep 24[1],1979
79,12,<,14,Florida State,Ind,3-0,556.0,,Week 3Sep 24[1],1979
80,13,<,15,Arkansas,Southwest,2-0,519.0,,Week 3Sep 24[1],1979
81,14,<,16,Ohio State,Big Ten,3-0,458.0,,Week 3Sep 24[1],1979
82,15,<,5,Notre Dame,Ind,1-1,436.0,,Week 3Sep 24[1],1979
83,16,<,19,NC State,ACC,3-0,293.0,,Week 3Sep 24[1],1979
84,17,<,20,UCLA,Pac-10,2-1,280.0,,Week 3Sep 24[1],1979
85,18,<,6,Penn State,Ind,1-1,261.0,L 27-14 H Texas A&M,Week 3Sep 24[1],1979
86,19,<,18,SMU,Southwest,3-0,246.0,,Week 3Sep 24[1],1979
87,20,<,NR,LSU,SEC,2-0,184.0,,Week 3Sep 24[1],1979
88,NR,<,13,Pittsburgh,Ind,,0.0,,Week 3Sep 24[1],1979
89,1,<,1,USC (47),Pac-10,4-0,1222.0,W 17-12 A #20 LSU,Week 4Oct 1[1],1979
90,2,<,2,Alabama (14),SEC,3-0,1180.0,,Week 4Oct 1[1],1979
91,3,<,3,Oklahoma,Big 8,3-0,1080.0,W 63-21 A Rice,Week 4Oct 1[1],1979
92,4,<,4,Texas (1),Southwest,2-0,1053.0,,Week 4Oct 1[1],1979
93,5,<,6,Nebraska,Big 8,3-0,999.0,,Week 4Oct 1[1],1979
94,6,<,8,Houston,Southwest,3-0,838.0,,Week 4Oct 1[1],1979
95,7,<,9,Washington,Pac-10,4-0,777.0,,Week 4Oct 1[1],1979
96,8,<,14,Ohio State,Big Ten,4-0,683.0,,Week 4Oct 1[1],1979
97,9,<,12,Florida State,Ind,4-0,662.0,,Week 4Oct 1[1],1979
98,10,<,15,Notre Dame,Ind,2-1,656.0,,Week 4Oct 1[1],1979
99,11,<,11,Michigan,Big Ten,3-1,654.0,,Week 4Oct 1[1],1979
100,12,<,10,Purdue,Big Ten,3-1,648.0,,Week 4Oct 1[1],1979
101,13,<,13,Arkansas,Southwest,3-0,619.0,,Week 4Oct 1[1],1979
102,14,<,16,NC State,ACC,4-0,388.0,,Week 4Oct 1[1],1979
103,15,<,5,Missouri,Big 8,3-1,342.0,,Week 4Oct 1[1],1979
104,16,<,7,Michigan State,Big Ten,3-1,290.0,,Week 4Oct 1[1],1979
105,17,<,20,LSU,SEC,2-1,266.0,,Week 4Oct 1[1],1979
106,18,<,NR,North Carolina,ACC,3-0,256.0,,Week 4Oct 1[1],1979
107,19,<,NR,Tennessee,SEC,3-0,174.0,,Week 4Oct 1[1],1979
108,20,<,NR,BYU,WAC,3-0,122.0,,Week 4Oct 1[1],1979
109,NR,<,17,UCLA,Pac-10,,0.0,,Week 4Oct 1[1],1979
110,NR,<,18,Penn State,Ind,,0.0,,Week 4Oct 1[1],1979
111,NR,<,19,SMU,Southwest,,0.0,,Week 4Oct 1[1],1979
112,1,<,1,USC (53),Pac-10,5-0,1285.0,W 50-21 H Washington State,Week 5Oct 8[1],1979
113,2,<,2,Alabama (11),SEC,4-0,1248.0,W 38-0 H Wichita State,Week 5Oct 8[1],1979
114,3,<,3,Oklahoma,Big 8,4-0,1126.0,W 49-24 H Colorado,Week 5Oct 8[1],1979
115,4,<,4,Texas (1),Southwest,3-0,1101.0,W 26-9 H Rice,Week 5Oct 8[1],1979
116,5,<,5,Nebraska,Big 8,4-0,1059.0,W 57-0 H New Mexico State,Week 5Oct 8[1],1979
117,6,<,7,Washington,Pac-10,5-0,889.0,W 41-0 H Oregon State,Week 5Oct 8[1],1979
118,7,<,6,Houston,Southwest,4-0,884.0,W 13-10 H Baylor,Week 5Oct 8[1],1979
119,8,<,8,Ohio State,Big Ten,5-0,781.0,W 16-7 H Northwestern,Week 5Oct 8[1],1979
120,9,<,9,Florida State,Ind,5-0,756.0,W 27-0 A Louisville,Week 5Oct 8[1],1979
121,10,<,10,Notre Dame,Ind,3-1,664.0,W 21-13 H Georgia Tech,Week 5Oct 8[1],1979
122,11,<,11,Michigan,Big Ten,4-1,648.0,W 21-7 A #16 Michigan State,Week 5Oct 8[1],1979
123,12,<,13,Arkansas,Southwest,4-0,629.0,W 16-13 A TCU,Week 5Oct 8[1],1979
124,13,<,17,LSU,SEC,3-1,504.0,W 20-3 H Florida,Week 5Oct 8[1],1979
125,14,<,18,North Carolina,ACC,4-0,455.0,W 35-14 H Cincinnati,Week 5Oct 8[1],1979
126,15,<,15,Missouri,Big 8,3-1,414.0,DNP,Week 5Oct 8[1],1979
127,16,<,20,BYU,WAC,4-0,323.0,W 38-15 H Hawaii,Week 5Oct 8[1],1979
128,17,<,14,NC State,ACC,4-1,100.0,L 44-31 A Auburn,Week 5Oct 8[1],1979
129,18,<,NR,Auburn,SEC,3-1,98.0,W 44-31 H #14 NC State,Week 5Oct 8[1],1979
130,19,<,16,Michigan State,Big Ten,3-2,77.0,L 21-7 H #11 Michigan,Week 5Oct 8[1],1979
131,20,<,12,Purdue,Big Ten,3-2,62.0,L 31-14 A Minnesota,Week 5Oct 8[1],1979
132,NR,<,19,Tennessee,SEC,3-1,0.0,L 28-9 N Mississippi State,Week 5Oct 8[1],1979
133,1,<,2,Alabama (42),SEC,5-0,1332.0,W 40-0 A Florida,Week 6Oct 15[1],1979
134,2,<,4,Texas (26),Southwest,4-0,1313.0,,Week 6Oct 15[1],1979
135,3,<,5,Nebraska,Big 8,5-0,1204.0,,Week 6Oct 15[1],1979
136,4,<,1,USC,Pac-10,5-0-1,1108.0,T 21-21 H Stanford,Week 6Oct 15[1],1979
137,5,<,7,Houston,Southwest,5-0,1011.0,,Week 6Oct 15[1],1979
138,6,<,8,Ohio State,Big Ten,6-0,1010.0,,Week 6Oct 15[1],1979
139,7,<,9,Florida State,Ind,6-0,894.0,,Week 6Oct 15[1],1979
140,8,<,3,Oklahoma,Big 8,4-1,883.0,L 16-7 N #4 Texas,Week 6Oct 15[1],1979
141,9,<,10,Notre Dame,Ind,4-1,810.0,,Week 6Oct 15[1],1979
142,10,<,12,Arkansas,Southwest,5-0,803.0,,Week 6Oct 15[1],1979
143,11,<,11,Michigan,Big Ten,5-1,746.0,,Week 6Oct 15[1],1979
144,12,<,6,Washington,Pac-10,5-1,527.0,,Week 6Oct 15[1],1979
145,13,<,16,BYU,WAC,5-0,497.0,,Week 6Oct 15[1],1979
146,14,<,18,Auburn,SEC,4-1,370.0,,Week 6Oct 15[1],1979
147,15,<,17,NC State,ACC,5-1,359.0,,Week 6Oct 15[1],1979
148,16,<,20,Purdue,Big Ten,4-2,229.0,,Week 6Oct 15[1],1979
149,17,<,NR,Pittsburgh,Ind,4-1,147.0,,Week 6Oct 15[1],1979
150,18,<,NR,Tennessee,SEC,4-1,141.0,,Week 6Oct 15[1],1979
151,19,<,14,North Carolina,ACC,4-1,139.0,,Week 6Oct 15[1],1979
152,20,<,NR,Navy,Ind,5-0,117.0,,Week 6Oct 15[1],1979
153,NR,<,13,LSU,SEC,,0.0,,Week 6Oct 15[1],1979
154,NR,<,15,Missouri,Big 8,,0.0,,Week 6Oct 15[1],1979
155,NR,<,19,Michigan State,Big Ten,,0.0,,Week 6Oct 15[1],1979
156,1,<,1,Alabama (52),SEC,6-0,1341.0,W 27-17 H #18 Tennessee,Week 7Oct 22[1],1979
157,2,<,3,Nebraska (6),Big 8,6-0,1266.0,,Week 7Oct 22[1],1979
158,3,<,4,USC (9),Pac-10,6-0-1,1198.0,,Week 7Oct 22[1],1979
159,4,<,6,Ohio State (1),Big Ten,7-0,1089.0,,Week 7Oct 22[1],1979
160,4,<,10,Arkansas,Southwest,6-0,1089.0,,Week 7Oct 22[1],1979
161,6,<,5,Houston,Southwest,6-0,1070.0,,Week 7Oct 22[1],1979
162,7,<,8,Oklahoma,Big 8,5-1,883.0,W 38-6 A Kansas State,Week 7Oct 22[1],1979
163,8,<,7,Florida State,Ind,6-0,871.0,,Week 7Oct 22[1],1979
164,9,<,2,Texas,Southwest,4-1,864.0,,Week 7Oct 22[1],1979
165,10,<,11,Michigan,Big Ten,6-1,757.0,,Week 7Oct 22[1],1979
166,11,<,13,BYU,WAC,6-0,627.0,,Week 7Oct 22[1],1979
167,12,<,17,Pittsburgh,Ind,5-1,494.0,,Week 7Oct 22[1],1979
168,13,<,14,Auburn,SEC,5-1,488.0,,Week 7Oct 22[1],1979
169,14,<,9,Notre Dame,Ind,4-2,437.0,,Week 7Oct 22[1],1979
170,15,<,19,North Carolina,ACC,5-1,401.0,,Week 7Oct 22[1],1979
171,16,<,16,Purdue,Big Ten,5-2,349.0,,Week 7Oct 22[1],1979
172,17,<,20,Navy,Ind,6-0,237.0,,Week 7Oct 22[1],1979
173,18,<,NR,Wake Forest,ACC,6-1,162.0,W 25-17 H Maryland,Week 7Oct 22[1],1979
174,19,<,18,Tennessee,SEC,4-2,123.0,,Week 7Oct 22[1],1979
175,20,<,12,Washington,Pac-10,5-2,89.0,,Week 7Oct 22[1],1979
176,NR,<,15,NC State,ACC,,0.0,,Week 7Oct 22[1],1979
177,1,<,1,Alabama (46),SEC,7-0,1235.0,W 31-7 H Virginia Tech,Week 8Oct 29[1],1979
178,2,<,2,Nebraska (7),Big 8,7-0,1176.0,,Week 8Oct 29[1],1979
179,3,<,3,USC (4),Pac-10,7-0-1,1083.0,,Week 8Oct 29[1],1979
180,4,<,6,Houston (1),Southwest,7-0,1058.0,,Week 8Oct 29[1],1979
181,5,<,4,Ohio State (5),Big Ten,8-0,1052.0,,Week 8Oct 29[1],1979
182,6,<,8,Florida State,Ind,7-0,900.0,,Week 8Oct 29[1],1979
183,7,<,7,Oklahoma,Big 8,6-1,837.0,W 38-9 H Iowa State,Week 8Oct 29[1],1979
184,8,<,9,Texas,Southwest,5-1,811.0,,Week 8Oct 29[1],1979
185,9,<,4,Arkansas,Southwest,6-1,755.0,,Week 8Oct 29[1],1979
186,10,<,10,Michigan,Big Ten,7-1,662.0,,Week 8Oct 29[1],1979
187,11,<,11,BYU,WAC,7-0,653.0,,Week 8Oct 29[1],1979
188,12,<,12,Pittsburgh,Ind,6-1,546.0,,Week 8Oct 29[1],1979
189,13,<,14,Notre Dame,Ind,5-2,472.0,,Week 8Oct 29[1],1979
190,14,<,18,Wake Forest,ACC,7-1,458.0,W 42-38 H Auburn,Week 8Oct 29[1],1979
191,15,<,16,Purdue,Big Ten,6-2,301.0,,Week 8Oct 29[1],1979
192,16,<,20,Washington,Pac-10,6-2,259.0,,Week 8Oct 29[1],1979
193,17,<,19,Tennessee,SEC,4-2,177.0,,Week 8Oct 29[1],1979
194,18,<,15,North Carolina,ACC,5-1-1,140.0,,Week 8Oct 29[1],1979
195,19,<,NR,Penn State,Ind,5-2,126.0,,Week 8Oct 29[1],1979
196,20,<,13,Auburn,SEC,5-2,92.0,,Week 8Oct 29[1],1979
197,NR,<,17,Navy,Ind,,0.0,,Week 8Oct 29[1],1979
198,1,<,1,Alabama (46),SEC,8-0,1290.0,W 24-7 H Mississippi State,Week 9Nov 5[1],1979
199,2,<,2,Nebraska (4),Big 8,8-0,1190.0,,Week 9Nov 5[1],1979
200,3,<,5,Ohio State (8),Big Ten,9-0,1154.0,,Week 9Nov 5[1],1979
201,4,<,3,USC (7),Pac-10,8-0-1,1151.0,,Week 9Nov 5[1],1979
202,5,<,4,Houston (1),Southwest,8-0,1093.0,,Week 9Nov 5[1],1979
203,6,<,7,Oklahoma,Big 8,7-1,911.0,W 38-7 A Oklahoma State,Week 9Nov 5[1],1979
204,7,<,6,Florida State,Ind,8-0,897.0,,Week 9Nov 5[1],1979
205,8,<,8,Texas,Southwest,6-1,857.0,,Week 9Nov 5[1],1979
206,9,<,9,Arkansas,Southwest,7-1,818.0,,Week 9Nov 5[1],1979
207,10,<,10,Michigan,Big Ten,8-1,748.0,,Week 9Nov 5[1],1979
208,11,<,11,BYU,WAC,8-0,676.0,,Week 9Nov 5[1],1979
209,12,<,12,Pittsburgh,Ind,7-1,573.0,,Week 9Nov 5[1],1979
210,13,<,13,Notre Dame,Ind,6-2,536.0,,Week 9Nov 5[1],1979
211,14,<,15,Purdue,Big Ten,7-2,432.0,,Week 9Nov 5[1],1979
212,15,<,16,Washington,Pac-10,7-2,400.0,,Week 9Nov 5[1],1979
213,16,<,20,Auburn,SEC,6-2,232.0,,Week 9Nov 5[1],1979
214,17,<,NR,Baylor,Southwest,6-2,155.0,,Week 9Nov 5[1],1979
215,18,<,NR,Clemson,ACC,6-2,139.0,,Week 9Nov 5[1],1979
216,19,<,NR,South Carolina,Ind,6-2,109.0,W 30-28 H NC State,Week 9Nov 5[1],1979
217,20,<,14,Wake Forest,ACC,7-2,73.0,L 31-0 A Clemson,Week 9Nov 5[1],1979
218,NR,<,17,Tennessee,SEC,,0.0,,Week 9Nov 5[1],1979
219,NR,<,18,North Carolina,ACC,,0.0,,Week 9Nov 5[1],1979
220,NR,<,19,Penn State,Ind,,0.0,,Week 9Nov 5[1],1979
221,1,<,1,Alabama (34),SEC,9-0,1262.0,W 3-0 A LSU,Week 10Nov 12[1],1979
222,2,<,3,Ohio State (14),Big Ten,10-0,1218.0,,Week 10Nov 12[1],1979
223,3,<,2,Nebraska (5),Big 8,9-0,1209.0,,Week 10Nov 12[1],1979
224,4,<,4,USC (12),Pac-10,9-0-1,1164.0,,Week 10Nov 12[1],1979
225,5,<,7,Florida State,Ind,9-0,983.0,,Week 10Nov 12[1],1979
226,6,<,8,Texas (0.33),Southwest,7-1,981.0,,Week 10Nov 12[1],1979
227,7,<,6,Oklahoma,Big 8,8-1,960.0,W 38-0 H Kansas,Week 10Nov 12[1],1979
228,8,<,9,Arkansas (0.33),Southwest,8-1,859.0,,Week 10Nov 12[1],1979
229,9,<,5,Houston (0.33),Southwest,8-1,788.0,,Week 10Nov 12[1],1979
230,10,<,11,BYU,WAC,9-0,705.0,,Week 10Nov 12[1],1979
231,11,<,12,Pittsburgh,Ind,8-1,661.0,,Week 10Nov 12[1],1979
232,12,<,14,Purdue,Big Ten,8-2,614.0,,Week 10Nov 12[1],1979
233,13,<,10,Michigan,Big Ten,8-2,464.0,,Week 10Nov 12[1],1979
234,14,<,18,Clemson,ACC,7-2,359.0,,Week 10Nov 12[1],1979
235,15,<,16,Auburn,SEC,7-2,338.0,,Week 10Nov 12[1],1979
236,16,<,15,Washington,Pac-10,6-2,295.0,,Week 10Nov 12[1],1979
237,17,<,20,Wake Forest,ACC,8-2,214.0,W 17-14 H Duke,Week 10Nov 12[1],1979
238,18,<,NR,Temple,Ind,8-2,162.0,W 42-6 H Akron,Week 10Nov 12[1],1979
239,19,<,NR,Tennessee,SEC,5-3,123.0,,Week 10Nov 12[1],1979
240,20,<,17,Baylor,Southwest,6-3,99.0,,Week 10Nov 12[1],1979
241,20,<,NR,Tulane,Ind,8-2,99.0,W 49-15 H Mississippi,Week 10Nov 12[1],1979
242,NR,<,13,Notre Dame,Ind,,0.0,,Week 10Nov 12[1],1979
243,NR,<,19,South Carolina,Ind,,0.0,,Week 10Nov 12[1],1979
244,1,<,1,Alabama (32),SEC,10-0,1238.0,W 30-0 H Miami (FL),Week 11Nov 19[1],1979
245,2,<,2,Ohio State (18),Big Ten,11-0,1214.0,,Week 11Nov 19[1],1979
246,3,<,3,Nebraska (4),Big 8,10-0,1157.0,,Week 11Nov 19[1],1979
247,4,<,4,USC (10),Pac-10,9-0-1,1151.0,,Week 11Nov 19[1],1979
248,5,<,5,Florida State,Ind,10-0,1019.0,,Week 11Nov 19[1],1979
249,6,<,6,Texas (0.33),Southwest,8-1,959.0,,Week 11Nov 19[1],1979
250,7,<,8,Arkansas (0.33),Southwest,9-1,865.0,,Week 11Nov 19[1],1979
251,8,<,7,Oklahoma,Big 8,9-1,848.0,W 24-22 A Missouri,Week 11Nov 19[1],1979
252,9,<,9,Houston (0.33),Southwest,8-1,811.0,,Week 11Nov 19[1],1979
253,10,<,10,BYU,WAC,10-0,705.0,,Week 11Nov 19[1],1979
254,11,<,11,Pittsburgh,Ind,9-1,652.0,,Week 11Nov 19[1],1979
255,12,<,12,Purdue,Big Ten,9-2,598.0,,Week 11Nov 19[1],1979
256,13,<,14,Clemson,ACC,8-2,487.0,,Week 11Nov 19[1],1979
257,14,<,15,Auburn,SEC,8-2,376.0,,Week 11Nov 19[1],1979
258,14,<,16,Washington,Pac-10,7-2,376.0,,Week 11Nov 19[1],1979
259,16,<,13,Michigan,Big Ten,8-3,357.0,,Week 11Nov 19[1],1979
260,17,<,20,Baylor,Southwest,7-3,215.0,,Week 11Nov 19[1],1979
261,18,<,20,Tulane,Ind,8-2,184.0,DNP,Week 11Nov 19[1],1979
262,19,<,NR,South Carolina,Ind,7-3,124.0,W 35-14 H Wake Forest,Week 11Nov 19[1],1979
263,20,<,NR,Penn State,Ind,7-3,93.0,,Week 11Nov 19[1],1979
264,NR,<,17,Wake Forest,ACC,,0.0,,Week 11Nov 19[1],1979
265,NR,<,18,Temple,Ind,,0.0,,Week 11Nov 19[1],1979
266,NR,<,19,Tennessee,SEC,,0.0,,Week 11Nov 19[1],1979
267,1,<,1,Alabama (34),SEC,10-0,1193.0,DNP,Week 12Nov 26[1],1979
268,2,<,4,USC (12),Pac-10,10-0-1,1142.0,,Week 12Nov 26[1],1979
269,3,<,2,Ohio State (13),Big Ten,11-0,1141.0,,Week 12Nov 26[1],1979
270,4,<,5,Florida State,Ind,11-0,997.0,,Week 12Nov 26[1],1979
271,5,<,8,Oklahoma (1),Big 8,10-1,963.0,W 17-14 H #3 Nebraska,Week 12Nov 26[1],1979
272,6,<,6,Texas (0.33),Southwest,9-1,934.0,,Week 12Nov 26[1],1979
273,7,<,3,Nebraska,Big 8,10-1,850.0,,Week 12Nov 26[1],1979
274,8,<,7,Arkansas (0.33),Southwest,10-1,848.0,,Week 12Nov 26[1],1979
275,9,<,10,BYU (1),WAC,11-0,760.0,,Week 12Nov 26[1],1979
276,10,<,9,Houston (0.33),Southwest,9-1,751.0,,Week 12Nov 26[1],1979
277,11,<,11,Pittsburgh,Ind,9-1,611.0,,Week 12Nov 26[1],1979
278,12,<,12,Purdue,Big Ten,9-2,544.0,,Week 12Nov 26[1],1979
279,13,<,14,Washington,Pac-10,7-3,454.0,,Week 12Nov 26[1],1979
280,14,<,14,Auburn,SEC,8-2,392.0,,Week 12Nov 26[1],1979
281,15,<,16,Michigan,Big Ten,8-3,376.0,,Week 12Nov 26[1],1979
282,16,<,18,Tulane,Ind,9-2,354.0,W 24-13 H LSU,Week 12Nov 26[1],1979
283,17,<,19,South Carolina,Ind,8-3,266.0,W 13-9 H Clemson,Week 12Nov 26[1],1979
284,18,<,13,Clemson,ACC,8-3,122.0,,Week 12Nov 26[1],1979
285,19,<,20,Penn State,Ind,7-3,114.0,,Week 12Nov 26[1],1979
286,20,<,17,Baylor,Southwest,7-4,73.0,,Week 12Nov 26[1],1979
287,1,<,3,Ohio State (16),Big Ten,11-0,1267.0,DNP,Week 13Dec 3[1],1979
288,2,<,1,Alabama (29),SEC,11-0,1265.5,W 25-18 N #14 Auburn,Week 13Dec 3[1],1979
289,3,<,2,USC (19),Pac-10,10-0-1,1257.0,,Week 13Dec 3[1],1979
290,4,<,4,Florida State,Ind,11-0,1103.0,,Week 13Dec 3[1],1979
291,5,<,5,Oklahoma (1),Big 8,10-1,1068.0,DNP,Week 13Dec 3[1],1979
292,6,<,8,Arkansas (0.5),Southwest,10-1,951.0,,Week 13Dec 3[1],1979
293,7,<,7,Nebraska,Big 8,10-1,908.0,,Week 13Dec 3[1],1979
294,8,<,10,Houston (0.5),Southwest,10-1,893.5,,Week 13Dec 3[1],1979
295,9,<,9,BYU (1),WAC,11-0,848.0,,Week 13Dec 3[1],1979
296,10,<,11,Pittsburgh,Ind,10-1,728.0,,Week 13Dec 3[1],1979
297,11,<,6,Texas,Southwest,9-2,677.0,,Week 13Dec 3[1],1979
298,12,<,12,Purdue,Big Ten,9-2,606.0,,Week 13Dec 3[1],1979
299,13,<,13,Washington,Pac-10,8-3,489.0,,Week 13Dec 3[1],1979
300,14,<,15,Michigan,Big Ten,8-3,452.0,,Week 13Dec 3[1],1979
301,15,<,16,Tulane,Ind,9-2,376.0,DNP,Week 13Dec 3[1],1979
302,16,<,17,South Carolina,Ind,8-3,287.0,DNP,Week 13Dec 3[1],1979
303,17,<,14,Auburn,SEC,8-3,244.0,,Week 13Dec 3[1],1979
304,18,<,18,Clemson,ACC,8-3,222.0,,Week 13Dec 3[1],1979
