,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
305,19,<,20,Baylor,Southwest,7-4,106.0,,Week 13Dec 3[1],1979
306,20,<,NR,Temple,Ind,9-2,65.0,DNP,Week 13Dec 3[1],1979
307,NR,<,19,Penn State,Ind,,0.0,,Week 13Dec 3[1],1979
308,1,<,2,Alabama (46),SEC,12-0,1317.0,W 24-9 N #6 Arkansas (Sugar),Week 14 (Final)Final[1][3],1979
309,2,<,3,USC (21),Pac-10,11-0-1,1289.0,,Week 14 (Final)Final[1][3],1979
310,3,<,5,Oklahoma,Big 8,11-1,1163.0,W 24-7 N #4 Florida State (Orange),Week 14 (Final)Final[1][3],1979
311,4,<,1,Ohio State,Big Ten,11-1,1160.0,L 17-16 N #3 USC (Rose),Week 14 (Final)Final[1][3],1979
312,5,<,8,Houston,Southwest,11-1,1084.0,,Week 14 (Final)Final[1][3],1979
313,6,<,4,Florida State,Ind,11-1,893.0,,Week 14 (Final)Final[1][3],1979
314,7,<,10,Pittsburgh,Ind,11-1,872.0,,Week 14 (Final)Final[1][3],1979
315,8,<,6,Arkansas,Southwest,10-2,857.0,,Week 14 (Final)Final[1][3],1979
316,9,<,7,Nebraska,Big 8,10-2,852.0,,Week 14 (Final)Final[1][3],1979
317,10,<,12,Purdue,Big Ten,10-2,739.0,,Week 14 (Final)Final[1][3],1979
318,11,<,13,Washington,Pac-10,9-3,690.0,,Week 14 (Final)Final[1][3],1979
319,12,<,11,Texas,Southwest,9-3,484.0,,Week 14 (Final)Final[1][3],1979
320,13,<,9,BYU,WAC,11-1,474.0,,Week 14 (Final)Final[1][3],1979
321,14,<,19,Baylor,Southwest,8-4,358.0,,Week 14 (Final)Final[1][3],1979
322,15,<,NR,North Carolina,ACC,8-3-1,311.0,,Week 14 (Final)Final[1][3],1979
323,16,<,17,Auburn,SEC,8-3,263.0,,Week 14 (Final)Final[1][3],1979
324,17,<,20,Temple,Ind,10-2,213.0,W 28-17 N California (Garden State),Week 14 (Final)Final[1][3],1979
325,18,<,14,Michigan,Big Ten,8-4,207.0,,Week 14 (Final)Final[1][3],1979
326,19,<,NR,Indiana,Big Ten,8-4,206.0,W 38-37 N BYU (Holiday),Week 14 (Final)Final[1][3],1979
327,20,<,NR,Penn State,Ind,8-4,168.0,,Week 14 (Final)Final[1][3],1979
328,NR,<,15,Tulane,Ind,,0.0,,Week 14 (Final)Final[1][3],1979
329,NR,<,16,South Carolina,Ind,,0.0,,Week 14 (Final)Final[1][3],1979
330,NR,<,18,Clemson,ACC,,0.0,,Week 14 (Final)Final[1][3],1979
