,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
36,13,<,12,North Carolina,ACC,0-0,440.0,DNP,Week 1Sep 7[2],1981
37,14,<,14,Mississippi State,SEC,1-0,438.0,,Week 1Sep 7[2],1981
38,15,<,16,BYU,WAC,1-0,373.0,,Week 1Sep 7[2],1981
39,16,<,NR,Miami (FL),Ind,1-0,356.0,,Week 1Sep 7[2],1981
40,17,<,15,Washington,Pac-10,0-0,222.0,DNP,Week 1Sep 7[2],1981
41,18,<,19,Florida State,Ind,1-0,186.0,,Week 1Sep 7[2],1981
42,19,<,18,Stanford,Pac-10,0-0,180.0,DNP,Week 1Sep 7[2],1981
43,20,<,20,Arizona State,Pac-10,0-0,173.0,DNP,Week 1Sep 7[2],1981
44,NR,<,17,Florida,SEC,,0.0,,Week 1Sep 7[2],1981
45,1,<,4,Notre Dame (24),Ind,1-0,1233.0,W 27-9 H LSU,Week 2Sep 14[3],1981
46,2,<,5,USC (12),Pac-10,1-0,1181.0,,Week 2Sep 14[3],1981
47,3,<,3,Oklahoma (12),Big 8,1-0,1153.0,W 37-20 H Wyoming,Week 2Sep 14[3],1981
48,4,<,6,Georgia (12),SEC,2-0,1113.0,,Week 2Sep 14[3],1981
49,5,<,9,Penn State (1),Ind,1-0,996.0,,Week 2Sep 14[3],1981
50,6,<,8,Texas (1),Southwest,1-0,963.0,,Week 2Sep 14[3],1981
51,7,<,10,Pittsburgh,Ind,1-0,763.0,,Week 2Sep 14[3],1981
52,8,<,11,Ohio State,Big Ten,1-0,710.0,,Week 2Sep 14[3],1981
53,9,<,12,UCLA,Pac-10,1-0,690.0,,Week 2Sep 14[3],1981
54,10,<,13,North Carolina,ACC,1-0,661.0,,Week 2Sep 14[3],1981
55,11,<,1,Michigan,Big Ten,0-1,560.0,L 21-14 A Wisconsin,Week 2Sep 14[3],1981
56,12,<,2,Alabama,SEC,1-1,538.0,,Week 2Sep 14[3],1981
57,13,<,15,BYU,WAC,2-0,439.0,,Week 2Sep 14[3],1981
58,14,<,14,Mississippi State,SEC,1-0,397.0,,Week 2Sep 14[3],1981
59,15,<,17,Washington,Pac-10,1-0,313.0,,Week 2Sep 14[3],1981
60,16,<,16,Miami (FL),Ind,1-0,311.0,,Week 2Sep 14[3],1981
61,17,<,7,Nebraska,Big 8,0-1,276.0,,Week 2Sep 14[3],1981
62,18,<,20,Arizona State,Pac-10,1-0,275.0,,Week 2Sep 14[3],1981
63,19,<,18,Florida State,Ind,2-0,232.0,,Week 2Sep 14[3],1981
64,20,<,NR,Wisconsin,Big Ten,1-0,174.0,,Week 2Sep 14[3],1981
65,NR,<,19,Stanford,Pac-10,,0.0,,Week 2Sep 14[3],1981
66,1,<,2,USC (46),Pac-10,2-0,1258.0,W 21-0 A Indiana,Week 3Sep 21[4],1981
67,2,<,3,Oklahoma (15),Big 8,1-0,1203.0,DNP,Week 3Sep 21[4],1981
68,3,<,5,Penn State (2),Ind,1-0,1092.0,,Week 3Sep 21[4],1981
69,4,<,6,Texas (1),Southwest,2-0,1038.0,,Week 3Sep 21[4],1981
70,5,<,7,Pittsburgh,Ind,2-0,976.0,,Week 3Sep 21[4],1981
71,6,<,9,UCLA,Pac-10,2-0,912.0,,Week 3Sep 21[4],1981
72,7,<,11,Michigan (1),Big Ten,1-1,903.0,,Week 3Sep 21[4],1981
73,8,<,8,Ohio State,Big Ten,2-0,832.0,,Week 3Sep 21[4],1981
74,9,<,10,North Carolina,ACC,2-0,806.0,,Week 3Sep 21[4],1981
75,10,<,12,Alabama,SEC,2-1,556.0,,Week 3Sep 21[4],1981
76,11,<,13,BYU,WAC,3-0,554.0,,Week 3Sep 21[4],1981
77,12,<,14,Mississippi State,SEC,2-0,549.0,,Week 3Sep 21[4],1981
78,13,<,1,Notre Dame,Ind,1-1,548.0,L 25-7 A #11 Michigan,Week 3Sep 21[4],1981
79,14,<,16,Miami (FL),Ind,2-0,439.0,,Week 3Sep 21[4],1981
80,15,<,17,Nebraska,Big 8,1-1,412.0,,Week 3Sep 21[4],1981
81,16,<,15,Washington,Pac-10,2-0,378.0,,Week 3Sep 21[4],1981
82,17,<,4,Georgia,SEC,2-1,365.0,L 13-3 A Clemson,Week 3Sep 21[4],1981
83,18,<,18,Arizona State,Pac-10,2-0,265.0,,Week 3Sep 21[4],1981
84,19,<,NR,Clemson,ACC,3-0,227.0,,Week 3Sep 21[4],1981
85,20,<,NR,SMU,Southwest,3-0,125.0,,Week 3Sep 21[4],1981
86,NR,<,19,Florida State,Ind,,0.0,,Week 3Sep 21[4],1981
87,NR,<,20,Wisconsin,Big Ten,,0.0,,Week 3Sep 21[4],1981
88,1,<,1,USC (57.5),Pac-10,3-0,1311.0,W 28-24 H #2 Oklahoma,Week 4Sep 28[5],1981
89,2,<,3,Penn State (5.5),Ind,2-0,1208.0,,Week 4Sep 28[5],1981
90,3,<,4,Texas (1),Southwest,3-0,1104.0,,Week 4Sep 28[5],1981
91,4,<,5,Pittsburgh,Ind,2-0,1027.0,,Week 4Sep 28[5],1981
92,5,<,2,Oklahoma,Big 8,1-1,1022.0,L 28-24 A #1 USC,Week 4Sep 28[5],1981
93,6,<,9,North Carolina,ACC,3-0,967.0,,Week 4Sep 28[5],1981
94,7,<,8,Ohio State,Big Ten,3-0,922.0,,Week 4Sep 28[5],1981
95,8,<,7,Michigan,Big Ten,2-1,835.0,,Week 4Sep 28[5],1981
96,9,<,12,Mississippi State,SEC,3-0,743.0,,Week 4Sep 28[5],1981
97,10,<,11,BYU,WAC,4-0,703.0,,Week 4Sep 28[5],1981
98,11,<,10,Alabama,SEC,3-1,658.0,,Week 4Sep 28[5],1981
99,12,<,16,Washington,Pac-10,3-0,533.0,,Week 4Sep 28[5],1981
100,13,<,17,Georgia,SEC,3-1,492.0,,Week 4Sep 28[5],1981
101,14,<,19,Clemson,ACC,3-0,386.0,,Week 4Sep 28[5],1981
102,15,<,20,SMU,Southwest,4-0,324.0,,Week 4Sep 28[5],1981
103,16,<,6,UCLA,Pac-10,2-1,266.0,,Week 4Sep 28[5],1981
104,17,<,14,Miami (FL),Ind,2-1,225.0,,Week 4Sep 28[5],1981
105,18,<,NR,Iowa,Big Ten,2-1,169.0,,Week 4Sep 28[5],1981
106,19,<,NR,Arkansas,Southwest,3-0,156.0,,Week 4Sep 28[5],1981
107,20,<,NR,Iowa State,Big 8,3-0,134.0,W 28-19 H Kent State,Week 4Sep 28[5],1981
108,NR,<,13,Notre Dame,Ind,,0.0,,Week 4Sep 28[5],1981
109,NR,<,15,Nebraska,Big 8,,0.0,,Week 4Sep 28[5],1981
110,NR,<,18,Arizona State,Pac-10,,0.0,,Week 4Sep 28[5],1981
111,1,<,1,USC (58),Pac-10,4-0,1293.0,W 56-22 A Oregon State,Week 5Oct 5[6],1981
112,2,<,2,Penn State (6),Ind,3-0,1205.0,,Week 5Oct 5[6],1981
113,3,<,3,Texas (1),Southwest,3-0,1134.0,,Week 5Oct 5[6],1981
114,4,<,4,Pittsburgh,Ind,3-0,1103.0,,Week 5Oct 5[6],1981
115,5,<,6,North Carolina,ACC,4-0,1047.0,,Week 5Oct 5[6],1981
116,6,<,8,Michigan,Big Ten,3-1,904.0,,Week 5Oct 5[6],1981
117,7,<,11,Alabama,SEC,4-1,763.0,,Week 5Oct 5[6],1981
118,8,<,10,BYU,WAC,5-0,735.0,,Week 5Oct 5[6],1981
119,9,<,14,Clemson,ACC,4-0,651.0,,Week 5Oct 5[6],1981
120,10,<,5,Oklahoma,Big 8,1-1-1,607.5,T 7-7 H #20 Iowa State,Week 5Oct 5[6],1981
121,11,<,13,Georgia,SEC,3-1,581.0,,Week 5Oct 5[6],1981
122,12,<,20,Iowa State,Big 8,3-0-1,455.5,T 7-7 A Oklahoma,Week 5Oct 5[6],1981
123,13,<,NR,Missouri,Big 8,4-0,412.0,,Week 5Oct 5[6],1981
124,14,<,15,SMU,Southwest,4-0,393.0,,Week 5Oct 5[6],1981
125,15,<,18,Iowa,Big Ten,3-1,384.0,,Week 5Oct 5[6],1981
126,16,<,17,Miami (FL),Ind,3-1,369.0,,Week 5Oct 5[6],1981
127,17,<,16,UCLA,Pac-10,3-1,330.0,,Week 5Oct 5[6],1981
128,18,<,7,Ohio State,Big Ten,3-1,286.5,,Week 5Oct 5[6],1981
129,19,<,9,Mississippi State,SEC,3-1,188.0,,Week 5Oct 5[6],1981
130,20,<,NR,Florida State,Ind,3-1,152.0,,Week 5Oct 5[6],1981
131,NR,<,12,Washington,Pac-10,,0.0,,Week 5Oct 5[6],1981
132,NR,<,19,Arkansas,Southwest,,0.0,,Week 5Oct 5[6],1981
133,1,<,3,Texas (35),Southwest,4-0,1274.0,W 34-14 N #10 Oklahoma,Week 6Oct 12[7],1981
134,2,<,2,Penn State (24),Ind,4-0,1262.0,,Week 6Oct 12[7],1981
135,3,<,4,Pittsburgh (3),Ind,4-0,1192.0,,Week 6Oct 12[7],1981
136,4,<,5,North Carolina (4),ACC,5-0,1126.0,,Week 6Oct 12[7],1981
137,5,<,6,Michigan,Big Ten,4-1,898.0,,Week 6Oct 12[7],1981
138,6,<,9,Clemson,ACC,5-0,889.0,,Week 6Oct 12[7],1981
139,7,<,1,USC,Pac-10,4-1,874.0,L 13-10 H Arizona,Week 6Oct 12[7],1981
140,8,<,13,Missouri,Big 8,5-0,824.0,,Week 6Oct 12[7],1981
141,9,<,11,Georgia,SEC,4-1,765.0,,Week 6Oct 12[7],1981
142,10,<,14,SMU,Southwest,5-0,629.0,,Week 6Oct 12[7],1981
143,11,<,20,Florida State,Ind,4-1,591.0,,Week 6Oct 12[7],1981
144,12,<,15,Iowa,Big Ten,4-1,558.0,,Week 6Oct 12[7],1981
145,13,<,16,Miami (FL),Ind,3-1,481.0,,Week 6Oct 12[7],1981
146,14,<,NR,Wisconsin,Big Ten,4-1,427.0,,Week 6Oct 12[7],1981
147,15,<,7,Alabama,SEC,4-1-1,358.0,,Week 6Oct 12[7],1981
148,16,<,19,Mississippi State,SEC,4-1,344.0,,Week 6Oct 12[7],1981
149,17,<,8,BYU,WAC,5-1,220.0,,Week 6Oct 12[7],1981
150,18,<,NR,Washington State,Pac-10,5-0,195.0,W 23-0 A Oregon State,Week 6Oct 12[7],1981
151,19,<,NR,Nebraska,Big 8,3-2,161.0,,Week 6Oct 12[7],1981
152,20,<,NR,Arizona State,Pac-10,4-1,125.0,,Week 6Oct 12[7],1981
153,NR,<,10,Oklahoma,Big 8,1-2-1,0.0,L 34-14 N #3 Texas,Week 6Oct 12[7],1981
154,NR,<,12,Iowa State,Big 8,,0.0,,Week 6Oct 12[7],1981
155,NR,<,17,UCLA,Pac-10,,0.0,,Week 6Oct 12[7],1981
156,NR,<,18,Ohio State,Big Ten,,0.0,,Week 6Oct 12[7],1981
157,1,<,2,Penn State (36.5),Ind,5-0,1283.5,W 41-16 A Syracuse,Week 7Oct 19[8],1981
158,2,<,3,Pittsburgh (26.5),Ind,5-0,1277.5,,Week 7Oct 19[8],1981
159,3,<,4,North Carolina (3),ACC,6-0,1155.0,,Week 7Oct 19[8],1981
160,4,<,6,Clemson,ACC,6-0,1033.0,,Week 7Oct 19[8],1981
161,5,<,7,USC,Pac-10,5-1,994.0,,Week 7Oct 19[8],1981
162,6,<,12,Iowa,Big Ten,5-1,928.0,,Week 7Oct 19[8],1981
163,7,<,9,Georgia,SEC,5-1,902.0,,Week 7Oct 19[8],1981
164,8,<,10,SMU,Southwest,6-0,848.0,,Week 7Oct 19[8],1981
165,9,<,16,Mississippi State,SEC,5-1,641.0,,Week 7Oct 19[8],1981
166,10,<,1,Texas,Southwest,4-1,618.0,L 42-11 A Arkansas,Week 7Oct 19[8],1981
167,11,<,15,Alabama,SEC,5-1-1,559.0,,Week 7Oct 19[8],1981
168,12,<,NR,Arkansas,Southwest,5-1,479.0,,Week 7Oct 19[8],1981
169,13,<,17,BYU,WAC,6-1,413.0,,Week 7Oct 19[8],1981
170,14,<,NR,Iowa State,Big 8,4-1-1,410.0,W 34-13 H #8 Missouri,Week 7Oct 19[8],1981
171,15,<,19,Nebraska,Big 8,4-2,346.0,,Week 7Oct 19[8],1981
172,16,<,18,Washington State,Pac-10,5-0-1,335.0,T 17-17 H UCLA,Week 7Oct 19[8],1981
173,17,<,20,Arizona State,Pac-10,5-1,326.0,,Week 7Oct 19[8],1981
174,18,<,5,Michigan,Big Ten,4-2,298.0,L 9-7 H #12 Iowa,Week 7Oct 19[8],1981
175,19,<,8,Missouri,Big 8,5-1,267.0,,Week 7Oct 19[8],1981
176,20,<,11,Florida State,Ind,4-2,147.0,,Week 7Oct 19[8],1981
177,NR,<,13,Miami (FL),Ind,,0.0,,Week 7Oct 19[8],1981
178,NR,<,14,Wisconsin,Big Ten,,0.0,,Week 7Oct 19[8],1981
179,1,<,1,Penn State (45),Ind,6-0,1259.0,W 30-7 H West Virginia,Week 8Oct 26[9],1981
180,2,<,2,Pittsburgh (19),Ind,6-0,1235.0,,Week 8Oct 26[9],1981
181,3,<,4,Clemson,ACC,7-0,1105.0,,Week 8Oct 26[9],1981
182,4,<,5,USC,Pac-10,6-1,1079.0,,Week 8Oct 26[9],1981
183,5,<,7,Georgia,SEC,6-1,990.0,,Week 8Oct 26[9],1981
184,6,<,10,Texas,Southwest,5-1,893.0,,Week 8Oct 26[9],1981
185,7,<,9,Mississippi State,SEC,6-1,796.0,,Week 8Oct 26[9],1981
186,8,<,11,Alabama,SEC,6-1-1,730.0,,Week 8Oct 26[9],1981
187,9,<,3,North Carolina,ACC,6-1,630.0,,Week 8Oct 26[9],1981
188,10,<,17,Arizona State,Pac-10,6-1,557.0,,Week 8Oct 26[9],1981
189,11,<,14,Iowa State,Big 8,5-1-1,548.0,W 17-10 H Colorado,Week 8Oct 26[9],1981
190,12,<,15,Nebraska,Big 8,5-2,520.0,,Week 8Oct 26[9],1981
191,13,<,8,SMU,Southwest,6-1,509.0,,Week 8Oct 26[9],1981
192,14,<,16,Washington State,Pac-10,6-0-1,501.0,W 34-19 A Arizona,Week 8Oct 26[9],1981
193,15,<,18,Michigan,Big Ten,5-2,435.0,,Week 8Oct 26[9],1981
194,16,<,6,Iowa,Big Ten,5-2,327.0,,Week 8Oct 26[9],1981
195,17,<,20,Florida State,Ind,5-2,272.0,,Week 8Oct 26[9],1981
196,18,<,NR,Washington,Pac-10,6-1,173.0,,Week 8Oct 26[9],1981
197,19,<,NR,Oklahoma,Big 8,3-2-1,128.0,W 42-3 H Oregon State,Week 8Oct 26[9],1981
198,20,<,12,Arkansas,Southwest,5-2,104.0,,Week 8Oct 26[9],1981
199,NR,<,13,BYU,WAC,,0.0,,Week 8Oct 26[9],1981
200,NR,<,19,Missouri,Big 8,,0.0,,Week 8Oct 26[9],1981
201,1,<,2,Pittsburgh (49),Ind,7-0,1283.0,W 29-24 A Boston College,Week 9Nov 2[10],1981
202,2,<,3,Clemson (9),ACC,8-0,1201.0,,Week 9Nov 2[10],1981
203,3,<,4,USC (7),Pac-10,7-1,1178.0,,Week 9Nov 2[10],1981
204,4,<,5,Georgia,SEC,7-1,1075.0,,Week 9Nov 2[10],1981
205,5,<,6,Texas,Southwest,6-1,1007.0,,Week 9Nov 2[10],1981
206,6,<,1,Penn State,Ind,6-1,869.0,L 17-14 A Miami (FL),Week 9Nov 2[10],1981
207,7,<,8,Alabama,SEC,7-1-1,861.0,,Week 9Nov 2[10],1981
208,8,<,9,North Carolina,ACC,7-1,767.0,,Week 9Nov 2[10],1981
209,9,<,10,Arizona State,Pac-10,6-1,658.0,,Week 9Nov 2[10],1981
210,10,<,13,SMU,Southwest,7-1,626.0,,Week 9Nov 2[10],1981
211,11,<,12,Nebraska,Big 8,6-2,625.0,,Week 9Nov 2[10],1981
212,12,<,15,Michigan,Big Ten,6-2,554.0,,Week 9Nov 2[10],1981
213,13,<,NR,Miami (FL),Ind,5-2,427.0,,Week 9Nov 2[10],1981
214,14,<,17,Florida State,Ind,6-2,415.0,,Week 9Nov 2[10],1981
215,15,<,7,Mississippi State,SEC,6-2,411.0,,Week 9Nov 2[10],1981
216,16,<,18,Washington,Pac-10,7-1,388.0,,Week 9Nov 2[10],1981
217,17,<,19,Oklahoma,Big 8,4-2-1,280.0,W 49-0 H Colorado,Week 9Nov 2[10],1981
218,18,<,NR,Ohio State,Big Ten,6-2,267.0,,Week 9Nov 2[10],1981
219,19,<,20,Arkansas,Southwest,6-2,199.0,,Week 9Nov 2[10],1981
220,20,<,NR,Southern Miss,Ind,6-0-1,153.0,W 22-0 A North Texas,Week 9Nov 2[10],1981
221,NR,<,11,Iowa State,Big 8,,0.0,,Week 9Nov 2[10],1981
222,NR,<,14,Washington State,Pac-10,,0.0,,Week 9Nov 2[10],1981
223,NR,<,16,Iowa,Big Ten,,0.0,,Week 9Nov 2[10],1981
224,1,<,1,Pittsburgh (53),Ind,8-0,1343.0,W 47-3 A Rutgers,Week 10Nov 9[11],1981
225,2,<,2,Clemson (7),ACC,9-0,1272.0,,Week 10Nov 9[11],1981
226,3,<,3,USC (8),Pac-10,8-1,1232.0,,Week 10Nov 9[11],1981
227,4,<,4,Georgia,SEC,8-1,1129.0,,Week 10Nov 9[11],1981
228,5,<,6,Penn State,Ind,7-1,1043.0,,Week 10Nov 9[11],1981
229,6,<,7,Alabama,SEC,7-1-1,935.0,,Week 10Nov 9[11],1981
230,7,<,11,Nebraska,Big 8,7-2,793.0,,Week 10Nov 9[11],1981
231,8,<,10,SMU,Southwest,8-1,791.0,,Week 10Nov 9[11],1981
232,9,<,9,Arizona State,Pac-10,7-1,783.0,,Week 10Nov 9[11],1981
233,10,<,5,Texas,Southwest,6-1-1,754.0,,Week 10Nov 9[11],1981
234,11,<,12,Michigan,Big Ten,7-2,738.0,,Week 10Nov 9[11],1981
235,12,<,13,Miami (FL),Ind,6-2,670.0,,Week 10Nov 9[11],1981
236,13,<,8,North Carolina,ACC,7-2,509.0,,Week 10Nov 9[11],1981
237,14,<,20,Southern Miss,Ind,7-0-1,465.0,W 7-6 A Mississippi State,Week 10Nov 9[11],1981
238,15,<,17,Oklahoma,Big 8,5-2-1,358.0,W 28-21 A Kansas State,Week 10Nov 9[11],1981
239,16,<,19,Arkansas,Southwest,7-2,355.0,,Week 10Nov 9[11],1981
240,17,<,NR,Washington State,Pac-10,7-1-1,222.0,W 39-7 H Oregon,Week 10Nov 9[11],1981
241,18,<,NR,UCLA,Pac-10,6-2-1,180.0,,Week 10Nov 9[11],1981
242,19,<,NR,Hawaii,WAC,7-0,127.0,W 35-7 A UTEP,Week 10Nov 9[11],1981
243,20,<,14,Florida State,Ind,6-3,113.0,,Week 10Nov 9[11],1981
244,NR,<,15,Mississippi State,SEC,,0.0,,Week 10Nov 9[11],1981
245,NR,<,16,Washington,Pac-10,,0.0,,Week 10Nov 9[11],1981
246,NR,<,18,Ohio State,Big Ten,,0.0,,Week 10Nov 9[11],1981
247,1,<,1,Pittsburgh (63),Ind,9-0,1354.0,W 48-0 H Army,Week 11Nov 16[12],1981
248,2,<,2,Clemson (5),ACC,10-0,1290.0,,Week 11Nov 16[12],1981
249,3,<,4,Georgia,SEC,9-1,1169.0,,Week 11Nov 16[12],1981
250,4,<,6,Alabama,SEC,8-1-1,1128.0,,Week 11Nov 16[12],1981
251,5,<,7,Nebraska,Big 8,8-2,972.0,,Week 11Nov 16[12],1981
252,6,<,8,SMU,Southwest,9-1,924.0,,Week 11Nov 16[12],1981
253,7,<,11,Michigan,Big Ten,8-2,875.0,,Week 11Nov 16[12],1981
254,8,<,10,Texas,Southwest,7-1-1,873.0,,Week 11Nov 16[12],1981
255,9,<,14,Southern Miss,Ind,8-0-1,810.0,W 58-14 A Florida State,Week 11Nov 16[12],1981
256,10,<,3,USC,Pac-10,8-2,678.0,,Week 11Nov 16[12],1981
257,11,<,12,Miami (FL),Ind,7-2,661.0,,Week 11Nov 16[12],1981
258,12,<,13,North Carolina,ACC,8-2,521.0,,Week 11Nov 16[12],1981
259,13,<,5,Penn State,Ind,7-2,509.0,,Week 11Nov 16[12],1981
260,14,<,17,Washington State,Pac-10,8-1-1,461.0,W 19-0 H California,Week 11Nov 16[12],1981
261,15,<,18,UCLA,Pac-10,7-2-1,457.0,,Week 11Nov 16[12],1981
262,16,<,16,Arkansas,Southwest,8-2,443.0,,Week 11Nov 16[12],1981
263,17,<,NR,Washington,Pac-10,8-2,320.0,,Week 11Nov 16[12],1981
264,18,<,NR,BYU,WAC,9-2,184.0,,Week 11Nov 16[12],1981
265,19,<,NR,Iowa,Big Ten,7-3,166.0,,Week 11Nov 16[12],1981
266,20,<,9,Arizona State,Pac-10,7-2,165.0,,Week 11Nov 16[12],1981
267,NR,<,15,Oklahoma,Big 8,5-3-1,0.0,L 19-14 A Missouri,Week 11Nov 16[12],1981
268,NR,<,19,Hawaii,WAC,,0.0,,Week 11Nov 16[12],1981
269,NR,<,20,Florida State,Ind,,0.0,,Week 11Nov 16[12],1981
270,1,<,1,Pittsburgh (60),Ind,10-0,1294.0,W 35-0 A Temple,Week 12Nov 23[13],1981
271,2,<,2,Clemson (5),ACC,11-0,1234.0,,Week 12Nov 23[13],1981
272,3,<,3,Georgia,SEC,9-1,1157.0,,Week 12Nov 23[13],1981
273,4,<,4,Alabama,SEC,8-1-1,1054.0,,Week 12Nov 23[13],1981
274,5,<,5,Nebraska,Big 8,9-2,1015.0,,Week 12Nov 23[13],1981
275,6,<,6,SMU,Southwest,10-1,965.0,,Week 12Nov 23[13],1981
276,7,<,8,Texas,Southwest,8-1-1,907.0,,Week 12Nov 23[13],1981
277,8,<,10,USC,Pac-10,9-2,797.0,,Week 12Nov 23[13],1981
278,9,<,11,Miami (FL),Ind,8-2,708.0,,Week 12Nov 23[13],1981
279,10,<,12,North Carolina,ACC,9-2,656.0,,Week 12Nov 23[13],1981
280,11,<,13,Penn State,Ind,8-2,645.0,,Week 12Nov 23[13],1981
281,12,<,17,Washington,Pac-10,9-2,604.0,,Week 12Nov 23[13],1981
282,13,<,19,Iowa,Big Ten,8-3,491.0,,Week 12Nov 23[13],1981
283,14,<,18,BYU,WAC,10-2,377.0,,Week 12Nov 23[13],1981
284,15,<,NR,Ohio State,Big Ten,8-3,330.0,,Week 12Nov 23[13],1981
285,16,<,7,Michigan,Big Ten,8-3,292.0,,Week 12Nov 23[13],1981
286,17,<,9,Southern Miss,Ind,8-1-1,264.0,L 13-10 A Louisville,Week 12Nov 23[13],1981
287,18,<,20,Arizona State,Pac-10,8-2,253.0,,Week 12Nov 23[13],1981
288,19,<,15,UCLA,Pac-10,7-3-1,199.0,,Week 12Nov 23[13],1981
289,20,<,14,Washington State,Pac-10,8-2-1,139.0,L 23-10 A Washington,Week 12Nov 23[13],1981
290,NR,<,16,Arkansas,Southwest,,0.0,,Week 12Nov 23[13],1981
291,1,<,2,Clemson (63),ACC,11-0,1351.0,DNP,Week 13Nov 30[14],1981
292,2,<,3,Georgia (1),SEC,9-1,1255.0,,Week 13Nov 30[14],1981
293,3,<,4,Alabama,SEC,9-1-1,1188.0,,Week 13Nov 30[14],1981
294,4,<,5,Nebraska (1),Big 8,9-2,1104.0,,Week 13Nov 30[14],1981
295,5,<,6,SMU (1),Southwest,10-1,1050.0,,Week 13Nov 30[14],1981
296,6,<,7,Texas,Southwest,9-1-1,959.0,,Week 13Nov 30[14],1981
297,7,<,11,Penn State (1),Ind,9-2,918.0,,Week 13Nov 30[14],1981
298,8,<,8,USC,Pac-10,9-2,844.0,,Week 13Nov 30[14],1981
299,9,<,9,Miami (FL) (1),Ind,9-2,827.0,,Week 13Nov 30[14],1981
300,10,<,1,Pittsburgh,Ind,10-1,796.0,L 48-14 H #11 Penn State,Week 13Nov 30[14],1981
301,11,<,10,North Carolina,ACC,9-2,653.0,,Week 13Nov 30[14],1981
302,12,<,12,Washington,Pac-10,9-2,614.0,,Week 13Nov 30[14],1981
303,13,<,13,Iowa,Big Ten,8-3,537.0,,Week 13Nov 30[14],1981
304,14,<,14,BYU,WAC,10-2,397.0,,Week 13Nov 30[14],1981
305,15,<,15,Ohio State,Big Ten,8-3,364.0,,Week 13Nov 30[14],1981
306,16,<,16,Michigan,Big Ten,8-3,284.0,,Week 13Nov 30[14],1981
307,17,<,18,Arizona State,Pac-10,9-2,280.0,,Week 13Nov 30[14],1981
