,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
56,13,<,14,Notre Dame,Ind,0-0,456,DNP,Week 2Sep 10[2],1985
57,14,<,15,Arkansas,Southwest,0-0,439,DNP,Week 2Sep 10[2],1985
58,15,<,18,South Carolina,Ind,2-0,329,W 20-13 H Appalachian State,Week 2Sep 10[2],1985
59,16,<,8,BYU,WAC,1-1,294,,Week 2Sep 10[2],1985
60,17,<,7,Maryland,ACC,0-1,251,,Week 2Sep 10[2],1985
61,18,<,10,Nebraska,Big 8,0-1,240,,Week 2Sep 10[2],1985
62,19,<,11,Illinois,Big Ten,0-1,198,,Week 2Sep 10[2],1985
63,20,<,NR,Alabama,SEC,1-0,175,,Week 2Sep 10[2],1985
64,NR,<,12,Washington,Pac-10,,0,,Week 2Sep 10[2],1985
65,1,<,1,Auburn (23),SEC,2-0,1137,W 29-18 H Southern Miss,Week 3Sep 17[2],1985
66,2,<,2,Oklahoma (23),Big 8,0-0,1125,DNP,Week 3Sep 17[2],1985
67,3,<,4,USC (6),Pac-10,1-0,1010,,Week 3Sep 17[2],1985
68,4,<,5,Iowa (5),Big Ten,1-0,998,,Week 3Sep 17[2],1985
69,5,<,6,SMU (3),Southwest,1-0,913,,Week 3Sep 17[2],1985
70,6,<,7,Florida State,Ind,2-0,850,,Week 3Sep 17[2],1985
71,7,<,9,Ohio State,Big Ten,1-0,761,,Week 3Sep 17[2],1985
72,8,<,8,Oklahoma State,Big 8,2-0,697,W 10-9 H North Texas,Week 3Sep 17[2],1985
73,9,<,12,LSU,SEC,1-0,682,,Week 3Sep 17[2],1985
74,10,<,11,Penn State,Ind,2-0,610,,Week 3Sep 17[2],1985
75,11,<,3,Florida,SEC,1-0-1,538,,Week 3Sep 17[2],1985
76,12,<,10,UCLA,Pac-10,1-0-1,487,,Week 3Sep 17[2],1985
77,13,<,16,BYU,WAC,2-1,485,,Week 3Sep 17[2],1985
78,14,<,14,Arkansas,Southwest,1-0,473,,Week 3Sep 17[2],1985
79,15,<,15,South Carolina,Ind,2-0,376,DNP,Week 3Sep 17[2],1985
80,16,<,20,Alabama,SEC,2-0,360,,Week 3Sep 17[2],1985
81,17,<,17,Maryland,ACC,1-1,310,,Week 3Sep 17[2],1985
82,18,<,18,Nebraska,Big 8,0-1,207,,Week 3Sep 17[2],1985
83,19,<,NR,Michigan,Big Ten,1-0,127,,Week 3Sep 17[2],1985
84,20,<,19,Illinois,Big Ten,1-1,93,,Week 3Sep 17[2],1985
85,NR,<,13,Notre Dame,Ind,,0,,Week 3Sep 17[2],1985
86,1,<,1,Auburn (26),SEC,2-0,1083,DNP,Week 4Sep 24[2],1985
87,2,<,2,Oklahoma (21),Big 8,0-0,1076,DNP,Week 4Sep 24[2],1985
88,3,<,4,Iowa (5),Big Ten,2-0,1008,,Week 4Sep 24[2],1985
89,4,<,6,Florida State,Ind,3-0,877,,Week 4Sep 24[2],1985
90,5,<,7,Ohio State,Big Ten,2-0,807,,Week 4Sep 24[2],1985
91,6,<,5,SMU (3),Southwest,1-0,787,,Week 4Sep 24[2],1985
92,7,<,8,Oklahoma State,Big 8,2-0,695,DNP,Week 4Sep 24[2],1985
93,8,<,9,LSU,SEC,2-0,681,,Week 4Sep 24[2],1985
94,9,<,10,Penn State,Ind,3-0,624,,Week 4Sep 24[2],1985
95,10,<,14,Arkansas,Southwest,2-0,515,,Week 4Sep 24[2],1985
96,11,<,11,Florida,SEC,1-0-1,503,,Week 4Sep 24[2],1985
97,12,<,19,Michigan (1),Big Ten,2-0,475,,Week 4Sep 24[2],1985
98,13,<,12,UCLA,Pac-10,2-0-1,467,,Week 4Sep 24[2],1985
99,14,<,13,BYU,WAC,3-1,443,,Week 4Sep 24[2],1985
100,15,<,16,Alabama,SEC,3-0,413,,Week 4Sep 24[2],1985
101,16,<,18,Nebraska,Big 8,1-1,404,,Week 4Sep 24[2],1985
102,17,<,17,Maryland (1),ACC,2-1,351,,Week 4Sep 24[2],1985
103,18,<,3,USC,Pac-10,1-1,328,L 20-13 H Baylor,Week 4Sep 24[2],1985
104,19,<,NR,Air Force,WAC,3-0,109,,Week 4Sep 24[2],1985
105,20,<,NR,Virginia,ACC,2-0,73,,Week 4Sep 24[2],1985
106,NR,<,15,South Carolina,Ind,,0,,Week 4Sep 24[2],1985
107,NR,<,20,Illinois,Big Ten,,0,,Week 4Sep 24[2],1985
108,1,<,3,Iowa (35),Big Ten,3-0,1111,W 57-3 A Iowa State,Week 5Oct 1[2][3],1985
109,2,<,2,Oklahoma (13),Big 8,1-0,1046,W 13-7 A Minnesota,Week 5Oct 1[2][3],1985
110,3,<,6,SMU (6),Southwest,2-0,1001,,Week 5Oct 1[2][3],1985
111,4,<,4,Florida State (1),Ind,4-0,928,,Week 5Oct 1[2][3],1985
112,5,<,5,Ohio State,Big Ten,3-0,921,,Week 5Oct 1[2][3],1985
113,6,<,7,Oklahoma State (1),Big 8,3-0,850,W 45-10 H Miami (OH),Week 5Oct 1[2][3],1985
114,7,<,12,Michigan (3),Big Ten,3-0,842,,Week 5Oct 1[2][3],1985
115,8,<,8,LSU,SEC,2-0,670,,Week 5Oct 1[2][3],1985
116,9,<,9,Penn State,Ind,4-0,640,,Week 5Oct 1[2][3],1985
117,10,<,10,Arkansas,Southwest,3-0,616,,Week 5Oct 1[2][3],1985
118,11,<,11,Florida,SEC,2-0-1,561,,Week 5Oct 1[2][3],1985
119,12,<,15,Alabama,SEC,4-0,532,,Week 5Oct 1[2][3],1985
120,13,<,16,Nebraska,Big 8,2-1,526,,Week 5Oct 1[2][3],1985
121,14,<,1,Auburn,SEC,2-1,482,L 38-20 A Tennessee,Week 5Oct 1[2][3],1985
122,15,<,14,BYU,WAC,3-1,463,,Week 5Oct 1[2][3],1985
123,16,<,NR,Tennessee,SEC,1-0-1,393,,Week 5Oct 1[2][3],1985
124,17,<,19,Air Force,WAC,4-0,282,,Week 5Oct 1[2][3],1985
125,18,<,NR,Georgia,SEC,3-1,116,,Week 5Oct 1[2][3],1985
126,19,<,NR,Baylor,Southwest,3-1,94,,Week 5Oct 1[2][3],1985
127,20,<,NR,Texas,Southwest,2-0,84,,Week 5Oct 1[2][3],1985
128,NR,<,13,UCLA,Pac-10,,0,,Week 5Oct 1[2][3],1985
129,NR,<,17,Maryland,ACC,,0,,Week 5Oct 1[2][3],1985
130,NR,<,18,USC,Pac-10,,0,,Week 5Oct 1[2][3],1985
131,NR,<,20,Virginia,ACC,,0,,Week 5Oct 1[2][3],1985
132,1,<,1,Iowa (34),Big Ten,4-0,1137,W 35-31 H Michigan State,Week 6Oct 8[2][4],1985
133,2,<,2,Oklahoma (14),Big 8,2-0,1106,W 41-6 A Kansas State,Week 6Oct 8[2][4],1985
134,3,<,7,Michigan (7),Big Ten,4-0,1037,,Week 6Oct 8[2][4],1985
135,4,<,4,Florida State (3),Ind,4-0,993,,Week 6Oct 8[2][4],1985
136,5,<,6,Oklahoma State (1),Big 8,4-0,896,W 25-13 H Tulsa,Week 6Oct 8[2][4],1985
137,6,<,10,Arkansas,Southwest,4-0,806,,Week 6Oct 8[2][4],1985
138,7,<,11,Florida,SEC,3-0-1,779,W 20-0 A #8 LSU,Week 6Oct 8[2][4],1985
139,8,<,9,Penn State,Ind,4-0,745,,Week 6Oct 8[2][4],1985
140,9,<,13,Nebraska,Big 8,3-1,656,,Week 6Oct 8[2][4],1985
141,10,<,12,Alabama,SEC,4-0,650,,Week 6Oct 8[2][4],1985
142,11,<,15,BYU,WAC,4-1,529,,Week 6Oct 8[2][4],1985
143,12,<,14,Auburn,SEC,3-1,514,,Week 6Oct 8[2][4],1985
144,13,<,17,Air Force,WAC,5-0,452,,Week 6Oct 8[2][4],1985
145,14,<,16,Tennessee,SEC,2-0-1,442,,Week 6Oct 8[2][4],1985
146,15,<,5,Ohio State,Big Ten,3-1,430,,Week 6Oct 8[2][4],1985
147,16,<,3,SMU,Southwest,2-1,300,L 28-6 A Arizona,Week 6Oct 8[2][4],1985
148,17,<,20,Texas,Southwest,3-0,170,,Week 6Oct 8[2][4],1985
149,18,<,18,Georgia,SEC,3-1,161,,Week 6Oct 8[2][4],1985
150,19,<,19,Baylor,Southwest,4-1,159,,Week 6Oct 8[2][4],1985
151,20,<,8,LSU,SEC,2-1,115,L 20-0 H #11 Florida,Week 6Oct 8[2][4],1985
152,1,<,1,Iowa (27),Big Ten,5-0,1146,W 23-13 A Wisconsin,Week 7Oct 15[2],1985
153,2,<,3,Michigan (20),Big Ten,5-0,1126,,Week 7Oct 15[2],1985
154,3,<,2,Oklahoma (12),Big 8,3-0,1124,W 14-7 N #17 Texas,Week 7Oct 15[2],1985
155,4,<,6,Arkansas,Southwest,5-0,936,,Week 7Oct 15[2],1985
156,5,<,7,Florida,SEC,4-0-1,905,,Week 7Oct 15[2],1985
157,6,<,8,Penn State (1),Ind,5-0,902,,Week 7Oct 15[2],1985
158,7,<,9,Nebraska,Big 8,4-1,868,,Week 7Oct 15[2],1985
159,8,<,12,Auburn,SEC,4-1,777,,Week 7Oct 15[2],1985
160,9,<,11,BYU,WAC,5-1,685,,Week 7Oct 15[2],1985
161,10,<,13,Air Force,WAC,6-0,624,,Week 7Oct 15[2],1985
162,11,<,15,Ohio State,Big Ten,4-1,522,,Week 7Oct 15[2],1985
163,12,<,5,Oklahoma State,Big 8,4-1,493,L 34-24 H Nebraska,Week 7Oct 15[2],1985
164,13,<,4,Florida State,Ind,4-1,459,,Week 7Oct 15[2],1985
165,14,<,19,Baylor,Southwest,5-1,375,,Week 7Oct 15[2],1985
166,15,<,10,Alabama,SEC,4-1,364,,Week 7Oct 15[2],1985
167,16,<,18,Georgia,SEC,4-1,336,,Week 7Oct 15[2],1985
168,17,<,20,LSU,SEC,3-1,212,,Week 7Oct 15[2],1985
169,18,<,NR,UCLA,Pac-10,4-1-1,182,,Week 7Oct 15[2],1985
170,19,<,NR,Army,Ind,5-0,146,,Week 7Oct 15[2],1985
171,20,<,14,Tennessee,SEC,2-1-1,141,,Week 7Oct 15[2],1985
172,NR,<,16,SMU,Southwest,,0,,Week 7Oct 15[2],1985
173,NR,<,17,Texas,Southwest,,0,,Week 7Oct 15[2],1985
174,1,<,1,Iowa (60),Big Ten,6-0,1200,W 12-10 H #2 Michigan,Week 8Oct 22[2],1985
175,2,<,5,Florida,SEC,5-0-1,1086,,Week 8Oct 22[2],1985
176,3,<,6,Penn State,Ind,6-0,1007,,Week 8Oct 22[2],1985
177,4,<,2,Michigan,Big Ten,5-1,986,L 12-10 A #1 Iowa,Week 8Oct 22[2],1985
178,5,<,7,Nebraska,Big 8,5-1,946,,Week 8Oct 22[2],1985
179,6,<,8,Auburn,SEC,5-1,864,,Week 8Oct 22[2],1985
180,7,<,9,BYU,WAC,6-1,761,,Week 8Oct 22[2],1985
181,8,<,10,Air Force,WAC,7-0,750,,Week 8Oct 22[2],1985
182,9,<,11,Ohio State,Big Ten,5-1,676,,Week 8Oct 22[2],1985
183,10,<,3,Oklahoma,Big 8,3-1,598,L 27-14 H Miami (FL),Week 8Oct 22[2],1985
184,11,<,13,Florida State,Ind,5-1,553,,Week 8Oct 22[2],1985
185,12,<,12,Oklahoma State,Big 8,4-1,514,DNP,Week 8Oct 22[2],1985
186,13,<,14,Baylor,Southwest,6-1,465,,Week 8Oct 22[2],1985
187,14,<,4,Arkansas,Southwest,5-1,435,,Week 8Oct 22[2],1985
188,15,<,NR,Miami (FL),Ind,5-1,396,,Week 8Oct 22[2],1985
189,16,<,20,Tennessee,SEC,3-1-1,317,,Week 8Oct 22[2],1985
190,17,<,18,UCLA,Pac-10,5-1-1,264,,Week 8Oct 22[2],1985
191,18,<,17,LSU,SEC,4-1,243,,Week 8Oct 22[2],1985
192,19,<,NR,Texas,Southwest,4-1,220,,Week 8Oct 22[2],1985
193,20,<,NR,Minnesota,Big Ten,5-1,89,,Week 8Oct 22[2],1985
194,NR,<,15,Alabama,SEC,,0,,Week 8Oct 22[2],1985
195,NR,<,16,Georgia,SEC,,0,,Week 8Oct 22[2],1985
196,NR,<,19,Army,Ind,,0,,Week 8Oct 22[2],1985
197,1,<,1,Iowa (58),Big Ten,7-0,1160,W 49-10 A Northwestern,Week 9Oct 29[2],1985
198,2,<,2,Florida,SEC,6-0-1,1060,,Week 9Oct 29[2],1985
199,3,<,3,Penn State,Ind,7-0,1025,,Week 9Oct 29[2],1985
200,4,<,4,Michigan,Big Ten,6-1,994,,Week 9Oct 29[2],1985
201,5,<,5,Nebraska,Big 8,6-1,912,,Week 9Oct 29[2],1985
202,6,<,6,Auburn,SEC,6-1,866,,Week 9Oct 29[2],1985
203,7,<,8,Air Force,WAC,8-0,764,,Week 9Oct 29[2],1985
204,8,<,9,Ohio State,Big Ten,6-1,682,,Week 9Oct 29[2],1985
205,9,<,10,Oklahoma,Big 8,4-1,655,W 59-14 H Iowa State,Week 9Oct 29[2],1985
206,10,<,11,Florida State,Ind,6-1,592,,Week 9Oct 29[2],1985
207,11,<,15,Miami (FL),Ind,6-1,548,,Week 9Oct 29[2],1985
208,12,<,12,Oklahoma State,Big 8,5-1,539,W 17-10 A Kansas,Week 9Oct 29[2],1985
209,13,<,13,Baylor,Southwest,7-1,537,,Week 9Oct 29[2],1985
210,14,<,14,Arkansas,Southwest,6-1,466,,Week 9Oct 29[2],1985
211,15,<,17,UCLA,Pac-10,6-1-1,394,,Week 9Oct 29[2],1985
212,16,<,18,LSU,SEC,4-1,287,,Week 9Oct 29[2],1985
213,17,<,7,BYU,WAC,6-2,162,,Week 9Oct 29[2],1985
214,18,<,NR,Georgia,SEC,5-1-1,113,,Week 9Oct 29[2],1985
215,19,<,16,Tennessee,SEC,3-1-2,81,,Week 9Oct 29[2],1985
216,20,<,NR,SMU,Southwest,4-2,77,,Week 9Oct 29[2],1985
217,NR,<,19,Texas,Southwest,,0,,Week 9Oct 29[2],1985
218,NR,<,20,Minnesota,Big Ten,,0,,Week 9Oct 29[2],1985
219,1,<,2,Florida (42),SEC,7-0-1,1159,W 14-10 A #6 Auburn,Week 10Nov 5[2],1985
220,2,<,3,Penn State (15),Ind,8-0,1113,,Week 10Nov 5[2],1985
221,3,<,5,Nebraska,Big 8,7-1,1027,,Week 10Nov 5[2],1985
222,4,<,8,Ohio State (1),Big Ten,7-1,958,,Week 10Nov 5[2],1985
223,5,<,7,Air Force,WAC,9-0,882,,Week 10Nov 5[2],1985
224,6,<,1,Iowa,Big Ten,7-1,831,L 22-13 A #8 Ohio State,Week 10Nov 5[2],1985
225,7,<,9,Oklahoma (1),Big 8,5-1,821,W 48-6 H Kansas,Week 10Nov 5[2],1985
226,8,<,11,Miami (FL),Ind,7-1,815,,Week 10Nov 5[2],1985
227,9,<,4,Michigan,Big Ten,6-1-1,685,,Week 10Nov 5[2],1985
228,10,<,12,Oklahoma State,Big 8,6-1,600,W 14-11 A Colorado,Week 10Nov 5[2],1985
229,11,<,13,Baylor,Southwest,7-1,597,,Week 10Nov 5[2],1985
230,12,<,14,Arkansas,Southwest,7-1,556,,Week 10Nov 5[2],1985
231,13,<,6,Auburn,SEC,6-2,462,,Week 10Nov 5[2],1985
232,14,<,15,UCLA,Pac-10,6-1-1,452,,Week 10Nov 5[2],1985
233,15,<,16,LSU,SEC,5-1,359,,Week 10Nov 5[2],1985
234,16,<,10,Florida State,Ind,6-2,243,,Week 10Nov 5[2],1985
235,17,<,18,Georgia,SEC,6-1-1,228,,Week 10Nov 5[2],1985
236,18,<,17,BYU,WAC,7-2,193,,Week 10Nov 5[2],1985
237,19,<,19,Tennessee,SEC,4-1-2,158,,Week 10Nov 5[2],1985
238,20,<,NR,Alabama,SEC,6-2,94,,Week 10Nov 5[2],1985
239,NR,<,20,SMU,Southwest,,0,,Week 10Nov 5[2],1985
240,1,<,2,Penn State (44),Ind,9-0,1143,W 31-10 A Cincinnati,Week 11Nov 12[2],1985
241,2,<,3,Nebraska (9),Big 8,8-1,1083,W 49-0 H Iowa State,Week 11Nov 12[2],1985
242,3,<,4,Ohio State (2),Big Ten,8-1,1021,W 35-17 A Northwestern,Week 11Nov 12[2],1985
243,4,<,5,Air Force (2),WAC,10-0,941,W 45-7 H Army,Week 11Nov 12[2],1985
244,5,<,6,Iowa,Big Ten,8-1,905,W 59-0 H Illinois,Week 11Nov 12[2],1985
245,6,<,8,Miami (FL),Ind,8-3,891,W 29-22 A Maryland,Week 11Nov 12[2],1985
246,7,<,7,Oklahoma (1),Big 8,6-1,883,W 51-6 A Missouri,Week 11Nov 12[2],1985
247,8,<,9,Michigan,Big Ten,7-1-1,744,W 47-0 H Purdue,Week 11Nov 12[2],1985
248,9,<,12,Arkansas,Southwest,8-1,662,W 20-14 H #11 Baylor,Week 11Nov 12[2],1985
249,10,<,10,Oklahoma State,Big 8,7-1,646,W 35-3 H Kansas State,Week 11Nov 12[2],1985
250,11,<,1,Florida,SEC,7-1-1,577,L 24-3 N #17 Georgia,Week 11Nov 12[2],1985
251,12,<,17,Georgia,SEC,7-1-1,548,W 24-3 N #1 Florida,Week 11Nov 12[2],1985
252,13,<,14,UCLA,Pac-10,7-1-1,494,W 24-19 A Arizona,Week 11Nov 12[2],1985
253,14,<,13,Auburn,SEC,7-2,436,W 35-10 H East Carolina,Week 11Nov 12[2],1985
254,15,<,16,Florida State,Ind,7-2,323,W 56-14 H South Carolina,Week 11Nov 12[2],1985
255,16,<,18,BYU,WAC,8-2,238,W 44-0 A Utah State,Week 11Nov 12[2],1985
256,17,<,11,Baylor,Southwest,7-2,225,L 20-14 A #12 Arkansas,Week 11Nov 12[2],1985
257,18,<,19,Tennessee,SEC,5-1-2,204,W 17-7 A Memphis,Week 11Nov 12[2],1985
258,19,<,15,LSU,SEC,5-1-1,172,T 14-14 H #20 Alabama,Week 11Nov 12[2],1985
259,20,<,20,Alabama,SEC,6-2-1,82,T 14-14 A #15 LSU,Week 11Nov 12[2],1985
260,1,<,1,Penn State (46),Ind,10-0,1180,W 36-6 H Notre Dame,Week 12Nov 19[2],1985
261,2,<,2,Nebraska (12),Big 8,9-1,1122,,Week 12Nov 19[2],1985
262,3,<,5,Iowa,Big Ten,9-1,1020,,Week 12Nov 19[2],1985
263,4,<,6,Miami (FL),Ind,8-1,1011,,Week 12Nov 19[2],1985
264,5,<,7,Oklahoma (2),Big 8,7-1,992,W 31-0 H Colorado,Week 12Nov 19[2],1985
265,6,<,8,Michigan,Big Ten,8-1-1,923,,Week 12Nov 19[2],1985
266,7,<,10,Oklahoma State,Big 8,8-1,769,W 21-19 A Missouri,Week 12Nov 19[2],1985
267,8,<,13,UCLA,Pac-10,8-1-1,720,,Week 12Nov 19[2],1985
268,9,<,11,Florida,SEC,8-1-1,700,,Week 12Nov 19[2],1985
269,10,<,14,Auburn,SEC,8-2,646,,Week 12Nov 19[2],1985
270,11,<,16,BYU,WAC,9-2,518,,Week 12Nov 19[2],1985
271,12,<,3,Ohio State,Big Ten,8-2,509,,Week 12Nov 19[2],1985
272,13,<,4,Air Force,WAC,10-1,492,,Week 12Nov 19[2],1985
273,14,<,15,Florida State,Ind,8-2,436,,Week 12Nov 19[2],1985
274,15,<,17,Baylor,Southwest,8-2,316,,Week 12Nov 19[2],1985
275,16,<,18,Tennessee,SEC,6-1-2,310,,Week 12Nov 19[2],1985
276,17,<,19,LSU,SEC,6-1-1,217,,Week 12Nov 19[2],1985
277,18,<,9,Arkansas,Southwest,8-2,186,,Week 12Nov 19[2],1985
278,19,<,NR,Texas A&M,Southwest,7-2,183,,Week 12Nov 19[2],1985
279,20,<,12,Georgia,SEC,7-2-1,135,,Week 12Nov 19[2],1985
280,NR,<,20,Alabama,SEC,,0,,Week 12Nov 19[2],1985
281,1,<,1,Penn State (49),Ind,11-0,1186,W 31-0 A Pittsburgh,Week 13Nov 26[2],1985
282,2,<,3,Iowa (3),Big Ten,10-1,1082,,Week 13Nov 26[2],1985
283,3,<,5,Oklahoma (6),Big 8,8-1,1074,W 27-7 H #2 Nebraska,Week 13Nov 26[2],1985
284,4,<,4,Miami (FL) (1),Ind,9-1,1058,,Week 13Nov 26[2],1985
285,5,<,6,Michigan (1),Big Ten,9-1-1,971,,Week 13Nov 26[2],1985
286,6,<,9,Florida,SEC,8-1-1,848,,Week 13Nov 26[2],1985
287,7,<,10,Auburn,SEC,8-2,761,,Week 13Nov 26[2],1985
288,8,<,2,Nebraska,Big 8,9-2,722,,Week 13Nov 26[2],1985
289,9,<,11,BYU,WAC,10-2,631,,Week 13Nov 26[2],1985
290,10,<,16,Tennessee,SEC,7-1-2,590,,Week 13Nov 26[2],1985
291,11,<,13,Air Force,WAC,11-1,583,,Week 13Nov 26[2],1985
292,12,<,14,Florida State,Ind,8-2,581,,Week 13Nov 26[2],1985
293,13,<,17,LSU,SEC,7-1-1,425,,Week 13Nov 26[2],1985
294,14,<,18,Arkansas,Southwest,9-2,370,,Week 13Nov 26[2],1985
295,15,<,19,Texas A&M,Southwest,8-2,367,,Week 13Nov 26[2],1985
296,16,<,8,UCLA,Pac-10,8-2-1,286,,Week 13Nov 26[2],1985
297,17,<,7,Oklahoma State,Big 8,8-2,269,L 15-10 A Iowa State,Week 13Nov 26[2],1985
298,18,<,NR,Texas,Southwest,8-2,238,,Week 13Nov 26[2],1985
299,19,<,12,Ohio State,Big Ten,8-3,196,,Week 13Nov 26[2],1985
300,20,<,20,Georgia,SEC,7-2-1,168,,Week 13Nov 26[2],1985
301,NR,<,15,Baylor,Southwest,,0,,Week 13Nov 26[2],1985
302,1,<,1,Penn State (47),Ind,11-0,1164,DNP,Week 14Dec 3[2],1985
303,2,<,4,Miami (FL) (3),Ind,10-1,1063,,Week 14Dec 3[2],1985
304,3,<,2,Iowa (3),Big Ten,10-1,1050,,Week 14Dec 3[2],1985
305,4,<,3,Oklahoma (5),Big 8,9-1,1048,W 13-0 A #17 Oklahoma State,Week 14Dec 3[2],1985
306,5,<,5,Michigan (1),Big Ten,9-1-1,935,,Week 14Dec 3[2],1985
307,6,<,6,Florida,SEC,9-1-1,903,,Week 14Dec 3[2],1985
308,7,<,8,Nebraska,Big 8,9-2,779,,Week 14Dec 3[2],1985
309,8,<,10,Tennessee,SEC,8-1-2,746,,Week 14Dec 3[2],1985
310,9,<,9,BYU,WAC,10-2,657,,Week 14Dec 3[2],1985
311,10,<,11,Air Force,WAC,11-1,617,,Week 14Dec 3[2],1985
312,11,<,15,Texas A&M,Southwest,9-2,562,,Week 14Dec 3[2],1985
313,12,<,13,LSU,SEC,8-1-1,531,,Week 14Dec 3[2],1985
314,13,<,14,Arkansas,Southwest,9-2,416,,Week 14Dec 3[2],1985
315,14,<,16,UCLA,Pac-10,8-2-1,410,,Week 14Dec 3[2],1985
316,15,<,NR,Alabama,SEC,8-2-1,363,,Week 14Dec 3[2],1985
