,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
79,1,<,2,Syracuse (28),Ind,2-0,428.0,W 14-7 A #5 Kansas,Week 3Oct 3[5],1960
80,2,<,1,Mississippi (14),SEC,3-0,402.0,W 31-20 A Memphis,Week 3Oct 3[5],1960
81,3,<,8,Iowa (5),Big Ten,2-0,358.0,,Week 3Oct 3[5],1960
82,4,<,4,Illinois,Big Ten,2-0,295.0,,Week 3Oct 3[5],1960
83,5,<,9,Ohio State,Big Ten,2-0,180.0,,Week 3Oct 3[5],1960
84,6,<,17,Navy,Ind,3-0,147.0,,Week 3Oct 3[5],1960
85,7,<,NR,Purdue,Big Ten,1-0-1,127.0,,Week 3Oct 3[5],1960
86,8,<,7,Clemson,ACC,2-0,101.0,,Week 3Oct 3[5],1960
87,9,<,14,Arkansas,Southwest,3-0,81.0,,Week 3Oct 3[5],1960
88,10,<,5,Kansas,Big 8,2-1,65.0,L 14-7 H Syracuse,Week 3Oct 3[5],1960
89,11,<,19,Missouri,Big 8,3-0,63.0,,Week 3Oct 3[5],1960
90,12,<,3,Washington,AAWU,2-1,61.0,,Week 3Oct 3[5],1960
91,13,<,NR,Michigan State,Big Ten,1-0-1,51.0,,Week 3Oct 3[5],1960
92,14,<,18,Minnesota,Big Ten,2-0,39.0,,Week 3Oct 3[5],1960
93,15,<,13,Texas,Southwest,2-1,34.0,,Week 3Oct 3[5],1960
94,16,<,16,UCLA (1),AAWU,1-0-1,27.0,,Week 3Oct 3[5],1960
95,17,<,15,Alabama,SEC,2-0-1,24.0,,Week 3Oct 3[5],1960
96,18,<,NR,Army,Ind,3-0,19.0,,Week 3Oct 3[5],1960
97,18,<,NR,Florida,SEC,3-0,19.0,,Week 3Oct 3[5],1960
98,20,<,NR,Baylor,Southwest,2-0,17.0,,Week 3Oct 3[5],1960
99,NR,<,6,Northwestern,Big Ten,,0.0,,Week 3Oct 3[5],1960
100,NR,<,10,Georgia Tech,SEC,,0.0,,Week 3Oct 3[5],1960
101,NR,<,11,Tennessee,SEC,,0.0,,Week 3Oct 3[5],1960
102,NR,<,12,Notre Dame,Ind,,0.0,,Week 3Oct 3[5],1960
103,NR,<,20,Penn State,Ind,,0.0,,Week 3Oct 3[5],1960
104,1,<,2,Mississippi (19),SEC,4-0,428.0,W 26-0 A Vanderbilt,Week 4Oct 10[6],1960
105,2,<,3,Iowa (17),Big Ten,3-0,411.0,,Week 4Oct 10[6],1960
106,3,<,5,Ohio State (8),Big Ten,3-0,385.0,,Week 4Oct 10[6],1960
107,4,<,1,Syracuse (4),Ind,3-0,362.0,W 15-6 A Holy Cross (MA),Week 4Oct 10[6],1960
108,5,<,6,Navy,Ind,4-0,218.0,,Week 4Oct 10[6],1960
109,6,<,11,Missouri,Big 8,4-0,176.0,,Week 4Oct 10[6],1960
110,7,<,20,Baylor,Southwest,3-0,131.0,,Week 4Oct 10[6],1960
111,8,<,8,Clemson,ACC,3-0,103.0,,Week 4Oct 10[6],1960
112,9,<,10,Kansas,Big 8,3-1,99.0,W 28-14 A Iowa State,Week 4Oct 10[6],1960
113,10,<,14,Minnesota,Big Ten,3-0,82.0,,Week 4Oct 10[6],1960
114,11,<,15,Texas,Southwest,3-1,68.0,,Week 4Oct 10[6],1960
115,12,<,NR,Wisconsin,Big Ten,3-0,55.0,,Week 4Oct 10[6],1960
116,13,<,12,Washington,AAWU,3-1,47.0,,Week 4Oct 10[6],1960
117,14,<,13,Michigan State,Big Ten,1-1-1,38.0,,Week 4Oct 10[6],1960
118,15,<,16,UCLA,AAWU,1-0-1,35.0,,Week 4Oct 10[6],1960
119,15,<,17,Alabama,SEC,2-0-1,35.0,,Week 4Oct 10[6],1960
120,17,<,NR,Oregon State,Ind,3-1,25.0,,Week 4Oct 10[6],1960
121,18,<,NR,Arizona State,BIAA,4-0,19.0,,Week 4Oct 10[6],1960
122,19,<,NR,Georgia Tech,SEC,3-1,17.0,,Week 4Oct 10[6],1960
123,20,<,NR,Penn State,Ind,2-1,16.0,,Week 4Oct 10[6],1960
124,NR,<,4,Illinois,Big Ten,,0.0,,Week 4Oct 10[6],1960
125,NR,<,7,Purdue,Big Ten,,0.0,,Week 4Oct 10[6],1960
126,NR,<,9,Arkansas,Southwest,,0.0,,Week 4Oct 10[6],1960
127,NR,<,18,Army,Ind,,0.0,,Week 4Oct 10[6],1960
128,NR,<,18,Florida,SEC,,0.0,,Week 4Oct 10[6],1960
129,1,<,2,Iowa (23),Big Ten,4-0,442.0,W 28-21 H #12 Wisconsin,Week 5Oct 17[7],1960
130,2,<,1,Mississippi (22),SEC,5-0,440.0,W 26-13 A Tulane,Week 5Oct 17[7],1960
131,3,<,4,Syracuse (2),Ind,4-0,339.0,,Week 5Oct 17[7],1960
132,4,<,5,Navy,Ind,5-0,303.0,,Week 5Oct 17[7],1960
133,5,<,6,Missouri,Big 8,5-0,279.0,,Week 5Oct 17[7],1960
134,6,<,10,Minnesota,Big Ten,4-0,224.0,,Week 5Oct 17[7],1960
135,7,<,7,Baylor,Southwest,4-0,183.0,,Week 5Oct 17[7],1960
136,8,<,13,Washington (1),AAWU,4-1,114.0,,Week 5Oct 17[7],1960
137,9,<,3,Ohio State,Big Ten,3-1,71.0,,Week 5Oct 17[7],1960
138,10,<,NR,Purdue,Big Ten,2-1-1,41.0,,Week 5Oct 17[7],1960
139,11,<,12,Wisconsin,Big Ten,3-1,37.0,,Week 5Oct 17[7],1960
140,12,<,NR,Tennessee,SEC,3-0-1,32.0,,Week 5Oct 17[7],1960
141,13,<,14,Michigan State,Big Ten,2-1-1,31.0,,Week 5Oct 17[7],1960
142,14,<,NR,Arkansas,Southwest,4-1,23.0,,Week 5Oct 17[7],1960
143,15,<,9,Kansas,Big 8,3-1-1,22.0,T 13-13 H Oklahoma,Week 5Oct 17[7],1960
144,16,<,11,Texas,Southwest,3-2,12.0,,Week 5Oct 17[7],1960
145,17,<,NR,Auburn,SEC,3-1,11.0,,Week 5Oct 17[7],1960
146,18,<,17,Oregon State,Ind,4-1,10.0,,Week 5Oct 17[7],1960
147,19,<,15,UCLA,AAWU,1-1-1,9.0,,Week 5Oct 17[7],1960
148,20,<,NR,Rice,Southwest,3-1,7.0,,Week 5Oct 17[7],1960
149,NR,<,8,Clemson,ACC,,0.0,,Week 5Oct 17[7],1960
150,NR,<,15,Alabama,SEC,,0.0,,Week 5Oct 17[7],1960
151,NR,<,18,Arizona State,BIAA,,0.0,,Week 5Oct 17[7],1960
152,NR,<,19,Georgia Tech,SEC,,0.0,,Week 5Oct 17[7],1960
153,NR,<,20,Penn State,Ind,,0.0,,Week 5Oct 17[7],1960
154,1,<,1,Iowa (34),Big Ten,5-0,458.0,W 21-14 H #10 Purdue,Week 6Oct 24[8]A,1960
155,2,<,2,Mississippi (9),SEC,6-0,395.0,,Week 6Oct 24[8]A,1960
156,3,<,3,Syracuse (5),Ind,5-0,355.0,,Week 6Oct 24[8]A,1960
157,4,<,4,Navy,Ind,6-0,290.0,,Week 6Oct 24[8]A,1960
158,5,<,5,Missouri,Big 8,6-0,283.0,,Week 6Oct 24[8]A,1960
159,6,<,6,Minnesota,Big Ten,5-0,267.0,,Week 6Oct 24[8]A,1960
160,7,<,7,Baylor,Southwest,5-0,191.0,,Week 6Oct 24[8]A,1960
161,8,<,9,Ohio State,Big Ten,4-1,172.0,,Week 6Oct 24[8]A,1960
162,9,<,8,Washington,AAWU,5-1,76.0,,Week 6Oct 24[8]A,1960
163,10,<,13,Michigan State,Big Ten,3-1-1,41.0,,Week 6Oct 24[8]A,1960
164,11,<,12,Tennessee,SEC,4-0-1,37.0,,Week 6Oct 24[8]A,1960
165,12,<,14,Arkansas,Southwest,4-2,15.0,,Week 6Oct 24[8]A,1960
166,13,<,20,Rice,Southwest,4-1,11.0,,Week 6Oct 24[8]A,1960
167,14,<,17,Auburn,SEC,4-1,10.0,,Week 6Oct 24[8]A,1960
168,15,<,10,Purdue,Big Ten,2-2-1,8.0,,Week 6Oct 24[8]A,1960
169,15,<,18,Oregon State,Ind,4-2,8.0,,Week 6Oct 24[8]A,1960
170,15,<,NR,Duke,ACC,4-1,8.0,,Week 6Oct 24[8]A,1960
171,18,<,NR,New Mexico State,BIAA,6-0,5.0,W 40-8 H Wichita State,Week 6Oct 24[8]A,1960
172,19,<,15,Kansas,Big 8,4-1-1,2.0,W 14-7 A Oklahoma State,Week 6Oct 24[8]A,1960
173,NR,<,11,Wisconsin,Big Ten,,0.0,,Week 6Oct 24[8]A,1960
174,NR,<,16,Texas,Southwest,,0.0,,Week 6Oct 24[8]A,1960
175,NR,<,19,UCLA,AAWU,,0.0,,Week 6Oct 24[8]A,1960
176,1,<,1,Iowa (46),Big Ten,6-0,476.0,W 21-7 H #19 Kansas,Week 7Oct 31[9],1960
177,2,<,5,Missouri,Big 8,7-0,359.0,,Week 7Oct 31[9],1960
178,3,<,6,Minnesota (1),Big Ten,6-0,350.0,,Week 7Oct 31[9],1960
179,4,<,4,Navy,Ind,7-0,324.0,,Week 7Oct 31[9],1960
180,5,<,8,Ohio State,Big Ten,5-1,279.0,,Week 7Oct 31[9],1960
181,6,<,2,Mississippi,SEC,6-0-1,265.0,,Week 7Oct 31[9],1960
182,7,<,9,Washington (1),AAWU,6-1,142.0,,Week 7Oct 31[9],1960
183,8,<,11,Tennessee,SEC,5-0-1,108.0,,Week 7Oct 31[9],1960
184,9,<,3,Syracuse,Ind,5-1,91.0,,Week 7Oct 31[9],1960
185,10,<,13,Rice,Southwest,5-1,73.0,,Week 7Oct 31[9],1960
186,11,<,7,Baylor,Southwest,5-1,33.0,,Week 7Oct 31[9],1960
187,12,<,14,Auburn,SEC,5-1,31.0,,Week 7Oct 31[9],1960
188,13,<,15,Duke,ACC,5-1,29.0,,Week 7Oct 31[9],1960
189,14,<,NR,Pittsburgh,Ind,3-2-2,19.0,,Week 7Oct 31[9],1960
190,15,<,NR,UCLA,AAWU,3-1-1,18.0,,Week 7Oct 31[9],1960
191,16,<,12,Arkansas,Southwest,5-2,10.0,,Week 7Oct 31[9],1960
192,17,<,10,Michigan State,Big Ten,3-2-1,9.0,,Week 7Oct 31[9],1960
193,18,<,NR,Colorado,Big 8,5-1,6.0,,Week 7Oct 31[9],1960
194,18,<,NR,Utah State,MSAC,7-0,6.0,W 34-0 H BYU,Week 7Oct 31[9],1960
195,20,<,18,New Mexico State,BIAA,7-0,5.0,W 27-24 A Arizona State,Week 7Oct 31[9],1960
196,NR,<,15,Oregon State,Ind,,0.0,,Week 7Oct 31[9],1960
197,NR,<,15,Purdue,Big Ten,,0.0,,Week 7Oct 31[9],1960
198,NR,<,19,Kansas,Big 8,,0.0,,Week 7Oct 31[9],1960
199,1,<,3,Minnesota (40),Big Ten,7-0,462.0,W 27-10 H #1 Iowa,Week 8Nov 7[10],1960
200,2,<,2,Missouri (4),Big 8,8-0,387.0,,Week 8Nov 7[10],1960
201,3,<,5,Ohio State (1),Big Ten,6-1,335.0,,Week 8Nov 7[10],1960
202,4,<,6,Mississippi (1),SEC,7-0-1,310.0,,Week 8Nov 7[10],1960
203,5,<,1,Iowa,Big Ten,6-1,279.0,L 27-10 A #3 Minnesota,Week 8Nov 7[10],1960
204,6,<,7,Washington (1),AAWU,7-1,241.0,,Week 8Nov 7[10],1960
205,7,<,13,Duke,ACC,6-1,156.0,,Week 8Nov 7[10],1960
206,8,<,4,Navy,Ind,7-1,113.0,,Week 8Nov 7[10],1960
207,9,<,16,Arkansas,Southwest,6-2,72.0,,Week 8Nov 7[10],1960
208,10,<,12,Auburn,SEC,6-1,64.0,,Week 8Nov 7[10],1960
209,11,<,15,UCLA,AAWU,4-1-1,38.0,,Week 8Nov 7[10],1960
210,12,<,14,Pittsburgh,Ind,4-2-2,31.0,,Week 8Nov 7[10],1960
211,13,<,17,Michigan State,Big Ten,4-2-1,16.0,,Week 8Nov 7[10],1960
212,14,<,8,Tennessee,SEC,5-1-1,15.0,,Week 8Nov 7[10],1960
213,15,<,20,New Mexico State,BIAA,7-0,10.0,DNP,Week 8Nov 7[10],1960
214,16,<,10,Rice,Southwest,5-2,9.0,,Week 8Nov 7[10],1960
215,17,<,9,Syracuse,Ind,5-2,8.0,,Week 8Nov 7[10],1960
216,17,<,NR,Yale,Ivy,7-0,8.0,W 34-9 H Penn,Week 8Nov 7[10],1960
217,19,<,18,Utah State,MSAC,8-0,7.0,W 17-13 H Wyoming,Week 8Nov 7[10],1960
218,20,<,NR,Florida,SEC,6-2,6.0,,Week 8Nov 7[10],1960
219,NR,<,11,Baylor,Southwest,,0.0,,Week 8Nov 7[10],1960
220,NR,<,18,Colorado,Big 8,,0.0,,Week 8Nov 7[10],1960
221,1,<,2,Missouri (34),Big 8,9-0,457.0,W 41-19 A Oklahoma,Week 9Nov 14[11],1960
222,2,<,5,Iowa (7),Big Ten,7-1,379.0,,Week 9Nov 14[11],1960
223,3,<,4,Mississippi (5),SEC,8-0-1,362.0,,Week 9Nov 14[11],1960
224,4,<,1,Minnesota (1),Big Ten,7-1,328.0,L 23-14 H Purdue,Week 9Nov 14[11],1960
225,5,<,6,Washington,AAWU,8-1,268.0,,Week 9Nov 14[11],1960
226,6,<,7,Duke,ACC,7-1,205.0,,Week 9Nov 14[11],1960
227,7,<,9,Arkansas,Southwest,7-2,173.0,,Week 9Nov 14[11],1960
228,8,<,8,Navy,Ind,8-1,156.0,,Week 9Nov 14[11],1960
229,9,<,10,Auburn (1),SEC,7-1,104.0,,Week 9Nov 14[11],1960
230,10,<,3,Ohio State,Big Ten,6-2,59.0,,Week 9Nov 14[11],1960
231,11,<,11,UCLA,AAWU,5-1-1,23.0,,Week 9Nov 14[11],1960
232,12,<,13,Michigan State,Big Ten,5-2-1,21.0,,Week 9Nov 14[11],1960
233,13,<,NR,Purdue,Big Ten,3-4-1,12.0,,Week 9Nov 14[11],1960
234,14,<,15,New Mexico State,BIAA,8-0,9.0,W 35-15 H West Texas A&M,Week 9Nov 14[11],1960
235,14,<,16,Rice,Southwest,6-2,9.0,,Week 9Nov 14[11],1960
236,14,<,17,Syracuse,Ind,6-2,9.0,,Week 9Nov 14[11],1960
237,14,<,17,Yale,Ivy,8-0,9.0,W 43-22 H Princeton,Week 9Nov 14[11],1960
238,18,<,NR,Alabama,SEC,6-1-1,8.0,,Week 9Nov 14[11],1960
239,19,<,20,Florida,SEC,7-2,7.0,,Week 9Nov 14[11],1960
240,19,<,NR,Oregon,Ind,7-2,7.0,,Week 9Nov 14[11],1960
241,NR,<,12,Pittsburgh,Ind,,0.0,,Week 9Nov 14[11],1960
242,NR,<,14,Tennessee,SEC,,0.0,,Week 9Nov 14[11],1960
243,NR,<,19,Utah State,MSAC,,0.0,,Week 9Nov 14[11],1960
244,1,<,4,Minnesota (13.5),Big Ten,8-1,424.5,W 26-7 A Wisconsin,Week 10Nov 21[12],1960
245,2,<,2,Iowa (17.5),Big Ten,8-1,417.5,,Week 10Nov 21[12],1960
246,3,<,3,Mississippi (13),SEC,8-0-1,398.0,,Week 10Nov 21[12],1960
247,4,<,5,Washington (2),AAWU,9-1,249.0,,Week 10Nov 21[12],1960
248,5,<,1,Missouri,Big 8,9-1,241.0,L 23-7 H Kansas,Week 10Nov 21[12],1960
249,6,<,7,Arkansas,Southwest,8-2,228.0,,Week 10Nov 21[12],1960
250,7,<,8,Navy,Ind,8-1,188.0,,Week 10Nov 21[12],1960
251,8,<,9,Auburn (1),SEC,8-1,149.5,,Week 10Nov 21[12],1960
252,9,<,10,Ohio State,Big Ten,7-2,114.0,,Week 10Nov 21[12],1960
253,10,<,NR,Kansas,Big 8,7-2-1,48.0,W 23-7 A Missouri,Week 10Nov 21[12],1960
254,11,<,6,Duke,ACC,7-2,36.0,,Week 10Nov 21[12],1960
255,12,<,14,Rice,Southwest,7-2,34.0,,Week 10Nov 21[12],1960
256,13,<,14,Yale (1),Ivy,9-0,30.5,W 39-6 A Harvard,Week 10Nov 21[12],1960
257,14,<,12,Michigan State,Big Ten,6-2-1,19.0,,Week 10Nov 21[12],1960
258,15,<,14,New Mexico State,BIAA,9-0,9.0,W 40-3 A Hardin-Simmons,Week 10Nov 21[12],1960
259,15,<,NR,Penn State,Ind,6-3,9.0,,Week 10Nov 21[12],1960
260,17,<,14,Syracuse,Ind,7-2,8.0,,Week 10Nov 21[12],1960
261,17,<,18,Alabama,SEC,7-1-1,8.0,,Week 10Nov 21[12],1960
262,19,<,19,Florida,SEC,7-2,6.0,,Week 10Nov 21[12],1960
263,19,<,NR,Baylor,Southwest,7-2,6.0,,Week 10Nov 21[12],1960
264,NR,<,11,UCLA,AAWU,,0.0,,Week 10Nov 21[12],1960
265,NR,<,13,Purdue,Big Ten,,0.0,,Week 10Nov 21[12],1960
266,NR,<,19,Oregon,Ind,,0.0,,Week 10Nov 21[12],1960
267,1,<,1,Minnesota (17.5),Big Ten,8-1,433.5,DNP,Week 11 (Final)Nov 28[13],1960
268,2,<,3,Mississippi (16),SEC,9-0-1,411.0,,Week 11 (Final)Nov 28[13],1960
269,3,<,2,Iowa (12.5),Big Ten,8-1,407.5,,Week 11 (Final)Nov 28[13],1960
270,4,<,7,Navy,Ind,8-1,262.0,,Week 11 (Final)Nov 28[13],1960
271,5,<,5,Missouri,Big 8,9-1,253.0,,Week 11 (Final)Nov 28[13],1960
272,6,<,4,Washington (2),AAWU,9-1,250.0,,Week 11 (Final)Nov 28[13],1960
273,7,<,6,Arkansas,Southwest,8-2,212.0,,Week 11 (Final)Nov 28[13],1960
274,8,<,9,Ohio State,Big Ten,7-2-1,138.0,,Week 11 (Final)Nov 28[13],1960
275,9,<,17,Alabama,SEC,8-1-1,53.0,,Week 11 (Final)Nov 28[13],1960
276,10,<,11,Duke,ACC,7-2,46.0,,Week 11 (Final)Nov 28[13],1960
277,11,<,10,Kansas,Big 8,7-2-1,40.0,DNP,Week 11 (Final)Nov 28[13],1960
278,12,<,19,Baylor,Southwest,8-2,35.0,,Week 11 (Final)Nov 28[13],1960
279,13,<,8,Auburn,SEC,8-2,25.0,,Week 11 (Final)Nov 28[13],1960
280,14,<,13,Yale,Ivy,9-0,17.0,DNP,Week 11 (Final)Nov 28[13],1960
281,15,<,14,Michigan State,Big Ten,6-2-1,16.0,,Week 11 (Final)Nov 28[13],1960
282,16,<,15,Penn State,Ind,6-3,15.0,,Week 11 (Final)Nov 28[13],1960
283,17,<,15,New Mexico State,BIAA,10-0,8.0,W 27-15 H UTEP,Week 11 (Final)Nov 28[13],1960
284,18,<,19,Florida,SEC,8-2,6.0,,Week 11 (Final)Nov 28[13],1960
285,19,<,17,Syracuse,Ind,7-2,4.0,,Week 11 (Final)Nov 28[13],1960
286,19,<,NR,Purdue,Big Ten,4-4-1,4.0,,Week 11 (Final)Nov 28[13],1960
287,NR,<,12,Rice,Southwest,,0.0,,Week 11 (Final)Nov 28[13],1960
