,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,2,Notre Dame (52),Ind,0-0,1449,DNP,PreseasonAug[1],1954
1,2,<,4,Oklahoma (74),Big 7,0-0,1431,DNP,PreseasonAug[1],1954
2,3,<,1,Maryland (13),ACC,0-0,910,DNP,PreseasonAug[1],1954
3,4,<,11,Texas (10),Southwest,0-0,834,DNP,PreseasonAug[1],1954
4,5,<,7,Illinois (2),Big Ten,0-0,811,DNP,PreseasonAug[1],1954
5,6,<,3,Michigan State (7),Big Ten,0-0,616,DNP,PreseasonAug[1],1954
6,7,<,8,Georgia Tech (5),SEC,0-0,558,DNP,PreseasonAug[1],1954
7,8,<,5,UCLA (1),PCC,0-0,548,DNP,PreseasonAug[1],1954
8,9,<,15,Wisconsin (1),Big Ten,0-0,383,DNP,PreseasonAug[1],1954
9,10,<,NR,Mississippi (2),SEC,0-0,368,DNP,PreseasonAug[1],1954
10,11,<,9,Iowa (1),Big Ten,0-0,355,DNP,PreseasonAug[1],1954
11,12,<,NR,California,PCC,0-0,241,DNP,PreseasonAug[1],1954
12,13,<,14,Army,Ind,0-0,196,DNP,PreseasonAug[1],1954
13,14,<,13,Alabama,SEC,0-0,155,DNP,PreseasonAug[1],1954
14,15,<,18,Duke (2),ACC,0-0,110,DNP,PreseasonAug[1],1954
15,16,<,6,Rice,Southwest,0-0,91,DNP,PreseasonAug[1],1954
16,17,<,NR,USC,PCC,0-0,89,DNP,PreseasonAug[1],1954
17,18,<,NR,Oregon,PCC,0-0,39,DNP,PreseasonAug[1],1954
18,19,<,12,Texas Tech,BIAA,0-0,34,DNP,PreseasonAug[1],1954
19,20,<,NR,Ohio State (1),Big Ten,0-0,32,DNP,PreseasonAug[1],1954
20,NR,<,10,West Virginia,Southern,0-0,0,DNP,PreseasonAug[1],1954
21,NR,<,16,Kentucky,SEC,0-0,0,DNP,PreseasonAug[1],1954
22,NR,<,17,Auburn,SEC,0-0,0,DNP,PreseasonAug[1],1954
