,Rank,Rank.1,Rank.2,Team (FPV),Conf,Rec,Pts,Last Week,Date,Year
0,1,<,,Pittsburgh (83),Ind,4-0,926,W 26-6 A Wisconsin,Week 1Oct 17[3],1938
1,2,<,,Minnesota (6),Big Ten,4-0,691,,Week 1Oct 17[3],1938
2,3,<,,California (1),PCC,5-0,517,,Week 1Oct 17[3],1938
3,4,<,,Dartmouth (1),Ind,4-0,515,W 34-13 H Brown,Week 1Oct 17[3],1938
4,5,<,,Notre Dame,Ind,3-0,500,,Week 1Oct 17[3],1938
5,6,<,,Santa Clara,Ind,3-0,496,,Week 1Oct 17[3],1938
6,7,<,,TCU (3),Southwest,4-0,453,W 34-6 A Texas A&M,Week 1Oct 17[3],1938
7,8,<,,Tennessee,SEC,4-0,419,,Week 1Oct 17[3],1938
8,9,<,,Duke,Southern,4-0,128,,Week 1Oct 17[3],1938
9,10,<,,Syracuse,Ind,3-0,82,,Week 1Oct 17[3],1938
10,11,<,,Fordham,Ind,2-0-1,77,,Week 1Oct 17[3],1938
11,12,<,,Michigan,Big Ten,2-1,48,L 7-6 A Minnesota,Week 1Oct 17[3],1938
12,13,<,,Carnegie Mellon,Ind,3-0,45,,Week 1Oct 17[3],1938
13,14,<,,Oklahoma,Big 6,3-0,40,W 19-0 A Kansas,Week 1Oct 17[3],1938
14,15,<,,Alabama,SEC,3-1,34,,Week 1Oct 17[3],1938
15,16,<,,Vanderbilt,SEC,4-0,32,W 13-7 H Mississippi,Week 1Oct 17[3],1938
16,17,<,,Baylor,Southwest,4-0,31,,Week 1Oct 17[3],1938
17,18,<,,Northwestern,Big Ten,2-0-1,23,,Week 1Oct 17[3],1938
18,19,<,,North Carolina,Southern,3-1,18,,Week 1Oct 17[3],1938
19,20,<,,Villanova,Ind,3-0,9,W 35-6 H Centre,Week 1Oct 17[3],1938
20,1,<,1,Pittsburgh (90),Ind,5-0,989,W 34-7 H SMU,Week 2Oct 24[4],1938
21,2,<,2,Minnesota (1),Big Ten,4-0,681,,Week 2Oct 24[4],1938
22,3,<,3,California (3),PCC,6-0,620,,Week 2Oct 24[4],1938
23,4,<,7,TCU (3),Southwest,5-0,572,W 21-0 A Marquette,Week 2Oct 24[4],1938
24,5,<,6,Santa Clara (1),Ind,4-0,571,,Week 2Oct 24[4],1938
25,6,<,4,Dartmouth,Ind,5-0,443,W 13-7 A Harvard,Week 2Oct 24[4],1938
26,7,<,5,Notre Dame (1),Ind,4-0,437,,Week 2Oct 24[4],1938
27,8,<,8,Tennessee,SEC,5-0,413,,Week 2Oct 24[4],1938
28,9,<,11,Fordham (1),Ind,3-0-1,370,,Week 2Oct 24[4],1938
29,10,<,14,Oklahoma,Big 6,4-0,116,W 14-0 H Nebraska,Week 2Oct 24[4],1938
30,11,<,9,Duke,Southern,5-0,114,,Week 2Oct 24[4],1938
31,12,<,18,Northwestern,Big Ten,3-0-1,55,,Week 2Oct 24[4],1938
32,13,<,12,Michigan,Big Ten,3-1,36,W 15-13 A Yale,Week 2Oct 24[4],1938
33,14,<,NR,Holy Cross,Ind,4-1,15,W 29-6 H Georgia,Week 2Oct 24[4],1938
34,15,<,20,Villanova,Ind,4-0,14,W 13-6 H Detroit Mercy,Week 2Oct 24[4],1938
35,16,<,13,Carnegie Mellon,Ind,3-1,13,,Week 2Oct 24[4],1938
36,17,<,NR,Cornell,Ind,3-1,12,W 21-6 H Penn State,Week 2Oct 24[4],1938
37,18,<,15,Alabama,SEC,4-1,11,,Week 2Oct 24[4],1938
38,19,<,NR,USC,PCC,4-1,10,,Week 2Oct 24[4],1938
39,20,<,NR,Ohio State,Big Ten,2-1-1,7,,Week 2Oct 24[4],1938
40,NR,<,10,Syracuse,Ind,,0,,Week 2Oct 24[4],1938
41,NR,<,16,Vanderbilt,SEC,,0,,Week 2Oct 24[4],1938
42,NR,<,17,Baylor,Southwest,,0,,Week 2Oct 24[4],1938
43,NR,<,19,North Carolina,Southern,,0,,Week 2Oct 24[4],1938
44,1,<,1,Pittsburgh (105),Ind,6-0,1139,W 24-13 H #9 Fordham,Week 3Oct 31[5],1938
45,2,<,4,TCU (8),Southwest,6-0,901,W 39-7 H Baylor,Week 3Oct 31[5],1938
