,rankDiff,winsHome,gamesHome,winPctHome,winsAway,gamesAway,winPctAway
0,"[1, 2]",17,25,0.68,8,30,0.26666666666666666
1,"[3, 4]",22,33,0.6666666666666666,13,34,0.38235294117647056
2,"[5, 6]",26,36,0.7222222222222222,21,41,0.5121951219512195
3,"[7, 8]",21,34,0.6176470588235294,15,27,0.5555555555555556
4,"[9, 10]",19,22,0.8636363636363636,10,23,0.43478260869565216
