,rankDiff,winsHome,gamesHome,winPctHome,winsAway,gamesAway,winPctAway
0,"[1, 2]",27,40,0.675,16,40,0.4
1,"[3, 4]",33,45,0.7333333333333333,21,42,0.5
2,"[5, 6]",30,40,0.75,23,35,0.6571428571428571
3,"[7, 8]",32,42,0.7619047619047619,18,38,0.47368421052631576
4,"[9, 10]",40,46,0.8695652173913043,22,32,0.6875
