,rankDiff,winsHome,gamesHome,winPctHome,winsAway,gamesAway,winPctAway
0,"[1, 2]",45,71,0.6338028169014085,27,65,0.4153846153846154
1,"[3, 4]",60,84,0.7142857142857143,40,84,0.47619047619047616
2,"[5, 6]",56,74,0.7567567567567568,40,66,0.6060606060606061
3,"[7, 8]",57,70,0.8142857142857143,37,70,0.5285714285714286
4,"[9, 10]",65,77,0.8441558441558441,37,63,0.5873015873015873
