,date,winner,location,loser
0,"Nov 2, 1872",Rutgers,@,Columbia
1,"Nov 9, 1872",Rutgers,,Columbia
2,"Nov 16, 1872",Princeton,,Rutgers
3,"Nov 16, 1872",Yale,,Columbia
4,"Nov 23, 1872",Columbia,,Stevens
5,"Oct 18, 1873",Stevens,,New York University
6,"Oct 25, 1873",Columbia,@,Stevens
7,"Oct 25, 1873",Yale,,Rutgers
8,"Nov 1, 1873",Rutgers,,Columbia
9,"Nov 1, 1873",Stevens,,City College of New York
10,"Nov 8, 1873",Columbia,,Rutgers
11,"Nov 15, 1873",Princeton,@,Yale
12,"Dec 6, 1873",Yale,,Eton
13,"Oct 24, 1874",Rutgers,,Columbia
14,"Oct 31, 1874",Stevens,,Columbia
15,"Nov 1, 1874",Stevens,@,Rutgers
16,"Nov 7, 1874",Princeton,,Columbia
17,"Nov 10, 1874",Stevens,,New York University
18,"Nov 14, 1874",Columbia,,Rutgers
19,"Nov 18, 1874",Princeton,,Rutgers
20,"Nov 18, 1874",Yale,,Stevens
21,"Nov 21, 1874",Yale,,Columbia
22,"Dec 5, 1874",Yale,,Columbia
23,"Oct 17, 1875",Stevens,,New York University
24,"Oct 24, 1875",Rutgers,,Stevens
25,"Oct 30, 1875",Harvard,@,Canada All-Stars
26,"Oct 31, 1875",Stevens,,City College of New York
27,"Nov 2, 1875",Columbia,@,Rutgers
28,"Nov 4, 1875",Columbia,@,Stevens
29,"Nov 6, 1875",Columbia,@,City College of New York
30,"Nov 6, 1875",Harvard,@,Tufts
31,"Nov 6, 1875",Yale,,Rutgers
32,"Nov 11, 1875",Stevens,,City College of New York
33,"Nov 13, 1875",Harvard,@,Yale
34,"Nov 13, 1875",Princeton,,Columbia
35,"Nov 20, 1875",Columbia,,City College of New York
36,"Nov 20, 1875",Harvard,,Canada All-Stars
37,"Nov 20, 1875",Princeton,,Stevens
38,"Nov 20, 1875",Yale,,Wesleyan (CT)
39,"Dec 4, 1875",Columbia,@,Yale
40,"Nov 1, 1876",Princeton,@,Pennsylvania
41,"Nov 1, 1876",Rutgers,,Stevens
42,"Nov 4, 1876",Harvard,@,Canada All-Stars
43,"Nov 4, 1876",Stevens,,Columbia
44,"Nov 11, 1876",Harvard,,McGill
45,"Nov 11, 1876",Princeton,@,Columbia
46,"Nov 11, 1876",Stevens,,New York University
47,"Nov 17, 1876",Pennsylvania,,Philadelphia All-Stars
48,"Nov 18, 1876",Columbia,,Stevens
49,"Nov 18, 1876",Yale,,Harvard
50,"Nov 25, 1876",Princeton,,Pennsylvania
51,"Nov 30, 1876",Yale,N,Princeton
52,"Dec 9, 1876",Yale,@,Columbia
53,"Mar 3, 1877",Harvard,,Princeton
54,"Oct 27, 1877",Harvard,@,Columbia
55,"Oct 27, 1877",Stevens,,Rutgers
56,"Nov 3, 1877",Yale,,Tufts
57,"Nov 6, 1877",Columbia,,Rutgers
58,"Nov 10, 1877",Harvard,@,McGill
59,"Nov 13, 1877",Columbia,@,Stevens
60,"Nov 14, 1877",Rutgers,,Stevens
61,"Nov 17, 1877",Amherst,,Tufts
62,"Nov 17, 1877",Princeton,N,Harvard
63,"Nov 21, 1877",Yale,,Trinity (CT)
64,"Nov 24, 1877",Harvard,@,Tufts
65,"Nov 24, 1877",Princeton,,Columbia
66,"Nov 24, 1877",Yale,@,Stevens
67,"Dec 8, 1877",Yale,N,Princeton
68,"Oct 19, 1878",Princeton,,Pennsylvania
69,"Oct 26, 1878",Amherst,@,Brown
70,"Oct 26, 1878",Princeton,,Stevens
71,"Oct 29, 1878",Stevens,@,Rutgers
72,"Nov 2, 1878",Pennsylvania,,Swarthmore
73,"Nov 2, 1878",Princeton,,Rutgers
74,"Nov 2, 1878",Yale,,Amherst
75,"Nov 5, 1878",Stevens,@,Columbia
76,"Nov 9, 1878",Harvard,@,Amherst
77,"Nov 9, 1878",Princeton,@,Pennsylvania
78,"Nov 9, 1878",Stevens,,Rutgers
79,"Nov 9, 1878",Yale,N,Trinity (CT)
80,"Nov 13, 1878",Yale,N,Trinity (CT)
81,"Nov 16, 1878",Columbia,@,Pennsylvania
82,"Nov 16, 1878",Princeton,N,Harvard
83,"Nov 16, 1878",Yale,N,Amherst
84,"Nov 23, 1878",Yale,@,Harvard
85,"Nov 28, 1878",Princeton,N,Yale
86,"Dec 7, 1878",Rutgers,,City College of New York
87,"Oct 9, 1879",Stevens Alumni,N,Stevens
88,"Oct 18, 1879",Harvard,@,Britannia
89,"Oct 18, 1879",Princeton,,Pennsylvania
90,"Oct 25, 1879",Columbia,@,Stevens
91,"Oct 25, 1879",Harvard,@,Britannia
92,"Nov 1, 1879",Harvard,@,McGill
93,"Nov 1, 1879",Princeton,,Columbia
94,"Nov 1, 1879",Yale,N,Pennsylvania
95,"Nov 8, 1879",Harvard,@,Yale
96,"Nov 8, 1879",Pennsylvania,,Columbia
97,"Nov 8, 1879",Princeton,,Stevens
98,"Nov 11, 1879",Rutgers,@,Stevens
99,"Nov 15, 1879",Pennsylvania,,Pennsylvania Military
100,"Nov 15, 1879",Princeton,N,Harvard
101,"Nov 15, 1879",Yale,,Rutgers
102,"Nov 20, 1879",Rutgers,@,Columbia
103,"Nov 22, 1879",Yale,@,Columbia
104,"Nov 23, 1879",Stevens,@,Rutgers
105,"Nov 25, 1879",Stevens,@,Rutgers
106,"Nov 27, 1879",Yale,N,Princeton
107,"Dec 6, 1879",Stevens Alumni,N,Stevens
108,"Dec 13, 1879",Rutgers,@,Stevens
109,"Oct 9, 1880",Rutgers,,Stevens
110,"Oct 16, 1880",Harvard,@,Britannia
111,"Oct 16, 1880",Rutgers,@,Stevens
112,"Oct 23, 1880",Harvard,@,Ottawa
113,"Oct 23, 1880",Pennsylvania,,Crescent A.C.
114,"Oct 23, 1880",Princeton,,Stevens
115,"Oct 30, 1880",Harvard,@,Montreal
116,"Oct 30, 1880",Princeton,,Pennsylvania
117,"Nov 2, 1880",Princeton,,Rutgers
118,"Nov 2, 1880",Stevens,,City College of New York
119,"Nov 6, 1880",Harvard,@,Columbia
120,"Nov 6, 1880",Pennsylvania,,Stevens
121,"Nov 10, 1880",Yale,,Columbia
122,"Nov 13, 1880",Columbia,,Rutgers
123,"Nov 13, 1880",Pennsylvania,@,Stevens
124,"Nov 13, 1880",Princeton,N,Harvard
125,"Nov 13, 1880",Yale,,Brown
126,"Nov 17, 1880",Yale,N,Pennsylvania
127,"Nov 20, 1880",Yale,@,Harvard
128,"Nov 25, 1880",Yale,N,Princeton
129,"Oct 8, 1881",Harvard,@,Montreal
130,"Oct 15, 1881",Harvard,@,Ottawa
131,"Oct 15, 1881",Princeton,,Rutgers
132,"Oct 22, 1881",Harvard,@,Britannia
133,"Oct 22, 1881",Princeton,,Stevens
134,"Oct 29, 1881",Princeton,@,Pennsylvania
135,"Oct 29, 1881",Yale,@,Amherst
136,"Oct 31, 1881",Columbia,@,Stevens
137,"Oct 31, 1881",Harvard,,Michigan
138,"Nov 2, 1881",Harvard,N,Pennsylvania
139,"Nov 2, 1881",Yale,,Michigan
140,"Nov 3, 1881",Stevens,,Rutgers
141,"Nov 4, 1881",Princeton,,Michigan
142,"Nov 5, 1881",City College of New York,@,Stevens
143,"Nov 5, 1881",Harvard,,Columbia
144,"Nov 5, 1881",Princeton,,Pennsylvania
145,"Nov 5, 1881",Yale,,Amherst
146,"Nov 8, 1881",Columbia,@,Rutgers
147,"Nov 10, 1881",Princeton,@,Rutgers
148,"Nov 12, 1881",Dartmouth,@,Amherst
149,"Nov 12, 1881",Princeton,,Columbia
150,"Nov 12, 1881",Yale,,Harvard
151,"Nov 16, 1881",Yale,@,Columbia
152,"Nov 17, 1881",Rutgers,,City College of New York
153,"Nov 19, 1881",Dartmouth,@,Amherst
154,"Nov 19, 1881",Princeton,N,Harvard
155,"Nov 19, 1881",Rutgers,@,Pennsylvania
156,"Nov 23, 1881",Columbia,,Rutgers
157,"Nov 24, 1881",Yale,N,Princeton
158,"Nov 26, 1881",Columbia,@,Pennsylvania
159,"Oct 7, 1882",Harvard,,MIT
160,"Oct 7, 1882",Yale,,Wesleyan (CT)
161,"Oct 11, 1882",Princeton,N,Princeton Alumni
162,"Oct 14, 1882",Amherst,,Massachusetts
163,"Oct 14, 1882",Harvard,,MIT
164,"Oct 14, 1882",Pennsylvania,,Crescent A.C.
165,"Oct 14, 1882",Princeton,,Rutgers
166,"Oct 20, 1882",Rutgers,,City College of New York
167,"Oct 21, 1882",Harvard,,McGill
168,"Oct 21, 1882",Wesleyan (CT),,Massachusetts
169,"Oct 21, 1882",Yale,,Rutgers
170,"Oct 28, 1882",Dartmouth,,McGill
171,"Oct 28, 1882",Harvard,@,Amherst
172,"Oct 28, 1882",Princeton,,Pennsylvania
173,"Oct 28, 1882",Wesleyan (CT),@,Massachusetts
174,"Oct 28, 1882",Yale,@,Rutgers
175,"Nov 4, 1882",Harvard,,Dartmouth
176,"Nov 4, 1882",Rutgers,@,Pennsylvania
177,"Nov 4, 1882",Wesleyan (CT),,Amherst
178,"Nov 4, 1882",Yale,,MIT
179,"Nov 7, 1882",Princeton,@,Columbia
180,"Nov 7, 1882",Rutgers,,Lafayette
181,"Nov 7, 1882",Stevens,,City College of New York
182,"Nov 8, 1882",Yale,@,Amherst
183,"Nov 9, 1882",Rutgers,,Columbia
184,"Nov 11, 1882",Harvard,,Columbia
185,"Nov 11, 1882",Princeton,@,Pennsylvania
186,"Nov 14, 1882",British Club of New York,@,Stevens
187,"Nov 14, 1882",Princeton,@,Rutgers
188,"Nov 18, 1882",Harvard,,Princeton
189,"Nov 18, 1882",Rutgers,,Pennsylvania
190,"Nov 18, 1882",Yale,,Columbia
191,"Nov 24, 1882",Rutgers,@,Stevens
192,"Nov 25, 1882",Pennsylvania,,Lafayette
193,"Nov 25, 1882",Princeton,,Columbia
194,"Nov 25, 1882",Yale,@,Harvard
195,"Dec 1, 1882",Yale,N,Princeton
196,"Mar 12, 1883",Michigan,,Detroit A.C.
197,"Sep 26, 1883",Yale,,Wesleyan (CT)
198,"Sep 29, 1883",Yale,@,Wesleyan (CT)
199,"Oct 6, 1883",Harvard,,Wesleyan (CT)
200,"Oct 6, 1883",Yale,,Stevens
201,"Oct 13, 1883",Harvard,,Pennsylvania
202,"Oct 13, 1883",Stevens,,Brooklyn Polytechnic Institute
203,"Oct 17, 1883",Princeton,@,Rutgers
204,"Oct 20, 1883",Columbia,,City College of New York
205,"Oct 20, 1883",Harvard,@,Stevens
206,"Oct 20, 1883",Pennsylvania,,Johns Hopkins
207,"Oct 20, 1883",Wesleyan (CT),,Rutgers
208,"Oct 22, 1883",Princeton,,Lafayette
209,"Oct 24, 1883",Princeton,@,Stevens
210,"Oct 27, 1883",Harvard,,MIT
211,"Oct 27, 1883",Pennsylvania,,Lafayette
212,"Oct 27, 1883",Princeton,,Rutgers
213,"Oct 27, 1883",Stevens,,Columbia
214,"Oct 31, 1883",Rutgers,,City College of New York
215,"Nov 3, 1883",Harvard,@,Wesleyan (CT)
216,"Nov 3, 1883",Princeton,,Pennsylvania
217,"Nov 3, 1883",Stevens,@,Lafayette
218,"Nov 6, 1883",Harvard,,Stevens
219,"Nov 6, 1883",Princeton,N,Wesleyan (CT)
220,"Nov 6, 1883",Yale,N,Rutgers
221,"Nov 10, 1883",Harvard,,Williams
222,"Nov 10, 1883",Lafayette,,Rutgers
223,"Nov 10, 1883",Pennsylvania,,Johns Hopkins
224,"Nov 14, 1883",Pennsylvania,,Columbia
225,"Nov 14, 1883",Yale,@,Brooklyn Polytechnic Institute
226,"Nov 17, 1883",Pennsylvania,,Rutgers
227,"Nov 17, 1883",Princeton,,Harvard
228,"Nov 17, 1883",Stevens,,Seton Hall
229,"Nov 17, 1883",Wesleyan (CT),,Williams
230,"Nov 17, 1883",Yale,@,Columbia
231,"Nov 19, 1883",Wesleyan (CT),,Michigan
232,"Nov 21, 1883",Yale,,Michigan
233,"Nov 22, 1883",Harvard,,Michigan
234,"Nov 24, 1883",Pennsylvania,N,Pennsylvania Alumni
235,"Nov 24, 1883",Stevens,,Lafayette
236,"Nov 24, 1883",Yale,N,Princeton
237,"Nov 27, 1883",Stevens,,Michigan
238,"Nov 29, 1883",Stevens,@,Pennsylvania
239,"Nov 29, 1883",Yale,N,Harvard
240,"Nov 30, 1883",Lafayette,@,Lewisburg A.C.
241,"Oct 1, 1884",Yale,,Wesleyan (CT)
242,"Oct 8, 1884",Princeton,@,Stevens
243,"Oct 10, 1884",Princeton,@,Rutgers
244,"Oct 11, 1884",Yale,,Stevens
245,"Oct 15, 1884",Princeton,,Wesleyan (CT)
246,"Oct 15, 1884",Rutgers,,Columbia
247,"Oct 18, 1884",Harvard,,MIT
248,"Oct 18, 1884",Princeton,,Rutgers
249,"Oct 18, 1884",Yale,N,Wesleyan (CT)
250,"Oct 20, 1884",Stevens,N,Stevens Alumni
251,"Oct 22, 1884",Pennsylvania,@,Harvard
252,"Oct 22, 1884",Yale,@,Rutgers
253,"Oct 25, 1884",Harvard,@,MIT
254,"Oct 25, 1884",Lafayette,,Lehigh
255,"Oct 25, 1884",Princeton,@,Pennsylvania
256,"Oct 25, 1884",Yale,@,Dartmouth
257,"Oct 29, 1884",Harvard,,Trinity (CT)
258,"Oct 29, 1884",Princeton,,Lafayette
259,"Oct 29, 1884",Wesleyan (CT),@,Stevens
260,"Nov 1, 1884",Pennsylvania,,Lafayette
261,"Nov 1, 1884",Princeton,,Stevens
262,"Nov 1, 1884",Rutgers,,Lehigh
263,"Nov 1, 1884",Wesleyan (CT),,Harvard
264,"Nov 5, 1884",Harvard,,Williams
265,"Nov 5, 1884",Yale,,Wesleyan (CT)
266,"Nov 8, 1884",Harvard,@,Ottawa
267,"Nov 8, 1884",Pennsylvania,,Stevens
268,"Nov 8, 1884",Princeton,,Johns Hopkins
269,"Nov 8, 1884",Rutgers,,Lafayette
270,"Nov 12, 1884",Harvard,@,Dartmouth
271,"Nov 12, 1884",Lafayette,@,Lehigh
272,"Nov 15, 1884",Harvard,,Tufts
273,"Nov 15, 1884",Haverford,@,Lehigh
274,"Nov 15, 1884",Pennsylvania,,Johns Hopkins
275,"Nov 15, 1884",Stevens,@,Lafayette
276,"Nov 15, 1884",Wesleyan (CT),N,Rutgers
277,"Nov 18, 1884",Stevens,,Yale/Princeton/Harvard Grads
278,"Nov 19, 1884",Princeton,@,Harvard
279,"Nov 19, 1884",Yale,N,Yale Alumni
280,"Nov 20, 1884",Pennsylvania Alumni,N,Pennsylvania
281,"Nov 22, 1884",Yale,,Harvard
282,"Nov 27, 1884",Pennsylvania,N,Wesleyan (CT)
283,"Nov 27, 1884",Stevens,,Lafayette
284,"Nov 27, 1884",Yale,N,Princeton
285,"Oct 3, 1885",Princeton,@,Stevens
286,"Oct 7, 1885",Pennsylvania,N,Pennsylvania Alumni
287,"Oct 10, 1885",Pennsylvania,,Lehigh
288,"Oct 10, 1885",Wesleyan (CT),,Massachusetts
289,"Oct 10, 1885",Yale,@,Stevens
290,"Oct 14, 1885",Pennsylvania,,Swarthmore
291,"Oct 14, 1885",Princeton,,Stevens
292,"Oct 14, 1885",Yale,N,Wesleyan (CT)
293,"Oct 17, 1885",Haverford,,Lehigh
294,"Oct 17, 1885",Pennsylvania,N,Pennsylvania Alumni
295,"Oct 24, 1885",Lafayette,,Stevens
296,"Oct 24, 1885",Princeton,@,Pennsylvania
297,"Oct 28, 1885",Pennsylvania,,Lafayette
298,"Oct 28, 1885",Yale,,Wesleyan (CT)
299,"Oct 31, 1885",Lafayette,@,Lehigh
300,"Oct 31, 1885",Princeton,,Pennsylvania
301,"Oct 31, 1885",Wesleyan (CT),,Trinity (CT)
302,"Oct 31, 1885",Yale,@,MIT
303,"Nov 3, 1885",Stevens,,City College of New York
304,"Nov 3, 1885",Yale,,Crescent A.C.
305,"Nov 4, 1885",Lehigh,,Rutgers
306,"Nov 4, 1885",Pennsylvania,@,Lafayette
307,"Nov 7, 1885",Princeton,@,Columbia Law
308,"Nov 7, 1885",Stevens,@,Lehigh
309,"Nov 7, 1885",Wesleyan (CT),N,Pennsylvania
310,"Nov 11, 1885",Lafayette,@,Stevens
311,"Nov 11, 1885",Princeton,,Johns Hopkins
312,"Nov 14, 1885",Princeton,,Wesleyan (CT)
313,"Nov 14, 1885",Stevens,@,City College of New York
314,"Nov 14, 1885",Yale,@,Pennsylvania
315,"Nov 18, 1885",Pennsylvania,,Lehigh
316,"Nov 21, 1885",Lehigh,@,Lafayette
317,"Nov 21, 1885",Pennsylvania,@,Stevens
318,"Nov 21, 1885",Princeton,@,Yale
319,"Nov 26, 1885",Princeton,@,Pennsylvania
320,"Nov 26, 1885",Yale,N,Wesleyan (CT)
321,"Sep 29, 1886",Williams,,Tufts
322,"Sep 30, 1886",Pennsylvania,,Falls of Schuylkill
323,"Oct 2, 1886",Harvard,@,Tufts
324,"Oct 2, 1886",Pennsylvania,,Tioga
325,"Oct 2, 1886",Williams,@,MIT
326,"Oct 6, 1886",Harvard,@,MIT
327,"Oct 6, 1886",Williams,@,Tufts
328,"Oct 6, 1886",Yale,,Wesleyan (CT)
329,"Oct 9, 1886",Harvard,,Tufts
330,"Oct 9, 1886",Pennsylvania,,Lehigh
331,"Oct 9, 1886",Princeton,,Stevens
332,"Oct 9, 1886",Williams,,MIT
333,"Oct 9, 1886",Yale,@,Wesleyan (CT)
334,"Oct 13, 1886",Amherst,@,Tufts
335,"Oct 13, 1886",Lafayette,@,Swarthmore
336,"Oct 13, 1886",Pennsylvania,N,Pennsylvania Alumni
337,"Oct 13, 1886",Princeton,@,Stevens
338,"Oct 16, 1886",Andover,,Dartmouth
339,"Oct 16, 1886",Harvard,,Stevens
340,"Oct 16, 1886",Lafayette,,Rutgers
341,"Oct 16, 1886",Princeton,@,Pennsylvania
342,"Oct 16, 1886",Wesleyan (CT),,Amherst
343,"Oct 16, 1886",Yale,,MIT
344,"Oct 18, 1886",Lafayette,,Dickinson
345,"Oct 18, 1886",Philadelphia All-Stars,@,Pennsylvania
346,"Oct 20, 1886",Amherst,,Tufts
347,"Oct 20, 1886",Harvard,,MIT
348,"Oct 20, 1886",Lafayette,,Pennsylvania
349,"Oct 20, 1886",Yale,@,Stevens
350,"Oct 23, 1886",Amherst,,Massachusetts
351,"Oct 23, 1886",Dartmouth,,MIT
352,"Oct 23, 1886",Exeter,@,Tufts
353,"Oct 23, 1886",Harvard,@,Andover
354,"Oct 23, 1886",Lafayette,@,Stevens
355,"Oct 23, 1886",Lehigh,@,Dickinson
356,"Oct 23, 1886",Princeton,,Pennsylvania
357,"Oct 23, 1886",Yale,@,Williams
358,"Oct 27, 1886",Dartmouth,@,Vermont
359,"Oct 27, 1886",Pennsylvania,N,Wesleyan (CT)
360,"Oct 30, 1886",Harvard,N,Dartmouth
361,"Oct 30, 1886",Lehigh,@,Stevens
362,"Oct 30, 1886",Massachusetts,@,Tufts
363,"Oct 30, 1886",MIT,,Amherst
364,"Oct 30, 1886",Pennsylvania,,Lafayette
365,"Oct 30, 1886",Yale,,Wesleyan (CT)
366,"Nov 2, 1886",Yale,@,Crescent A.C.
367,"Nov 3, 1886",Harvard,@,Exeter
368,"Nov 3, 1886",Pennsylvania,,Haverford
369,"Nov 6, 1886",Harvard,,Wesleyan (CT)
370,"Nov 6, 1886",Lafayette,,Lehigh
371,"Nov 6, 1886",MIT,,Tufts
372,"Nov 6, 1886",Princeton,@,Pennsylvania
373,"Nov 6, 1886",Rutgers,,Vineland
374,"Nov 6, 1886",Williams,@,Amherst
375,"Nov 10, 1886",Harvard,N,Harvard Alumni
376,"Nov 10, 1886",Pennsylvania,,Rutgers
377,"Nov 11, 1886",Lafayette,@,Trinity (CT)
378,"Nov 13, 1886",Lehigh,,Stevens
379,"Nov 13, 1886",Princeton,,Harvard
380,"Nov 13, 1886",Wesleyan (CT),,Lafayette
381,"Nov 13, 1886",Williams,,Amherst
382,"Nov 13, 1886",Yale,,Pennsylvania
383,"Nov 15, 1886",Pennsylvania,,Vineland
384,"Nov 17, 1886",Harvard,@,MIT
385,"Nov 17, 1886",Lafayette,@,Rutgers
386,"Nov 18, 1886",Lehigh,,Pennsylvania
387,"Nov 20, 1886",Lafayette,,Stevens
388,"Nov 20, 1886",Lehigh,,Haverford
389,"Nov 20, 1886",Princeton,@,Wesleyan (CT)
390,"Nov 20, 1886",Yale,@,Harvard
391,"Nov 24, 1886",Lafayette,@,Lehigh
392,"Nov 25, 1886",Harvard,@,Pennsylvania
393,"Nov 25, 1886",Yale,@,Princeton
394,"Oct 1, 1887",Harvard,@,Tufts
395,"Oct 1, 1887",Wesleyan (CT),,Amherst
396,"Oct 5, 1887",Harvard,@,Exeter
397,"Oct 5, 1887",Yale,,Wesleyan (CT)
398,"Oct 8, 1887",Harvard,,MIT
399,"Oct 8, 1887",Lehigh,,Swarthmore
400,"Oct 8, 1887",Pennsylvania,N,Pennsylvania Alumni
401,"Oct 8, 1887",Princeton,,Lafayette
402,"Oct 8, 1887",Rutgers,,Stevens
403,"Oct 8, 1887",Tufts,,Boston University
404,"Oct 8, 1887",Williams,@,Amherst
405,"Oct 12, 1887",Lafayette,@,Dickinson
406,"Oct 12, 1887",Pennsylvania,,Tioga
407,"Oct 12, 1887",Princeton,@,Rutgers
408,"Oct 12, 1887",Wesleyan (CT),,Trinity (CT)
409,"Oct 15, 1887",Amherst,@,Massachusetts
410,"Oct 15, 1887",Dartmouth,@,Tufts
411,"Oct 15, 1887",Harvard,,Williams
412,"Oct 15, 1887",Lafayette,,Rutgers
413,"Oct 15, 1887",Pennsylvania,N,Pennsylvania Alumni
414,"Oct 15, 1887",Princeton,,Lehigh
415,"Oct 15, 1887",Yale,@,Wesleyan (CT)
416,"Oct 19, 1887",Lafayette,,Haverford
417,"Oct 19, 1887",Princeton,@,Pennsylvania
418,"Oct 19, 1887",Rutgers,@,Stevens
419,"Oct 19, 1887",Trinity (CT),,Massachusetts
420,"Oct 22, 1887",Boston University,@,Trinity (CT)
421,"Oct 22, 1887",Dartmouth,@,Stevens
422,"Oct 22, 1887",Harvard,,Amherst
423,"Oct 22, 1887",Lafayette,,Swarthmore
424,"Oct 22, 1887",Lehigh,,Dickinson
425,"Oct 22, 1887",Maine,,Tufts
426,"Oct 22, 1887",Princeton,,Pennsylvania
427,"Oct 22, 1887",Yale,@,Williams
428,"Oct 26, 1887",Dartmouth,,Amherst
429,"Oct 26, 1887",Wesleyan (CT),,Williams
430,"Oct 29, 1887",Active Football Club,@,Stevens
431,"Oct 29, 1887",Amherst,,Boston University
432,"Oct 29, 1887",Harvard,,Tufts
433,"Oct 29, 1887",Lehigh,,Lafayette
434,"Oct 29, 1887",MIT,,Trinity (CT)
435,"Oct 29, 1887",Princeton,,Wesleyan (CT)
436,"Oct 29, 1887",Williams,,Rutgers
437,"Oct 29, 1887",Yale,@,Pennsylvania
438,"Nov 2, 1887",Harvard,,Exeter
439,"Nov 2, 1887",Pennsylvania,,Rutgers
440,"Nov 5, 1887",Exeter,,Tufts
441,"Nov 5, 1887",Harvard,,Wesleyan (CT)
442,"Nov 5, 1887",MIT,,Dartmouth
443,"Nov 5, 1887",Princeton,@,Pennsylvania
444,"Nov 5, 1887",Trinity (CT),@,Amherst
445,"Nov 5, 1887",Williams,,Union (NY)
446,"Nov 5, 1887",Yale,,Rutgers
447,"Nov 8, 1887",Yale,@,Crescent A.C.
448,"Nov 9, 1887",Pennsylvania,,Haverford
449,"Nov 12, 1887",Harvard,,Princeton
450,"Nov 12, 1887",Lafayette,@,Rutgers
451,"Nov 12, 1887",MIT,,Amherst
452,"Nov 12, 1887",Pennsylvania,,Lehigh
453,"Nov 12, 1887",Trinity (CT),,Stevens
454,"Nov 12, 1887",Tufts,,Harvard B
455,"Nov 12, 1887",Yale,,Wesleyan (CT)
456,"Nov 16, 1887",Lafayette,@,Pennsylvania
457,"Nov 19, 1887",Amherst,,Williston
458,"Nov 19, 1887",Dartmouth,@,Trinity (CT)
459,"Nov 19, 1887",Harvard,,Pennsylvania
460,"Nov 19, 1887",MIT,@,Stevens
461,"Nov 19, 1887",Tufts,,Andover
462,"Nov 19, 1887",Yale,N,Princeton
463,"Nov 23, 1887",Lafayette,,Lehigh
464,"Nov 24, 1887",Amherst,,Stevens
465,"Nov 24, 1887",MIT,@,Tufts
466,"Nov 24, 1887",Wesleyan (CT),N,Pennsylvania
467,"Nov 24, 1887",Yale,N,Harvard
468,"Nov 26, 1887",Lehigh,@,Cornell
469,"Sep 29, 1888",Yale,,Wesleyan (CT)
470,"Oct 3, 1888",Harvard,@,WPI
471,"Oct 3, 1888",Pennsylvania,,Philadelphia All-Stars
472,"Oct 3, 1888",Princeton,,Lehigh
473,"Oct 3, 1888",Stevens,,Olympic A.C.
474,"Oct 3, 1888",Trinity (CT),,Amherst
475,"Oct 6, 1888",Harvard,,MIT
476,"Oct 6, 1888",Lehigh,@,Swarthmore
477,"Oct 6, 1888",Pennsylvania,,Stevens
478,"Oct 6, 1888",Princeton,@,Crescent A.C.
479,"Oct 6, 1888",Wesleyan (CT),@,Amherst
480,"Oct 6, 1888",Yale,,Rutgers
481,"Oct 10, 1888",Harvard,@,Exeter
482,"Oct 10, 1888",Lafayette,,Bucknell
483,"Oct 10, 1888",Princeton,,Pennsylvania
484,"Oct 10, 1888",Trinity (CT),@,Amherst
485,"Oct 13, 1888",Harvard,@,Wesleyan (CT)
486,"Oct 13, 1888",Lafayette,@,Swarthmore
487,"Oct 13, 1888",Princeton,,Stevens
488,"Oct 13, 1888",Williams,,Amherst
489,"Oct 13, 1888",Yale,@,Pennsylvania
490,"Oct 16, 1888",Yale,@,Wesleyan (CT)
491,"Oct 17, 1888",Harvard,@,Williams
492,"Oct 17, 1888",Lehigh,,Haverford
493,"Oct 17, 1888",Pennsylvania,@,Swarthmore
494,"Oct 19, 1888",Yale,@,Amherst
495,"Oct 20, 1888",Cornell,,Palmyra
496,"Oct 20, 1888",Harvard,,Andover
497,"Oct 20, 1888",Lafayette,@,Rutgers
498,"Oct 20, 1888",Lehigh,,Swarthmore
499,"Oct 20, 1888",MIT,@,Stevens
500,"Oct 20, 1888",Princeton,,Pennsylvania
501,"Oct 20, 1888",Yale,@,Williams
502,"Oct 24, 1888",Harvard,,WPI
503,"Oct 24, 1888",Lehigh,,Bucknell
504,"Oct 24, 1888",Pennsylvania,,Tioga
505,"Oct 24, 1888",Princeton,@,Rutgers
506,"Oct 24, 1888",Yale,N,MIT
507,"Oct 27, 1888",Cornell,,Williams
508,"Oct 27, 1888",Harvard,,Dartmouth
509,"Oct 27, 1888",Lafayette,@,Haverford
510,"Oct 27, 1888",MIT,,Amherst
511,"Oct 27, 1888",Pennsylvania,@,Lehigh
512,"Oct 27, 1888",Princeton,,Rutgers
513,"Oct 27, 1888",Trinity (CT),,Massachusetts
514,"Oct 27, 1888",Yale,,Stevens
515,"Oct 31, 1888",Exeter,,Dartmouth
516,"Oct 31, 1888",Harvard,,MIT
517,"Oct 31, 1888",Princeton,,Johns Hopkins
518,"Nov 1, 1888",Stevens,@,Rutgers
519,"Nov 2, 1888",Williams,@,Rutgers
520,"Nov 3, 1888",Andover,,Dartmouth
521,"Nov 3, 1888",Bucknell,@,Wyoming Seminary
522,"Nov 3, 1888",Cornell,,Union (NY)
523,"Nov 3, 1888",Harvard,,Amherst
524,"Nov 3, 1888",Haverford,,Swarthmore
525,"Nov 3, 1888",Lehigh,@,Penn State
526,"Nov 3, 1888",Trinity (CT),@,Stevens
527,"Nov 3, 1888",Yale,,Pennsylvania
528,"Nov 5, 1888",Rutgers,@,Ridgefield A.C.
529,"Nov 6, 1888",Princeton,N,Wesleyan (CT)
530,"Nov 6, 1888",Yale,@,Crescent A.C.
531,"Nov 7, 1888",Lafayette,@,Pennsylvania
