,date,winner,location,loser
33974,"Oct 19, 1957",Illinois,,(4) Minnesota
33975,"Oct 19, 1957",(6) Iowa,,(13) Wisconsin
33976,"Oct 19, 1957",Lehigh,@,Rutgers
33977,"Oct 19, 1957",(17) Louisiana State,,Kentucky
33978,"Oct 19, 1957",Louisville,,Dayton
33979,"Oct 19, 1957",Maryland,,(14) North Carolina
33980,"Oct 19, 1957",(18) Michigan,,Northwestern
33981,"Oct 19, 1957",Mississippi State,@,Florida
33982,"Oct 19, 1957",Missouri,@,Iowa State
33983,"Oct 19, 1957",Montana,@,Utah State
33984,"Oct 19, 1957",(15) Navy,,Georgia
33985,"Oct 19, 1957",New Mexico,@,Arizona
33986,"Oct 19, 1957",North Texas,@,Tulsa
33987,"Oct 19, 1957",Ohio State,,Indiana
33988,"Oct 19, 1957",(2) Oklahoma,,Kansas
33989,"Oct 19, 1957",Oklahoma State,@,Houston
33990,"Oct 19, 1957",Oregon,@,(19) Washington State
33991,"Oct 19, 1957",Purdue,@,(1) Michigan State
33992,"Oct 19, 1957",(19) Rice,@,Southern Methodist
33993,"Oct 19, 1957",San Jose State,,San Diego State
33994,"Oct 19, 1957",Stanford,@,Washington
33995,"Oct 19, 1957",Syracuse,@,Nebraska
33996,"Oct 19, 1957",Tennessee,@,Alabama
33997,"Oct 19, 1957",Texas,@,(10) Arkansas
33998,"Oct 19, 1957",(3) Texas A&M,@,Texas Christian
33999,"Oct 19, 1957",UCLA,,(7) Oregon State
34000,"Oct 19, 1957",Vanderbilt,@,Penn State
34001,"Oct 19, 1957",Virginia,N,Virginia Tech
34002,"Oct 19, 1957",Virginia Military Institute,@,William & Mary
34003,"Oct 19, 1957",West Texas State,@,New Mexico State
34004,"Oct 19, 1957",Wofford,,Furman
34005,"Oct 19, 1957",Yale,@,Cornell
34006,"Oct 24, 1957",Clemson,@,South Carolina
34007,"Oct 25, 1957",Miami (FL),,Kansas
34008,"Oct 26, 1957",Arizona State,@,San Diego State
34009,"Oct 26, 1957",Arkansas,N,(6) Mississippi
34010,"Oct 26, 1957",(9) Army,@,Virginia
34011,"Oct 26, 1957",(5) Auburn,@,Houston
34012,"Oct 26, 1957",Boston College,@,Detroit Mercy
34013,"Oct 26, 1957",Boston University,,Holy Cross
34014,"Oct 26, 1957",Brigham Young,,Denver
34015,"Oct 26, 1957",Brown,,Rhode Island
34016,"Oct 26, 1957",Cincinnati,,Pacific
34017,"Oct 26, 1957",Citadel,,Furman
34018,"Oct 26, 1957",Dartmouth,@,Harvard
34019,"Oct 26, 1957",Dayton,,Xavier
34020,"Oct 26, 1957",Drake,@,Bradley
34021,"Oct 26, 1957",(4) Duke,@,(11) North Carolina State
34022,"Oct 26, 1957",Florida,,(10) Louisiana State
34023,"Oct 26, 1957",Florida State,,Virginia Tech
34024,"Oct 26, 1957",Georgia,@,Kentucky
34025,"Oct 26, 1957",Georgia Tech,@,Tulane
34026,"Oct 26, 1957",Idaho,,Fresno State
34027,"Oct 26, 1957",Indiana,,Villanova
34028,"Oct 26, 1957",(3) Iowa,@,Northwestern
34029,"Oct 26, 1957",Kansas State,@,Iowa State
34030,"Oct 26, 1957",Lehigh,@,Columbia
34031,"Oct 26, 1957",(20) Michigan,@,(14) Minnesota
34032,"Oct 26, 1957",(8) Michigan State,,(16) Illinois
34033,"Oct 26, 1957",Mississippi State,@,Alabama
34034,"Oct 26, 1957",Missouri,,Nebraska
34035,"Oct 26, 1957",Montana,,New Mexico
34036,"Oct 26, 1957",(16) Navy,@,Pennsylvania
34037,"Oct 26, 1957",North Carolina,@,Wake Forest
34038,"Oct 26, 1957",North Texas,@,San Jose State
34039,"Oct 26, 1957",(7) Notre Dame,,Pittsburgh
34040,"Oct 26, 1957",(12) Ohio State,@,Wisconsin
34041,"Oct 26, 1957",(1) Oklahoma,,Colorado
34042,"Oct 26, 1957",(18) Oregon,,California
34043,"Oct 26, 1957",Penn State,@,Syracuse
34044,"Oct 26, 1957",Princeton,,Cornell
34045,"Oct 26, 1957",Purdue,,Miami (OH)
34046,"Oct 26, 1957",Rutgers,,Richmond
34047,"Oct 26, 1957",Stanford,,(15) UCLA
34048,"Oct 26, 1957",Tennessee,@,Maryland
34049,"Oct 26, 1957",(19) Texas,,(13) Rice
34050,"Oct 26, 1957",(2) Texas A&M,,Baylor
34051,"Oct 26, 1957",Texas Christian,@,Marquette
34052,"Oct 26, 1957",Texas Tech,@,Arizona
34053,"Oct 26, 1957",Texas-El Paso,,New Mexico State
34054,"Oct 26, 1957",Tulsa,,Air Force
34055,"Oct 26, 1957",Utah,,Wyoming
34056,"Oct 26, 1957",Utah State,@,Colorado State
34057,"Oct 26, 1957",Virginia Military Institute,,George Washington
34058,"Oct 26, 1957",Washington,,Oregon State
34059,"Oct 26, 1957",Washington State,@,Southern California
34060,"Oct 26, 1957",West Texas State,,Hardin-Simmons
34061,"Oct 26, 1957",West Virginia,,William & Mary
34062,"Oct 26, 1957",Yale,,Colgate
34063,"Nov 1, 1957",Boston University,@,George Washington
34064,"Nov 1, 1957",Denver,@,New Mexico
34065,"Nov 1, 1957",Miami (FL),,Villanova
34066,"Nov 2, 1957",Air Force,@,Wyoming
34067,"Nov 2, 1957",Alabama,@,Georgia
34068,"Nov 2, 1957",Arizona State,,New Mexico State
34069,"Nov 2, 1957",(9) Army,,Colgate
34070,"Nov 2, 1957",(4) Auburn,,(19) Florida
34071,"Nov 2, 1957",Brigham Young,,Utah State
34072,"Nov 2, 1957",Cal Poly,,San Jose State
34073,"Nov 2, 1957",Clemson,@,Rice
34074,"Nov 2, 1957",Cornell,,Columbia
34075,"Nov 2, 1957",(20) Dartmouth,@,Yale
34076,"Nov 2, 1957",Dayton,@,Wichita State
34077,"Nov 2, 1957",Delaware,@,Rutgers
34078,"Nov 2, 1957",Detroit Mercy,@,Cincinnati
34079,"Nov 2, 1957",Drake,,Iowa State
34080,"Nov 2, 1957",Georgia Tech,,(7) Duke
34081,"Nov 2, 1957",Hardin-Simmons,,Texas-El Paso
34082,"Nov 2, 1957",Harvard,@,Pennsylvania
34083,"Nov 2, 1957",Idaho,,Montana
34084,"Nov 2, 1957",(3) Iowa,@,(12) Michigan
34085,"Nov 2, 1957",Kansas,@,Nebraska
34086,"Nov 2, 1957",Kentucky,,Memphis
34087,"Nov 2, 1957",Maryland,@,South Carolina
34088,"Nov 2, 1957",(6) Michigan State,@,Wisconsin
34089,"Nov 2, 1957",Minnesota,,Indiana
34090,"Nov 2, 1957",(14) Mississippi,,Houston
34091,"Nov 2, 1957",Mississippi State,,Tulane
34092,"Nov 2, 1957",Missouri,@,(18) Colorado
34093,"Nov 2, 1957",(16) Navy,@,(5) Notre Dame
34094,"Nov 2, 1957",(10) North Carolina State,,Wake Forest
34095,"Nov 2, 1957",(8) Ohio State,,Northwestern
34096,"Nov 2, 1957",(2) Oklahoma,@,Kansas State
34097,"Nov 2, 1957",Oklahoma State,,Texas Tech
34098,"Nov 2, 1957",(15) Oregon,@,Stanford
34099,"Nov 2, 1957",Oregon State,,Washington State
34100,"Nov 2, 1957",Pacific,@,Marquette
34101,"Nov 2, 1957",Penn State,,West Virginia
34102,"Nov 2, 1957",Princeton,@,Brown
34103,"Nov 2, 1957",Purdue,@,Illinois
34104,"Nov 2, 1957",Southern California,@,Washington
34105,"Nov 2, 1957",Southern Methodist,,(13) Texas
34106,"Nov 2, 1957",Syracuse,@,Pittsburgh
34107,"Nov 2, 1957",(17) Tennessee,@,North Carolina
34108,"Nov 2, 1957",(1) Texas A&M,@,(11) Arkansas
34109,"Nov 2, 1957",Texas Christian,@,Baylor
34110,"Nov 2, 1957",Trinity (Texas),,North Texas
34111,"Nov 2, 1957",UCLA,,California
34112,"Nov 2, 1957",Vanderbilt,,Louisiana State
34113,"Nov 2, 1957",Virginia Military Institute,@,Virginia
34114,"Nov 2, 1957",Virginia Tech,,Richmond
34115,"Nov 2, 1957",West Texas State,@,Arizona
34116,"Nov 2, 1957",William & Mary,@,Citadel
34117,"Nov 3, 1957",Holy Cross,,Quantico Marines
34118,"Nov 3, 1957",Utah,,Colorado State
34119,"Nov 8, 1957",Miami (FL),@,Florida State
34120,"Nov 9, 1957",Arizona State,@,Texas-El Paso
34121,"Nov 9, 1957",(8) Army,,Utah
34122,"Nov 9, 1957",(3) Auburn,,(17) Mississippi State
34123,"Nov 9, 1957",Baylor,@,Texas
34124,"Nov 9, 1957",Boston College,@,Boston University
34125,"Nov 9, 1957",Cincinnati,@,Indiana
34126,"Nov 9, 1957",Citadel,,Presbyterian
34127,"Nov 9, 1957",Clemson,,Maryland
34128,"Nov 9, 1957",Colgate,,Bucknell
34129,"Nov 9, 1957",Colorado,@,Colorado State
34130,"Nov 9, 1957",Cornell,,Brown
34131,"Nov 9, 1957",Dartmouth,@,Columbia
34132,"Nov 9, 1957",Davidson,,Wofford
34133,"Nov 9, 1957",Dayton,@,North Dakota State
34134,"Nov 9, 1957",Denver,@,Air Force
34135,"Nov 9, 1957",Detroit Mercy,,Villanova
34136,"Nov 9, 1957",(16) Duke,@,(7) Navy
34137,"Nov 9, 1957",Florida,N,Georgia
34138,"Nov 9, 1957",Fresno State,,Brigham Young
34139,"Nov 9, 1957",Hardin-Simmons,@,Arizona
34140,"Nov 9, 1957",Holy Cross,@,Syracuse
34141,"Nov 9, 1957",Houston,@,Southern Mississippi
34142,"Nov 9, 1957",Idaho,@,Utah State
34143,"Nov 9, 1957",Illinois,,(11) Michigan
34144,"Nov 9, 1957",(5) Iowa,,Minnesota
34145,"Nov 9, 1957",Iowa State,,Nebraska
34146,"Nov 9, 1957",Kansas,,Kansas State
34147,"Nov 9, 1957",McMurry,@,New Mexico State
34148,"Nov 9, 1957",(4) Michigan State,,(15) Notre Dame
34149,"Nov 9, 1957",(14) Mississippi,,Louisiana State
34150,"Nov 9, 1957",Montana State,,Montana
34151,"Nov 9, 1957",North Carolina,,South Carolina
34152,"Nov 9, 1957",North Texas,,Chattanooga
34153,"Nov 9, 1957",(6) Ohio State,,Purdue
34154,"Nov 9, 1957",(2) Oklahoma,@,(19) Missouri
34155,"Nov 9, 1957",Oklahoma State,,Wyoming
34156,"Nov 9, 1957",Oregon State,@,California
34157,"Nov 9, 1957",Pacific,@,San Jose State
34158,"Nov 9, 1957",Penn State,@,Marquette
34159,"Nov 9, 1957",Pennsylvania,,Yale
34160,"Nov 9, 1957",Princeton,@,Harvard
34161,"Nov 9, 1957",Rice,,(12) Arkansas
34162,"Nov 9, 1957",Richmond,,George Washington
34163,"Nov 9, 1957",Rutgers,@,Lafayette
34164,"Nov 9, 1957",Stanford,@,Southern California
34165,"Nov 9, 1957",(9) Tennessee,,(18) Georgia Tech
34166,"Nov 9, 1957",(1) Texas A&M,,Southern Methodist
34167,"Nov 9, 1957",Tulane,@,Alabama
34168,"Nov 9, 1957",Tulsa,@,Texas Tech
34169,"Nov 9, 1957",UCLA,@,Washington State
34170,"Nov 9, 1957",Vanderbilt,,Kentucky
34171,"Nov 9, 1957",(20) Virginia Military Institute,@,Lehigh
34172,"Nov 9, 1957",Virginia Tech,@,Wake Forest
34173,"Nov 9, 1957",Washington,@,(13) Oregon
34174,"Nov 9, 1957",West Texas State,,Abilene Christian
34175,"Nov 9, 1957",West Virginia,@,Pittsburgh
34176,"Nov 9, 1957",Wichita State,,Drake
34177,"Nov 9, 1957",William & Mary,@,(10) North Carolina State
34178,"Nov 9, 1957",Wisconsin,@,Northwestern
34179,"Nov 15, 1957",Maryland,@,Miami (FL)
34180,"Nov 16, 1957",Arizona State,,Montana State
34181,"Nov 16, 1957",(10) Army,,Tulane
34182,"Nov 16, 1957",(3) Auburn,N,Georgia
34183,"Nov 16, 1957",Boston College,,Marquette
34184,"Nov 16, 1957",Brown,@,Harvard
34185,"Nov 16, 1957",Chattanooga,@,Furman
34186,"Nov 16, 1957",Colorado,@,Nebraska
34187,"Nov 16, 1957",Colorado State,@,Montana
34188,"Nov 16, 1957",Dartmouth,,Cornell
34189,"Nov 16, 1957",Davidson,@,Richmond
34190,"Nov 16, 1957",Dayton,,Miami (OH)
34191,"Nov 16, 1957",Denver,,Utah State
34192,"Nov 16, 1957",Detroit Mercy,,Quantico Marines
34193,"Nov 16, 1957",Drake,,West Texas State
34194,"Nov 16, 1957",(11) Duke,,(14) Clemson
34195,"Nov 16, 1957",Florida,,Vanderbilt
34196,"Nov 16, 1957",Fresno State,,San Jose State
34197,"Nov 16, 1957",Georgia Tech,@,Alabama
34198,"Nov 16, 1957",Houston,@,Wichita State
34199,"Nov 16, 1957",Iowa State,,South Dakota
34200,"Nov 16, 1957",Kansas,,Oklahoma State
34201,"Nov 16, 1957",Kansas State,@,Missouri
34202,"Nov 16, 1957",Kentucky,,Xavier
34203,"Nov 16, 1957",(18) Michigan,,Indiana
34204,"Nov 16, 1957",(4) Michigan State,,Minnesota
34205,"Nov 16, 1957",(8) Mississippi,N,(7) Tennessee
34206,"Nov 16, 1957",(12) Mississippi State,@,Louisiana State
34207,"Nov 16, 1957",(9) Navy,N,George Washington
34208,"Nov 16, 1957",New Mexico State,,Nebraska-Omaha
34209,"Nov 16, 1957",(19) North Carolina State,@,Virginia Tech
34210,"Nov 16, 1957",North Texas,,Youngstown State
34211,"Nov 16, 1957",Notre Dame,@,(2) Oklahoma
34212,"Nov 16, 1957",(6) Ohio State,,(5) Iowa
34213,"Nov 16, 1957",(16) Oregon,@,Southern California
34214,"Nov 16, 1957",Oregon State,,Stanford
34215,"Nov 16, 1957",Penn State,@,Holy Cross
34216,"Nov 16, 1957",Pennsylvania,@,Columbia
34217,"Nov 16, 1957",Purdue,,Northwestern
34218,"Nov 16, 1957",(20) Rice,,(1) Texas A&M
34219,"Nov 16, 1957",South Carolina,@,Virginia
34220,"Nov 16, 1957",Southern Methodist,,Arkansas
34221,"Nov 16, 1957",Southern Mississippi,,Florida State
34222,"Nov 16, 1957",Syracuse,,Colgate
34223,"Nov 16, 1957",Texas,,(17) Texas Christian
34224,"Nov 16, 1957",Texas Tech,,Hardin-Simmons
34225,"Nov 16, 1957",Texas-El Paso,@,Arizona
34226,"Nov 16, 1957",Tulsa,,Cincinnati
34227,"Nov 16, 1957",UCLA,@,Pacific
34228,"Nov 16, 1957",Utah,,Air Force
34229,"Nov 16, 1957",(13) Virginia Military Institute,,Citadel
34230,"Nov 16, 1957",Washington,@,California
34231,"Nov 16, 1957",Washington State,,Idaho
34232,"Nov 16, 1957",West Virginia,@,Wake Forest
34233,"Nov 16, 1957",William & Mary,,Rutgers
34234,"Nov 16, 1957",Wisconsin,,(15) Illinois
34235,"Nov 16, 1957",Wyoming,@,New Mexico
34236,"Nov 16, 1957",Yale,@,Princeton
34237,"Nov 22, 1957",Furman,,Davidson
34238,"Nov 23, 1957",Air Force,,New Mexico
34239,"Nov 23, 1957",Alabama,,Southern Mississippi
34240,"Nov 23, 1957",Arizona,,Marquette
34241,"Nov 23, 1957",(17) Arizona State,,Pacific
34242,"Nov 23, 1957",Arkansas,,Texas Tech
34243,"Nov 23, 1957",(2) Auburn,@,Florida State
34244,"Nov 23, 1957",Boston University,,Connecticut
34245,"Nov 23, 1957",Brigham Young,,Colorado State
34246,"Nov 23, 1957",Clemson,,Wake Forest
34247,"Nov 23, 1957",Colorado,,Iowa State
34248,"Nov 23, 1957",Dayton,,Detroit Mercy
34249,"Nov 23, 1957",Florida,@,Georgia Tech
34250,"Nov 23, 1957",Houston,@,Tulsa
34251,"Nov 23, 1957",Illinois,,Northwestern
34252,"Nov 23, 1957",(8) Iowa,@,(9) Notre Dame
34253,"Nov 23, 1957",Kansas,,Missouri
34254,"Nov 23, 1957",Kentucky,,(12) Tennessee
34255,"Nov 23, 1957",Maryland,,Virginia
34256,"Nov 23, 1957",(1) Michigan State,,Kansas State
34257,"Nov 23, 1957",New Mexico State,,Western State
34258,"Nov 23, 1957",North Carolina,@,(11) Duke
34259,"Nov 23, 1957",(20) North Carolina State,@,South Carolina
34260,"Nov 23, 1957",North Texas,,McMurry
34261,"Nov 23, 1957",(3) Ohio State,@,(19) Michigan
34262,"Nov 23, 1957",(6) Oklahoma,@,Nebraska
34263,"Nov 23, 1957",Oklahoma State,@,Hardin-Simmons
34264,"Nov 23, 1957",Oregon State,@,(15) Oregon
34265,"Nov 23, 1957",Pittsburgh,,Penn State
34266,"Nov 23, 1957",Princeton,,Dartmouth
34267,"Nov 23, 1957",Purdue,@,Indiana
34268,"Nov 23, 1957",(13) Rice,@,Texas Christian
34269,"Nov 23, 1957",Rutgers,@,Columbia
34270,"Nov 23, 1957",Southern Methodist,@,Baylor
34271,"Nov 23, 1957",Stanford,,California
34272,"Nov 23, 1957",Trinity (Texas),,Texas-El Paso
34273,"Nov 23, 1957",UCLA,@,Southern California
34274,"Nov 23, 1957",Vanderbilt,,Citadel
34275,"Nov 23, 1957",Villanova,,Wichita State
34276,"Nov 23, 1957",Washington State,@,Washington
34277,"Nov 23, 1957",West Virginia,,Syracuse
34278,"Nov 23, 1957",(18) Wisconsin,@,Minnesota
34279,"Nov 23, 1957",Yale,,Harvard
34280,"Nov 28, 1957",Brown,,Colgate
34281,"Nov 28, 1957",Denver,,Wyoming
34282,"Nov 28, 1957",Hardin-Simmons,,New Mexico State
34283,"Nov 28, 1957",Miami (OH),@,Cincinnati
34284,"Nov 28, 1957",Pennsylvania,,Cornell
34285,"Nov 28, 1957",Richmond,,William & Mary
34286,"Nov 28, 1957",Texas,@,(4) Texas A&M
34287,"Nov 28, 1957",Utah,,Utah State
34288,"Nov 28, 1957",(17) Virginia Military Institute,N,Virginia Tech
34289,"Nov 30, 1957",(11) Arizona State,,Arizona
34290,"Nov 30, 1957",(1) Auburn,N,Alabama
34291,"Nov 30, 1957",Brigham Young,@,New Mexico
34292,"Nov 30, 1957",Clemson,@,Furman
34293,"Nov 30, 1957",Colorado State,@,Air Force
34294,"Nov 30, 1957",(20) Florida,@,Miami (FL)
34295,"Nov 30, 1957",Florida State,@,Tampa
34296,"Nov 30, 1957",Georgia,@,Georgia Tech
34297,"Nov 30, 1957",Holy Cross,,Boston College
34298,"Nov 30, 1957",Louisiana State,,Tulane
34299,"Nov 30, 1957",(7) Mississippi,@,(13) Mississippi State
34300,"Nov 30, 1957",(8) Navy,N,(10) Army
34301,"Nov 30, 1957",(12) Notre Dame,,Southern California
34302,"Nov 30, 1957",(5) Oklahoma,,Oklahoma State
34303,"Nov 30, 1957",(9) Rice,,Baylor
34304,"Nov 30, 1957",San Jose State,@,Hawaii
34305,"Nov 30, 1957",South Carolina,@,Wake Forest
34306,"Nov 30, 1957",(18) Tennessee,,Vanderbilt
34307,"Nov 30, 1957",Texas Christian,,Southern Methodist
34308,"Nov 30, 1957",Tulsa,@,Wichita State
34309,"Nov 30, 1957",Virginia,@,North Carolina
34310,"Dec 7, 1957",Miami (FL),,Pittsburgh
34311,"Dec 7, 1957",(12) Notre Dame,@,Southern Methodist
34312,"Dec 28, 1957",(13) Tennessee,N,(9) Texas A&M
34313,"Jan 1, 1958",Louisville,N,Drake
34314,"Jan 1, 1958",(7) Mississippi,N,Texas
34315,"Jan 1, 1958",(5) Navy,N,(8) Rice
34316,"Jan 1, 1958",(2) Ohio State,N,Oregon
34317,"Jan 1, 1958",(4) Oklahoma,N,(16) Duke
34318,"Jan 1, 1958",Texas A&M-Commerce,N,Southern Mississippi
34319,"Sep 13, 1958",Florida State,,Tennessee Tech
34320,"Sep 13, 1958",Kentucky,,Hawaii
34321,"Sep 13, 1958",South Dakota State,,Drake
34322,"Sep 13, 1958",Trinity (Texas),@,New Mexico State
34323,"Sep 19, 1958",Catawba College,N,Davidson
34324,"Sep 19, 1958",Detroit Mercy,,George Washington
34325,"Sep 19, 1958",Oklahoma State,@,Denver
34326,"Sep 19, 1958",Southern California,,(12) Oregon State
34327,"Sep 20, 1958",Arizona,,Utah State
34328,"Sep 20, 1958",Arizona State,,Hawaii
34329,"Sep 20, 1958",Baylor,@,Arkansas
34330,"Sep 20, 1958",Boston College,,Scranton
34331,"Sep 20, 1958",Bowling Green,@,Wichita State
34332,"Sep 20, 1958",Brigham Young,,Fresno State
34333,"Sep 20, 1958",Cincinnati,,Dayton
34334,"Sep 20, 1958",(18) Clemson,,Virginia
34335,"Sep 20, 1958",Florida,,Tulane
34336,"Sep 20, 1958",Florida State,,Furman
34337,"Sep 20, 1958",Hardin-Simmons,@,Tulsa
34338,"Sep 20, 1958",Iowa State,,Drake
34339,"Sep 20, 1958",Kansas State,,Wyoming
34340,"Sep 20, 1958",Kentucky,,Georgia Tech
34341,"Sep 20, 1958",Louisiana State,@,Rice
34342,"Sep 20, 1958",Marquette,,South Dakota State
34343,"Sep 20, 1958",(6) Mississippi,@,Memphis
34344,"Sep 20, 1958",Nebraska,,Penn State
34345,"Sep 20, 1958",New Mexico,@,New Mexico State
34346,"Sep 20, 1958",Newberry,@,Citadel
34347,"Sep 20, 1958",North Carolina State,@,(10) North Carolina
34348,"Sep 20, 1958",North Texas,,Texas-El Paso
34349,"Sep 20, 1958",Oregon,,Idaho
34350,"Sep 20, 1958",Pacific,@,California
34351,"Sep 20, 1958",(19) Pittsburgh,@,UCLA
34352,"Sep 20, 1958",South Carolina,,Duke
34353,"Sep 20, 1958",(11) Texas,,Georgia
34354,"Sep 20, 1958",(8) Texas Christian,@,Kansas
34355,"Sep 20, 1958",Texas Tech,N,(20) Texas A&M
34356,"Sep 20, 1958",Utah,,Montana
34357,"Sep 20, 1958",Vanderbilt,@,Missouri
34358,"Sep 20, 1958",Villanova,,West Chester
34359,"Sep 20, 1958",Virginia Military Institute,,Morehead State
34360,"Sep 20, 1958",Virginia Tech,,West Texas State
34361,"Sep 20, 1958",Wake Forest,,Maryland
34362,"Sep 20, 1958",Washington,,San Jose State
34363,"Sep 20, 1958",Washington State,,Stanford
34364,"Sep 20, 1958",West Virginia,,Richmond
34365,"Sep 26, 1958",Air Force,@,Detroit Mercy
34366,"Sep 26, 1958",Denver,@,Utah State
34367,"Sep 26, 1958",Georgia Tech,,Florida State
34368,"Sep 26, 1958",New Mexico State,,University of Mexico
34369,"Sep 26, 1958",Texas,@,Tulane
34370,"Sep 26, 1958",(14) Wisconsin,@,(15) Miami (FL)
34371,"Sep 27, 1958",(8) Army,,(18) South Carolina
34372,"Sep 27, 1958",(3) Auburn,,Tennessee
34373,"Sep 27, 1958",Baylor,,Hardin-Simmons
34374,"Sep 27, 1958",Boston University,@,Massachusetts
34375,"Sep 27, 1958",Brigham Young,@,Utah
34376,"Sep 27, 1958",Brown,@,Columbia
34377,"Sep 27, 1958",Buffalo,@,Harvard
34378,"Sep 27, 1958",Clemson,,North Carolina
34379,"Sep 27, 1958",Colorado,,Kansas State
34380,"Sep 27, 1958",Colorado State,@,Drake
34381,"Sep 27, 1958",Cornell,,Colgate
34382,"Sep 27, 1958",Dartmouth,,Lafayette
34383,"Sep 27, 1958",Dayton,,Richmond
34384,"Sep 27, 1958",Hawaii,@,San Jose State
34385,"Sep 27, 1958",Houston,,Texas A&M
34386,"Sep 27, 1958",Iowa,,(6) Texas Christian
34387,"Sep 27, 1958",Iowa State,@,Arizona
34388,"Sep 27, 1958",(15) Louisiana State,@,Alabama
34389,"Sep 27, 1958",Maryland,@,North Carolina State
34390,"Sep 27, 1958",Michigan,,Southern California
34391,"Sep 27, 1958",(4) Michigan State,,California
34392,"Sep 27, 1958",(9) Mississippi,,(17) Kentucky
34393,"Sep 27, 1958",(11) Mississippi State,@,(18) Florida
34394,"Sep 27, 1958",Missouri,,Idaho
34395,"Sep 27, 1958",(12) Navy,,William & Mary
34396,"Sep 27, 1958",Northwestern,,(10) Washington State
34397,"Sep 27, 1958",(5) Notre Dame,,Indiana
34398,"Sep 27, 1958",(1) Ohio State,,(20) Southern Methodist
34399,"Sep 27, 1958",(2) Oklahoma,,(13) West Virginia
34400,"Sep 27, 1958",Oklahoma State,,North Texas
34401,"Sep 27, 1958",Oregon State,,Kansas
34402,"Sep 27, 1958",Pacific,,Arizona State
34403,"Sep 27, 1958",Penn State,@,Pennsylvania
34404,"Sep 27, 1958",(7) Pittsburgh,,Holy Cross
34405,"Sep 27, 1958",Purdue,,Nebraska
34406,"Sep 27, 1958",Rice,@,Stanford
34407,"Sep 27, 1958",Rutgers,@,Princeton
34408,"Sep 27, 1958",Syracuse,,Boston College
34409,"Sep 27, 1958",Texas Tech,,West Texas State
34410,"Sep 27, 1958",Texas-El Paso,,New Mexico
34411,"Sep 27, 1958",Tulsa,@,Arkansas
34412,"Sep 27, 1958",UCLA,@,Illinois
34413,"Sep 27, 1958",Vanderbilt,,Georgia
34414,"Sep 27, 1958",Virginia,,Duke
34415,"Sep 27, 1958",Virginia Military Institute,@,Villanova
34416,"Sep 27, 1958",Wake Forest,N,Virginia Tech
34417,"Sep 27, 1958",Washington,,Minnesota
34418,"Sep 27, 1958",Wichita State,@,Cincinnati
34419,"Sep 27, 1958",Wyoming,N,Montana
34420,"Sep 27, 1958",Yale,,Connecticut
34421,"Oct 3, 1958",Detroit Mercy,,Quantico Marines
34422,"Oct 3, 1958",George Washington,,Furman
34423,"Oct 3, 1958",North Carolina,@,Southern California
34424,"Oct 4, 1958",Abilene Christian,@,Texas-El Paso
34425,"Oct 4, 1958",Air Force,@,(8) Iowa
34426,"Oct 4, 1958",Arizona State,,West Texas State
34427,"Oct 4, 1958",(5) Army,,Penn State
34428,"Oct 4, 1958",(2) Auburn,,Chattanooga
34429,"Oct 4, 1958",Bowling Green,@,Dayton
34430,"Oct 4, 1958",Brown,,Yale
34431,"Oct 4, 1958",California,,Washington State
34432,"Oct 4, 1958",(10) Clemson,@,Maryland
34433,"Oct 4, 1958",Colorado,@,Kansas
34434,"Oct 4, 1958",Colorado State,,Brigham Young
34435,"Oct 4, 1958",Cornell,,Harvard
34436,"Oct 4, 1958",Dartmouth,,Pennsylvania
34437,"Oct 4, 1958",Davidson,@,Citadel
34438,"Oct 4, 1958",Duke,,Illinois
34439,"Oct 4, 1958",Florida State,,Wake Forest
34440,"Oct 4, 1958",Georgia Tech,,Tulane
34441,"Oct 4, 1958",Holy Cross,,Syracuse
34442,"Oct 4, 1958",(19) Houston,@,Cincinnati
34443,"Oct 4, 1958",Idaho,@,Utah
34444,"Oct 4, 1958",Indiana,,West Virginia
34445,"Oct 4, 1958",(13) Louisiana State,,Hardin-Simmons
34446,"Oct 4, 1958",Miami (FL),@,Baylor
34447,"Oct 4, 1958",(16) Michigan,@,(4) Michigan State
34448,"Oct 4, 1958",(6) Mississippi,@,Trinity (Texas)
34449,"Oct 4, 1958",(15) Navy,@,Boston University
34450,"Oct 4, 1958",Nebraska,,Iowa State
34451,"Oct 4, 1958",New Mexico,,Montana
34452,"Oct 4, 1958",North Carolina State,@,Virginia
34453,"Oct 4, 1958",North Texas,,New Mexico State
34454,"Oct 4, 1958",Northern Iowa,,Drake
34455,"Oct 4, 1958",Northwestern,,Stanford
34456,"Oct 4, 1958",(7) Notre Dame,@,(17) Southern Methodist
34457,"Oct 4, 1958",(3) Ohio State,,Washington
34458,"Oct 4, 1958",(1) Oklahoma,,Oregon
34459,"Oct 4, 1958",Oklahoma State,@,Wichita State
34460,"Oct 4, 1958",Oregon State,,UCLA
34461,"Oct 4, 1958",(12) Pittsburgh,@,Minnesota
34462,"Oct 4, 1958",Princeton,,Columbia
34463,"Oct 4, 1958",(14) Purdue,@,Rice
34464,"Oct 4, 1958",Rutgers,@,Colgate
34465,"Oct 4, 1958",South Carolina,@,Georgia
34466,"Oct 4, 1958",Tennessee,N,(11) Mississippi State
34467,"Oct 4, 1958",(17) Texas,,Texas Tech
34468,"Oct 4, 1958",Texas A&M,,Missouri
34469,"Oct 4, 1958",Texas Christian,,Arkansas
34470,"Oct 4, 1958",Tulsa,,Arizona
