Id,HomeTeam,HomeScore,AwayTeam,AwayScore,LineProvider,OverUnder,Spread,FormattedSpread,OpeningSpread,OpeningOverUnder,HomeMoneyline,AwayMoneyline
400548213,Hawai'i,38,Wyoming,28,numberfire,47.0,-5.0,Hawai'i -5,,,,
400548427,Texas State,10,Louisiana,34,teamrankings,62.0,-2.5,Texas State -2.5,,,,
400548427,Texas State,10,Louisiana,34,numberfire,61.5,-3.0,Texas State -3,,,,
400548284,Oregon State,23,Utah,29,teamrankings,52.0,1.5,Utah -1.5,,,,
400548284,Oregon State,23,Utah,29,numberfire,53.0,1.5,Utah -1.5,,,,
400548284,Oregon State,23,Utah,29,consensus,,-1.5,Oregon State -1.5,,,,
400547813,Pittsburgh,21,Virginia Tech,16,teamrankings,45.0,1.0,Virginia Tech -1,,,,
400547813,Pittsburgh,21,Virginia Tech,16,numberfire,45.0,1.0,Virginia Tech -1,,,,
400547813,Pittsburgh,21,Virginia Tech,16,consensus,,2.5,Virginia Tech -2.5,,,,
400548216,Boise State,37,Fresno State,27,teamrankings,60.5,-17.5,Boise State -17.5,,,,
400548216,Boise State,37,Fresno State,27,numberfire,60.5,-17.5,Boise State -17.5,,,,
400548216,Boise State,37,Fresno State,27,consensus,,-16.0,Boise State -16,,,,
400547694,Houston,31,Temple,10,teamrankings,52.5,-9.5,Houston -9.5,,,,
400547694,Houston,31,Temple,10,numberfire,52.5,-9.5,Houston -9.5,,,,
400547694,Houston,31,Temple,10,consensus,,-9.0,Houston -9,,,,
400547767,Florida State,31,Notre Dame,27,teamrankings,60.0,-9.5,Florida State -9.5,,,,
400547767,Florida State,31,Notre Dame,27,numberfire,60.0,-9.5,Florida State -9.5,,,,
400547767,Florida State,31,Notre Dame,27,consensus,,-13.5,Florida State -13.5,,,,
400548361,Ole Miss,34,Tennessee,3,teamrankings,45.5,-16.0,Ole Miss -16,,,,
400548361,Ole Miss,34,Tennessee,3,numberfire,45.5,-16.0,Ole Miss -16,,,,
400548361,Ole Miss,34,Tennessee,3,consensus,,-17.0,Ole Miss -17,,,,
400547874,West Virginia,41,Baylor,27,teamrankings,80.0,8.5,Baylor -8.5,,,,
400547874,West Virginia,41,Baylor,27,numberfire,82.0,8.0,Baylor -8,,,,
400547874,West Virginia,41,Baylor,27,consensus,,9.5,Baylor -9.5,,,,
400548364,Alabama,59,Texas A&M,0,teamrankings,62.5,-11.0,Alabama -11,,,,
400548364,Alabama,59,Texas A&M,0,numberfire,61.5,-12.5,Alabama -12.5,,,,
400548364,Alabama,59,Texas A&M,0,consensus,,-12.0,Alabama -12,,,,
400547922,Indiana,17,Michigan State,56,teamrankings,59.0,15.5,Michigan State -15.5,,,,
400547922,Indiana,17,Michigan State,56,numberfire,60.5,16.5,Michigan State -16.5,,,,
400547922,Indiana,17,Michigan State,56,consensus,,14.0,Michigan State -14,,,,
400548288,Oregon,45,Washington,20,teamrankings,64.5,-21.0,Oregon -21,,,,
400548288,Oregon,45,Washington,20,numberfire,65.0,-21.5,Oregon -21.5,,,,
400548288,Oregon,45,Washington,20,consensus,,-19.0,Oregon -19,,,,
400548359,Arkansas,32,Georgia,45,teamrankings,53.0,3.0,Georgia -3,,,,
400548359,Arkansas,32,Georgia,45,numberfire,53.0,3.0,Georgia -3,,,,
400548359,Arkansas,32,Georgia,45,consensus,,3.0,Georgia -3,,,,
400547877,Oklahoma,30,Kansas State,31,teamrankings,54.0,-7.0,Oklahoma -7,,,,
400547877,Oklahoma,30,Kansas State,31,numberfire,54.0,-7.0,Oklahoma -7,,,,
400547877,Oklahoma,30,Kansas State,31,consensus,,-12.0,Oklahoma -12,,,,
400547876,TCU,42,Oklahoma State,9,teamrankings,62.0,-10.5,TCU -10.5,,,,
400547876,TCU,42,Oklahoma State,9,numberfire,62.0,-10.5,TCU -10.5,,,,
400547876,TCU,42,Oklahoma State,9,consensus,,-10.0,TCU -10,,,,
400547984,Ohio State,56,Rutgers,17,teamrankings,62.5,-20.0,Ohio State -20,,,,
400547984,Ohio State,56,Rutgers,17,numberfire,62.5,-21.0,Ohio State -21,,,,
400547984,Ohio State,56,Rutgers,17,consensus,,-19.5,Ohio State -19.5,,,,
400548285,Arizona State,26,Stanford,10,teamrankings,54.0,3.5,Stanford -3.5,,,,
400548285,Arizona State,26,Stanford,10,numberfire,54.0,3.5,Stanford -3.5,,,,
400548285,Arizona State,26,Stanford,10,consensus,,4.5,Stanford -4.5,,,,
400547971,Northwestern,17,Nebraska,38,teamrankings,55.0,6.5,Nebraska -6.5,,,,
400547971,Northwestern,17,Nebraska,38,numberfire,54.0,6.5,Nebraska -6.5,,,,
400547971,Northwestern,17,Nebraska,38,consensus,,6.5,Nebraska -6.5,,,,
400548286,USC,56,Colorado,28,teamrankings,59.5,-18.5,USC -18.5,,,,
400548286,USC,56,Colorado,28,numberfire,60.0,-19.5,USC -19.5,,,,
400548286,USC,56,Colorado,28,consensus,,-20.5,USC -20.5,,,,
400547734,Boston College,13,Clemson,17,teamrankings,46.0,5.5,Clemson -5.5,,,,
400547734,Boston College,13,Clemson,17,numberfire,46.0,5.0,Clemson -5,,,,
400547734,Boston College,13,Clemson,17,consensus,,7.5,Clemson -7.5,,,,
400548050,Florida International,13,Marshall,45,teamrankings,56.5,21.0,Marshall -21,,,,
400548050,Florida International,13,Marshall,45,numberfire,56.0,21.0,Marshall -21,,,,
400548050,Florida International,13,Marshall,45,consensus,,21.0,Marshall -21,,,,
400547692,UCF,20,Tulane,13,teamrankings,44.0,-17.5,UCF -17.5,,,,
400547692,UCF,20,Tulane,13,numberfire,44.0,-18.0,UCF -18,,,,
400547692,UCF,20,Tulane,13,consensus,,-19.0,UCF -19,,,,
400547695,Tulsa,30,South Florida,38,teamrankings,50.0,2.0,South Florida -2,,,,
400547695,Tulsa,30,South Florida,38,numberfire,51.0,2.0,South Florida -2,,,,
400547819,Wake Forest,7,Syracuse,30,teamrankings,44.5,6.0,Syracuse -6,,,,
400547819,Wake Forest,7,Syracuse,30,numberfire,45.5,6.0,Syracuse -6,,,,
400547819,Wake Forest,7,Syracuse,30,consensus,,4.0,Syracuse -4,,,,
400547931,Maryland,38,Iowa,31,teamrankings,45.5,-4.0,Maryland -4,,,,
400547931,Maryland,38,Iowa,31,numberfire,45.0,-4.0,Maryland -4,,,,
400547931,Maryland,38,Iowa,31,consensus,,-2.5,Maryland -2.5,,,,
400547964,Minnesota,39,Purdue,38,teamrankings,49.0,-12.5,Minnesota -12.5,,,,
400547964,Minnesota,39,Purdue,38,numberfire,49.0,-12.0,Minnesota -12,,,,
400547964,Minnesota,39,Purdue,38,consensus,,-14.5,Minnesota -14.5,,,,
400548051,Florida Atlantic,45,Western Kentucky,38,teamrankings,65.5,3.0,Western Kentucky -3,,,,
400548051,Florida Atlantic,45,Western Kentucky,38,numberfire,65.5,3.0,Western Kentucky -3,,,,
400548051,Florida Atlantic,45,Western Kentucky,38,consensus,,3.0,Western Kentucky -3,,,,
400548052,Louisiana Tech,27,UT San Antonio,20,teamrankings,44.5,-11.0,Louisiana Tech -11,,,,
400548052,Louisiana Tech,27,UT San Antonio,20,numberfire,45.5,-11.0,Louisiana Tech -11,,,,
400548052,Louisiana Tech,27,UT San Antonio,20,consensus,,-6.5,Louisiana Tech -6.5,,,,
400547756,Duke,20,Virginia,13,teamrankings,49.0,-3.0,Duke -3,,,,
400547756,Duke,20,Virginia,13,numberfire,49.0,-3.0,Duke -3,,,,
400547756,Duke,20,Virginia,13,consensus,,-5.0,Duke -5,,,,
400548133,Ohio,23,Akron,20,teamrankings,49.0,3.0,Akron -3,,,,
400548133,Ohio,23,Akron,20,numberfire,46.0,3.0,Akron -3,,,,
400548133,Ohio,23,Akron,20,consensus,,4.0,Akron -4,,,,
400548138,Bowling Green,14,Western Michigan,26,teamrankings,67.0,-3.0,Bowling Green -3,,,,
400548138,Bowling Green,14,Western Michigan,26,numberfire,68.5,-3.0,Bowling Green -3,,,,
400548138,Bowling Green,14,Western Michigan,26,consensus,,-2.5,Bowling Green -2.5,,,,
400548136,UMass,36,Eastern Michigan,14,teamrankings,63.5,-15.0,UMass -15,,,,
400548136,UMass,36,Eastern Michigan,14,numberfire,63.5,-15.0,UMass -15,,,,
400548136,UMass,36,Eastern Michigan,14,consensus,,-11.5,UMass -11.5,,,,
400548428,Troy,14,Appalachian State,53,teamrankings,64.0,-7.5,Troy -7.5,,,,
400548428,Troy,14,Appalachian State,53,consensus,,-6.0,Troy -6,,,,
400547693,SMU,3,Cincinnati,41,teamrankings,62.5,12.5,Cincinnati -12.5,,,,
400547693,SMU,3,Cincinnati,41,numberfire,62.5,13.0,Cincinnati -13,,,,
400547693,SMU,3,Cincinnati,41,consensus,,14.5,Cincinnati -14.5,,,,
400547805,Louisville,30,NC State,18,teamrankings,50.0,-19.0,Louisville -19,,,,
400547805,Louisville,30,NC State,18,numberfire,48.0,-19.5,Louisville -19.5,,,,
400547805,Louisville,30,NC State,18,consensus,,-14.5,Louisville -14.5,,,,
400547873,Texas Tech,34,Kansas,21,teamrankings,57.5,-11.5,Texas Tech -11.5,,,,
400547873,Texas Tech,34,Kansas,21,numberfire,58.5,-13.0,Texas Tech -13,,,,
400547873,Texas Tech,34,Kansas,21,consensus,,-13.5,Texas Tech -13.5,,,,
400548053,Middle Tennessee,34,UAB,22,numberfire,67.0,-2.0,Middle Tennessee -2,,,,
400548053,Middle Tennessee,34,UAB,22,consensus,,-2.0,Middle Tennessee -2,,,,
400548134,Kent State,39,Army,17,teamrankings,51.5,3.0,Army -3,,,,
400548134,Kent State,39,Army,17,numberfire,51.5,3.0,Army -3,,,,
400548134,Kent State,39,Army,17,consensus,,5.5,Army -5.5,,,,
400548135,Central Michigan,29,Ball State,32,teamrankings,53.5,-10.5,Central Michigan -10.5,,,,
400548135,Central Michigan,29,Ball State,32,numberfire,53.5,-11.0,Central Michigan -11,,,,
400548135,Central Michigan,29,Ball State,32,consensus,,-6.5,Central Michigan -6.5,,,,
400548287,California,34,UCLA,36,teamrankings,72.5,6.5,UCLA -6.5,,,,
400548287,California,34,UCLA,36,numberfire,74.0,6.5,UCLA -6.5,,,,
400548287,California,34,UCLA,36,consensus,,8.0,UCLA -8,,,,
400548137,Northern Illinois,51,Miami (OH),41,teamrankings,58.0,-13.5,Northern Illinois -13.5,,,,
400548137,Northern Illinois,51,Miami (OH),41,numberfire,59.0,-13.5,Northern Illinois -13.5,,,,
400548137,Northern Illinois,51,Miami (OH),41,consensus,,-14.5,Northern Illinois -14.5,,,,
400548430,Idaho,29,New Mexico State,17,teamrankings,67.5,-6.0,Idaho -6,,,,
400548430,Idaho,29,New Mexico State,17,numberfire,67.5,-6.0,Idaho -6,,,,
400548430,Idaho,29,New Mexico State,17,consensus,,-4.0,Idaho -4,,,,
400547775,North Carolina,48,Georgia Tech,43,teamrankings,67.5,-2.0,North Carolina -2,,,,
400547775,North Carolina,48,Georgia Tech,43,numberfire,68.0,-2.5,North Carolina -2.5,,,,
400548054,North Texas,20,Southern Mississippi,30,teamrankings,54.5,-7.5,North Texas -7.5,,,,
400548054,North Texas,20,Southern Mississippi,30,numberfire,54.5,-7.5,North Texas -7.5,,,,
400548054,North Texas,20,Southern Mississippi,30,consensus,,-10.5,North Texas -10.5,,,,
400548217,Colorado State,16,Utah State,13,teamrankings,55.0,-5.5,Colorado State -5.5,,,,
400548217,Colorado State,16,Utah State,13,numberfire,55.0,-5.0,Colorado State -5,,,,
400548217,Colorado State,16,Utah State,13,consensus,,-5.5,Colorado State -5.5,,,,
400548362,Florida,13,Missouri,42,teamrankings,45.0,-6.5,Florida -6.5,,,,
400548362,Florida,13,Missouri,42,numberfire,47.0,-6.5,Florida -6.5,,,,
400548362,Florida,13,Missouri,42,consensus,,-3.0,Florida -3,,,,
400548360,LSU,41,Kentucky,3,teamrankings,48.5,-11.5,LSU -11.5,,,,
400548360,LSU,41,Kentucky,3,numberfire,49.5,-11.5,LSU -11.5,,,,
400548360,LSU,41,Kentucky,3,consensus,,-11.0,LSU -11,,,,
400548429,South Alabama,30,Georgia State,27,teamrankings,57.0,-19.5,South Alabama -19.5,,,,
400548429,South Alabama,30,Georgia State,27,numberfire,57.0,-19.5,South Alabama -19.5,,,,
400548429,South Alabama,30,Georgia State,27,consensus,,-17.0,South Alabama -17,,,,
400547875,Texas,48,Iowa State,45,teamrankings,45.5,-10.5,Texas -10.5,,,,
400547875,Texas,48,Iowa State,45,numberfire,45.5,-10.5,Texas -10.5,,,,
400547875,Texas,48,Iowa State,45,consensus,,-11.0,Texas -11,,,,
400548219,BYU,35,Nevada,42,teamrankings,58.5,-10.0,BYU -10,,,,
400548219,BYU,35,Nevada,42,numberfire,58.5,-10.5,BYU -10.5,,,,
400548219,BYU,35,Nevada,42,consensus,,-11.5,BYU -11.5,,,,
400548218,San Diego State,20,Hawai'i,10,teamrankings,49.0,-10.0,San Diego State -10,,,,
400548218,San Diego State,20,Hawai'i,10,numberfire,49.0,-10.0,San Diego State -10,,,,
400548218,San Diego State,20,Hawai'i,10,consensus,,-10.5,San Diego State -10.5,,,,
400548431,Louisiana,55,Arkansas State,40,teamrankings,59.0,3.0,Arkansas State -3,,,,
400548431,Louisiana,55,Arkansas State,40,numberfire,59.0,3.0,Arkansas State -3,,,,
400547696,East Carolina,31,Connecticut,21,teamrankings,55.5,-27.5,East Carolina -27.5,,,,
400547696,East Carolina,31,Connecticut,21,numberfire,55.5,-27.5,East Carolina -27.5,,,,
400547696,East Carolina,31,Connecticut,21,consensus,,-24.0,East Carolina -24,,,,
400547791,Virginia Tech,6,Miami,30,teamrankings,47.5,2.5,Miami -2.5,,,,
400547791,Virginia Tech,6,Miami,30,numberfire,47.5,2.5,Miami -2.5,,,,
400547791,Virginia Tech,6,Miami,30,consensus,,-2.0,Virginia Tech -2,,,,
400548289,California,41,Oregon,59,teamrankings,78.0,17.0,Oregon -17,,,,
400548289,California,41,Oregon,59,numberfire,78.0,17.5,Oregon -17.5,,,,
400548289,California,41,Oregon,59,consensus,,16.0,Oregon -16,,,,
400547697,Cincinnati,34,South Florida,17,teamrankings,60.0,-10.0,Cincinnati -10,,,,
400547697,Cincinnati,34,South Florida,17,numberfire,60.0,-10.0,Cincinnati -10,,,,
400547697,Cincinnati,34,South Florida,17,consensus,,-10.0,Cincinnati -10,,,,
400550419,South Alabama,27,Troy,13,teamrankings,55.0,-16.0,South Alabama -16,,,,
400550419,South Alabama,27,Troy,13,numberfire,54.0,-14.5,South Alabama -14.5,,,,
400550419,South Alabama,27,Troy,13,consensus,,-12.0,South Alabama -12,,,,
400548221,Boise State,55,BYU,30,teamrankings,58.0,-6.5,Boise State -6.5,,,,
400548221,Boise State,55,BYU,30,numberfire,58.0,-6.5,Boise State -6.5,,,,
400548221,Boise State,55,BYU,30,consensus,,-6.5,Boise State -6.5,,,,
400548355,Kentucky,31,Mississippi State,45,teamrankings,59.0,14.5,Mississippi State -14.5,,,,
400548355,Kentucky,31,Mississippi State,45,numberfire,60.0,14.5,Mississippi State -14.5,,,,
400548355,Kentucky,31,Mississippi State,45,consensus,,13.0,Mississippi State -13,,,,
400548354,LSU,10,Ole Miss,7,teamrankings,45.0,4.0,Ole Miss -4,,,,
400548354,LSU,10,Ole Miss,7,numberfire,45.0,3.5,Ole Miss -3.5,,,,
400548354,LSU,10,Ole Miss,7,consensus,,3.0,Ole Miss -3,,,,
400548357,Tennessee,20,Alabama,34,teamrankings,45.5,20.0,Alabama -20,,,,
400548357,Tennessee,20,Alabama,34,numberfire,46.5,19.5,Alabama -19.5,,,,
400548357,Tennessee,20,Alabama,34,consensus,,15.5,Alabama -15.5,,,,
400548356,Auburn,42,South Carolina,35,teamrankings,63.0,-18.5,Auburn -18.5,,,,
400548356,Auburn,42,South Carolina,35,numberfire,63.0,-18.5,Auburn -18.5,,,,
400548356,Auburn,42,South Carolina,35,consensus,,-14.0,Auburn -14,,,,
400547949,Michigan State,35,Michigan,11,teamrankings,45.0,-17.0,Michigan State -17,,,,
400547949,Michigan State,35,Michigan,11,numberfire,47.0,-17.0,Michigan State -17,,,,
400547949,Michigan State,35,Michigan,11,consensus,,-15.5,Michigan State -15.5,,,,
400547880,TCU,82,Texas Tech,27,teamrankings,71.5,-24.5,TCU -24.5,,,,
400547880,TCU,82,Texas Tech,27,numberfire,71.5,-23.0,TCU -23,,,,
400547880,TCU,82,Texas Tech,27,consensus,,-20.0,TCU -20,,,,
400547878,Kansas State,23,Texas,0,teamrankings,47.0,-9.5,Kansas State -9.5,,,,
400547878,Kansas State,23,Texas,0,numberfire,47.0,-9.5,Kansas State -9.5,,,,
400547878,Kansas State,23,Texas,0,consensus,,-13.0,Kansas State -13,,,,
400547985,Penn State,24,Ohio State,31,teamrankings,53.0,14.0,Ohio State -14,,,,
400547985,Penn State,24,Ohio State,31,numberfire,53.5,14.0,Ohio State -14,,,,
400547985,Penn State,24,Ohio State,31,consensus,,11.5,Ohio State -11.5,,,,
400548291,Washington,10,Arizona State,24,teamrankings,61.5,3.5,Arizona State -3.5,,,,
400548291,Washington,10,Arizona State,24,numberfire,61.5,3.5,Arizona State -3.5,,,,
400548291,Washington,10,Arizona State,24,consensus,,3.5,Arizona State -3.5,,,,
400548290,Washington State,37,Arizona,59,teamrankings,73.5,2.5,Arizona -2.5,,,,
400548290,Washington State,37,Arizona,59,numberfire,73.5,2.5,Arizona -2.5,,,,
400548290,Washington State,37,Arizona,59,consensus,,4.0,Arizona -4,,,,
400547972,Nebraska,42,Rutgers,24,teamrankings,60.5,-20.0,Nebraska -20,,,,
400547972,Nebraska,42,Rutgers,24,numberfire,60.5,-20.0,Nebraska -20,,,,
400547972,Nebraska,42,Rutgers,24,consensus,,-15.0,Nebraska -15,,,,
400548292,Utah,24,USC,21,teamrankings,51.5,-1.0,Utah -1,,,,
400548292,Utah,24,USC,21,numberfire,51.5,1.0,USC -1,,,,
400547746,Clemson,16,Syracuse,6,teamrankings,47.5,-16.5,Clemson -16.5,,,,
400547746,Clemson,16,Syracuse,6,numberfire,47.0,-16.5,Clemson -16.5,,,,
400547746,Clemson,16,Syracuse,6,consensus,,-16.5,Clemson -16.5,,,,
400547879,Oklahoma State,10,West Virginia,34,teamrankings,67.5,2.5,West Virginia -2.5,,,,
400547879,Oklahoma State,10,West Virginia,34,numberfire,66.0,2.5,West Virginia -2.5,,,,
400547879,Oklahoma State,10,West Virginia,34,consensus,,-4.0,Oklahoma State -4,,,,
400548055,Marshall,35,Florida Atlantic,16,teamrankings,66.0,-27.0,Marshall -27,,,,
400548055,Marshall,35,Florida Atlantic,16,numberfire,67.0,-28.0,Marshall -28,,,,
400548055,Marshall,35,Florida Atlantic,16,consensus,,-26.5,Marshall -26.5,,,,
400548294,Colorado,37,UCLA,40,teamrankings,66.0,14.0,UCLA -14,,,,
400548294,Colorado,37,UCLA,40,numberfire,66.0,14.0,UCLA -14,,,,
400548294,Colorado,37,UCLA,40,consensus,,12.5,UCLA -12.5,,,,
400547699,SMU,10,Memphis,48,teamrankings,52.0,22.0,Memphis -22,,,,
400547699,SMU,10,Memphis,48,numberfire,51.5,22.0,Memphis -22,,,,
400547699,SMU,10,Memphis,48,consensus,,24.0,Memphis -24,,,,
400547911,Illinois,28,Minnesota,24,teamrankings,53.5,3.5,Minnesota -3.5,,,,
400547911,Illinois,28,Minnesota,24,numberfire,53.5,3.5,Minnesota -3.5,,,,
400547911,Illinois,28,Minnesota,24,consensus,,6.5,Minnesota -6.5,,,,
400547938,Wisconsin,52,Maryland,7,teamrankings,56.0,-9.5,Wisconsin -9.5,,,,
400547938,Wisconsin,52,Maryland,7,numberfire,56.0,-10.0,Wisconsin -10,,,,
400547938,Wisconsin,52,Maryland,7,consensus,,-10.0,Wisconsin -10,,,,
400548057,Rice,41,North Texas,21,teamrankings,56.5,-16.0,Rice -16,,,,
400548057,Rice,41,North Texas,21,numberfire,56.5,-15.5,Rice -15.5,,,,
400548057,Rice,41,North Texas,21,consensus,,-13.0,Rice -13,,,,
400548059,Arkansas,45,UAB,17,teamrankings,60.5,-24.5,Arkansas -24.5,,,,
400548059,Arkansas,45,UAB,17,numberfire,62.0,-24.5,Arkansas -24.5,,,,
400548059,Arkansas,45,UAB,17,consensus,,-21.0,Arkansas -21,,,,
400547799,Virginia,27,North Carolina,28,teamrankings,60.5,-7.0,Virginia -7,,,,
400547799,Virginia,27,North Carolina,28,numberfire,61.5,-7.0,Virginia -7,,,,
400547799,Virginia,27,North Carolina,28,consensus,,-7.5,Virginia -7.5,,,,
400548142,Eastern Michigan,17,Northern Illinois,28,teamrankings,61.5,17.5,Northern Illinois -17.5,,,,
400548142,Eastern Michigan,17,Northern Illinois,28,numberfire,61.5,17.5,Northern Illinois -17.5,,,,
400548142,Eastern Michigan,17,Northern Illinois,28,consensus,,20.5,Northern Illinois -20.5,,,,
400548224,Navy,41,San José State,31,teamrankings,53.5,-8.5,Navy -8.5,,,,
400548224,Navy,41,San José State,31,numberfire,53.5,-8.5,Navy -8.5,,,,
400548224,Navy,41,San José State,31,consensus,,-10.0,Navy -10,,,,
400548139,Ball State,35,Akron,21,teamrankings,52.0,3.5,Akron -3.5,,,,
400548139,Ball State,35,Akron,21,numberfire,52.0,3.5,Akron -3.5,,,,
400548139,Ball State,35,Akron,21,consensus,,1.0,Akron -1,,,,
400548143,Western Michigan,42,Ohio,21,teamrankings,53.5,-8.5,Western Michigan -8.5,,,,
400548143,Western Michigan,42,Ohio,21,numberfire,53.5,-8.5,Western Michigan -8.5,,,,
400548143,Western Michigan,42,Ohio,21,consensus,,-8.0,Western Michigan -8,,,,
400548144,Toledo,42,UMass,35,teamrankings,69.5,-17.5,Toledo -17.5,,,,
400548144,Toledo,42,UMass,35,numberfire,69.5,-17.0,Toledo -17,,,,
400548144,Toledo,42,UMass,35,consensus,,-17.5,Toledo -17.5,,,,
400548432,Georgia State,31,Georgia Southern,69,teamrankings,66.0,17.0,Georgia Southern -17,,,,
400548432,Georgia State,31,Georgia Southern,69,consensus,,15.0,Georgia Southern -15,,,,
400548141,Miami (OH),10,Kent State,3,teamrankings,53.0,-5.0,Miami (OH) -5,,,,
400548141,Miami (OH),10,Kent State,3,numberfire,52.5,-5.0,Miami (OH) -5,,,,
400548141,Miami (OH),10,Kent State,3,consensus,,-4.5,Miami (OH) -4.5,,,,
400547735,Wake Forest,17,Boston College,23,teamrankings,41.0,13.5,Boston College -13.5,,,,
400547735,Wake Forest,17,Boston College,23,numberfire,40.5,13.5,Boston College -13.5,,,,
400547735,Wake Forest,17,Boston College,23,consensus,,12.0,Boston College -12,,,,
400547776,Pittsburgh,28,Georgia Tech,56,teamrankings,57.5,-3.5,Pittsburgh -3.5,,,,
400547776,Pittsburgh,28,Georgia Tech,56,numberfire,56.5,-3.5,Pittsburgh -3.5,,,,
400547776,Pittsburgh,28,Georgia Tech,56,consensus,,-4.0,Pittsburgh -4,,,,
400548056,Southern Mississippi,20,Louisiana Tech,31,teamrankings,56.5,8.0,Louisiana Tech -8,,,,
400548056,Southern Mississippi,20,Louisiana Tech,31,numberfire,56.0,8.5,Louisiana Tech -8.5,,,,
400548056,Southern Mississippi,20,Louisiana Tech,31,consensus,,13.0,Louisiana Tech -13,,,,
400548140,Buffalo,14,Central Michigan,20,teamrankings,55.0,3.5,Central Michigan -3.5,,,,
400548140,Buffalo,14,Central Michigan,20,numberfire,55.0,3.5,Central Michigan -3.5,,,,
400548140,Buffalo,14,Central Michigan,20,consensus,,1.5,Central Michigan -1.5,,,,
400548293,Stanford,38,Oregon State,14,teamrankings,42.5,-12.0,Stanford -12,,,,
400548293,Stanford,38,Oregon State,14,numberfire,42.5,-12.5,Stanford -12.5,,,,
400548293,Stanford,38,Oregon State,14,consensus,,-13.5,Stanford -13.5,,,,
400548058,Western Kentucky,66,Old Dominion,51,teamrankings,76.5,-12.0,Western Kentucky -12,,,,
400548058,Western Kentucky,66,Old Dominion,51,consensus,,-11.5,Western Kentucky -11.5,,,,
400548225,Utah State,34,UNLV,20,teamrankings,50.0,-17.5,Utah State -17.5,,,,
400548225,Utah State,34,UNLV,20,numberfire,50.0,-17.5,Utah State -17.5,,,,
400548225,Utah State,34,UNLV,20,consensus,,-18.0,Utah State -18,,,,
400548358,Missouri,24,Vanderbilt,14,teamrankings,42.0,-22.5,Missouri -22.5,,,,
400548358,Missouri,24,Vanderbilt,14,numberfire,42.0,-21.5,Missouri -21.5,,,,
400548358,Missouri,24,Vanderbilt,14,consensus,,-24.0,Missouri -24,,,,
400547698,UCF,34,Temple,14,teamrankings,46.0,-6.5,UCF -6.5,,,,
400547698,UCF,34,Temple,14,numberfire,46.0,-6.5,UCF -6.5,,,,
400547698,UCF,34,Temple,14,consensus,,-11.0,UCF -11,,,,
400548060,UT San Antonio,0,UTEP,34,teamrankings,47.0,-14.0,UT San Antonio -14,,,,
400548060,UT San Antonio,0,UTEP,34,numberfire,47.0,-14.0,UT San Antonio -14,,,,
400548060,UT San Antonio,0,UTEP,34,consensus,,-9.5,UT San Antonio -9.5,,,,
400548222,Colorado State,45,Wyoming,31,teamrankings,54.5,-19.5,Colorado State -19.5,,,,
400548222,Colorado State,45,Wyoming,31,numberfire,53.5,-18.5,Colorado State -18.5,,,,
400548222,Colorado State,45,Wyoming,31,consensus,,-21.5,Colorado State -21.5,,,,
400548433,Louisiana Monroe,18,Texas State,22,teamrankings,51.0,-3.0,Louisiana Monroe -3,,,,
400548433,Louisiana Monroe,18,Texas State,22,numberfire,51.0,-3.0,Louisiana Monroe -3,,,,
400548433,Louisiana Monroe,18,Texas State,22,consensus,,-2.0,Louisiana Monroe -2,,,,
400547768,Louisville,31,Florida State,42,teamrankings,51.0,3.5,Florida State -3.5,,,,
400547768,Louisville,31,Florida State,42,numberfire,51.0,3.5,Florida State -3.5,,,,
400547768,Louisville,31,Florida State,42,consensus,,8.5,Florida State -8.5,,,,
400550420,Georgia Southern,42,Troy,10,teamrankings,60.0,-24.0,Georgia Southern -24,,,,
400550420,Georgia Southern,42,Troy,10,numberfire,61.5,-24.5,Georgia Southern -24.5,,,,
400550420,Georgia Southern,42,Troy,10,consensus,,20.5,Troy -20.5,,,,
400547700,Tulane,14,Cincinnati,38,teamrankings,57.5,4.0,Cincinnati -4,,,,
400547700,Tulane,14,Cincinnati,38,numberfire,55.5,4.0,Cincinnati -4,,,,
400547700,Tulane,14,Cincinnati,38,consensus,,2.5,Cincinnati -2.5,,,,
400547701,Memphis,40,Tulsa,20,teamrankings,57.0,-24.0,Memphis -24,,,,
400547701,Memphis,40,Tulsa,20,numberfire,57.0,-24.0,Memphis -24,,,,
400547701,Memphis,40,Tulsa,20,consensus,,-21.0,Memphis -21,,,,
400548349,Ole Miss,31,Auburn,35,teamrankings,53.5,-1.0,Ole Miss -1,,,,
400548349,Ole Miss,31,Auburn,35,numberfire,53.5,-1.5,Ole Miss -1.5,,,,
400548349,Ole Miss,31,Auburn,35,consensus,,-3.0,Ole Miss -3,,,,
400548299,Oregon,45,Stanford,16,teamrankings,56.5,-7.0,Oregon -7,,,,
400548299,Oregon,45,Stanford,16,numberfire,57.0,-7.0,Oregon -7,,,,
400548299,Oregon,45,Stanford,16,consensus,,-12.5,Oregon -12.5,,,,
400547885,West Virginia,30,TCU,31,teamrankings,69.0,3.5,TCU -3.5,,,,
400547885,West Virginia,30,TCU,31,numberfire,68.5,3.5,TCU -3.5,,,,
400547885,West Virginia,30,TCU,31,consensus,,4.0,TCU -4,,,,
400547882,Kansas State,48,Oklahoma State,14,teamrankings,53.0,-13.0,Kansas State -13,,,,
400547882,Kansas State,48,Oklahoma State,14,numberfire,53.0,-13.0,Kansas State -13,,,,
400547882,Kansas State,48,Oklahoma State,14,consensus,,-12.5,Kansas State -12.5,,,,
