Id,HomeTeam,HomeScore,AwayTeam,AwayScore,LineProvider,OverUnder,Spread,FormattedSpread,OpeningSpread,OpeningOverUnder,HomeMoneyline,AwayMoneyline
400603840,South Carolina,17,North Carolina,13,teamrankings,62.0,-1.0,South Carolina -1,,,,
400603840,South Carolina,17,North Carolina,13,numberfire,62.0,-1.5,South Carolina -1.5,,,,
400603840,South Carolina,17,North Carolina,13,consensus,,-3.5,South Carolina -3.5,,,,
400763593,UCF,14,Florida International,15,teamrankings,44.0,-10.5,UCF -10.5,,,,
400763593,UCF,14,Florida International,15,numberfire,44.5,-10.5,UCF -10.5,,,,
400763593,UCF,14,Florida International,15,consensus,,-17.0,UCF -17,,,,
400763399,Central Michigan,13,Oklahoma State,24,teamrankings,58.0,21.0,Oklahoma State -21,,,,
400763399,Central Michigan,13,Oklahoma State,24,numberfire,57.5,21.0,Oklahoma State -21,,,,
400763399,Central Michigan,13,Oklahoma State,24,consensus,,20.5,Oklahoma State -20.5,,,,
400603839,Vanderbilt,12,Western Kentucky,14,teamrankings,60.0,2.5,Western Kentucky -2.5,,,,
400603839,Vanderbilt,12,Western Kentucky,14,numberfire,60.0,2.0,Western Kentucky -2,,,,
400603839,Vanderbilt,12,Western Kentucky,14,consensus,,-17.5,Vanderbilt -17.5,,,,
400756883,Utah,24,Michigan,17,teamrankings,45.0,-5.0,Utah -5,,,,
400756883,Utah,24,Michigan,17,numberfire,44.5,-5.0,Utah -5,,,,
400756883,Utah,24,Michigan,17,consensus,,-3.0,Utah -3,,,,
400603838,Texas A&M,38,Arizona State,17,teamrankings,64.5,-3.0,Texas A&M -3,,,,
400603838,Texas A&M,38,Arizona State,17,numberfire,64.5,-3.0,Texas A&M -3,,,,
400603838,Texas A&M,38,Arizona State,17,consensus,,-3.0,Texas A&M -3,,,,
400763404,Oklahoma,41,Akron,3,teamrankings,57.0,-31.0,Oklahoma -31,,,,
400763404,Oklahoma,41,Akron,3,numberfire,57.0,-31.0,Oklahoma -31,,,,
400763404,Oklahoma,41,Akron,3,consensus,,-38.0,Oklahoma -38,,,,
400756900,Miami,45,Bethune-Cookman,0,consensus,,-39.0,Miami -39,,,,
400756901,NC State,49,Troy,21,teamrankings,62.0,-26.0,NC State -26,,,,
400756901,NC State,49,Troy,21,numberfire,61.5,-24.5,NC State -24.5,,,,
400756901,NC State,49,Troy,21,consensus,,-23.0,NC State -23,,,,
400603832,Kentucky,40,Louisiana,33,teamrankings,58.0,-17.0,Kentucky -17,,,,
400603832,Kentucky,40,Louisiana,33,numberfire,58.0,-16.5,Kentucky -16.5,,,,
400763403,Notre Dame,38,Texas,3,teamrankings,48.0,-8.5,Notre Dame -8.5,,,,
400763403,Notre Dame,38,Texas,3,numberfire,48.5,-9.0,Notre Dame -9,,,,
400763403,Notre Dame,38,Texas,3,consensus,,-9.0,Notre Dame -9,,,,
400603830,Florida,61,New Mexico State,13,teamrankings,54.0,-34.0,Florida -34,,,,
400603830,Florida,61,New Mexico State,13,numberfire,54.5,-34.0,Florida -34,,,,
400603830,Florida,61,New Mexico State,13,consensus,,-38.0,Florida -38,,,,
400763407,West Virginia,44,Georgia Southern,0,teamrankings,55.0,-16.0,West Virginia -16,,,,
400763407,West Virginia,44,Georgia Southern,0,numberfire,54.5,-16.0,West Virginia -16,,,,
400763407,West Virginia,44,Georgia Southern,0,consensus,,-38.0,West Virginia -38,,,,
400787115,Northern Illinois,38,UNLV,30,teamrankings,61.5,-21.5,Northern Illinois -21.5,,,,
400787115,Northern Illinois,38,UNLV,30,numberfire,61.5,-21.5,Northern Illinois -21.5,,,,
400787115,Northern Illinois,38,UNLV,30,consensus,,-16.0,Northern Illinois -16,,,,
400756907,Clemson,41,Appalachian State,10,teamrankings,57.5,-18.5,Clemson -18.5,,,,
400756907,Clemson,41,Appalachian State,10,numberfire,56.5,-18.5,Clemson -18.5,,,,
400756907,Clemson,41,Appalachian State,10,consensus,,-21.0,Clemson -21,,,,
400756911,Louisville,31,Houston,34,teamrankings,55.5,-13.5,Louisville -13.5,,,,
400756911,Louisville,31,Houston,34,numberfire,55.5,-13.5,Louisville -13.5,,,,
400756911,Louisville,31,Houston,34,consensus,,-12.5,Louisville -12.5,,,,
400757019,Michigan,35,Oregon State,7,teamrankings,46.0,-13.5,Michigan -13.5,,,,
400757019,Michigan,35,Oregon State,7,numberfire,45.5,-13.0,Michigan -13,,,,
400757019,Michigan,35,Oregon State,7,consensus,,-14.0,Michigan -14,,,,
400760492,Connecticut,22,Army,17,teamrankings,47.0,-7.0,Connecticut -7,,,,
400760492,Connecticut,22,Army,17,numberfire,47.0,-7.0,Connecticut -7,,,,
400760492,Connecticut,22,Army,17,consensus,,-6.5,Connecticut -6.5,,,,
400763414,UT San Antonio,3,Kansas State,30,teamrankings,50.0,14.0,Kansas State -14,,,,
400763414,UT San Antonio,3,Kansas State,30,numberfire,50.0,14.0,Kansas State -14,,,,
400763414,UT San Antonio,3,Kansas State,30,consensus,,22.5,Kansas State -22.5,,,,
400763502,Maryland,27,Bowling Green,48,teamrankings,70.5,-7.0,Maryland -7,,,,
400763502,Maryland,27,Bowling Green,48,numberfire,70.0,-7.0,Maryland -7,,,,
400763502,Maryland,27,Bowling Green,48,consensus,,-10.0,Maryland -10,,,,
400763506,Penn State,27,Buffalo,14,teamrankings,47.5,-17.0,Penn State -17,,,,
400763506,Penn State,27,Buffalo,14,numberfire,47.0,-17.0,Penn State -17,,,,
400763506,Penn State,27,Buffalo,14,consensus,,-16.5,Penn State -16.5,,,,
400763508,Wisconsin,58,Miami (OH),0,teamrankings,52.0,-31.0,Wisconsin -31,,,,
400763508,Wisconsin,58,Miami (OH),0,numberfire,51.5,-30.5,Wisconsin -30.5,,,,
400763508,Wisconsin,58,Miami (OH),0,consensus,,-33.0,Wisconsin -33,,,,
400756916,Syracuse,30,Wake Forest,17,teamrankings,41.5,-4.0,Syracuse -4,,,,
400756916,Syracuse,30,Wake Forest,17,numberfire,41.0,-4.0,Syracuse -4,,,,
400756916,Syracuse,30,Wake Forest,17,consensus,,-5.5,Syracuse -5.5,,,,
400757016,Colorado,48,UMass,14,teamrankings,61.5,-11.5,Colorado -11.5,,,,
400757016,Colorado,48,UMass,14,numberfire,61.0,-13.0,Colorado -13,,,,
400757016,Colorado,48,UMass,14,consensus,,-16.0,Colorado -16,,,,
400756918,Virginia Tech,42,Furman,3,consensus,,-32.5,Virginia Tech -32.5,,,,
400763598,Southern Mississippi,52,Austin Peay,6,consensus,,-39.0,Southern Mississippi -39,,,,
400787307,Northern Illinois,57,Murray State,26,consensus,,-31.5,Northern Illinois -31.5,,,,
400763504,Northwestern,41,Eastern Illinois,0,consensus,,-24.0,Northwestern -24,,,,
400787119,Wyoming,29,Eastern Michigan,48,teamrankings,52.0,-13.0,Wyoming -13,,,,
400787119,Wyoming,29,Eastern Michigan,48,numberfire,52.0,-11.5,Wyoming -11.5,,,,
400787119,Wyoming,29,Eastern Michigan,48,consensus,,-11.0,Wyoming -11,,,,
400763409,Iowa State,17,Iowa,31,teamrankings,48.0,3.5,Iowa -3.5,,,,
400763409,Iowa State,17,Iowa,31,numberfire,48.5,3.0,Iowa -3,,,,
400763409,Iowa State,17,Iowa,31,consensus,,4.0,Iowa -4,,,,
400757022,California,35,San Diego State,7,teamrankings,59.0,-12.5,California -12.5,,,,
400757022,California,35,San Diego State,7,numberfire,59.0,-13.0,California -13,,,,
400757022,California,35,San Diego State,7,consensus,,-9.0,California -9,,,,
400756908,Duke,55,North Carolina Central,0,consensus,,-41.0,Duke -41,,,,
400756913,North Carolina,53,North Carolina A&T,14,consensus,,-35.5,North Carolina -35.5,,,,
400756914,NC State,35,Eastern Kentucky,0,consensus,,-31.0,NC State -31,,,,
400756915,Akron,7,Pittsburgh,24,teamrankings,50.0,11.5,Pittsburgh -11.5,,,,
400756915,Akron,7,Pittsburgh,24,numberfire,50.0,12.0,Pittsburgh -12,,,,
400756915,Akron,7,Pittsburgh,24,consensus,,11.5,Pittsburgh -11.5,,,,
400787305,Kent State,45,Delaware State,13,consensus,,-24.0,Kent State -24,,,,
400787308,Georgia Southern,43,Western Michigan,17,teamrankings,55.5,5.5,Western Michigan -5.5,,,,
400787308,Georgia Southern,43,Western Michigan,17,numberfire,55.5,5.5,Western Michigan -5.5,,,,
400787308,Georgia Southern,43,Western Michigan,17,consensus,,4.5,Western Michigan -4.5,,,,
400603864,Florida,31,East Carolina,24,teamrankings,53.5,-20.5,Florida -20.5,,,,
400603864,Florida,31,East Carolina,24,numberfire,53.0,-20.5,Florida -20.5,,,,
400603864,Florida,31,East Carolina,24,consensus,,-13.0,Florida -13,,,,
400763410,Kansas,23,Memphis,55,teamrankings,62.5,12.0,Memphis -12,,,,
400763410,Kansas,23,Memphis,55,numberfire,63.0,12.5,Memphis -12.5,,,,
400763410,Kansas,23,Memphis,55,consensus,,10.5,Memphis -10.5,,,,
400763595,Ohio,21,Marshall,10,teamrankings,60.5,3.0,Marshall -3,,,,
400763595,Ohio,21,Marshall,10,numberfire,59.5,3.0,Marshall -3,,,,
400763595,Ohio,21,Marshall,10,consensus,,4.0,Marshall -4,,,,
400763597,SMU,31,North Texas,13,teamrankings,60.0,-6.0,SMU -6,,,,
400763597,SMU,31,North Texas,13,numberfire,60.0,-6.0,SMU -6,,,,
400787418,Texas State,63,Prairie View,24,consensus,,-28.0,Texas State -28,,,,
400787419,Troy,44,Charleston Southern,16,consensus,,-3.5,Troy -3.5,,,,
400603867,South Carolina,22,Kentucky,26,teamrankings,56.0,-7.0,South Carolina -7,,,,
400603867,South Carolina,22,Kentucky,26,numberfire,56.0,-7.0,South Carolina -7,,,,
400603867,South Carolina,22,Kentucky,26,consensus,,-7.5,South Carolina -7.5,,,,
400763413,Texas,42,Rice,28,teamrankings,49.5,-14.5,Texas -14.5,,,,
400763413,Texas,42,Rice,28,numberfire,49.0,-14.5,Texas -14.5,,,,
400763413,Texas,42,Rice,28,consensus,,-16.0,Texas -16,,,,
400763501,Indiana,36,Florida International,22,teamrankings,56.0,-7.5,Indiana -7.5,,,,
400763501,Indiana,36,Florida International,22,numberfire,56.5,-8.5,Indiana -8.5,,,,
400763501,Indiana,36,Florida International,22,consensus,,-7.5,Indiana -7.5,,,,
400763503,Nebraska,48,South Alabama,9,teamrankings,54.0,-27.5,Nebraska -27.5,,,,
400763503,Nebraska,48,South Alabama,9,numberfire,54.0,-27.5,Nebraska -27.5,,,,
400763503,Nebraska,48,South Alabama,9,consensus,,-27.0,Nebraska -27,,,,
400764862,Cincinnati,26,Temple,34,teamrankings,55.5,-6.0,Cincinnati -6,,,,
400764862,Cincinnati,26,Temple,34,numberfire,55.5,-5.5,Cincinnati -5.5,,,,
400764862,Cincinnati,26,Temple,34,consensus,,-6.5,Cincinnati -6.5,,,,
400764863,New Mexico,21,Tulsa,40,teamrankings,71.5,-6.5,New Mexico -6.5,,,,
400764863,New Mexico,21,Tulsa,40,numberfire,71.5,-6.5,New Mexico -6.5,,,,
400764863,New Mexico,21,Tulsa,40,consensus,,-3.0,New Mexico -3,,,,
400787415,New Mexico State,32,Georgia State,34,teamrankings,64.5,-4.5,New Mexico State -4.5,,,,
400787415,New Mexico State,32,Georgia State,34,numberfire,64.5,-5.0,New Mexico State -5,,,,
400787415,New Mexico State,32,Georgia State,34,consensus,,-4.0,New Mexico State -4,,,,
400787117,Air Force,37,San José State,16,teamrankings,58.0,-4.5,Air Force -4.5,,,,
400787117,Air Force,37,San José State,16,numberfire,58.0,-4.5,Air Force -4.5,,,,
400787117,Air Force,37,San José State,16,consensus,,-7.0,Air Force -7,,,,
400757023,Stanford,31,UCF,7,teamrankings,46.5,-20.0,Stanford -20,,,,
400757023,Stanford,31,UCF,7,numberfire,46.0,-20.5,Stanford -20.5,,,,
400757023,Stanford,31,UCF,7,consensus,,-16.0,Stanford -16,,,,
400756893,Arizona State,35,Cal Poly,21,consensus,,-36.5,Arizona State -36.5,,,,
400756919,Louisville,17,Clemson,20,teamrankings,54.0,5.0,Clemson -5,,,,
400756919,Louisville,17,Clemson,20,numberfire,54.0,5.0,Clemson -5,,,,
400756920,Boston College,0,Florida State,14,teamrankings,47.5,9.5,Florida State -9.5,,,,
400756920,Boston College,0,Florida State,14,numberfire,47.5,8.5,Florida State -8.5,,,,
400756920,Boston College,0,Florida State,14,consensus,,10.5,Florida State -10.5,,,,
400787120,Boise State,52,Idaho State,0,consensus,,-28.0,Boise State -28,,,,
400787241,Arizona State,34,New Mexico,10,teamrankings,63.5,-25.0,Arizona State -25,,,,
400787241,Arizona State,34,New Mexico,10,numberfire,64.0,-25.0,Arizona State -25,,,,
400787241,Arizona State,34,New Mexico,10,consensus,,-24.0,Arizona State -24,,,,
400763514,Ohio State,20,Northern Illinois,13,teamrankings,66.0,-34.0,Ohio State -34,,,,
400763514,Ohio State,20,Northern Illinois,13,numberfire,67.5,-34.0,Ohio State -34,,,,
400763514,Ohio State,20,Northern Illinois,13,consensus,,-31.5,Ohio State -31.5,,,,
400603850,Alabama,37,Ole Miss,43,teamrankings,52.0,-9.0,Alabama -9,,,,
400603850,Alabama,37,Ole Miss,43,numberfire,52.5,-9.0,Alabama -9,,,,
400603850,Alabama,37,Ole Miss,43,consensus,,-8.5,Alabama -8.5,,,,
400763420,TCU,56,SMU,37,teamrankings,68.5,-37.0,TCU -37,,,,
400763420,TCU,56,SMU,37,numberfire,69.0,-37.0,TCU -37,,,,
400763420,TCU,56,SMU,37,consensus,,-38.0,TCU -38,,,,
400763512,Michigan State,35,Air Force,21,teamrankings,54.5,-24.5,Michigan State -24.5,,,,
400763512,Michigan State,35,Air Force,21,numberfire,54.5,-24.0,Michigan State -24,,,,
400763512,Michigan State,35,Air Force,21,consensus,,-27.5,Michigan State -27.5,,,,
400757026,USC,31,Stanford,41,teamrankings,51.0,-9.5,USC -9.5,,,,
400757026,USC,31,Stanford,41,numberfire,50.5,-9.5,USC -9.5,,,,
400757026,USC,31,Stanford,41,consensus,,-8.0,USC -8,,,,
400603852,Georgia,52,South Carolina,20,teamrankings,53.5,-16.0,Georgia -16,,,,
400603852,Georgia,52,South Carolina,20,numberfire,53.5,-15.0,Georgia -15,,,,
400603852,Georgia,52,South Carolina,20,consensus,,-15.5,Georgia -15.5,,,,
400756922,Notre Dame,30,Georgia Tech,22,teamrankings,56.5,,Georgia Tech -NaN,,,,
400756922,Notre Dame,30,Georgia Tech,22,numberfire,56.0,-1.0,Notre Dame -1,,,,
400756922,Notre Dame,30,Georgia Tech,22,consensus,,-2.0,Notre Dame -2,,,,
400757027,UCLA,24,BYU,23,teamrankings,57.5,-16.5,UCLA -16.5,,,,
400757027,UCLA,24,BYU,23,numberfire,58.0,-16.5,UCLA -16.5,,,,
400757027,UCLA,24,BYU,23,consensus,,-14.5,UCLA -14.5,,,,
400757030,Oregon,61,Georgia State,28,teamrankings,71.5,-42.5,Oregon -42.5,,,,
400757030,Oregon,61,Georgia State,28,numberfire,70.5,-42.0,Oregon -42,,,,
400757030,Oregon,61,Georgia State,28,consensus,,-48.5,Oregon -48.5,,,,
400603854,LSU,45,Auburn,21,teamrankings,50.0,-6.5,LSU -6.5,,,,
400603854,LSU,45,Auburn,21,numberfire,50.0,-6.0,LSU -6,,,,
400603854,LSU,45,Auburn,21,consensus,,-6.5,LSU -6.5,,,,
400763418,Oklahoma,52,Tulsa,38,teamrankings,71.0,-31.0,Oklahoma -31,,,,
400763418,Oklahoma,52,Tulsa,38,numberfire,70.0,-31.5,Oklahoma -31.5,,,,
400763418,Oklahoma,52,Tulsa,38,consensus,,-33.0,Oklahoma -33,,,,
400603858,Texas A&M,44,Nevada,27,teamrankings,64.0,-31.5,Texas A&M -31.5,,,,
400603858,Texas A&M,44,Nevada,27,numberfire,64.0,-32.0,Texas A&M -32,,,,
400603858,Texas A&M,44,Nevada,27,consensus,,-25.0,Texas A&M -25,,,,
400757024,Arizona,77,Northern Arizona,13,consensus,,-35.0,Arizona -35,,,,
400757029,Fresno State,24,Utah,45,teamrankings,53.0,11.5,Utah -11.5,,,,
400757029,Fresno State,24,Utah,45,numberfire,52.5,12.0,Utah -12,,,,
400757029,Fresno State,24,Utah,45,consensus,,15.5,Utah -15.5,,,,
400603856,Missouri,9,Connecticut,6,teamrankings,41.0,-21.0,Missouri -21,,,,
400603856,Missouri,9,Connecticut,6,numberfire,41.0,-21.0,Missouri -21,,,,
400603856,Missouri,9,Connecticut,6,consensus,,-24.0,Missouri -24,,,,
400756921,Duke,10,Northwestern,19,teamrankings,50.0,-3.5,Duke -3.5,,,,
400756921,Duke,10,Northwestern,19,numberfire,50.0,-3.5,Duke -3.5,,,,
400756921,Duke,10,Northwestern,19,consensus,,-2.5,Duke -2.5,,,,
400763516,Wisconsin,28,Troy,3,teamrankings,59.0,-34.5,Wisconsin -34.5,,,,
400763516,Wisconsin,28,Troy,3,numberfire,58.5,-29.5,Wisconsin -29.5,,,,
400763516,Wisconsin,28,Troy,3,consensus,,-35.0,Wisconsin -35,,,,
400763419,Oklahoma State,69,UT San Antonio,14,teamrankings,56.5,-25.5,Oklahoma State -25.5,,,,
400763419,Oklahoma State,69,UT San Antonio,14,numberfire,56.5,-25.5,Oklahoma State -25.5,,,,
400763419,Oklahoma State,69,UT San Antonio,14,consensus,,-24.5,Oklahoma State -24.5,,,,
400756924,North Carolina,48,Illinois,14,teamrankings,63.0,-6.5,North Carolina -6.5,,,,
400756924,North Carolina,48,Illinois,14,numberfire,62.5,-6.5,North Carolina -6.5,,,,
400756924,North Carolina,48,Illinois,14,consensus,,-7.0,North Carolina -7,,,,
400756930,Army,14,Wake Forest,17,teamrankings,49.5,7.0,Wake Forest -7,,,,
400756930,Army,14,Wake Forest,17,numberfire,49.0,6.0,Wake Forest -6,,,,
400756930,Army,14,Wake Forest,17,consensus,,2.0,Wake Forest -2,,,,
400763510,Maryland,35,South Florida,17,teamrankings,51.5,-6.0,Maryland -6,,,,
400763510,Maryland,35,South Florida,17,numberfire,50.5,-6.0,Maryland -6,,,,
400763510,Maryland,35,South Florida,17,consensus,,-7.5,Maryland -7.5,,,,
400763511,Michigan,28,UNLV,7,teamrankings,50.0,-32.0,Michigan -32,,,,
400763511,Michigan,28,UNLV,7,numberfire,49.5,-32.5,Michigan -32.5,,,,
400763511,Michigan,28,UNLV,7,consensus,,-34.0,Michigan -34,,,,
400763513,Minnesota,10,Kent State,7,teamrankings,47.5,-24.0,Minnesota -24,,,,
400763513,Minnesota,10,Kent State,7,numberfire,47.0,-24.5,Minnesota -24.5,,,,
400763513,Minnesota,10,Kent State,7,consensus,,-23.0,Minnesota -23,,,,
400763600,Florida Atlantic,15,Buffalo,33,teamrankings,59.5,-2.5,Florida Atlantic -2.5,,,,
400763600,Florida Atlantic,15,Buffalo,33,numberfire,59.5,-2.5,Florida Atlantic -2.5,,,,
400756927,Syracuse,30,Central Michigan,27,teamrankings,47.5,-8.0,Syracuse -8,,,,
400756927,Syracuse,30,Central Michigan,27,numberfire,47.0,-8.0,Syracuse -8,,,,
400756927,Syracuse,30,Central Michigan,27,consensus,,-6.0,Syracuse -6,,,,
400763605,North Texas,24,Rice,38,teamrankings,54.0,7.0,Rice -7,,,,
400763605,North Texas,24,Rice,38,numberfire,53.5,7.0,Rice -7,,,,
400763605,North Texas,24,Rice,38,consensus,,6.0,Rice -6,,,,
400763417,Kansas State,39,Louisiana Tech,33,teamrankings,52.0,-10.0,Kansas State -10,,,,
400763417,Kansas State,39,Louisiana Tech,33,numberfire,52.0,-10.0,Kansas State -10,,,,
400763417,Kansas State,39,Louisiana Tech,33,consensus,,-11.0,Kansas State -11,,,,
400764864,Bowling Green,41,Memphis,44,teamrankings,71.5,3.5,Memphis -3.5,,,,
400764864,Bowling Green,41,Memphis,44,numberfire,70.5,3.5,Memphis -3.5,,,,
400764864,Bowling Green,41,Memphis,44,consensus,,4.0,Memphis -4,,,,
400764869,UMass,23,Temple,25,teamrankings,55.0,13.5,Temple -13.5,,,,
400764869,UMass,23,Temple,25,numberfire,55.0,13.0,Temple -13,,,,
400764869,UMass,23,Temple,25,consensus,,9.0,Temple -9,,,,
400787311,Eastern Michigan,17,Ball State,28,teamrankings,61.5,4.5,Ball State -4.5,,,,
400787311,Eastern Michigan,17,Ball State,28,numberfire,61.5,4.0,Ball State -4,,,,
400787311,Eastern Michigan,17,Ball State,28,consensus,,6.0,Ball State -6,,,,
400756923,Miami,36,Nebraska,33,teamrankings,59.5,-3.5,Miami -3.5,,,,
400756923,Miami,36,Nebraska,33,numberfire,59.5,-3.5,Miami -3.5,,,,
400756923,Miami,36,Nebraska,33,consensus,,-4.5,Miami -4.5,,,,
400756928,Virginia,35,William & Mary,29,consensus,,-24.0,Virginia -24,,,,
400756929,Purdue,24,Virginia Tech,51,teamrankings,49.0,5.5,Virginia Tech -5.5,,,,
400756929,Purdue,24,Virginia Tech,51,numberfire,48.0,4.5,Virginia Tech -4.5,,,,
400756929,Purdue,24,Virginia Tech,51,consensus,,5.5,Virginia Tech -5.5,,,,
400764865,Miami (OH),33,Cincinnati,37,teamrankings,59.5,21.0,Cincinnati -21,,,,
400764865,Miami (OH),33,Cincinnati,37,numberfire,59.5,20.5,Cincinnati -20.5,,,,
400764865,Miami (OH),33,Cincinnati,37,consensus,,19.0,Cincinnati -19,,,,
400764866,Navy,45,East Carolina,21,teamrankings,58.0,-4.5,Navy -4.5,,,,
400764866,Navy,45,East Carolina,21,numberfire,58.0,-4.5,Navy -4.5,,,,
400764866,Navy,45,East Carolina,21,consensus,,-1.5,Navy -1.5,,,,
400603859,Vanderbilt,47,Austin Peay,7,consensus,,-39.5,Vanderbilt -39.5,,,,
400763509,Indiana,38,Western Kentucky,35,teamrankings,72.5,-2.5,Indiana -2.5,,,,
400763509,Indiana,38,Western Kentucky,35,numberfire,73.0,-2.5,Indiana -2.5,,,,
400763509,Indiana,38,Western Kentucky,35,consensus,,-3.0,Indiana -3,,,,
400757032,Washington,31,Utah State,17,teamrankings,45.5,-7.0,Washington -7,,,,
400757032,Washington,31,Utah State,17,numberfire,44.0,-6.5,Washington -6.5,,,,
400757032,Washington,31,Utah State,17,consensus,,-3.5,Washington -3.5,,,,
400787442,Idaho,41,Wofford,38,consensus,,-4.0,Idaho -4,,,,
400763601,Florida International,39,North Carolina Central,14,consensus,,-25.0,Florida International -25,,,,
400764868,UCF,15,Furman,16,consensus,,-26.0,UCF -26,,,,
400603851,Arkansas,24,Texas Tech,35,teamrankings,69.0,-9.5,Arkansas -9.5,,,,
400603851,Arkansas,24,Texas Tech,35,numberfire,69.5,-9.5,Arkansas -9.5,,,,
400603851,Arkansas,24,Texas Tech,35,consensus,,-10.5,Arkansas -10.5,,,,
400756925,Old Dominion,14,NC State,38,teamrankings,57.0,17.0,NC State -17,,,,
400756925,Old Dominion,14,NC State,38,numberfire,57.5,17.0,NC State -17,,,,
400756925,Old Dominion,14,NC State,38,consensus,,15.0,NC State -15,,,,
400757028,Colorado State,24,Colorado,27,teamrankings,56.5,3.0,Colorado -3,,,,
400757028,Colorado State,24,Colorado,27,numberfire,56.0,2.5,Colorado -2.5,,,,
400757028,Colorado State,24,Colorado,27,consensus,,-1.0,Colorado State -1,,,,
400763603,Middle Tennessee,73,Charlotte,14,numberfire,66.0,-18.0,Middle Tennessee -18,,,,
400763603,Middle Tennessee,73,Charlotte,14,consensus,,-19.5,Middle Tennessee -19.5,,,,
