,Year,Date,Home,HomeRank,Away,AwayRank,Result,HomePTS,AwayPTS,MOV
2195,2015-16,2016-02-22,West Virginia,14,Iowa State,17,1,97,87,10
2196,2014-15,2015-01-10,West Virginia,14,Iowa State,17,0,72,74,-2
2197,2010-11,2011-01-22,Purdue,14,Michigan State,17,1,86,76,10
2198,2001-02,2002-02-28,Arizona,14,Stanford,17,0,71,76,-5
2199,1997-98,1998-02-05,Arkansas,14,Mississippi,17,1,100,87,13
2200,1988-89,1989-01-15,Florida State,14,Tennessee,17,1,101,90,11
2201,1970-71,1971-02-07,Duquesne,14,Villanova,17,1,87,78,9
2202,1954-55,1955-01-15,Minnesota,14,Purdue,17,1,102,88,14
2203,1950-51,1951-02-17,Louisville,14,Dayton,17,0,66,70,-4
2204,2023-24,2024-01-09,Baylor,14,Brigham Young,18,1,81,72,9
2205,2011-12,2012-01-28,Florida,14,Mississippi State,18,1,69,57,12
2206,2006-07,2007-01-06,Louisiana State,14,Connecticut,18,1,66,49,17
2207,1987-88,1987-11-21,Florida,14,Georgia Tech,18,1,80,69,11
2208,1985-86,1986-03-01,Oklahoma,14,NC State,18,1,72,69,3
2209,1970-71,1970-12-01,Kansas,14,Long Beach State,18,1,69,52,17
2210,1953-54,1954-02-06,Wichita State,14,Bradley,18,1,91,83,8
2211,1998-99,1999-01-13,Michigan State,14,Minnesota,19,1,71,55,16
2212,1998-99,1999-01-06,Auburn,14,Arkansas,19,1,83,66,17
2213,1995-96,1996-01-24,Penn State,14,Purdue,19,1,87,77,10
2214,1988-89,1988-12-03,Florida State,14,Florida,19,1,114,86,28
2215,2000-01,2001-03-03,Mississippi,14,Alabama,20,1,105,71,34
2216,1999-00,2000-02-29,Indiana,14,Purdue,20,1,79,65,14
2217,1999-00,2000-02-07,Oklahoma State,14,Kansas,20,1,86,53,33
2218,1996-97,1997-01-25,Iowa State,14,Texas Tech,20,1,64,61,3
2219,1994-95,1995-02-18,Wake Forest,14,Georgia Tech,20,1,73,62,11
2220,1989-90,1990-02-03,Louisiana State,14,Loyola Marymount,20,1,148,141,7
2221,1988-89,1989-01-28,Syracuse,14,Providence,20,1,100,96,4
2222,1982-83,1983-03-05,Ohio State,14,Purdue,20,1,76,65,11
2223,1979-80,1980-01-30,Missouri,14,Kansas State,20,0,64,66,-2
2224,1952-53,1952-12-27,Tulsa,14,Idaho,20,1,66,56,10
2225,1951-52,1952-01-02,Notre Dame,14,Michigan State,20,0,52,66,-14
2226,1949-50,1950-01-16,Western Kentucky,14,Cincinnati,20,1,84,59,25
2227,2020-21,2021-01-16,Illinois,14,Ohio State,21,0,81,87,-6
2228,2014-15,2015-02-14,Iowa State,14,West Virginia,21,1,79,59,20
2229,2009-10,2010-01-27,Tennessee,14,Vanderbilt,21,0,76,85,-9
2230,2001-02,2002-03-02,Arizona,14,California,21,1,99,53,46
2231,2000-01,2001-01-02,Syracuse,14,Notre Dame,21,1,79,70,9
2232,1995-96,1996-03-08,Memphis,14,Marquette,21,0,60,72,-12
2233,1994-95,1995-03-04,Mississippi State,14,Alabama,21,1,71,67,4
2234,2018-19,2018-11-30,Iowa,14,Wisconsin,22,0,66,72,-6
2235,1997-98,1998-02-17,Michigan State,14,Michigan,22,1,80,75,5
2236,1994-95,1995-01-07,Michigan State,14,Iowa,22,1,69,68,1
2237,2021-22,2022-02-01,Texas Tech,14,Texas,23,1,77,64,13
2238,2011-12,2012-01-04,Kansas,14,Kansas State,23,1,67,49,18
2239,2008-09,2009-01-31,Arizona State,14,Washington,23,0,71,84,-13
2240,2006-07,2007-02-12,Georgetown,14,West Virginia,23,1,71,53,18
2241,2003-04,2003-12-23,Cincinnati,14,Dayton,23,1,82,53,29
2242,1995-96,1996-02-10,Purdue,14,Michigan,23,1,69,64,5
2243,2015-16,2016-02-13,Iowa State,14,Texas,24,1,85,75,10
2244,2013-14,2014-02-01,Wisconsin,14,Ohio State,24,0,58,59,-1
2245,2006-07,2007-02-28,Duke,14,Maryland,24,0,77,85,-8
2246,2005-06,2005-11-30,Iowa,14,NC State,24,1,45,42,3
2247,2001-02,2002-02-06,Oklahoma State,14,Texas Tech,24,1,64,62,2
2248,1990-91,1991-01-09,Duke,14,Georgia Tech,24,1,98,57,41
2249,2006-07,2007-02-08,Washington State,14,Stanford,25,1,58,45,13
2250,1991-92,1992-02-25,Oklahoma State,14,Nebraska,25,1,72,51,21
2251,2023-24,2024-02-20,Creighton,15,Connecticut,1,1,85,66,19
2252,1952-53,1953-01-17,Kansas,15,Kansas State,1,1,80,66,14
2253,2020-21,2021-01-16,Texas Tech,15,Baylor,2,0,60,68,-8
2254,2012-13,2013-01-13,Ohio State,15,Michigan,2,1,56,53,3
2255,2005-06,2006-02-01,Boston College,15,Duke,2,0,81,83,-2
2256,1985-86,1986-01-02,Indiana,15,Michigan,2,0,69,78,-9
2257,1983-84,1984-01-28,UCLA,15,DePaul,2,0,68,84,-16
2258,1978-79,1979-03-02,DePaul,15,Notre Dame,2,1,76,72,4
2259,1949-50,1950-02-04,Louisville,15,Duquesne,2,1,64,58,6
2260,2016-17,2016-11-14,Purdue,15,Villanova,3,0,76,79,-3
2261,2003-04,2004-02-18,Wake Forest,15,Duke,3,1,90,84,6
2262,1985-86,1986-02-08,Virginia Tech,15,Memphis,3,1,76,72,4
2263,1982-83,1982-11-27,Missouri,15,North Carolina,3,1,64,60,4
2264,2022-23,2023-01-11,Arkansas,15,Alabama,4,0,69,84,-15
2265,2008-09,2009-03-04,Missouri,15,Oklahoma,4,1,73,64,9
2266,1985-86,1986-01-15,Georgetown,15,Syracuse,4,1,73,70,3
2267,1984-85,1985-01-19,Boston College,15,St. John's (NY),4,0,59,66,-7
2268,1975-76,1976-02-24,NC State,15,North Carolina,4,0,79,91,-12
2269,1950-51,1951-01-29,Arizona,15,Long Island University,4,1,62,61,1
2270,2011-12,2012-02-23,Florida State,15,Duke,5,0,66,74,-8
2271,2007-08,2008-01-14,Pittsburgh,15,Georgetown,5,1,69,60,9
2272,2004-05,2005-01-17,Texas,15,Oklahoma State,5,1,75,61,14
2273,2000-01,2000-12-09,Connecticut,15,Arizona,5,1,71,69,2
2274,1993-94,1994-02-01,Syracuse,15,Connecticut,5,1,108,95,13
2275,1984-85,1985-02-24,Kansas,15,Oklahoma,5,1,82,76,6
2276,2019-20,2019-12-14,Arizona,15,Gonzaga,6,0,80,84,-4
2277,1988-89,1989-03-11,Iowa,15,Indiana,6,1,87,70,17
2278,1986-87,1987-01-25,Georgetown,15,DePaul,6,1,74,71,3
2279,1983-84,1983-12-17,UCLA,15,Memphis,6,1,65,51,14
2280,1975-76,1976-01-24,Notre Dame,15,UCLA,6,1,95,85,10
2281,1968-69,1968-12-18,California,15,Cincinnati,6,0,70,71,-1
2282,2023-24,2024-03-02,Baylor,15,Kansas,7,1,82,74,8
2283,2013-14,2014-01-28,Iowa,15,Michigan State,7,0,69,71,-2
2284,2006-07,2007-02-28,Texas,15,Texas A&M,7,1,98,96,2
2285,1994-95,1995-01-10,Florida,15,Kentucky,7,0,67,83,-16
2286,1989-90,1989-12-27,Memphis,15,Missouri,7,0,65,71,-6
2287,1975-76,1976-02-02,Princeton,15,Rutgers,7,0,62,75,-13
2288,1974-75,1975-02-08,Tennessee,15,Alabama,7,0,65,71,-6
2289,1958-59,1959-01-29,Saint Louis,15,St. John's (NY),7,1,72,63,9
2290,2002-03,2003-02-13,Wake Forest,15,Duke,8,1,94,80,14
2291,2002-03,2003-01-25,Alabama,15,Kentucky,8,0,46,63,-17
2292,1997-98,1998-01-24,Syracuse,15,Connecticut,8,0,54,63,-9
2293,1997-98,1997-12-06,UCLA,15,New Mexico,8,1,69,58,11
2294,1993-94,1994-02-19,Arizona,15,UCLA,8,1,98,74,24
2295,1988-89,1989-01-26,NC State,15,Duke,8,1,88,73,15
2296,1982-83,1983-01-22,Syracuse,15,St. John's (NY),8,0,57,68,-11
2297,1982-83,1982-12-29,Nevada-Las Vegas,15,Tennessee,8,1,70,54,16
2298,1957-58,1958-02-17,Bradley,15,Oklahoma State,8,1,57,43,14
2299,1951-52,1951-12-22,Minnesota,15,Washington,8,0,51,55,-4
2300,2018-19,2019-02-02,Louisville,15,North Carolina,9,0,69,79,-10
2301,2014-15,2015-03-07,Oklahoma,15,Kansas,9,1,75,73,2
2302,2013-14,2014-01-18,Kansas,15,Oklahoma State,9,1,80,78,2
2303,2010-11,2010-12-29,Notre Dame,15,Georgetown,9,1,69,55,14
2304,2005-06,2006-02-12,Georgetown,15,West Virginia,9,0,56,69,-13
2305,2001-02,2002-01-19,Arizona,15,UCLA,9,1,96,86,10
2306,1994-95,1995-01-05,Arizona State,15,Arizona,9,1,53,52,1
2307,1993-94,1994-03-06,UCLA,15,Louisville,10,1,75,72,3
2308,1991-92,1992-02-02,Michigan,15,Ohio State,10,0,58,68,-10
2309,1990-91,1991-03-03,Nebraska,15,Kansas,10,1,85,75,10
2310,1978-79,1979-02-08,Iowa,15,Michigan State,10,0,57,60,-3
2311,1976-77,1977-01-08,Maryland,15,Wake Forest,10,0,85,86,-1
2312,2008-09,2009-03-01,Kansas,15,Missouri,11,1,90,65,25
2313,2005-06,2006-02-25,NC State,15,Boston College,11,0,72,74,-2
2314,2000-01,2001-02-18,Tennessee,15,Florida,11,0,82,88,-6
2315,1996-97,1997-01-08,Indiana,15,Minnesota,11,0,91,96,-5
2316,1994-95,1995-02-14,Villanova,15,Syracuse,11,1,89,87,2
2317,1978-79,1979-01-17,Texas A&M,15,Arkansas,11,1,74,69,5
2318,2018-19,2019-01-08,NC State,15,North Carolina,12,0,82,90,-8
2319,2005-06,2005-11-17,Alabama,15,Memphis,12,0,76,87,-11
2320,1974-75,1975-02-01,Arizona,15,Arizona State,12,0,81,83,-2
2321,1956-57,1957-02-04,Illinois,15,Ohio State,12,1,96,89,7
2322,2004-05,2005-03-05,Connecticut,15,Syracuse,13,1,88,70,18
2323,1969-70,1969-12-18,Louisiana State,15,Southern California,13,0,98,101,-3
2324,2007-08,2008-02-19,Indiana,15,Purdue,14,1,77,68,9
2325,2003-04,2004-02-10,Georgia Tech,15,North Carolina,14,1,88,77,11
2326,2002-03,2003-02-09,Marquette,15,Wake Forest,14,1,68,61,7
2327,2018-19,2019-02-25,Kansas,15,Kansas State,16,1,64,49,15
2328,2013-14,2014-02-22,Iowa,15,Wisconsin,16,0,74,79,-5
2329,2009-10,2010-01-13,Connecticut,15,Pittsburgh,16,0,57,67,-10
2330,1999-00,2000-01-15,Texas,15,Oklahoma,16,1,79,66,13
2331,1994-95,1995-01-25,Virginia,15,Wake Forest,16,0,70,71,-1
2332,1993-94,1994-01-29,Michigan,15,Wisconsin,16,1,79,75,4
2333,1989-90,1990-02-10,Louisville,15,Georgia Tech,16,0,84,94,-10
2334,1988-89,1989-02-13,Iowa,15,Ohio State,16,1,83,75,8
2335,1982-83,1983-03-02,Boston College,15,Georgetown,16,1,87,85,2
2336,1982-83,1983-01-09,Missouri,15,NC State,16,1,49,42,7
2337,1975-76,1976-01-06,Cincinnati,15,Louisville,16,1,77,73,4
2338,2010-11,2011-02-21,Villanova,15,Syracuse,17,0,64,69,-5
2339,2006-07,2006-12-02,Syracuse,15,Wichita State,17,0,61,64,-3
2340,2001-02,2002-02-02,Miami (FL),15,Connecticut,17,1,68,66,2
2341,1993-94,1994-02-24,UCLA,15,California,17,0,88,92,-4
2342,1993-94,1994-01-15,Louisville,15,Georgia Tech,17,1,88,68,20
2343,1984-85,1985-01-12,Illinois,15,Michigan State,17,1,75,63,12
2344,1968-69,1969-02-01,Kansas,15,Colorado,17,1,80,70,10
2345,1959-60,1960-02-23,Providence,15,Holy Cross,17,1,80,68,12
2346,2019-20,2020-02-12,Villanova,15,Marquette,18,1,72,71,1
2347,2019-20,2020-01-30,Maryland,15,Iowa,18,1,82,72,10
2348,2012-13,2013-02-11,Georgetown,15,Marquette,18,1,63,55,8
2349,2005-06,2006-01-10,Boston College,15,NC State,18,0,60,78,-18
2350,2001-02,2002-01-17,Arizona,15,Southern California,18,1,97,80,17
2351,2000-01,2000-12-02,Southern California,15,Utah,18,1,65,60,5
2352,1992-93,1993-01-23,Nevada-Las Vegas,15,Georgetown,18,1,96,80,16
2353,1983-84,1984-02-02,Wake Forest,15,Georgia Tech,18,1,78,74,4
2354,1981-82,1982-03-06,Kentucky,15,Alabama,18,0,46,48,-2
2355,1980-81,1981-02-19,Illinois,15,Michigan,18,1,67,64,3
2356,1980-81,1981-02-07,Iowa,15,Illinois,18,1,72,66,6
2357,2018-19,2018-11-28,Florida State,15,Purdue,19,1,73,72,1
2358,2014-15,2015-02-07,West Virginia,15,Baylor,19,0,69,87,-18
2359,2014-15,2015-01-26,Iowa State,15,Texas,19,1,89,86,3
2360,1988-89,1989-01-14,NC State,15,Georgia Tech,19,1,82,68,14
2361,1986-87,1986-12-28,St. John's (NY),15,Georgia Tech,19,1,62,53,9
2362,1981-82,1982-01-23,Arkansas,15,Houston,19,1,67,66,1
2363,1978-79,1978-12-04,Nevada-Las Vegas,15,Maryland,19,1,94,88,6
2364,1972-73,1973-01-20,Jacksonville,15,Florida State,19,1,70,66,4
2365,1950-51,1951-01-09,Duquesne,15,La Salle,19,1,53,43,10
2366,2017-18,2018-01-16,North Carolina,15,Clemson,20,1,87,79,8
2367,2013-14,2014-03-06,Cincinnati,15,Memphis,20,1,97,84,13
2368,2001-02,2001-12-29,UCLA,15,Georgetown,20,1,98,91,7
2369,1992-93,1993-01-07,UCLA,15,Arizona,20,0,80,82,-2
2370,1976-77,1976-12-04,Tennessee,15,Charlotte,20,1,69,67,2
2371,2021-22,2022-01-15,Iowa State,15,Texas,21,1,79,70,9
2372,2019-20,2020-02-23,Creighton,15,Butler,21,1,81,59,22
2373,2013-14,2014-02-16,Michigan,15,Wisconsin,21,0,62,75,-13
2374,2009-10,2009-12-02,Ohio State,15,Florida State,21,1,77,64,13
2375,2005-06,2006-02-22,NC State,15,North Carolina,21,0,71,95,-24
2376,2002-03,2003-02-01,Georgia,15,Mississippi State,21,1,67,63,4
2377,2000-01,2001-01-17,Alabama,15,Mississippi,21,1,82,63,19
2378,2021-22,2022-02-24,Illinois,15,Ohio State,22,0,83,86,-3
2379,2021-22,2022-01-01,Seton Hall,15,Villanova,22,0,67,73,-6
2380,2001-02,2002-03-09,Arizona,15,Southern California,22,1,81,71,10
2381,2000-01,2001-02-14,Tennessee,15,Kentucky,22,0,95,103,-8
2382,2010-11,2011-02-26,Villanova,15,St. John's (NY),23,0,68,81,-13
2383,2017-18,2018-01-07,Miami (FL),15,Florida State,24,1,80,74,6
2384,2015-16,2016-01-25,Miami (FL),15,Duke,24,1,80,69,11
2385,2014-15,2014-12-02,Miami (FL),15,Illinois,24,1,70,61,9
2386,2020-21,2021-02-10,Iowa,15,Rutgers,25,1,79,66,13
2387,2017-18,2017-12-01,Gonzaga,15,Creighton,25,1,91,74,17
2388,2016-17,2017-03-04,Florida State,15,Miami (FL),25,1,66,57,9
2389,2001-02,2002-03-08,Arizona,15,California,25,1,90,78,12
2390,2001-02,2002-02-26,Illinois,15,Indiana,25,1,70,62,8
2391,2001-02,2002-02-06,UCLA,15,Southern California,25,1,67,65,2
2392,2001-02,2001-11-14,Michigan State,15,Oklahoma,25,1,67,55,12
2393,2000-01,2001-01-08,Seton Hall,15,Notre Dame,25,1,78,76,2
2394,1989-90,1990-02-25,Michigan State,15,Indiana,25,1,72,66,6
2395,2011-12,2012-03-04,Florida,16,Kentucky,1,0,59,74,-15
2396,2009-10,2010-01-10,Tennessee,16,Kansas,1,1,76,68,8
2397,2006-07,2007-01-06,Oregon,16,UCLA,1,1,68,66,2
2398,1988-89,1989-01-30,Nevada-Las Vegas,16,Oklahoma,1,0,88,90,-2
2399,1986-87,1987-01-17,Oklahoma,16,Nevada-Las Vegas,1,1,89,88,1
2400,1984-85,1985-01-12,Villanova,16,Georgetown,1,0,50,52,-2
2401,1960-61,1960-12-17,Wichita State,16,Ohio State,1,0,82,93,-11
2402,1953-54,1954-02-27,Dayton,16,Duquesne,1,1,64,54,10
2403,2021-22,2022-03-01,Southern California,16,Arizona,2,0,71,91,-20
2404,2018-19,2019-02-12,Louisville,16,Duke,2,0,69,71,-2
2405,2014-15,2015-03-07,Louisville,16,Virginia,2,1,59,57,2
2406,2000-01,2001-01-06,Arizona,16,Stanford,2,0,76,85,-9
2407,1994-95,1995-02-19,Virginia,16,North Carolina,2,1,73,71,2
2408,2010-11,2011-01-31,Texas A&M,16,Texas,3,0,49,69,-20
2409,2002-03,2003-02-22,Oklahoma State,16,Texas,3,1,82,77,5
2410,1994-95,1995-01-28,Wake Forest,16,North Carolina,3,0,61,62,-1
2411,1977-78,1978-03-04,Detroit Mercy,16,Marquette,3,0,77,80,-3
2412,1975-76,1976-03-06,St. John's (NY),16,Rutgers,3,0,67,70,-3
2413,2021-22,2022-02-15,Tennessee,16,Kentucky,4,1,76,63,13
2414,2010-11,2011-02-27,Louisville,16,Pittsburgh,4,1,62,59,3
2415,2001-02,2002-02-13,Oklahoma State,16,Oklahoma,4,1,79,72,7
2416,1982-83,1983-03-05,Georgetown,16,Villanova,4,1,87,71,16
2417,1974-75,1975-02-22,Clemson,16,NC State,4,1,92,70,22
2418,1960-61,1960-12-29,UCLA,16,Indiana,4,1,94,72,22
2419,1949-50,1950-02-06,Indiana,16,Ohio State,4,0,55,56,-1
2420,2009-10,2010-02-02,Wisconsin,16,Michigan State,5,1,67,49,18
2421,2006-07,2007-02-07,Duke,16,North Carolina,5,0,73,79,-6
2422,2004-05,2005-02-26,Alabama,16,Kentucky,5,0,71,78,-7
2423,2001-02,2001-12-20,Georgetown,16,Virginia,5,0,55,61,-6
2424,1999-00,2000-02-26,Indiana,16,Michigan State,5,1,81,79,2
2425,1989-90,1990-01-28,Louisiana State,16,Nevada-Las Vegas,5,1,107,105,2
2426,1960-61,1960-12-17,Kansas,16,North Carolina,5,0,70,78,-8
2427,1955-56,1955-12-14,North Carolina,16,Alabama,5,1,99,77,22
2428,2015-16,2015-12-31,Villanova,16,Xavier,6,1,95,64,31
2429,1997-98,1998-02-11,West Virginia,16,Connecticut,6,1,80,62,18
2430,1972-73,1973-01-20,Indiana,16,Minnesota,6,1,83,71,12
2431,1971-72,1972-01-25,Minnesota,16,Ohio State,6,0,44,50,-6
2432,2020-21,2021-02-15,Florida State,16,Virginia,7,1,81,60,21
2433,2000-01,2001-03-03,Maryland,16,Virginia,7,1,102,67,35
2434,1998-99,1999-01-16,New Mexico,16,Arizona,7,1,79,78,1
2435,1988-89,1989-01-19,Ohio State,16,Iowa,7,1,102,91,11
2436,1979-80,1980-02-09,Clemson,16,Maryland,7,1,90,81,9
2437,1952-53,1952-12-30,Oklahoma City,16,Oklahoma State,7,0,58,75,-17
2438,1950-51,1951-01-13,Villanova,16,NC State,7,1,66,64,2
2439,2023-24,2024-01-06,Clemson,16,North Carolina,8,0,55,65,-10
2440,2017-18,2017-12-02,Baylor,16,Wichita State,8,0,62,69,-7
2441,2010-11,2011-03-05,Connecticut,16,Notre Dame,8,0,67,70,-3
2442,2005-06,2006-02-27,West Virginia,16,Pittsburgh,8,1,67,62,5
2443,1980-81,1981-01-07,North Carolina,16,Maryland,8,1,75,66,9
2444,1979-80,1980-02-16,Duke,16,Maryland,8,1,66,61,5
2445,1968-69,1969-02-11,Ohio State,16,Purdue,8,1,88,85,3
2446,1993-94,1994-02-19,Indiana,16,Purdue,9,1,82,80,2
2447,1971-72,1971-12-30,Maryland,16,St. John's (NY),9,1,90,69,21
2448,1968-69,1969-03-05,Boston College,16,Duquesne,9,1,93,72,21
2449,2019-20,2019-11-13,Ohio State,16,Villanova,10,1,76,51,25
2450,2017-18,2018-01-06,TCU,16,Kansas,10,0,84,88,-4
2451,2010-11,2010-12-23,Memphis,16,Georgetown,10,0,69,86,-17
2452,2002-03,2003-01-18,Kentucky,16,Notre Dame,10,1,88,73,15
2453,1998-99,1998-12-05,Indiana,16,Temple,10,1,63,62,1
2454,1995-96,1996-02-03,Iowa,16,Penn State,10,0,87,95,-8
2455,1986-87,1987-01-07,Georgetown,16,St. John's (NY),10,1,60,46,14
2456,1982-83,1983-01-20,Minnesota,16,Iowa,10,0,52,68,-16
2457,1975-76,1975-12-10,Nevada-Las Vegas,16,Arizona,10,1,98,94,4
2458,1969-70,1970-01-24,Duke,16,NC State,10,0,76,77,-1
2459,1969-70,1969-12-05,Southern California,16,Colorado,10,1,88,74,14
2460,2015-16,2016-01-30,Louisville,16,Virginia,11,0,47,63,-16
2461,1997-98,1998-01-03,Mississippi,16,South Carolina,11,1,73,54,19
2462,1953-54,1954-02-13,Navy,16,Maryland,11,0,60,61,-1
2463,2015-16,2016-03-01,Iowa,16,Indiana,12,0,78,81,-3
2464,2014-15,2015-03-04,Louisville,16,Notre Dame,12,0,59,71,-12
2465,2010-11,2011-02-12,Louisville,16,Syracuse,12,1,73,69,4
2466,2002-03,2003-03-04,Notre Dame,16,Syracuse,12,0,88,92,-4
2467,1987-88,1988-01-06,Iowa,16,Indiana,12,1,84,70,14
2468,1984-85,1985-01-02,Michigan,16,Indiana,12,0,62,87,-25
2469,1978-79,1979-01-24,Temple,16,Syracuse,12,0,76,78,-2
2470,1974-75,1975-02-15,Notre Dame,16,La Salle,12,1,91,75,16
2471,1956-57,1957-03-02,Iowa State,16,Kansas State,12,1,69,67,2
2472,2011-12,2011-12-28,Michigan State,16,Indiana,13,1,80,65,15
2473,2010-11,2011-02-18,Louisville,16,Connecticut,13,1,71,58,13
2474,1997-98,1998-02-18,Arkansas,16,South Carolina,13,1,96,88,8
2475,1991-92,1992-01-08,Alabama,16,Arkansas,13,1,65,63,2
2476,1972-73,1973-02-20,Missouri,16,Kansas State,13,1,80,66,14
2477,1951-52,1952-02-12,Siena,16,Oklahoma City,13,1,55,50,5
2478,2003-04,2004-03-12,North Carolina,16,Georgia Tech,14,0,82,83,-1
2479,1999-00,2000-02-12,Oklahoma,16,Oklahoma State,14,0,71,74,-3
2480,1990-91,1991-01-05,Kentucky,16,Louisiana State,14,1,93,80,13
2481,1986-87,1987-01-19,Pittsburgh,16,St. John's (NY),14,0,62,63,-1
2482,1980-81,1981-03-05,Illinois,16,Indiana,14,0,66,69,-3
2483,1979-80,1980-01-26,Indiana,16,Purdue,14,1,69,58,11
2484,1958-59,1958-12-23,Saint Louis,16,California,14,1,55,43,12
2485,1957-58,1958-02-22,North Carolina,16,Maryland,14,1,66,59,7
2486,1955-56,1956-01-20,Utah,16,Oklahoma City,14,1,60,58,2
2487,1954-55,1955-02-05,Niagara,16,Holy Cross,14,1,72,68,4
2488,1951-52,1952-01-12,Duquesne,16,Syracuse,14,1,78,67,11
2489,2020-21,2021-03-04,Oklahoma,16,Texas,15,0,65,69,-4
2490,1985-86,1986-02-06,Louisville,16,Virginia Tech,15,1,103,68,35
2491,1983-84,1983-12-27,UTEP,16,Michigan,15,1,72,71,1
2492,1980-81,1981-01-22,Michigan,16,Illinois,15,1,80,76,4
2493,1977-78,1978-01-14,NC State,16,Virginia,15,0,68,74,-6
2494,2022-23,2023-02-01,Xavier,16,Providence,17,1,85,83,2
2495,2003-04,2004-02-07,Wake Forest,16,North Carolina,17,0,73,79,-6
2496,1985-86,1985-12-18,Louisville,16,Indiana,17,1,65,63,2
2497,2015-16,2016-01-19,Providence,16,Butler,18,1,71,68,3
2498,2014-15,2015-01-13,West Virginia,16,Oklahoma,18,1,86,65,21
2499,2011-12,2012-01-08,Michigan,16,Wisconsin,18,1,59,41,18
2500,2005-06,2006-01-07,Indiana,16,Ohio State,18,1,81,79,2
2501,1976-77,1976-12-29,Maryland,16,Syracuse,18,1,96,85,11
2502,1955-56,1956-02-27,Oklahoma City,16,Houston,18,1,76,67,9
2503,2020-21,2021-01-03,Michigan,16,Northwestern,19,1,85,66,19
2504,2019-20,2020-03-08,Michigan State,16,Ohio State,19,1,80,69,11
2505,1997-98,1998-02-01,Iowa,16,Michigan,19,0,66,80,-14
2506,1969-70,1969-12-13,Ohio State,16,Ohio,19,0,80,82,-2
2507,1993-94,1994-01-08,Connecticut,16,Boston College,20,1,77,71,6
2508,1986-87,1987-02-14,St. John's (NY),16,Providence,20,0,78,79,-1
2509,1986-87,1987-01-15,Oklahoma,16,Kansas,20,1,76,74,2
2510,1985-86,1986-01-30,Virginia Tech,16,Richmond,20,1,71,67,4
2511,1954-55,1955-01-03,Louisville,16,Notre Dame,20,1,73,69,4
2512,2019-20,2020-02-19,Seton Hall,16,Butler,21,1,74,72,2
2513,2013-14,2014-01-05,Kansas,16,San Diego State,21,0,57,61,-4
2514,2011-12,2012-02-18,Murray State,16,Saint Mary's (CA),21,1,65,51,14
2515,2004-05,2005-01-22,Connecticut,16,Pittsburgh,21,0,66,76,-10
2516,1998-99,1999-02-21,UCLA,16,Syracuse,21,1,93,69,24
2517,2019-20,2020-02-04,Michigan State,16,Penn State,22,0,70,75,-5
2518,2016-17,2017-01-31,Butler,16,Creighton,22,0,67,76,-9
2519,2016-17,2016-12-10,Butler,16,Cincinnati,22,1,75,65,10
2520,2014-15,2015-02-09,Baylor,16,Oklahoma State,22,0,65,74,-9
2521,2013-14,2014-01-25,Iowa State,16,Kansas State,22,1,81,75,6
2522,2013-14,2014-02-01,Iowa State,16,Oklahoma,23,1,81,75,6
2523,1999-00,2000-02-28,Texas,16,Kansas,23,1,68,54,14
2524,2003-04,2004-01-24,Texas,16,Oklahoma State,24,0,67,72,-5
2525,1997-98,1998-02-07,Michigan State,16,Iowa,24,1,75,64,11
2526,1989-90,1989-12-08,Memphis,16,Oregon State,24,1,78,72,6
2527,2022-23,2023-03-04,Miami (FL),16,Pittsburgh,25,1,78,76,2
2528,2014-15,2014-11-18,San Diego State,16,Utah,25,1,53,49,4
2529,2010-11,2011-01-19,Notre Dame,16,Cincinnati,25,1,66,58,8
2530,1996-97,1997-01-09,Michigan,16,Illinois,25,1,88,74,14
2531,1996-97,1996-12-29,Louisville,16,Boston College,25,1,89,85,4
2532,2005-06,2005-11-30,Indiana,17,Duke,1,0,67,75,-8
2533,2003-04,2004-02-05,North Carolina,17,Duke,1,0,81,83,-2
2534,2002-03,2003-01-18,Maryland,17,Duke,1,1,87,72,15
2535,2000-01,2000-12-02,Temple,17,Duke,1,0,68,93,-25
2536,1997-98,1997-12-20,Florida State,17,North Carolina,1,0,73,81,-8
2537,1996-97,1996-12-07,UCLA,17,Kansas,1,0,83,96,-13
2538,1993-94,1994-01-12,Georgia Tech,17,North Carolina,1,1,89,69,20
2539,1975-76,1975-12-28,St. John's (NY),17,Indiana,1,0,69,76,-7
2540,1968-69,1968-12-30,St. John's (NY),17,UCLA,1,0,56,74,-18
2541,1958-59,1958-12-20,Saint Louis,17,Cincinnati,1,0,50,57,-7
2542,2020-21,2021-02-27,Kansas,17,Baylor,2,1,71,58,13
2543,2009-10,2010-02-20,Vanderbilt,17,Kentucky,2,0,56,58,-2
2544,1985-86,1986-02-15,NC State,17,Duke,2,0,70,72,-2
2545,1952-53,1952-12-23,Minnesota,17,Illinois,2,1,77,73,4
2546,2021-22,2022-02-26,Tennessee,17,Auburn,3,1,67,62,5
2547,2017-18,2017-12-30,Arizona,17,Arizona State,3,1,84,78,6
2548,2005-06,2006-01-21,Louisville,17,Connecticut,3,0,58,71,-13
2549,2003-04,2003-12-13,Gonzaga,17,Missouri,3,1,87,80,7
2550,1994-95,1995-01-09,Missouri,17,Kansas,3,0,89,102,-13
2551,1991-92,1992-01-20,Oklahoma,17,Oklahoma State,3,0,89,92,-3
2552,1986-87,1987-01-10,Duke,17,North Carolina,3,0,77,85,-8
2553,1981-82,1982-01-24,Louisville,17,Virginia,3,0,56,74,-18
2554,1954-55,1955-01-08,Duke,17,NC State,3,0,91,96,-5
