,rankDiff,wins,games,winPct
0,1,8,20,0.4
1,2,5,11,0.45454545454545453
2,3,5,18,0.2777777777777778
3,4,6,21,0.2857142857142857
4,5,4,21,0.19047619047619047
5,6,3,13,0.23076923076923078
6,7,1,14,0.07142857142857142
7,8,2,14,0.14285714285714285
8,9,3,19,0.15789473684210525
9,10,3,12,0.25
10,11,7,17,0.4117647058823529
11,12,7,16,0.4375
12,13,2,10,0.2
13,14,1,14,0.07142857142857142
14,15,3,13,0.23076923076923078
15,16,0,8,0.0
16,17,3,12,0.25
17,18,3,9,0.3333333333333333
18,19,0,1,0.0
