,rankDiff,wins,games,winPct
0,1,12,20,0.6
1,2,6,11,0.5454545454545454
2,3,13,18,0.7222222222222222
3,4,14,21,0.6666666666666666
4,5,17,21,0.8095238095238095
5,6,9,13,0.6923076923076923
6,7,13,14,0.9285714285714286
7,8,12,14,0.8571428571428571
8,9,16,19,0.8421052631578947
9,10,9,12,0.75
10,11,9,17,0.5294117647058824
11,12,9,16,0.5625
12,13,8,10,0.8
13,14,13,14,0.9285714285714286
14,15,10,13,0.7692307692307693
15,16,8,8,1.0
16,17,9,12,0.75
17,18,6,9,0.6666666666666666
18,19,1,1,1.0
